,actual_deaths,Baseline,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,STH-3PU,UCLA-SuEIR,YYG-ParamSearch,error-Baseline,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-STH-3PU,error-UCLA-SuEIR,error-YYG-ParamSearch,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-STH-3PU,beat_baseline-UCLA-SuEIR,beat_baseline-YYG-ParamSearch
Mississippi,3011,2505.9,2640.2,2874.9,2172.0,,2125.4,2370.1,-505.1,-370.8,-136.1,-839.0,,-885.6,-640.9,True,True,False,,False,False
Missouri,2177,1613.7,2044.8,1569.7,1314.0,,2285.9,1827.0,-563.3,-132.2,-607.3,-863.0,,108.9,-350.0,True,False,False,,True,True
Montana,186,123.9,307.0,368.0,100.0,,74.6,135.3,-62.1,121.0,182.0,-86.0,,-111.4,-50.7,False,False,False,,False,True
Nebraska,497,474.7,461.0,299.1,374.0,,394.2,442.9,-22.3,-36.0,-197.9,-123.0,,-102.8,-54.1,False,False,False,,False,False
Nevada,1620,1233.3,2366.1,2267.9,1254.0,,1041.6,1566.9,-386.7,746.1,647.9,-366.0,,-578.4,-53.1,False,False,True,,False,True
New Hampshire,442,474.0,451.9,447.9,403.0,,489.1,444.3,32.0,9.9,5.9,-39.0,,47.1,2.3,True,True,False,,False,True
New Jersey,16135,17671.1,16586.4,18077.6,16214.0,,16309.4,16854.8,1536.1,451.4,1942.6,79.0,,174.4,719.8,True,False,True,,True,True
New Mexico,890,853.3,902.9,986.6,808.0,,822.4,1026.6,-36.7,12.9,96.6,-82.0,,-67.6,136.6,True,False,False,,False,False
New York,33197,34069.3,32984.0,34713.6,33383.0,,33333.8,33495.0,893.3,-192.0,1537.6,207.0,,157.8,319.0,True,False,True,,True,True
North Carolina,3629,3063.4,3454.7,2187.2,2588.0,,2900.5,2943.1,-565.6,-174.3,-1441.8,-1041.0,,-728.5,-685.9,True,False,False,,False,False
North Dakota,271,146.3,222.6,295.4,106.0,,176.1,145.6,-124.7,-48.4,24.4,-165.0,,-94.9,-125.4,True,True,False,,True,False
Ohio,4925,4433.4,4886.0,4231.3,3793.0,,4393.8,5269.5,-491.6,-39.0,-693.7,-1132.0,,-531.2,344.5,True,False,False,,False,True
Oklahoma,1051,765.9,1340.1,822.9,997.0,,629.8,814.2,-285.1,289.1,-228.1,-54.0,,-421.2,-236.8,False,True,True,,False,True
Oregon,571,542.3,611.8,481.6,389.0,,396.4,659.6,-28.7,40.8,-89.4,-182.0,,-174.6,88.6,False,False,False,,False,False
Pennsylvania,8180,8303.1,8185.3,8105.8,7533.0,,7965.5,8409.9,123.1,5.3,-74.2,-647.0,,-214.5,229.9,True,True,False,,False,False
Rhode Island,1118,1142.0,1166.9,1032.3,1177.0,,1093.7,1098.0,25.0,49.9,-84.7,60.0,,-23.3,-19.0,False,False,False,,True,True
South Carolina,3442,3261.3,3424.4,3729.8,2038.0,,2370.6,2841.5,-180.7,-17.6,287.8,-1404.0,,-1071.4,-600.5,True,False,False,,False,False
South Dakota,248,215.7,154.0,206.6,215.0,,359.0,184.2,-32.3,-94.0,-41.4,-33.0,,111.0,-63.8,False,False,False,,False,False
Tennessee,2560,1950.4,3257.5,1749.6,1713.0,,1589.2,2051.6,-609.6,697.5,-810.4,-847.0,,-970.8,-508.4,False,False,False,,False,True
Texas,16295,12654.3,16315.8,16881.9,15953.0,23423.0,9562.4,11974.6,-2973.7,687.8,1253.9,325.0,7795.0,-6065.6,-3653.4,True,True,True,False,False,False
Utah,476,547.0,792.7,868.4,455.0,,494.8,635.5,71.0,316.7,392.4,-21.0,,18.8,159.5,False,False,True,,True,False
Vermont,58,56.0,60.8,56.5,56.0,,58.2,71.0,-2.0,2.8,-1.5,-2.0,,0.2,13.0,False,True,False,,True,False
Virginia,3270,2689.3,2828.6,3654.6,2259.0,,2550.8,2992.8,-580.7,-441.4,384.6,-1011.0,,-719.2,-277.2,True,True,False,,False,True
Washington,2142,1544.7,2323.2,2412.7,1750.0,,1706.8,1993.3,-597.3,181.2,270.7,-392.0,,-435.2,-148.7,True,True,True,,True,True
West Virginia,363,143.4,383.2,115.2,118.0,,134.6,137.4,-219.6,20.2,-247.8,-245.0,,-228.4,-225.6,True,False,False,,False,False
Wisconsin,1372,1104.6,1820.0,961.1,994.0,,1179.3,1352.4,-267.4,448.0,-410.9,-378.0,,-192.7,-19.6,False,False,False,,True,True
Wyoming,53,68.4,81.3,21.5,30.0,,40.7,46.9,15.4,28.3,-31.5,-23.0,,-12.3,-6.1,False,False,False,,True,True
US,209387,198391.7,220098.0,204042.7,187056.0,199104.0,185888.1,199583.3,-10306.3,11400.0,-4655.3,-21642.0,-9594.0,-22809.9,-9114.7,False,True,False,True,False,True
