,actual_deaths,Baseline,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,UCLA-SuEIR,error-Baseline,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-UCLA-SuEIR,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-UCLA-SuEIR
South Dakota,1446,423.7,467.9,714.5,372.0,283.0,-1022.3,-978.1,-731.5,-1074.0,-1163.0,True,True,False,False
Tennessee,6443,4421.3,4094.4,6557.3,3812.0,4269.2,-2021.7,-2348.6,114.3,-2631.0,-2173.8,False,True,False,False
Texas,27075,24192.1,23499.0,32177.9,22511.0,21866.1,-2598.9,-3292.0,5386.9,-4280.0,-4924.9,False,False,False,False
Utah,1212,620.1,1048.5,592.7,622.0,650.6,-591.9,-163.5,-619.3,-590.0,-561.4,True,False,True,True
Vermont,121,58.0,61.8,59.3,58.0,60.4,-63.0,-59.2,-61.7,-63.0,-60.6,True,True,False,True
Virginia,4840,5008.4,4966.6,4057.5,4453.0,3828.5,170.4,128.6,-780.5,-385.0,-1009.5,True,False,False,False
Washington,3184,2910.0,2679.9,2862.3,2403.0,2816.5,-293.0,-523.1,-340.7,-800.0,-386.5,False,False,False,False
West Virginia,1253,660.4,795.5,1659.7,646.0,538.2,-592.6,-457.5,406.7,-607.0,-714.8,True,True,False,False
Wisconsin,5029,1782.4,2625.8,2532.8,2009.0,2047.6,-3157.6,-2314.2,-2407.2,-2931.0,-2892.4,True,True,True,True
Wyoming,373,62.9,306.3,71.5,88.0,63.5,-310.1,-66.7,-301.5,-285.0,-309.5,True,True,True,True
US,332075,272217.4,241495.8,353258.9,239415.0,244247.9,-59336.6,-90058.2,21704.9,-92139.0,-87306.1,False,True,False,False
