,actual_deaths,Baseline,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,STH-3PU,UCLA-SuEIR,error-Baseline,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-STH-3PU,error-UCLA-SuEIR,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-STH-3PU,beat_baseline-UCLA-SuEIR
South Dakota,1446,451.4,397.6,468.4,421.0,,250.1,-994.6,-1048.4,-977.6,-1025.0,,-1195.9,False,True,False,,False
Tennessee,6443,4158.0,4087.2,6499.8,5026.0,,4185.3,-2285.0,-2355.8,56.8,-1417.0,,-2257.7,False,True,True,,True
Texas,27075,24552.4,19151.7,27109.6,25626.0,27682.0,21320.0,-2244.6,-7645.3,312.6,-1171.0,885.0,-5477.0,False,True,True,True,False
Utah,1212,537.0,980.1,844.4,722.0,,650.4,-675.0,-231.9,-367.6,-490.0,,-561.6,True,True,True,,True
Vermont,121,58.0,64.5,59.7,60.0,,60.9,-63.0,-56.5,-61.3,-61.0,,-60.1,True,True,True,,True
Virginia,4840,7017.7,4473.0,7678.3,4547.0,,4026.1,2179.7,-365.0,2840.3,-291.0,,-811.9,True,False,True,,True
Washington,3184,2674.4,2358.9,4043.8,2560.0,,2753.9,-512.6,-828.1,856.8,-627.0,,-433.1,False,False,False,,True
West Virginia,1253,965.3,1106.8,1251.8,780.0,,562.6,-287.7,-146.2,-1.2,-473.0,,-690.4,True,True,False,,False
Wisconsin,5029,1685.4,2592.2,4030.2,2088.0,,1687.8,-3278.6,-2371.8,-933.8,-2876.0,,-3276.2,True,True,True,,True
Wyoming,373,146.0,110.9,45.8,73.0,,77.7,-227.0,-262.1,-327.2,-300.0,,-295.3,False,False,False,,False
US,337631,274864.1,229592.0,358052.6,266023.0,261456.0,241861.0,-62744.9,-108017.0,20443.6,-71586.0,-76153.0,-95748.0,False,True,False,False,False
