,actual_deaths,Baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-baseline,COVIDhub-ensemble,CU-select,Caltech-CS156,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,GT-DeepCOVID,Google_Harvard-CPF,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MIT_CritData-GBCF,MOBS-GLEAM_COVID,MSRA-DeepST,NotreDame-mobility,OliverWyman-Navigator,PSI-DRAFT,QJHong-Encounter,RPI_UW-Mob_Collision,RobertWalraven-ESG,SteveMcConnell-CovidComplete,TTU-squider,UA-EpiCovDA,UCLA-SuEIR,UCM_MESALab-FoGSEIR,UCSB-ACTS,UCSD_NEU-DeepGLEAM,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UT-Mobility,WalmartLabsML-LogForecasting,epiforecasts-ensemble1,error-Baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-baseline,error-COVIDhub-ensemble,error-CU-select,error-Caltech-CS156,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-GT-DeepCOVID,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MIT_CritData-GBCF,error-MOBS-GLEAM_COVID,error-MSRA-DeepST,error-NotreDame-mobility,error-OliverWyman-Navigator,error-PSI-DRAFT,error-QJHong-Encounter,error-RPI_UW-Mob_Collision,error-RobertWalraven-ESG,error-SteveMcConnell-CovidComplete,error-TTU-squider,error-UA-EpiCovDA,error-UCLA-SuEIR,error-UCM_MESALab-FoGSEIR,error-UCSB-ACTS,error-UCSD_NEU-DeepGLEAM,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UT-Mobility,error-WalmartLabsML-LogForecasting,error-epiforecasts-ensemble1,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-baseline,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Caltech-CS156,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-GT-DeepCOVID,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MIT_CritData-GBCF,beat_baseline-MOBS-GLEAM_COVID,beat_baseline-MSRA-DeepST,beat_baseline-NotreDame-mobility,beat_baseline-OliverWyman-Navigator,beat_baseline-PSI-DRAFT,beat_baseline-QJHong-Encounter,beat_baseline-RPI_UW-Mob_Collision,beat_baseline-RobertWalraven-ESG,beat_baseline-SteveMcConnell-CovidComplete,beat_baseline-TTU-squider,beat_baseline-UA-EpiCovDA,beat_baseline-UCLA-SuEIR,beat_baseline-UCM_MESALab-FoGSEIR,beat_baseline-UCSB-ACTS,beat_baseline-UCSD_NEU-DeepGLEAM,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UT-Mobility,beat_baseline-WalmartLabsML-LogForecasting,beat_baseline-epiforecasts-ensemble1
Georgia,10685,10383.1,10366.1,10449.9,10633.0,10403.5,10658.0,10021.0,10492.8,9333.0,11482.7,11669.0,10727.6,11039.3,10563.0,,10656.0,10921.9,9822.6,10919.0,9936.0,11015.6,10069.0,10245.1,10891.0,10682.1,10401.1,10451.4,10726.4,10301.5,,11602.4,10057.1,11379.0,10629.8,10225.0,10470.0,,11199.5,10693.3,10590.0,,11069.2,10660.0,10011.0,9870.8,9920.0,-301.9,-318.9,-235.1,-52.0,-281.5,-27.0,-664.0,-192.2,-1352.0,797.7,984.0,42.6,354.3,-122.0,,-29.0,236.9,-862.4,234.0,-749.0,330.6,-616.0,-439.9,206.0,-2.9,-283.9,-233.6,41.4,-383.5,,917.4,-627.9,694.0,-55.2,-460.0,-215.0,,514.5,8.3,-95.0,,384.2,-25.0,-674.0,-814.2,-765.0,False,True,True,True,True,False,True,False,False,False,True,False,True,,True,True,False,True,False,False,False,False,True,True,True,True,True,False,,False,False,False,True,False,True,,False,True,True,,False,True,False,False,False
Hawaii,285,286.4,396.2,272.2,316.0,276.0,274.0,270.0,273.6,247.0,272.6,276.0,273.5,,312.5,,,241.4,244.8,288.0,317.9,268.1,267.0,270.6,294.0,283.9,287.1,533.6,284.3,263.0,,,232.6,271.0,302.7,305.0,269.1,,246.7,300.4,276.0,,259.5,296.0,266.0,261.6,282.0,1.4,111.2,-12.8,31.0,-9.0,-11.0,-15.0,-11.4,-38.0,-12.4,-9.0,-11.5,,27.5,,,-43.6,-40.2,3.0,32.9,-16.9,-18.0,-14.4,9.0,-1.1,2.1,248.6,-0.7,-22.0,,,-52.4,-14.0,17.7,20.0,-15.9,,-38.3,15.4,-9.0,,-25.5,11.0,-19.0,-23.4,-3.0,False,False,False,False,False,False,False,False,False,False,False,,False,,,False,False,False,False,False,False,False,False,True,False,False,True,False,,,False,False,False,False,False,,False,False,False,,False,False,False,False,False
Idaho,1354,1193.9,1201.4,1182.7,1281.0,1177.0,1272.0,1123.0,1288.6,1306.0,1518.8,1256.0,1152.2,1278.1,1355.2,,1293.0,1420.4,1259.9,1369.0,1216.6,1277.9,1242.0,1201.5,1421.0,1369.0,1309.5,1253.8,1426.2,1469.0,,,1323.1,1351.0,1271.1,1269.0,1109.8,,1522.3,1392.7,1171.0,,1276.4,1180.0,1058.0,1043.8,1245.0,-160.1,-152.6,-171.3,-73.0,-177.0,-82.0,-231.0,-65.4,-48.0,164.8,-98.0,-201.8,-75.9,1.2,,-61.0,66.4,-94.1,15.0,-137.4,-76.1,-112.0,-152.5,67.0,15.0,-44.5,-100.2,72.2,115.0,,,-30.9,-3.0,-82.9,-85.0,-244.2,,168.3,38.7,-183.0,,-77.6,-174.0,-296.0,-310.2,-109.0,True,False,True,False,True,False,True,True,False,True,False,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,True,True,True,True,False,,False,True,False,,True,False,False,False,True
Illinois,17224,16091.1,17092.6,16378.0,16930.0,16387.0,16394.0,15696.0,16542.3,15306.0,19439.9,16033.0,15643.7,17187.9,17202.8,,16300.0,17917.2,16019.5,16633.0,15262.9,16338.5,15840.0,16050.2,17863.0,17953.9,16963.5,14789.7,17080.0,15490.0,,17123.9,21377.0,17109.0,17848.1,15304.0,16090.4,,17823.3,18034.5,15648.0,15828.8,22826.2,16456.0,16507.5,13703.1,16324.0,-1132.9,-131.4,-846.0,-294.0,-837.0,-830.0,-1528.0,-681.7,-1918.0,2215.9,-1191.0,-1580.3,-36.1,-21.2,,-924.0,693.2,-1204.5,-591.0,-1961.1,-885.5,-1384.0,-1173.8,639.0,729.9,-260.5,-2434.3,-144.0,-1734.0,,-100.1,4153.0,-115.0,624.1,-1920.0,-1133.6,,599.3,810.5,-1576.0,-1395.2,5602.2,-768.0,-716.5,-3520.9,-900.0,True,True,True,True,True,False,True,False,False,False,False,True,True,,True,True,False,True,False,True,False,False,True,True,True,False,True,False,,True,False,True,True,False,False,,True,True,False,False,False,True,True,False,True
Indiana,7801,7150.7,7835.6,7339.9,7662.0,7331.0,7496.0,7218.0,7626.2,7500.0,8988.3,7883.0,7031.7,7627.6,7832.1,,7414.0,8268.8,7450.7,7802.0,6737.6,7412.7,6674.0,7107.5,7803.0,8316.2,7684.0,7972.1,7842.5,7376.0,,7496.1,7927.0,8174.0,8958.5,6907.0,7313.6,,8078.3,8342.4,7290.0,7282.3,11050.8,7583.0,7036.5,5848.7,7460.0,-650.3,34.6,-461.1,-139.0,-470.0,-305.0,-583.0,-174.8,-301.0,1187.3,82.0,-769.3,-173.4,31.1,,-387.0,467.8,-350.3,1.0,-1063.4,-388.3,-1127.0,-693.5,2.0,515.2,-117.0,171.1,41.5,-425.0,,-304.9,126.0,373.0,1157.5,-894.0,-487.4,,277.3,541.4,-511.0,-518.7,3249.8,-218.0,-764.5,-1952.3,-341.0,True,True,True,True,True,True,True,True,False,True,False,True,True,,True,True,True,True,False,True,False,False,True,True,True,True,True,True,,True,True,True,False,False,True,,True,True,True,True,False,True,False,False,True
Iowa,3743,3158.9,3085.0,3142.8,3388.0,3110.8,3193.0,3011.0,3309.1,2825.0,3829.2,3409.0,3210.1,3305.9,3287.3,,3290.0,3419.4,2953.6,3560.0,3090.7,2914.7,2904.0,3050.5,3998.0,3261.2,3390.0,3610.7,3453.6,3062.0,,3947.3,3761.5,3136.0,4064.9,2876.0,3052.4,,3861.0,3276.9,2906.0,,3833.9,2988.0,3346.0,2659.9,2992.0,-584.1,-658.0,-600.2,-355.0,-632.2,-550.0,-732.0,-433.9,-918.0,86.2,-334.0,-532.9,-437.1,-455.7,,-453.0,-323.6,-789.4,-183.0,-652.3,-828.3,-839.0,-692.5,255.0,-481.8,-353.0,-132.3,-289.4,-681.0,,204.3,18.5,-607.0,321.9,-867.0,-690.6,,118.0,-466.1,-837.0,,90.9,-755.0,-397.0,-1083.1,-751.0,False,False,True,False,True,False,True,False,True,True,True,True,True,,True,True,False,True,False,False,False,False,True,True,True,True,True,False,,True,True,False,True,False,False,,True,True,False,,True,False,True,False,False
Kansas,2503,1988.0,2263.0,2071.0,2229.0,2004.7,2204.0,2000.0,2174.4,2238.0,2626.1,2717.0,1765.9,2470.8,2275.6,,2219.0,2352.7,2207.1,2522.0,2050.8,2185.3,2012.0,1910.0,2583.0,2202.4,2095.0,2138.4,2346.9,2118.0,,,3364.8,2354.0,2236.7,2060.0,2158.8,,2543.5,2216.8,2284.0,,2202.1,2131.0,1837.0,1618.7,2051.0,-515.0,-240.0,-432.0,-274.0,-498.3,-299.0,-503.0,-328.6,-265.0,123.1,214.0,-737.1,-32.2,-227.4,,-284.0,-150.3,-295.9,19.0,-452.2,-317.7,-491.0,-593.0,80.0,-300.6,-408.0,-364.6,-156.1,-385.0,,,861.8,-149.0,-266.3,-443.0,-344.2,,40.5,-286.2,-219.0,,-300.9,-372.0,-666.0,-884.3,-452.0,True,True,True,True,True,True,True,True,True,True,False,True,True,,True,True,True,True,True,True,True,False,True,True,True,True,True,True,,,False,True,True,True,True,,True,True,True,,True,True,False,False,True
Kentucky,2534,2316.4,2639.9,2317.5,2489.0,2292.9,2432.0,2370.0,2662.1,2517.0,2615.4,2422.0,2276.1,2217.7,2585.4,,2571.5,2546.1,2424.1,2755.0,2683.8,2427.4,2531.0,2430.6,2913.0,2405.6,2554.5,2214.8,2807.2,2424.0,,,3024.5,2436.0,2965.6,2487.0,2337.6,,2795.7,2424.9,2508.0,,3310.3,2471.0,2234.0,2090.8,2313.0,-217.6,105.9,-216.5,-45.0,-241.1,-102.0,-164.0,128.1,-17.0,81.4,-112.0,-257.9,-316.3,51.4,,37.5,12.1,-109.9,221.0,149.8,-106.6,-3.0,-103.4,379.0,-128.4,20.5,-319.2,273.2,-110.0,,,490.5,-98.0,431.6,-47.0,-196.4,,261.7,-109.1,-26.0,,776.3,-63.0,-300.0,-443.2,-221.0,True,True,True,False,True,True,True,True,True,True,False,False,True,,True,True,True,False,True,True,True,True,False,True,True,False,False,True,,,False,True,False,True,True,,False,True,True,,False,True,False,False,False
Louisiana,7272,6974.0,7306.4,7001.2,7160.0,7022.6,7143.0,7007.0,7207.7,8836.0,7978.7,6862.0,6879.3,7222.2,7180.9,,6923.0,7373.8,7989.0,7395.0,7041.0,7362.9,6883.0,6939.2,7488.0,7212.2,7150.1,7057.2,7143.0,7141.0,,7078.0,6983.6,7408.0,6950.6,7061.0,7117.2,,7210.9,7233.1,7054.0,,8149.3,7571.0,6723.0,6743.9,6995.0,-298.0,34.4,-270.8,-112.0,-249.4,-129.0,-265.0,-64.3,1564.0,706.7,-410.0,-392.7,-49.8,-91.1,,-349.0,101.8,717.0,123.0,-231.0,90.9,-389.0,-332.8,216.0,-59.8,-121.9,-214.8,-129.0,-131.0,,-194.0,-288.4,136.0,-321.4,-211.0,-154.8,,-61.1,-38.9,-218.0,,877.3,299.0,-549.0,-528.1,-277.0,True,True,True,True,True,True,True,False,False,False,False,True,True,,False,True,False,True,True,True,False,False,True,True,True,True,True,True,,True,True,True,False,True,True,,True,True,True,,False,False,False,False,True
Maine,319,248.9,262.2,257.7,274.0,259.0,279.0,188.0,259.3,231.0,350.8,283.0,240.4,256.3,299.1,,298.0,289.9,262.6,283.0,364.4,281.6,218.0,229.0,365.0,298.0,269.1,213.9,279.4,257.0,,,188.8,330.0,371.4,371.0,205.3,,278.6,327.9,248.0,,325.5,250.0,281.0,201.4,252.0,-70.1,-56.8,-61.3,-45.0,-60.0,-40.0,-131.0,-59.7,-88.0,31.8,-36.0,-78.6,-62.7,-19.9,,-21.0,-29.1,-56.4,-36.0,45.4,-37.4,-101.0,-90.0,46.0,-21.0,-49.9,-105.1,-39.6,-62.0,,,-130.2,11.0,52.4,52.0,-113.7,,-40.4,8.9,-71.0,,6.5,-69.0,-38.0,-117.6,-67.0,True,True,True,True,True,False,True,False,True,True,False,True,True,,True,True,True,True,True,True,False,False,True,True,True,False,True,True,,,False,True,True,True,False,,True,True,False,,True,True,True,False,True
Maryland,5680,5361.7,6004.1,5360.6,5465.0,5349.9,5525.0,5217.0,5410.8,5881.0,5783.6,5765.0,5256.6,5930.1,5608.1,,5273.0,5587.9,5495.6,5440.0,5273.3,5309.5,5546.0,5450.4,5394.0,5575.6,5524.4,5294.6,5525.4,5545.5,,5581.8,4859.8,5352.0,5440.8,5227.0,5294.6,,5342.1,5603.4,5351.0,,6524.8,5663.0,6224.5,4749.1,6052.0,-318.3,324.1,-319.4,-215.0,-330.1,-155.0,-463.0,-269.2,201.0,103.6,85.0,-423.4,250.1,-71.9,,-407.0,-92.1,-184.4,-240.0,-406.7,-370.5,-134.0,-229.6,-286.0,-104.4,-155.6,-385.4,-154.6,-134.5,,-98.2,-820.2,-328.0,-239.2,-453.0,-385.4,,-337.9,-76.6,-329.0,,844.8,-17.0,544.5,-930.9,372.0,False,False,True,False,True,False,True,True,True,True,False,True,True,,False,True,True,True,False,False,True,True,True,True,True,False,True,True,,True,False,False,True,False,False,,False,True,False,,False,True,False,False,False
Massachusetts,12010,11532.0,11560.3,11447.6,11555.0,11430.4,11656.0,11521.0,11694.2,11499.0,12293.8,12171.0,11709.6,12054.2,11999.2,,11535.0,11975.9,11582.2,11575.0,11616.5,11957.3,11573.0,11604.0,11706.0,11904.1,11801.9,12071.9,11701.1,11016.0,,11848.5,11290.8,11547.0,14027.3,12093.0,11289.1,,11815.9,11917.9,11796.0,,15386.7,11611.0,11629.5,11023.4,11193.0,-478.0,-449.7,-562.4,-455.0,-579.6,-354.0,-489.0,-315.8,-511.0,283.8,161.0,-300.4,44.2,-10.8,,-475.0,-34.1,-427.8,-435.0,-393.5,-52.7,-437.0,-406.0,-304.0,-105.9,-208.1,61.9,-308.9,-994.0,,-161.5,-719.2,-463.0,2017.3,83.0,-720.9,,-194.1,-92.1,-214.0,,3376.7,-399.0,-380.5,-986.6,-817.0,True,False,True,False,True,False,True,False,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,False,,True,False,True,False,True,False,,True,True,True,,False,True,True,False,False
Michigan,12690,11750.4,12648.4,11858.0,12164.0,11834.5,12284.0,11357.0,12118.4,11158.0,14587.5,13009.0,11100.7,12262.0,12310.1,,12134.0,13190.3,11876.3,12239.0,11608.6,14012.7,12371.0,11760.6,13170.0,13250.5,12382.6,10412.3,12561.8,11340.0,,11894.4,14357.1,12901.0,16267.8,11246.0,11235.9,,13411.2,13328.5,12305.0,12551.2,20021.3,12426.0,11961.0,9787.9,12030.0,-939.6,-41.6,-832.0,-526.0,-855.5,-406.0,-1333.0,-571.6,-1532.0,1897.5,319.0,-1589.3,-428.0,-379.9,,-556.0,500.3,-813.7,-451.0,-1081.4,1322.7,-319.0,-929.4,480.0,560.5,-307.4,-2277.7,-128.2,-1350.0,,-795.6,1667.1,211.0,3577.8,-1444.0,-1454.1,,721.2,638.5,-385.0,-138.8,7331.3,-264.0,-729.0,-2902.1,-660.0,True,True,True,True,True,False,True,False,False,True,False,True,True,,True,True,True,True,False,False,True,True,True,True,True,False,True,False,,True,False,True,False,False,False,,True,True,True,True,False,True,True,False,True
Minnesota,5166,4948.4,5233.5,4845.6,5306.0,4871.8,5312.0,5085.0,5511.9,4929.0,7126.1,6693.0,4847.4,4802.1,5261.8,,5337.0,6067.8,5255.0,5599.0,4741.9,5291.0,5004.0,5180.2,6191.0,5879.9,5683.5,5050.7,5603.5,5166.5,,6534.5,6836.5,5739.0,6856.1,5528.0,4906.0,,6291.9,5919.5,5239.0,,8315.2,5173.0,5448.0,3909.4,5576.0,-217.6,67.5,-320.4,140.0,-294.2,146.0,-81.0,345.9,-237.0,1960.1,1527.0,-318.6,-363.9,95.8,,171.0,901.8,89.0,433.0,-424.1,125.0,-162.0,14.2,1025.0,713.9,517.5,-115.3,437.5,0.5,,1368.5,1670.5,573.0,1690.1,362.0,-260.0,,1125.9,753.5,73.0,,3149.2,7.0,282.0,-1256.6,410.0,True,False,True,False,True,True,False,False,False,False,False,False,True,,True,False,True,False,False,True,True,True,False,False,False,True,False,True,,False,False,False,False,False,False,,False,False,True,,False,True,False,False,False
Mississippi,4565,4307.4,4399.6,4268.6,4317.0,4266.8,4330.0,3948.0,4264.4,4544.0,4546.0,4153.0,4303.3,4354.7,4544.1,,4236.0,4393.0,4321.3,4470.0,4132.5,4496.7,4356.0,4305.2,4392.0,4247.4,4370.7,4293.7,4422.8,4362.0,,4315.8,4511.5,4338.0,4576.4,4560.0,4295.9,,4390.8,4277.7,4322.0,,4791.4,4414.0,4311.0,4056.0,4310.0,-257.6,-165.4,-296.4,-248.0,-298.2,-235.0,-617.0,-300.6,-21.0,-19.0,-412.0,-261.7,-210.3,-20.9,,-329.0,-172.0,-243.7,-95.0,-432.5,-68.3,-209.0,-259.8,-173.0,-317.6,-194.3,-271.3,-142.2,-203.0,,-249.2,-53.5,-227.0,11.4,-5.0,-269.1,,-174.2,-287.3,-243.0,,226.4,-151.0,-254.0,-509.0,-255.0,True,False,True,False,True,False,False,True,True,False,False,True,True,,False,True,True,True,False,True,True,False,True,False,True,False,True,True,,True,True,True,True,True,False,,True,False,True,,True,True,True,False,True
Missouri,5470,4899.1,5329.6,4941.6,5290.0,4924.3,5027.0,4796.0,4863.5,4594.0,5449.8,5853.0,4506.0,5117.9,4728.3,,5173.0,5226.2,4264.9,5304.0,4628.2,4867.7,4301.5,4759.8,5578.0,4974.2,4893.9,5409.9,5150.4,4690.0,,4761.4,4542.9,4818.0,6094.6,5139.0,4492.2,,5619.9,5112.6,4831.0,,5702.5,4851.0,4352.0,3979.0,4152.0,-570.9,-140.4,-528.4,-180.0,-545.7,-443.0,-674.0,-606.5,-876.0,-20.2,383.0,-964.0,-352.1,-741.7,,-297.0,-243.8,-1205.1,-166.0,-841.8,-602.3,-1168.5,-710.2,108.0,-495.8,-576.1,-60.1,-319.6,-780.0,,-708.6,-927.1,-652.0,624.6,-331.0,-977.8,,149.9,-357.4,-639.0,,232.5,-619.0,-1118.0,-1491.0,-1318.0,True,True,True,True,True,False,False,False,True,True,False,True,False,,True,True,False,True,False,False,False,False,True,True,False,True,True,False,,False,False,False,False,True,False,,True,True,False,,True,False,False,False,False
Montana,919,933.3,1027.7,947.4,1064.0,945.0,1019.0,999.0,944.7,1112.0,1176.1,949.0,826.4,940.2,1021.2,,1061.0,1174.9,1037.5,1123.0,887.1,1056.0,812.0,877.6,1156.0,1017.4,1019.3,721.7,1185.9,1062.0,,,1586.5,1012.0,1079.8,997.0,930.9,,1277.2,1039.5,980.0,,1041.1,1065.0,794.5,812.8,971.0,14.3,108.7,28.4,145.0,26.0,100.0,80.0,25.7,193.0,257.1,30.0,-92.6,21.2,102.2,,142.0,255.9,118.5,204.0,-31.9,137.0,-107.0,-41.4,237.0,98.4,100.3,-197.3,266.9,143.0,,,667.5,93.0,160.8,78.0,11.9,,358.2,120.5,61.0,,122.1,146.0,-124.5,-106.2,52.0,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False,False,False,False,True,,False,False,False,,False,False,False,False,False
Nebraska,1559,1297.6,1425.6,1368.0,1490.0,1325.0,1455.0,1370.0,1475.3,1376.0,1861.2,1485.0,1344.1,1495.9,1582.4,,1593.0,1618.5,1348.9,1667.0,1344.3,1421.3,1389.5,1336.0,1916.0,1633.9,1493.7,1503.1,1737.1,1571.0,,,2357.5,1557.0,1449.1,1410.0,1130.0,,1699.4,1654.7,1344.0,,1584.7,1371.0,1297.5,1116.2,1396.0,-261.4,-133.4,-191.0,-69.0,-234.0,-104.0,-189.0,-83.7,-183.0,302.2,-74.0,-214.9,-63.1,23.4,,34.0,59.5,-210.1,108.0,-214.7,-137.7,-169.5,-223.0,357.0,74.9,-65.3,-55.9,178.1,12.0,,,798.5,-2.0,-109.9,-149.0,-429.0,,140.4,95.7,-215.0,,25.7,-188.0,-261.5,-442.8,-163.0,True,True,True,True,True,True,True,True,False,True,True,True,True,,True,True,True,True,True,True,True,True,False,True,True,True,True,True,,,False,True,True,True,False,,True,True,True,,True,True,False,False,True
Nevada,2942,2595.0,3045.6,2512.5,2693.0,2550.8,2774.0,2747.0,2732.1,3291.0,2899.5,2723.0,2480.7,2428.0,2833.2,,2516.0,2790.5,2799.5,2727.0,2754.2,2886.0,2920.0,2681.0,2865.0,2750.1,2776.2,2530.4,2866.0,2448.0,,2817.4,3732.0,2833.0,3199.4,2609.0,2515.9,,2731.1,2774.4,2769.0,,3132.9,2914.0,2968.5,2294.4,2961.0,-347.0,103.6,-429.5,-249.0,-391.2,-168.0,-195.0,-209.9,349.0,-42.5,-219.0,-461.3,-514.0,-108.8,,-426.0,-151.5,-142.5,-215.0,-187.8,-56.0,-22.0,-261.0,-77.0,-191.9,-165.8,-411.6,-76.0,-494.0,,-124.6,790.0,-109.0,257.4,-333.0,-426.1,,-210.9,-167.6,-173.0,,190.9,-28.0,26.5,-647.6,19.0,True,False,True,False,True,True,True,False,True,True,False,False,True,,False,True,True,True,True,True,True,True,True,True,True,False,True,False,,True,False,True,True,True,False,,True,True,True,,True,True,True,False,True
New Hampshire,701,580.0,625.7,581.8,584.0,583.0,623.0,609.0,639.1,593.0,622.9,727.0,607.4,707.7,692.6,,627.0,607.6,632.4,651.0,682.5,620.4,606.0,594.0,691.0,617.4,636.7,622.6,607.3,593.0,,,544.8,661.0,810.0,637.0,559.1,,629.4,649.4,627.0,,1232.9,607.0,600.0,540.0,594.0,-121.0,-75.3,-119.2,-117.0,-118.0,-78.0,-92.0,-61.9,-108.0,-78.1,26.0,-93.6,6.7,-8.4,,-74.0,-93.4,-68.6,-50.0,-18.5,-80.6,-95.0,-107.0,-10.0,-83.6,-64.3,-78.4,-93.7,-108.0,,,-156.2,-40.0,109.0,-64.0,-141.9,,-71.6,-51.6,-74.0,,531.9,-94.0,-101.0,-161.0,-107.0,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,False,True,True,True,False,,True,True,True,,False,True,True,False,True
New Jersey,18613,17815.0,18346.3,17868.4,18294.0,17852.2,18169.0,18064.0,18201.3,18208.0,18833.2,18241.0,17727.6,19854.6,18670.6,,18065.0,18360.3,18276.9,18107.0,18220.2,18340.4,18061.0,18031.0,18327.0,18269.1,18150.8,17910.2,18169.1,16986.0,,17919.1,17393.7,18008.0,18900.9,17878.0,18158.9,,18194.0,18304.4,17721.0,,25588.7,18360.0,18690.0,17167.3,18337.0,-798.0,-266.7,-744.6,-319.0,-760.8,-444.0,-549.0,-411.7,-405.0,220.2,-372.0,-885.4,1241.6,57.6,,-548.0,-252.7,-336.1,-506.0,-392.8,-272.6,-552.0,-582.0,-286.0,-343.9,-462.2,-702.8,-443.9,-1627.0,,-693.9,-1219.3,-605.0,287.9,-735.0,-454.1,,-419.0,-308.6,-892.0,,6975.7,-253.0,77.0,-1445.7,-276.0,True,True,True,True,True,True,True,True,True,True,False,False,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,False,,True,False,True,True,True,True,,True,True,False,,False,True,True,False,True
New Mexico,2316,2145.6,2528.5,2228.8,2385.0,2235.0,2402.0,2180.0,2394.9,3664.0,3143.7,2417.0,2071.0,2399.1,2742.3,,2206.0,2750.9,3033.5,2351.0,2044.6,2562.3,2456.0,2207.5,2257.0,2443.1,2321.3,1774.7,2482.2,2541.0,,,2367.5,2627.0,2876.1,1973.0,2115.1,,2312.0,2472.7,2243.0,,3019.5,2639.0,2263.0,1697.4,2415.0,-170.4,212.5,-87.2,69.0,-81.0,86.0,-136.0,78.9,1348.0,827.7,101.0,-245.0,83.1,426.3,,-110.0,434.9,717.5,35.0,-271.4,246.3,140.0,-108.5,-59.0,127.1,5.3,-541.3,166.2,225.0,,,51.5,311.0,560.1,-343.0,-200.9,,-4.0,156.7,-73.0,,703.5,323.0,-53.0,-618.6,99.0,False,True,True,True,True,True,True,False,False,True,False,True,False,,True,False,False,True,False,False,True,True,True,True,True,False,True,False,,,True,False,False,False,False,,True,True,True,,False,False,True,False,True
New York,37286,35494.4,35989.5,35414.2,36156.0,35458.7,36056.0,35922.0,36291.8,36888.0,36762.2,37132.0,35445.1,36644.8,36408.3,,36056.0,35881.7,36553.5,36036.0,36720.2,36803.6,35825.0,36010.4,36519.0,35890.1,36156.5,35616.7,36234.9,34394.0,,35442.9,34862.8,38092.0,37825.4,36351.0,35865.9,,36776.1,35914.5,36476.0,,47025.5,36200.0,35658.5,34632.6,35881.0,-1779.6,-1284.5,-1859.8,-1118.0,-1815.3,-1218.0,-1352.0,-982.2,-386.0,-511.8,-142.0,-1828.9,-629.2,-865.7,,-1218.0,-1392.3,-720.5,-1238.0,-553.8,-470.4,-1449.0,-1263.6,-755.0,-1383.9,-1117.5,-1657.3,-1039.1,-2880.0,,-1831.1,-2411.2,818.0,551.4,-923.0,-1408.1,,-497.9,-1359.5,-798.0,,9751.5,-1074.0,-1615.5,-2641.4,-1393.0,True,False,True,False,True,True,True,True,True,True,False,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,False,,False,False,True,True,True,True,,True,True,True,,False,True,True,False,True
