,actual_deaths,Baseline,Covid19Sim-Simulator,IowaStateLW-STEM,STH-3PU,UCLA-SuEIR,error-Baseline,error-Covid19Sim-Simulator,error-IowaStateLW-STEM,error-STH-3PU,error-UCLA-SuEIR,beat_baseline-Covid19Sim-Simulator,beat_baseline-IowaStateLW-STEM,beat_baseline-STH-3PU,beat_baseline-UCLA-SuEIR
Kentucky,3093,1847.9,2348.3,1986.0,,2334.1,-1245.1,-744.7,-1107.0,,-758.9,True,True,,True
Louisiana,8080,6735.9,6679.9,6592.0,,7644.1,-1344.1,-1400.1,-1488.0,,-435.9,False,False,,True
Maine,507,156.9,165.2,192.0,,152.4,-350.1,-341.8,-315.0,,-354.6,True,True,,False
Maryland,6541,4567.1,4483.5,4268.0,16371.0,4253.5,-1973.9,-2057.5,-2273.0,9830.0,-2287.5,False,False,False,False
Massachusetts,13583,10906.6,12917.2,10352.0,,9979.9,-2676.4,-665.8,-3231.0,,-3603.1,True,False,,False
Michigan,14669,8535.4,8661.6,8081.0,,7717.0,-6133.6,-6007.4,-6588.0,,-6952.0,True,False,,False
Minnesota,5955,3039.3,3484.7,3206.0,,3136.3,-2915.7,-2470.3,-2749.0,,-2818.7,True,True,,True
Mississippi,5481,4320.4,4113.9,4510.0,,4146.5,-1160.6,-1367.1,-971.0,,-1334.5,False,True,,False
Missouri,6493,5722.0,4492.5,3687.0,,3016.9,-787.0,-2016.5,-2822.0,,-3492.1,False,False,,False
Montana,1088,528.7,1469.8,494.0,,416.9,-559.3,381.8,-594.0,,-671.1,True,False,,False
Nebraska,1837,768.4,1009.0,869.0,,641.9,-1068.6,-828.0,-968.0,,-1195.1,True,True,,False
Nevada,3761,2187.6,2801.7,1936.0,,2592.2,-1573.4,-959.3,-1825.0,,-1168.8,True,False,,True
New Hampshire,927,636.1,521.2,513.0,,526.9,-290.9,-405.8,-414.0,,-400.1,False,False,,False
New Jersey,20414,16700.6,17768.5,16511.5,,16502.0,-3713.4,-2645.5,-3902.5,,-3912.0,True,False,,False
New Mexico,2910,1174.3,2170.1,1145.0,,1036.0,-1735.7,-739.9,-1765.0,,-1874.0,True,False,,False
New York,40806,34527.3,35592.0,33898.0,,33737.6,-6103.7,-5039.0,-6733.0,,-6893.4,True,False,,False
North Carolina,8016,5654.6,6497.2,6067.0,,5412.9,-2361.4,-1518.8,-1949.0,,-2603.1,True,True,,False
North Dakota,1403,1210.0,1168.5,874.0,,541.8,-193.0,-234.5,-529.0,,-861.2,False,False,,False
Ohio,10135,6024.4,7450.5,6721.0,,6259.2,-4110.6,-2684.5,-3414.0,,-3875.8,True,True,,True
Oklahoma,2952,1749.3,2034.8,1999.0,,1807.3,-1202.7,-917.2,-953.0,,-1144.7,True,True,,True
Oregon,1799,973.1,1034.3,825.0,,937.7,-825.9,-764.7,-974.0,,-861.3,True,False,,False
Pennsylvania,19143,10200.7,10634.4,9664.0,,9167.3,-8942.3,-8508.6,-9479.0,,-9975.7,True,False,,False
Rhode Island,2005,1296.3,1395.9,1247.0,,1179.3,-708.7,-609.1,-758.0,,-825.7,True,False,,False
South Carolina,6108,4923.9,4668.4,4833.0,,4851.6,-1184.1,-1439.6,-1275.0,,-1256.4,False,False,,False
South Dakota,1633,812.6,912.3,631.0,,301.9,-820.4,-720.7,-1002.0,,-1331.1,True,False,,False
Tennessee,8355,5399.9,5299.3,5112.0,,5054.9,-2955.1,-3055.7,-3243.0,,-3300.1,False,False,,False
Texas,32428,25992.0,26533.9,23679.0,18956.0,22574.5,-6168.0,-5626.1,-8481.0,-13204.0,-9585.5,True,False,False,False
Utah,1485,1057.4,1321.0,902.0,,828.9,-427.6,-164.0,-583.0,,-656.1,True,False,,False
Vermont,163,58.0,73.3,59.0,,60.0,-105.0,-89.7,-104.0,,-103.0,True,True,,True
Virginia,5706,4532.9,4879.1,4144.0,,3869.3,-1170.1,-823.9,-1559.0,,-1833.7,True,False,,False
Washington,3903,2855.1,2946.6,2619.0,,2896.4,-1066.9,-975.4,-1303.0,,-1025.6,True,False,,True
West Virginia,1761,676.0,698.1,718.0,,630.9,-1085.0,-1062.9,-1043.0,,-1130.1,True,True,,False
Wisconsin,5905,2684.4,3321.7,2553.0,,2273.5,-3089.6,-2452.3,-3221.0,,-3500.5,True,False,,False
Wyoming,522,67.9,215.7,96.0,,73.7,-454.1,-306.3,-426.0,,-448.3,True,True,,True
US,395877,284705.0,303916.3,272211.0,276253.0,266959.8,-110628.0,-91416.7,-123122.0,-119080.0,-128373.2,True,False,False,False
