,actual_cases,COVIDhub-baseline,Columbia_UNC-SurvCon,Covid19Sim-Simulator,IBF-TimeSeries,IowaStateLW-STEM,JHUAPL-Bucky,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,USC-SI_kJalpha,error-COVIDhub-baseline,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-USC-SI_kJalpha,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-USC-SI_kJalpha
01045,737,1792.0,,,,1545.0,1443.4,,816.6,,,1055.0,,,,808.0,706.4,,79.6,,,,,,True,True,,True,,
01047,404,784.0,,,,960.0,102.1,,388.6,,,380.0,,,,556.0,-301.9,,-15.4,,,,,,False,True,,True,,
01049,836,2233.0,,,,3404.0,1344.6,,960.6,,,1397.0,,,,2568.0,508.6,,124.6,,,,,,False,True,,True,,
01051,1726,3143.0,,,,2147.0,1712.9,,1779.6,,,1417.0,,,,421.0,-13.1,,53.6,,,,,,True,True,,True,,
01053,635,1456.0,,,,1206.0,1150.3,,734.3,,,821.0,,,,571.0,515.3,,99.3,,,,,,True,True,,True,,
01055,1726,4403.0,,,,4001.0,2694.7,,990.9,,,2677.0,,,,2275.0,968.7,,-735.1,,,,,,True,True,,True,,
01057,355,770.0,,,,612.0,647.6,,,,,415.0,,,,257.0,292.6,,,,,,,,True,True,,,,
01059,355,966.0,,,,1562.0,723.2,,525.6,,,611.0,,,,1207.0,368.2,,170.6,,,,,,False,True,,True,,
01061,411,791.0,,,,922.0,773.2,,,,,380.0,,,,511.0,362.2,,,,,,,,False,True,,,,
01063,132,217.0,,,,182.0,53.8,,,,,85.0,,,,50.0,-78.2,,,,,,,,True,True,,,,
01065,376,686.0,,,,462.0,820.2,,,,,310.0,,,,86.0,444.2,,,,,,,,True,False,,,,
01067,312,721.0,,,,516.0,463.9,,,,,409.0,,,,204.0,151.9,,,,,,,,True,True,,,,
01069,1576,3108.0,,,,3133.0,2020.9,,3824.7,,,1532.0,,,,1557.0,444.9,,2248.7,,,,,,False,True,,False,,
01071,768,1547.0,,,,2136.0,831.0,,1599.0,,,779.0,,,,1368.0,63.0,,831.0,,,,,,False,True,,False,,
01073,10240,23527.0,,,,22428.0,14104.1,,12981.7,9914.0,,13287.0,,,,12188.0,3864.1,,2741.7,-326.0,,,,,True,True,,True,True,
01075,165,301.0,,,,484.0,186.5,,,,,136.0,,,,319.0,21.5,,,,,,,,False,True,,,,
01077,1106,2653.0,,,,3726.0,1188.7,,872.8,,,1547.0,,,,2620.0,82.7,,-233.2,,,,,,False,True,,True,,
01079,432,770.0,,,,1418.0,774.6,,313.0,,,338.0,,,,986.0,342.6,,-119.0,,,,,,False,False,,True,,
01081,2677,6265.0,,,,4596.0,7234.0,,3954.4,8359.0,,3588.0,,,,1919.0,4557.0,,1277.4,5682.0,,,,,True,False,,True,False,
01083,1473,2898.0,,,,3479.0,1837.1,,2146.1,,,1425.0,,,,2006.0,364.1,,673.1,,,,,,False,True,,True,,
01085,237,343.0,,,,170.0,999.5,,,,,106.0,,,,-67.0,762.5,,,,,,,,True,False,,,,
01087,335,427.0,,,,328.0,329.6,,,,,92.0,,,,-7.0,-5.4,,,,,,,,True,True,,,,
01089,5822,11431.0,,,,12271.0,6404.0,,6200.7,6485.0,,5609.0,,,,6449.0,582.0,,378.7,663.0,,,,,False,True,,True,True,
01091,569,308.0,,,,573.0,415.8,,,,,-261.0,,,,4.0,-153.2,,,,,,,,True,True,,,,
01093,445,994.0,,,,1047.0,539.3,,253.2,,,549.0,,,,602.0,94.3,,-191.8,,,,,,False,True,,True,,
01095,1300,2373.0,,,,4017.0,1476.2,,1964.0,,,1073.0,,,,2717.0,176.2,,664.0,,,,,,False,True,,True,,
01097,6338,12544.0,,,,12974.0,4253.0,,6358.3,6531.0,,6206.0,,,,6636.0,-2085.0,,20.3,193.0,,,,,False,True,,True,True,
01099,218,504.0,,,,563.0,511.0,,,,,286.0,,,,345.0,293.0,,,,,,,,False,False,,,,
01101,3913,6720.0,,,,5738.0,11324.9,,5797.5,4925.0,,2807.0,,,,1825.0,7411.9,,1884.5,1012.0,,,,,True,False,,True,True,
01103,1610,3787.0,,,,4837.0,1613.8,,1857.4,,,2177.0,,,,3227.0,3.8,,247.4,,,,,,False,True,,True,,
01105,134,308.0,,,,215.0,61.9,,,,,174.0,,,,81.0,-72.1,,,,,,,,True,True,,,,
01107,303,595.0,,,,650.0,342.7,,,,,292.0,,,,347.0,39.7,,,,,,,,False,True,,,,
01109,459,1036.0,,,,871.0,4564.0,,507.6,,,577.0,,,,412.0,4105.0,,48.6,,,,,,True,False,,True,,
01111,263,378.0,,,,658.0,345.7,,,,,115.0,,,,395.0,82.7,,,,,,,,False,True,,,,
01113,807,1512.0,,,,1390.0,1115.1,,1222.3,,,705.0,,,,583.0,308.1,,415.3,,,,,,True,True,,True,,
01115,1548,2345.0,,,,2575.0,1009.4,,893.8,,,797.0,,,,1027.0,-538.6,,-654.2,,,,,,False,True,,True,,
01117,3829,6804.0,,,,6865.0,4582.7,,3521.5,3332.0,,2975.0,,,,3036.0,753.7,,-307.5,-497.0,,,,,False,True,,True,True,
01119,121,7.0,,,,300.0,11.3,,,,,-114.0,,,,179.0,-109.7,,,,,,,,False,True,,,,
01121,1498,2653.0,,,,2451.0,3229.5,,1907.9,,,1155.0,,,,953.0,1731.5,,409.9,,,,,,True,False,,True,,
01123,1083,469.0,,,,999.0,517.9,,375.4,,,-614.0,,,,-84.0,-565.1,,-707.6,,,,,,True,True,,False,,
01125,3739,4130.0,,,,7362.0,2161.0,,3635.3,1133.0,,391.0,,,,3623.0,-1578.0,,-103.7,-2606.0,,,,,False,False,,True,False,
01127,720,1162.0,,,,2477.0,1099.8,,936.6,,,442.0,,,,1757.0,379.8,,216.6,,,,,,False,True,,True,,
01129,209,406.0,,,,644.0,591.1,,,,,197.0,,,,435.0,382.1,,,,,,,,False,False,,,,
01131,207,434.0,,,,190.0,790.5,,,,,227.0,,,,-17.0,583.5,,,,,,,,True,False,,,,
01133,338,560.0,,,,958.0,412.2,,122.9,,,222.0,,,,620.0,74.2,,-215.1,,,,,,False,True,,True,,
02013,323,7.0,,,,,0.0,,,,,-316.0,,,,,-323.0,,,,,,,,,False,,,,
02016,383,147.0,,,,,50.6,,,,,-236.0,,,,,-332.4,,,,,,,,,False,,,,
02020,2344,4165.0,,,,,2272.8,,5815.5,1847.0,,1821.0,,,,,-71.2,,3471.5,-497.0,,,,,,True,,False,True,
02050,660,1141.0,,,,,72.7,,,,,481.0,,,,,-587.3,,,,,,,,,False,,,,
02060,0,0.0,,,,,1.1,,,,,0.0,,,,,1.1,,,,,,,,,False,,,,
02068,12,21.0,,,,,446.0,,,,,9.0,,,,,434.0,,,,,,,,,False,,,,
02070,59,14.0,,,,,782.0,,,,,-45.0,,,,,723.0,,,,,,,,,False,,,,
02090,727,1841.0,,,,,2234.7,,780.0,,,1114.0,,,,,1507.7,,53.0,,,,,,,False,,True,,
02100,5,0.0,,,,,21.3,,,,,-5.0,,,,,16.3,,,,,,,,,False,,,,
02105,0,0.0,,,,,1.5,,,,,0.0,,,,,1.5,,,,,,,,,False,,,,
02110,169,196.0,,,,,22.4,,,,,27.0,,,,,-146.6,,,,,,,,,False,,,,
02122,214,546.0,,,,,482.1,,266.3,,,332.0,,,,,268.1,,52.3,,,,,,,True,,True,,
02130,108,77.0,,,,,161.1,,,,,-31.0,,,,,53.1,,,,,,,,,False,,,,
02150,66,245.0,,,,,82.6,,,,,179.0,,,,,16.6,,,,,,,,,True,,,,
02158,239,378.0,,,,,40.3,,,,,139.0,,,,,-198.7,,,,,,,,,False,,,,
02164,19,0.0,,,,,5.2,,,,,-19.0,,,,,-13.8,,,,,,,,,True,,,,
02170,1743,1869.0,,,,,1283.7,,1963.0,,,126.0,,,,,-459.3,,220.0,,,,,,,False,,False,,
02180,35,77.0,,,,,6.3,,,,,42.0,,,,,-28.7,,,,,,,,,True,,,,
02185,64,700.0,,,,,407.6,,,,,636.0,,,,,343.6,,,,,,,,,True,,,,
02188,73,259.0,,,,,1938.6,,,,,186.0,,,,,1865.6,,,,,,,,,False,,,,
02195,93,56.0,,,,,466.0,,,,,-37.0,,,,,373.0,,,,,,,,,False,,,,
02198,7,7.0,,,,,13.5,,,,,0.0,,,,,6.5,,,,,,,,,False,,,,
02220,34,91.0,,,,,1074.2,,,,,57.0,,,,,1040.2,,,,,,,,,False,,,,
02230,4,0.0,,,,,0.1,,,,,-4.0,,,,,-3.9,,,,,,,,,True,,,,
02240,85,0.0,,,,,7.6,,,,,-85.0,,,,,-77.4,,,,,,,,,True,,,,
02261,62,126.0,,,,,46.9,,,,,64.0,,,,,-15.1,,,,,,,,,True,,,,
02275,6,0.0,,,,,1.0,,,,,-6.0,,,,,-5.0,,,,,,,,,True,,,,
02282,8,0.0,,,,,123.2,,,,,-8.0,,,,,115.2,,,,,,,,,False,,,,
02290,85,105.0,,,,,1243.0,,,,,20.0,,,,,1158.0,,,,,,,,,False,,,,
04001,2086,2576.0,,,,4092.0,1481.0,,2096.5,,,490.0,,,,2006.0,-605.0,,10.5,,,,,,False,False,,True,,
04003,1789,5621.0,,,,4579.0,5979.9,,3032.9,,,3832.0,,,,2790.0,4190.9,,1243.9,,,,,,True,False,,True,,
04005,2926,8344.0,,,,5260.0,6189.7,,5118.4,6773.0,,5418.0,,,,2334.0,3263.7,,2192.4,3847.0,,,,,True,True,,True,True,
04007,1086,2289.0,,,,2761.0,1431.6,,1193.9,,,1203.0,,,,1675.0,345.6,,107.9,,,,,,False,True,,True,,
04009,1013,2128.0,,,,1939.0,5708.5,,875.8,,,1115.0,,,,926.0,4695.5,,-137.2,,,,,,True,False,,True,,
04011,81,140.0,,,,530.0,331.4,,,,,59.0,,,,449.0,250.4,,,,,,,,False,False,,,,
04012,464,1218.0,,,,1772.0,692.6,,,,,754.0,,,,1308.0,228.6,,,,,,,,False,True,,,,
04013,101929,269794.0,,,,237103.0,217952.8,,184928.2,189247.0,,167865.0,,,,135174.0,116023.8,,82999.2,87318.0,,,,,True,True,,True,True,
04015,4752,11172.0,,,,7283.0,4279.6,,2631.6,5991.0,,6420.0,,,,2531.0,-472.4,,-2120.4,1239.0,,,,,True,True,,True,True,
04017,2547,5761.0,,,,5689.0,1952.6,,3577.9,,,3214.0,,,,3142.0,-594.4,,1030.9,,,,,,True,True,,True,,
04019,21467,57652.0,,,,50339.0,34635.7,,35239.1,36467.0,,36185.0,,,,28872.0,13168.7,,13772.1,15000.0,,,,,True,True,,True,True,
04021,10296,25144.0,,,,22209.0,29135.4,,13656.0,18657.0,,14848.0,,,,11913.0,18839.4,,3360.0,8361.0,,,,,True,False,,True,True,
04023,658,2667.0,,,,3019.0,874.9,,2042.4,,,2009.0,,,,2361.0,216.9,,1384.4,,,,,,False,True,,True,,
04025,3375,9163.0,,,,8409.0,5451.4,,4053.2,5521.0,,5788.0,,,,5034.0,2076.4,,678.2,2146.0,,,,,True,True,,True,True,
04027,3815,13223.0,,,,12517.0,7516.4,,3393.6,8085.0,,9408.0,,,,8702.0,3701.4,,-421.4,4270.0,,,,,True,True,,True,True,
05001,456,644.0,,,,762.0,430.7,,,,,188.0,,,,306.0,-25.3,,,,,,,,False,True,,,,
05003,369,602.0,,,,857.0,292.7,,,,,233.0,,,,488.0,-76.3,,,,,,,,False,True,,,,
05005,447,938.0,,,,942.0,304.6,,,,,491.0,,,,495.0,-142.4,,,,,,,,False,True,,,,
05007,4546,17031.0,,,,10475.0,11611.8,,5792.3,4054.0,,12485.0,,,,5929.0,7065.8,,1246.3,-492.0,,,,,True,True,,True,True,
05009,674,1260.0,,,,983.0,532.9,,,,,586.0,,,,309.0,-141.1,,,,,,,,True,True,,,,
05011,171,553.0,,,,457.0,283.4,,,,,382.0,,,,286.0,112.4,,,,,,,,True,True,,,,
05013,114,154.0,,,,237.0,55.2,,,,,40.0,,,,123.0,-58.8,,,,,,,,False,False,,,,
05015,335,1015.0,,,,651.0,482.1,,,,,680.0,,,,316.0,147.1,,,,,,,,True,True,,,,
05017,95,245.0,,,,376.0,70.7,,,,,150.0,,,,281.0,-24.3,,,,,,,,False,True,,,,
05019,414,889.0,,,,969.0,228.0,,,,,475.0,,,,555.0,-186.0,,,,,,,,False,True,,,,
05021,225,455.0,,,,454.0,136.9,,,,,230.0,,,,229.0,-88.1,,,,,,,,True,True,,,,
05023,294,770.0,,,,887.0,381.6,,,,,476.0,,,,593.0,87.6,,,,,,,,False,True,,,,
05025,247,378.0,,,,363.0,112.8,,,,,131.0,,,,116.0,-134.2,,,,,,,,True,False,,,,
05027,494,623.0,,,,1112.0,212.0,,,,,129.0,,,,618.0,-282.0,,,,,,,,False,False,,,,
05029,393,1078.0,,,,917.0,650.3,,,,,685.0,,,,524.0,257.3,,,,,,,,True,True,,,,
05031,1409,3920.0,,,,4349.0,1645.2,,2242.7,,,2511.0,,,,2940.0,236.2,,833.7,,,,,,False,True,,True,,
05033,1295,3570.0,,,,3378.0,1939.7,,,,,2275.0,,,,2083.0,644.7,,,,,,,,True,True,,,,
05035,758,2219.0,,,,1387.0,1433.3,,1389.3,,,1461.0,,,,629.0,675.3,,631.3,,,,,,True,True,,True,,
05037,215,742.0,,,,682.0,230.6,,,,,527.0,,,,467.0,15.6,,,,,,,,True,True,,,,
05039,136,448.0,,,,295.0,289.5,,,,,312.0,,,,159.0,153.5,,,,,,,,True,True,,,,
05041,256,378.0,,,,349.0,97.3,,,,,122.0,,,,93.0,-158.7,,,,,,,,True,False,,,,
05043,262,679.0,,,,848.0,337.6,,,,,417.0,,,,586.0,75.6,,,,,,,,False,True,,,,
05045,2306,4872.0,,,,4797.0,2457.2,,7322.9,,,2566.0,,,,2491.0,151.2,,5016.9,,,,,,True,True,,False,,
05047,312,770.0,,,,803.0,627.4,,,,,458.0,,,,491.0,315.4,,,,,,,,False,True,,,,
05049,87,182.0,,,,322.0,61.1,,,,,95.0,,,,235.0,-25.9,,,,,,,,False,True,,,,
05051,2344,5565.0,,,,4656.0,4640.8,,2578.2,,,3221.0,,,,2312.0,2296.8,,234.2,,,,,,True,True,,True,,
05053,330,539.0,,,,721.0,74.0,,,,,209.0,,,,391.0,-256.0,,,,,,,,False,False,,,,
05055,835,1778.0,,,,1687.0,1121.4,,1053.3,,,943.0,,,,852.0,286.4,,218.3,,,,,,True,True,,True,,
05057,481,616.0,,,,1016.0,489.3,,,,,135.0,,,,535.0,8.3,,,,,,,,False,True,,,,
05059,818,1267.0,,,,1718.0,456.7,,305.9,,,449.0,,,,900.0,-361.3,,-512.1,,,,,,False,True,,False,,
05061,361,357.0,,,,582.0,168.7,,,,,-4.0,,,,221.0,-192.3,,,,,,,,False,False,,,,
05063,429,1239.0,,,,1748.0,690.1,,475.3,,,810.0,,,,1319.0,261.1,,46.3,,,,,,False,True,,True,,
05065,189,315.0,,,,310.0,47.5,,,,,126.0,,,,121.0,-141.5,,,,,,,,True,False,,,,
05067,200,350.0,,,,597.0,163.8,,,,,150.0,,,,397.0,-36.2,,,,,,,,False,True,,,,
05069,1222,1988.0,,,,2473.0,535.5,,1688.8,,,766.0,,,,1251.0,-686.5,,466.8,,,,,,False,True,,True,,
05071,517,1078.0,,,,1172.0,701.5,,1557.1,,,561.0,,,,655.0,184.5,,1040.1,,,,,,False,True,,False,,
05073,146,154.0,,,,251.0,57.8,,,,,8.0,,,,105.0,-88.2,,,,,,,,False,False,,,,
05075,256,588.0,,,,646.0,191.4,,,,,332.0,,,,390.0,-64.6,,,,,,,,False,True,,,,
05077,99,273.0,,,,286.0,73.1,,,,,174.0,,,,187.0,-25.9,,,,,,,,False,True,,,,
05079,213,343.0,,,,521.0,60.6,,239.7,,,130.0,,,,308.0,-152.4,,26.7,,,,,,False,False,,True,,
05081,235,378.0,,,,571.0,123.2,,,,,143.0,,,,336.0,-111.8,,,,,,,,False,True,,,,
05083,410,1022.0,,,,1108.0,659.6,,,,,612.0,,,,698.0,249.6,,,,,,,,False,True,,,,
05085,1658,2758.0,,,,2765.0,2106.3,,1520.0,,,1100.0,,,,1107.0,448.3,,-138.0,,,,,,False,True,,True,,
05087,215,434.0,,,,598.0,208.6,,,,,219.0,,,,383.0,-6.4,,,,,,,,False,True,,,,
05089,189,455.0,,,,341.0,227.4,,,,,266.0,,,,152.0,38.4,,,,,,,,True,True,,,,
05091,947,1036.0,,,,1907.0,417.2,,508.7,,,89.0,,,,960.0,-529.8,,-438.3,,,,,,False,False,,False,,
05093,811,1253.0,,,,1442.0,624.2,,661.3,,,442.0,,,,631.0,-186.8,,-149.7,,,,,,False,True,,True,,
05095,238,343.0,,,,290.0,84.0,,,,,105.0,,,,52.0,-154.0,,,,,,,,True,False,,,,
05097,120,350.0,,,,408.0,337.1,,,,,230.0,,,,288.0,217.1,,,,,,,,False,True,,,,
05099,151,140.0,,,,419.0,31.2,,,,,-11.0,,,,268.0,-119.8,,,,,,,,False,False,,,,
05101,91,84.0,,,,258.0,139.5,,,,,-7.0,,,,167.0,48.5,,,,,,,,False,False,,,,
05103,510,1029.0,,,,1092.0,758.0,,,,,519.0,,,,582.0,248.0,,,,,,,,False,True,,,,
05105,197,476.0,,,,317.0,230.7,,,,,279.0,,,,120.0,33.7,,,,,,,,True,True,,,,
05107,236,644.0,,,,689.0,1198.7,,,,,408.0,,,,453.0,962.7,,,,,,,,False,False,,,,
05109,147,462.0,,,,564.0,129.7,,,,,315.0,,,,417.0,-17.3,,,,,,,,False,True,,,,
05111,358,854.0,,,,833.0,364.4,,414.6,,,496.0,,,,475.0,6.4,,56.6,,,,,,True,True,,True,,
05113,379,763.0,,,,974.0,385.0,,,,,384.0,,,,595.0,6.0,,,,,,,,False,True,,,,
05115,1157,2926.0,,,,2493.0,983.3,,2481.1,,,1769.0,,,,1336.0,-173.7,,1324.1,,,,,,True,True,,True,,
05117,220,399.0,,,,292.0,67.6,,,,,179.0,,,,72.0,-152.4,,,,,,,,True,True,,,,
05119,7504,14672.0,,,,14162.0,6244.4,,18773.2,6719.0,,7168.0,,,,6658.0,-1259.6,,11269.2,-785.0,,,,,True,True,,False,True,
05121,292,791.0,,,,624.0,293.6,,,,,499.0,,,,332.0,1.6,,,,,,,,True,True,,,,
05123,323,1148.0,,,,824.0,628.2,,722.2,,,825.0,,,,501.0,305.2,,399.2,,,,,,True,True,,True,,
05125,2100,5236.0,,,,5618.0,3078.2,,2439.7,,,3136.0,,,,3518.0,978.2,,339.7,,,,,,False,True,,True,,
05127,151,525.0,,,,550.0,270.3,,,,,374.0,,,,399.0,119.3,,,,,,,,False,True,,,,
05129,96,217.0,,,,252.0,32.6,,,,,121.0,,,,156.0,-63.4,,,,,,,,False,True,,,,
05131,2464,9849.0,,,,7047.0,6202.5,,2814.2,,,7385.0,,,,4583.0,3738.5,,350.2,,,,,,True,True,,True,,
05133,473,595.0,,,,941.0,120.1,,327.6,,,122.0,,,,468.0,-352.9,,-145.4,,,,,,False,False,,False,,
05135,161,546.0,,,,487.0,285.6,,,,,385.0,,,,326.0,124.6,,,,,,,,True,True,,,,
05137,103,315.0,,,,368.0,115.0,,,,,212.0,,,,265.0,12.0,,,,,,,,False,True,,,,
05139,808,1379.0,,,,1873.0,318.4,,565.8,,,571.0,,,,1065.0,-489.6,,-242.2,,,,,,False,True,,True,,
05141,282,658.0,,,,501.0,545.8,,,,,376.0,,,,219.0,263.8,,,,,,,,True,True,,,,
05143,4007,12166.0,,,,10410.0,5723.0,,9532.7,6217.0,,8159.0,,,,6403.0,1716.0,,5525.7,2210.0,,,,,True,True,,True,True,
05145,1720,2555.0,,,,3480.0,806.2,,1962.8,,,835.0,,,,1760.0,-913.8,,242.8,,,,,,False,False,,True,,
05147,142,329.0,,,,195.0,93.1,,,,,187.0,,,,53.0,-48.9,,,,,,,,True,True,,,,
05149,543,959.0,,,,949.0,405.0,,,,,416.0,,,,406.0,-138.0,,,,,,,,True,True,,,,
06001,18704,45549.0,,,,44067.0,23352.1,,33759.1,19819.0,,26845.0,,,,25363.0,4648.1,,15055.1,1115.0,,,,,True,True,,True,True,
06003,17,7.0,,,,28.0,12.5,,,,,-10.0,,,,11.0,-4.5,,,,,,,,False,True,,,,
06005,519,1078.0,,,,976.0,220.9,,,,,559.0,,,,457.0,-298.1,,,,,,,,True,True,,,,
06007,1817,5621.0,,,,5622.0,3314.9,,3666.0,2550.0,,3804.0,,,,3805.0,1497.9,,1849.0,733.0,,,,,False,True,,True,True,
06009,393,1071.0,,,,1251.0,964.2,,,,,678.0,,,,858.0,571.2,,,,,,,,False,True,,,,
06011,451,882.0,,,,977.0,1928.0,,,,,431.0,,,,526.0,1477.0,,,,,,,,False,False,,,,
06013,11724,34685.0,,,,31513.0,33469.3,,24490.5,30926.0,,22961.0,,,,19789.0,21745.3,,12766.5,19202.0,,,,,True,True,,True,True,
06015,174,259.0,,,,261.0,71.3,,,,,85.0,,,,87.0,-102.7,,,,,,,,False,False,,,,
06017,1689,5775.0,,,,4451.0,7101.5,,4210.1,1518.0,,4086.0,,,,2762.0,5412.5,,2521.1,-171.0,,,,,True,False,,True,True,
06019,16234,43827.0,,,,38060.0,18528.8,,16601.0,37873.0,,27593.0,,,,21826.0,2294.8,,367.0,21639.0,,,,,True,True,,True,True,
06021,417,1008.0,,,,1251.0,729.1,,,,,591.0,,,,834.0,312.1,,,,,,,,False,True,,,,
06023,1003,1624.0,,,,1629.0,786.0,,1566.0,571.0,,621.0,,,,626.0,-217.0,,563.0,-432.0,,,,,False,True,,True,True,
06025,2026,8351.0,,,,7423.0,3915.4,,5755.9,3502.0,,6325.0,,,,5397.0,1889.4,,3729.9,1476.0,,,,,True,True,,True,True,
06027,410,791.0,,,,351.0,1587.2,,,,,381.0,,,,-59.0,1177.2,,,,,,,,True,False,,,,
06029,19537,47383.0,,,,49305.0,32548.5,,12622.9,23507.0,,27846.0,,,,29768.0,13011.5,,-6914.1,3970.0,,,,,False,True,,True,True,
06031,3050,9898.0,,,,8076.0,4692.9,,8582.3,,,6848.0,,,,5026.0,1642.9,,5532.3,,,,,,True,True,,True,,
06033,759,2198.0,,,,1774.0,1794.1,,,,,1439.0,,,,1015.0,1035.1,,,,,,,,True,True,,,,
06035,540,854.0,,,,593.0,187.2,,,,,314.0,,,,53.0,-352.8,,,,,,,,True,False,,,,
06037,197175,683312.0,,,,604674.0,331139.2,,313868.0,298615.0,,486137.0,,,,407499.0,133964.2,,116693.0,101440.0,,,,,True,True,,True,True,
06039,2741,7259.0,,,,5818.0,2703.0,,3073.1,4883.0,,4518.0,,,,3077.0,-38.0,,332.1,2142.0,,,,,True,True,,True,True,
06041,1896,5362.0,,,,5279.0,7923.5,,4383.5,6573.0,,3466.0,,,,3383.0,6027.5,,2487.5,4677.0,,,,,True,False,,True,False,
06043,52,175.0,,,,352.0,233.6,,,,,123.0,,,,300.0,181.6,,,,,,,,False,False,,,,
06045,763,1330.0,,,,1772.0,2363.4,,1237.3,,,567.0,,,,1009.0,1600.4,,474.3,,,,,,False,False,,True,,
06047,5884,13902.0,,,,14141.0,10277.2,,4121.2,3941.0,,8018.0,,,,8257.0,4393.2,,-1762.8,-1943.0,,,,,False,True,,True,True,
06049,83,133.0,,,,185.0,102.4,,,,,50.0,,,,102.0,19.4,,,,,,,,False,True,,,,
06051,139,798.0,,,,223.0,446.1,,,,,659.0,,,,84.0,307.1,,,,,,,,True,True,,,,
06053,6986,21168.0,,,,18495.0,14502.7,,6406.2,7243.0,,14182.0,,,,11509.0,7516.7,,-579.8,257.0,,,,,True,True,,True,True,
06055,1878,4809.0,,,,4177.0,2224.6,,4666.4,3379.0,,2931.0,,,,2299.0,346.6,,2788.4,1501.0,,,,,True,True,,True,True,
06057,934,1477.0,,,,2103.0,999.5,,1696.4,,,543.0,,,,1169.0,65.5,,762.4,,,,,,False,True,,False,,
