,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,COVIDhub-trained_ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,FAIR-NRAR,FDANIHASU-Sweight,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MIT_ISOLAT-Mixtures,MOBS-GLEAM_COVID,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,SigSci-TS,TTU-squider,UCF-AEM,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,UpstateSU-GRU,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-COVIDhub-trained_ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-FAIR-NRAR,error-FDANIHASU-Sweight,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MIT_ISOLAT-Mixtures,error-MOBS-GLEAM_COVID,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-SigSci-TS,error-TTU-squider,error-UCF-AEM,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,error-UpstateSU-GRU,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-COVIDhub-trained_ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-FAIR-NRAR,beat_baseline-FDANIHASU-Sweight,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MIT_ISOLAT-Mixtures,beat_baseline-MOBS-GLEAM_COVID,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-SigSci-TS,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-UpstateSU-GRU
48217,105,279.0,,1199.5,,338.0,3030.0,224.0,,,,223.3,,205.3,,,286.0,3879.9,,1199.2,45.0,,37.5,683.0,,,,268.0,355.0,448.1,,,,,,,,,391.9,692.7,174.0,,1094.5,,233.0,2925.0,119.0,,,,118.3,,100.3,,,181.0,3774.9,,1094.2,-60.0,,-67.5,578.0,,,,163.0,250.0,343.1,,,,,,,,,286.9,587.7,,False,,False,False,True,,,,True,,True,,,False,False,,False,True,,True,False,,,,True,False,False,,,,,,,,,False,False
48219,45,408.0,,405.9,,189.0,639.0,102.0,,,,74.7,,93.3,,,189.0,33.9,,80.2,,,79.0,144.5,,,,265.0,282.0,296.5,,,,,,,,,328.2,445.1,363.0,,360.9,,144.0,594.0,57.0,,,,29.7,,48.3,,,144.0,-11.1,,35.2,,,34.0,99.5,,,,220.0,237.0,251.5,,,,,,,,,283.2,400.1,,True,,True,False,True,,,,True,,True,,,True,True,,True,,,True,True,,,,True,True,True,,,,,,,,,True,False
48221,236,423.0,,439.8,,348.0,1038.0,290.0,,,,319.4,,159.1,,,500.0,265.6,,379.5,89.0,,209.0,245.0,,,,435.0,349.0,883.3,,,,,,,,,347.7,657.9,187.0,,203.8,,112.0,802.0,54.0,,,,83.4,,-76.9,,,264.0,29.6,,143.5,-147.0,,-27.0,9.0,,,,199.0,113.0,647.3,,,,,,,,,111.7,421.9,,False,,True,False,True,,,,True,,True,,,False,True,,True,True,,True,True,,,,False,True,False,,,,,,,,,True,False
48223,121,243.0,,242.7,,248.0,692.0,287.0,,,,140.9,,190.8,,,309.0,491.1,,152.9,32.5,,278.0,223.4,,,,244.0,231.0,88.5,,,,,,,,,262.8,473.1,122.0,,121.7,,127.0,571.0,166.0,,,,19.9,,69.8,,,188.0,370.1,,31.9,-88.5,,157.0,102.4,,,,123.0,110.0,-32.5,,,,,,,,,141.8,352.1,,True,,False,False,False,,,,True,,True,,,False,False,,True,True,,False,True,,,,False,True,True,,,,,,,,,False,False
48225,54,81.0,,88.5,,84.0,332.0,64.0,,,,70.2,,94.9,,,145.0,73.2,,122.3,,,36.5,83.3,,,,100.0,104.0,170.5,,,,,,,,,61.9,138.3,27.0,,34.5,,30.0,278.0,10.0,,,,16.2,,40.9,,,91.0,19.2,,68.3,,,-17.5,29.3,,,,46.0,50.0,116.5,,,,,,,,,7.9,84.3,,False,,False,False,True,,,,True,,False,,,False,True,,False,,,True,False,,,,False,False,False,,,,,,,,,True,False
48227,52,102.0,,104.9,,98.0,631.0,95.0,,,,135.2,,36.9,,,379.0,107.4,,190.7,56.5,,28.0,84.1,,,,57.0,97.0,819.2,,,,,,,,,85.5,267.1,50.0,,52.9,,46.0,579.0,43.0,,,,83.2,,-15.1,,,327.0,55.4,,138.7,4.5,,-24.0,32.1,,,,5.0,45.0,767.2,,,,,,,,,33.5,215.1,,False,,True,False,True,,,,False,,True,,,False,False,,False,True,,True,True,,,,True,True,False,,,,,,,,,True,False
48229,24,63.0,,20.8,,20.0,194.0,0.0,,,,17.9,,30.3,,,33.0,10.0,,7.3,,,20.0,27.7,,,,,29.0,83.3,,,,,,,,,17.3,,39.0,,-3.2,,-4.0,170.0,-24.0,,,,-6.1,,6.3,,,9.0,-14.0,,-16.7,,,-4.0,3.7,,,,,5.0,59.3,,,,,,,,,-6.7,,,True,,True,False,True,,,,True,,True,,,True,True,,True,,,True,True,,,,,True,False,,,,,,,,,True,
48231,93,0.0,,31.3,,229.0,1176.0,107.0,,,,231.3,,439.3,,,909.0,1278.9,,460.8,138.0,,562.5,98.9,,,,,308.0,466.6,,,,,,,,,70.2,475.6,-93.0,,-61.7,,136.0,1083.0,14.0,,,,138.3,,346.3,,,816.0,1185.9,,367.8,45.0,,469.5,5.9,,,,,215.0,373.6,,,,,,,,,-22.8,382.6,,True,,False,False,True,,,,False,,False,,,False,False,,False,True,,False,True,,,,,False,False,,,,,,,,,True,False
48233,38,273.0,,292.7,,165.0,482.0,382.0,,,,62.1,,113.1,,,144.0,49.9,,97.4,,,75.0,109.9,,,,216.0,194.0,181.8,,,,,,,,,259.1,368.3,235.0,,254.7,,127.0,444.0,344.0,,,,24.1,,75.1,,,106.0,11.9,,59.4,,,37.0,71.9,,,,178.0,156.0,143.8,,,,,,,,,221.1,330.3,,False,,True,False,False,,,,True,,True,,,True,True,,True,,,True,True,,,,True,True,True,,,,,,,,,True,False
48235,10,30.0,,25.0,,12.0,83.0,0.0,,,,5.3,,18.7,,,15.0,11.9,,8.9,,,6.0,10.9,,,,0.0,12.0,13.3,,,,,,,,,22.9,,20.0,,15.0,,2.0,73.0,-10.0,,,,-4.7,,8.7,,,5.0,1.9,,-1.1,,,-4.0,0.9,,,,-10.0,2.0,3.3,,,,,,,,,12.9,,,True,,True,False,True,,,,True,,True,,,True,True,,True,,,True,True,,,,True,True,True,,,,,,,,,True,
48237,9,24.0,,24.6,,24.0,141.0,25.0,,,,23.1,,51.6,,,84.0,24.7,,37.6,,,16.0,20.8,,,,0.0,29.0,76.4,,,,,,,,,15.5,66.1,15.0,,15.6,,15.0,132.0,16.0,,,,14.1,,42.6,,,75.0,15.7,,28.6,,,7.0,11.8,,,,-9.0,20.0,67.4,,,,,,,,,6.5,57.1,,False,,False,False,False,,,,True,,False,,,False,False,,False,,,True,True,,,,True,False,False,,,,,,,,,True,False
48239,133,60.0,,79.4,,68.0,277.0,125.0,,,,70.1,,39.8,,,95.0,63.2,,148.6,,,13.0,39.5,,,,80.0,53.0,214.9,,,,,,,,,83.2,165.6,-73.0,,-53.6,,-65.0,144.0,-8.0,,,,-62.9,,-93.2,,,-38.0,-69.8,,15.6,,,-120.0,-93.5,,,,-53.0,-80.0,81.9,,,,,,,,,-49.8,32.6,,True,,True,False,True,,,,True,,False,,,True,True,,True,,,False,False,,,,True,False,False,,,,,,,,,True,True
48241,75,180.0,,28.2,,115.0,2062.0,94.0,,,,70.2,,198.0,,,327.0,197.3,,177.0,43.0,,55.0,124.8,,,,187.0,149.0,353.5,,,,,,,,,25.1,119.7,105.0,,-46.8,,40.0,1987.0,19.0,,,,-4.8,,123.0,,,252.0,122.3,,102.0,-32.0,,-20.0,49.8,,,,112.0,74.0,278.5,,,,,,,,,-49.9,44.7,,True,,True,False,True,,,,True,,False,,,False,False,,True,True,,True,True,,,,False,True,False,,,,,,,,,True,True
48243,24,63.0,,62.4,,31.0,157.0,,,,,9.6,,37.9,,,18.0,117.3,,16.1,,,32.0,30.9,,,,52.0,26.0,19.5,,,,,,,,,133.7,,39.0,,38.4,,7.0,133.0,,,,,-14.4,,13.9,,,-6.0,93.3,,-7.9,,,8.0,6.9,,,,28.0,2.0,-4.5,,,,,,,,,109.7,,,True,,True,False,,,,,True,,True,,,True,False,,True,,,True,True,,,,True,True,True,,,,,,,,,False,
48245,588,459.0,,381.6,,665.0,2568.0,375.0,,,,744.4,,993.3,,854.4,2004.0,2019.8,,1424.4,649.5,,307.0,696.6,,,,,1185.0,615.5,,,,,,617.0,,,538.5,1066.6,-129.0,,-206.4,,77.0,1980.0,-213.0,,,,156.4,,405.3,,266.4,1416.0,1431.8,,836.4,61.5,,-281.0,108.6,,,,,597.0,27.5,,,,,,29.0,,,-49.5,478.6,,False,,True,False,False,,,,False,,False,,False,False,False,,False,True,,False,True,,,,,False,True,,,,,,True,,,True,False
48247,5,102.0,,83.9,,47.0,203.0,18.0,,,,31.8,,15.9,,,62.0,24.3,,41.8,,,11.0,34.8,,,,81.0,50.0,92.5,,,,,,,,,100.6,59.9,97.0,,78.9,,42.0,198.0,13.0,,,,26.8,,10.9,,,57.0,19.3,,36.8,,,6.0,29.8,,,,76.0,45.0,87.5,,,,,,,,,95.6,54.9,,True,,True,False,True,,,,True,,True,,,True,True,,True,,,True,True,,,,True,True,True,,,,,,,,,True,True
48249,206,228.0,,224.8,,175.0,568.0,153.0,,,,176.3,,158.5,,,389.0,156.8,,318.2,64.0,,95.0,162.2,,,,226.0,183.0,1001.4,,,,,,,,,122.1,328.3,22.0,,18.8,,-31.0,362.0,-53.0,,,,-29.7,,-47.5,,,183.0,-49.2,,112.2,-142.0,,-111.0,-43.8,,,,20.0,-23.0,795.4,,,,,,,,,-83.9,122.3,,True,,False,False,False,,,,False,,False,,,False,False,,False,False,,False,False,,,,True,False,False,,,,,,,,,False,False
48251,874,1545.0,,1444.1,,1315.0,3378.0,1072.0,,,,994.4,,718.5,,1312.0,1622.0,1782.1,,1361.6,562.0,,948.0,1060.3,,,,1573.0,1264.0,2699.4,,,,,,490.0,,,1860.8,1793.6,671.0,,570.1,,441.0,2504.0,198.0,,,,120.4,,-155.5,,438.0,748.0,908.1,,487.6,-312.0,,74.0,186.3,,,,699.0,390.0,1825.4,,,,,,-384.0,,,986.8,919.6,,True,,True,False,True,,,,True,,True,,True,False,False,,True,True,,True,True,,,,False,True,False,,,,,,True,,,False,False
48253,71,114.0,,135.8,,98.0,553.0,32.0,,,,97.0,,82.1,,,183.0,1.3,,145.1,,,12.0,64.9,,,,149.0,104.0,589.6,,,,,,,,,72.7,539.6,43.0,,64.8,,27.0,482.0,-39.0,,,,26.0,,11.1,,,112.0,-69.7,,74.1,,,-59.0,-6.1,,,,78.0,33.0,518.6,,,,,,,,,1.7,468.6,,False,,True,False,True,,,,True,,True,,,False,False,,False,,,False,True,,,,False,True,False,,,,,,,,,True,False
48255,146,117.0,,114.3,,95.0,446.0,,,,,85.3,,92.8,,,148.0,83.9,,154.8,,,83.0,76.9,,,,163.0,90.0,108.7,,,,,,,,,179.3,332.6,-29.0,,-31.7,,-51.0,300.0,,,,,-60.7,,-53.2,,,2.0,-62.1,,8.8,,,-63.0,-69.1,,,,17.0,-56.0,-37.3,,,,,,,,,33.3,186.6,,False,,False,False,,,,,False,,False,,,True,False,,True,,,False,False,,,,True,False,False,,,,,,,,,False,False
48257,845,1356.0,,1321.7,,1056.0,2679.0,1089.0,,,,775.9,,542.3,,1120.1,1156.0,1203.0,,1440.9,297.0,,945.0,867.2,,,,1366.0,997.0,1899.8,,,,,,938.0,,,1302.9,1646.4,511.0,,476.7,,211.0,1834.0,244.0,,,,-69.1,,-302.7,,275.1,311.0,358.0,,595.9,-548.0,,100.0,22.2,,,,521.0,152.0,1054.8,,,,,,93.0,,,457.9,801.4,,True,,True,False,True,,,,True,,True,,True,True,True,,False,False,,True,True,,,,False,True,False,,,,,,True,,,True,False
48259,337,462.0,,481.1,,392.0,1063.0,459.0,,,,165.8,,490.8,,,383.0,1088.3,,342.0,102.5,,390.5,266.2,,,,686.0,397.0,216.0,,,,,,,,,424.6,436.5,125.0,,144.1,,55.0,726.0,122.0,,,,-171.2,,153.8,,,46.0,751.3,,5.0,-234.5,,53.5,-70.8,,,,349.0,60.0,-121.0,,,,,,,,,87.6,99.5,,False,,True,False,True,,,,False,,False,,,True,False,,True,False,,True,True,,,,False,True,True,,,,,,,,,True,True
48261,0,6.0,,6.0,,3.0,41.0,0.0,,,,0.6,,4.7,,,6.0,2.3,,0.7,,,3.0,0.7,,,,0.0,3.0,3.0,,,,,,,,,1.8,,6.0,,6.0,,3.0,41.0,0.0,,,,0.6,,4.7,,,6.0,2.3,,0.7,,,3.0,0.7,,,,0.0,3.0,3.0,,,,,,,,,1.8,,,True,,True,False,True,,,,True,,True,,,False,True,,True,,,True,True,,,,True,True,True,,,,,,,,,True,
48263,3,3.0,,4.2,,3.0,55.0,0.0,,,,3.1,,1.0,,,6.0,50.3,,3.5,,,8.0,0.9,,,,0.0,3.0,11.5,,,,,,,,,5.9,,0.0,,1.2,,0.0,52.0,-3.0,,,,0.1,,-2.0,,,3.0,47.3,,0.5,,,5.0,-2.1,,,,-3.0,0.0,8.5,,,,,,,,,2.9,,,False,,True,False,False,,,,False,,False,,,False,False,,False,,,False,False,,,,False,True,False,,,,,,,,,False,
48265,251,498.0,,511.1,,461.0,1136.0,505.0,,,,248.2,,459.3,,,474.0,495.4,,475.4,49.0,,458.0,301.1,,,,712.0,385.0,591.0,,,,,,,,,498.8,633.1,247.0,,260.1,,210.0,885.0,254.0,,,,-2.8,,208.3,,,223.0,244.4,,224.4,-202.0,,207.0,50.1,,,,461.0,134.0,340.0,,,,,,,,,247.8,382.1,,False,,True,False,False,,,,True,,True,,,True,True,,True,True,,True,True,,,,False,True,False,,,,,,,,,False,False
48267,8,30.0,,38.3,,18.0,143.0,0.0,,,,9.1,,36.0,,,41.0,88.4,,12.1,,,4.0,16.6,,,,0.0,10.0,20.1,,,,,,,,,18.1,40.7,22.0,,30.3,,10.0,135.0,-8.0,,,,1.1,,28.0,,,33.0,80.4,,4.1,,,-4.0,8.6,,,,-8.0,2.0,12.1,,,,,,,,,10.1,32.7,,False,,True,False,True,,,,True,,False,,,False,False,,True,,,True,True,,,,True,True,True,,,,,,,,,True,False
48269,0,0.0,,0.0,,0.0,25.0,0.0,,,,0.0,,1.3,,,4.0,0.2,,0.4,,,3.0,0.1,,,,0.0,0.0,1.2,,,,,,,,,1.2,,0.0,,0.0,,0.0,25.0,0.0,,,,0.0,,1.3,,,4.0,0.2,,0.4,,,3.0,0.1,,,,0.0,0.0,1.2,,,,,,,,,1.2,,,False,,True,False,True,,,,True,,False,,,False,False,,False,,,False,False,,,,True,True,False,,,,,,,,,False,
48271,6,3.0,,5.8,,10.0,121.0,0.0,,,,20.4,,8.7,,,38.0,8.1,,27.7,,,55.0,6.1,,,,0.0,9.0,27.7,,,,,,,,,4.3,,-3.0,,-0.2,,4.0,115.0,-6.0,,,,14.4,,2.7,,,32.0,2.1,,21.7,,,49.0,0.1,,,,-6.0,3.0,21.7,,,,,,,,,-1.7,,,True,,False,False,False,,,,False,,True,,,False,True,,False,,,False,True,,,,False,False,False,,,,,,,,,True,
48273,86,168.0,,159.5,,160.0,474.0,123.0,,,,126.8,,189.8,,,238.0,180.6,,232.7,42.0,,129.0,113.1,,,,162.0,155.0,384.9,,,,,,,,,178.1,427.3,82.0,,73.5,,74.0,388.0,37.0,,,,40.8,,103.8,,,152.0,94.6,,146.7,-44.0,,43.0,27.1,,,,76.0,69.0,298.9,,,,,,,,,92.1,341.3,,True,,True,False,True,,,,True,,False,,,False,False,,False,True,,True,True,,,,True,True,False,,,,,,,,,False,False
48275,8,15.0,,16.5,,16.0,107.0,0.0,,,,13.8,,30.5,,,42.0,8.9,,32.8,,,34.0,9.4,,,,0.0,16.0,35.3,,,,,,,,,21.9,15.2,7.0,,8.5,,8.0,99.0,-8.0,,,,5.8,,22.5,,,34.0,0.9,,24.8,,,26.0,1.4,,,,-8.0,8.0,27.3,,,,,,,,,13.9,7.2,,False,,False,False,False,,,,True,,False,,,False,True,,False,,,False,True,,,,False,False,False,,,,,,,,,False,False
48277,240,378.0,,235.4,,234.0,907.0,170.0,,,,218.3,,179.9,,,454.0,113.4,,382.1,80.5,,168.0,196.1,,,,361.0,309.0,1884.4,,,,,,,,,295.5,562.6,138.0,,-4.6,,-6.0,667.0,-70.0,,,,-21.7,,-60.1,,,214.0,-126.6,,142.1,-159.5,,-72.0,-43.9,,,,121.0,69.0,1644.4,,,,,,,,,55.5,322.6,,True,,True,False,True,,,,True,,True,,,False,True,,False,False,,True,True,,,,True,True,False,,,,,,,,,True,False
48279,26,255.0,,249.6,,103.0,435.0,41.0,,,,59.1,,33.8,,,103.0,15.7,,52.6,,,39.0,90.9,,,,131.0,124.0,146.8,,,,,,,,,210.6,321.6,229.0,,223.6,,77.0,409.0,15.0,,,,33.1,,7.8,,,77.0,-10.3,,26.6,,,13.0,64.9,,,,105.0,98.0,120.8,,,,,,,,,184.6,295.6,,True,,True,False,True,,,,True,,True,,,True,True,,True,,,True,True,,,,True,True,True,,,,,,,,,True,False
48281,79,318.0,,738.8,,316.0,1886.0,319.0,,,,154.6,,190.6,,,185.0,3852.8,,757.9,,,83.0,379.3,,,,,227.0,275.9,,,,,,,,,233.7,351.4,239.0,,659.8,,237.0,1807.0,240.0,,,,75.6,,111.6,,,106.0,3773.8,,678.9,,,4.0,300.3,,,,,148.0,196.9,,,,,,,,,154.7,272.4,,False,,True,False,False,,,,True,,True,,,True,False,,False,,,True,False,,,,,True,True,,,,,,,,,True,False
48283,203,0.0,,0.6,,6.0,273.0,0.0,,,,27.1,,1.9,,,79.0,1.5,,22.3,,,8.0,1.9,,,,0.0,8.0,43.7,,,,,,,,,1.7,114.5,-203.0,,-202.4,,-197.0,70.0,-203.0,,,,-175.9,,-201.1,,,-124.0,-201.5,,-180.7,,,-195.0,-201.1,,,,-203.0,-195.0,-159.3,,,,,,,,,-201.3,-88.5,,True,,True,True,False,,,,True,,True,,,True,True,,True,,,True,True,,,,False,True,True,,,,,,,,,True,True
48285,130,132.0,,158.6,,133.0,453.0,201.0,,,,93.5,,63.0,,,132.0,180.4,,134.3,,,103.0,81.0,,,,174.0,111.0,288.4,,,,,,,,,138.5,335.9,2.0,,28.6,,3.0,323.0,71.0,,,,-36.5,,-67.0,,,2.0,50.4,,4.3,,,-27.0,-49.0,,,,44.0,-19.0,158.4,,,,,,,,,8.5,205.9,,False,,False,False,False,,,,False,,False,,,False,False,,False,,,False,False,,,,False,False,False,,,,,,,,,False,False
48287,137,330.0,,264.0,,229.0,1488.0,183.0,,,,126.0,,188.8,,,114.0,3227.0,,406.1,,,119.0,301.6,,,,562.0,250.0,199.7,,,,,,,,,245.7,393.5,193.0,,127.0,,92.0,1351.0,46.0,,,,-11.0,,51.8,,,-23.0,3090.0,,269.1,,,-18.0,164.6,,,,425.0,113.0,62.7,,,,,,,,,108.7,256.5,,True,,True,False,True,,,,True,,True,,,True,False,,False,,,True,True,,,,False,True,True,,,,,,,,,True,False
48289,42,96.0,,106.4,,137.0,1343.0,83.0,,,,88.1,,90.9,,,108.0,2828.4,,504.5,,,12.0,223.2,,,,,152.0,179.3,,,,,,,,,261.7,210.1,54.0,,64.4,,95.0,1301.0,41.0,,,,46.1,,48.9,,,66.0,2786.4,,462.5,,,-30.0,181.2,,,,,110.0,137.3,,,,,,,,,219.7,168.1,,False,,False,False,True,,,,True,,True,,,False,False,,False,,,True,False,,,,,False,False,,,,,,,,,False,False
48291,532,870.0,,850.1,,808.0,1621.0,597.0,,,,350.7,,689.7,,,765.0,1189.4,,770.1,276.0,,864.5,653.1,,,,1053.0,679.0,1837.2,,,,,,,,,895.2,1036.0,338.0,,318.1,,276.0,1089.0,65.0,,,,-181.3,,157.7,,,233.0,657.4,,238.1,-256.0,,332.5,121.1,,,,521.0,147.0,1305.2,,,,,,,,,363.2,504.0,,True,,True,False,True,,,,True,,True,,,True,False,,True,True,,True,True,,,,False,True,False,,,,,,,,,False,False
48293,107,321.0,,191.7,,266.0,2138.0,250.0,,,,158.7,,199.6,,,185.0,3316.3,,702.1,,,325.0,453.8,,,,345.0,268.0,272.5,,,,,,,,,25.9,457.5,214.0,,84.7,,159.0,2031.0,143.0,,,,51.7,,92.6,,,78.0,3209.3,,595.1,,,218.0,346.8,,,,238.0,161.0,165.5,,,,,,,,,-81.1,350.5,,True,,True,False,True,,,,True,,True,,,True,False,,False,,,False,False,,,,False,True,True,,,,,,,,,True,False
48295,8,24.0,,23.9,,17.0,98.0,0.0,,,,12.5,,13.4,,,21.0,21.1,,13.6,,,9.0,10.7,,,,0.0,15.0,,,,,,,,,,26.0,34.6,16.0,,15.9,,9.0,90.0,-8.0,,,,4.5,,5.4,,,13.0,13.1,,5.6,,,1.0,2.7,,,,-8.0,7.0,,,,,,,,,,18.0,26.6,,True,,True,False,True,,,,True,,True,,,True,True,,True,,,True,True,,,,True,True,,,,,,,,,,False,False
48297,19,69.0,,69.6,,68.0,218.0,46.0,,,,45.9,,42.9,,,104.0,14.2,,51.5,,,91.0,24.7,,,,56.0,38.0,105.9,,,,,,,,,89.7,90.8,50.0,,50.6,,49.0,199.0,27.0,,,,26.9,,23.9,,,85.0,-4.8,,32.5,,,72.0,5.7,,,,37.0,19.0,86.9,,,,,,,,,70.7,71.8,,False,,True,False,True,,,,True,,True,,,False,True,,True,,,False,True,,,,True,True,False,,,,,,,,,False,False
48299,96,246.0,,10.5,,212.0,1413.0,212.0,,,,104.9,,247.0,,,178.0,3776.8,,464.3,,,107.0,243.6,,,,555.0,231.0,171.8,,,,,,,,,106.4,313.9,150.0,,-85.5,,116.0,1317.0,116.0,,,,8.9,,151.0,,,82.0,3680.8,,368.3,,,11.0,147.6,,,,459.0,135.0,75.8,,,,,,,,,10.4,217.9,,True,,True,False,True,,,,True,,False,,,True,False,,False,,,True,True,,,,False,True,True,,,,,,,,,True,False
48301,0,0.0,,0.0,,0.0,21.0,0.0,,,,0.0,,0.0,,,0.0,0.0,,0.3,,,,0.0,,,,0.0,0.0,0.8,,,,,,,,,3.0,,0.0,,0.0,,0.0,21.0,0.0,,,,0.0,,0.0,,,0.0,0.0,,0.3,,,,0.0,,,,0.0,0.0,0.8,,,,,,,,,3.0,,,True,,True,False,True,,,,True,,False,,,True,True,,False,,,,True,,,,True,True,False,,,,,,,,,False,
48303,526,1044.0,,1050.3,1021.2,871.0,2839.0,694.0,,,,1088.4,,606.5,,743.1,2501.0,416.0,,1715.9,322.0,,569.0,857.7,,,,682.0,1550.0,3522.0,,,,,,786.0,,,494.0,1686.0,518.0,,524.3,495.2,345.0,2313.0,168.0,,,,562.4,,80.5,,217.1,1975.0,-110.0,,1189.9,-204.0,,43.0,331.7,,,,156.0,1024.0,2996.0,,,,,,260.0,,,-32.0,1160.0,,False,True,True,False,True,,,,False,,True,,True,False,True,,False,True,,True,True,,,,True,False,False,,,,,,True,,,True,False
48305,3,9.0,,3.3,,9.0,119.0,1.0,,,,16.3,,16.6,,,63.0,7.0,,21.9,,,26.0,6.4,,,,0.0,23.0,76.2,,,,,,,,,2.1,42.3,6.0,,0.3,,6.0,116.0,-2.0,,,,13.3,,13.6,,,60.0,4.0,,18.9,,,23.0,3.4,,,,-3.0,20.0,73.2,,,,,,,,,-0.9,39.3,,True,,False,False,True,,,,False,,False,,,False,True,,False,,,False,True,,,,True,False,False,,,,,,,,,True,False
48307,30,45.0,,44.5,,30.0,150.0,18.0,,,,23.8,,29.7,,,76.0,12.6,,24.3,,,18.0,25.5,,,,0.0,30.0,109.3,,,,,,,,,47.4,90.8,15.0,,14.5,,0.0,120.0,-12.0,,,,-6.2,,-0.3,,,46.0,-17.4,,-5.7,,,-12.0,-4.5,,,,-30.0,0.0,79.3,,,,,,,,,17.4,60.8,,True,,True,False,True,,,,True,,True,,,False,False,,True,,,True,True,,,,False,True,False,,,,,,,,,False,False
48309,1121,1917.0,,1773.1,,1256.0,2929.0,4709.0,,,,1067.2,,1163.0,,1069.5,2007.0,517.1,,1271.0,673.0,,938.0,1141.0,,,,1490.0,1022.0,2925.8,,,,,,1110.0,,,1808.6,2241.6,796.0,,652.1,,135.0,1808.0,3588.0,,,,-53.8,,42.0,,-51.5,886.0,-603.9,,150.0,-448.0,,-183.0,20.0,,,,369.0,-99.0,1804.8,,,,,,-11.0,,,687.6,1120.6,,True,,True,False,False,,,,True,,True,,True,False,True,,True,True,,True,True,,,,True,True,False,,,,,,True,,,True,False
48311,4,15.0,,17.9,,6.0,60.0,0.0,,,,2.8,,7.0,,,9.0,0.5,,1.0,,,5.0,2.0,,,,0.0,7.0,13.0,,,,,,,,,10.7,,11.0,,13.9,,2.0,56.0,-4.0,,,,-1.2,,3.0,,,5.0,-3.5,,-3.0,,,1.0,-2.0,,,,-4.0,3.0,9.0,,,,,,,,,6.7,,,False,,True,False,True,,,,True,,True,,,True,True,,True,,,True,True,,,,True,True,True,,,,,,,,,True,
48313,56,27.0,,58.1,,96.0,1276.0,36.0,,,,73.0,,20.6,,,91.0,1198.4,,655.4,,,0.0,226.0,,,,39.0,94.0,99.2,,,,,,,,,281.7,435.2,-29.0,,2.1,,40.0,1220.0,-20.0,,,,17.0,,-35.4,,,35.0,1142.4,,599.4,,,-56.0,170.0,,,,-17.0,38.0,43.2,,,,,,,,,225.7,379.2,,True,,False,False,True,,,,True,,False,,,False,False,,False,,,False,False,,,,True,False,False,,,,,,,,,False,False
