,actual_cases,COVIDhub-baseline,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,FDANIHASU-Sweight,IBF-TimeSeries,IowaStateLW-STEM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,QJHong-Encounter,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,USC-SI_kJalpha,error-COVIDhub-baseline,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-FDANIHASU-Sweight,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-QJHong-Encounter,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-USC-SI_kJalpha,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-FDANIHASU-Sweight,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-QJHong-Encounter,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-USC-SI_kJalpha
31007,7,5.0,0.0,,,,,,5.0,92.3,2.1,,0.0,,,,,,-2.0,-7.0,,,,,,-2.0,85.3,-4.9,,-7.0,,,,,,False,,,,,,False,False,False,,False,,,,,
31009,1,0.0,0.0,,,,,,5.0,1.5,3.1,,5.0,,,,,,-1.0,-1.0,,,,,,4.0,0.5,2.1,,4.0,,,,,,False,,,,,,False,True,False,,False,,,,,
31011,40,35.0,21.0,,,,,,50.0,15.7,39.2,,1.0,,,,,,-5.0,-19.0,,,,,,10.0,-24.3,-0.8,,-39.0,,,,,,False,,,,,,False,False,True,,False,,,,,
31013,46,105.0,35.0,,,,,,53.0,22.6,49.6,,39.0,,,,,,59.0,-11.0,,,,,,7.0,-23.4,3.6,,-7.0,,,,,,True,,,,,,True,True,True,,True,,,,,
31015,3,10.0,0.0,,,,,,18.0,57.3,6.8,,14.0,,,,,,7.0,-3.0,,,,,,15.0,54.3,3.8,,11.0,,,,,,True,,,,,,False,False,True,,False,,,,,
31017,5,0.0,0.0,,,,,,22.0,0.0,3.2,,7.0,,,,,,-5.0,-5.0,,,,,,17.0,-5.0,-1.8,,2.0,,,,,,False,,,,,,False,True,True,,True,,,,,
31019,329,315.0,415.0,,,,,,392.0,287.5,410.0,,69.0,,,357.8,,,-14.0,86.0,,,,,,63.0,-41.5,81.0,,-260.0,,,28.8,,,False,,,,,,False,False,False,,False,,,False,,
31021,59,60.0,0.0,,,,,,50.0,51.0,46.6,,57.0,,,,,,1.0,-59.0,,,,,,-9.0,-8.0,-12.4,,-2.0,,,,,,False,,,,,,False,False,False,,False,,,,,
31023,47,20.0,0.0,,,,,,86.0,3.2,48.0,,1.0,,,,,,-27.0,-47.0,,,,,,39.0,-43.8,1.0,,-46.0,,,,,,False,,,,,,False,False,True,,False,,,,,
31025,227,340.0,236.0,,,,,,260.0,136.2,242.8,,157.0,,,333.9,,,113.0,9.0,,,,,,33.0,-90.8,15.8,,-70.0,,,106.9,,,True,,,,,,True,True,True,,True,,,True,,
31027,89,125.0,87.0,,,,,,55.0,104.6,99.0,,49.0,,,,,,36.0,-2.0,,,,,,-34.0,15.6,10.0,,-40.0,,,,,,True,,,,,,True,True,True,,False,,,,,
31029,20,40.0,22.0,,,,,,38.0,11.1,17.1,,6.0,,,,,,20.0,2.0,,,,,,18.0,-8.9,-2.9,,-14.0,,,,,,True,,,,,,True,True,True,,True,,,,,
31031,6,10.0,0.0,,,,,,35.0,13.0,9.7,,14.0,,,,,,4.0,-6.0,,,,,,29.0,7.0,3.7,,8.0,,,,,,False,,,,,,False,False,True,,False,,,,,
31033,66,120.0,36.0,,,,,,55.0,165.3,86.1,,44.0,,,,,,54.0,-30.0,,,,,,-11.0,99.3,20.1,,-22.0,,,,,,True,,,,,,True,False,True,,True,,,,,
31035,27,120.0,35.0,,,,,,47.0,7.1,59.2,,93.5,,,,,,93.0,8.0,,,,,,20.0,-19.9,32.2,,66.5,,,,,,True,,,,,,True,True,True,,True,,,,,
31037,34,45.0,27.0,,,,,,125.0,8.0,123.1,,5.0,,,,,,11.0,-7.0,,,,,,91.0,-26.0,89.1,,-29.0,,,,,,True,,,,,,False,False,False,,False,,,,,
31039,42,120.0,43.0,,,,,,78.0,18.5,97.1,,82.0,,,,,,78.0,1.0,,,,,,36.0,-23.5,55.1,,40.0,,,,,,True,,,,,,True,True,True,,True,,,,,
31041,66,85.0,73.0,,,,,,83.0,48.8,80.7,,48.0,,,,,,19.0,7.0,,,,,,17.0,-17.2,14.7,,-18.0,,,,,,True,,,,,,True,True,True,,True,,,,,
31043,90,95.0,0.0,,,,,,166.0,14.7,208.5,,52.0,,,72.0,,,5.0,-90.0,,,,,,76.0,-75.3,118.5,,-38.0,,,-18.0,,,False,,,,,,False,False,False,,False,,,False,,
31045,84,90.0,37.0,,,,,,43.0,218.9,70.6,,41.0,,,,,,6.0,-47.0,,,,,,-41.0,134.9,-13.4,,-43.0,,,,,,False,,,,,,False,False,False,,False,,,,,
31047,106,135.0,68.0,,,,,,207.0,51.1,234.1,,10.0,,,140.3,,,29.0,-38.0,,,,,,101.0,-54.9,128.1,,-96.0,,,34.3,,,False,,,,,,False,False,False,,False,,,False,,
31049,12,20.0,0.0,,,,,,15.0,10.4,8.9,,20.0,,,,,,8.0,-12.0,,,,,,3.0,-1.6,-3.1,,8.0,,,,,,False,,,,,,True,True,True,,False,,,,,
31051,29,50.0,3.0,,,,,,39.0,30.4,48.0,,22.0,,,,,,21.0,-26.0,,,,,,10.0,1.4,19.0,,-7.0,,,,,,False,,,,,,True,True,True,,True,,,,,
31053,284,620.0,452.0,,,,,,356.0,40.3,583.6,,202.0,,,543.7,,,336.0,168.0,,,,,,72.0,-243.7,299.6,,-82.0,,,259.7,,,True,,,,,,True,True,True,,True,,,True,,
31055,3153,6050.0,4969.0,,,,,,5415.0,1852.0,5561.6,,3200.5,,,3723.4,2307.0,,2897.0,1816.0,,,,,,2262.0,-1301.0,2408.6,,47.5,,,570.4,-846.0,,True,,,,,,True,True,True,,True,,,True,True,
31057,26,50.0,0.0,,,,,,21.0,15.6,19.8,,24.0,,,,,,24.0,-26.0,,,,,,-5.0,-10.4,-6.2,,-2.0,,,,,,False,,,,,,True,True,True,,True,,,,,
31059,21,5.0,0.0,,,,,,68.0,8.5,29.7,,2.0,,,,,,-16.0,-21.0,,,,,,47.0,-12.5,8.7,,-19.0,,,,,,False,,,,,,False,True,True,,False,,,,,
31061,12,25.0,0.0,,,,,,26.0,8.0,11.9,,25.0,,,,,,13.0,-12.0,,,,,,14.0,-4.0,-0.1,,13.0,,,,,,True,,,,,,False,True,True,,False,,,,,
31063,8,5.0,0.0,,,,,,17.0,53.7,8.7,,0.0,,,,,,-3.0,-8.0,,,,,,9.0,45.7,0.7,,-8.0,,,,,,False,,,,,,False,False,True,,False,,,,,
31065,35,190.0,35.0,,,,,,37.0,203.2,109.9,,83.0,,,,,,155.0,0.0,,,,,,2.0,168.2,74.9,,48.0,,,,,,True,,,,,,True,False,True,,True,,,,,
31067,91,40.0,47.0,,,,,,284.0,64.6,121.8,,13.0,,,,,,-51.0,-44.0,,,,,,193.0,-26.4,30.8,,-78.0,,,,,,True,,,,,,False,True,True,,False,,,,,
31069,7,10.0,0.0,,,,,,15.0,1.6,6.8,,19.0,,,,,,3.0,-7.0,,,,,,8.0,-5.4,-0.2,,12.0,,,,,,False,,,,,,False,False,True,,False,,,,,
31071,4,20.0,0.0,,,,,,20.0,19.1,8.2,,14.0,,,,,,16.0,-4.0,,,,,,16.0,15.1,4.2,,10.0,,,,,,True,,,,,,False,True,True,,True,,,,,
31073,7,10.0,0.0,,,,,,19.0,14.1,12.7,,22.0,,,,,,3.0,-7.0,,,,,,12.0,7.1,5.7,,15.0,,,,,,False,,,,,,False,False,False,,False,,,,,
31075,12,15.0,0.0,,,,,,5.0,91.1,21.0,,0.0,,,,,,3.0,-12.0,,,,,,-7.0,79.1,9.0,,-12.0,,,,,,False,,,,,,False,False,False,,False,,,,,
31077,8,70.0,38.0,,,,,,19.0,59.9,21.8,,15.0,,,,,,62.0,30.0,,,,,,11.0,51.9,13.8,,7.0,,,,,,True,,,,,,True,True,True,,True,,,,,
31079,617,635.0,726.0,,,,,,583.0,135.8,712.6,,380.0,,,405.2,,,18.0,109.0,,,,,,-34.0,-481.2,95.6,,-237.0,,,-211.8,,,False,,,,,,False,False,False,,False,,,False,,
31081,38,140.0,54.0,,,,,,81.0,42.4,98.0,,98.0,,,,,,102.0,16.0,,,,,,43.0,4.4,60.0,,60.0,,,,,,True,,,,,,True,True,True,,True,,,,,
31083,12,5.0,0.0,,,,,,27.0,41.3,10.9,,24.0,,,,,,-7.0,-12.0,,,,,,15.0,29.3,-1.1,,12.0,,,,,,False,,,,,,False,False,True,,False,,,,,
31085,1,0.0,0.0,,,,,,8.0,25.6,4.2,,5.0,,,,,,-1.0,-1.0,,,,,,7.0,24.6,3.2,,4.0,,,,,,False,,,,,,False,False,False,,False,,,,,
31087,48,120.0,0.0,,,,,,28.0,3.7,56.2,,95.5,,,,,,72.0,-48.0,,,,,,-20.0,-44.3,8.2,,47.5,,,,,,True,,,,,,True,True,True,,True,,,,,
31089,41,85.0,41.0,,,,,,85.0,36.6,61.5,,29.0,,,,,,44.0,0.0,,,,,,44.0,-4.4,20.5,,-12.0,,,,,,True,,,,,,False,True,True,,True,,,,,
31091,2,0.0,0.0,,,,,,5.0,0.1,0.6,,0.0,,,,,,-2.0,-2.0,,,,,,3.0,-1.9,-1.4,,-2.0,,,,,,False,,,,,,False,True,True,,False,,,,,
31093,21,65.0,0.0,,,,,,53.0,2.5,41.0,,13.0,,,,,,44.0,-21.0,,,,,,32.0,-18.5,20.0,,-8.0,,,,,,True,,,,,,True,True,True,,True,,,,,
31095,20,25.0,0.0,,,,,,92.0,46.1,45.2,,7.0,,,,,,5.0,-20.0,,,,,,72.0,26.1,25.2,,-13.0,,,,,,False,,,,,,False,False,False,,False,,,,,
31097,22,30.0,5.0,,,,,,76.0,5.1,37.2,,6.0,,,,,,8.0,-17.0,,,,,,54.0,-16.9,15.2,,-16.0,,,,,,False,,,,,,False,False,False,,False,,,,,
31099,34,75.0,3.0,,,,,,50.0,69.3,58.3,,40.0,,,,,,41.0,-31.0,,,,,,16.0,35.3,24.3,,6.0,,,,,,True,,,,,,True,True,True,,True,,,,,
31101,36,40.0,0.0,,,,,,54.0,2.7,24.8,,4.0,,,,,,4.0,-36.0,,,,,,18.0,-33.3,-11.2,,-32.0,,,,,,False,,,,,,False,False,False,,False,,,,,
31103,6,5.0,0.0,,,,,,10.0,36.7,7.9,,0.0,,,,,,-1.0,-6.0,,,,,,4.0,30.7,1.9,,-6.0,,,,,,False,,,,,,False,False,False,,False,,,,,
31105,38,35.0,0.0,,,,,,27.0,2.7,17.9,,7.0,,,,,,-3.0,-38.0,,,,,,-11.0,-35.3,-20.1,,-31.0,,,,,,False,,,,,,False,False,False,,False,,,,,
31107,41,60.0,49.0,,,,,,61.0,25.7,72.1,,12.0,,,,,,19.0,8.0,,,,,,20.0,-15.3,31.1,,-29.0,,,,,,True,,,,,,False,True,False,,False,,,,,
31109,1801,3180.0,1331.0,,,,,,3522.0,1908.3,4262.2,,2312.0,,,2277.9,1486.0,,1379.0,-470.0,,,,,,1721.0,107.3,2461.2,,511.0,,,476.9,-315.0,,True,,,,,,False,True,False,,True,,,True,True,
31111,179,360.0,362.0,,,,,,321.0,85.2,266.1,,202.5,,,447.5,,,181.0,183.0,,,,,,142.0,-93.8,87.1,,23.5,,,268.5,,,False,,,,,,True,True,True,,True,,,False,,
31113,7,0.0,0.0,,,,,,5.0,0.7,1.0,,9.0,,,,,,-7.0,-7.0,,,,,,-2.0,-6.3,-6.0,,2.0,,,,,,False,,,,,,True,True,True,,True,,,,,
31115,1,5.0,0.0,,,,,,5.0,7.2,3.4,,6.0,,,,,,4.0,-1.0,,,,,,4.0,6.2,2.4,,5.0,,,,,,True,,,,,,False,False,True,,False,,,,,
31117,5,0.0,0.0,,,,,,10.0,6.8,0.9,,5.0,,,,,,-5.0,-5.0,,,,,,5.0,1.8,-4.1,,0.0,,,,,,False,,,,,,False,True,True,,True,,,,,
31119,87,140.0,105.0,,,,,,332.0,46.7,260.9,,23.0,,,312.2,,,53.0,18.0,,,,,,245.0,-40.3,173.9,,-64.0,,,225.2,,,True,,,,,,False,True,False,,False,,,False,,
31121,41,25.0,10.0,,,,,,89.0,5.1,51.4,,5.0,,,,,,-16.0,-31.0,,,,,,48.0,-35.9,10.4,,-36.0,,,,,,False,,,,,,False,False,True,,False,,,,,
31123,40,35.0,0.0,,,,,,32.0,1.3,16.0,,5.0,,,,,,-5.0,-40.0,,,,,,-8.0,-38.7,-24.0,,-35.0,,,,,,False,,,,,,False,False,False,,False,,,,,
31125,12,10.0,0.0,,,,,,45.0,13.0,14.1,,25.0,,,,,,-2.0,-12.0,,,,,,33.0,1.0,2.1,,13.0,,,,,,False,,,,,,False,True,False,,False,,,,,
31127,41,65.0,69.0,,,,,,80.0,10.1,44.0,,24.0,,,,,,24.0,28.0,,,,,,39.0,-30.9,3.0,,-17.0,,,,,,False,,,,,,False,False,True,,True,,,,,
31129,35,50.0,11.0,,,,,,44.0,16.3,24.5,,13.0,,,,,,15.0,-24.0,,,,,,9.0,-18.7,-10.5,,-22.0,,,,,,False,,,,,,True,False,True,,False,,,,,
31131,137,120.0,111.0,,,,,,204.0,95.5,144.4,,50.0,,,,,,-17.0,-26.0,,,,,,67.0,-41.5,7.4,,-87.0,,,,,,False,,,,,,False,False,True,,False,,,,,
31133,34,15.0,0.0,,,,,,47.0,9.0,10.2,,0.0,,,,,,-19.0,-34.0,,,,,,13.0,-25.0,-23.8,,-34.0,,,,,,False,,,,,,True,False,False,,False,,,,,
31135,9,0.0,0.0,,,,,,28.0,0.5,5.6,,30.0,,,,,,-9.0,-9.0,,,,,,19.0,-8.5,-3.4,,21.0,,,,,,False,,,,,,False,True,True,,False,,,,,
31137,66,90.0,71.0,,,,,,71.0,12.6,76.7,,19.0,,,,,,24.0,5.0,,,,,,5.0,-53.4,10.7,,-47.0,,,,,,True,,,,,,True,False,True,,False,,,,,
31139,32,15.0,2.0,,,,,,49.0,2.5,38.7,,9.0,,,,,,-17.0,-30.0,,,,,,17.0,-29.5,6.7,,-23.0,,,,,,False,,,,,,False,False,True,,False,,,,,
31141,125,165.0,153.0,,,,,,319.0,76.1,347.3,,28.0,,,173.4,,,40.0,28.0,,,,,,194.0,-48.9,222.3,,-97.0,,,48.4,,,True,,,,,,False,False,False,,False,,,False,,
31143,144,30.0,0.0,,,,,,55.0,1.4,31.5,,0.0,,,,,,-114.0,-144.0,,,,,,-89.0,-142.6,-112.5,,-144.0,,,,,,False,,,,,,True,False,True,,False,,,,,
31145,50,165.0,86.0,,,,,,93.0,20.4,132.6,,53.0,,,,,,115.0,36.0,,,,,,43.0,-29.6,82.6,,3.0,,,,,,True,,,,,,True,True,True,,True,,,,,
31147,62,30.0,36.0,,,,,,96.0,16.9,36.2,,0.0,,,,,,-32.0,-26.0,,,,,,34.0,-45.1,-25.8,,-62.0,,,,,,True,,,,,,False,False,True,,False,,,,,
31149,4,0.0,0.0,,,,,,12.0,0.3,0.9,,0.0,,,,,,-4.0,-4.0,,,,,,8.0,-3.7,-3.1,,-4.0,,,,,,False,,,,,,False,True,True,,False,,,,,
31151,66,35.0,7.0,,,,,,203.0,49.8,154.1,,36.0,,,,,,-31.0,-59.0,,,,,,137.0,-16.2,88.1,,-30.0,,,,,,False,,,,,,False,True,False,,True,,,,,
31153,1777,1955.0,1164.0,,,,,,1868.0,788.0,1898.9,,1215.5,,,1673.4,795.0,,178.0,-613.0,,,,,,91.0,-989.0,121.9,,-561.5,,,-103.6,-982.0,,False,,,,,,True,False,True,,False,,,True,False,
31155,166,280.0,239.0,,,,,,202.0,41.9,262.9,,97.0,,,99.9,,,114.0,73.0,,,,,,36.0,-124.1,96.9,,-69.0,,,-66.1,,,True,,,,,,True,False,True,,True,,,True,,
31157,99,215.0,276.0,,,,,,254.0,216.5,223.5,,147.5,,,329.1,,,116.0,177.0,,,,,,155.0,117.5,124.5,,48.5,,,230.1,,,False,,,,,,False,False,False,,True,,,False,,
31159,201,80.0,40.0,,,,,,200.0,62.3,116.6,,35.0,,,,,,-121.0,-161.0,,,,,,-1.0,-138.7,-84.4,,-166.0,,,,,,False,,,,,,True,False,True,,False,,,,,
31161,54,80.0,0.0,,,,,,25.0,40.4,30.1,,32.0,,,,,,26.0,-54.0,,,,,,-29.0,-13.6,-23.9,,-22.0,,,,,,False,,,,,,False,True,True,,True,,,,,
31163,15,15.0,,,,,,,24.0,6.2,19.1,,29.0,,,,,,0.0,,,,,,,9.0,-8.8,4.1,,14.0,,,,,,,,,,,,False,False,False,,False,,,,,
31165,1,5.0,0.0,,,,,,5.0,87.0,4.5,,9.0,,,,,,4.0,-1.0,,,,,,4.0,86.0,3.5,,8.0,,,,,,True,,,,,,False,False,True,,False,,,,,
31167,14,0.0,0.0,,,,,,51.0,15.7,21.3,,39.0,,,,,,-14.0,-14.0,,,,,,37.0,1.7,7.3,,25.0,,,,,,False,,,,,,False,True,True,,False,,,,,
31169,27,20.0,5.0,,,,,,64.0,39.4,34.7,,1.0,,,,,,-7.0,-22.0,,,,,,37.0,12.4,7.7,,-26.0,,,,,,False,,,,,,False,False,False,,False,,,,,
31171,2,0.0,0.0,,,,,,5.0,0.3,1.0,,0.0,,,,,,-2.0,-2.0,,,,,,3.0,-1.7,-1.0,,-2.0,,,,,,False,,,,,,False,True,True,,False,,,,,
31173,26,120.0,53.0,,,,,,49.0,110.3,79.5,,69.5,,,,,,94.0,27.0,,,,,,23.0,84.3,53.5,,43.5,,,,,,True,,,,,,True,True,True,,True,,,,,
31175,22,15.0,0.0,,,,,,32.0,8.9,29.0,,1.0,,,,,,-7.0,-22.0,,,,,,10.0,-13.1,7.0,,-21.0,,,,,,False,,,,,,False,False,False,,False,,,,,
31177,97,325.0,69.0,,,,,,189.0,172.0,206.4,,179.0,,,,,,228.0,-28.0,,,,,,92.0,75.0,109.4,,82.0,,,,,,True,,,,,,True,True,True,,True,,,,,
31179,72,25.0,0.0,,,,,,70.0,17.9,55.8,,9.0,,,,,,-47.0,-72.0,,,,,,-2.0,-54.1,-16.2,,-63.0,,,,,,False,,,,,,True,False,True,,False,,,,,
31181,12,35.0,0.0,,,,,,42.0,17.1,26.8,,34.0,,,,,,23.0,-12.0,,,,,,30.0,5.1,14.8,,22.0,,,,,,True,,,,,,False,True,True,,True,,,,,
31183,4,5.0,0.0,,,,,,5.0,1.0,4.8,,5.0,,,,,,1.0,-4.0,,,,,,1.0,-3.0,0.8,,1.0,,,,,,False,,,,,,False,False,True,,False,,,,,
31185,235,50.0,31.0,,,,,,139.0,72.0,146.6,,17.0,,,,,,-185.0,-204.0,,,,,,-96.0,-163.0,-88.4,,-218.0,,,,,,False,,,,,,True,True,True,,False,,,,,
32001,101,465.0,539.0,,,,,,311.0,1368.9,258.9,,405.0,,,,,,364.0,438.0,,,,,,210.0,1267.9,157.9,,304.0,,,,,,False,,,,,,True,False,True,,True,,,,,
32003,15108,30720.0,37776.0,,,,,,36706.0,11686.0,23153.7,,18314.5,,,19662.5,11384.0,,15612.0,22668.0,,,,,,21598.0,-3422.0,8045.7,,3206.5,,,4554.5,-3724.0,,False,,,,,,False,True,True,,True,,,True,True,
32005,169,260.0,175.0,,,,,,433.0,167.3,189.3,,76.0,,,369.2,,,91.0,6.0,,,,,,264.0,-1.7,20.3,,-93.0,,,200.2,,,True,,,,,,False,True,True,,False,,,False,,
32007,313,265.0,166.0,,,,,,462.0,165.3,222.4,,160.0,,,262.4,,,-48.0,-147.0,,,,,,149.0,-147.7,-90.6,,-153.0,,,-50.6,,,False,,,,,,False,False,False,,False,,,False,,
32009,1,0.0,0.0,,,,,,6.0,14.1,2.6,,0.0,,,,,,-1.0,-1.0,,,,,,5.0,13.1,1.6,,-1.0,,,,,,False,,,,,,False,False,False,,False,,,,,
32011,6,0.0,0.0,,,,,,15.0,0.3,3.3,,12.0,,,,,,-6.0,-6.0,,,,,,9.0,-5.7,-2.7,,6.0,,,,,,False,,,,,,False,True,True,,False,,,,,
32013,61,345.0,0.0,,,,,,173.0,0.1,93.2,,195.0,,,,,,284.0,-61.0,,,,,,112.0,-60.9,32.2,,134.0,,,,,,True,,,,,,True,True,True,,True,,,,,
32015,11,30.0,0.0,,,,,,66.0,72.6,27.1,,0.0,,,,,,19.0,-11.0,,,,,,55.0,61.6,16.1,,-11.0,,,,,,True,,,,,,False,False,True,,True,,,,,
32017,4,35.0,0.0,,,,,,40.0,52.5,24.6,,73.0,,,,,,31.0,-4.0,,,,,,36.0,48.5,20.6,,69.0,,,,,,True,,,,,,False,False,True,,False,,,,,
32019,188,360.0,246.0,,,,,,613.0,202.6,266.3,,221.0,,,546.5,,,172.0,58.0,,,,,,425.0,14.6,78.3,,33.0,,,358.5,,,True,,,,,,False,True,True,,True,,,False,,
32021,62,30.0,0.0,,,,,,58.0,54.1,14.9,,55.0,,,,,,-32.0,-62.0,,,,,,-4.0,-7.9,-47.1,,-7.0,,,,,,False,,,,,,True,True,False,,True,,,,,
32023,220,485.0,0.0,,,,,,350.0,180.6,326.5,,483.0,,,446.7,,,265.0,-220.0,,,,,,130.0,-39.4,106.5,,263.0,,,226.7,,,True,,,,,,True,True,True,,True,,,True,,
32027,37,220.0,0.0,,,,,,74.0,2.1,45.8,,81.0,,,,,,183.0,-37.0,,,,,,37.0,-34.9,8.8,,44.0,,,,,,True,,,,,,True,True,True,,True,,,,,
32029,9,5.0,0.0,,,,,,33.0,5.1,1.9,,5.0,,,,,,-4.0,-9.0,,,,,,24.0,-3.9,-7.1,,-4.0,,,,,,False,,,,,,False,True,False,,False,,,,,
32031,1980,4515.0,2603.0,,,,,,5220.0,1332.9,3519.3,,2628.0,,,6215.2,2376.0,,2535.0,623.0,,,,,,3240.0,-647.1,1539.3,,648.0,,,4235.2,396.0,,True,,,,,,False,True,True,,True,,,False,True,
32033,93,75.0,,,,,,,65.0,156.6,44.4,,98.0,,,,,,-18.0,,,,,,,-28.0,63.6,-48.6,,5.0,,,,,,,,,,,,False,False,False,,True,,,,,
32510,251,370.0,277.0,,,,,,699.0,126.4,376.8,,107.0,,,384.0,,,119.0,26.0,,,,,,448.0,-124.6,125.8,,-144.0,,,133.0,,,True,,,,,,False,False,False,,False,,,False,,
33001,357,930.0,939.0,,,,,,708.0,899.8,492.7,,659.0,,,915.3,,,573.0,582.0,,,,,,351.0,542.8,135.7,,302.0,,,558.3,,,False,,,,,,True,True,True,,True,,,True,,
33003,290,665.0,527.0,,,,,,414.0,1267.2,455.2,,473.0,,,,,,375.0,237.0,,,,,,124.0,977.2,165.2,,183.0,,,,,,True,,,,,,True,False,True,,True,,,,,
33005,553,705.0,212.0,,,,,,941.0,688.7,763.2,,465.5,,,953.8,,,152.0,-341.0,,,,,,388.0,135.7,210.2,,-87.5,,,400.8,,,False,,,,,,False,True,False,,True,,,False,,
33007,208,345.0,233.0,,,,,,260.0,1443.2,312.6,,250.0,,,,,,137.0,25.0,,,,,,52.0,1235.2,104.6,,42.0,,,,,,True,,,,,,True,False,True,,True,,,,,
33009,816,840.0,563.0,,,,,,834.0,3517.3,928.1,,938.0,,,,,,24.0,-253.0,,,,,,18.0,2701.3,112.1,,122.0,,,,,,False,,,,,,True,False,False,,False,,,,,
33011,3449,6450.0,3678.0,,,,,,5598.0,7319.9,4594.4,,4247.0,,,4606.1,3465.0,,3001.0,229.0,,,,,,2149.0,3870.9,1145.4,,798.0,,,1157.1,16.0,,True,,,,,,True,False,True,,True,,,True,True,
33013,940,1650.0,1605.0,,,,,,1843.0,898.0,1189.9,,913.0,,,1856.5,678.0,,710.0,665.0,,,,,,903.0,-42.0,249.9,,-27.0,,,916.5,-262.0,,True,,,,,,False,True,True,,True,,,False,True,
33015,2852,4635.0,2574.0,,,,,,4342.0,9174.4,3249.3,,3419.5,,,4448.2,2368.0,,1783.0,-278.0,,,,,,1490.0,6322.4,397.3,,567.5,,,1596.2,-484.0,,True,,,,,,True,False,True,,True,,,True,True,
33017,1590,2140.0,1794.0,,,,,,1764.0,1787.6,1650.5,,1391.5,,,2027.1,1344.0,,550.0,204.0,,,,,,174.0,197.6,60.5,,-198.5,,,437.1,-246.0,,True,,,,,,True,True,True,,True,,,True,True,
33019,268,625.0,389.0,,,,,,472.0,650.4,530.6,,600.0,,,,,,357.0,121.0,,,,,,204.0,382.4,262.6,,332.0,,,,,,True,,,,,,True,False,True,,True,,,,,
34001,3899,6285.0,3917.0,,,,,,4958.0,4470.5,3940.4,,4301.0,,,4321.6,3200.0,,2386.0,18.0,,,,,,1059.0,571.5,41.4,,402.0,,,422.6,-699.0,,True,,,,,,True,True,True,,True,,,True,True,
34003,13172,16365.0,14507.0,,,,,,17294.0,9644.1,10234.6,,13387.5,,,14781.0,9427.0,,3193.0,1335.0,,,,,,4122.0,-3527.9,-2937.4,,215.5,,,1609.0,-3745.0,,True,,,,,,False,False,True,,True,,,True,False,
34005,4766,7970.0,7113.0,,,,,,8208.0,2878.6,5783.9,,6456.5,,,6257.9,5468.0,,3204.0,2347.0,,,,,,3442.0,-1887.4,1017.9,,1690.5,,,1491.9,702.0,,True,,,,,,False,True,True,,True,,,True,True,
34007,4714,8925.0,7614.0,,,,,,8878.0,4394.7,5651.5,,6893.5,,,4565.6,5564.0,,4211.0,2900.0,,,,,,4164.0,-319.3,937.5,,2179.5,,,-148.4,850.0,,True,,,,,,True,True,True,,True,,,True,True,
34009,1238,1645.0,1180.0,,,,,,1440.0,1640.1,1026.2,,1172.0,,,1313.7,,,407.0,-58.0,,,,,,202.0,402.1,-211.8,,-66.0,,,75.7,,,True,,,,,,True,True,True,,True,,,True,,
34011,1735,3525.0,2593.0,,,,,,2705.0,2721.5,2036.1,,2755.0,,,1326.4,1788.0,,1790.0,858.0,,,,,,970.0,986.5,301.1,,1020.0,,,-408.6,53.0,,True,,,,,,True,True,True,,True,,,True,True,
34013,10789,16870.0,19986.0,,,,,,12606.0,7812.9,8847.3,,13307.5,,,13778.5,11134.0,,6081.0,9197.0,,,,,,1817.0,-2976.1,-1941.7,,2518.5,,,2989.5,345.0,,False,,,,,,True,True,True,,True,,,True,True,
34015,2784,6090.0,5468.0,,,,,,5366.0,3525.6,3569.6,,5037.5,,,3960.6,3189.0,,3306.0,2684.0,,,,,,2582.0,741.6,785.6,,2253.5,,,1176.6,405.0,,True,,,,,,True,True,True,,True,,,True,True,
34017,10184,14235.0,13727.0,,,,,,11996.0,9235.0,8716.0,,11885.0,,,13163.6,5668.0,,4051.0,3543.0,,,,,,1812.0,-949.0,-1468.0,,1701.0,,,2979.6,-4516.0,,True,,,,,,True,True,True,,True,,,True,False,
34019,1297,1515.0,738.0,,,,,,1989.0,848.5,1369.0,,1209.0,,,910.6,,,218.0,-559.0,,,,,,692.0,-448.5,72.0,,-88.0,,,-386.4,,,False,,,,,,False,False,True,,True,,,False,,
34021,3405,5780.0,5298.0,,,,,,6505.0,3103.1,3818.8,,4753.0,,,3345.1,2909.0,,2375.0,1893.0,,,,,,3100.0,-301.9,413.8,,1348.0,,,-59.9,-496.0,,True,,,,,,False,True,True,,True,,,True,True,
