,actual_cases,COVIDhub-baseline,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,FDANIHASU-Sweight,IBF-TimeSeries,IowaStateLW-STEM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,QJHong-Encounter,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,USC-SI_kJalpha,error-COVIDhub-baseline,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-FDANIHASU-Sweight,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-QJHong-Encounter,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-USC-SI_kJalpha,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-FDANIHASU-Sweight,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-QJHong-Encounter,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-USC-SI_kJalpha
01023,27,55.0,38.0,,,,,,226.0,25.3,56.4,,73.0,,,,,,28.0,11.0,,,,,,199.0,-1.7,29.4,,46.0,,,,,,True,,,,,,False,True,False,,False,,,,,
01025,263,1010.0,1065.0,,,,,,432.0,993.8,437.3,,1069.0,,,498.7,,,747.0,802.0,,,,,,169.0,730.8,174.3,,806.0,,,235.7,,,False,,,,,,True,True,True,,False,,,True,,
01027,139,130.0,116.0,,,,,,247.0,186.1,87.6,,78.0,,,,,,-9.0,-23.0,,,,,,108.0,47.1,-51.4,,-61.0,,,,,,False,,,,,,False,False,False,,False,,,,,
01029,137,255.0,109.0,,,,,,295.0,181.2,133.7,,252.0,,,,,,118.0,-28.0,,,,,,158.0,44.2,-3.3,,115.0,,,,,,True,,,,,,False,True,True,,True,,,,,
01031,412,1250.0,897.0,,,,,,914.0,519.0,684.1,,1283.5,,,792.4,,,838.0,485.0,,,,,,502.0,107.0,272.1,,871.5,,,380.4,,,True,,,,,,True,True,True,,False,,,True,,
01033,313,1120.0,1117.0,,,,,,1121.0,516.8,635.3,,810.0,,,669.3,,,807.0,804.0,,,,,,808.0,203.8,322.3,,497.0,,,356.3,,,True,,,,,,False,True,True,,True,,,True,,
01035,71,115.0,136.0,,,,,,181.0,185.8,96.8,,133.0,,,,,,44.0,65.0,,,,,,110.0,114.8,25.8,,62.0,,,,,,False,,,,,,False,False,True,,False,,,,,
01037,229,200.0,192.0,,,,,,157.0,115.7,92.3,,146.0,,,,,,-29.0,-37.0,,,,,,-72.0,-113.3,-136.7,,-83.0,,,,,,False,,,,,,False,False,False,,False,,,,,
01039,473,735.0,1044.0,,,,,,659.0,285.2,452.7,,694.0,,,614.7,,,262.0,571.0,,,,,,186.0,-187.8,-20.3,,221.0,,,141.7,,,False,,,,,,True,True,True,,True,,,True,,
01041,174,280.0,206.0,,,,,,229.0,78.6,190.2,,249.0,,,,,,106.0,32.0,,,,,,55.0,-95.4,16.2,,75.0,,,,,,True,,,,,,True,True,True,,True,,,,,
01043,490,1235.0,1041.0,,,,,,1988.0,608.7,825.2,,1132.5,,,1383.3,,,745.0,551.0,,,,,,1498.0,118.7,335.2,,642.5,,,893.3,,,True,,,,,,False,True,True,,True,,,False,,
01045,419,825.0,694.0,,,,,,881.0,291.7,516.2,,797.0,,,465.8,,,406.0,275.0,,,,,,462.0,-127.3,97.2,,378.0,,,46.8,,,True,,,,,,False,True,True,,True,,,True,,
01047,237,330.0,275.0,,,,,,555.0,1231.8,293.3,,274.0,,,319.7,,,93.0,38.0,,,,,,318.0,994.8,56.3,,37.0,,,82.7,,,True,,,,,,False,False,True,,True,,,True,,
01049,418,1090.0,887.0,,,,,,1570.0,412.4,657.9,,843.0,,,413.4,,,672.0,469.0,,,,,,1152.0,-5.6,239.9,,425.0,,,-4.6,,,True,,,,,,False,True,True,,True,,,True,,
01051,975,1755.0,1656.0,,,,,,1364.0,1091.5,970.3,,2233.5,,,734.4,,,780.0,681.0,,,,,,389.0,116.5,-4.7,,1258.5,,,-240.6,,,True,,,,,,True,True,True,,False,,,True,,
01053,304,735.0,411.0,,,,,,686.0,806.8,467.7,,684.0,,,336.1,,,431.0,107.0,,,,,,382.0,502.8,163.7,,380.0,,,32.1,,,True,,,,,,True,False,True,,True,,,True,,
01055,989,1770.0,1788.0,,,,,,2093.0,622.4,1447.4,,1441.0,,,1424.0,,,781.0,799.0,,,,,,1104.0,-366.6,458.4,,452.0,,,435.0,,,False,,,,,,False,True,True,,True,,,True,,
01057,178,350.0,304.0,,,,,,350.0,479.9,220.6,,171.0,,,,,,172.0,126.0,,,,,,172.0,301.9,42.6,,-7.0,,,,,,True,,,,,,False,False,True,,True,,,,,
01059,175,455.0,271.0,,,,,,752.0,126.6,361.6,,192.0,,,274.0,,,280.0,96.0,,,,,,577.0,-48.4,186.6,,17.0,,,99.0,,,True,,,,,,False,True,True,,True,,,True,,
01061,174,650.0,450.0,,,,,,497.0,391.9,352.4,,628.0,,,356.6,,,476.0,276.0,,,,,,323.0,217.9,178.4,,454.0,,,182.6,,,True,,,,,,True,True,True,,True,,,True,,
01063,94,80.0,52.0,,,,,,119.0,26.4,68.1,,43.0,,,,,,-14.0,-42.0,,,,,,25.0,-67.6,-25.9,,-51.0,,,,,,False,,,,,,False,False,False,,False,,,,,
01065,200,405.0,245.0,,,,,,277.0,194.7,227.3,,352.0,,,,,,205.0,45.0,,,,,,77.0,-5.3,27.3,,152.0,,,,,,True,,,,,,True,True,True,,True,,,,,
01067,183,305.0,112.0,,,,,,271.0,142.0,194.4,,394.0,,,,,,122.0,-71.0,,,,,,88.0,-41.0,11.4,,211.0,,,,,,True,,,,,,True,True,True,,False,,,,,
01069,763,1905.0,2321.0,,,,,,1844.0,7624.2,1153.6,,2503.5,,,913.4,,,1142.0,1558.0,,,,,,1081.0,6861.2,390.6,,1740.5,,,150.4,,,False,,,,,,True,False,True,,False,,,True,,
01071,356,1045.0,1210.0,,,,,,1037.0,563.7,564.2,,969.0,,,818.8,,,689.0,854.0,,,,,,681.0,207.7,208.2,,613.0,,,462.8,,,False,,,,,,True,True,True,,True,,,True,,
01073,5672,9430.0,7163.0,,,,,,11141.0,5882.0,7680.4,,8581.0,,,6107.2,5566.0,,3758.0,1491.0,,,,,,5469.0,210.0,2008.4,,2909.0,,,435.2,-106.0,,True,,,,,,False,True,True,,True,,,True,True,
01075,105,180.0,88.0,,,,,,277.0,34.3,93.6,,121.0,,,,,,75.0,-17.0,,,,,,172.0,-70.7,-11.4,,16.0,,,,,,True,,,,,,False,True,True,,True,,,,,
01077,500,1435.0,1010.0,,,,,,1854.0,1063.0,957.5,,1163.0,,,674.3,,,935.0,510.0,,,,,,1354.0,563.0,457.5,,663.0,,,174.3,,,True,,,,,,False,True,True,,True,,,True,,
01079,229,475.0,417.0,,,,,,747.0,265.8,313.7,,503.0,,,236.5,,,246.0,188.0,,,,,,518.0,36.8,84.7,,274.0,,,7.5,,,True,,,,,,False,True,True,,False,,,True,,
01081,1391,2710.0,1083.0,,,,,,2573.0,3211.1,2065.4,,3007.0,,,1256.4,2137.0,,1319.0,-308.0,,,,,,1182.0,1820.1,674.4,,1616.0,,,-134.6,746.0,,True,,,,,,True,False,True,,False,,,True,True,
01083,817,1490.0,1123.0,,,,,,1763.0,1107.5,1037.3,,1438.5,,,1694.8,,,673.0,306.0,,,,,,946.0,290.5,220.3,,621.5,,,877.8,,,True,,,,,,False,True,True,,True,,,False,,
01085,127,285.0,237.0,,,,,,125.0,172.2,155.1,,301.0,,,,,,158.0,110.0,,,,,,-2.0,45.2,28.1,,174.0,,,,,,True,,,,,,True,True,True,,False,,,,,
01087,205,270.0,282.0,,,,,,215.0,965.7,175.5,,341.0,,,,,,65.0,77.0,,,,,,10.0,760.7,-29.5,,136.0,,,,,,False,,,,,,True,False,True,,False,,,,,
01089,3341,5875.0,6858.0,,,,,,6278.0,3039.2,3698.9,,5775.5,,,4225.2,5732.0,,2534.0,3517.0,,,,,,2937.0,-301.8,357.9,,2434.5,,,884.2,2391.0,,False,,,,,,False,True,True,,True,,,True,True,
01091,377,440.0,252.0,,,,,,387.0,1126.3,257.2,,438.0,,,124.7,,,63.0,-125.0,,,,,,10.0,749.3,-119.8,,61.0,,,-252.3,,,False,,,,,,True,False,False,,True,,,False,,
01093,294,330.0,191.0,,,,,,586.0,233.7,250.2,,255.0,,,118.1,,,36.0,-103.0,,,,,,292.0,-60.3,-43.8,,-39.0,,,-175.9,,,False,,,,,,False,False,False,,False,,,False,,
01095,744,1470.0,1060.0,,,,,,2062.0,601.9,937.4,,1008.5,,,1287.3,,,726.0,316.0,,,,,,1318.0,-142.1,193.4,,264.5,,,543.3,,,True,,,,,,False,True,True,,True,,,True,,
01097,3649,6560.0,6951.0,,,,,,7438.0,1768.1,6133.9,,6635.5,,,3088.9,5274.0,,2911.0,3302.0,,,,,,3789.0,-1880.9,2484.9,,2986.5,,,-560.1,1625.0,,False,,,,,,False,True,True,,False,,,True,True,
01099,109,195.0,78.0,,,,,,335.0,196.3,170.2,,93.0,,,,,,86.0,-31.0,,,,,,226.0,87.3,61.2,,-16.0,,,,,,True,,,,,,False,False,True,,True,,,,,
01101,2092,4120.0,3548.0,,,,,,3231.0,4907.5,2821.9,,4752.5,,,2723.4,3846.0,,2028.0,1456.0,,,,,,1139.0,2815.5,729.9,,2660.5,,,631.4,1754.0,,True,,,,,,True,False,True,,False,,,True,True,
01103,849,1710.0,1012.0,,,,,,2482.0,957.3,1129.0,,1273.0,,,516.4,,,861.0,163.0,,,,,,1633.0,108.3,280.0,,424.0,,,-332.6,,,True,,,,,,False,True,True,,True,,,True,,
01105,86,90.0,135.0,,,,,,138.0,143.6,92.1,,56.0,,,,,,4.0,49.0,,,,,,52.0,57.6,6.1,,-30.0,,,,,,False,,,,,,False,False,False,,False,,,,,
01107,204,325.0,141.0,,,,,,394.0,21.6,197.1,,177.0,,,,,,121.0,-63.0,,,,,,190.0,-182.4,-6.9,,-27.0,,,,,,True,,,,,,False,False,True,,True,,,,,
01109,204,535.0,245.0,,,,,,545.0,388.9,415.0,,523.0,,,400.5,,,331.0,41.0,,,,,,341.0,184.9,211.0,,319.0,,,196.5,,,True,,,,,,False,True,True,,True,,,True,,
01111,139,285.0,305.0,,,,,,372.0,503.5,205.6,,178.0,,,,,,146.0,166.0,,,,,,233.0,364.5,66.6,,39.0,,,,,,False,,,,,,False,False,True,,True,,,,,
01113,379,770.0,348.0,,,,,,887.0,4089.7,792.9,,1063.0,,,622.6,,,391.0,-31.0,,,,,,508.0,3710.7,413.9,,684.0,,,243.6,,,True,,,,,,False,False,False,,False,,,True,,
01115,959,1415.0,1235.0,,,,,,1549.0,1054.7,895.3,,1327.0,,,485.4,,,456.0,276.0,,,,,,590.0,95.7,-63.7,,368.0,,,-473.6,,,True,,,,,,False,True,True,,True,,,False,,
01117,2237,3825.0,4424.0,,,,,,3780.0,2529.1,2717.2,,5612.5,,,2553.4,4515.0,,1588.0,2187.0,,,,,,1543.0,292.1,480.2,,3375.5,,,316.4,2278.0,,False,,,,,,True,True,True,,False,,,True,False,
01119,81,115.0,18.0,,,,,,190.0,247.7,72.9,,96.0,,,,,,34.0,-63.0,,,,,,109.0,166.7,-8.1,,15.0,,,,,,False,,,,,,False,False,True,,True,,,,,
01121,881,1585.0,366.0,,,,,,1411.0,1045.3,927.3,,1958.0,,,965.3,,,704.0,-515.0,,,,,,530.0,164.3,46.3,,1077.0,,,84.3,,,True,,,,,,True,True,True,,False,,,True,,
01123,407,700.0,155.0,,,,,,603.0,11689.0,698.6,,1356.5,,,380.1,,,293.0,-252.0,,,,,,196.0,11282.0,291.6,,949.5,,,-26.9,,,True,,,,,,True,False,True,,False,,,True,,
01125,2150,3745.0,7375.0,,,,,,4035.0,3237.2,2442.0,,6051.5,,,2810.2,5707.0,,1595.0,5225.0,,,,,,1885.0,1087.2,292.0,,3901.5,,,660.2,3557.0,,False,,,,,,False,True,True,,False,,,True,False,
01127,469,515.0,261.0,,,,,,1346.0,245.2,540.2,,325.0,,,951.5,,,46.0,-208.0,,,,,,877.0,-223.8,71.2,,-144.0,,,482.5,,,False,,,,,,False,False,False,,False,,,False,,
01129,115,235.0,177.0,,,,,,341.0,99.3,159.4,,174.0,,,,,,120.0,62.0,,,,,,226.0,-15.7,44.4,,59.0,,,,,,True,,,,,,False,True,True,,True,,,,,
01131,108,230.0,225.0,,,,,,131.0,179.7,142.8,,264.0,,,,,,122.0,117.0,,,,,,23.0,71.7,34.8,,156.0,,,,,,True,,,,,,True,True,True,,False,,,,,
01133,216,220.0,192.0,,,,,,511.0,204.4,199.4,,98.0,,,68.2,,,4.0,-24.0,,,,,,295.0,-11.6,-16.6,,-118.0,,,-147.8,,,False,,,,,,False,False,False,,False,,,False,,
02013,277,75.0,,,,,,,,515.4,66.4,,35.0,,,,,,-202.0,,,,,,,,238.4,-210.6,,-242.0,,,,,,,,,,,,,False,False,,False,,,,,
02016,306,145.0,,,,,,,,471.9,154.3,,162.0,,,,,,-161.0,,,,,,,,165.9,-151.7,,-144.0,,,,,,,,,,,,,False,True,,True,,,,,
02020,1493,2000.0,1447.0,,,,,,,620.6,1609.6,,1251.0,,,3005.1,937.0,,507.0,-46.0,,,,,,,-872.4,116.6,,-242.0,,,1512.1,-556.0,,True,,,,,,,False,True,,True,,,False,False,
02050,274,890.0,0.0,,,,,,,395.5,413.5,,639.0,,,,,,616.0,-274.0,,,,,,,121.5,139.5,,365.0,,,,,,True,,,,,,,True,True,,True,,,,,
02060,0,0.0,0.0,,,,,,,0.2,0.0,,,,,,,,0.0,0.0,,,,,,,0.2,0.0,,,,,,,,True,,,,,,,False,True,,,,,,,
02068,7,20.0,0.0,,,,,,,9.1,9.8,,5.0,,,,,,13.0,-7.0,,,,,,,2.1,2.8,,-2.0,,,,,,True,,,,,,,True,True,,True,,,,,
02070,39,30.0,0.0,,,,,,,29.2,26.3,,6.0,,,,,,-9.0,-39.0,,,,,,,-9.8,-12.7,,-33.0,,,,,,False,,,,,,,False,False,,False,,,,,
02090,460,450.0,231.0,,,,,,,223.2,524.3,,191.0,,,484.9,,,-10.0,-229.0,,,,,,,-236.8,64.3,,-269.0,,,24.9,,,False,,,,,,,False,False,,False,,,False,,
02100,2,10.0,0.0,,,,,,,63.4,12.2,,5.0,,,,,,8.0,-2.0,,,,,,,61.4,10.2,,3.0,,,,,,True,,,,,,,False,False,,True,,,,,
02105,0,0.0,0.0,,,,,,,0.3,0.0,,,,,,,,0.0,0.0,,,,,,,0.3,0.0,,,,,,,,True,,,,,,,False,True,,,,,,,
02110,108,110.0,130.0,,,,,,,246.3,85.5,,166.0,,,,,,2.0,22.0,,,,,,,138.3,-22.5,,58.0,,,,,,False,,,,,,,False,False,,False,,,,,
02122,130,140.0,135.0,,,,,,,92.9,167.5,,63.0,,,75.2,,,10.0,5.0,,,,,,,-37.1,37.5,,-67.0,,,-54.8,,,True,,,,,,,False,False,,False,,,False,,
02130,94,45.0,0.0,,,,,,,3.9,40.2,,22.0,,,,,,-49.0,-94.0,,,,,,,-90.1,-53.8,,-72.0,,,,,,False,,,,,,,False,False,,False,,,,,
02150,31,50.0,0.0,,,,,,,40.3,73.2,,14.0,,,,,,19.0,-31.0,,,,,,,9.3,42.2,,-17.0,,,,,,False,,,,,,,True,False,,True,,,,,
02158,97,205.0,0.0,,,,,,,535.8,132.8,,175.0,,,,,,108.0,-97.0,,,,,,,438.8,35.8,,78.0,,,,,,True,,,,,,,False,True,,True,,,,,
02164,12,0.0,0.0,,,,,,,184.1,9.9,,14.0,,,,,,-12.0,-12.0,,,,,,,172.1,-2.1,,2.0,,,,,,False,,,,,,,False,True,,True,,,,,
02170,1382,730.0,612.0,,,,,,,399.4,646.2,,454.0,,,1369.0,,,-652.0,-770.0,,,,,,,-982.6,-735.8,,-928.0,,,-13.0,,,False,,,,,,,False,False,,False,,,True,,
02180,20,20.0,0.0,,,,,,,73.2,25.7,,11.0,,,,,,0.0,-20.0,,,,,,,53.2,5.7,,-9.0,,,,,,False,,,,,,,False,False,,False,,,,,
02185,34,45.0,0.0,,,,,,,19.4,76.6,,0.0,,,,,,11.0,-34.0,,,,,,,-14.6,42.6,,-34.0,,,,,,False,,,,,,,False,False,,False,,,,,
02188,19,60.0,0.0,,,,,,,67.9,79.4,,21.0,,,,,,41.0,-19.0,,,,,,,48.9,60.4,,2.0,,,,,,True,,,,,,,False,False,,True,,,,,
02195,92,0.0,0.0,,,,,,,0.6,7.2,,13.0,,,,,,-92.0,-92.0,,,,,,,-91.4,-84.8,,-79.0,,,,,,False,,,,,,,True,True,,True,,,,,
02198,6,5.0,0.0,,,,,,,0.7,4.6,,5.0,,,,,,-1.0,-6.0,,,,,,,-5.3,-1.4,,-1.0,,,,,,False,,,,,,,False,False,,False,,,,,
02220,21,25.0,0.0,,,,,,,12.8,27.7,,5.0,,,,,,4.0,-21.0,,,,,,,-8.2,6.7,,-16.0,,,,,,False,,,,,,,False,False,,False,,,,,
02230,4,0.0,0.0,,,,,,,0.0,2.7,,0.0,,,,,,-4.0,-4.0,,,,,,,-4.0,-1.3,,-4.0,,,,,,False,,,,,,,True,True,,False,,,,,
02240,63,50.0,0.0,,,,,,,1790.9,13.3,,17.0,,,,,,-13.0,-63.0,,,,,,,1727.9,-49.7,,-46.0,,,,,,False,,,,,,,False,False,,False,,,,,
02261,16,170.0,,,,,,,,20.1,73.0,,75.0,,,,,,154.0,,,,,,,,4.1,57.0,,59.0,,,,,,,,,,,,,True,True,,True,,,,,
02275,5,0.0,0.0,,,,,,,725.5,7.4,,1.0,,,,,,-5.0,-5.0,,,,,,,720.5,2.4,,-4.0,,,,,,False,,,,,,,False,True,,True,,,,,
02282,3,10.0,0.0,,,,,,,7.3,5.9,,14.0,,,,,,7.0,-3.0,,,,,,,4.3,2.9,,11.0,,,,,,True,,,,,,,True,True,,False,,,,,
02290,68,40.0,,,,,,,,12.5,27.7,,7.0,,,,,,-28.0,,,,,,,,-55.5,-40.3,,-61.0,,,,,,,,,,,,,False,False,,False,,,,,
04001,1148,3035.0,2162.0,,,,,,2081.0,1170.8,1343.6,,1256.0,,,1595.6,,,1887.0,1014.0,,,,,,933.0,22.8,195.6,,108.0,,,447.6,,,True,,,,,,True,True,True,,True,,,True,,
04003,916,1635.0,957.0,,,,,,2105.0,591.9,1689.9,,701.5,,,2001.9,,,719.0,41.0,,,,,,1189.0,-324.1,773.9,,-214.5,,,1085.9,,,True,,,,,,False,True,False,,True,,,False,,
04005,1584,2585.0,2138.0,,,,,,2246.0,1450.6,2027.2,,1635.0,,,1910.4,1037.0,,1001.0,554.0,,,,,,662.0,-133.4,443.2,,51.0,,,326.4,-547.0,,True,,,,,,True,True,True,,True,,,True,True,
04007,438,1385.0,1265.0,,,,,,1446.0,842.2,829.1,,980.0,,,608.5,,,947.0,827.0,,,,,,1008.0,404.2,391.1,,542.0,,,170.5,,,True,,,,,,False,True,True,,True,,,True,,
04009,242,1535.0,1466.0,,,,,,931.0,933.7,841.4,,804.5,,,562.0,,,1293.0,1224.0,,,,,,689.0,691.7,599.4,,562.5,,,320.0,,,True,,,,,,True,True,True,,True,,,True,,
04011,39,65.0,0.0,,,,,,217.0,81.6,54.6,,33.0,,,,,,26.0,-39.0,,,,,,178.0,42.6,15.6,,-6.0,,,,,,False,,,,,,False,False,True,,True,,,,,
04012,231,410.0,367.0,,,,,,587.0,187.9,309.2,,248.0,,,396.7,,,179.0,136.0,,,,,,356.0,-43.1,78.2,,17.0,,,165.7,,,True,,,,,,False,True,True,,True,,,True,,
04013,45917,124315.0,145278.0,,,,,,121721.0,62591.6,76323.9,,65113.0,,,44316.6,53674.0,,78398.0,99361.0,,,,,,75804.0,16674.6,30406.9,,19196.0,,,-1600.4,7757.0,,False,,,,,,True,True,True,,True,,,True,True,
04015,2170,5515.0,5667.0,,,,,,2280.0,3138.3,4045.6,,3506.0,,,1994.6,2537.0,,3345.0,3497.0,,,,,,110.0,968.3,1875.6,,1336.0,,,-175.4,367.0,,False,,,,,,True,True,True,,True,,,True,True,
04017,1374,2345.0,1046.0,,,,,,2968.0,2617.7,1622.4,,1583.5,,,2122.7,,,971.0,-328.0,,,,,,1594.0,1243.7,248.4,,209.5,,,748.7,,,True,,,,,,False,False,True,,True,,,True,,
04019,9535,25450.0,18189.0,,,,,,27990.0,16765.3,20042.6,,15620.0,,,18739.3,9758.0,,15915.0,8654.0,,,,,,18455.0,7230.3,10507.6,,6085.0,,,9204.3,223.0,,True,,,,,,False,True,True,,True,,,True,True,
04021,4564,14090.0,12058.0,,,,,,12444.0,5091.2,9218.8,,3918.0,,,4029.9,4945.0,,9526.0,7494.0,,,,,,7880.0,527.2,4654.8,,-646.0,,,-534.1,381.0,,True,,,,,,True,True,True,,True,,,True,True,
04023,255,740.0,380.0,,,,,,1653.0,248.1,637.7,,301.0,,,557.6,,,485.0,125.0,,,,,,1398.0,-6.9,382.7,,46.0,,,302.6,,,True,,,,,,False,True,True,,True,,,True,,
04025,1825,2755.0,1003.0,,,,,,3312.0,1927.3,2859.3,,1283.5,,,1372.3,874.0,,930.0,-822.0,,,,,,1487.0,102.3,1034.3,,-541.5,,,-452.7,-951.0,,True,,,,,,False,True,False,,True,,,True,False,
04027,1561,4250.0,1816.0,,,,,,5070.0,1393.0,3151.0,,2180.0,,,2067.0,1418.0,,2689.0,255.0,,,,,,3509.0,-168.0,1590.0,,619.0,,,506.0,-143.0,,True,,,,,,False,True,True,,True,,,True,True,
05001,235,465.0,383.0,,,,,,294.0,603.7,286.2,,283.5,,,,,,230.0,148.0,,,,,,59.0,368.7,51.2,,48.5,,,,,,True,,,,,,True,False,True,,True,,,,,
05003,212,325.0,332.0,,,,,,352.0,346.8,171.5,,194.0,,,,,,113.0,120.0,,,,,,140.0,134.8,-40.5,,-18.0,,,,,,False,,,,,,False,False,True,,True,,,,,
05005,282,430.0,250.0,,,,,,360.0,88.0,315.6,,194.0,,,,,,148.0,-32.0,,,,,,78.0,-194.0,33.6,,-88.0,,,,,,True,,,,,,True,False,True,,True,,,,,
05007,2452,4915.0,2925.0,,,,,,4225.0,591.0,3423.4,,3336.5,,,5598.3,2200.0,,2463.0,473.0,,,,,,1773.0,-1861.0,971.4,,884.5,,,3146.3,-252.0,,True,,,,,,True,True,True,,True,,,False,True,
05009,341,870.0,767.0,,,,,,391.0,389.2,425.6,,598.0,,,,,,529.0,426.0,,,,,,50.0,48.2,84.6,,257.0,,,,,,True,,,,,,True,True,True,,True,,,,,
05011,78,245.0,150.0,,,,,,207.0,39.3,129.1,,110.0,,,,,,167.0,72.0,,,,,,129.0,-38.7,51.1,,32.0,,,,,,True,,,,,,True,True,True,,True,,,,,
05013,59,150.0,105.0,,,,,,122.0,96.9,71.6,,113.0,,,,,,91.0,46.0,,,,,,63.0,37.9,12.6,,54.0,,,,,,True,,,,,,True,True,True,,True,,,,,
05015,160,500.0,313.0,,,,,,289.0,71.7,303.3,,300.0,,,,,,340.0,153.0,,,,,,129.0,-88.3,143.3,,140.0,,,,,,True,,,,,,True,True,True,,True,,,,,
05017,45,90.0,,,,,,,157.0,46.6,112.9,,12.0,,,,,,45.0,,,,,,,112.0,1.6,67.9,,-33.0,,,,,,,,,,,,False,True,False,,True,,,,,
05019,226,460.0,196.0,,,,,,467.0,206.8,234.1,,335.0,,,,,,234.0,-30.0,,,,,,241.0,-19.2,8.1,,109.0,,,,,,True,,,,,,False,True,True,,True,,,,,
