,actual_cases,COVIDhub-baseline,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,FDANIHASU-Sweight,IBF-TimeSeries,IowaStateLW-STEM,JHUAPL-Bucky,JHU_IDD-CovidSP,LANL-GrowthRate,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,USC-SI_kJalpha,error-COVIDhub-baseline,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-FDANIHASU-Sweight,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-LANL-GrowthRate,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-USC-SI_kJalpha,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-FDANIHASU-Sweight,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-LANL-GrowthRate,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-USC-SI_kJalpha
29043,489,1080.0,253.0,,,,,,1448.0,141.7,970.1,735.0,,1111.7,,,591.0,-236.0,,,,,,959.0,-347.3,481.1,246.0,,622.7,,,True,,,,,,False,True,True,True,,False,,
29045,46,108.0,62.0,,,,,,86.0,264.7,56.4,54.0,,,,,62.0,16.0,,,,,,40.0,218.7,10.4,8.0,,,,,True,,,,,,True,False,True,True,,,,
29047,686,1194.0,627.0,,,,,,4483.0,346.9,1917.4,862.5,,928.4,503.0,,508.0,-59.0,,,,,,3797.0,-339.1,1231.4,176.5,,242.4,-183.0,,True,,,,,,False,True,False,True,,True,True,
29049,94,150.0,40.0,,,,,,402.0,39.4,180.3,120.0,,,,,56.0,-54.0,,,,,,308.0,-54.6,86.3,26.0,,,,,True,,,,,,False,True,False,True,,,,
29051,367,564.0,73.0,,,,,,1075.0,67.2,740.5,229.5,,566.5,,,197.0,-294.0,,,,,,708.0,-299.8,373.5,-137.5,,199.5,,,False,,,,,,False,False,False,True,,False,,
29053,76,108.0,36.0,,,,,,285.0,96.6,152.3,86.0,,,,,32.0,-40.0,,,,,,209.0,20.6,76.3,10.0,,,,,False,,,,,,False,True,False,True,,,,
29055,118,234.0,35.0,,,,,,297.0,38.3,228.4,178.0,,,,,116.0,-83.0,,,,,,179.0,-79.7,110.4,60.0,,,,,True,,,,,,False,True,True,True,,,,
29057,19,42.0,6.0,,,,,,156.0,9.2,41.3,38.0,,,,,23.0,-13.0,,,,,,137.0,-9.8,22.3,19.0,,,,,True,,,,,,False,True,True,True,,,,
29059,64,132.0,50.0,,,,,,230.0,26.3,102.6,126.0,,,,,68.0,-14.0,,,,,,166.0,-37.7,38.6,62.0,,,,,True,,,,,,False,True,True,True,,,,
29061,46,78.0,16.0,,,,,,166.0,11.3,77.3,63.0,,,,,32.0,-30.0,,,,,,120.0,-34.7,31.3,17.0,,,,,True,,,,,,False,False,True,True,,,,
29063,48,144.0,34.0,,,,,,220.0,29.0,103.8,88.0,,,,,96.0,-14.0,,,,,,172.0,-19.0,55.8,40.0,,,,,True,,,,,,False,True,True,True,,,,
29065,42,126.0,25.0,,,,,,217.0,69.6,91.5,37.0,,,,,84.0,-17.0,,,,,,175.0,27.6,49.5,-5.0,,,,,True,,,,,,False,True,True,True,,,,
29067,40,144.0,31.0,,,,,,195.0,33.7,132.0,104.0,,,,,104.0,-9.0,,,,,,155.0,-6.3,92.0,64.0,,,,,True,,,,,,False,True,True,True,,,,
29069,109,282.0,58.0,,,,,,685.0,64.4,251.6,209.0,,333.8,,,173.0,-51.0,,,,,,576.0,-44.6,142.6,100.0,,224.8,,,True,,,,,,False,True,True,True,,False,,
29071,627,1608.0,550.0,,,,,,1265.0,320.3,1193.5,1157.5,,1114.4,,,981.0,-77.0,,,,,,638.0,-306.7,566.5,530.5,,487.4,,,True,,,,,,True,True,True,True,,True,,
29073,67,192.0,48.0,,,,,,172.0,63.8,144.8,179.0,,,,,125.0,-19.0,,,,,,105.0,-3.2,77.8,112.0,,,,,True,,,,,,True,True,True,True,,,,
29075,39,138.0,19.0,,,,,,128.0,15.4,84.4,138.0,,,,,99.0,-20.0,,,,,,89.0,-23.6,45.4,99.0,,,,,True,,,,,,True,True,True,False,,,,
29077,1746,3414.0,951.0,,,,,,5184.0,509.8,3745.1,2499.0,,2148.7,832.0,,1668.0,-795.0,,,,,,3438.0,-1236.2,1999.1,753.0,,402.7,-914.0,,True,,,,,,False,True,False,True,,True,True,
29079,47,96.0,28.0,,,,,,218.0,25.3,72.7,88.5,,,,,49.0,-19.0,,,,,,171.0,-21.7,25.7,41.5,,,,,True,,,,,,False,True,True,True,,,,
29081,78,186.0,26.0,,,,,,153.0,78.0,95.0,168.0,,,,,108.0,-52.0,,,,,,75.0,-0.0,17.0,90.0,,,,,True,,,,,,True,True,True,True,,,,
29083,147,168.0,44.0,,,,,,424.0,46.4,170.7,149.0,,,,,21.0,-103.0,,,,,,277.0,-100.6,23.7,2.0,,,,,False,,,,,,False,False,False,True,,,,
29085,12,6.0,2.0,,,,,,136.0,11.2,33.7,0.0,,,,,-6.0,-10.0,,,,,,124.0,-0.8,21.7,-12.0,,,,,False,,,,,,False,True,False,False,,,,
29087,13,48.0,0.0,,,,,,66.0,2.8,20.7,19.0,,,,,35.0,-13.0,,,,,,53.0,-10.2,7.7,6.0,,,,,True,,,,,,False,True,True,True,,,,
29089,43,78.0,15.0,,,,,,140.0,15.0,58.0,29.0,,,,,35.0,-28.0,,,,,,97.0,-28.0,15.0,-14.0,,,,,True,,,,,,False,True,True,True,,,,
29091,147,324.0,76.0,,,,,,769.0,89.1,384.1,317.0,,,,,177.0,-71.0,,,,,,622.0,-57.9,237.1,170.0,,,,,True,,,,,,False,True,False,True,,,,
29093,22,12.0,7.0,,,,,,155.0,8.3,57.8,0.0,,,,,-10.0,-15.0,,,,,,133.0,-13.7,35.8,-22.0,,,,,False,,,,,,False,False,False,False,,,,
29095,2955,4872.0,9305.0,,,,,,11953.0,1659.0,6075.9,4891.0,,4141.6,3095.0,,1917.0,6350.0,,,,,,8998.0,-1296.0,3120.9,1936.0,,1186.6,140.0,,False,,,,,,False,True,False,False,,True,True,
29097,965,1830.0,632.0,,,,,,3137.0,301.3,1451.7,1262.0,,1364.5,,,865.0,-333.0,,,,,,2172.0,-663.7,486.7,297.0,,399.5,,,True,,,,,,False,True,True,True,,True,,
29099,1315,3450.0,4732.0,,,,,,2970.0,617.4,2444.4,2281.0,,3252.6,1272.0,,2135.0,3417.0,,,,,,1655.0,-697.6,1129.4,966.0,,1937.6,-43.0,,False,,,,,,True,True,True,True,,True,True,
29101,298,498.0,150.0,,,,,,986.0,87.5,464.3,289.5,,631.4,,,200.0,-148.0,,,,,,688.0,-210.5,166.3,-8.5,,333.4,,,True,,,,,,False,False,True,True,,False,,
29103,10,48.0,0.0,,,,,,62.0,30.8,27.8,24.0,,,,,38.0,-10.0,,,,,,52.0,20.8,17.8,14.0,,,,,True,,,,,,False,True,True,True,,,,
29105,161,270.0,57.0,,,,,,496.0,57.0,373.2,202.0,,,,,109.0,-104.0,,,,,,335.0,-104.0,212.2,41.0,,,,,True,,,,,,False,True,False,True,,,,
29107,242,426.0,377.0,,,,,,614.0,58.9,300.5,339.0,,300.8,,,184.0,135.0,,,,,,372.0,-183.1,58.5,97.0,,58.8,,,True,,,,,,False,True,True,True,,True,,
29109,177,336.0,50.0,,,,,,868.0,7.7,304.8,288.0,,,,,159.0,-127.0,,,,,,691.0,-169.3,127.8,111.0,,,,,True,,,,,,False,False,True,True,,,,
29111,20,84.0,20.0,,,,,,127.0,36.0,67.2,45.0,,,,,64.0,0.0,,,,,,107.0,16.0,47.2,25.0,,,,,True,,,,,,False,True,True,True,,,,
29113,345,564.0,200.0,,,,,,599.0,88.0,481.6,360.0,,694.4,,,219.0,-145.0,,,,,,254.0,-257.0,136.6,15.0,,349.4,,,True,,,,,,False,False,True,True,,False,,
29115,45,126.0,36.0,,,,,,193.0,22.7,104.9,112.0,,,,,81.0,-9.0,,,,,,148.0,-22.3,59.9,67.0,,,,,True,,,,,,False,True,True,True,,,,
29117,102,288.0,93.0,,,,,,315.0,48.5,204.6,320.0,,,,,186.0,-9.0,,,,,,213.0,-53.5,102.6,218.0,,,,,True,,,,,,False,True,True,False,,,,
29119,89,192.0,45.0,,,,,,701.0,70.0,233.9,244.0,,,,,103.0,-44.0,,,,,,612.0,-19.0,144.9,155.0,,,,,True,,,,,,False,True,False,False,,,,
29121,90,414.0,398.0,,,,,,236.0,63.2,155.3,335.0,,,,,324.0,308.0,,,,,,146.0,-26.8,65.3,245.0,,,,,True,,,,,,True,True,True,True,,,,
29123,36,150.0,8.0,,,,,,200.0,5.4,116.1,64.0,,,,,114.0,-28.0,,,,,,164.0,-30.6,80.1,28.0,,,,,True,,,,,,False,True,True,True,,,,
29125,26,66.0,9.0,,,,,,105.0,27.2,40.6,49.0,,,,,40.0,-17.0,,,,,,79.0,1.2,14.6,23.0,,,,,True,,,,,,False,True,True,True,,,,
29127,98,318.0,65.0,,,,,,379.0,32.8,237.6,227.0,,,,,220.0,-33.0,,,,,,281.0,-65.2,139.6,129.0,,,,,True,,,,,,False,True,True,True,,,,
29129,23,18.0,0.0,,,,,,65.0,4.9,17.6,7.0,,,,,-5.0,-23.0,,,,,,42.0,-18.1,-5.4,-16.0,,,,,False,,,,,,False,False,False,False,,,,
29131,75,228.0,52.0,,,,,,344.0,31.6,239.4,143.0,,,,,153.0,-23.0,,,,,,269.0,-43.4,164.4,68.0,,,,,True,,,,,,False,True,False,True,,,,
29133,81,108.0,9.0,,,,,,214.0,8.2,59.8,104.0,,,,,27.0,-72.0,,,,,,133.0,-72.8,-21.2,23.0,,,,,False,,,,,,False,False,True,True,,,,
29135,45,162.0,34.0,,,,,,246.0,25.1,150.1,92.0,,,,,117.0,-11.0,,,,,,201.0,-19.9,105.1,47.0,,,,,True,,,,,,False,True,True,True,,,,
29137,30,36.0,7.0,,,,,,107.0,2.8,52.9,14.0,,,,,6.0,-23.0,,,,,,77.0,-27.2,22.9,-16.0,,,,,False,,,,,,False,False,False,False,,,,
29139,24,24.0,7.0,,,,,,106.0,7.5,61.4,0.0,,,,,0.0,-17.0,,,,,,82.0,-16.5,37.4,-24.0,,,,,False,,,,,,False,False,False,False,,,,
29141,59,60.0,23.0,,,,,,259.0,20.3,129.2,36.0,,,,,1.0,-36.0,,,,,,200.0,-38.7,70.2,-23.0,,,,,False,,,,,,False,False,False,False,,,,
29143,53,132.0,0.0,,,,,,267.0,10.3,141.2,34.0,,,,,79.0,-53.0,,,,,,214.0,-42.7,88.2,-19.0,,,,,True,,,,,,False,True,False,True,,,,
29145,238,414.0,59.0,,,,,,1806.0,80.1,544.3,277.0,,279.2,,,176.0,-179.0,,,,,,1568.0,-157.9,306.3,39.0,,41.2,,,False,,,,,,False,True,False,True,,True,,
29147,88,210.0,76.0,,,,,,385.0,15.5,176.0,246.0,,,,,122.0,-12.0,,,,,,297.0,-72.5,88.0,158.0,,,,,True,,,,,,False,True,True,False,,,,
29149,34,84.0,21.0,,,,,,196.0,12.0,70.4,62.0,,,,,50.0,-13.0,,,,,,162.0,-22.0,36.4,28.0,,,,,True,,,,,,False,True,True,True,,,,
29151,81,168.0,36.0,,,,,,189.0,30.0,149.4,162.0,,,,,87.0,-45.0,,,,,,108.0,-51.0,68.4,81.0,,,,,True,,,,,,False,True,True,True,,,,
29153,51,132.0,74.0,,,,,,144.0,123.1,150.8,160.0,,,,,81.0,23.0,,,,,,93.0,72.1,99.8,109.0,,,,,True,,,,,,False,True,False,False,,,,
29155,50,114.0,25.0,,,,,,355.0,13.9,103.4,96.5,,,,,64.0,-25.0,,,,,,305.0,-36.1,53.4,46.5,,,,,True,,,,,,False,True,True,True,,,,
29157,82,132.0,27.0,,,,,,313.0,15.7,132.8,57.0,,,,,50.0,-55.0,,,,,,231.0,-66.3,50.8,-25.0,,,,,False,,,,,,False,False,False,True,,,,
29159,270,522.0,543.0,,,,,,880.0,68.7,467.7,186.0,,702.2,,,252.0,273.0,,,,,,610.0,-201.3,197.7,-84.0,,432.2,,,False,,,,,,False,True,True,True,,False,,
29161,190,414.0,106.0,,,,,,509.0,194.6,370.9,227.0,,,,,224.0,-84.0,,,,,,319.0,4.6,180.9,37.0,,,,,True,,,,,,False,True,True,True,,,,
29163,69,192.0,42.0,,,,,,204.0,60.3,146.6,115.0,,,,,123.0,-27.0,,,,,,135.0,-8.7,77.6,46.0,,,,,True,,,,,,False,True,True,True,,,,
29165,308,342.0,43.0,,,,,,1694.0,121.6,808.8,284.0,,796.1,,,34.0,-265.0,,,,,,1386.0,-186.4,500.8,-24.0,,488.1,,,False,,,,,,False,False,False,True,,False,,
29167,162,120.0,27.0,,,,,,526.0,27.6,282.6,21.0,,,,,-42.0,-135.0,,,,,,364.0,-134.4,120.6,-141.0,,,,,False,,,,,,False,False,False,False,,,,
29169,114,246.0,33.0,,,,,,662.0,24.4,372.9,54.0,,719.8,,,132.0,-81.0,,,,,,548.0,-89.6,258.9,-60.0,,605.8,,,True,,,,,,False,True,False,True,,False,,
29171,11,48.0,0.0,,,,,,88.0,16.5,19.8,6.0,,,,,37.0,-11.0,,,,,,77.0,5.5,8.8,-5.0,,,,,True,,,,,,False,True,True,True,,,,
29173,33,78.0,12.0,,,,,,115.0,3.4,64.4,25.0,,,,,45.0,-21.0,,,,,,82.0,-29.6,31.4,-8.0,,,,,True,,,,,,False,True,True,True,,,,
29175,51,108.0,52.0,,,,,,376.0,96.0,165.3,92.0,,,,,57.0,1.0,,,,,,325.0,45.0,114.3,41.0,,,,,True,,,,,,False,True,False,True,,,,
29177,169,336.0,105.0,,,,,,428.0,47.7,248.2,270.0,,,,,167.0,-64.0,,,,,,259.0,-121.3,79.2,101.0,,,,,True,,,,,,False,True,True,True,,,,
29179,8,18.0,3.0,,,,,,106.0,10.8,21.9,0.0,,,,,10.0,-5.0,,,,,,98.0,2.8,13.9,-8.0,,,,,True,,,,,,False,True,False,True,,,,
29181,96,108.0,27.0,,,,,,224.0,22.9,101.8,126.0,,,,,12.0,-69.0,,,,,,128.0,-73.1,5.8,30.0,,,,,False,,,,,,False,False,True,False,,,,
29183,2160,4932.0,4228.0,,,,,,4986.0,909.0,3935.4,3384.5,,6163.1,2446.0,,2772.0,2068.0,,,,,,2826.0,-1251.0,1775.4,1224.5,,4003.1,286.0,,True,,,,,,False,True,True,True,,False,True,
29185,64,132.0,24.0,,,,,,158.0,9.6,64.7,87.0,,,,,68.0,-40.0,,,,,,94.0,-54.4,0.7,23.0,,,,,True,,,,,,False,True,True,True,,,,
29186,81,150.0,21.0,,,,,,284.0,13.8,141.8,83.0,,,,,69.0,-60.0,,,,,,203.0,-67.2,60.8,2.0,,,,,True,,,,,,False,True,True,True,,,,
29187,348,732.0,153.0,,,,,,983.0,78.1,756.5,423.0,,824.8,,,384.0,-195.0,,,,,,635.0,-269.9,408.5,75.0,,476.8,,,True,,,,,,False,True,False,True,,False,,
29189,8507,16482.0,12871.0,,,,,,11186.0,3328.8,12291.5,11685.5,,18729.3,8305.0,,7975.0,4364.0,,,,,,2679.0,-5178.2,3784.5,3178.5,,10222.3,-202.0,,True,,,,,,True,True,True,True,,False,True,
29195,148,336.0,121.0,,,,,,474.0,46.2,259.8,169.0,,193.8,,,188.0,-27.0,,,,,,326.0,-101.8,111.8,21.0,,45.8,,,True,,,,,,False,True,True,True,,True,,
29197,30,84.0,7.0,,,,,,74.0,7.5,40.9,13.0,,,,,54.0,-23.0,,,,,,44.0,-22.5,10.9,-17.0,,,,,True,,,,,,True,True,True,True,,,,
29199,28,6.0,0.0,,,,,,101.0,1.3,14.0,17.0,,,,,-22.0,-28.0,,,,,,73.0,-26.7,-14.0,-11.0,,,,,False,,,,,,False,False,True,True,,,,
29201,219,294.0,45.0,,,,,,681.0,51.3,291.3,158.0,,350.2,,,75.0,-174.0,,,,,,462.0,-167.7,72.3,-61.0,,131.2,,,False,,,,,,False,False,True,True,,False,,
29203,32,12.0,6.0,,,,,,114.0,11.8,41.3,1.0,,,,,-20.0,-26.0,,,,,,82.0,-20.2,9.3,-31.0,,,,,False,,,,,,False,False,True,False,,,,
29205,22,60.0,7.0,,,,,,80.0,8.5,36.8,29.0,,,,,38.0,-15.0,,,,,,58.0,-13.5,14.8,7.0,,,,,True,,,,,,False,True,True,True,,,,
29207,138,228.0,123.0,,,,,,533.0,64.7,176.6,225.0,,217.7,,,90.0,-15.0,,,,,,395.0,-73.3,38.6,87.0,,79.7,,,True,,,,,,False,True,True,True,,True,,
29209,165,246.0,46.0,,,,,,498.0,70.7,245.7,192.0,,,,,81.0,-119.0,,,,,,333.0,-94.3,80.7,27.0,,,,,False,,,,,,False,False,True,True,,,,
29211,16,102.0,18.0,,,,,,149.0,19.0,81.4,87.0,,,,,86.0,2.0,,,,,,133.0,3.0,65.4,71.0,,,,,True,,,,,,False,True,True,True,,,,
29213,298,702.0,249.0,,,,,,929.0,119.3,631.0,298.0,,880.3,,,404.0,-49.0,,,,,,631.0,-178.7,333.0,0.0,,582.3,,,True,,,,,,False,True,True,True,,False,,
29215,63,126.0,28.0,,,,,,347.0,35.6,161.8,22.0,,,,,63.0,-35.0,,,,,,284.0,-27.4,98.8,-41.0,,,,,True,,,,,,False,True,False,True,,,,
29217,98,210.0,30.0,,,,,,468.0,32.1,201.2,43.0,,,,,112.0,-68.0,,,,,,370.0,-65.9,103.2,-55.0,,,,,True,,,,,,False,True,True,True,,,,
29219,173,450.0,427.0,,,,,,340.0,76.7,379.5,323.0,,,,,277.0,254.0,,,,,,167.0,-96.3,206.5,150.0,,,,,True,,,,,,True,True,True,True,,,,
29221,103,264.0,37.0,,,,,,342.0,65.6,256.1,203.0,,,,,161.0,-66.0,,,,,,239.0,-37.4,153.1,100.0,,,,,True,,,,,,False,True,True,True,,,,
29223,54,144.0,33.0,,,,,,186.0,42.8,130.8,93.0,,,,,90.0,-21.0,,,,,,132.0,-11.2,76.8,39.0,,,,,True,,,,,,False,True,True,True,,,,
29225,147,462.0,83.0,,,,,,553.0,97.4,399.4,392.0,,232.0,,,315.0,-64.0,,,,,,406.0,-49.6,252.4,245.0,,85.0,,,True,,,,,,False,True,True,True,,True,,
29227,8,24.0,0.0,,,,,,40.0,4.2,11.0,35.0,,,,,16.0,-8.0,,,,,,32.0,-3.8,3.0,27.0,,,,,True,,,,,,False,True,True,False,,,,
29229,75,222.0,43.0,,,,,,256.0,50.2,214.8,114.0,,,,,147.0,-32.0,,,,,,181.0,-24.8,139.8,39.0,,,,,True,,,,,,False,True,True,True,,,,
29510,1719,2328.0,15.0,,,,,,3067.0,142.1,2211.9,4872.5,,3186.3,7197.0,,609.0,-1704.0,,,,,,1348.0,-1576.9,492.9,3153.5,,1467.3,5478.0,,False,,,,,,False,False,True,False,,False,False,
30001,26,78.0,,,,,,,114.0,9.3,71.4,78.0,,,,,52.0,,,,,,,88.0,-16.7,45.4,52.0,,,,,,,,,,,False,True,True,False,,,,
30003,97,180.0,0.0,,,,,,156.0,10.5,159.7,115.0,,,,,83.0,-97.0,,,,,,59.0,-86.5,62.7,18.0,,,,,False,,,,,,True,False,True,True,,,,
30005,79,48.0,,,,,,,53.0,0.8,34.6,43.0,,,,,-31.0,,,,,,,-26.0,-78.2,-44.4,-36.0,,,,,,,,,,,True,False,False,False,,,,
30007,67,72.0,10.0,,,,,,94.0,9.1,26.6,36.0,,,,,5.0,-57.0,,,,,,27.0,-57.9,-40.4,-31.0,,,,,False,,,,,,False,False,False,False,,,,
30009,78,84.0,23.0,,,,,,172.0,35.5,82.3,84.0,,,,,6.0,-55.0,,,,,,94.0,-42.5,4.3,6.0,,,,,False,,,,,,False,False,True,False,,,,
30011,6,0.0,0.0,,,,,,47.0,0.0,6.3,12.0,,,,,-6.0,-6.0,,,,,,41.0,-6.0,0.3,6.0,,,,,False,,,,,,False,True,True,False,,,,
30013,548,486.0,258.0,,,,,,1376.0,265.8,798.6,526.0,,331.7,,,-62.0,-290.0,,,,,,828.0,-282.2,250.6,-22.0,,-216.3,,,False,,,,,,False,False,False,True,,False,,
30015,65,36.0,,,,,,,51.0,10.6,49.3,5.0,,,,,-29.0,,,,,,,-14.0,-54.4,-15.7,-60.0,,,,,,,,,,,True,False,True,False,,,,
30017,54,60.0,,,,,,,192.0,28.0,135.1,17.0,,,,,6.0,,,,,,,138.0,-26.0,81.1,-37.0,,,,,,,,,,,False,False,False,False,,,,
30019,18,78.0,,,,,,,44.0,30.5,50.6,90.0,,,,,60.0,,,,,,,26.0,12.5,32.6,72.0,,,,,,,,,,,True,True,True,False,,,,
30021,66,126.0,19.0,,,,,,126.0,11.3,76.1,42.5,,,,,60.0,-47.0,,,,,,60.0,-54.7,10.1,-23.5,,,,,True,,,,,,False,True,True,True,,,,
30023,100,264.0,11.0,,,,,,131.0,41.0,74.6,160.0,,,,,164.0,-89.0,,,,,,31.0,-59.0,-25.4,60.0,,,,,True,,,,,,True,True,True,True,,,,
30025,7,0.0,0.0,,,,,,59.0,0.0,2.1,6.0,,,,,-7.0,-7.0,,,,,,52.0,-7.0,-4.9,-1.0,,,,,False,,,,,,False,False,True,True,,,,
30027,109,48.0,,,,,,,68.0,34.6,75.9,5.0,,,,,-61.0,,,,,,,-41.0,-74.4,-33.1,-104.0,,,,,,,,,,,True,False,True,False,,,,
30029,1258,2076.0,2735.0,,,,,,1619.0,357.1,1386.0,1628.0,,1056.4,,,818.0,1477.0,,,,,,361.0,-900.9,128.0,370.0,,-201.6,,,False,,,,,,True,False,True,True,,True,,
30031,1357,2370.0,985.0,,,,,,1521.0,534.5,1426.3,1690.5,,1923.4,,,1013.0,-372.0,,,,,,164.0,-822.5,69.3,333.5,,566.4,,,True,,,,,,True,True,True,True,,True,,
30033,2,0.0,0.0,,,,,,30.0,1.8,3.7,0.0,,,,,-2.0,-2.0,,,,,,28.0,-0.2,1.7,-2.0,,,,,False,,,,,,False,True,True,False,,,,
30035,110,198.0,96.0,,,,,,261.0,36.4,96.4,114.0,,,,,88.0,-14.0,,,,,,151.0,-73.6,-13.6,4.0,,,,,True,,,,,,False,True,True,True,,,,
30037,4,0.0,0.0,,,,,,11.0,0.6,3.2,11.0,,,,,-4.0,-4.0,,,,,,7.0,-3.4,-0.8,7.0,,,,,False,,,,,,False,True,True,False,,,,
30039,9,18.0,0.0,,,,,,42.0,2.0,18.3,30.0,,,,,9.0,-9.0,,,,,,33.0,-7.0,9.3,21.0,,,,,False,,,,,,False,True,False,False,,,,
30041,135,84.0,33.0,,,,,,288.0,12.5,146.8,36.0,,,,,-51.0,-102.0,,,,,,153.0,-122.5,11.8,-99.0,,,,,False,,,,,,False,False,True,False,,,,
30043,100,216.0,50.0,,,,,,158.0,28.1,120.1,157.0,,,,,116.0,-50.0,,,,,,58.0,-71.9,20.1,57.0,,,,,True,,,,,,True,True,True,True,,,,
30045,4,12.0,0.0,,,,,,18.0,2.2,7.9,6.0,,,,,8.0,-4.0,,,,,,14.0,-1.8,3.9,2.0,,,,,True,,,,,,False,True,True,True,,,,
30047,170,216.0,47.0,,,,,,392.0,78.1,269.6,76.0,,,,,46.0,-123.0,,,,,,222.0,-91.9,99.6,-94.0,,,,,False,,,,,,False,False,False,False,,,,
30049,693,1128.0,946.0,,,,,,1140.0,189.2,702.6,757.5,,1566.2,,,435.0,253.0,,,,,,447.0,-503.8,9.6,64.5,,873.2,,,True,,,,,,False,False,True,True,,False,,
30051,15,0.0,0.0,,,,,,50.0,52.8,2.3,6.0,,,,,-15.0,-15.0,,,,,,35.0,37.8,-12.7,-9.0,,,,,False,,,,,,False,False,True,True,,,,
30053,138,492.0,496.0,,,,,,400.0,123.6,218.5,332.0,,,,,354.0,358.0,,,,,,262.0,-14.4,80.5,194.0,,,,,False,,,,,,True,True,True,True,,,,
30055,26,18.0,0.0,,,,,,30.0,0.4,9.3,23.0,,,,,-8.0,-26.0,,,,,,4.0,-25.6,-16.7,-3.0,,,,,False,,,,,,True,False,False,True,,,,
30057,86,156.0,,,,,,,84.0,76.9,83.4,135.0,,,,,70.0,,,,,,,-2.0,-9.1,-2.6,49.0,,,,,,,,,,,True,True,True,True,,,,
30059,11,0.0,0.0,,,,,,34.0,0.9,0.4,6.0,,,,,-11.0,-11.0,,,,,,23.0,-10.1,-10.6,-5.0,,,,,False,,,,,,False,True,True,True,,,,
30061,28,18.0,0.0,,,,,,59.0,8.4,27.1,0.0,,,,,-10.0,-28.0,,,,,,31.0,-19.6,-0.9,-28.0,,,,,False,,,,,,False,False,True,False,,,,
30063,745,1884.0,1364.0,,,,,,1570.0,439.4,1295.8,1392.0,,724.3,,,1139.0,619.0,,,,,,825.0,-305.6,550.8,647.0,,-20.7,,,True,,,,,,True,True,True,True,,True,,
30065,26,6.0,0.0,,,,,,62.0,14.6,14.9,23.0,,,,,-20.0,-26.0,,,,,,36.0,-11.4,-11.1,-3.0,,,,,False,,,,,,False,True,True,True,,,,
30067,128,180.0,93.0,,,,,,241.0,75.9,159.6,87.0,,,,,52.0,-35.0,,,,,,113.0,-52.1,31.6,-41.0,,,,,True,,,,,,False,False,True,True,,,,
30069,1,0.0,0.0,,,,,,6.0,0.0,2.0,0.0,,,,,-1.0,-1.0,,,,,,5.0,-1.0,1.0,-1.0,,,,,False,,,,,,False,False,True,False,,,,
30071,39,102.0,,,,,,,60.0,2.2,15.0,76.0,,,,,63.0,,,,,,,21.0,-36.8,-24.0,37.0,,,,,,,,,,,True,True,True,True,,,,
30073,34,90.0,0.0,,,,,,192.0,58.2,38.1,30.0,,,,,56.0,-34.0,,,,,,158.0,24.2,4.1,-4.0,,,,,True,,,,,,False,True,True,True,,,,
30075,8,12.0,0.0,,,,,,24.0,3.7,11.1,12.0,,,,,4.0,-8.0,,,,,,16.0,-4.3,3.1,4.0,,,,,False,,,,,,False,False,True,False,,,,
30077,43,90.0,0.0,,,,,,104.0,7.5,44.5,61.0,,,,,47.0,-43.0,,,,,,61.0,-35.5,1.5,18.0,,,,,True,,,,,,False,True,True,True,,,,
30079,3,0.0,0.0,,,,,,12.0,0.0,0.8,0.0,,,,,-3.0,-3.0,,,,,,9.0,-3.0,-2.2,-3.0,,,,,False,,,,,,False,True,True,False,,,,
30081,305,282.0,54.0,,,,,,458.0,47.3,226.5,161.5,,,,,-23.0,-251.0,,,,,,153.0,-257.7,-78.5,-143.5,,,,,False,,,,,,False,False,False,False,,,,
30083,112,126.0,18.0,,,,,,151.0,20.8,66.6,56.0,,,,,14.0,-94.0,,,,,,39.0,-91.2,-45.4,-56.0,,,,,False,,,,,,False,False,False,False,,,,
30085,134,150.0,7.0,,,,,,180.0,17.7,78.8,77.0,,,,,16.0,-127.0,,,,,,46.0,-116.3,-55.2,-57.0,,,,,False,,,,,,False,False,False,False,,,,
30087,39,348.0,11.0,,,,,,124.0,7.5,167.6,35.5,,,,,309.0,-28.0,,,,,,85.0,-31.5,128.6,-3.5,,,,,True,,,,,,True,True,True,True,,,,
30089,59,18.0,0.0,,,,,,154.0,3.5,82.0,95.0,,,,,-41.0,-59.0,,,,,,95.0,-55.5,23.0,36.0,,,,,False,,,,,,False,False,True,True,,,,
30091,15,12.0,0.0,,,,,,66.0,2.5,19.5,36.0,,,,,-3.0,-15.0,,,,,,51.0,-12.5,4.5,21.0,,,,,False,,,,,,False,False,False,False,,,,
