,actual_cases,COVIDhub-baseline,Columbia_UNC-SurvCon,Covid19Sim-Simulator,IBF-TimeSeries,IowaStateLW-STEM,JHUAPL-Bucky,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,USC-SI_kJalpha,error-COVIDhub-baseline,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-USC-SI_kJalpha,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-USC-SI_kJalpha
01033,969,2592.0,,,,2934.0,906.5,,1115.3,,,1623.0,,,,1965.0,-62.5,,146.3,,,,,,False,True,,True,,
01035,167,320.0,,,,369.0,1001.9,,,,,153.0,,,,202.0,834.9,,,,,,,,False,False,,,,
01037,325,440.0,,,,356.0,1077.5,,,,,115.0,,,,31.0,752.5,,,,,,,,True,False,,,,
01039,860,1576.0,,,,1529.0,1264.1,,634.8,,,716.0,,,,669.0,404.1,,-225.2,,,,,,True,True,,True,,
01041,348,1248.0,,,,521.0,427.1,,,,,900.0,,,,173.0,79.1,,,,,,,,True,True,,,,
01043,1328,3392.0,,,,4969.0,1415.5,,2522.3,,,2064.0,,,,3641.0,87.5,,1194.3,,,,,,False,True,,True,,
01045,993,2264.0,,,,2027.0,1557.5,,960.0,,,1271.0,,,,1034.0,564.5,,-33.0,,,,,,True,True,,True,,
01047,518,712.0,,,,1270.0,1465.4,,666.9,,,194.0,,,,752.0,947.4,,148.9,,,,,,False,False,,True,,
01049,1155,2784.0,,,,4404.0,544.7,,1529.1,,,1629.0,,,,3249.0,-610.3,,374.1,,,,,,False,True,,True,,
01051,2175,5672.0,,,,3014.0,4252.1,,3459.8,,,3497.0,,,,839.0,2077.1,,1284.8,,,,,,True,True,,True,,
01053,843,1920.0,,,,1509.0,1442.3,,1260.1,,,1077.0,,,,666.0,599.3,,417.1,,,,,,True,True,,True,,
01055,2355,6344.0,,,,5414.0,1076.4,,3303.9,,,3989.0,,,,3059.0,-1278.6,,948.9,,,,,,True,True,,True,,
01057,465,840.0,,,,816.0,135.0,,,,,375.0,,,,351.0,-330.0,,,,,,,,True,True,,,,
01059,493,1576.0,,,,2047.0,732.7,,608.2,,,1083.0,,,,1554.0,239.7,,115.2,,,,,,False,True,,True,,
01061,524,1296.0,,,,1237.0,1139.2,,,,,772.0,,,,713.0,615.2,,,,,,,,True,True,,,,
01063,163,352.0,,,,225.0,209.3,,,,,189.0,,,,62.0,46.3,,,,,,,,True,True,,,,
01065,474,1312.0,,,,584.0,230.9,,,,,838.0,,,,110.0,-243.1,,,,,,,,True,True,,,,
01067,415,1120.0,,,,678.0,923.0,,,,,705.0,,,,263.0,508.0,,,,,,,,True,True,,,,
01069,2020,5264.0,,,,3966.0,7126.4,,4662.2,,,3244.0,,,,1946.0,5106.4,,2642.2,,,,,,True,False,,True,,
01071,989,2800.0,,,,2958.0,2131.0,,954.3,,,1811.0,,,,1969.0,1142.0,,-34.7,,,,,,False,True,,True,,
01073,13601,38184.0,,,,29166.0,18906.4,,15668.3,29606.0,,24583.0,,,,15565.0,5305.4,,2067.3,16005.0,,,,,True,True,,True,True,
01075,210,504.0,,,,569.0,136.6,,,,,294.0,,,,359.0,-73.4,,,,,,,,False,True,,,,
01077,1485,4288.0,,,,4961.0,1648.1,,1621.6,,,2803.0,,,,3476.0,163.1,,136.6,,,,,,False,True,,True,,
01079,542,1704.0,,,,1988.0,490.8,,884.4,,,1162.0,,,,1446.0,-51.2,,342.4,,,,,,False,True,,True,,
01081,3572,7920.0,,,,5730.0,5402.1,,5219.9,14636.0,,4348.0,,,,2158.0,1830.1,,1647.9,11064.0,,,,,True,True,,True,False,
01083,1887,4448.0,,,,4480.0,1256.1,,3011.6,,,2561.0,,,,2593.0,-630.9,,1124.6,,,,,,False,True,,True,,
01085,286,720.0,,,,212.0,780.8,,,,,434.0,,,,-74.0,494.8,,,,,,,,True,False,,,,
01087,396,568.0,,,,449.0,149.7,,,,,172.0,,,,53.0,-246.3,,,,,,,,True,False,,,,
01089,7455,16832.0,,,,15537.0,8663.3,,7795.6,14146.0,,9377.0,,,,8082.0,1208.3,,340.6,6691.0,,,,,True,True,,True,True,
01091,613,904.0,,,,705.0,82.8,,,,,291.0,,,,92.0,-530.2,,,,,,,,True,False,,,,
01093,587,1360.0,,,,1368.0,638.9,,608.2,,,773.0,,,,781.0,51.9,,21.2,,,,,,False,True,,True,,
01095,1639,4208.0,,,,5060.0,1167.1,,1628.2,,,2569.0,,,,3421.0,-471.9,,-10.8,,,,,,False,True,,True,,
01097,8130,14680.0,,,,15408.0,11576.9,,7913.8,8773.0,,6550.0,,,,7278.0,3446.9,,-216.2,643.0,,,,,False,True,,True,True,
01099,290,1176.0,,,,711.0,895.0,,,,,886.0,,,,421.0,605.0,,,,,,,,True,True,,,,
01101,4873,12664.0,,,,7427.0,6183.9,,6793.7,25723.0,,7791.0,,,,2554.0,1310.9,,1920.7,20850.0,,,,,True,True,,True,False,
01103,2151,5776.0,,,,6405.0,1738.7,,2285.4,,,3625.0,,,,4254.0,-412.3,,134.4,,,,,,False,True,,True,,
01105,182,336.0,,,,271.0,240.3,,,,,154.0,,,,89.0,58.3,,,,,,,,True,True,,,,
01107,389,912.0,,,,803.0,236.6,,,,,523.0,,,,414.0,-152.4,,,,,,,,True,True,,,,
01109,607,2336.0,,,,1125.0,1574.7,,1353.5,,,1729.0,,,,518.0,967.7,,746.5,,,,,,True,True,,True,,
01111,317,536.0,,,,923.0,748.6,,,,,219.0,,,,606.0,431.6,,,,,,,,False,False,,,,
01113,1023,1680.0,,,,1887.0,2942.6,,1289.0,,,657.0,,,,864.0,1919.6,,266.0,,,,,,False,False,,True,,
01115,1883,3664.0,,,,3392.0,1900.4,,708.0,,,1781.0,,,,1509.0,17.4,,-1175.0,,,,,,True,True,,True,,
01117,4801,11320.0,,,,8995.0,4371.0,,3363.4,11064.0,,6519.0,,,,4194.0,-430.0,,-1437.6,6263.0,,,,,True,True,,True,True,
01119,126,192.0,,,,325.0,58.7,,,,,66.0,,,,199.0,-67.3,,,,,,,,False,False,,,,
01121,1877,4096.0,,,,3527.0,2281.3,,2920.5,,,2219.0,,,,1650.0,404.3,,1043.5,,,,,,True,True,,True,,
01123,1157,1160.0,,,,1478.0,411.2,,444.0,,,3.0,,,,321.0,-745.8,,-713.0,,,,,,False,False,,False,,
01125,4329,8920.0,,,,8691.0,4175.6,,4922.1,12975.0,,4591.0,,,,4362.0,-153.4,,593.1,8646.0,,,,,True,True,,True,False,
01127,886,2856.0,,,,3260.0,1078.3,,1901.2,,,1970.0,,,,2374.0,192.3,,1015.2,,,,,,False,True,,True,,
01129,267,808.0,,,,753.0,356.2,,,,,541.0,,,,486.0,89.2,,,,,,,,True,True,,,,
01131,269,560.0,,,,218.0,177.0,,,,,291.0,,,,-51.0,-92.0,,,,,,,,True,True,,,,
01133,418,1232.0,,,,1254.0,325.9,,690.2,,,814.0,,,,836.0,-92.1,,272.2,,,,,,False,True,,True,,
02013,324,0.0,,,,,688.4,,,,,-324.0,,,,,364.4,,,,,,,,,False,,,,
02016,404,152.0,,,,,558.5,,,,,-252.0,,,,,154.5,,,,,,,,,True,,,,
02020,2939,6088.0,,,,,4476.9,,8966.1,3727.0,,3149.0,,,,,1537.9,,6027.1,788.0,,,,,,True,,False,True,
02050,823,1904.0,,,,,5612.9,,,,,1081.0,,,,,4789.9,,,,,,,,,False,,,,
02060,0,0.0,,,,,5.0,,,,,0.0,,,,,5.0,,,,,,,,,False,,,,
02068,15,0.0,,,,,0.0,,,,,-15.0,,,,,-15.0,,,,,,,,,True,,,,
02070,62,176.0,,,,,1264.3,,,,,114.0,,,,,1202.3,,,,,,,,,False,,,,
02090,990,2352.0,,,,,3085.3,,1524.5,,,1362.0,,,,,2095.3,,534.5,,,,,,,False,,True,,
02100,5,8.0,,,,,636.0,,,,,3.0,,,,,631.0,,,,,,,,,False,,,,
02105,0,0.0,,,,,13.1,,,,,0.0,,,,,13.1,,,,,,,,,False,,,,
02110,197,104.0,,,,,157.8,,,,,-93.0,,,,,-39.2,,,,,,,,,True,,,,
02122,292,752.0,,,,,112.1,,284.8,,,460.0,,,,,-179.9,,-7.2,,,,,,,True,,True,,
02130,119,104.0,,,,,4197.6,,,,,-15.0,,,,,4078.6,,,,,,,,,False,,,,
02150,102,280.0,,,,,38.4,,,,,178.0,,,,,-63.6,,,,,,,,,True,,,,
02158,293,664.0,,,,,2968.3,,,,,371.0,,,,,2675.3,,,,,,,,,False,,,,
02164,22,24.0,,,,,267.8,,,,,2.0,,,,,245.8,,,,,,,,,False,,,,
02170,2010,2952.0,,,,,2904.9,,2032.7,,,942.0,,,,,894.9,,22.7,,,,,,,True,,True,,
02180,46,32.0,,,,,206.0,,,,,-14.0,,,,,160.0,,,,,,,,,False,,,,
02185,164,288.0,,,,,81.5,,,,,124.0,,,,,-82.5,,,,,,,,,True,,,,
02188,110,592.0,,,,,149.6,,,,,482.0,,,,,39.6,,,,,,,,,True,,,,
02195,101,56.0,,,,,1462.7,,,,,-45.0,,,,,1361.7,,,,,,,,,False,,,,
02198,8,16.0,,,,,16.1,,,,,8.0,,,,,8.1,,,,,,,,,False,,,,
02220,47,64.0,,,,,0.6,,,,,17.0,,,,,-46.4,,,,,,,,,False,,,,
02230,4,0.0,,,,,1.2,,,,,-4.0,,,,,-2.8,,,,,,,,,True,,,,
02240,85,56.0,,,,,4.1,,,,,-29.0,,,,,-80.9,,,,,,,,,False,,,,
02261,81,152.0,,,,,1203.3,,,,,71.0,,,,,1122.3,,,,,,,,,False,,,,
02275,6,0.0,,,,,1057.3,,,,,-6.0,,,,,1051.3,,,,,,,,,False,,,,
02282,9,56.0,,,,,220.6,,,,,47.0,,,,,211.6,,,,,,,,,False,,,,
02290,101,208.0,,,,,638.0,,,,,107.0,,,,,537.0,,,,,,,,,False,,,,
04001,2454,4320.0,,,,4178.0,7355.1,,3471.1,,,1866.0,,,,1724.0,4901.1,,1017.1,,,,,,True,False,,True,,
04003,2592,8512.0,,,,4919.0,2203.1,,4834.7,,,5920.0,,,,2327.0,-388.9,,2242.7,,,,,,True,True,,True,,
04005,4118,9384.0,,,,5653.0,8511.8,,3644.3,15112.0,,5266.0,,,,1535.0,4393.8,,-473.7,10994.0,,,,,True,True,,True,False,
04007,1413,3280.0,,,,2768.0,3037.2,,1426.8,,,1867.0,,,,1355.0,1624.2,,13.8,,,,,,True,True,,True,,
04009,1317,5136.0,,,,1854.0,2292.7,,2327.9,,,3819.0,,,,537.0,975.7,,1010.9,,,,,,True,True,,True,,
04011,102,400.0,,,,547.0,655.8,,,,,298.0,,,,445.0,553.8,,,,,,,,False,False,,,,
04012,638,2368.0,,,,2105.0,2614.0,,,,,1730.0,,,,1467.0,1976.0,,,,,,,,True,False,,,,
04013,140471,348056.0,,,,252073.0,601263.4,,180846.8,588823.0,,207585.0,,,,111602.0,460792.4,,40375.8,448352.0,,,,,True,False,,True,False,
04015,6348,15760.0,,,,8379.0,18441.2,,10592.9,14221.0,,9412.0,,,,2031.0,12093.2,,4244.9,7873.0,,,,,True,False,,True,True,
04017,3370,6304.0,,,,6168.0,8352.8,,5861.9,,,2934.0,,,,2798.0,4982.8,,2491.9,,,,,,True,False,,True,,
04019,29703,69984.0,,,,57347.0,46316.7,,31101.7,64480.0,,40281.0,,,,27644.0,16613.7,,1398.7,34777.0,,,,,True,True,,True,True,
04021,13888,35824.0,,,,22691.0,29129.0,,20855.0,47215.0,,21936.0,,,,8803.0,15241.0,,6967.0,33327.0,,,,,True,True,,True,False,
04023,1039,3552.0,,,,2631.0,3015.9,,1396.6,,,2513.0,,,,1592.0,1976.9,,357.6,,,,,,True,True,,True,,
04025,4684,12920.0,,,,9711.0,7628.5,,4805.0,10313.0,,8236.0,,,,5027.0,2944.5,,121.0,5629.0,,,,,True,True,,True,True,
04027,5704,19776.0,,,,14298.0,10008.1,,8594.7,15595.0,,14072.0,,,,8594.0,4304.1,,2890.7,9891.0,,,,,True,True,,True,True,
05001,548,1008.0,,,,814.0,639.1,,,,,460.0,,,,266.0,91.1,,,,,,,,True,True,,,,
05003,455,768.0,,,,978.0,436.8,,,,,313.0,,,,523.0,-18.2,,,,,,,,False,True,,,,
05005,581,1656.0,,,,1306.0,3016.1,,,,,1075.0,,,,725.0,2435.1,,,,,,,,True,False,,,,
05007,6979,15256.0,,,,12556.0,31721.0,,10811.6,15095.0,,8277.0,,,,5577.0,24742.0,,3832.6,8116.0,,,,,True,False,,True,True,
05009,854,1568.0,,,,1300.0,1401.4,,,,,714.0,,,,446.0,547.4,,,,,,,,True,True,,,,
05011,250,832.0,,,,472.0,306.6,,,,,582.0,,,,222.0,56.6,,,,,,,,True,True,,,,
05013,136,192.0,,,,251.0,226.1,,,,,56.0,,,,115.0,90.1,,,,,,,,False,False,,,,
05015,480,1112.0,,,,789.0,959.9,,,,,632.0,,,,309.0,479.9,,,,,,,,True,True,,,,
05017,131,376.0,,,,448.0,211.9,,,,,245.0,,,,317.0,80.9,,,,,,,,False,True,,,,
05019,541,856.0,,,,990.0,616.6,,,,,315.0,,,,449.0,75.6,,,,,,,,False,True,,,,
05021,290,592.0,,,,575.0,291.8,,,,,302.0,,,,285.0,1.8,,,,,,,,True,True,,,,
05023,404,1432.0,,,,1109.0,2843.3,,,,,1028.0,,,,705.0,2439.3,,,,,,,,True,False,,,,
05025,301,384.0,,,,383.0,396.4,,,,,83.0,,,,82.0,95.4,,,,,,,,True,False,,,,
05027,583,824.0,,,,1153.0,584.0,,,,,241.0,,,,570.0,1.0,,,,,,,,False,True,,,,
05029,547,1776.0,,,,1123.0,1388.2,,,,,1229.0,,,,576.0,841.2,,,,,,,,True,True,,,,
05031,1969,5648.0,,,,5113.0,2479.5,,3638.4,,,3679.0,,,,3144.0,510.5,,1669.4,,,,,,True,True,,True,,
05033,1805,3456.0,,,,4341.0,6394.0,,,,,1651.0,,,,2536.0,4589.0,,,,,,,,False,False,,,,
05035,1075,2600.0,,,,1671.0,900.1,,2025.7,,,1525.0,,,,596.0,-174.9,,950.7,,,,,,True,True,,True,,
05037,321,1192.0,,,,800.0,998.6,,,,,871.0,,,,479.0,677.6,,,,,,,,True,True,,,,
05039,200,432.0,,,,325.0,105.9,,,,,232.0,,,,125.0,-94.1,,,,,,,,True,True,,,,
05041,310,488.0,,,,379.0,154.4,,,,,178.0,,,,69.0,-155.6,,,,,,,,True,True,,,,
05043,359,1048.0,,,,892.0,274.7,,,,,689.0,,,,533.0,-84.3,,,,,,,,True,True,,,,
05045,3002,7544.0,,,,5252.0,10801.5,,9029.2,,,4542.0,,,,2250.0,7799.5,,6027.2,,,,,,True,False,,False,,
05047,422,744.0,,,,1048.0,1469.5,,,,,322.0,,,,626.0,1047.5,,,,,,,,False,False,,,,
05049,113,536.0,,,,419.0,257.9,,,,,423.0,,,,306.0,144.9,,,,,,,,True,True,,,,
05051,3139,5936.0,,,,5688.0,5578.8,,5032.4,,,2797.0,,,,2549.0,2439.8,,1893.4,,,,,,True,True,,True,,
05053,407,640.0,,,,758.0,400.7,,,,,233.0,,,,351.0,-6.3,,,,,,,,False,True,,,,
05055,1089,2856.0,,,,2107.0,773.8,,2434.4,,,1767.0,,,,1018.0,-315.2,,1345.4,,,,,,True,True,,True,,
05057,569,936.0,,,,1071.0,314.0,,,,,367.0,,,,502.0,-255.0,,,,,,,,False,True,,,,
05059,999,1608.0,,,,2080.0,637.0,,1113.3,,,609.0,,,,1081.0,-362.0,,114.3,,,,,,False,True,,True,,
05061,412,600.0,,,,605.0,217.1,,,,,188.0,,,,193.0,-194.9,,,,,,,,False,False,,,,
05063,606,1968.0,,,,2096.0,2405.4,,919.1,,,1362.0,,,,1490.0,1799.4,,313.1,,,,,,False,False,,True,,
05065,234,648.0,,,,392.0,1352.5,,,,,414.0,,,,158.0,1118.5,,,,,,,,True,False,,,,
05067,250,776.0,,,,739.0,64.8,,,,,526.0,,,,489.0,-185.2,,,,,,,,True,True,,,,
05069,1506,2464.0,,,,2705.0,757.6,,1149.7,,,958.0,,,,1199.0,-748.4,,-356.3,,,,,,False,True,,True,,
05071,671,1712.0,,,,1522.0,2467.1,,,,,1041.0,,,,851.0,1796.1,,,,,,,,True,False,,,,
05073,168,184.0,,,,262.0,145.4,,,,,16.0,,,,94.0,-22.6,,,,,,,,False,False,,,,
05075,340,936.0,,,,814.0,379.2,,,,,596.0,,,,474.0,39.2,,,,,,,,True,True,,,,
05077,138,448.0,,,,366.0,280.3,,,,,310.0,,,,228.0,142.3,,,,,,,,True,True,,,,
05079,262,448.0,,,,592.0,67.0,,405.8,,,186.0,,,,330.0,-195.0,,143.8,,,,,,False,False,,True,,
05081,289,472.0,,,,612.0,540.1,,,,,183.0,,,,323.0,251.1,,,,,,,,False,False,,,,
05083,556,1272.0,,,,1477.0,2117.3,,,,,716.0,,,,921.0,1561.3,,,,,,,,False,False,,,,
05085,2052,4480.0,,,,2951.0,5495.9,,2902.9,,,2428.0,,,,899.0,3443.9,,850.9,,,,,,True,False,,True,,
05087,277,656.0,,,,745.0,547.1,,,,,379.0,,,,468.0,270.1,,,,,,,,False,True,,,,
05089,254,536.0,,,,449.0,2095.4,,,,,282.0,,,,195.0,1841.4,,,,,,,,True,False,,,,
05091,1096,1360.0,,,,2009.0,469.5,,522.9,,,264.0,,,,913.0,-626.5,,-573.1,,,,,,False,False,,False,,
05093,990,2160.0,,,,1892.0,637.2,,1005.6,,,1170.0,,,,902.0,-352.8,,15.6,,,,,,True,True,,True,,
05095,287,376.0,,,,330.0,448.8,,,,,89.0,,,,43.0,161.8,,,,,,,,True,False,,,,
05097,170,432.0,,,,488.0,401.3,,,,,262.0,,,,318.0,231.3,,,,,,,,False,True,,,,
05099,171,192.0,,,,455.0,34.3,,,,,21.0,,,,284.0,-136.7,,,,,,,,False,False,,,,
05101,104,272.0,,,,342.0,91.2,,,,,168.0,,,,238.0,-12.8,,,,,,,,False,True,,,,
05103,657,1360.0,,,,1195.0,1014.1,,,,,703.0,,,,538.0,357.1,,,,,,,,True,True,,,,
05105,266,608.0,,,,372.0,931.5,,,,,342.0,,,,106.0,665.5,,,,,,,,True,False,,,,
05107,328,856.0,,,,812.0,120.1,,,,,528.0,,,,484.0,-207.9,,,,,,,,True,True,,,,
05109,213,520.0,,,,615.0,92.2,,,,,307.0,,,,402.0,-120.8,,,,,,,,False,True,,,,
05111,480,1424.0,,,,1037.0,290.4,,812.8,,,944.0,,,,557.0,-189.6,,332.8,,,,,,True,True,,True,,
05113,488,1136.0,,,,1144.0,1741.3,,,,,648.0,,,,656.0,1253.3,,,,,,,,False,False,,,,
05115,1575,4064.0,,,,3121.0,2660.1,,4761.0,,,2489.0,,,,1546.0,1085.1,,3186.0,,,,,,True,True,,False,,
05117,277,344.0,,,,335.0,149.3,,,,,67.0,,,,58.0,-127.7,,,,,,,,True,False,,,,
05119,9600,20376.0,,,,15707.0,29813.3,,21207.5,16814.0,,10776.0,,,,6107.0,20213.3,,11607.5,7214.0,,,,,True,False,,False,True,
05121,405,1080.0,,,,777.0,1176.8,,,,,675.0,,,,372.0,771.8,,,,,,,,True,False,,,,
05123,487,1544.0,,,,1049.0,482.7,,648.1,,,1057.0,,,,562.0,-4.3,,161.1,,,,,,True,True,,True,,
05125,2848,6728.0,,,,6548.0,7572.3,,4986.4,,,3880.0,,,,3700.0,4724.3,,2138.4,,,,,,True,False,,True,,
05127,226,696.0,,,,659.0,2562.1,,,,,470.0,,,,433.0,2336.1,,,,,,,,True,False,,,,
05129,127,208.0,,,,338.0,132.8,,,,,81.0,,,,211.0,5.8,,,,,,,,False,True,,,,
05131,3871,7864.0,,,,8705.0,18764.3,,3134.8,,,3993.0,,,,4834.0,14893.3,,-736.2,,,,,,False,False,,True,,
05133,558,584.0,,,,961.0,282.5,,300.3,,,26.0,,,,403.0,-275.5,,-257.7,,,,,,False,False,,False,,
05135,239,1032.0,,,,617.0,736.1,,,,,793.0,,,,378.0,497.1,,,,,,,,True,True,,,,
05137,148,400.0,,,,466.0,32.4,,,,,252.0,,,,318.0,-115.6,,,,,,,,False,True,,,,
05139,1005,1744.0,,,,2057.0,1993.9,,2323.7,,,739.0,,,,1052.0,988.9,,1318.7,,,,,,False,False,,False,,
05141,376,744.0,,,,644.0,313.9,,,,,368.0,,,,268.0,-62.1,,,,,,,,True,True,,,,
05143,5745,14720.0,,,,12111.0,16686.3,,17363.6,16573.0,,8975.0,,,,6366.0,10941.3,,11618.6,10828.0,,,,,True,False,,False,False,
05145,2085,4368.0,,,,4007.0,10231.9,,1772.3,,,2283.0,,,,1922.0,8146.9,,-312.7,,,,,,True,False,,True,,
05147,189,480.0,,,,223.0,1376.7,,,,,291.0,,,,34.0,1187.7,,,,,,,,True,False,,,,
05149,680,1808.0,,,,1160.0,949.9,,,,,1128.0,,,,480.0,269.9,,,,,,,,True,True,,,,
06001,25211,45232.0,,,,45122.0,23807.2,,28549.9,44587.0,,20021.0,,,,19911.0,-1403.8,,3338.9,19376.0,,,,,True,True,,True,True,
06003,18,32.0,,,,37.0,103.0,,,,,14.0,,,,19.0,85.0,,,,,,,,False,False,,,,
06005,673,1992.0,,,,1330.0,833.3,,,,,1319.0,,,,657.0,160.3,,,,,,,,True,True,,,,
06007,2620,6728.0,,,,7415.0,3349.7,,4486.2,5451.0,,4108.0,,,,4795.0,729.7,,1866.2,2831.0,,,,,False,True,,True,True,
06009,546,1592.0,,,,1565.0,586.1,,,,,1046.0,,,,1019.0,40.1,,,,,,,,True,True,,,,
06011,577,1712.0,,,,922.0,316.0,,,,,1135.0,,,,345.0,-261.0,,,,,,,,True,True,,,,
06013,16679,40152.0,,,,31987.0,23926.8,,25308.5,45657.0,,23473.0,,,,15308.0,7247.8,,8629.5,28978.0,,,,,True,True,,True,False,
06015,211,376.0,,,,350.0,209.1,,,,,165.0,,,,139.0,-1.9,,,,,,,,True,True,,,,
06017,2514,6864.0,,,,5256.0,2902.8,,4501.6,3571.0,,4350.0,,,,2742.0,388.8,,1987.6,1057.0,,,,,True,True,,True,True,
06019,22495,49640.0,,,,36419.0,5716.6,,29323.9,16910.0,,27145.0,,,,13924.0,-16778.4,,6828.9,-5585.0,,,,,True,True,,True,True,
06021,561,1280.0,,,,1338.0,1014.2,,,,,719.0,,,,777.0,453.2,,,,,,,,False,True,,,,
06023,1235,1984.0,,,,1958.0,4454.1,,,375.0,,749.0,,,,723.0,3219.1,,,-860.0,,,,,True,False,,,False,
06025,3219,8288.0,,,,6581.0,2878.8,,4598.4,4572.0,,5069.0,,,,3362.0,-340.2,,1379.4,1353.0,,,,,True,True,,True,True,
06027,523,1408.0,,,,309.0,187.7,,,,,885.0,,,,-214.0,-335.3,,,,,,,,True,True,,,,
06029,26306,67128.0,,,,48255.0,21549.8,,25125.1,52404.0,,40822.0,,,,21949.0,-4756.2,,-1180.9,26098.0,,,,,True,True,,True,True,
06031,4464,10536.0,,,,8314.0,3082.4,,3388.5,3246.0,,6072.0,,,,3850.0,-1381.6,,-1075.5,-1218.0,,,,,True,True,,True,True,
06033,1278,1856.0,,,,1736.0,668.5,,,,,578.0,,,,458.0,-609.5,,,,,,,,True,False,,,,
06035,662,2248.0,,,,769.0,910.4,,,,,1586.0,,,,107.0,248.4,,,,,,,,True,True,,,,
06037,294791,806936.0,,,,610051.0,419492.6,,276562.0,580134.0,,512145.0,,,,315260.0,124701.6,,-18229.0,285343.0,,,,,True,True,,True,True,
06039,3778,8752.0,,,,5720.0,5455.4,,4368.6,6241.0,,4974.0,,,,1942.0,1677.4,,590.6,2463.0,,,,,True,True,,True,True,
06041,2662,6368.0,,,,4489.0,3079.0,,2565.7,5357.0,,3706.0,,,,1827.0,417.0,,-96.3,2695.0,,,,,True,True,,True,True,
06043,77,424.0,,,,448.0,1532.7,,,,,347.0,,,,371.0,1455.7,,,,,,,,False,False,,,,
06045,953,2624.0,,,,1663.0,2561.9,,1686.6,,,1671.0,,,,710.0,1608.9,,733.6,,,,,,True,True,,True,,
06047,7870,16496.0,,,,13411.0,4627.2,,14936.6,5841.0,,8626.0,,,,5541.0,-3242.8,,7066.6,-2029.0,,,,,True,True,,True,True,
06049,102,272.0,,,,232.0,132.8,,,,,170.0,,,,130.0,30.8,,,,,,,,True,True,,,,
06051,253,464.0,,,,229.0,65.1,,,,,211.0,,,,-24.0,-187.9,,,,,,,,True,True,,,,
06053,10010,31432.0,,,,16226.0,9268.1,,12536.1,38913.0,,21422.0,,,,6216.0,-741.9,,2526.1,28903.0,,,,,True,True,,True,False,
