,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,COVIDhub-trained_ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,FDANIHASU-Sweight,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IUPUI-HkPrMobiDyR,IowaStateLW-STEM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MIT_ISOLAT-Mixtures,MOBS-GLEAM_COVID,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,QJHong-Encounter,RobertWalraven-ESG,SigSci-TS,TTU-squider,UCF-AEM,UCLA-SuEIR,UChicagoCHATTOPADHYAY-UnIT,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,UpstateSU-GRU,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-COVIDhub-trained_ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-FDANIHASU-Sweight,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IUPUI-HkPrMobiDyR,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MIT_ISOLAT-Mixtures,error-MOBS-GLEAM_COVID,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-QJHong-Encounter,error-RobertWalraven-ESG,error-SigSci-TS,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UChicagoCHATTOPADHYAY-UnIT,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,error-UpstateSU-GRU,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-COVIDhub-trained_ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-FDANIHASU-Sweight,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IUPUI-HkPrMobiDyR,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MIT_ISOLAT-Mixtures,beat_baseline-MOBS-GLEAM_COVID,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-SigSci-TS,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UChicagoCHATTOPADHYAY-UnIT,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-UpstateSU-GRU
17105,139,120.0,,111.2,,82.0,81.0,66.0,,,,,67.1,,75.1,,,189.6,76.0,17.3,,123.9,92.5,,66.0,81.0,,,,87.0,111.0,,,,,,160.9,114.2,,,,110.4,118.7,-19.0,,-27.8,,-57.0,-58.0,-73.0,,,,,-71.9,,-63.9,,,50.6,-63.0,-121.7,,-15.1,-46.5,,-73.0,-58.0,,,,-52.0,-28.0,,,,,,21.9,-24.8,,,,-28.6,-20.3,,False,,False,False,False,,,,,False,,False,,,False,False,False,,True,False,,False,False,,,,False,False,,,,,,False,False,,,,False,False
17107,23,20.0,,19.8,,20.0,32.0,7.0,,,,,42.6,,9.2,,,34.0,65.0,13.2,,63.4,,,8.0,22.3,,,,10.0,50.0,,,,,,,46.9,,,,7.4,53.9,-3.0,,-3.2,,-3.0,9.0,-16.0,,,,,19.6,,-13.8,,,11.0,42.0,-9.8,,40.4,,,-15.0,-0.7,,,,-13.0,27.0,,,,,,,23.9,,,,-15.6,30.9,,False,,False,False,False,,,,,False,,False,,,False,False,False,,False,,,False,True,,,,False,False,,,,,,,False,,,,False,False
17109,37,30.0,,27.0,,27.0,29.0,20.0,,,,,26.9,,30.0,,,50.1,121.0,12.4,,60.7,48.0,,14.0,24.8,,,,17.0,37.0,,,,,,33.6,81.6,,,,28.1,53.0,-7.0,,-10.0,,-10.0,-8.0,-17.0,,,,,-10.1,,-7.0,,,13.1,84.0,-24.6,,23.7,11.0,,-23.0,-12.2,,,,-20.0,0.0,,,,,,-3.4,44.6,,,,-8.9,16.0,,False,,False,False,False,,,,,False,,True,,,False,False,False,,False,False,,False,False,,,,False,True,,,,,,True,False,,,,False,False
17111,677,744.0,,728.2,,599.0,571.0,617.0,,,,,381.4,,496.1,,580.0,1010.4,908.0,383.5,,854.3,787.5,,515.0,601.0,,,,551.0,696.0,,,,,,860.9,737.9,474.0,,,532.5,636.7,67.0,,51.2,,-78.0,-106.0,-60.0,,,,,-295.6,,-180.9,,-97.0,333.4,231.0,-293.5,,177.3,110.5,,-162.0,-76.0,,,,-126.0,19.0,,,,,,183.9,60.9,-203.0,,,-144.5,-40.3,,True,,False,False,True,,,,,False,,False,,False,False,False,False,,False,False,,False,False,,,,False,True,,,,,,False,True,False,,,False,True
17113,300,322.0,,334.9,,240.0,232.0,217.0,,,,,219.5,,285.3,,,447.1,393.0,66.5,,535.4,310.5,,145.0,209.8,,,,232.0,266.0,,,,,,402.7,332.3,207.0,,,198.5,393.9,22.0,,34.9,,-60.0,-68.0,-83.0,,,,,-80.5,,-14.7,,,147.1,93.0,-233.5,,235.4,10.5,,-155.0,-90.2,,,,-68.0,-34.0,,,,,,102.7,32.3,-93.0,,,-101.5,93.9,,False,,False,False,False,,,,,False,,True,,,False,False,False,,False,True,,False,False,,,,False,False,,,,,,False,False,False,,,False,False
17115,143,74.0,,48.0,,76.0,88.0,68.0,,,,,120.2,,59.8,,,97.4,207.0,79.6,,282.4,179.5,,13.0,63.0,,,,39.0,115.0,,,,,,152.9,169.2,,,,14.8,154.5,-69.0,,-95.0,,-67.0,-55.0,-75.0,,,,,-22.8,,-83.2,,,-45.6,64.0,-63.4,,139.4,36.5,,-130.0,-80.0,,,,-104.0,-28.0,,,,,,9.9,26.2,,,,-128.2,11.5,,False,,True,True,False,,,,,True,,False,,,True,True,True,,False,True,,False,False,,,,False,True,,,,,,True,True,,,,False,True
17117,67,90.0,,105.9,,93.0,66.0,29.0,,,,,77.6,,62.5,,,121.9,101.0,28.4,,129.0,99.5,,33.0,56.7,,,,54.0,126.0,,,,,,144.7,78.5,,,,99.3,114.9,23.0,,38.9,,26.0,-1.0,-38.0,,,,,10.6,,-4.5,,,54.9,34.0,-38.6,,62.0,32.5,,-34.0,-10.3,,,,-13.0,59.0,,,,,,77.7,11.5,,,,32.3,47.9,,False,,False,True,False,,,,,True,,True,,,False,False,False,,False,False,,False,True,,,,True,False,,,,,,False,True,,,,False,False
17119,615,686.0,,685.2,,524.0,545.0,493.0,,,,,564.4,,421.0,,,935.2,580.0,302.7,,1029.6,692.5,,400.0,520.8,,,,409.0,793.0,,,,,,869.7,687.7,436.0,,,297.8,699.4,71.0,,70.2,,-91.0,-70.0,-122.0,,,,,-50.6,,-194.0,,,320.2,-35.0,-312.3,,414.6,77.5,,-215.0,-94.2,,,,-206.0,178.0,,,,,,254.7,72.7,-179.0,,,-317.2,84.4,,True,,False,True,False,,,,,True,,False,,,False,True,False,,False,False,,False,False,,,,False,False,,,,,,False,False,False,,,False,False
17121,36,30.0,,20.2,,29.0,43.0,23.0,,,,,56.4,,20.5,,,54.9,75.0,2.4,,87.9,67.5,,27.0,29.2,,,,16.0,65.0,,,,,,64.4,52.0,,,,14.2,74.4,-6.0,,-15.8,,-7.0,7.0,-13.0,,,,,20.4,,-15.5,,,18.9,39.0,-33.6,,51.9,31.5,,-9.0,-6.8,,,,-20.0,29.0,,,,,,28.4,16.0,,,,-21.8,38.4,,False,,False,False,False,,,,,False,,False,,,False,False,False,,False,False,,False,False,,,,False,False,,,,,,False,False,,,,False,False
17123,18,22.0,,23.4,,21.0,15.0,20.0,,,,,15.7,,15.1,,,34.3,30.0,18.9,,32.7,,,2.0,15.0,,,,15.0,28.0,,,,,,,20.5,,,,21.2,48.5,4.0,,5.4,,3.0,-3.0,2.0,,,,,-2.3,,-2.9,,,16.3,12.0,0.9,,14.7,,,-16.0,-3.0,,,,-3.0,10.0,,,,,,,2.5,,,,3.2,30.5,,False,,True,True,True,,,,,True,,True,,,False,False,True,,False,,,False,True,,,,True,False,,,,,,,True,,,,True,False
17125,21,16.0,,13.3,,15.0,17.0,13.0,,,,,17.1,,32.4,,,43.9,39.0,2.8,,22.9,,,3.0,16.8,,,,8.0,27.0,,,,,,,35.0,,,,12.7,29.6,-5.0,,-7.7,,-6.0,-4.0,-8.0,,,,,-3.9,,11.4,,,22.9,18.0,-18.2,,1.9,,,-18.0,-4.2,,,,-13.0,6.0,,,,,,,14.0,,,,-8.3,8.6,,False,,False,True,False,,,,,True,,False,,,False,False,False,,True,,,False,True,,,,False,False,,,,,,,False,,,,False,False
17127,42,20.0,,11.6,,27.0,26.0,48.0,,,,,25.9,,38.7,,,49.3,37.0,26.3,,46.5,,,15.0,26.9,,,,17.0,35.0,,,,,,,34.2,,,,22.7,57.4,-22.0,,-30.4,,-15.0,-16.0,6.0,,,,,-16.1,,-3.3,,,7.3,-5.0,-15.7,,4.5,,,-27.0,-15.1,,,,-25.0,-7.0,,,,,,,-7.8,,,,-19.3,15.4,,False,,True,True,True,,,,,True,,True,,,True,True,True,,True,,,False,True,,,,False,True,,,,,,,True,,,,True,True
17129,16,20.0,,18.4,,18.0,17.0,29.0,,,,,18.9,,22.2,,,36.0,30.0,14.0,,32.5,,,13.0,15.1,,,,10.0,29.0,,,,,,,24.5,,,,18.5,35.6,4.0,,2.4,,2.0,1.0,13.0,,,,,2.9,,6.2,,,20.0,14.0,-2.0,,16.5,,,-3.0,-0.9,,,,-6.0,13.0,,,,,,,8.5,,,,2.5,19.6,,True,,True,True,False,,,,,True,,False,,,False,False,True,,False,,,True,True,,,,False,False,,,,,,,False,,,,True,False
17131,19,38.0,,36.0,,28.0,22.0,14.0,,,,,17.5,,39.3,,,52.6,69.0,31.5,,39.1,,,17.0,20.4,,,,33.0,40.0,,,,,,,30.3,,,,22.2,33.6,19.0,,17.0,,9.0,3.0,-5.0,,,,,-1.5,,20.3,,,33.6,50.0,12.5,,20.1,,,-2.0,1.4,,,,14.0,21.0,,,,,,,11.3,,,,3.2,14.6,,True,,True,True,True,,,,,True,,False,,,False,False,True,,False,,,True,True,,,,True,False,,,,,,,True,,,,True,True
17133,68,104.0,,98.8,,70.0,73.0,68.0,,,,,81.3,,65.5,,,143.5,69.0,27.2,,109.4,94.0,,49.0,63.3,,,,60.0,113.0,,,,,,179.9,113.7,,,,64.4,107.4,36.0,,30.8,,2.0,5.0,0.0,,,,,13.3,,-2.5,,,75.5,1.0,-40.8,,41.4,26.0,,-19.0,-4.7,,,,-8.0,45.0,,,,,,111.9,45.7,,,,-3.6,39.4,,True,,True,True,True,,,,,True,,True,,,False,True,False,,False,True,,True,True,,,,True,False,,,,,,False,False,,,,True,False
17135,102,86.0,,82.6,,73.0,78.0,74.0,,,,,71.9,,39.0,,,136.4,67.0,48.5,,110.4,,,64.0,73.8,,,,68.0,89.0,,,,,,379.9,72.3,,,,11.8,102.8,-16.0,,-19.4,,-29.0,-24.0,-28.0,,,,,-30.1,,-63.0,,,34.4,-35.0,-53.5,,8.4,,,-38.0,-28.2,,,,-34.0,-13.0,,,,,,277.9,-29.7,,,,-90.2,0.8,,False,,False,False,False,,,,,False,,False,,,False,False,False,,True,,,False,False,,,,False,True,,,,,,False,False,,,,False,True
17137,52,110.0,,111.8,,101.0,75.0,97.0,,,,,53.5,,37.9,,,141.9,95.0,97.6,,98.3,136.5,,94.0,70.4,,,,107.0,111.0,,,,,,94.6,106.9,,,,119.6,107.1,58.0,,59.8,,49.0,23.0,45.0,,,,,1.5,,-14.1,,,89.9,43.0,45.6,,46.3,84.5,,42.0,18.4,,,,55.0,59.0,,,,,,42.6,54.9,,,,67.6,55.1,,False,,True,True,True,,,,,True,,True,,,False,True,True,,True,False,,True,True,,,,True,False,,,,,,True,True,,,,False,True
17139,23,18.0,,14.4,,15.0,19.0,12.0,,,,,19.6,,19.2,,,42.9,30.0,10.3,,40.0,,,7.0,17.7,,,,12.0,22.0,,,,,,,33.6,,,,9.2,31.3,-5.0,,-8.6,,-8.0,-4.0,-11.0,,,,,-3.4,,-3.8,,,19.9,7.0,-12.7,,17.0,,,-16.0,-5.3,,,,-11.0,-1.0,,,,,,,10.6,,,,-13.8,8.3,,False,,False,True,False,,,,,True,,True,,,False,False,False,,False,,,False,False,,,,False,True,,,,,,,False,,,,False,False
17141,120,96.0,,88.4,,87.0,75.0,45.0,,,,,67.3,,56.2,,,149.2,189.0,38.8,,122.6,111.0,,58.0,66.3,,,,72.0,89.0,,,,,,225.7,80.7,,,,88.0,114.8,-24.0,,-31.6,,-33.0,-45.0,-75.0,,,,,-52.7,,-63.8,,,29.2,69.0,-81.2,,2.6,-9.0,,-62.0,-53.7,,,,-48.0,-31.0,,,,,,105.7,-39.3,,,,-32.0,-5.2,,False,,False,False,False,,,,,False,,False,,,False,False,False,,True,True,,False,False,,,,False,False,,,,,,False,False,,,,False,True
17143,286,440.0,,455.6,,410.0,336.0,452.0,,,,,321.7,,285.6,,,577.4,609.0,383.4,,653.7,501.0,,275.0,309.7,,,,309.0,416.0,,,,,,408.8,366.1,278.0,,,408.7,453.8,154.0,,169.6,,124.0,50.0,166.0,,,,,35.7,,-0.4,,,291.4,323.0,97.4,,367.7,215.0,,-11.0,23.7,,,,23.0,130.0,,,,,,122.8,80.1,-8.0,,,122.7,167.8,,False,,True,True,False,,,,,True,,True,,,False,False,True,,False,False,,True,True,,,,True,True,,,,,,True,True,True,,,True,False
17145,64,52.0,,41.9,,42.0,51.0,36.0,,,,,53.7,,47.0,,,103.5,45.0,8.0,,78.5,,,23.0,49.1,,,,21.0,69.0,,,,,,67.7,65.3,,,,8.3,85.5,-12.0,,-22.1,,-22.0,-13.0,-28.0,,,,,-10.3,,-17.0,,,39.5,-19.0,-56.0,,14.5,,,-41.0,-14.9,,,,-43.0,5.0,,,,,,3.7,1.3,,,,-55.7,21.5,,False,,False,False,False,,,,,True,,False,,,False,False,False,,False,,,False,False,,,,False,True,,,,,,True,True,,,,False,False
17147,42,26.0,,27.4,,24.0,21.0,27.0,,,,,20.8,,30.4,,,52.8,31.0,14.0,,34.9,,,12.0,21.4,,,,22.0,31.0,,,,,,,23.3,,,,19.3,46.3,-16.0,,-14.6,,-18.0,-21.0,-15.0,,,,,-21.2,,-11.6,,,10.8,-11.0,-28.0,,-7.1,,,-30.0,-20.6,,,,-20.0,-11.0,,,,,,,-18.7,,,,-22.7,4.3,,True,,False,False,True,,,,,False,,True,,,True,True,False,,True,,,False,False,,,,False,True,,,,,,,False,,,,False,True
17149,30,14.0,,15.2,,15.0,19.0,11.0,,,,,20.5,,11.3,,,39.7,46.0,4.3,,25.6,,,3.0,16.6,,,,9.0,17.0,,,,,,,52.9,,,,3.9,37.4,-16.0,,-14.8,,-15.0,-11.0,-19.0,,,,,-9.5,,-18.7,,,9.7,16.0,-25.7,,-4.4,,,-27.0,-13.4,,,,-21.0,-13.0,,,,,,,22.9,,,,-26.1,7.4,,True,,True,True,False,,,,,True,,False,,,True,False,False,,True,,,False,True,,,,False,True,,,,,,,False,,,,False,True
17151,5,0.0,,1.1,,3.0,2.0,0.0,,,,,6.5,,4.6,,,6.1,13.0,9.3,,7.1,,,0.0,1.8,,,,4.0,6.0,,,,,,,3.2,,,,2.1,5.7,-5.0,,-3.9,,-2.0,-3.0,-5.0,,,,,1.5,,-0.4,,,1.1,8.0,4.3,,2.1,,,-5.0,-3.2,,,,-1.0,1.0,,,,,,,-1.8,,,,-2.9,0.7,,True,,True,True,False,,,,,True,,True,,,True,False,True,,True,,,False,True,,,,True,True,,,,,,,True,,,,True,True
17153,6,8.0,,8.9,,7.0,6.0,0.0,,,,,11.0,,0.7,,,19.0,14.0,2.0,,11.0,,,1.0,3.9,,,,6.0,10.0,,,,,,,17.0,,,,8.6,16.5,2.0,,2.9,,1.0,0.0,-6.0,,,,,5.0,,-5.3,,,13.0,8.0,-4.0,,5.0,,,-5.0,-2.1,,,,0.0,4.0,,,,,,,11.0,,,,2.6,10.5,,False,,True,True,False,,,,,False,,False,,,False,False,False,,False,,,False,False,,,,True,False,,,,,,,False,,,,False,False
17155,15,20.0,,20.2,,16.0,13.0,0.0,,,,,6.7,,10.0,,,37.0,16.0,22.6,,13.7,,,15.0,15.0,,,,11.0,21.0,,,,,,,19.5,,,,24.0,25.5,5.0,,5.2,,1.0,-2.0,-15.0,,,,,-8.3,,-5.0,,,22.0,1.0,7.6,,-1.3,,,0.0,-0.0,,,,-4.0,6.0,,,,,,,4.5,,,,9.0,10.5,,False,,True,True,False,,,,,False,,True,,,False,True,False,,True,,,True,True,,,,True,False,,,,,,,True,,,,False,False
17157,36,26.0,,24.6,,27.0,39.0,20.0,,,,,56.5,,19.1,,,66.6,69.0,14.5,,74.0,42.5,,9.0,27.8,,,,14.0,76.0,,,,,,88.7,52.7,,,,0.0,57.4,-10.0,,-11.4,,-9.0,3.0,-16.0,,,,,20.5,,-16.9,,,30.6,33.0,-21.5,,38.0,6.5,,-27.0,-8.2,,,,-22.0,40.0,,,,,,52.7,16.7,,,,-36.0,21.4,,False,,True,True,False,,,,,False,,False,,,False,False,False,,False,True,,False,True,,,,False,False,,,,,,False,False,,,,False,False
17159,4,10.0,,11.3,,11.0,15.0,7.0,,,,,21.8,,14.7,,,17.7,33.0,5.8,,21.3,,,0.0,9.3,,,,9.0,15.0,,,,,,,32.9,,,,0.0,26.9,6.0,,7.3,,7.0,11.0,3.0,,,,,17.8,,10.7,,,13.7,29.0,1.8,,17.3,,,-4.0,5.3,,,,5.0,11.0,,,,,,,28.9,,,,-4.0,22.9,,False,,False,False,True,,,,,False,,False,,,False,False,True,,False,,,True,True,,,,True,False,,,,,,,False,,,,True,False
17161,236,274.0,,268.3,,268.0,259.0,269.0,,,,,171.5,,186.9,,,441.1,768.0,243.9,,307.8,326.0,,214.0,276.8,,,,211.0,358.0,,,,,,319.4,283.9,270.0,,,177.8,291.0,38.0,,32.3,,32.0,23.0,33.0,,,,,-64.5,,-49.1,,,205.1,532.0,7.9,,71.8,90.0,,-22.0,40.8,,,,-25.0,122.0,,,,,,83.4,47.9,34.0,,,-58.2,55.0,,True,,True,True,True,,,,,False,,False,,,False,False,True,,False,False,,True,False,,,,True,False,,,,,,False,False,True,,,False,False
17163,651,680.0,,672.7,,555.0,516.0,604.0,,,,,592.9,,401.4,,,950.8,479.0,350.5,,861.6,1892.5,,403.0,492.8,,,,425.0,863.0,,,,,,866.3,481.5,487.0,,,849.2,619.8,29.0,,21.7,,-96.0,-135.0,-47.0,,,,,-58.1,,-249.6,,,299.8,-172.0,-300.5,,210.6,1241.5,,-248.0,-158.2,,,,-226.0,212.0,,,,,,215.3,-169.5,-164.0,,,198.2,-31.2,,True,,False,False,False,,,,,False,,False,,,False,False,False,,False,False,,False,False,,,,False,False,,,,,,False,False,False,,,False,False
17165,70,48.0,,45.7,,40.0,35.0,33.0,,,,,45.5,,38.6,,,62.8,67.0,46.1,,59.2,,,17.0,28.5,,,,29.0,71.0,,,,,,,80.8,,,,19.7,60.9,-22.0,,-24.3,,-30.0,-35.0,-37.0,,,,,-24.5,,-31.4,,,-7.2,-3.0,-23.9,,-10.8,,,-53.0,-41.5,,,,-41.0,1.0,,,,,,,10.8,,,,-50.3,-9.1,,False,,False,False,False,,,,,False,,False,,,True,True,False,,True,,,False,False,,,,False,True,,,,,,,True,,,,False,True
17167,335,278.0,,272.4,,265.0,274.0,207.0,,,,,240.6,,276.6,,,449.6,453.0,280.4,,483.4,417.0,,222.0,267.7,,,,188.0,347.0,,,,,,555.5,291.8,203.0,,,158.7,394.7,-57.0,,-62.6,,-70.0,-61.0,-128.0,,,,,-94.4,,-58.4,,,114.6,118.0,-54.6,,148.4,82.0,,-113.0,-67.3,,,,-147.0,12.0,,,,,,220.5,-43.2,-132.0,,,-176.3,59.7,,False,,False,False,False,,,,,False,,False,,,False,False,True,,False,False,,False,False,,,,False,True,,,,,,False,True,False,,,False,False
17169,12,12.0,,12.5,,12.0,13.0,0.0,,,,,9.3,,9.9,,,31.1,26.0,0.4,,12.9,,,19.0,10.6,,,,4.0,13.0,,,,,,,19.9,,,,10.6,27.0,0.0,,0.5,,0.0,1.0,-12.0,,,,,-2.7,,-2.1,,,19.1,14.0,-11.6,,0.9,,,7.0,-1.4,,,,-8.0,1.0,,,,,,,7.9,,,,-1.4,15.0,,False,,True,False,False,,,,,False,,False,,,False,False,False,,False,,,False,False,,,,False,False,,,,,,,False,,,,False,False
17171,3,4.0,,7.5,,5.0,4.0,0.0,,,,,9.3,,3.4,,,5.5,16.0,2.5,,14.2,,,0.0,1.2,,,,3.0,11.0,,,,,,,4.7,,,,4.1,,1.0,,4.5,,2.0,1.0,-3.0,,,,,6.3,,0.4,,,2.5,13.0,-0.5,,11.2,,,-3.0,-1.8,,,,0.0,8.0,,,,,,,1.7,,,,1.1,,,False,,False,False,False,,,,,False,,True,,,False,False,True,,False,,,False,False,,,,True,False,,,,,,,False,,,,False,
17173,47,44.0,,43.2,,33.0,32.0,16.0,,,,,27.0,,15.7,,,65.7,49.0,12.9,,41.5,,,15.0,31.3,,,,29.0,62.0,,,,,,,61.9,,,,33.6,50.1,-3.0,,-3.8,,-14.0,-15.0,-31.0,,,,,-20.0,,-31.3,,,18.7,2.0,-34.1,,-5.5,,,-32.0,-15.7,,,,-18.0,15.0,,,,,,,14.9,,,,-13.4,3.1,,False,,False,False,False,,,,,False,,False,,,False,True,False,,False,,,False,False,,,,False,False,,,,,,,False,,,,False,False
17175,10,14.0,,14.5,,14.0,12.0,0.0,,,,,7.7,,7.1,,,22.4,24.0,53.0,,10.6,,,11.0,11.3,,,,11.0,16.0,,,,,,,19.6,,,,16.0,17.0,4.0,,4.5,,4.0,2.0,-10.0,,,,,-2.3,,-2.9,,,12.4,14.0,43.0,,0.6,,,1.0,1.3,,,,1.0,6.0,,,,,,,9.6,,,,6.0,7.0,,False,,False,True,False,,,,,True,,True,,,False,False,False,,True,,,True,True,,,,True,False,,,,,,,False,,,,False,False
17177,71,150.0,,169.7,,143.0,101.0,153.0,,,,,57.5,,103.1,,,214.7,176.0,345.8,,184.8,146.0,,91.0,102.4,,,,171.0,125.0,,,,,,152.2,152.8,,,,141.6,158.8,79.0,,98.7,,72.0,30.0,82.0,,,,,-13.5,,32.1,,,143.7,105.0,274.8,,113.8,75.0,,20.0,31.4,,,,100.0,54.0,,,,,,81.2,81.8,,,,70.6,87.8,,False,,True,True,False,,,,,True,,True,,,False,False,False,,False,True,,True,True,,,,False,True,,,,,,False,False,,,,True,False
17179,331,354.0,,366.8,,307.0,293.0,333.0,,,,,238.5,,206.2,,,531.6,406.0,189.6,,451.1,354.0,,235.0,297.7,,,,248.0,357.0,,,,,,382.4,355.0,274.0,,,240.4,354.4,23.0,,35.8,,-24.0,-38.0,2.0,,,,,-92.5,,-124.8,,,200.6,75.0,-141.4,,120.1,23.0,,-96.0,-33.3,,,,-83.0,26.0,,,,,,51.4,24.0,-57.0,,,-90.6,23.4,,False,,False,False,True,,,,,False,,False,,,False,False,False,,False,False,,False,False,,,,False,False,,,,,,False,False,False,,,False,False
17181,29,22.0,,18.7,,19.0,25.0,16.0,,,,,33.4,,25.8,,,57.2,45.0,4.5,,55.4,,,10.0,19.0,,,,14.0,48.0,,,,,,25.4,26.5,,,,10.2,55.1,-7.0,,-10.3,,-10.0,-4.0,-13.0,,,,,4.4,,-3.2,,,28.2,16.0,-24.5,,26.4,,,-19.0,-10.0,,,,-15.0,19.0,,,,,,-3.6,-2.5,,,,-18.8,26.1,,False,,False,True,False,,,,,True,,True,,,False,False,False,,False,,,False,False,,,,False,False,,,,,,True,True,,,,False,False
17183,184,204.0,,207.4,,152.0,159.0,129.0,,,,,143.8,,153.3,,,310.1,142.0,95.1,,193.8,181.5,,126.0,158.4,,,,129.0,214.0,,,,,,287.0,157.2,,,,44.2,237.3,20.0,,23.4,,-32.0,-25.0,-55.0,,,,,-40.2,,-30.7,,,126.1,-42.0,-88.9,,9.8,-2.5,,-58.0,-25.6,,,,-55.0,30.0,,,,,,103.0,-26.8,,,,-139.8,53.3,,False,,False,False,False,,,,,False,,False,,,False,False,False,,True,True,,False,False,,,,False,False,,,,,,False,False,,,,False,False
17185,11,10.0,,7.7,,10.0,15.0,0.0,,,,,18.9,,8.1,,,22.2,27.0,2.7,,33.4,,,1.0,10.6,,,,7.0,15.0,,,,,,,58.7,,,,9.2,31.2,-1.0,,-3.3,,-1.0,4.0,-11.0,,,,,7.9,,-2.9,,,11.2,16.0,-8.3,,22.4,,,-10.0,-0.4,,,,-4.0,4.0,,,,,,,47.7,,,,-1.8,20.2,,False,,False,False,False,,,,,False,,False,,,False,False,False,,False,,,False,True,,,,False,False,,,,,,,False,,,,False,False
17187,8,8.0,,6.6,,8.0,17.0,0.0,,,,,17.6,,9.4,,,30.5,78.0,2.9,,28.6,,,3.0,13.6,,,,6.0,23.0,,,,,,,30.7,,,,6.4,21.3,0.0,,-1.4,,0.0,9.0,-8.0,,,,,9.6,,1.4,,,22.5,70.0,-5.1,,20.6,,,-5.0,5.6,,,,-2.0,15.0,,,,,,,22.7,,,,-1.6,13.3,,False,,True,False,False,,,,,False,,False,,,False,False,False,,False,,,False,False,,,,False,False,,,,,,,False,,,,False,False
17189,17,22.0,,19.1,,19.0,17.0,7.0,,,,,23.4,,14.5,,,30.7,28.0,5.1,,29.4,,,1.0,12.1,,,,11.0,28.0,,,,,,,45.2,,,,32.7,35.8,5.0,,2.1,,2.0,0.0,-10.0,,,,,6.4,,-2.5,,,13.7,11.0,-11.9,,12.4,,,-16.0,-4.9,,,,-6.0,11.0,,,,,,,28.2,,,,15.7,18.8,,True,,True,True,False,,,,,False,,True,,,False,False,False,,False,,,False,True,,,,False,False,,,,,,,False,,,,False,False
17191,28,30.0,,32.0,,23.0,24.0,22.0,,,,,25.9,,34.4,,,44.2,44.0,15.9,,48.1,,,14.0,20.2,,,,18.0,18.0,,,,,,,57.5,,,,26.6,39.7,2.0,,4.0,,-5.0,-4.0,-6.0,,,,,-2.1,,6.4,,,16.2,16.0,-12.1,,20.1,,,-14.0,-7.8,,,,-10.0,-10.0,,,,,,,29.5,,,,-1.4,11.7,,False,,False,False,False,,,,,False,,False,,,False,False,False,,False,,,False,False,,,,False,False,,,,,,,False,,,,True,False
