,actual_deaths,Baseline,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,UCLA-SuEIR,error-Baseline,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-UCLA-SuEIR,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-UCLA-SuEIR
Illinois,16326,10730.3,10118.1,13228.2,10156.0,10302.0,-5595.7,-6207.9,-3097.8,-6170.0,-6024.0,False,True,False,False
Indiana,7338,4457.4,4279.1,6342.8,4333.0,4149.7,-2880.6,-3058.9,-995.2,-3005.0,-3188.3,False,True,False,False
Iowa,3532,1920.7,1767.1,2003.9,1981.0,1921.8,-1611.3,-1764.9,-1528.1,-1551.0,-1610.2,False,True,True,True
Kansas,2341,1109.3,1281.6,3399.7,981.0,1044.8,-1231.7,-1059.4,1058.7,-1360.0,-1296.2,True,True,False,False
Kentucky,2371,1702.4,1656.3,3578.6,1642.0,1908.0,-668.6,-714.7,1207.6,-729.0,-463.0,False,False,False,True
Louisiana,6994,6615.1,6184.4,7956.2,6534.0,7089.8,-378.9,-809.6,962.2,-460.0,95.8,False,False,False,True
Maine,292,151.9,181.9,200.7,240.0,149.0,-140.1,-110.1,-91.3,-52.0,-143.0,True,True,True,False
Maryland,5412,4599.0,4254.5,4827.5,4442.0,4206.9,-813.0,-1157.5,-584.5,-970.0,-1205.1,False,True,False,False
Massachusetts,11657,10518.6,10590.2,12411.1,9871.0,9817.4,-1138.4,-1066.8,754.1,-1786.0,-1839.6,True,True,False,False
Michigan,12074,7933.3,7693.4,8832.1,8006.0,7541.9,-4140.7,-4380.6,-3241.9,-4068.0,-4532.1,False,True,True,False
Minnesota,4839,2569.9,2590.6,4428.1,2753.0,2773.6,-2269.1,-2248.4,-410.9,-2086.0,-2065.4,True,True,True,True
Mississippi,4390,4211.4,3658.1,4582.8,3736.0,3871.6,-178.6,-731.9,192.8,-654.0,-518.4,False,False,False,False
Missouri,5048,4744.6,3431.7,5156.7,2548.0,3041.2,-303.4,-1616.3,108.7,-2500.0,-2006.8,False,True,False,False
Montana,864,362.7,611.6,556.6,360.0,292.2,-501.3,-252.4,-307.4,-504.0,-571.8,True,True,False,False
Nebraska,1475,802.0,785.2,1608.0,736.0,592.5,-673.0,-689.8,133.0,-739.0,-882.5,False,True,False,False
Nevada,2749,2225.3,2133.4,3131.4,1989.0,2425.7,-523.7,-615.6,382.4,-760.0,-323.3,False,True,False,True
New Hampshire,650,450.9,469.8,576.4,465.0,473.4,-199.1,-180.2,-73.6,-185.0,-176.6,True,True,True,True
New Jersey,18173,16568.4,16537.2,22256.9,16431.0,16369.5,-1604.6,-1635.8,4083.9,-1742.0,-1803.5,False,False,False,False
New Mexico,2155,1119.0,1118.8,1381.6,1086.0,997.7,-1036.0,-1036.2,-773.4,-1069.0,-1157.3,False,True,False,False
New York,36318,33652.7,33445.6,35893.4,33464.0,33443.6,-2503.3,-2710.4,-262.6,-2692.0,-2712.4,False,True,False,False
North Carolina,6184,5788.7,5448.3,8816.2,5292.0,4901.3,-395.3,-735.7,2632.2,-892.0,-1282.7,False,False,False,False
North Dakota,1231,693.4,645.4,562.9,402.0,325.4,-537.6,-585.6,-668.1,-829.0,-905.6,False,False,False,False
Ohio,8031,6235.0,6122.3,8404.6,5778.0,5964.5,-1796.0,-1908.7,373.6,-2253.0,-2066.5,False,True,False,False
Oklahoma,2189,1717.4,1678.2,2381.4,1577.0,1615.2,-471.6,-510.8,192.4,-612.0,-573.8,False,True,False,False
Oregon,1340,744.6,780.7,979.8,735.0,792.5,-595.4,-559.3,-360.2,-605.0,-547.5,True,True,False,True
Pennsylvania,13754,9580.0,9415.5,11688.9,9234.0,8749.8,-4174.0,-4338.5,-2065.1,-4520.0,-5004.2,False,True,False,False
Rhode Island,1625,1332.3,1322.6,1778.2,1193.0,1191.9,-292.7,-302.4,153.2,-432.0,-433.1,False,True,False,False
South Carolina,4895,4831.9,4561.1,5879.0,4187.0,4615.9,-63.1,-333.9,984.0,-708.0,-279.1,False,False,False,False
South Dakota,1350,407.7,446.8,673.4,360.0,281.8,-942.3,-903.2,-676.6,-990.0,-1068.2,True,True,False,False
Tennessee,5960,4262.3,3987.4,6338.8,3698.0,4136.3,-1697.7,-1972.6,378.8,-2262.0,-1823.7,False,True,False,False
Texas,25714,23535.1,23042.6,30413.5,22012.0,21558.5,-2102.9,-2595.4,4775.5,-3626.0,-4079.5,False,False,False,False
Utah,1148,607.1,996.3,568.8,610.0,635.5,-540.9,-151.7,-579.2,-538.0,-512.5,True,False,True,True
Vermont,108,58.0,61.4,59.1,58.0,60.2,-50.0,-46.6,-48.9,-50.0,-47.8,True,True,False,True
Virginia,4643,4864.4,4893.5,3834.7,4367.0,3806.2,223.4,252.5,-806.3,-274.0,-834.8,False,False,False,False
Washington,3104,2847.0,2638.7,2708.5,2389.0,2769.3,-276.0,-484.3,-414.5,-734.0,-353.7,False,False,False,False
West Virginia,1122,635.4,766.1,1560.7,623.0,526.2,-486.6,-355.9,438.7,-499.0,-595.8,True,True,False,False
Wisconsin,4722,1743.4,2503.1,2284.0,1954.0,1970.1,-2889.6,-2129.9,-2349.0,-2679.0,-2662.9,True,True,True,True
Wyoming,351,61.9,268.5,67.7,85.0,62.5,-289.1,-82.5,-283.3,-266.0,-288.5,True,True,True,True
US,316159,266970.4,240503.3,332487.0,237178.0,242377.1,-48875.6,-75342.7,16641.0,-78668.0,-73468.9,False,True,False,False
