,actual_deaths,Baseline,Covid19Sim-Simulator,IowaStateLW-STEM,STH-3PU,UCLA-SuEIR,error-Baseline,error-Covid19Sim-Simulator,error-IowaStateLW-STEM,error-STH-3PU,error-UCLA-SuEIR,beat_baseline-Covid19Sim-Simulator,beat_baseline-IowaStateLW-STEM,beat_baseline-STH-3PU,beat_baseline-UCLA-SuEIR
North Dakota,1231,334.3,630.1,433.0,,226.4,-896.7,-600.9,-798.0,,-1004.6,True,True,,False
Ohio,8031,6576.7,6080.2,7468.0,,5888.7,-1454.3,-1950.8,-563.0,,-2142.3,False,True,,False
Oklahoma,2189,1625.6,1652.0,2067.0,,1491.8,-563.4,-537.0,-122.0,,-697.2,True,True,,False
Oregon,1340,897.0,759.9,911.0,,805.3,-443.0,-580.1,-429.0,,-534.7,False,True,,False
Pennsylvania,13754,8923.7,9379.5,9008.0,,8334.0,-4830.3,-4374.5,-4746.0,,-5420.0,True,True,,False
Rhode Island,1625,1292.7,1201.4,1151.0,,1158.2,-332.3,-423.6,-474.0,,-466.8,False,False,,False
South Carolina,4895,5516.7,5143.3,4755.0,,4547.5,621.7,248.3,-140.0,,-347.5,True,True,,True
South Dakota,1350,336.4,418.5,524.0,,240.4,-1013.6,-931.5,-826.0,,-1109.6,True,True,,False
Tennessee,5960,5029.6,3672.8,4539.0,,4117.3,-930.4,-2287.2,-1421.0,,-1842.7,False,False,,False
Texas,25714,24811.7,18466.5,23876.0,26332.0,20683.2,-801.3,-7146.5,-1737.0,719.0,-4929.8,False,False,True,False
Utah,1148,585.4,962.6,970.0,,652.7,-562.6,-185.4,-178.0,,-495.3,True,True,,True
Vermont,108,58.0,64.3,96.0,,61.0,-50.0,-43.7,-12.0,,-47.0,True,True,,True
Virginia,4643,3361.4,4003.5,4284.0,,3112.4,-1281.6,-639.5,-359.0,,-1530.6,True,True,,False
Washington,3104,2517.6,2476.5,2367.0,,2695.0,-594.4,-635.5,-745.0,,-417.0,False,False,,True
West Virginia,1122,516.4,1413.8,896.0,,461.9,-605.6,291.8,-226.0,,-660.1,True,True,,False
Wisconsin,4722,1792.0,2621.4,2047.0,,1655.7,-2872.0,-2042.6,-2617.0,,-3008.3,True,True,,False
Wyoming,351,42.0,74.5,217.0,,49.7,-309.0,-276.5,-134.0,,-301.3,True,True,,True
US,316159,265158.1,233522.4,264860.0,258421.0,235145.4,-50847.9,-82483.6,-51146.0,-57585.0,-80860.6,False,False,False,False
