,actual_deaths,Baseline,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,STH-3PU,UCLA-SuEIR,YYG-ParamSearch,error-Baseline,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-STH-3PU,error-UCLA-SuEIR,error-YYG-ParamSearch,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-STH-3PU,beat_baseline-UCLA-SuEIR,beat_baseline-YYG-ParamSearch
Maine,146,170.4,141.4,142.3,193.0,,157.3,190.9,24.4,-4.6,-3.7,47.0,,11.3,44.9,True,True,False,,True,False
Maryland,4091,4404.3,4747.1,3985.5,3817.0,,4304.0,4748.0,313.3,656.1,-105.5,-274.0,,213.0,657.0,False,True,True,,True,False
Massachusetts,9839,9930.4,9102.7,9572.7,8973.0,,9594.9,9922.2,91.4,-736.3,-266.3,-866.0,,-244.1,83.2,False,False,False,,False,True
Michigan,7522,7132.9,7276.3,6850.7,7163.0,,7106.0,7280.5,-389.1,-245.7,-671.3,-359.0,,-416.0,-241.5,True,False,True,,False,True
Minnesota,2381,2128.3,2624.4,1981.0,1829.0,,2026.7,2244.2,-252.7,243.4,-400.0,-552.0,,-354.3,-136.8,True,False,False,,False,True
Mississippi,3255,4193.0,3268.3,3245.5,2668.0,,3518.8,3425.0,938.0,13.3,-9.5,-587.0,,263.8,170.0,True,True,True,,True,True
Missouri,2827,2070.4,4367.9,2180.5,1675.0,,2757.6,2439.2,-742.6,1554.9,-632.5,-1138.0,,-55.4,-373.8,False,True,False,,True,True
Montana,294,238.9,298.8,136.2,212.0,,128.8,250.7,-55.1,4.8,-157.8,-82.0,,-165.2,-43.3,True,False,False,,False,True
Nebraska,595,521.7,765.5,784.4,425.0,,455.6,539.1,-73.3,170.5,189.4,-170.0,,-139.4,-55.9,False,False,False,,False,True
Nevada,1743,1994.0,2062.0,2422.7,1800.0,,1454.9,1701.9,251.0,319.0,679.7,57.0,,-288.1,-41.1,False,False,True,,False,True
New Hampshire,473,511.9,453.7,473.0,439.0,,490.3,574.3,38.9,-19.3,-0.0,-34.0,,17.3,101.3,True,True,True,,True,False
New Jersey,16281,16417.0,16061.3,16948.8,16221.0,,16272.6,16766.3,136.0,-219.7,667.8,-60.0,,-8.4,485.3,False,False,True,,True,False
New Mexico,965,1128.3,971.8,874.2,1133.0,,993.5,1128.9,163.3,6.8,-90.8,168.0,,28.5,163.9,True,True,False,,True,False
New York,33634,33658.6,33144.0,34383.1,33152.0,,33027.9,33339.3,11.6,-503.0,736.1,-495.0,,-619.1,-307.7,False,False,False,,False,False
North Carolina,4144,3951.3,3852.7,3612.7,3416.0,,3162.8,3653.3,-192.7,-291.3,-531.3,-728.0,,-981.2,-490.7,False,False,False,,False,False
North Dakota,448,176.1,317.7,177.4,138.0,,173.2,195.3,-271.9,-130.3,-270.6,-310.0,,-274.8,-252.7,True,True,False,,False,True
Ohio,5001,6161.3,4823.6,5477.4,4561.0,,5245.0,5416.4,838.3,-499.4,154.4,-762.0,,-78.0,93.4,True,True,True,,True,True
Oklahoma,1245,1190.3,1671.2,1342.1,1276.0,,892.3,1176.5,-54.7,426.2,97.1,31.0,,-352.7,-68.5,False,False,True,,False,False
Oregon,653,764.7,702.8,599.3,514.0,,605.6,909.9,111.7,49.8,-53.7,-139.0,,-47.4,256.9,True,True,False,,True,False
Pennsylvania,8636,8361.3,8330.8,8253.2,7787.0,,8013.7,8341.1,-274.7,-305.2,-382.8,-849.0,,-622.3,-294.9,False,False,False,,False,False
Rhode Island,1191,1066.3,1148.9,1048.9,1121.0,,1072.0,1113.9,-102.7,-20.1,-120.1,-48.0,,-97.0,-55.1,True,False,True,,True,True
South Carolina,3793,5168.1,3069.9,3207.3,3193.0,,2891.7,4190.3,1375.1,-723.1,-585.7,-600.0,,-901.3,397.3,True,True,True,,True,True
South Dakota,366,277.3,227.2,196.4,236.0,,317.9,223.7,-88.7,-138.8,-169.6,-130.0,,-48.1,-142.3,False,False,False,,True,False
Tennessee,3100,2329.9,3517.8,2107.2,2253.0,,1751.8,2281.4,-770.1,417.8,-992.8,-847.0,,-1348.2,-818.6,True,False,False,,False,False
Texas,18214,28244.6,15212.3,23172.9,25238.0,15756.0,21312.8,17518.0,11084.6,-1947.7,6012.9,8078.0,-1404.0,4152.8,358.0,True,True,True,True,True,True
Utah,568,749.7,809.8,511.2,593.0,,608.7,782.1,181.7,241.8,-56.8,25.0,,40.7,214.1,False,True,True,,True,False
Vermont,58,68.9,59.9,56.5,58.0,,69.7,74.1,10.9,1.9,-1.5,0.0,,11.7,16.1,True,True,True,,False,False
Virginia,3578,3878.0,3664.8,2276.4,2499.0,,3714.7,3926.3,300.0,86.8,-1301.6,-1079.0,,136.7,348.3,True,False,False,,True,False
Washington,2277,2722.4,2620.0,2093.0,2082.0,,2471.6,2711.8,477.4,375.0,-152.0,-163.0,,226.6,466.8,True,True,True,,True,True
West Virginia,424,283.0,269.6,125.2,165.0,,244.0,259.3,-141.0,-154.4,-298.8,-259.0,,-180.0,-164.7,False,False,False,,False,False
Wisconsin,2039,1612.0,1990.0,1904.5,1320.0,,1362.0,1729.0,-387.0,-9.0,-94.5,-679.0,,-637.0,-270.0,True,True,False,,False,True
Wyoming,68,37.9,82.0,33.4,39.0,,35.4,39.9,-30.1,14.0,-34.6,-29.0,,-32.6,-28.1,True,False,True,,False,True
US,225656,248827.9,225769.8,224841.8,215108.0,319479.0,221427.4,223949.8,23948.9,890.8,-37.2,-9771.0,94600.0,-3451.6,-929.2,True,True,True,False,True,True
