,actual_cases,COVIDhub-baseline,Columbia_UNC-SurvCon,Covid19Sim-Simulator,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,MITCovAlliance-SIR,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-MITCovAlliance-SIR,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-MITCovAlliance-SIR,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
30109,61,96.0,,,,79.0,,459.0,,,,29.0,35.0,,,,18.0,,398.0,,,,-32.0,,,,True,,False,,,,True
30111,7368,5136.0,,,,3364.0,,4567.4,2148.8,1865.1,,9607.0,-2232.0,,,,-4004.0,,-2800.6,-5219.2,-5502.9,,2239.0,,,,False,,False,False,False,,False
31001,1243,424.0,,,,508.0,,297.7,413.3,,,117.0,-819.0,,,,-735.0,,-945.3,-829.7,,,-1126.0,,,,True,,False,False,,,False
31003,236,192.0,,,,123.0,,193.9,0.1,,,52.0,-44.0,,,,-113.0,,-42.1,-235.9,,,-184.0,,,,False,,True,False,,,False
31005,15,8.0,,,,15.0,,0.2,,,,0.0,-7.0,,,,0.0,,-14.8,,,,-15.0,,,,True,,False,,,,False
31007,14,0.0,,,,17.0,,3.2,,,,0.0,-14.0,,,,3.0,,-10.8,,,,-14.0,,,,True,,True,,,,False
31009,15,0.0,,,,21.0,,1.0,,,,0.0,-15.0,,,,6.0,,-14.0,,,,-15.0,,,,True,,True,,,,False
31011,242,136.0,,,,91.0,,172.0,26.1,,,44.0,-106.0,,,,-151.0,,-70.0,-215.9,,,-198.0,,,,False,,True,False,,,False
31013,545,184.0,,,,80.0,,221.2,172.4,,,69.0,-361.0,,,,-465.0,,-323.8,-372.6,,,-476.0,,,,False,,True,False,,,False
31015,99,72.0,,,,77.0,,47.2,,,,6.0,-27.0,,,,-22.0,,-51.8,,,,-93.0,,,,True,,False,,,,False
31017,119,88.0,,,,91.0,,126.8,,,,27.0,-31.0,,,,-28.0,,7.8,,,,-92.0,,,,True,,True,,,,False
31019,2469,1360.0,,,,643.0,,812.6,893.1,868.0,,313.0,-1109.0,,,,-1826.0,,-1656.4,-1575.9,-1601.0,,-2156.0,,,,False,,False,False,False,,False
31021,373,96.0,,,,98.0,,82.3,,,,73.0,-277.0,,,,-275.0,,-290.7,,,,-300.0,,,,True,,False,,,,False
31023,482,200.0,,,,115.0,,121.8,80.8,,,50.0,-282.0,,,,-367.0,,-360.2,-401.2,,,-432.0,,,,False,,False,False,,,False
31025,882,360.0,,,,200.0,,270.9,249.8,,,196.0,-522.0,,,,-682.0,,-611.1,-632.2,,,-686.0,,,,False,,False,False,,,False
31027,307,152.0,,,,199.0,,112.7,65.9,,,67.0,-155.0,,,,-108.0,,-194.3,-241.1,,,-240.0,,,,True,,False,False,,,False
31029,195,440.0,,,,57.0,,1509.9,,,,80.0,245.0,,,,-138.0,,1314.9,,,,-115.0,,,,True,,False,,,,True
31031,153,16.0,,,,130.0,,19.4,,,,6.0,-137.0,,,,-23.0,,-133.6,,,,-147.0,,,,True,,True,,,,False
31033,541,56.0,,,,50.0,,52.4,,,,33.0,-485.0,,,,-491.0,,-488.6,,,,-508.0,,,,False,,False,,,,False
31035,326,168.0,,,,51.0,,133.7,44.3,,,66.0,-158.0,,,,-275.0,,-192.3,-281.7,,,-260.0,,,,False,,False,False,,,False
31037,537,160.0,,,,172.0,,34.5,31.4,,,0.0,-377.0,,,,-365.0,,-502.5,-505.6,,,-537.0,,,,True,,False,False,,,False
31039,425,304.0,,,,192.0,,364.8,152.9,,,86.0,-121.0,,,,-233.0,,-60.2,-272.1,,,-339.0,,,,False,,True,False,,,False
31041,374,344.0,,,,174.0,,456.7,148.6,,,205.0,-30.0,,,,-200.0,,82.7,-225.4,,,-169.0,,,,False,,False,False,,,False
31043,863,744.0,,,,307.0,,330.6,89.2,243.0,,776.0,-119.0,,,,-556.0,,-532.4,-773.8,-620.0,,-87.0,,,,False,,False,False,False,,True
31045,315,192.0,,,,94.0,,106.0,13.2,,,65.0,-123.0,,,,-221.0,,-209.0,-301.8,,,-250.0,,,,False,,False,False,,,False
31047,1006,232.0,,,,194.0,,122.9,49.0,137.8,,50.0,-774.0,,,,-812.0,,-883.1,-957.0,-868.2,,-956.0,,,,False,,False,False,False,,False
31049,47,0.0,,,,20.0,,0.8,,,,0.0,-47.0,,,,-27.0,,-46.2,,,,-47.0,,,,True,,True,,,,False
31051,289,264.0,,,,106.0,,373.3,0.0,,,94.0,-25.0,,,,-183.0,,84.3,-289.0,,,-195.0,,,,False,,False,False,,,False
31053,1711,760.0,,,,638.0,,441.1,684.7,568.9,,127.0,-951.0,,,,-1073.0,,-1269.9,-1026.3,-1142.1,,-1584.0,,,,False,,False,False,False,,False
31055,25589,10128.0,,,,5641.0,,5013.1,8585.9,6070.9,,3246.0,-15461.0,,,,-19948.0,,-20575.9,-17003.1,-19518.1,,-22343.0,,,,False,,False,False,False,,False
31057,63,16.0,,,,18.0,,29.6,,,,26.0,-47.0,,,,-45.0,,-33.4,,,,-37.0,,,,True,,True,,,,True
31059,298,48.0,,,,54.0,,23.6,,,,10.0,-250.0,,,,-244.0,,-274.4,,,,-288.0,,,,True,,False,,,,False
31061,119,136.0,,,,46.0,,243.0,,,,46.0,17.0,,,,-73.0,,124.0,,,,-73.0,,,,False,,False,,,,False
31063,106,56.0,,,,25.0,,33.2,,,,49.0,-50.0,,,,-81.0,,-72.8,,,,-57.0,,,,False,,False,,,,False
31065,239,112.0,,,,49.0,,249.3,,,,115.0,-127.0,,,,-190.0,,10.3,,,,-124.0,,,,False,,True,,,,True
31067,1169,296.0,,,,227.0,,284.7,171.6,,,85.0,-873.0,,,,-942.0,,-884.3,-997.4,,,-1084.0,,,,False,,False,False,,,False
31069,71,0.0,,,,23.0,,0.6,,,,15.0,-71.0,,,,-48.0,,-70.4,,,,-56.0,,,,True,,True,,,,True
31071,99,16.0,,,,45.0,,1.8,,,,0.0,-83.0,,,,-54.0,,-97.2,,,,-99.0,,,,True,,False,,,,False
31073,69,56.0,,,,42.0,,45.4,,,,18.0,-13.0,,,,-27.0,,-23.6,,,,-51.0,,,,False,,False,,,,False
31075,20,0.0,,,,19.0,,9.1,,,,18.0,-20.0,,,,-1.0,,-10.9,,,,-2.0,,,,True,,True,,,,True
31077,99,24.0,,,,39.0,,27.1,,,,8.0,-75.0,,,,-60.0,,-71.9,,,,-91.0,,,,True,,True,,,,False
31079,2841,1032.0,,,,902.0,,489.1,212.0,539.4,,322.0,-1809.0,,,,-1939.0,,-2351.9,-2629.0,-2301.6,,-2519.0,,,,False,,False,False,False,,False
31081,410,296.0,,,,110.0,,199.1,75.8,,,103.0,-114.0,,,,-300.0,,-210.9,-334.2,,,-307.0,,,,False,,False,False,,,False
31083,122,88.0,,,,42.0,,92.6,,,,20.0,-34.0,,,,-80.0,,-29.4,,,,-102.0,,,,False,,True,,,,False
31085,44,16.0,,,,17.0,,15.7,,,,29.0,-28.0,,,,-27.0,,-28.3,,,,-15.0,,,,True,,False,,,,True
31087,108,64.0,,,,25.0,,405.4,,,,51.0,-44.0,,,,-83.0,,297.4,,,,-57.0,,,,False,,False,,,,False
31089,399,328.0,,,,246.0,,650.1,0.8,,,109.0,-71.0,,,,-153.0,,251.1,-398.2,,,-290.0,,,,False,,False,False,,,False
31091,31,16.0,,,,28.0,,0.4,,,,0.0,-15.0,,,,-3.0,,-30.6,,,,-31.0,,,,True,,False,,,,False
31093,277,72.0,,,,97.0,,98.3,82.4,,,62.0,-205.0,,,,-180.0,,-178.7,-194.6,,,-215.0,,,,True,,True,True,,,False
31095,392,48.0,,,,82.0,,11.0,,,,11.0,-344.0,,,,-310.0,,-381.0,,,,-381.0,,,,True,,False,,,,False
31097,260,88.0,,,,44.0,,39.2,,,,9.0,-172.0,,,,-216.0,,-220.8,,,,-251.0,,,,False,,False,,,,False
31099,332,328.0,,,,87.0,,131.7,220.0,,,50.0,-4.0,,,,-245.0,,-200.3,-112.0,,,-282.0,,,,False,,False,False,,,False
31101,377,40.0,,,,63.0,,29.9,,,,18.0,-337.0,,,,-314.0,,-347.1,,,,-359.0,,,,True,,False,,,,False
31103,17,16.0,,,,40.0,,3.2,,,,0.0,-1.0,,,,23.0,,-13.8,,,,-17.0,,,,False,,False,,,,False
31105,168,64.0,,,,30.0,,141.9,,,,60.0,-104.0,,,,-138.0,,-26.1,,,,-108.0,,,,False,,True,,,,False
31107,257,224.0,,,,139.0,,173.4,0.0,,,37.0,-33.0,,,,-118.0,,-83.6,-257.0,,,-220.0,,,,False,,False,False,,,False
31109,10939,4712.0,,,,3513.0,,2706.2,4990.8,3321.9,,1175.0,-6227.0,,,,-7426.0,,-8232.8,-5948.2,-7617.1,,-9764.0,,,,False,,False,True,False,,False
31111,1942,664.0,,,,552.0,,533.9,357.0,,,168.0,-1278.0,,,,-1390.0,,-1408.1,-1585.0,,,-1774.0,,,,False,,False,False,,,False
31113,47,0.0,,,,24.0,,2.4,,,,6.0,-47.0,,,,-23.0,,-44.6,,,,-41.0,,,,True,,True,,,,True
31115,29,8.0,,,,25.0,,1.7,,,,0.0,-21.0,,,,-4.0,,-27.3,,,,-29.0,,,,True,,False,,,,False
31117,11,8.0,,,,18.0,,21.4,,,,9.0,-3.0,,,,7.0,,10.4,,,,-2.0,,,,False,,False,,,,True
31119,2381,600.0,,,,876.0,,300.1,16.3,,,150.0,-1781.0,,,,-1505.0,,-2080.9,-2364.7,,,-2231.0,,,,True,,False,False,,,False
31121,386,136.0,,,,135.0,,151.2,60.8,,,189.0,-250.0,,,,-251.0,,-234.8,-325.2,,,-197.0,,,,False,,True,False,,,True
31123,281,8.0,,,,42.0,,1.7,,,,0.0,-273.0,,,,-239.0,,-279.3,,,,-281.0,,,,True,,False,,,,False
31125,250,64.0,,,,75.0,,95.6,,,,18.0,-186.0,,,,-175.0,,-154.4,,,,-232.0,,,,True,,True,,,,False
31127,214,96.0,,,,63.0,,51.4,0.0,,,21.0,-118.0,,,,-151.0,,-162.6,-214.0,,,-193.0,,,,False,,False,False,,,False
31129,219,80.0,,,,49.0,,16.8,,,,9.0,-139.0,,,,-170.0,,-202.2,,,,-210.0,,,,False,,False,,,,False
31131,598,272.0,,,,181.0,,282.9,153.0,,,127.0,-326.0,,,,-417.0,,-315.1,-445.0,,,-471.0,,,,False,,True,False,,,False
31133,95,16.0,,,,31.0,,10.3,,,,2.0,-79.0,,,,-64.0,,-84.7,,,,-93.0,,,,True,,False,,,,False
31135,137,16.0,,,,24.0,,4.1,,,,10.0,-121.0,,,,-113.0,,-132.9,,,,-127.0,,,,True,,False,,,,False
31137,438,280.0,,,,135.0,,560.3,126.4,,,192.0,-158.0,,,,-303.0,,122.3,-311.6,,,-246.0,,,,False,,True,False,,,False
31139,335,64.0,,,,102.0,,30.6,0.0,,,11.0,-271.0,,,,-233.0,,-304.4,-335.0,,,-324.0,,,,True,,False,False,,,False
31141,2020,472.0,,,,596.0,,299.9,63.4,291.1,,98.0,-1548.0,,,,-1424.0,,-1720.1,-1956.6,-1728.9,,-1922.0,,,,True,,False,False,False,,False
31143,202,344.0,,,,66.0,,747.7,104.7,,,89.0,142.0,,,,-136.0,,545.7,-97.3,,,-113.0,,,,True,,False,True,,,True
31145,623,296.0,,,,87.0,,2489.9,,,,225.0,-327.0,,,,-536.0,,1866.9,,,,-398.0,,,,False,,False,,,,False
31147,323,104.0,,,,63.0,,76.0,,,,44.0,-219.0,,,,-260.0,,-247.0,,,,-279.0,,,,False,,False,,,,False
31149,39,16.0,,,,74.0,,2.3,,,,0.0,-23.0,,,,35.0,,-36.7,,,,-39.0,,,,False,,False,,,,False
31151,779,200.0,,,,202.0,,106.5,20.7,,,13.0,-579.0,,,,-577.0,,-672.5,-758.3,,,-766.0,,,,True,,False,False,,,False
31153,8277,3648.0,,,,1554.0,,2180.5,2483.8,1974.1,,1173.0,-4629.0,,,,-6723.0,,-6096.5,-5793.2,-6302.9,,-7104.0,,,,False,,False,False,False,,False
31155,877,320.0,,,,233.0,,256.4,0.0,,,75.0,-557.0,,,,-644.0,,-620.6,-877.0,,,-802.0,,,,False,,False,False,,,False
31157,2326,224.0,,,,332.0,,185.2,249.3,,,209.0,-2102.0,,,,-1994.0,,-2140.8,-2076.7,,,-2117.0,,,,True,,False,True,,,False
31159,660,136.0,,,,242.0,,161.8,205.1,,,50.0,-524.0,,,,-418.0,,-498.2,-454.9,,,-610.0,,,,True,,True,True,,,False
31161,225,88.0,,,,46.0,,131.3,,,,110.0,-137.0,,,,-179.0,,-93.7,,,,-115.0,,,,False,,True,,,,True
31163,106,40.0,,,,49.0,,35.6,,,,13.0,-66.0,,,,-57.0,,-70.4,,,,-93.0,,,,True,,False,,,,False
31165,15,8.0,,,,24.0,,1.5,,,,0.0,-7.0,,,,9.0,,-13.5,,,,-15.0,,,,False,,False,,,,False
31167,208,24.0,,,,103.0,,28.3,,,,63.0,-184.0,,,,-105.0,,-179.7,,,,-145.0,,,,True,,True,,,,True
31169,247,48.0,,,,52.0,,36.9,,,,70.0,-199.0,,,,-195.0,,-210.1,,,,-177.0,,,,True,,False,,,,True
31171,31,16.0,,,,29.0,,43.7,,,,17.0,-15.0,,,,-2.0,,12.7,,,,-14.0,,,,True,,True,,,,True
31173,285,200.0,,,,77.0,,114.1,0.0,,,38.0,-85.0,,,,-208.0,,-170.9,-285.0,,,-247.0,,,,False,,False,False,,,False
31175,160,56.0,,,,68.0,,31.9,,,,6.0,-104.0,,,,-92.0,,-128.1,,,,-154.0,,,,True,,False,,,,False
31177,997,400.0,,,,232.0,,445.2,210.9,,,76.0,-597.0,,,,-765.0,,-551.8,-786.1,,,-921.0,,,,False,,True,False,,,False
31179,522,424.0,,,,208.0,,194.2,0.1,,,42.0,-98.0,,,,-314.0,,-327.8,-521.9,,,-480.0,,,,False,,False,False,,,False
31181,220,72.0,,,,67.0,,34.4,,,,32.0,-148.0,,,,-153.0,,-185.6,,,,-188.0,,,,False,,False,,,,False
31183,16,8.0,,,,31.0,,88.4,,,,21.0,-8.0,,,,15.0,,72.4,,,,5.0,,,,False,,False,,,,True
31185,815,576.0,,,,199.0,,702.0,231.1,,,1036.0,-239.0,,,,-616.0,,-113.0,-583.9,,,221.0,,,,False,,True,False,,,True
32001,793,120.0,,,,19.0,,180.1,86.7,,,80.0,-673.0,,,,-774.0,,-612.9,-706.3,,,-713.0,,,,False,,True,False,,,False
32003,54741,21960.0,,,,7674.0,,14436.5,1786.3,9567.5,,18763.0,-32781.0,,,,-47067.0,,-40304.5,-52954.7,-45173.5,,-35978.0,,,,False,,False,False,False,,False
32005,810,208.0,,,,64.0,,226.1,153.3,,,368.0,-602.0,,,,-746.0,,-583.9,-656.7,,,-442.0,,,,False,,True,False,,,True
32007,2043,552.0,,,,129.0,,462.9,225.3,,,489.0,-1491.0,,,,-1914.0,,-1580.1,-1817.7,,,-1554.0,,,,False,,False,False,,,False
32009,12,0.0,,,,0.0,,0.5,,,,,-12.0,,,,-12.0,,-11.5,,,,,,,,False,,True,,,,
32011,16,0.0,,,,0.0,,1.8,,,,0.0,-16.0,,,,-16.0,,-14.2,,,,-16.0,,,,False,,True,,,,False
32013,379,88.0,,,,11.0,,50.4,42.8,,,18.0,-291.0,,,,-368.0,,-328.6,-336.2,,,-361.0,,,,False,,False,False,,,False
32015,165,96.0,,,,0.0,,101.2,,,,82.0,-69.0,,,,-165.0,,-63.8,,,,-83.0,,,,False,,True,,,,False
32017,217,56.0,,,,0.0,,84.0,,,,207.0,-161.0,,,,-217.0,,-133.0,,,,-10.0,,,,False,,True,,,,True
32019,948,480.0,,,,102.0,,265.0,303.4,,,485.0,-468.0,,,,-846.0,,-683.0,-644.6,,,-463.0,,,,False,,False,False,,,True
32021,101,0.0,,,,0.0,,1.6,,,,70.0,-101.0,,,,-101.0,,-99.4,,,,-31.0,,,,False,,True,,,,True
32023,937,96.0,,,,72.0,,141.4,102.6,,,45.0,-841.0,,,,-865.0,,-795.6,-834.4,,,-892.0,,,,False,,True,True,,,False
32027,92,0.0,,,,0.0,,7.9,,,,0.0,-92.0,,,,-92.0,,-84.1,,,,-92.0,,,,False,,True,,,,False
32029,44,40.0,,,,0.0,,197.0,,,,113.0,-4.0,,,,-44.0,,153.0,,,,69.0,,,,False,,False,,,,False
32031,16495,5560.0,,,,1426.0,,4112.9,3680.1,2610.5,,3896.0,-10935.0,,,,-15069.0,,-12382.1,-12814.9,-13884.5,,-12599.0,,,,False,,False,False,False,,False
32033,283,80.0,,,,2.0,,111.9,,,,118.0,-203.0,,,,-281.0,,-171.1,,,,-165.0,,,,False,,True,,,,True
32510,2198,192.0,,,,125.0,,216.7,433.4,,,297.0,-2006.0,,,,-2073.0,,-1981.3,-1764.6,,,-1901.0,,,,False,,True,True,,,True
33001,720,136.0,,,,256.0,,160.8,301.2,,,1173.0,-584.0,,,,-464.0,,-559.2,-418.8,,,453.0,,,,True,,True,True,,,True
33003,351,56.0,,,,92.0,,72.8,162.2,,,377.0,-295.0,,,,-259.0,,-278.2,-188.8,,,26.0,,,,True,,True,True,,,True
33005,505,40.0,,,,109.0,,66.0,262.6,,,66.0,-465.0,,,,-396.0,,-439.0,-242.4,,,-439.0,,,,True,,True,True,,,True
33007,319,0.0,,,,338.0,,22.4,,,,0.0,-319.0,,,,19.0,,-296.6,,,,-319.0,,,,True,,True,,,,False
33009,473,80.0,,,,211.0,,66.4,283.0,,,197.0,-393.0,,,,-262.0,,-406.6,-190.0,,,-276.0,,,,True,,False,True,,,True
33011,5627,2000.0,,,,1139.0,,1539.0,2285.5,787.0,,9702.0,-3627.0,,,,-4488.0,,-4088.0,-3341.5,-4840.0,,4075.0,,,,False,,False,True,False,,False
33013,1640,584.0,,,,445.0,,276.3,681.1,,,805.0,-1056.0,,,,-1195.0,,-1363.7,-958.9,,,-835.0,,,,False,,False,True,,,True
33015,3604,768.0,,,,486.0,,583.2,1045.0,349.5,,3533.0,-2836.0,,,,-3118.0,,-3020.8,-2559.0,-3254.5,,-71.0,,,,False,,False,True,False,,True
33017,1197,216.0,,,,349.0,,169.7,1369.8,,,123.0,-981.0,,,,-848.0,,-1027.3,172.8,,,-1074.0,,,,True,,False,True,,,False
33019,200,48.0,,,,37.0,,69.4,,,,58.0,-152.0,,,,-163.0,,-130.6,,,,-142.0,,,,False,,True,,,,True
34001,4230,1664.0,,,,1229.0,,1030.4,1057.7,927.5,,2427.0,-2566.0,,,,-3001.0,,-3199.6,-3172.3,-3302.5,,-1803.0,,,,False,,False,False,False,,True
34003,14243,3320.0,,,,1843.0,,1615.2,5072.2,2569.7,,8018.0,-10923.0,,,,-12400.0,,-12627.8,-9170.8,-11673.3,,-6225.0,,,,False,,False,True,False,,True
34005,7482,1816.0,,,,1607.0,,1106.4,1282.2,824.5,,2978.0,-5666.0,,,,-5875.0,,-6375.6,-6199.8,-6657.5,,-4504.0,,,,False,,False,False,False,,True
34007,10653,2664.0,,,,1992.0,,1507.4,1021.9,1479.5,,5618.0,-7989.0,,,,-8661.0,,-9145.6,-9631.1,-9173.5,,-5035.0,,,,False,,False,False,False,,True
34009,719,136.0,,,,520.0,,172.6,520.4,51.2,,1279.0,-583.0,,,,-199.0,,-546.4,-198.6,-667.8,,560.0,,,,True,,True,True,False,,True
34011,1611,344.0,,,,770.0,,227.5,11.7,317.3,,426.0,-1267.0,,,,-841.0,,-1383.5,-1599.3,-1293.7,,-1185.0,,,,True,,False,False,False,,True
34013,16047,3432.0,,,,2038.0,,1546.1,2836.7,4596.7,,7752.0,-12615.0,,,,-14009.0,,-14500.9,-13210.3,-11450.3,,-8295.0,,,,False,,False,False,True,,True
34015,5104,1264.0,,,,1217.0,,870.8,901.9,813.6,,564.0,-3840.0,,,,-3887.0,,-4233.2,-4202.1,-4290.4,,-4540.0,,,,False,,False,False,False,,False
34017,12701,2176.0,,,,1366.0,,983.4,3987.6,843.5,,2762.0,-10525.0,,,,-11335.0,,-11717.6,-8713.4,-11857.5,,-9939.0,,,,False,,False,True,False,,True
34019,1241,512.0,,,,193.0,,346.4,1038.0,173.0,,986.0,-729.0,,,,-1048.0,,-894.6,-203.0,-1068.0,,-255.0,,,,False,,False,True,False,,True
34021,5914,816.0,,,,1424.0,,432.0,1431.6,437.1,,1690.0,-5098.0,,,,-4490.0,,-5482.0,-4482.4,-5476.9,,-4224.0,,,,True,,False,True,False,,True
34023,12712,3568.0,,,,2224.0,,1823.6,3324.9,1893.6,,3830.0,-9144.0,,,,-10488.0,,-10888.4,-9387.1,-10818.4,,-8882.0,,,,False,,False,False,False,,True
34025,9617,4704.0,,,,2056.0,,2492.4,2664.3,2329.5,,7104.0,-4913.0,,,,-7561.0,,-7124.6,-6952.7,-7287.5,,-2513.0,,,,False,,False,False,False,,True
34027,6559,1264.0,,,,1014.0,,674.3,2017.9,688.8,,2039.0,-5295.0,,,,-5545.0,,-5884.7,-4541.1,-5870.2,,-4520.0,,,,False,,False,True,False,,True
34029,8505,7624.0,,,,2956.0,,3952.6,2820.3,6785.8,,5033.0,-881.0,,,,-5549.0,,-4552.4,-5684.7,-1719.2,,-3472.0,,,,False,,False,False,False,,False
34031,12754,2808.0,,,,1245.0,,1100.8,2949.9,1460.8,,4274.0,-9946.0,,,,-11509.0,,-11653.2,-9804.1,-11293.2,,-8480.0,,,,False,,False,True,False,,True
34033,691,200.0,,,,255.0,,135.5,356.9,149.2,,309.0,-491.0,,,,-436.0,,-555.5,-334.1,-541.8,,-382.0,,,,True,,False,True,False,,True
34035,3711,920.0,,,,733.0,,477.2,1459.4,401.6,,1037.0,-2791.0,,,,-2978.0,,-3233.8,-2251.6,-3309.4,,-2674.0,,,,False,,False,True,False,,True
34037,1293,296.0,,,,167.0,,209.7,760.5,111.4,,294.0,-997.0,,,,-1126.0,,-1083.3,-532.5,-1181.6,,-999.0,,,,False,,False,True,False,,False
34039,11668,2648.0,,,,1750.0,,1157.8,3217.2,1090.8,,4998.0,-9020.0,,,,-9918.0,,-10510.2,-8450.8,-10577.2,,-6670.0,,,,False,,False,True,False,,True
34041,1244,168.0,,,,201.0,,98.2,406.6,85.8,,535.0,-1076.0,,,,-1043.0,,-1145.8,-837.4,-1158.2,,-709.0,,,,True,,False,True,False,,True
35001,22374,6024.0,,,,4039.0,,5249.5,3172.2,2522.7,,8984.0,-16350.0,,,,-18335.0,,-17124.5,-19201.8,-19851.3,,-13390.0,,,,False,,False,False,False,,True
35003,37,0.0,,,,0.0,,2.8,,,,0.0,-37.0,,,,-37.0,,-34.2,,,,-37.0,,,,False,,True,,,,False
35005,3787,1456.0,,,,412.0,,1505.6,561.6,693.6,,1316.0,-2331.0,,,,-3375.0,,-2281.4,-3225.4,-3093.4,,-2471.0,,,,False,,True,False,False,,False
35006,1304,120.0,,,,190.0,,92.6,0.0,,,164.0,-1184.0,,,,-1114.0,,-1211.4,-1304.0,,,-1140.0,,,,True,,False,False,,,True
35007,232,8.0,,,,23.0,,12.7,,,,9.0,-224.0,,,,-209.0,,-219.3,,,,-223.0,,,,True,,True,,,,True
35009,2325,1336.0,,,,1145.0,,1348.5,353.6,,,981.0,-989.0,,,,-1180.0,,-976.5,-1971.4,,,-1344.0,,,,False,,True,False,,,False
35011,58,0.0,,,,0.0,,4.0,,,,0.0,-58.0,,,,-58.0,,-54.0,,,,-58.0,,,,False,,True,,,,False
35013,10511,3216.0,,,,3050.0,,3006.3,1052.7,1704.8,,1294.0,-7295.0,,,,-7461.0,,-7504.7,-9458.3,-8806.2,,-9217.0,,,,False,,False,False,False,,False
35015,2227,896.0,,,,612.0,,996.8,80.1,,,790.0,-1331.0,,,,-1615.0,,-1230.2,-2146.9,,,-1437.0,,,,False,,True,False,,,False
35017,408,104.0,,,,17.0,,86.2,196.8,,,70.0,-304.0,,,,-391.0,,-321.8,-211.2,,,-338.0,,,,False,,False,True,,,False
35019,119,16.0,,,,16.0,,18.1,,,,200.0,-103.0,,,,-103.0,,-100.9,,,,81.0,,,,False,,True,,,,True
35021,5,0.0,,,,0.0,,0.3,,,,0.0,-5.0,,,,-5.0,,-4.7,,,,-5.0,,,,False,,True,,,,False
35023,86,32.0,,,,1.0,,28.8,0.0,,,145.0,-54.0,,,,-85.0,,-57.2,-86.0,,,59.0,,,,False,,False,False,,,False
35025,3169,952.0,,,,1004.0,,962.2,323.4,295.2,,923.0,-2217.0,,,,-2165.0,,-2206.8,-2845.6,-2873.8,,-2246.0,,,,True,,True,False,False,,False
35027,606,232.0,,,,59.0,,281.5,140.9,,,18.0,-374.0,,,,-547.0,,-324.5,-465.1,,,-588.0,,,,False,,True,False,,,False
35028,139,24.0,,,,56.0,,20.1,,,,42.0,-115.0,,,,-83.0,,-118.9,,,,-97.0,,,,True,,False,,,,True
35029,1559,360.0,,,,48.0,,333.9,37.5,,,510.0,-1199.0,,,,-1511.0,,-1225.1,-1521.5,,,-1049.0,,,,False,,False,False,,,True
35031,3176,400.0,,,,936.0,,161.7,1.7,215.0,,0.0,-2776.0,,,,-2240.0,,-3014.3,-3174.3,-2961.0,,-3176.0,,,,True,,False,False,False,,False
35033,42,16.0,,,,0.0,,10.9,,,,256.0,-26.0,,,,-42.0,,-31.1,,,,214.0,,,,False,,False,,,,False
35035,1337,144.0,,,,691.0,,223.5,305.7,,,234.0,-1193.0,,,,-646.0,,-1113.5,-1031.3,,,-1103.0,,,,True,,True,True,,,True
35037,190,24.0,,,,38.0,,13.5,,,,9.0,-166.0,,,,-152.0,,-176.5,,,,-181.0,,,,True,,False,,,,False
35039,1056,96.0,,,,146.0,,118.8,55.2,,,135.0,-960.0,,,,-910.0,,-937.2,-1000.8,,,-921.0,,,,True,,True,False,,,True
35041,754,344.0,,,,302.0,,405.3,79.0,,,402.0,-410.0,,,,-452.0,,-348.7,-675.0,,,-352.0,,,,False,,True,False,,,True
35043,4303,864.0,,,,742.0,,670.4,580.2,533.6,,2447.0,-3439.0,,,,-3561.0,,-3632.6,-3722.8,-3769.4,,-1856.0,,,,False,,False,False,False,,True
35045,3205,640.0,,,,1126.0,,375.4,6.7,268.1,,461.0,-2565.0,,,,-2079.0,,-2829.6,-3198.3,-2936.9,,-2744.0,,,,True,,False,False,False,,False
35047,373,104.0,,,,354.0,,87.2,32.9,,,753.0,-269.0,,,,-19.0,,-285.8,-340.1,,,380.0,,,,True,,False,False,,,False
35049,4558,888.0,,,,740.0,,971.6,819.4,403.6,,3480.0,-3670.0,,,,-3818.0,,-3586.4,-3738.6,-4154.4,,-1078.0,,,,False,,True,False,False,,True
35051,345,120.0,,,,14.0,,87.2,,,,296.0,-225.0,,,,-331.0,,-257.8,,,,-49.0,,,,False,,False,,,,True
35053,545,216.0,,,,52.0,,295.7,6.4,,,393.0,-329.0,,,,-493.0,,-249.3,-538.6,,,-152.0,,,,False,,True,False,,,True
35055,755,48.0,,,,78.0,,82.7,49.8,,,9.0,-707.0,,,,-677.0,,-672.3,-705.2,,,-746.0,,,,True,,True,True,,,False
35057,281,72.0,,,,61.0,,93.5,,,,87.0,-209.0,,,,-220.0,,-187.5,,,,-194.0,,,,False,,True,,,,True
35059,115,48.0,,,,24.0,,47.7,,,,136.0,-67.0,,,,-91.0,,-67.3,,,,21.0,,,,False,,False,,,,True
