,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,QJHong-Encounter,UCLA-SuEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-QJHong-Encounter,error-UCLA-SuEIR,error-USC-SI_kJalpha,beat_baseline-BPagano-RtDriven,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-QJHong-Encounter,beat_baseline-UCLA-SuEIR,beat_baseline-USC-SI_kJalpha
49053,0,0.0,,0.0,,,,,331.0,,98.3,1313.1,,,,,,0.0,,0.0,,,,,331.0,,98.3,1313.1,,,,,,,True,,,,,False,,False,False,,,,,
49055,0,0.0,,0.0,,,,,2.0,,1.4,24.3,,,,,,0.0,,0.0,,,,,2.0,,1.4,24.3,,,,,,,True,,,,,False,,False,False,,,,,
49057,0,0.0,,5.0,,,,,4443.0,,118.3,1747.3,,,,,,0.0,,5.0,,,,,4443.0,,118.3,1747.3,,,,,,,False,,,,,False,,False,False,,,,,
50001,79,20.0,,0.0,,,,,66.0,,162.4,20.7,,15.0,,,16.0,-59.0,,-79.0,,,,,-13.0,,83.4,-58.3,,-64.0,,,-63.0,,False,,,,,True,,False,True,,False,,,False
50003,95,30.0,,35.0,,,,,117.0,,186.6,28.0,,24.0,,,20.0,-65.0,,-60.0,,,,,22.0,,91.6,-67.0,,-71.0,,,-75.0,,True,,,,,True,,False,False,,False,,,False
50005,113,30.0,,40.0,,,,,35.0,,351.6,31.0,,11.0,,,36.0,-83.0,,-73.0,,,,,-78.0,,238.6,-82.0,,-102.0,,,-77.0,,True,,,,,True,,False,True,,False,,,True
50007,723,300.0,,546.0,,,,,217.0,,484.6,281.9,,332.0,,,200.0,-423.0,,-177.0,,,,,-506.0,,-238.4,-441.1,,-391.0,,,-523.0,,True,,,,,False,,True,False,,True,,,False
50009,56,5.0,,0.0,,,,,43.0,,16.8,0.5,,,,,13.0,-51.0,,-56.0,,,,,-13.0,,-39.2,-55.5,,,,,-43.0,,False,,,,,True,,True,False,,,,,True
50011,161,45.0,,151.0,,,,,29.0,,196.8,66.8,,10.0,,,23.0,-116.0,,-10.0,,,,,-132.0,,35.8,-94.2,,-151.0,,,-138.0,,True,,,,,False,,True,True,,False,,,False
50013,30,0.0,,0.0,,,,,5.0,,5.6,1.1,,0.0,,,1.0,-30.0,,-30.0,,,,,-25.0,,-24.4,-28.9,,-30.0,,,-29.0,,False,,,,,True,,True,True,,False,,,True
50015,113,0.0,,0.0,,,,,19.0,,138.8,13.3,,5.0,,,3.0,-113.0,,-113.0,,,,,-94.0,,25.8,-99.7,,-108.0,,,-110.0,,False,,,,,True,,True,True,,True,,,True
50017,210,30.0,,32.0,,,,,46.0,,189.4,33.3,,10.0,,,28.0,-180.0,,-178.0,,,,,-164.0,,-20.6,-176.7,,-200.0,,,-182.0,,True,,,,,True,,True,True,,False,,,False
50019,136,50.0,,61.0,,,,,19.0,,664.9,10.9,,21.0,,,100.0,-86.0,,-75.0,,,,,-117.0,,528.9,-125.1,,-115.0,,,-36.0,,True,,,,,False,,False,False,,False,,,True
50021,134,20.0,,5.0,,,,,177.0,,132.2,42.4,,5.0,,,10.0,-114.0,,-129.0,,,,,43.0,,-1.8,-91.6,,-129.0,,,-124.0,,False,,,,,True,,True,True,,False,,,False
50023,627,60.0,,130.0,,,,,60.0,,693.1,98.7,,128.0,,,90.0,-567.0,,-497.0,,,,,-567.0,,66.1,-528.3,,-499.0,,,-537.0,,True,,,,,False,,True,True,,True,,,True
50025,129,35.0,,110.0,,,,,145.0,,197.6,95.1,,48.0,,,36.0,-94.0,,-19.0,,,,,16.0,,68.6,-33.9,,-81.0,,,-93.0,,True,,,,,True,,True,True,,True,,,True
50027,113,55.0,,134.0,,,,,14.0,,187.8,56.3,,13.0,,,46.0,-58.0,,21.0,,,,,-99.0,,74.8,-56.7,,-100.0,,,-67.0,,True,,,,,False,,False,True,,False,,,False
51001,151,85.0,,35.0,,,,,138.0,,159.3,69.6,,151.0,,65.6,175.0,-66.0,,-116.0,,,,,-13.0,,8.3,-81.4,,0.0,,-85.4,24.0,,False,,,,,True,,True,False,,True,,False,True
51003,419,335.0,,598.0,,,,,274.0,,509.3,560.8,,257.0,,335.3,185.0,-84.0,,179.0,,,,,-145.0,,90.3,141.8,,-162.0,,-83.7,-234.0,,False,,,,,False,,False,False,,False,,True,False
51005,255,70.0,,120.0,,,,,75.0,,316.6,34.7,,285.0,,,234.0,-185.0,,-135.0,,,,,-180.0,,61.6,-220.3,,30.0,,,-21.0,,True,,,,,True,,True,False,,True,,,True
51007,105,15.0,,26.0,,,,,54.0,,44.3,24.8,,14.0,,,12.0,-90.0,,-79.0,,,,,-51.0,,-60.7,-80.2,,-91.0,,,-93.0,,True,,,,,True,,True,True,,False,,,False
51009,261,275.0,,291.0,,,,,161.0,,482.3,100.5,,226.0,,,12.0,14.0,,30.0,,,,,-100.0,,221.3,-160.5,,-35.0,,,-249.0,,False,,,,,False,,False,False,,False,,,False
51011,131,120.0,,94.0,,,,,83.0,,270.7,59.8,,108.0,,,72.0,-11.0,,-37.0,,,,,-48.0,,139.7,-71.2,,-23.0,,,-59.0,,False,,,,,False,,False,False,,False,,,False
51013,1926,1030.0,,1470.0,,,,,527.0,,1134.8,1230.4,,1394.0,,727.0,1274.0,-896.0,,-456.0,,,,,-1399.0,,-791.2,-695.6,,-532.0,,-1199.0,-652.0,,True,,,,,False,,True,True,,True,,False,True
51015,692,270.0,,303.0,,,,,374.0,,377.2,333.8,,308.0,,,364.0,-422.0,,-389.0,,,,,-318.0,,-314.8,-358.2,,-384.0,,,-328.0,,True,,,,,True,,True,True,,True,,,True
51017,45,10.0,,0.0,,,,,15.0,,11.3,16.0,,15.0,,,4.0,-35.0,,-45.0,,,,,-30.0,,-33.7,-29.0,,-30.0,,,-41.0,,False,,,,,True,,True,True,,True,,,False
51019,721,670.0,,633.0,,,,,421.0,,979.2,568.8,,602.0,,543.2,471.0,-51.0,,-88.0,,,,,-300.0,,258.2,-152.2,,-119.0,,-177.8,-250.0,,False,,,,,False,,False,False,,False,,False,False
51021,151,70.0,,0.0,,,,,22.0,,74.5,15.4,,10.0,,,152.0,-81.0,,-151.0,,,,,-129.0,,-76.5,-135.6,,-141.0,,,1.0,,False,,,,,False,,True,False,,False,,,True
51023,388,355.0,,770.0,,,,,143.0,,356.7,124.2,,672.0,,,586.0,-33.0,,382.0,,,,,-245.0,,-31.3,-263.8,,284.0,,,198.0,,False,,,,,False,,True,False,,False,,,False
51025,65,20.0,,35.0,,,,,81.0,,25.8,22.2,,0.0,,,3.0,-45.0,,-30.0,,,,,16.0,,-39.2,-42.8,,-65.0,,,-62.0,,True,,,,,True,,True,True,,False,,,False
51027,221,130.0,,110.0,,,,,230.0,,375.0,71.9,,48.0,,,106.0,-91.0,,-111.0,,,,,9.0,,154.0,-149.1,,-173.0,,,-115.0,,False,,,,,True,,False,False,,False,,,False
51029,231,130.0,,54.0,,,,,87.0,,43.2,84.2,,124.0,,,115.0,-101.0,,-177.0,,,,,-144.0,,-187.8,-146.8,,-107.0,,,-116.0,,False,,,,,False,,False,False,,False,,,False
51031,512,510.0,,561.0,,,,,355.0,,830.4,252.9,,413.0,,,524.0,-2.0,,49.0,,,,,-157.0,,318.4,-259.1,,-99.0,,,12.0,,False,,,,,False,,False,False,,False,,,False
51033,253,190.0,,146.0,,,,,78.0,,215.3,129.6,,251.0,,,305.0,-63.0,,-107.0,,,,,-175.0,,-37.7,-123.4,,-2.0,,,52.0,,False,,,,,False,,True,False,,True,,,True
51035,433,195.0,,295.0,,,,,240.0,,346.1,148.4,,283.0,,,157.0,-238.0,,-138.0,,,,,-193.0,,-86.9,-284.6,,-150.0,,,-276.0,,True,,,,,True,,True,False,,True,,,False
51036,47,20.0,,0.0,,,,,18.0,,38.0,8.8,,1.0,,,19.0,-27.0,,-47.0,,,,,-29.0,,-9.0,-38.2,,-46.0,,,-28.0,,False,,,,,False,,True,False,,False,,,False
51037,72,45.0,,12.0,,,,,80.0,,60.8,33.4,,21.0,,,44.0,-27.0,,-60.0,,,,,8.0,,-11.2,-38.6,,-51.0,,,-28.0,,False,,,,,True,,True,False,,False,,,False
51041,2600,1700.0,,2429.0,,,,,1157.0,,1622.9,1452.3,,2042.5,,1493.8,1412.0,-900.0,,-171.0,,,,,-1443.0,,-977.1,-1147.7,,-557.5,,-1106.2,-1188.0,,True,,,,,False,,False,False,,True,,False,False
51043,96,25.0,,34.0,,,,,25.0,,35.3,26.5,,25.0,,,58.0,-71.0,,-62.0,,,,,-71.0,,-60.7,-69.5,,-71.0,,,-38.0,,True,,,,,False,,True,True,,False,,,True
51045,38,50.0,,54.0,,,,,12.0,,50.8,10.4,,49.0,,,46.0,12.0,,16.0,,,,,-26.0,,12.8,-27.6,,11.0,,,8.0,,False,,,,,False,,False,False,,True,,,True
51047,932,270.0,,449.0,,,,,169.0,,402.8,236.5,,161.0,,141.6,187.0,-662.0,,-483.0,,,,,-763.0,,-529.2,-695.5,,-771.0,,-790.4,-745.0,,True,,,,,False,,True,False,,False,,False,False
51049,46,30.0,,0.0,,,,,31.0,,31.0,23.9,,24.0,,,76.0,-16.0,,-46.0,,,,,-15.0,,-15.0,-22.1,,-22.0,,,30.0,,False,,,,,True,,True,False,,False,,,False
51051,188,95.0,,147.0,,,,,157.0,,153.5,84.0,,178.0,,,90.0,-93.0,,-41.0,,,,,-31.0,,-34.5,-104.0,,-10.0,,,-98.0,,True,,,,,True,,True,False,,True,,,False
51053,159,175.0,,174.0,,,,,138.0,,352.7,107.1,,151.0,,,105.0,16.0,,15.0,,,,,-21.0,,193.7,-51.9,,-8.0,,,-54.0,,True,,,,,False,,False,False,,True,,,False
51057,59,40.0,,0.0,,,,,31.0,,34.4,27.2,,33.0,,,38.0,-19.0,,-59.0,,,,,-28.0,,-24.6,-31.8,,-26.0,,,-21.0,,False,,,,,False,,False,False,,False,,,False
51059,8476,4355.0,,6834.0,,,,,2995.0,,3224.9,5004.8,,5043.5,,3463.2,4456.0,-4121.0,,-1642.0,,,,,-5481.0,,-5251.1,-3471.2,,-3432.5,,-5012.8,-4020.0,,True,,,,,False,,False,True,,True,,False,True
51061,517,205.0,,226.0,,,,,200.0,,287.0,242.3,,201.0,,127.3,145.0,-312.0,,-291.0,,,,,-317.0,,-230.0,-274.7,,-316.0,,-389.7,-372.0,,True,,,,,False,,True,True,,False,,False,False
51063,123,65.0,,35.0,,,,,84.0,,81.9,45.4,,46.0,,,90.0,-58.0,,-88.0,,,,,-39.0,,-41.1,-77.6,,-77.0,,,-33.0,,False,,,,,True,,True,False,,False,,,True
51065,87,80.0,,34.0,,,,,79.0,,215.1,73.9,,56.0,,,87.0,-7.0,,-53.0,,,,,-8.0,,128.1,-13.1,,-31.0,,,0.0,,False,,,,,False,,False,False,,False,,,True
51067,798,730.0,,436.0,,,,,365.0,,1887.3,339.8,,920.0,,,502.0,-68.0,,-362.0,,,,,-433.0,,1089.3,-458.2,,122.0,,,-296.0,,False,,,,,False,,False,False,,False,,,False
51069,1187,315.0,,251.0,,,,,308.0,,459.0,460.2,,338.0,,361.5,249.0,-872.0,,-936.0,,,,,-879.0,,-728.0,-726.8,,-849.0,,-825.5,-938.0,,False,,,,,False,,True,True,,True,,True,False
51071,192,105.0,,158.0,,,,,99.0,,402.6,34.8,,154.0,,,143.0,-87.0,,-34.0,,,,,-93.0,,210.6,-157.2,,-38.0,,,-49.0,,True,,,,,False,,False,False,,True,,,True
51073,189,60.0,,39.0,,,,,132.0,,219.9,79.8,,25.0,,,45.0,-129.0,,-150.0,,,,,-57.0,,30.9,-109.2,,-164.0,,,-144.0,,False,,,,,True,,True,True,,False,,,False
51075,142,55.0,,71.0,,,,,91.0,,223.5,76.2,,68.0,,,54.0,-87.0,,-71.0,,,,,-51.0,,81.5,-65.8,,-74.0,,,-88.0,,True,,,,,True,,True,True,,True,,,False
51077,166,105.0,,67.0,,,,,134.0,,60.6,92.6,,105.0,,,66.0,-61.0,,-99.0,,,,,-32.0,,-105.4,-73.4,,-61.0,,,-100.0,,False,,,,,True,,False,False,,False,,,False
51079,90,15.0,,18.0,,,,,53.0,,281.6,49.1,,5.0,,,14.0,-75.0,,-72.0,,,,,-37.0,,191.6,-40.9,,-85.0,,,-76.0,,True,,,,,True,,False,True,,False,,,False
51081,39,85.0,,0.0,,,,,84.0,,49.8,30.9,,39.0,,,2.0,46.0,,-39.0,,,,,45.0,,10.8,-8.1,,0.0,,,-37.0,,True,,,,,True,,True,True,,True,,,True
51083,304,330.0,,440.0,,,,,332.0,,659.6,123.8,,289.0,,,317.0,26.0,,136.0,,,,,28.0,,355.6,-180.2,,-15.0,,,13.0,,False,,,,,False,,False,False,,True,,,True
51085,917,570.0,,794.0,,,,,354.0,,554.7,554.1,,585.0,,552.9,721.0,-347.0,,-123.0,,,,,-563.0,,-362.3,-362.9,,-332.0,,-364.1,-196.0,,True,,,,,False,,False,False,,True,,False,True
51087,2366,1485.0,,1637.0,,,,,1236.0,,1317.6,1346.7,,1925.5,,1058.9,1559.0,-881.0,,-729.0,,,,,-1130.0,,-1048.4,-1019.3,,-440.5,,-1307.1,-807.0,,True,,,,,False,,False,False,,True,,False,True
51089,624,505.0,,497.0,,,,,465.0,,476.1,325.3,,413.0,,346.4,537.0,-119.0,,-127.0,,,,,-159.0,,-147.9,-298.7,,-211.0,,-277.6,-87.0,,False,,,,,False,,False,False,,False,,False,True
51091,15,0.0,,0.0,,,,,5.0,,8.1,0.9,,0.0,,,0.0,-15.0,,-15.0,,,,,-10.0,,-6.9,-14.1,,-15.0,,,-15.0,,False,,,,,True,,True,True,,False,,,False
51093,192,130.0,,131.0,,,,,140.0,,290.1,136.9,,138.0,,,58.0,-62.0,,-61.0,,,,,-52.0,,98.1,-55.1,,-54.0,,,-134.0,,True,,,,,True,,False,True,,True,,,False
51095,274,125.0,,125.0,,,,,210.0,,222.0,119.0,,109.0,,,94.0,-149.0,,-149.0,,,,,-64.0,,-52.0,-155.0,,-165.0,,,-180.0,,False,,,,,True,,True,False,,False,,,False
51097,19,10.0,,0.0,,,,,17.0,,2.9,8.7,,15.0,,,123.0,-9.0,,-19.0,,,,,-2.0,,-16.1,-10.3,,-4.0,,,104.0,,False,,,,,True,,False,False,,True,,,False
51099,181,110.0,,153.0,,,,,50.0,,197.7,115.5,,121.0,,,249.0,-71.0,,-28.0,,,,,-131.0,,16.7,-65.5,,-60.0,,,68.0,,True,,,,,False,,True,True,,True,,,True
51101,86,65.0,,55.0,,,,,47.0,,235.7,47.2,,58.0,,,44.0,-21.0,,-31.0,,,,,-39.0,,149.7,-38.8,,-28.0,,,-42.0,,False,,,,,False,,False,False,,False,,,False
51103,43,35.0,,35.0,,,,,32.0,,112.5,20.5,,2.0,,,6.0,-8.0,,-8.0,,,,,-11.0,,69.5,-22.5,,-41.0,,,-37.0,,False,,,,,False,,False,False,,False,,,False
51105,476,495.0,,907.0,,,,,363.0,,1262.0,53.1,,1000.0,,,438.0,19.0,,431.0,,,,,-113.0,,786.0,-422.9,,524.0,,,-38.0,,False,,,,,False,,False,False,,False,,,False
51107,2576,1255.0,,1588.0,,,,,1029.0,,1155.4,1117.2,,1430.0,,1143.4,1615.0,-1321.0,,-988.0,,,,,-1547.0,,-1420.6,-1458.8,,-1146.0,,-1432.6,-961.0,,True,,,,,False,,False,False,,True,,False,True
51109,162,125.0,,161.0,,,,,130.0,,257.4,134.0,,128.0,,,174.0,-37.0,,-1.0,,,,,-32.0,,95.4,-28.0,,-34.0,,,12.0,,True,,,,,True,,False,True,,True,,,True
51111,25,25.0,,34.0,,,,,73.0,,35.3,40.4,,21.0,,,15.0,0.0,,9.0,,,,,48.0,,10.3,15.4,,-4.0,,,-10.0,,False,,,,,False,,False,False,,False,,,False
51113,62,50.0,,38.0,,,,,24.0,,34.9,31.5,,82.0,,,115.0,-12.0,,-24.0,,,,,-38.0,,-27.1,-30.5,,20.0,,,53.0,,False,,,,,False,,False,False,,False,,,False
51115,33,30.0,,4.0,,,,,27.0,,31.0,19.5,,6.0,,,33.0,-3.0,,-29.0,,,,,-6.0,,-2.0,-13.5,,-27.0,,,0.0,,False,,,,,False,,True,False,,False,,,True
51117,133,180.0,,63.0,,,,,254.0,,247.8,146.4,,101.0,,,196.0,47.0,,-70.0,,,,,121.0,,114.8,13.4,,-32.0,,,63.0,,False,,,,,False,,False,True,,True,,,False
51119,34,15.0,,0.0,,,,,26.0,,21.8,13.3,,6.0,,,10.0,-19.0,,-34.0,,,,,-8.0,,-12.2,-20.7,,-28.0,,,-24.0,,False,,,,,True,,True,False,,False,,,False
51121,1147,1255.0,,2015.0,,,,,658.0,,1319.2,676.2,,1313.0,,842.1,757.0,108.0,,868.0,,,,,-489.0,,172.2,-470.8,,166.0,,-304.9,-390.0,,False,,,,,False,,False,False,,False,,False,False
51125,63,20.0,,48.0,,,,,51.0,,22.7,29.9,,21.0,,,6.0,-43.0,,-15.0,,,,,-12.0,,-40.3,-33.1,,-42.0,,,-57.0,,True,,,,,True,,True,True,,True,,,False
51127,122,100.0,,105.0,,,,,67.0,,254.2,80.5,,56.0,,,75.0,-22.0,,-17.0,,,,,-55.0,,132.2,-41.5,,-66.0,,,-47.0,,True,,,,,False,,False,False,,False,,,False
51131,38,15.0,,0.0,,,,,115.0,,23.4,13.5,,14.0,,,6.0,-23.0,,-38.0,,,,,77.0,,-14.6,-24.5,,-24.0,,,-32.0,,False,,,,,False,,True,False,,False,,,False
51133,70,60.0,,35.0,,,,,34.0,,66.7,26.7,,16.0,,,58.0,-10.0,,-35.0,,,,,-36.0,,-3.3,-43.3,,-54.0,,,-12.0,,False,,,,,False,,True,False,,False,,,False
51135,223,110.0,,8.0,,,,,116.0,,109.3,75.5,,54.0,,,173.0,-113.0,,-215.0,,,,,-107.0,,-113.7,-147.5,,-169.0,,,-50.0,,False,,,,,True,,False,False,,False,,,True
51137,221,165.0,,268.0,,,,,107.0,,342.4,194.8,,233.0,,,247.0,-56.0,,47.0,,,,,-114.0,,121.4,-26.2,,12.0,,,26.0,,True,,,,,False,,False,True,,True,,,True
51139,133,125.0,,150.0,,,,,107.0,,210.6,156.7,,66.5,,,163.0,-8.0,,17.0,,,,,-26.0,,77.6,23.7,,-66.5,,,30.0,,False,,,,,False,,False,False,,False,,,False
51141,171,85.0,,29.0,,,,,112.0,,201.2,67.0,,64.0,,,71.0,-86.0,,-142.0,,,,,-59.0,,30.2,-104.0,,-107.0,,,-100.0,,False,,,,,True,,True,False,,False,,,False
51143,527,515.0,,670.0,,,,,461.0,,519.3,257.2,,480.0,,346.1,629.0,-12.0,,143.0,,,,,-66.0,,-7.7,-269.8,,-47.0,,-180.9,102.0,,False,,,,,False,,True,False,,False,,False,False
51145,192,85.0,,98.0,,,,,87.0,,361.4,109.8,,100.0,,,53.0,-107.0,,-94.0,,,,,-105.0,,169.4,-82.2,,-92.0,,,-139.0,,True,,,,,True,,False,True,,True,,,False
51147,119,165.0,,197.0,,,,,168.0,,162.1,148.1,,138.0,,,112.0,46.0,,78.0,,,,,49.0,,43.1,29.1,,19.0,,,-7.0,,False,,,,,False,,True,True,,True,,,True
51149,379,285.0,,136.0,,,,,164.0,,285.7,158.5,,244.0,,299.8,187.0,-94.0,,-243.0,,,,,-215.0,,-93.3,-220.5,,-135.0,,-79.2,-192.0,,False,,,,,False,,True,False,,False,,True,False
51153,4648,2820.0,,3942.0,,,,,1679.0,,2168.4,1499.7,,3170.5,,1951.6,2096.0,-1828.0,,-706.0,,,,,-2969.0,,-2479.6,-3148.3,,-1477.5,,-2696.4,-2552.0,,True,,,,,False,,False,False,,True,,False,False
51155,481,170.0,,144.0,,,,,248.0,,324.2,81.6,,140.0,,,285.0,-311.0,,-337.0,,,,,-233.0,,-156.8,-399.4,,-341.0,,,-196.0,,False,,,,,True,,True,False,,False,,,True
51157,37,0.0,,0.0,,,,,6.0,,13.2,12.7,,12.0,,,2.0,-37.0,,-37.0,,,,,-31.0,,-23.8,-24.3,,-25.0,,,-35.0,,False,,,,,True,,True,True,,True,,,True
51159,133,0.0,,0.0,,,,,43.0,,56.0,22.6,,36.0,,,0.0,-133.0,,-133.0,,,,,-90.0,,-77.0,-110.4,,-97.0,,,-133.0,,False,,,,,True,,True,True,,True,,,False
51161,1541,1090.0,,1365.0,,,,,484.0,,1700.7,1149.3,,1084.0,,1240.9,686.0,-451.0,,-176.0,,,,,-1057.0,,159.7,-391.7,,-457.0,,-300.1,-855.0,,True,,,,,False,,True,True,,False,,True,False
51163,166,20.0,,1.0,,,,,100.0,,136.7,54.8,,1.0,,,17.0,-146.0,,-165.0,,,,,-66.0,,-29.3,-111.2,,-165.0,,,-149.0,,False,,,,,True,,True,True,,False,,,False
51165,684,255.0,,188.0,,,,,396.0,,368.1,269.5,,225.0,,327.9,529.0,-429.0,,-496.0,,,,,-288.0,,-315.9,-414.5,,-459.0,,-356.1,-155.0,,False,,,,,True,,True,True,,False,,True,True
51167,393,305.0,,243.0,,,,,370.0,,585.0,141.0,,379.0,,,176.0,-88.0,,-150.0,,,,,-23.0,,192.0,-252.0,,-14.0,,,-217.0,,False,,,,,True,,False,False,,True,,,False
51169,403,530.0,,1156.0,,,,,299.0,,1903.1,80.8,,1269.0,,,314.0,127.0,,753.0,,,,,-104.0,,1500.1,-322.2,,866.0,,,-89.0,,False,,,,,True,,False,False,,False,,,True
51171,507,235.0,,158.0,,,,,151.0,,271.8,187.2,,218.0,,,202.0,-272.0,,-349.0,,,,,-356.0,,-235.2,-319.8,,-289.0,,,-305.0,,False,,,,,False,,True,False,,False,,,False
51173,489,155.0,,64.0,,,,,334.0,,235.3,49.1,,225.0,,,253.0,-334.0,,-425.0,,,,,-155.0,,-253.7,-439.9,,-264.0,,,-236.0,,False,,,,,True,,True,False,,True,,,True
51175,70,110.0,,0.0,,,,,89.0,,204.4,50.8,,98.0,,,35.0,40.0,,-70.0,,,,,19.0,,134.4,-19.2,,28.0,,,-35.0,,False,,,,,True,,False,True,,True,,,True
51177,846,475.0,,479.0,,,,,424.0,,543.3,438.0,,667.0,,340.7,437.0,-371.0,,-367.0,,,,,-422.0,,-302.7,-408.0,,-179.0,,-505.3,-409.0,,True,,,,,False,,True,False,,True,,False,False
51179,1096,620.0,,611.0,,,,,409.0,,486.4,818.8,,534.5,,425.8,896.0,-476.0,,-485.0,,,,,-687.0,,-609.6,-277.2,,-561.5,,-670.2,-200.0,,False,,,,,False,,False,True,,False,,False,True
51181,42,10.0,,0.0,,,,,16.0,,13.2,8.2,,24.0,,,0.0,-32.0,,-42.0,,,,,-26.0,,-28.8,-33.8,,-18.0,,,-42.0,,False,,,,,True,,True,False,,True,,,False
51183,32,15.0,,3.0,,,,,65.0,,9.6,37.1,,0.0,,,1.0,-17.0,,-29.0,,,,,33.0,,-22.4,5.1,,-32.0,,,-31.0,,False,,,,,False,,False,True,,False,,,False
51185,606,390.0,,681.0,,,,,387.0,,1255.2,165.6,,499.0,,,264.0,-216.0,,75.0,,,,,-219.0,,649.2,-440.4,,-107.0,,,-342.0,,True,,,,,False,,False,False,,True,,,False
51187,320,265.0,,269.0,,,,,137.0,,559.9,262.1,,192.0,,,148.0,-55.0,,-51.0,,,,,-183.0,,239.9,-57.9,,-128.0,,,-172.0,,True,,,,,False,,False,False,,False,,,False
51191,911,605.0,,538.0,,,,,663.0,,1427.6,279.3,,707.0,,,451.0,-306.0,,-373.0,,,,,-248.0,,516.6,-631.7,,-204.0,,,-460.0,,False,,,,,True,,False,False,,True,,,False
51193,130,80.0,,84.0,,,,,50.0,,35.9,51.9,,71.5,,,141.0,-50.0,,-46.0,,,,,-80.0,,-94.1,-78.1,,-58.5,,,11.0,,True,,,,,False,,False,False,,False,,,True
51195,627,620.0,,1251.0,,,,,550.0,,1210.2,166.5,,958.5,,,604.0,-7.0,,624.0,,,,,-77.0,,583.2,-460.5,,331.5,,,-23.0,,False,,,,,False,,False,False,,False,,,False
51197,417,110.0,,109.0,,,,,248.0,,228.6,73.4,,101.0,,,84.0,-307.0,,-308.0,,,,,-169.0,,-188.4,-343.6,,-316.0,,,-333.0,,False,,,,,True,,True,False,,False,,,False
51199,317,145.0,,150.0,,,,,199.0,,218.7,134.2,,59.0,,,204.0,-172.0,,-167.0,,,,,-118.0,,-98.3,-182.8,,-258.0,,,-113.0,,True,,,,,True,,True,False,,False,,,True
51510,1265,685.0,,1301.0,,,,,445.0,,1363.3,512.2,,649.0,,494.7,673.0,-580.0,,36.0,,,,,-820.0,,98.3,-752.8,,-616.0,,-770.3,-592.0,,True,,,,,False,,True,False,,False,,False,False
51520,278,285.0,,550.0,,,,,283.0,,498.6,63.2,,369.0,,,0.0,7.0,,272.0,,,,,5.0,,220.6,-214.8,,91.0,,,-278.0,,False,,,,,True,,False,False,,False,,,False
51530,186,20.0,,0.0,,,,,38.0,,0.8,9.5,,48.0,,,120.0,-166.0,,-186.0,,,,,-148.0,,-185.2,-176.5,,-138.0,,,-66.0,,False,,,,,True,,False,False,,True,,,True
51540,289,275.0,,425.0,,,,,255.0,,700.2,197.4,,267.0,,176.3,178.0,-14.0,,136.0,,,,,-34.0,,411.2,-91.6,,-22.0,,-112.7,-111.0,,False,,,,,False,,False,False,,False,,False,False
51550,1878,885.0,,1641.0,,,,,994.0,,708.8,747.2,,823.0,,510.6,1143.0,-993.0,,-237.0,,,,,-884.0,,-1169.2,-1130.8,,-1055.0,,-1367.4,-735.0,,True,,,,,True,,False,False,,False,,False,True
51570,139,80.0,,161.0,,,,,78.0,,350.1,67.8,,53.0,,,46.0,-59.0,,22.0,,,,,-61.0,,211.1,-71.2,,-86.0,,,-93.0,,True,,,,,False,,False,False,,False,,,False
51580,146,20.0,,0.0,,,,,35.0,,16.2,7.9,,21.0,,,171.0,-126.0,,-146.0,,,,,-111.0,,-129.8,-138.1,,-125.0,,,25.0,,False,,,,,True,,False,False,,True,,,True
51590,466,395.0,,358.0,,,,,456.0,,412.4,166.8,,325.0,,290.3,287.0,-71.0,,-108.0,,,,,-10.0,,-53.6,-299.2,,-141.0,,-175.7,-179.0,,False,,,,,True,,True,False,,False,,False,False
51595,42,55.0,,44.0,,,,,39.0,,71.9,15.3,,35.0,,,8.0,13.0,,2.0,,,,,-3.0,,29.9,-26.7,,-7.0,,,-34.0,,True,,,,,True,,False,False,,True,,,False
51600,61,35.0,,58.0,,,,,26.0,,378.4,50.0,,17.0,,,37.0,-26.0,,-3.0,,,,,-35.0,,317.4,-11.0,,-44.0,,,-24.0,,True,,,,,False,,False,True,,False,,,True
51610,47,10.0,,18.0,,,,,12.0,,28.4,5.1,,11.0,,,487.0,-37.0,,-29.0,,,,,-35.0,,-18.6,-41.9,,-36.0,,,440.0,,True,,,,,True,,True,False,,True,,,False
