,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,Geneva-DetGrowth,Google_Harvard-CPF,IBF-TimeSeries,IQVIA_ACOE-STAN,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MSRA-DeepST,OliverWyman-Navigator,OneQuietNight-ML,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCF-AEM,UCLA-SuEIR,UChicagoCHATTOPADHYAY-UnIT,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-Geneva-DetGrowth,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IQVIA_ACOE-STAN,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MSRA-DeepST,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UChicagoCHATTOPADHYAY-UnIT,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-Geneva-DetGrowth,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IQVIA_ACOE-STAN,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MSRA-DeepST,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UChicagoCHATTOPADHYAY-UnIT,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
31077,15,11.0,,12.4,,12.0,7.0,,,,,8.7,,9.9,,,26.0,,14.9,,4.0,,3.0,12.3,,,15.0,,,,,,17.5,,,,,17.6,-4.0,,-2.6,,-3.0,-8.0,,,,,-6.3,,-5.1,,,11.0,,-0.1,,-11.0,,-12.0,-2.7,,,0.0,,,,,,2.5,,,,,2.6,,True,,True,False,,,,,False,,False,,,False,,True,,False,,False,True,,,True,,,,,,True,,,,,True
31079,497,451.0,,452.9,,432.0,409.0,,,,,174.4,,475.2,,,638.0,,390.5,,314.8,,414.0,317.7,,506.0,439.0,,,,,497.6,483.2,,,,,536.0,-46.0,,-44.1,,-65.0,-88.0,,,,,-322.6,,-21.8,,,141.0,,-106.5,,-182.2,,-83.0,-179.3,,9.0,-58.0,,,,,0.6,-13.8,,,,,39.0,,True,,False,False,,,,,False,,True,,,False,,False,,False,,False,False,,True,False,,,,,True,True,,,,,True
31081,58,66.0,,68.0,,58.0,56.0,,,,,30.3,,43.1,,,85.0,,51.6,,18.5,,55.0,58.4,,76.0,68.0,,,,,,65.9,,,,,87.2,8.0,,10.0,,0.0,-2.0,,,,,-27.7,,-14.9,,,27.0,,-6.4,,-39.5,,-3.0,0.4,,18.0,10.0,,,,,,7.9,,,,,29.2,,False,,True,True,,,,,False,,False,,,False,,True,,False,,True,True,,False,False,,,,,,True,,,,,False
31083,21,21.0,,20.9,,13.0,7.0,,,,,8.3,,11.7,,,21.0,,10.1,,12.7,,10.0,13.1,,19.0,20.0,,,,,,18.9,,,,,15.9,0.0,,-0.1,,-8.0,-14.0,,,,,-12.7,,-9.3,,,0.0,,-10.9,,-8.3,,-11.0,-7.9,,-2.0,-1.0,,,,,,-2.1,,,,,-5.1,,False,,False,False,,,,,False,,False,,,True,,False,,False,,False,False,,False,False,,,,,,False,,,,,False
31085,3,5.0,,5.1,,4.0,0.0,,,,,2.5,,4.4,,,15.0,,5.6,,5.4,,4.0,2.4,,5.0,5.0,,,,,,,,,,,2.5,2.0,,2.1,,1.0,-3.0,,,,,-0.5,,1.4,,,12.0,,2.6,,2.4,,1.0,-0.6,,2.0,2.0,,,,,,,,,,,-0.5,,False,,True,False,,,,,True,,True,,,False,,False,,False,,True,True,,False,False,,,,,,,,,,,True
31087,25,13.0,,13.1,,9.0,0.0,,,,,5.7,,11.8,,,25.0,,3.1,,9.8,,3.0,8.6,,10.0,14.0,,,,,,16.2,,,,,13.7,-12.0,,-11.9,,-16.0,-25.0,,,,,-19.3,,-13.2,,,0.0,,-21.9,,-15.2,,-22.0,-16.4,,-15.0,-11.0,,,,,,-8.8,,,,,-11.3,,True,,False,False,,,,,False,,False,,,True,,False,,False,,False,False,,False,True,,,,,,True,,,,,True
31089,38,29.0,,26.5,,27.0,33.0,,,,,26.4,,19.0,,,107.0,,11.1,,21.3,,13.0,26.9,,20.0,37.0,,,,,,38.6,,,,,25.4,-9.0,,-11.5,,-11.0,-5.0,,,,,-11.6,,-19.0,,,69.0,,-26.9,,-16.7,,-25.0,-11.1,,-18.0,-1.0,,,,,,0.6,,,,,-12.6,,False,,False,True,,,,,False,,False,,,False,,False,,False,,False,False,,False,True,,,,,,True,,,,,False
31091,2,2.0,,2.2,,2.0,0.0,,,,,2.1,,1.4,,,10.0,,0.2,,1.1,,3.0,1.2,,2.0,2.0,,,,,,,,,,,2.8,0.0,,0.2,,0.0,-2.0,,,,,0.1,,-0.6,,,8.0,,-1.8,,-0.9,,1.0,-0.8,,0.0,0.0,,,,,,,,,,,0.8,,False,,True,False,,,,,False,,False,,,False,,False,,False,,False,False,,True,True,,,,,,,,,,,False
31093,41,34.0,,38.5,,38.0,46.0,,,,,20.9,,20.7,,,62.0,,68.3,,6.9,,22.0,24.7,,55.0,43.0,,,,,,29.8,,,,,44.1,-7.0,,-2.5,,-3.0,5.0,,,,,-20.1,,-20.3,,,21.0,,27.3,,-34.1,,-19.0,-16.3,,14.0,2.0,,,,,,-11.2,,,,,3.1,,True,,True,True,,,,,False,,False,,,False,,False,,False,,False,False,,False,True,,,,,,False,,,,,True
31095,74,73.0,,68.5,,68.0,78.0,,,,,29.4,,41.2,,,72.0,,28.4,,13.1,,30.0,42.9,,67.0,64.0,,,,,,90.3,,,,,73.4,-1.0,,-5.5,,-6.0,4.0,,,,,-44.6,,-32.8,,,-2.0,,-45.6,,-60.9,,-44.0,-31.1,,-7.0,-10.0,,,,,,16.3,,,,,-0.6,,False,,False,False,,,,,False,,False,,,False,,False,,False,,False,False,,False,False,,,,,,False,,,,,True
31097,28,11.0,,2.0,,11.0,34.0,,,,,16.0,,27.3,,,41.0,,3.7,,5.6,,7.0,11.5,,,25.0,,,,,,14.5,,,,,25.5,-17.0,,-26.0,,-17.0,6.0,,,,,-12.0,,-0.7,,,13.0,,-24.3,,-22.4,,-21.0,-16.5,,,-3.0,,,,,,-13.5,,,,,-2.5,,False,,False,True,,,,,True,,True,,,True,,False,,False,,False,True,,,True,,,,,,True,,,,,True
31099,35,32.0,,28.5,,28.0,53.0,,,,,27.0,,36.1,,,52.0,,22.2,,11.8,,11.0,28.3,,46.0,39.0,,,,,,45.0,,,,,47.4,-3.0,,-6.5,,-7.0,18.0,,,,,-8.0,,1.1,,,17.0,,-12.8,,-23.2,,-24.0,-6.7,,11.0,4.0,,,,,,10.0,,,,,12.4,,False,,False,False,,,,,False,,True,,,False,,False,,False,,False,False,,False,False,,,,,,False,,,,,False
31101,62,65.0,,60.1,,62.0,62.0,,,,,34.1,,58.5,,,75.0,,83.1,,33.5,,20.0,48.2,,101.0,64.0,,,,,,65.9,,,,,89.0,3.0,,-1.9,,0.0,0.0,,,,,-27.9,,-3.5,,,13.0,,21.1,,-28.5,,-42.0,-13.8,,39.0,2.0,,,,,,3.9,,,,,27.0,,True,,True,True,,,,,False,,False,,,False,,False,,False,,False,False,,False,True,,,,,,False,,,,,False
31103,2,5.0,,5.9,,2.0,0.0,,,,,1.7,,4.7,,,10.0,,0.2,,2.4,,2.0,2.1,,,4.0,,,,,,,,,,,5.5,3.0,,3.9,,0.0,-2.0,,,,,-0.3,,2.7,,,8.0,,-1.8,,0.4,,0.0,0.1,,,2.0,,,,,,,,,,,3.5,,False,,True,True,,,,,True,,True,,,False,,True,,True,,True,True,,,True,,,,,,,,,,,False
31105,31,15.0,,13.1,,13.0,7.0,,,,,11.7,,15.7,,,30.0,,8.8,,2.9,,12.0,13.2,,17.0,20.0,,,,,,19.9,,,,,23.4,-16.0,,-17.9,,-18.0,-24.0,,,,,-19.3,,-15.3,,,-1.0,,-22.2,,-28.1,,-19.0,-17.8,,-14.0,-11.0,,,,,,-11.1,,,,,-7.6,,False,,False,False,,,,,False,,True,,,True,,False,,False,,False,False,,True,True,,,,,,True,,,,,True
31107,42,41.0,,43.1,,40.0,35.0,,,,,24.4,,31.8,,,69.0,,24.5,,12.3,,40.0,30.2,,51.0,44.0,,,,,,41.7,,,,,42.1,-1.0,,1.1,,-2.0,-7.0,,,,,-17.6,,-10.2,,,27.0,,-17.5,,-29.7,,-2.0,-11.8,,9.0,2.0,,,,,,-0.3,,,,,0.1,,False,,False,False,,,,,False,,False,,,False,,False,,False,,False,False,,False,False,,,,,,True,,,,,True
31109,2107,1820.0,,1827.6,2106.7,1824.0,1841.0,,,,,1141.3,,2130.8,,,2693.0,,1060.6,,1183.7,,1980.0,1690.7,,1519.0,2012.0,,,,,1609.2,1834.6,1630.0,,,,2419.5,-287.0,,-279.4,-0.3,-283.0,-266.0,,,,,-965.7,,23.8,,,586.0,,-1046.4,,-923.3,,-127.0,-416.3,,-588.0,-95.0,,,,,-497.8,-272.4,-477.0,,,,312.5,,True,True,True,True,,,,,False,,True,,,False,,False,,False,,True,False,,False,True,,,,,False,True,False,,,,False
31111,222,274.0,,261.5,,241.0,241.0,,,,,139.4,,204.6,,,353.0,,138.1,,93.0,,109.0,177.8,,261.0,270.0,,,,,,235.9,,,,,507.0,52.0,,39.5,,19.0,19.0,,,,,-82.6,,-17.4,,,131.0,,-83.9,,-129.0,,-113.0,-44.2,,39.0,48.0,,,,,,13.9,,,,,285.0,,True,,True,True,,,,,False,,True,,,False,,False,,False,,False,True,,True,True,,,,,,True,,,,,False
31113,3,15.0,,14.3,,13.0,4.0,,,,,4.6,,8.8,,,11.0,,27.9,,3.7,,13.0,9.6,,12.0,10.0,,,,,,24.1,,,,,19.3,12.0,,11.3,,10.0,1.0,,,,,1.6,,5.8,,,8.0,,24.9,,0.7,,10.0,6.6,,9.0,7.0,,,,,,21.1,,,,,16.3,,True,,True,True,,,,,True,,True,,,True,,False,,True,,True,True,,True,True,,,,,,False,,,,,False
31115,2,3.0,,3.0,,3.0,0.0,,,,,2.3,,4.7,,,7.0,,5.3,,3.5,,4.0,2.3,,,4.0,,,,,,,,,,,4.9,1.0,,1.0,,1.0,-2.0,,,,,0.3,,2.7,,,5.0,,3.3,,1.5,,2.0,0.3,,,2.0,,,,,,,,,,,2.9,,False,,False,False,,,,,True,,False,,,False,,False,,False,,False,True,,,False,,,,,,,,,,,False
31117,2,0.0,,0.2,,0.0,0.0,,,,,0.6,,0.8,,,8.0,,0.3,,0.2,,1.0,0.3,,,1.0,,,,,,6.0,,,,,0.9,-2.0,,-1.8,,-2.0,-2.0,,,,,-1.4,,-1.2,,,6.0,,-1.7,,-1.8,,-1.0,-1.7,,,-1.0,,,,,,4.0,,,,,-1.1,,True,,False,False,,,,,True,,True,,,False,,True,,True,,True,True,,,True,,,,,,False,,,,,True
31119,292,202.0,,208.9,,205.0,225.0,,,,,153.6,,189.2,,,436.0,,168.1,,147.4,,91.0,189.3,,239.0,245.0,,,,,314.6,222.3,,,,,327.1,-90.0,,-83.1,,-87.0,-67.0,,,,,-138.4,,-102.8,,,144.0,,-123.9,,-144.6,,-201.0,-102.7,,-53.0,-47.0,,,,,22.6,-69.7,,,,,35.1,,True,,True,True,,,,,False,,False,,,False,,False,,False,,False,False,,True,True,,,,,True,True,,,,,True
31121,41,46.0,,47.1,,46.0,67.0,,,,,26.8,,25.0,,,100.0,,36.1,,9.5,,0.0,31.4,,55.0,53.0,,,,,,68.6,,,,,109.8,5.0,,6.1,,5.0,26.0,,,,,-14.2,,-16.0,,,59.0,,-4.9,,-31.5,,-41.0,-9.6,,14.0,12.0,,,,,,27.6,,,,,68.8,,False,,False,False,,,,,False,,False,,,False,,True,,False,,False,False,,False,False,,,,,,False,,,,,False
31123,17,69.0,,70.3,,31.0,30.0,,,,,20.0,,42.4,,,31.0,,23.4,,9.7,,11.0,33.2,,77.0,59.0,,,,,,50.6,,,,,79.2,52.0,,53.3,,14.0,13.0,,,,,3.0,,25.4,,,14.0,,6.4,,-7.3,,-6.0,16.2,,60.0,42.0,,,,,,33.6,,,,,62.2,,False,,True,True,,,,,True,,True,,,True,,True,,True,,True,True,,False,True,,,,,,True,,,,,False
31125,38,38.0,,38.3,,27.0,7.0,,,,,21.3,,22.2,,,40.0,,26.5,,10.6,,11.0,23.7,,46.0,36.0,,,,,,32.0,,,,,38.7,0.0,,0.3,,-11.0,-31.0,,,,,-16.7,,-15.8,,,2.0,,-11.5,,-27.4,,-27.0,-14.3,,8.0,-2.0,,,,,,-6.0,,,,,0.7,,False,,False,False,,,,,False,,False,,,False,,False,,False,,False,False,,False,False,,,,,,False,,,,,False
31127,62,17.0,,17.9,,16.0,29.0,,,,,18.9,,22.8,,,46.0,,9.4,,11.5,,6.0,14.3,,22.0,25.0,,,,,,38.9,,,,,15.7,-45.0,,-44.1,,-46.0,-33.0,,,,,-43.1,,-39.2,,,-16.0,,-52.6,,-50.5,,-56.0,-47.7,,-40.0,-37.0,,,,,,-23.1,,,,,-46.3,,True,,False,True,,,,,True,,True,,,True,,False,,False,,False,False,,True,True,,,,,,True,,,,,False
31129,34,32.0,,31.7,,20.0,17.0,,,,,13.9,,26.4,,,32.0,,18.5,,15.4,,11.0,20.1,,36.0,31.0,,,,,,27.8,,,,,34.1,-2.0,,-2.3,,-14.0,-17.0,,,,,-20.1,,-7.6,,,-2.0,,-15.5,,-18.6,,-23.0,-13.9,,2.0,-3.0,,,,,,-6.2,,,,,0.1,,False,,False,False,,,,,False,,False,,,False,,False,,False,,False,False,,False,False,,,,,,False,,,,,True
31131,73,64.0,,66.6,,64.0,84.0,,,,,47.4,,63.6,,,125.0,,38.8,,39.3,,28.0,56.6,,70.0,79.0,,,,,,63.5,,,,,74.0,-9.0,,-6.4,,-9.0,11.0,,,,,-25.6,,-9.4,,,52.0,,-34.2,,-33.7,,-45.0,-16.4,,-3.0,6.0,,,,,,-9.5,,,,,1.0,,True,,False,False,,,,,False,,False,,,False,,False,,False,,False,False,,True,True,,,,,,False,,,,,True
31133,31,16.0,,16.2,,16.0,7.0,,,,,7.8,,13.3,,,29.0,,8.9,,5.9,,16.0,9.4,,21.0,16.0,,,,,,18.4,,,,,18.7,-15.0,,-14.8,,-15.0,-24.0,,,,,-23.2,,-17.7,,,-2.0,,-22.1,,-25.1,,-15.0,-21.6,,-10.0,-15.0,,,,,,-12.6,,,,,-12.3,,True,,False,False,,,,,False,,False,,,True,,False,,False,,False,False,,True,False,,,,,,True,,,,,True
31135,36,17.0,,17.8,,13.0,7.0,,,,,9.0,,7.7,,,26.0,,6.8,,9.4,,12.0,13.0,,19.0,17.0,,,,,,18.9,,,,,21.3,-19.0,,-18.2,,-23.0,-29.0,,,,,-27.0,,-28.3,,,-10.0,,-29.2,,-26.6,,-24.0,-23.0,,-17.0,-19.0,,,,,,-17.1,,,,,-14.7,,True,,False,False,,,,,False,,False,,,True,,False,,False,,False,False,,True,False,,,,,,True,,,,,True
31137,60,46.0,,46.7,,46.0,44.0,,,,,30.7,,31.5,,,80.0,,46.0,,11.5,,66.0,44.3,,54.0,53.0,,,,,,69.2,,,,,52.7,-14.0,,-13.3,,-14.0,-16.0,,,,,-29.3,,-28.5,,,20.0,,-14.0,,-48.5,,6.0,-15.7,,-6.0,-7.0,,,,,,9.2,,,,,-7.3,,True,,False,False,,,,,False,,False,,,False,,True,,False,,True,False,,True,True,,,,,,True,,,,,True
31139,26,34.0,,33.6,,34.0,49.0,,,,,23.2,,33.5,,,64.0,,32.4,,15.5,,22.0,31.0,,40.0,37.0,,,,,,31.9,,,,,36.3,8.0,,7.6,,8.0,23.0,,,,,-2.8,,7.5,,,38.0,,6.4,,-10.5,,-4.0,5.0,,14.0,11.0,,,,,,5.9,,,,,10.3,,True,,False,False,,,,,True,,True,,,False,,True,,False,,True,True,,False,False,,,,,,True,,,,,False
31141,172,211.0,,206.7,,209.0,237.0,,,,,138.5,,151.8,,,384.0,,116.4,,149.5,,66.0,156.2,,208.0,223.0,,,,,309.0,211.0,,,,,485.0,39.0,,34.7,,37.0,65.0,,,,,-33.5,,-20.2,,,212.0,,-55.6,,-22.5,,-106.0,-15.8,,36.0,51.0,,,,,137.0,39.0,,,,,313.0,,True,,True,False,,,,,True,,True,,,False,,False,,True,,False,True,,True,False,,,,,False,False,,,,,False
31143,8,19.0,,18.6,,19.0,19.0,,,,,16.8,,21.1,,,45.0,,12.7,,3.3,,13.0,15.7,,21.0,23.0,,,,,,17.2,,,,,22.1,11.0,,10.6,,11.0,11.0,,,,,8.8,,13.1,,,37.0,,4.7,,-4.7,,5.0,7.7,,13.0,15.0,,,,,,9.2,,,,,14.1,,True,,False,False,,,,,True,,False,,,False,,True,,True,,True,True,,False,False,,,,,,True,,,,,False
31145,137,56.0,,55.7,,54.0,54.0,,,,,34.8,,52.5,,,106.0,,36.6,,21.0,,46.0,48.5,,77.0,65.0,,,,,,68.6,,,,,88.4,-81.0,,-81.3,,-83.0,-83.0,,,,,-102.2,,-84.5,,,-31.0,,-100.4,,-116.0,,-91.0,-88.5,,-60.0,-72.0,,,,,,-68.4,,,,,-48.6,,False,,False,False,,,,,False,,False,,,True,,False,,False,,False,False,,True,True,,,,,,True,,,,,True
31147,50,51.0,,50.0,,51.0,57.0,,,,,28.1,,25.4,,,57.0,,53.5,,33.7,,34.0,31.5,,66.0,54.0,,,,,,54.7,,,,,59.5,1.0,,-0.0,,1.0,7.0,,,,,-21.9,,-24.6,,,7.0,,3.5,,-16.3,,-16.0,-18.5,,16.0,4.0,,,,,,4.7,,,,,9.5,,True,,False,False,,,,,False,,False,,,False,,False,,False,,False,False,,False,False,,,,,,False,,,,,False
31149,5,6.0,,6.7,,4.0,0.0,,,,,3.5,,3.0,,,25.0,,2.2,,2.8,,4.0,2.6,,5.0,6.0,,,,,,11.6,,,,,6.1,1.0,,1.7,,-1.0,-5.0,,,,,-1.5,,-2.0,,,20.0,,-2.8,,-2.2,,-1.0,-2.4,,0.0,1.0,,,,,,6.6,,,,,1.1,,False,,False,False,,,,,False,,False,,,False,,False,,False,,False,False,,True,False,,,,,,False,,,,,False
31151,100,109.0,,108.6,,109.0,127.0,,,,,71.4,,74.3,,,152.0,,72.6,,53.5,,90.0,75.8,,127.0,112.0,,,,,,120.0,,,,,113.0,9.0,,8.6,,9.0,27.0,,,,,-28.6,,-25.7,,,52.0,,-27.4,,-46.5,,-10.0,-24.2,,27.0,12.0,,,,,,20.0,,,,,13.0,,True,,False,False,,,,,False,,False,,,False,,False,,False,,False,False,,False,False,,,,,,False,,,,,False
31153,1360,1138.0,,1171.2,,942.0,845.0,,,,,713.4,,1181.9,,,1276.0,,574.8,,804.4,,818.0,951.0,,766.0,1162.0,,,,,902.1,1291.8,942.0,,,,1176.9,-222.0,,-188.8,,-418.0,-515.0,,,,,-646.6,,-178.1,,,-84.0,,-785.2,,-555.6,,-542.0,-409.0,,-594.0,-198.0,,,,,-457.9,-68.2,-418.0,,,,-183.1,,True,,False,False,,,,,False,,True,,,True,,False,,False,,False,False,,False,True,,,,,False,True,False,,,,True
31155,186,132.0,,133.8,,132.0,143.0,,,,,81.3,,93.1,,,154.0,,72.1,,66.6,,76.0,102.6,,159.0,136.0,,,,,,105.7,,,,,142.9,-54.0,,-52.2,,-54.0,-43.0,,,,,-104.7,,-92.9,,,-32.0,,-113.9,,-119.4,,-110.0,-83.4,,-27.0,-50.0,,,,,,-80.3,,,,,-43.1,,True,,False,True,,,,,False,,False,,,True,,False,,False,,False,False,,True,True,,,,,,False,,,,,True
31157,169,124.0,,143.9,,129.0,168.0,,,,,119.4,,152.4,,,301.0,,36.5,,96.4,,50.0,133.6,,108.0,139.0,,,,,115.1,147.0,,,,,135.5,-45.0,,-25.1,,-40.0,-1.0,,,,,-49.6,,-16.6,,,132.0,,-132.5,,-72.6,,-119.0,-35.4,,-61.0,-30.0,,,,,-53.9,-22.0,,,,,-33.5,,True,,True,True,,,,,False,,True,,,False,,False,,False,,False,True,,False,True,,,,,False,True,,,,,True
31159,75,119.0,,118.8,,102.0,102.0,,,,,58.6,,79.4,,,167.0,,66.9,,43.3,,72.0,75.0,,114.0,125.0,,,,,,102.4,,,,,120.8,44.0,,43.8,,27.0,27.0,,,,,-16.4,,4.4,,,92.0,,-8.1,,-31.7,,-3.0,0.0,,39.0,50.0,,,,,,27.4,,,,,45.8,,True,,True,True,,,,,True,,True,,,False,,True,,True,,True,True,,True,False,,,,,,True,,,,,False
31161,14,18.0,,17.9,,19.0,0.0,,,,,13.6,,17.7,,,37.0,,20.3,,14.5,,26.0,18.7,,24.0,26.0,,,,,,20.9,,,,,22.4,4.0,,3.9,,5.0,-14.0,,,,,-0.4,,3.7,,,23.0,,6.3,,0.5,,12.0,4.7,,10.0,12.0,,,,,,6.9,,,,,8.4,,True,,False,False,,,,,True,,True,,,False,,False,,True,,False,False,,False,False,,,,,,False,,,,,False
31163,10,11.0,,9.5,,10.0,6.0,,,,,8.5,,8.0,,,30.0,,12.1,,2.2,,4.0,9.5,,15.0,15.0,,,,,,19.9,,,,,21.7,1.0,,-0.5,,0.0,-4.0,,,,,-1.5,,-2.0,,,20.0,,2.1,,-7.8,,-6.0,-0.5,,5.0,5.0,,,,,,9.9,,,,,11.7,,True,,True,False,,,,,False,,False,,,False,,False,,False,,False,True,,False,False,,,,,,False,,,,,False
31165,2,3.0,,3.0,,1.0,0.0,,,,,1.5,,2.1,,,11.0,,0.1,,0.5,,1.0,1.2,,3.0,3.0,,,,,,4.7,,,,,4.8,1.0,,1.0,,-1.0,-2.0,,,,,-0.5,,0.1,,,9.0,,-1.9,,-1.5,,-1.0,-0.8,,1.0,1.0,,,,,,2.7,,,,,2.8,,True,,False,False,,,,,True,,True,,,False,,False,,False,,False,True,,False,False,,,,,,False,,,,,False
31167,54,21.0,,20.9,,21.0,25.0,,,,,14.1,,18.8,,,46.0,,19.9,,5.1,,1.0,17.7,,25.0,26.0,,,,,,32.2,,,,,30.7,-33.0,,-33.1,,-33.0,-29.0,,,,,-39.9,,-35.2,,,-8.0,,-34.1,,-48.9,,-53.0,-36.3,,-29.0,-28.0,,,,,,-21.8,,,,,-23.3,,False,,False,True,,,,,False,,False,,,True,,False,,False,,False,False,,True,True,,,,,,True,,,,,True
31169,28,42.0,,42.5,,34.0,42.0,,,,,19.1,,25.7,,,33.0,,34.2,,15.9,,9.0,28.4,,58.0,44.0,,,,,,43.8,,,,,52.6,14.0,,14.5,,6.0,14.0,,,,,-8.9,,-2.3,,,5.0,,6.2,,-12.1,,-19.0,0.4,,30.0,16.0,,,,,,15.8,,,,,24.6,,False,,True,False,,,,,True,,True,,,True,,True,,True,,False,True,,False,False,,,,,,False,,,,,False
31171,6,3.0,,3.0,,3.0,0.0,,,,,1.8,,2.3,,,6.0,,0.3,,0.8,,3.0,0.6,,,3.0,,,,,,,,,,,3.3,-3.0,,-3.0,,-3.0,-6.0,,,,,-4.2,,-3.7,,,0.0,,-5.7,,-5.2,,-3.0,-5.4,,,-3.0,,,,,,,,,,,-2.7,,True,,False,False,,,,,False,,False,,,True,,False,,False,,False,False,,,False,,,,,,,,,,,True
31173,33,25.0,,26.9,,25.0,51.0,,,,,22.9,,22.5,,,60.0,,21.2,,18.7,,5.0,21.0,,29.0,37.0,,,,,,29.2,,,,,44.2,-8.0,,-6.1,,-8.0,18.0,,,,,-10.1,,-10.5,,,27.0,,-11.8,,-14.3,,-28.0,-12.0,,-4.0,4.0,,,,,,-3.8,,,,,11.2,,True,,False,False,,,,,False,,False,,,False,,False,,False,,False,False,,True,True,,,,,,True,,,,,False
31175,27,19.0,,16.6,,17.0,20.0,,,,,10.0,,11.0,,,35.0,,14.4,,6.6,,6.0,12.3,,30.0,23.0,,,,,,20.4,,,,,32.4,-8.0,,-10.4,,-10.0,-7.0,,,,,-17.0,,-16.0,,,8.0,,-12.6,,-20.4,,-21.0,-14.7,,3.0,-4.0,,,,,,-6.6,,,,,5.4,,False,,False,True,,,,,False,,False,,,False,,False,,False,,False,False,,True,True,,,,,,True,,,,,True
31177,150,179.0,,183.5,,136.0,154.0,,,,,91.1,,134.7,,,136.0,,81.1,,48.7,,105.0,117.7,,199.0,165.0,,,,,,148.1,,,,,199.8,29.0,,33.5,,-14.0,4.0,,,,,-58.9,,-15.3,,,-14.0,,-68.9,,-101.3,,-45.0,-32.3,,49.0,15.0,,,,,,-1.9,,,,,49.8,,False,,True,True,,,,,False,,True,,,True,,False,,False,,False,False,,False,True,,,,,,True,,,,,False
31179,43,49.0,,45.6,,42.0,45.0,,,,,37.8,,47.3,,,84.0,,20.0,,16.5,,25.0,35.2,,45.0,55.0,,,,,,61.5,,,,,42.3,6.0,,2.6,,-1.0,2.0,,,,,-5.2,,4.3,,,41.0,,-23.0,,-26.5,,-18.0,-7.8,,2.0,12.0,,,,,,18.5,,,,,-0.7,,True,,True,True,,,,,True,,True,,,False,,False,,False,,False,False,,True,False,,,,,,False,,,,,True
31181,18,53.0,,51.3,,26.0,7.0,,,,,15.3,,27.3,,,26.0,,64.0,,4.5,,2.0,18.0,,51.0,41.0,,,,,,40.5,,,,,27.9,35.0,,33.3,,8.0,-11.0,,,,,-2.7,,9.3,,,8.0,,46.0,,-13.5,,-16.0,0.0,,33.0,23.0,,,,,,22.5,,,,,9.9,,True,,True,True,,,,,True,,True,,,True,,False,,True,,True,True,,True,True,,,,,,True,,,,,True
31183,4,1.0,,0.4,,3.0,0.0,,,,,1.3,,1.2,,,11.0,,2.5,,2.8,,3.0,2.7,,,2.0,,,,,,,,,,,2.8,-3.0,,-3.6,,-1.0,-4.0,,,,,-2.7,,-2.8,,,7.0,,-1.5,,-1.2,,-1.0,-1.3,,,-2.0,,,,,,,,,,,-1.2,,False,,True,False,,,,,True,,True,,,False,,True,,True,,True,True,,,True,,,,,,,,,,,True
