,actual_cases,COVIDhub-baseline,BPagano-RtDriven,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,LANL-GrowthRate,MITCovAlliance-SIR,UCLA-SuEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-BPagano-RtDriven,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-UCLA-SuEIR,error-USC-SI_kJalpha,beat_baseline-BPagano-RtDriven,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-UCLA-SuEIR,beat_baseline-USC-SI_kJalpha
05059,917,378.0,,,,,,518.0,,357.6,229.7,3.5,121.9,0.0,-539.0,,,,,,-399.0,,-559.4,-687.3,-913.5,-795.1,-917.0,,,,,,True,,False,False,False,False,False
05061,322,154.0,,,,,,170.0,,115.6,23.1,0.7,,94.0,-168.0,,,,,,-152.0,,-206.4,-298.9,-321.3,,-228.0,,,,,,True,,False,False,False,,False
05063,862,483.0,,,,,,1109.0,,463.2,134.8,1.4,394.5,185.0,-379.0,,,,,,247.0,,-398.8,-727.2,-860.6,-467.5,-677.0,,,,,,True,,False,False,False,False,False
05065,629,364.0,,,,,,246.0,,1128.8,115.2,56.5,,206.0,-265.0,,,,,,-383.0,,499.8,-513.8,-572.5,,-423.0,,,,,,False,,False,False,False,,False
05067,1414,756.0,,,,,,484.0,,1805.2,560.2,248.7,,83.0,-658.0,,,,,,-930.0,,391.2,-853.8,-1165.3,,-1331.0,,,,,,False,,True,False,False,,False
05069,1516,1344.0,,,,,,951.0,,1425.8,680.0,0.4,960.5,39.0,-172.0,,,,,,-565.0,,-90.2,-836.0,-1515.6,-555.5,-1477.0,,,,,,False,,True,False,False,False,False
05071,407,196.0,,,,,,775.0,,188.4,36.3,1.6,,163.0,-211.0,,,,,,368.0,,-218.6,-370.7,-405.4,,-244.0,,,,,,False,,False,False,False,,False
05073,125,105.0,,,,,,69.0,,134.0,22.4,0.0,,37.0,-20.0,,,,,,-56.0,,9.0,-102.6,-125.0,,-88.0,,,,,,False,,True,False,False,,False
05075,532,945.0,,,,,,313.0,,1648.0,284.7,186.9,,157.0,413.0,,,,,,-219.0,,1116.0,-247.3,-345.1,,-375.0,,,,,,True,,False,True,True,,True
05077,151,42.0,,,,,,147.0,,30.5,8.8,0.2,49.4,17.0,-109.0,,,,,,-4.0,,-120.5,-142.2,-150.8,-101.6,-134.0,,,,,,True,,False,False,False,True,False
05079,352,490.0,,,,,,176.0,,165.9,141.5,0.4,171.7,799.0,138.0,,,,,,-176.0,,-186.1,-210.5,-351.6,-180.3,447.0,,,,,,False,,False,False,False,False,False
05081,257,140.0,,,,,,147.0,,150.9,55.7,0.0,,119.0,-117.0,,,,,,-110.0,,-106.1,-201.3,-257.0,,-138.0,,,,,,True,,True,False,False,,False
05083,513,308.0,,,,,,531.0,,514.3,173.3,0.1,,151.0,-205.0,,,,,,18.0,,1.3,-339.7,-512.9,,-362.0,,,,,,True,,True,False,False,,False
05085,1453,798.0,,,,,,1003.0,,948.4,254.2,1.7,435.6,562.0,-655.0,,,,,,-450.0,,-504.6,-1198.8,-1451.3,-1017.4,-891.0,,,,,,True,,True,False,False,False,False
05087,333,105.0,,,,,,396.0,,164.8,8.4,0.2,,33.0,-228.0,,,,,,63.0,,-168.2,-324.6,-332.8,,-300.0,,,,,,True,,True,False,False,,False
05089,351,98.0,,,,,,188.0,,102.8,32.3,5.3,,146.0,-253.0,,,,,,-163.0,,-248.2,-318.7,-345.7,,-205.0,,,,,,True,,True,False,False,,True
05091,1091,931.0,,,,,,459.0,,988.0,641.7,368.3,232.8,0.0,-160.0,,,,,,-632.0,,-103.0,-449.3,-722.7,-858.2,-1091.0,,,,,,False,,True,False,False,False,False
05093,1461,1211.0,,,,,,928.0,,746.0,1323.1,2.5,709.5,905.0,-250.0,,,,,,-533.0,,-715.0,-137.9,-1458.5,-751.5,-556.0,,,,,,False,,False,True,False,False,False
05095,134,140.0,,,,,,143.0,,493.2,48.1,18.9,,62.0,6.0,,,,,,9.0,,359.2,-85.9,-115.1,,-72.0,,,,,,False,,False,False,False,,False
05097,161,42.0,,,,,,133.0,,40.2,1.4,0.0,,35.0,-119.0,,,,,,-28.0,,-120.8,-159.6,-161.0,,-126.0,,,,,,True,,False,False,False,,False
05099,229,112.0,,,,,,109.0,,138.4,11.8,0.0,,58.0,-117.0,,,,,,-120.0,,-90.6,-217.2,-229.0,,-171.0,,,,,,False,,True,False,False,,False
05101,187,98.0,,,,,,135.0,,111.7,17.3,0.0,,28.0,-89.0,,,,,,-52.0,,-75.3,-169.7,-187.0,,-159.0,,,,,,True,,True,False,False,,False
05103,591,252.0,,,,,,254.0,,195.7,108.8,80.3,,325.0,-339.0,,,,,,-337.0,,-395.3,-482.2,-510.7,,-266.0,,,,,,True,,False,False,False,,True
05105,157,63.0,,,,,,116.0,,280.0,11.7,0.0,,22.0,-94.0,,,,,,-41.0,,123.0,-145.3,-157.0,,-135.0,,,,,,True,,False,False,False,,False
05107,324,476.0,,,,,,322.0,,567.2,189.6,126.0,,0.0,152.0,,,,,,-2.0,,243.2,-134.4,-198.0,,-324.0,,,,,,True,,False,True,False,,False
05109,177,49.0,,,,,,144.0,,61.7,2.9,0.0,,32.0,-128.0,,,,,,-33.0,,-115.3,-174.1,-177.0,,-145.0,,,,,,True,,True,False,False,,False
05111,886,770.0,,,,,,548.0,,1015.5,181.9,237.0,,127.0,-116.0,,,,,,-338.0,,129.5,-704.1,-649.0,,-759.0,,,,,,False,,False,False,False,,False
05113,582,259.0,,,,,,334.0,,233.2,79.5,99.5,,89.0,-323.0,,,,,,-248.0,,-348.8,-502.5,-482.5,,-493.0,,,,,,True,,False,False,False,,False
05115,1463,1022.0,,,,,,1498.0,,942.4,414.2,516.5,598.0,447.0,-441.0,,,,,,35.0,,-520.6,-1048.8,-946.5,-865.0,-1016.0,,,,,,True,,False,False,False,False,False
05117,186,105.0,,,,,,131.0,,152.6,16.7,0.0,,50.0,-81.0,,,,,,-55.0,,-33.4,-169.3,-186.0,,-136.0,,,,,,True,,True,False,False,,False
05119,6989,4858.0,,,,,,4813.0,,4698.0,3483.5,2682.5,2218.6,3334.0,-2131.0,,,,,,-2176.0,,-2291.0,-3505.5,-4306.5,-4770.4,-3655.0,,,,,,False,,False,False,False,False,False
05121,503,392.0,,,,,,447.0,,611.7,154.0,89.6,,80.0,-111.0,,,,,,-56.0,,108.7,-349.0,-413.4,,-423.0,,,,,,True,,True,False,False,,False
05123,529,294.0,,,,,,606.0,,280.2,29.2,1.2,267.1,0.0,-235.0,,,,,,77.0,,-248.8,-499.8,-527.8,-261.9,-529.0,,,,,,True,,False,False,False,False,False
05125,2877,1211.0,,,,,,1602.0,,1225.0,481.5,797.6,596.0,1153.0,-1666.0,,,,,,-1275.0,,-1652.0,-2395.5,-2079.4,-2281.0,-1724.0,,,,,,True,,True,False,False,False,False
05127,274,133.0,,,,,,186.0,,125.1,79.7,34.3,,75.0,-141.0,,,,,,-88.0,,-148.9,-194.3,-239.7,,-199.0,,,,,,True,,False,False,False,,False
05129,174,77.0,,,,,,158.0,,84.9,10.7,0.0,,50.0,-97.0,,,,,,-16.0,,-89.1,-163.3,-174.0,,-124.0,,,,,,True,,True,False,False,,False
05131,2960,1687.0,,,,,,2807.0,,2059.5,901.3,1179.6,662.9,1800.0,-1273.0,,,,,,-153.0,,-900.5,-2058.7,-1780.4,-2297.1,-1160.0,,,,,,True,,True,False,False,False,True
05133,530,266.0,,,,,,222.0,,99.9,64.4,3.7,136.8,0.0,-264.0,,,,,,-308.0,,-430.1,-465.6,-526.3,-393.2,-530.0,,,,,,False,,False,False,False,False,False
05135,491,168.0,,,,,,282.0,,246.6,29.0,0.0,,177.0,-323.0,,,,,,-209.0,,-244.4,-462.0,-491.0,,-314.0,,,,,,True,,True,False,False,,True
05137,146,77.0,,,,,,242.0,,83.5,1.3,0.0,,134.0,-69.0,,,,,,96.0,,-62.5,-144.7,-146.0,,-12.0,,,,,,False,,True,False,False,,True
05139,602,434.0,,,,,,392.0,,391.1,118.6,248.7,195.8,277.0,-168.0,,,,,,-210.0,,-210.9,-483.4,-353.3,-406.2,-325.0,,,,,,False,,False,False,False,False,False
05141,249,105.0,,,,,,347.0,,83.3,7.7,0.0,,340.0,-144.0,,,,,,98.0,,-165.7,-241.3,-249.0,,91.0,,,,,,True,,False,False,False,,True
05143,5811,3164.0,,,,,,3867.0,,2398.6,856.4,147.2,2051.1,1317.0,-2647.0,,,,,,-1944.0,,-3412.4,-4954.6,-5663.8,-3759.9,-4494.0,,,,,,True,,False,False,False,False,False
05145,1964,1211.0,,,,,,1889.0,,2197.7,840.5,490.5,550.3,794.0,-753.0,,,,,,-75.0,,233.7,-1123.5,-1473.5,-1413.7,-1170.0,,,,,,True,,True,False,False,False,False
05147,131,98.0,,,,,,116.0,,158.8,38.9,,,108.0,-33.0,,,,,,-15.0,,27.8,-92.1,,,-23.0,,,,,,True,,True,False,,,True
05149,459,161.0,,,,,,357.0,,73.5,40.0,0.7,77.1,0.0,-298.0,,,,,,-102.0,,-385.5,-419.0,-458.3,-381.9,-459.0,,,,,,True,,False,False,False,False,False
06001,9412,2709.0,,,,,,2849.0,,2467.4,1765.4,182.6,2064.5,1998.0,-6703.0,,,,,,-6563.0,,-6944.6,-7646.6,-9229.4,-7347.5,-7414.0,,,,,,True,,False,False,False,False,False
06003,54,0.0,,,,,,0.0,,3.0,0.0,,,0.0,-54.0,,,,,,-54.0,,-51.0,-54.0,,,-54.0,,,,,,False,,True,True,,,False
06005,701,42.0,,,,,,75.0,,58.8,3.8,93.0,,101.0,-659.0,,,,,,-626.0,,-642.2,-697.2,-608.0,,-600.0,,,,,,True,,True,False,True,,True
06007,1413,336.0,,,,,,560.0,,389.1,67.7,585.6,250.7,321.0,-1077.0,,,,,,-853.0,,-1023.9,-1345.3,-827.4,-1162.3,-1092.0,,,,,,True,,True,False,True,False,False
06009,252,21.0,,,,,,88.0,,36.3,0.6,90.2,,2.0,-231.0,,,,,,-164.0,,-215.7,-251.4,-161.8,,-250.0,,,,,,True,,True,False,True,,False
06011,245,14.0,,,,,,67.0,,17.6,0.6,0.3,,6.0,-231.0,,,,,,-178.0,,-227.4,-244.4,-244.7,,-239.0,,,,,,True,,True,False,False,,False
06013,8358,3157.0,,,,,,2125.0,,2608.1,1664.8,142.7,2219.7,1797.0,-5201.0,,,,,,-6233.0,,-5749.9,-6693.2,-8215.3,-6138.3,-6561.0,,,,,,False,,False,False,False,False,False
06015,238,28.0,,,,,,1346.0,,157.3,2.7,50.7,,91.0,-210.0,,,,,,1108.0,,-80.7,-235.3,-187.3,,-147.0,,,,,,False,,True,False,True,,True
06017,1658,252.0,,,,,,332.0,,315.0,25.0,877.0,161.9,125.0,-1406.0,,,,,,-1326.0,,-1343.0,-1633.0,-781.0,-1496.1,-1533.0,,,,,,True,,True,False,True,False,False
06019,10312,4116.0,,,,,,3076.0,,2567.9,2747.3,26.3,2305.5,2612.0,-6196.0,,,,,,-7236.0,,-7744.1,-7564.7,-10285.7,-8006.5,-7700.0,,,,,,False,,False,False,False,False,False
06021,380,91.0,,,,,,163.0,,116.7,9.7,0.0,,58.0,-289.0,,,,,,-217.0,,-263.3,-370.3,-380.0,,-322.0,,,,,,True,,True,False,False,,False
06023,470,105.0,,,,,,111.0,,103.7,10.2,249.2,,83.0,-365.0,,,,,,-359.0,,-366.3,-459.8,-220.8,,-387.0,,,,,,True,,False,False,True,,False
06025,4145,1855.0,,,,,,232.0,,975.9,442.0,1.3,1279.8,0.0,-2290.0,,,,,,-3913.0,,-3169.1,-3703.0,-4143.7,-2865.2,-4145.0,,,,,,False,,False,False,False,False,False
06027,119,70.0,,,,,,22.0,,207.3,7.8,25.1,,95.0,-49.0,,,,,,-97.0,,88.3,-111.2,-93.9,,-24.0,,,,,,False,,False,False,False,,True
06029,11041,3185.0,,,,,,3458.0,,2356.5,1902.0,34.9,4801.8,2576.0,-7856.0,,,,,,-7583.0,,-8684.5,-9139.0,-11006.1,-6239.2,-8465.0,,,,,,True,,False,False,False,True,False
06031,3765,1071.0,,,,,,936.0,,851.7,56.3,1.3,270.7,328.0,-2694.0,,,,,,-2829.0,,-2913.3,-3708.7,-3763.7,-3494.3,-3437.0,,,,,,False,,False,False,False,False,False
06033,365,210.0,,,,,,214.0,,332.5,109.9,360.2,,162.0,-155.0,,,,,,-151.0,,-32.5,-255.1,-4.8,,-203.0,,,,,,True,,True,False,True,,False
06035,1666,42.0,,,,,,60.0,,67.2,1.2,0.0,,4.0,-1624.0,,,,,,-1606.0,,-1598.8,-1664.8,-1666.0,,-1662.0,,,,,,True,,True,False,False,,False
06037,151906,48797.0,,,,,,22841.0,,37696.0,31367.0,1689.0,22329.8,58378.0,-103109.0,,,,,,-129065.0,,-114210.0,-120539.0,-150217.0,-129576.2,-93528.0,,,,,,False,,False,False,False,False,True
06039,1701,616.0,,,,,,513.0,,437.5,53.5,1.5,316.1,260.0,-1085.0,,,,,,-1188.0,,-1263.5,-1647.5,-1699.5,-1384.9,-1441.0,,,,,,False,,False,False,False,False,False
06041,1034,777.0,,,,,,300.0,,581.7,435.8,18.8,292.7,1185.0,-257.0,,,,,,-734.0,,-452.3,-598.2,-1015.2,-741.3,151.0,,,,,,False,,False,False,False,False,True
06043,78,7.0,,,,,,47.0,,11.2,6.9,,,6.0,-71.0,,,,,,-31.0,,-66.8,-71.1,,,-72.0,,,,,,True,,True,False,,,False
06045,715,315.0,,,,,,137.0,,253.4,185.4,540.7,154.4,152.0,-400.0,,,,,,-578.0,,-461.6,-529.6,-174.3,-560.6,-563.0,,,,,,False,,False,False,True,False,False
06047,3577,1155.0,,,,,,1206.0,,844.6,134.2,0.7,682.8,1747.0,-2422.0,,,,,,-2371.0,,-2732.4,-3442.8,-3576.3,-2894.2,-1830.0,,,,,,True,,False,False,False,False,True
06049,154,0.0,,,,,,9.0,,49.8,0.9,,,0.0,-154.0,,,,,,-145.0,,-104.2,-153.1,,,-154.0,,,,,,True,,True,True,,,False
06051,440,21.0,,,,,,28.0,,46.7,0.5,0.0,,62.0,-419.0,,,,,,-412.0,,-393.3,-439.5,-440.0,,-378.0,,,,,,True,,True,False,False,,True
06053,5796,2492.0,,,,,,1138.0,,1617.5,1244.8,12.7,1413.2,1662.0,-3304.0,,,,,,-4658.0,,-4178.5,-4551.2,-5783.3,-4382.8,-4134.0,,,,,,False,,False,False,False,False,False
06055,1577,420.0,,,,,,340.0,,346.4,77.5,0.0,265.7,330.0,-1157.0,,,,,,-1237.0,,-1230.6,-1499.5,-1577.0,-1311.3,-1247.0,,,,,,False,,False,False,False,False,False
06057,988,133.0,,,,,,132.0,,151.8,33.9,480.1,,332.0,-855.0,,,,,,-856.0,,-836.2,-954.1,-507.9,,-656.0,,,,,,False,,True,False,True,,True
06059,39446,7987.0,,,,,,3929.0,,6837.4,5565.3,312.3,4879.2,7168.0,-31459.0,,,,,,-35517.0,,-32608.6,-33880.7,-39133.7,-34566.8,-32278.0,,,,,,False,,False,False,False,False,False
06061,3581,910.0,,,,,,732.0,,832.1,241.8,2101.4,611.8,1500.0,-2671.0,,,,,,-2849.0,,-2748.9,-3339.2,-1479.6,-2969.2,-2081.0,,,,,,False,,False,False,True,False,True
06063,214,14.0,,,,,,21.0,,42.8,3.2,,,3.0,-200.0,,,,,,-193.0,,-171.2,-210.8,,,-211.0,,,,,,True,,True,False,,,False
06065,31976,10220.0,,,,,,6949.0,,9157.8,4749.1,423.5,4449.2,8867.0,-21756.0,,,,,,-25027.0,,-22818.2,-27226.9,-31552.5,-27526.8,-23109.0,,,,,,False,,False,False,False,False,False
06067,16904,3801.0,,,,,,3199.0,,3381.3,3395.4,717.1,1779.2,2335.0,-13103.0,,,,,,-13705.0,,-13522.7,-13508.6,-16186.9,-15124.8,-14569.0,,,,,,False,,False,False,False,False,False
06069,723,140.0,,,,,,195.0,,127.6,26.8,0.5,139.5,68.0,-583.0,,,,,,-528.0,,-595.4,-696.2,-722.5,-583.5,-655.0,,,,,,True,,False,False,False,False,False
06071,44309,12376.0,,,,,,7771.0,,11098.8,7010.3,376.7,7883.0,13449.0,-31933.0,,,,,,-36538.0,,-33210.2,-37298.7,-43932.3,-36426.0,-30860.0,,,,,,False,,False,False,False,False,True
06073,38486,12873.0,,,,,,3568.0,,12704.2,7025.8,776.6,6068.6,13422.0,-25613.0,,,,,,-34918.0,,-25781.8,-31460.2,-37709.4,-32417.4,-25064.0,,,,,,False,,False,False,False,False,True
06075,4659,1540.0,,,,,,798.0,,1154.3,495.8,0.0,1124.9,837.0,-3119.0,,,,,,-3861.0,,-3504.7,-4163.2,-4659.0,-3534.1,-3822.0,,,,,,False,,False,False,False,False,False
06077,6619,2513.0,,,,,,2150.0,,1472.0,556.0,28.8,1557.9,1502.0,-4106.0,,,,,,-4469.0,,-5147.0,-6063.0,-6590.2,-5061.1,-5117.0,,,,,,False,,False,False,False,False,False
06079,2555,1001.0,,,,,,1141.0,,1017.5,425.8,872.7,750.1,1456.0,-1554.0,,,,,,-1414.0,,-1537.5,-2129.2,-1682.3,-1804.9,-1099.0,,,,,,True,,True,False,False,False,True
06081,4725,1631.0,,,,,,930.0,,1425.9,630.0,62.1,1286.8,1064.0,-3094.0,,,,,,-3795.0,,-3299.1,-4095.0,-4662.9,-3438.2,-3661.0,,,,,,False,,False,False,False,False,False
06083,2387,1064.0,,,,,,864.0,,828.0,660.0,4.3,752.4,702.0,-1323.0,,,,,,-1523.0,,-1559.0,-1727.0,-2382.7,-1634.6,-1685.0,,,,,,False,,False,False,False,False,False
06085,15336,4431.0,,,,,,3149.0,,4011.3,3948.2,663.4,2773.5,4589.0,-10905.0,,,,,,-12187.0,,-11324.7,-11387.8,-14672.6,-12562.5,-10747.0,,,,,,False,,False,False,False,False,True
06087,2303,833.0,,,,,,282.0,,585.6,538.7,981.2,820.0,403.0,-1470.0,,,,,,-2021.0,,-1717.4,-1764.3,-1321.8,-1483.0,-1900.0,,,,,,False,,False,False,True,False,False
06089,3824,2191.0,,,,,,567.0,,18027.0,535.9,1275.9,540.6,1269.0,-1633.0,,,,,,-3257.0,,14203.0,-3288.1,-2548.1,-3283.4,-2555.0,,,,,,False,,False,False,False,False,False
06091,18,0.0,,,,,,0.0,,14.8,0.1,,,0.0,-18.0,,,,,,-18.0,,-3.2,-17.9,,,-18.0,,,,,,False,,True,True,,,False
06093,602,35.0,,,,,,197.0,,140.7,1.8,108.4,,184.0,-567.0,,,,,,-405.0,,-461.3,-600.2,-493.6,,-418.0,,,,,,True,,True,False,True,,True
06095,4404,1813.0,,,,,,1014.0,,1417.1,833.6,10.8,1311.7,2561.0,-2591.0,,,,,,-3390.0,,-2986.9,-3570.4,-4393.2,-3092.3,-1843.0,,,,,,False,,False,False,False,False,True
06097,4471,3206.0,,,,,,922.0,,3741.4,2069.4,2673.9,2216.1,3307.0,-1265.0,,,,,,-3549.0,,-729.6,-2401.6,-1797.1,-2254.9,-1164.0,,,,,,False,,True,False,False,False,True
06099,8896,1694.0,,,,,,2012.0,,1365.5,775.9,5.7,1467.1,2029.0,-7202.0,,,,,,-6884.0,,-7530.5,-8120.1,-8890.3,-7428.9,-6867.0,,,,,,True,,False,False,False,False,True
06101,2119,147.0,,,,,,232.0,,124.7,26.3,6.8,110.0,50.0,-1972.0,,,,,,-1887.0,,-1994.3,-2092.7,-2112.2,-2009.0,-2069.0,,,,,,True,,False,False,False,False,False
06103,1208,385.0,,,,,,166.0,,657.6,394.1,168.4,,233.0,-823.0,,,,,,-1042.0,,-550.4,-813.9,-1039.6,,-975.0,,,,,,False,,True,True,False,,False
06105,167,0.0,,,,,,177.0,,50.6,0.4,,,0.0,-167.0,,,,,,10.0,,-116.4,-166.6,,,-167.0,,,,,,True,,True,True,,,False
06107,5281,2282.0,,,,,,1925.0,,1869.8,519.5,10.8,1277.9,2295.0,-2999.0,,,,,,-3356.0,,-3411.2,-4761.5,-5270.2,-4003.1,-2986.0,,,,,,False,,False,False,False,False,True
06109,941,84.0,,,,,,147.0,,75.7,34.0,85.7,,222.0,-857.0,,,,,,-794.0,,-865.3,-907.0,-855.3,,-719.0,,,,,,True,,False,False,True,,True
06111,8219,2352.0,,,,,,1348.0,,2061.1,1313.2,91.6,1266.0,2085.0,-5867.0,,,,,,-6871.0,,-6157.9,-6905.8,-8127.4,-6953.0,-6134.0,,,,,,False,,False,False,False,False,False
06113,2264,728.0,,,,,,494.0,,602.1,494.2,41.3,407.8,1134.0,-1536.0,,,,,,-1770.0,,-1661.9,-1769.8,-2222.7,-1856.2,-1130.0,,,,,,False,,False,False,False,False,True
06115,1150,182.0,,,,,,168.0,,164.1,66.7,1.4,81.1,94.0,-968.0,,,,,,-982.0,,-985.9,-1083.3,-1148.6,-1068.9,-1056.0,,,,,,False,,False,False,False,False,False
08001,20379,7539.0,,,,,,3198.0,,4705.1,3079.0,4140.3,3260.7,5183.0,-12840.0,,,,,,-17181.0,,-15673.9,-17300.0,-16238.7,-17118.3,-15196.0,,,,,,False,,False,False,False,False,False
08003,400,147.0,,,,,,102.0,,48.4,37.1,0.0,,52.0,-253.0,,,,,,-298.0,,-351.6,-362.9,-400.0,,-348.0,,,,,,False,,False,False,False,,False
08005,18740,5684.0,,,,,,3666.0,,3150.0,3163.4,5986.7,2432.2,6452.0,-13056.0,,,,,,-15074.0,,-15590.0,-15576.6,-12753.3,-16307.8,-12288.0,,,,,,False,,False,False,True,False,True
08007,247,7.0,,,,,,40.0,,14.0,6.9,,,4.0,-240.0,,,,,,-207.0,,-233.0,-240.1,,,-243.0,,,,,,True,,True,False,,,False
08009,107,28.0,,,,,,47.0,,26.3,1.3,,,101.0,-79.0,,,,,,-60.0,,-80.7,-105.7,,,-6.0,,,,,,True,,False,False,,,True
08011,381,7.0,,,,,,31.0,,7.4,1.2,,,88.0,-374.0,,,,,,-350.0,,-373.6,-379.8,,,-293.0,,,,,,True,,True,False,,,True
08013,6982,1421.0,,,,,,1312.0,,789.8,1171.5,2359.7,1368.9,1043.0,-5561.0,,,,,,-5670.0,,-6192.2,-5810.5,-4622.3,-5613.1,-5939.0,,,,,,False,,False,False,True,False,False
08014,1465,329.0,,,,,,334.0,,294.1,196.1,,,238.0,-1136.0,,,,,,-1131.0,,-1170.9,-1268.9,,,-1227.0,,,,,,True,,False,False,,,False
08015,361,91.0,,,,,,107.0,,51.2,8.9,127.6,,11.0,-270.0,,,,,,-254.0,,-309.8,-352.1,-233.4,,-350.0,,,,,,True,,False,False,True,,False
08017,61,0.0,,,,,,24.0,,1.6,0.8,,,0.0,-61.0,,,,,,-37.0,,-59.4,-60.2,,,-61.0,,,,,,True,,True,True,,,False
08019,148,21.0,,,,,,31.0,,232.1,7.8,,,42.0,-127.0,,,,,,-117.0,,84.1,-140.2,,,-106.0,,,,,,True,,True,False,,,True
08021,162,70.0,,,,,,34.0,,41.7,23.0,,,201.0,-92.0,,,,,,-128.0,,-120.3,-139.0,,,39.0,,,,,,False,,False,False,,,True
08023,58,0.0,,,,,,22.0,,5.6,5.3,,,4.0,-58.0,,,,,,-36.0,,-52.4,-52.7,,,-54.0,,,,,,True,,True,True,,,True
08025,1256,42.0,,,,,,42.0,,29.2,9.0,,,168.0,-1214.0,,,,,,-1214.0,,-1226.8,-1247.0,,,-1088.0,,,,,,False,,False,False,,,True
08027,72,7.0,,,,,,22.0,,13.8,1.0,,,42.0,-65.0,,,,,,-50.0,,-58.2,-71.0,,,-30.0,,,,,,True,,True,False,,,True
08029,612,14.0,,,,,,89.0,,21.7,0.1,135.3,,114.0,-598.0,,,,,,-523.0,,-590.3,-611.9,-476.7,,-498.0,,,,,,True,,True,False,True,,True
08031,23553,7903.0,,,,,,3964.0,,4265.7,6424.6,6753.5,3225.0,6696.0,-15650.0,,,,,,-19589.0,,-19287.3,-17128.4,-16799.5,-20328.0,-16857.0,,,,,,False,,False,False,False,False,False
08033,29,0.0,,,,,,21.0,,1.5,,,,0.0,-29.0,,,,,,-8.0,,-27.5,,,,-29.0,,,,,,True,,True,,,,False
08035,8703,1995.0,,,,,,1196.0,,1600.1,1736.7,2818.1,973.9,2389.0,-6708.0,,,,,,-7507.0,,-7102.9,-6966.3,-5884.9,-7729.1,-6314.0,,,,,,False,,False,False,True,False,True
08037,1196,210.0,,,,,,143.0,,183.4,34.1,47.6,92.6,360.0,-986.0,,,,,,-1053.0,,-1012.6,-1161.9,-1148.4,-1103.4,-836.0,,,,,,False,,False,False,False,False,True
08039,515,49.0,,,,,,88.0,,67.5,3.4,216.8,,20.0,-466.0,,,,,,-427.0,,-447.5,-511.6,-298.2,,-495.0,,,,,,True,,True,False,True,,False
08041,22408,5047.0,,,,,,4516.0,,3343.7,5373.1,4179.8,2310.3,6005.0,-17361.0,,,,,,-17892.0,,-19064.3,-17034.9,-18228.2,-20097.7,-16403.0,,,,,,False,,False,True,False,False,True
08043,2816,1848.0,,,,,,369.0,,699.9,2068.6,309.0,,1574.0,-968.0,,,,,,-2447.0,,-2116.1,-747.4,-2507.0,,-1242.0,,,,,,False,,False,True,False,,False
08045,1432,364.0,,,,,,174.0,,191.1,174.4,207.5,156.1,528.0,-1068.0,,,,,,-1258.0,,-1240.9,-1257.6,-1224.5,-1275.9,-904.0,,,,,,False,,False,False,False,False,True
08047,79,7.0,,,,,,29.0,,32.1,2.4,,,121.0,-72.0,,,,,,-50.0,,-46.9,-76.6,,,42.0,,,,,,True,,True,False,,,True
08049,331,133.0,,,,,,64.0,,240.0,18.2,103.9,,32.0,-198.0,,,,,,-267.0,,-91.0,-312.8,-227.1,,-299.0,,,,,,False,,True,False,False,,False
08051,199,0.0,,,,,,58.0,,10.7,7.5,95.2,,0.0,-199.0,,,,,,-141.0,,-188.3,-191.5,-103.8,,-199.0,,,,,,True,,True,True,True,,False
08053,10,0.0,,,,,,14.0,,0.9,0.1,,,0.0,-10.0,,,,,,4.0,,-9.1,-9.9,,,-10.0,,,,,,True,,True,True,,,False
08055,174,14.0,,,,,,30.0,,13.5,3.8,,,22.0,-160.0,,,,,,-144.0,,-160.5,-170.2,,,-152.0,,,,,,True,,False,False,,,True
08057,13,0.0,,,,,,27.0,,13.9,,,,0.0,-13.0,,,,,,14.0,,0.9,,,,-13.0,,,,,,False,,True,,,,False
08059,15754,4088.0,,,,,,2802.0,,3482.7,1938.6,3239.6,1802.6,4793.0,-11666.0,,,,,,-12952.0,,-12271.3,-13815.4,-12514.4,-13951.4,-10961.0,,,,,,False,,False,False,False,False,True
08061,31,14.0,,,,,,18.0,,1.5,,,,42.0,-17.0,,,,,,-13.0,,-29.5,,,,11.0,,,,,,True,,False,,,,True
08063,235,35.0,,,,,,59.0,,106.0,0.0,26.6,,177.0,-200.0,,,,,,-176.0,,-129.0,-235.0,-208.4,,-58.0,,,,,,True,,True,False,False,,True
08065,201,91.0,,,,,,35.0,,52.1,16.8,57.0,,115.0,-110.0,,,,,,-166.0,,-148.9,-184.2,-144.0,,-86.0,,,,,,False,,False,False,False,,True
