,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,LANL-GrowthRate,MITCovAlliance-SIR,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-BPagano-RtDriven,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
04023,1350,186.0,,0.0,,,,,253.0,,261.9,156.8,27.3,0.3,77.4,,0.0,-1164.0,,-1350.0,,,,,-1097.0,,-1088.1,-1193.2,-1322.7,-1349.7,-1272.6,,-1350.0,,False,,,,,True,,True,False,False,False,False,,False
04025,3482,648.0,,680.0,,,,,1072.0,,577.0,1377.4,542.5,430.6,544.0,,543.0,-2834.0,,-2802.0,,,,,-2410.0,,-2905.0,-2104.6,-2939.5,-3051.4,-2938.0,,-2939.0,,True,,,,,True,,False,True,False,False,False,,False
04027,5735,1860.0,,1403.0,,,,,314.0,,972.9,1016.0,655.7,1.8,1512.1,,4226.0,-3875.0,,-4332.0,,,,,-5421.0,,-4762.1,-4719.0,-5079.3,-5733.2,-4222.9,,-1509.0,,False,,,,,False,,False,False,False,False,False,,True
05001,374,336.0,,331.0,,,,,261.0,,422.2,104.9,161.8,0.1,,,0.0,-38.0,,-43.0,,,,,-113.0,,48.2,-269.1,-212.2,-373.9,,,-374.0,,False,,,,,False,,False,False,False,False,,,False
05003,411,198.0,,0.0,,,,,221.0,,265.7,43.9,145.0,0.5,,,138.0,-213.0,,-411.0,,,,,-190.0,,-145.3,-367.1,-266.0,-410.5,,,-273.0,,False,,,,,True,,True,False,False,False,,,False
05005,893,666.0,,1018.0,,,,,636.0,,1615.8,206.0,243.4,204.7,,,472.0,-227.0,,125.0,,,,,-257.0,,722.8,-687.0,-649.6,-688.3,,,-421.0,,True,,,,,False,,False,False,False,False,,,False
05007,5098,2850.0,,3464.0,,,,,3503.0,,2162.2,888.2,1153.5,3142.4,1773.9,,2316.0,-2248.0,,-1634.0,,,,,-1595.0,,-2935.8,-4209.8,-3944.5,-1955.6,-3324.1,,-2782.0,,True,,,,,True,,False,False,False,True,False,,False
05009,965,438.0,,296.0,,,,,683.0,,593.0,151.9,257.4,0.4,,,445.0,-527.0,,-669.0,,,,,-282.0,,-372.0,-813.1,-707.6,-964.6,,,-520.0,,False,,,,,True,,True,False,False,False,,,True
05011,209,84.0,,0.0,,,,,131.0,,226.0,15.8,11.4,0.0,,,285.0,-125.0,,-209.0,,,,,-78.0,,17.0,-193.2,-197.6,-209.0,,,76.0,,False,,,,,True,,True,False,False,False,,,True
05013,114,36.0,,0.0,,,,,38.0,,118.9,15.9,,,,,135.0,-78.0,,-114.0,,,,,-76.0,,4.9,-98.1,,,,,21.0,,False,,,,,True,,True,False,,,,,True
05015,608,360.0,,256.0,,,,,334.0,,549.3,185.6,125.8,0.0,,,145.0,-248.0,,-352.0,,,,,-274.0,,-58.7,-422.4,-482.2,-608.0,,,-463.0,,False,,,,,False,,True,False,False,False,,,False
05017,207,120.0,,0.0,,,,,163.0,,88.3,16.0,15.4,0.2,66.7,,331.0,-87.0,,-207.0,,,,,-44.0,,-118.7,-191.0,-191.6,-206.8,-140.3,,124.0,,False,,,,,True,,False,False,False,False,False,,False
05019,430,168.0,,207.0,,,,,286.0,,458.7,59.0,34.4,131.2,,,110.0,-262.0,,-223.0,,,,,-144.0,,28.7,-371.0,-395.6,-298.8,,,-320.0,,True,,,,,True,,True,False,False,False,,,False
05021,546,288.0,,276.0,,,,,259.0,,678.5,121.3,164.9,75.9,,,163.0,-258.0,,-270.0,,,,,-287.0,,132.5,-424.7,-381.1,-470.1,,,-383.0,,False,,,,,False,,True,False,False,False,,,False
05023,356,156.0,,178.0,,,,,490.0,,520.6,34.1,60.0,82.0,,,211.0,-200.0,,-178.0,,,,,134.0,,164.6,-321.9,-296.0,-274.0,,,-145.0,,True,,,,,True,,True,False,False,False,,,True
05025,183,144.0,,2.0,,,,,72.0,,123.3,13.5,34.1,22.6,,,218.0,-39.0,,-181.0,,,,,-111.0,,-59.7,-169.5,-148.9,-160.4,,,35.0,,False,,,,,False,,False,False,False,False,,,True
05027,501,246.0,,304.0,,,,,281.0,,373.4,113.3,100.6,0.0,,,136.0,-255.0,,-197.0,,,,,-220.0,,-127.6,-387.7,-400.4,-501.0,,,-365.0,,True,,,,,True,,True,False,False,False,,,False
05029,434,78.0,,72.0,,,,,536.0,,270.2,44.3,29.8,0.0,,,61.0,-356.0,,-362.0,,,,,102.0,,-163.8,-389.7,-404.2,-434.0,,,-373.0,,False,,,,,True,,True,False,False,False,,,False
05031,3326,2280.0,,1877.0,,,,,2438.0,,2806.7,834.5,927.6,1308.3,1265.9,,2374.0,-1046.0,,-1449.0,,,,,-888.0,,-519.3,-2491.5,-2398.4,-2017.7,-2060.1,,-952.0,,False,,,,,True,,True,False,False,False,False,,True
05033,1335,846.0,,657.0,,,,,1442.0,,1037.8,570.7,328.4,508.0,470.1,,702.0,-489.0,,-678.0,,,,,107.0,,-297.2,-764.3,-1006.6,-827.0,-864.9,,-633.0,,False,,,,,True,,True,False,False,False,False,,False
05035,1153,960.0,,1220.0,,,,,881.0,,964.3,197.1,410.9,308.2,437.6,,412.0,-193.0,,67.0,,,,,-272.0,,-188.7,-955.9,-742.1,-844.8,-715.4,,-741.0,,True,,,,,False,,True,False,False,False,False,,False
05037,380,204.0,,135.0,,,,,358.0,,411.7,84.7,53.9,0.9,,,0.0,-176.0,,-245.0,,,,,-22.0,,31.7,-295.3,-326.1,-379.1,,,-380.0,,False,,,,,True,,True,False,False,False,,,False
05039,163,12.0,,0.0,,,,,101.0,,33.9,14.1,0.3,0.0,,,2.0,-151.0,,-163.0,,,,,-62.0,,-129.1,-148.9,-162.7,-163.0,,,-161.0,,False,,,,,True,,True,True,False,False,,,False
05041,253,180.0,,75.0,,,,,133.0,,237.1,26.3,99.6,42.4,,,103.0,-73.0,,-178.0,,,,,-120.0,,-15.9,-226.7,-153.4,-210.6,,,-150.0,,False,,,,,False,,True,False,False,False,,,False
05043,518,150.0,,46.0,,,,,223.0,,376.2,39.8,71.7,0.0,,,264.0,-368.0,,-472.0,,,,,-295.0,,-141.8,-478.2,-446.3,-518.0,,,-254.0,,False,,,,,True,,True,False,False,False,,,True
05045,2005,1098.0,,921.0,,,,,1847.0,,1216.8,420.0,846.6,4.3,503.4,,675.0,-907.0,,-1084.0,,,,,-158.0,,-788.2,-1585.0,-1158.4,-2000.7,-1501.6,,-1330.0,,False,,,,,True,,True,False,False,False,False,,False
05047,354,378.0,,389.0,,,,,406.0,,585.2,133.7,342.8,0.0,,,0.0,24.0,,35.0,,,,,52.0,,231.2,-220.3,-11.2,-354.0,,,-354.0,,False,,,,,False,,False,False,True,False,,,False
05049,276,270.0,,261.0,,,,,151.0,,858.6,88.4,123.6,77.8,,,142.0,-6.0,,-15.0,,,,,-125.0,,582.6,-187.6,-152.4,-198.2,,,-134.0,,False,,,,,False,,False,False,False,False,,,False
05051,1684,1176.0,,2614.0,,,,,1587.0,,880.3,385.8,1114.1,446.9,511.7,,343.0,-508.0,,930.0,,,,,-97.0,,-803.7,-1298.2,-569.9,-1237.1,-1172.3,,-1341.0,,False,,,,,True,,False,False,False,False,False,,False
05053,315,132.0,,129.0,,,,,190.0,,194.1,48.0,86.9,0.1,,,61.0,-183.0,,-186.0,,,,,-125.0,,-120.9,-267.1,-228.1,-314.9,,,-254.0,,False,,,,,True,,True,False,False,False,,,False
05055,1895,1152.0,,1302.0,,,,,901.0,,1629.9,284.1,1282.1,381.5,615.2,,574.0,-743.0,,-593.0,,,,,-994.0,,-265.1,-1610.8,-612.9,-1513.5,-1279.8,,-1321.0,,True,,,,,False,,True,False,True,False,False,,False
05057,385,264.0,,417.0,,,,,264.0,,462.4,80.3,105.1,160.4,,,1.0,-121.0,,32.0,,,,,-121.0,,77.4,-304.7,-279.9,-224.6,,,-384.0,,True,,,,,False,,True,False,False,False,,,False
05059,826,546.0,,1204.0,,,,,610.0,,342.1,112.9,341.5,3.4,209.1,,0.0,-280.0,,378.0,,,,,-216.0,,-483.9,-713.1,-484.5,-822.6,-616.9,,-826.0,,False,,,,,True,,False,False,False,False,False,,False
05061,291,186.0,,1.0,,,,,190.0,,247.6,33.9,84.4,0.9,,,120.0,-105.0,,-290.0,,,,,-101.0,,-43.4,-257.1,-206.6,-290.1,,,-171.0,,False,,,,,True,,True,False,False,False,,,False
05063,781,486.0,,355.0,,,,,1115.0,,618.7,159.2,136.4,1.3,435.8,,284.0,-295.0,,-426.0,,,,,334.0,,-162.3,-621.8,-644.6,-779.7,-345.2,,-497.0,,False,,,,,False,,True,False,False,False,False,,False
05065,474,930.0,,814.0,,,,,242.0,,2901.4,109.0,115.1,44.0,,,258.0,456.0,,340.0,,,,,-232.0,,2427.4,-365.0,-358.9,-430.0,,,-216.0,,True,,,,,True,,False,True,True,True,,,True
05067,1331,498.0,,489.0,,,,,525.0,,1007.7,190.7,879.5,286.4,,,46.0,-833.0,,-842.0,,,,,-806.0,,-323.3,-1140.3,-451.5,-1044.6,,,-1285.0,,False,,,,,True,,True,False,True,False,,,False
05069,1316,1200.0,,582.0,,,,,1048.0,,1045.5,422.5,708.8,0.3,989.8,,2.0,-116.0,,-734.0,,,,,-268.0,,-270.5,-893.5,-607.2,-1315.7,-326.2,,-1314.0,,False,,,,,False,,False,False,False,False,False,,False
05071,340,402.0,,389.0,,,,,721.0,,336.9,49.9,173.1,2.6,,,382.0,62.0,,49.0,,,,,381.0,,-3.1,-290.1,-166.9,-337.4,,,42.0,,True,,,,,False,,True,False,False,False,,,True
05073,107,108.0,,55.0,,,,,60.0,,164.8,21.1,24.5,37.3,,,72.0,1.0,,-52.0,,,,,-47.0,,57.8,-85.9,-82.5,-69.7,,,-35.0,,False,,,,,False,,False,False,False,False,,,False
05075,455,462.0,,498.0,,,,,395.0,,1184.8,149.1,115.4,157.8,,,111.0,7.0,,43.0,,,,,-60.0,,729.8,-305.9,-339.6,-297.2,,,-344.0,,False,,,,,False,,False,False,False,False,,,False
05077,141,60.0,,0.0,,,,,194.0,,47.2,28.1,4.2,0.1,60.0,,51.0,-81.0,,-141.0,,,,,53.0,,-93.8,-112.9,-136.8,-140.9,-81.0,,-90.0,,False,,,,,True,,False,False,False,False,True,,False
05079,259,558.0,,,,,,,217.0,,197.7,93.0,137.6,0.4,360.2,,2272.0,299.0,,,,,,,-42.0,,-61.3,-166.0,-121.4,-258.6,101.2,,2013.0,,,,,,,True,,True,True,True,True,True,,False
05081,224,198.0,,56.0,,,,,172.0,,181.0,55.2,117.0,0.1,,,123.0,-26.0,,-168.0,,,,,-52.0,,-43.0,-168.8,-107.0,-223.9,,,-101.0,,False,,,,,False,,False,False,False,False,,,False
05083,468,270.0,,0.0,,,,,533.0,,530.3,52.8,112.0,0.0,,,204.0,-198.0,,-468.0,,,,,65.0,,62.3,-415.2,-356.0,-468.0,,,-264.0,,False,,,,,True,,True,False,False,False,,,False
05085,1280,1038.0,,2289.0,,,,,914.0,,1049.2,275.8,768.2,531.2,593.5,,720.0,-242.0,,1009.0,,,,,-366.0,,-230.8,-1004.2,-511.8,-748.8,-686.5,,-560.0,,False,,,,,False,,True,False,False,False,False,,False
05087,316,102.0,,89.0,,,,,269.0,,267.7,106.3,8.0,0.1,,,17.0,-214.0,,-227.0,,,,,-47.0,,-48.3,-209.7,-308.0,-315.9,,,-299.0,,False,,,,,True,,True,True,False,False,,,False
05089,333,108.0,,116.0,,,,,167.0,,238.4,87.2,33.6,47.6,,,204.0,-225.0,,-217.0,,,,,-166.0,,-94.6,-245.8,-299.4,-285.4,,,-129.0,,True,,,,,True,,True,False,False,False,,,True
05091,882,1254.0,,1392.0,,,,,535.0,,1675.6,217.8,944.3,409.8,476.4,,0.0,372.0,,510.0,,,,,-347.0,,793.6,-664.2,62.3,-472.2,-405.6,,-882.0,,False,,,,,True,,False,False,True,False,False,,False
05093,1279,1092.0,,1057.0,,,,,979.0,,1569.6,156.3,823.8,215.4,741.3,,997.0,-187.0,,-222.0,,,,,-300.0,,290.6,-1122.7,-455.2,-1063.6,-537.7,,-282.0,,False,,,,,False,,False,False,False,False,False,,False
05095,122,72.0,,53.0,,,,,137.0,,112.4,22.6,18.6,0.0,,,24.0,-50.0,,-69.0,,,,,15.0,,-9.6,-99.4,-103.4,-122.0,,,-98.0,,False,,,,,True,,True,False,False,False,,,False
05097,158,18.0,,2.0,,,,,129.0,,63.1,27.5,0.3,0.0,,,15.0,-140.0,,-156.0,,,,,-29.0,,-94.9,-130.5,-157.7,-158.0,,,-143.0,,False,,,,,True,,True,True,False,False,,,False
05099,200,174.0,,139.0,,,,,133.0,,219.0,37.7,23.7,0.0,,,114.0,-26.0,,-61.0,,,,,-67.0,,19.0,-162.3,-176.3,-200.0,,,-86.0,,False,,,,,False,,True,False,False,False,,,False
05101,173,84.0,,0.0,,,,,107.0,,112.8,40.7,32.8,0.0,,,20.0,-89.0,,-173.0,,,,,-66.0,,-60.2,-132.3,-140.2,-173.0,,,-153.0,,False,,,,,True,,True,False,False,False,,,False
05103,550,246.0,,332.0,,,,,315.0,,579.0,68.9,111.4,101.0,,,311.0,-304.0,,-218.0,,,,,-235.0,,29.0,-481.1,-438.6,-449.0,,,-239.0,,True,,,,,True,,True,False,False,False,,,True
05105,145,72.0,,68.0,,,,,103.0,,150.7,36.1,22.1,0.0,,,42.0,-73.0,,-77.0,,,,,-42.0,,5.7,-108.9,-122.9,-145.0,,,-103.0,,False,,,,,True,,True,False,False,False,,,False
05107,279,270.0,,42.0,,,,,385.0,,364.3,61.6,197.2,117.2,,,0.0,-9.0,,-237.0,,,,,106.0,,85.3,-217.4,-81.8,-161.8,,,-279.0,,False,,,,,False,,False,False,False,False,,,False
05109,169,48.0,,6.0,,,,,149.0,,69.5,24.2,5.3,0.0,,,32.0,-121.0,,-163.0,,,,,-20.0,,-99.5,-144.8,-163.7,-169.0,,,-137.0,,False,,,,,True,,True,False,False,False,,,False
05111,769,702.0,,166.0,,,,,552.0,,1215.3,145.1,203.6,281.1,,,100.0,-67.0,,-603.0,,,,,-217.0,,446.3,-623.9,-565.4,-487.9,,,-669.0,,False,,,,,False,,False,False,False,False,,,False
05113,571,54.0,,83.0,,,,,361.0,,350.5,32.5,25.9,0.1,,,55.0,-517.0,,-488.0,,,,,-210.0,,-220.5,-538.5,-545.1,-570.9,,,-516.0,,True,,,,,True,,True,False,False,False,,,True
05115,1298,990.0,,1249.0,,,,,1244.0,,1055.6,237.3,342.1,497.7,742.5,,512.0,-308.0,,-49.0,,,,,-54.0,,-242.4,-1060.7,-955.9,-800.3,-555.5,,-786.0,,True,,,,,True,,True,False,False,False,False,,False
05117,174,72.0,,38.0,,,,,119.0,,108.1,35.2,21.2,0.0,,,55.0,-102.0,,-136.0,,,,,-55.0,,-65.9,-138.8,-152.8,-174.0,,,-119.0,,False,,,,,True,,True,False,False,False,,,False
05119,6293,4176.0,,4107.0,,,,,4672.0,,3458.3,1923.2,3078.9,2610.0,1567.0,,2652.0,-2117.0,,-2186.0,,,,,-1621.0,,-2834.7,-4369.8,-3214.1,-3683.0,-4726.0,,-3641.0,,False,,,,,True,,False,False,False,False,False,,False
05121,444,354.0,,171.0,,,,,437.0,,572.7,70.4,133.8,93.5,,,63.0,-90.0,,-273.0,,,,,-7.0,,128.7,-373.6,-310.2,-350.5,,,-381.0,,False,,,,,True,,False,False,False,False,,,False
05123,486,258.0,,312.0,,,,,728.0,,173.0,117.3,68.6,1.1,177.6,,0.0,-228.0,,-174.0,,,,,242.0,,-313.0,-368.7,-417.4,-484.9,-308.4,,-486.0,,True,,,,,False,,False,False,False,False,False,,False
05125,2679,1188.0,,1510.0,,,,,1605.0,,1249.4,505.0,532.8,793.2,684.5,,1409.0,-1491.0,,-1169.0,,,,,-1074.0,,-1429.6,-2174.0,-2146.2,-1885.8,-1994.5,,-1270.0,,True,,,,,True,,True,False,False,False,False,,True
05127,213,366.0,,348.0,,,,,203.0,,332.3,58.6,460.9,60.4,,,316.0,153.0,,135.0,,,,,-10.0,,119.3,-154.4,247.9,-152.6,,,103.0,,True,,,,,True,,True,False,False,True,,,True
05129,152,132.0,,5.0,,,,,143.0,,98.5,9.3,23.3,0.0,,,167.0,-20.0,,-147.0,,,,,-9.0,,-53.5,-142.7,-128.7,-152.0,,,15.0,,False,,,,,True,,False,False,False,False,,,True
05131,2702,1548.0,,1206.0,,,,,2936.0,,1499.8,390.8,716.2,1.9,939.0,,957.0,-1154.0,,-1496.0,,,,,234.0,,-1202.2,-2311.2,-1985.8,-2700.1,-1763.0,,-1745.0,,False,,,,,True,,False,False,False,False,False,,False
05133,467,378.0,,8.0,,,,,286.0,,358.6,38.6,99.2,4.1,169.7,,0.0,-89.0,,-459.0,,,,,-181.0,,-108.4,-428.4,-367.8,-462.9,-297.3,,-467.0,,False,,,,,False,,False,False,False,False,False,,False
05135,449,252.0,,229.0,,,,,282.0,,466.0,109.3,133.5,87.3,,,479.0,-197.0,,-220.0,,,,,-167.0,,17.0,-339.7,-315.5,-361.7,,,30.0,,False,,,,,True,,True,False,False,False,,,True
05137,139,42.0,,8.0,,,,,210.0,,45.3,27.3,6.7,0.0,,,5.0,-97.0,,-131.0,,,,,71.0,,-93.7,-111.7,-132.3,-139.0,,,-134.0,,False,,,,,True,,True,False,False,False,,,False
05139,555,282.0,,286.0,,,,,465.0,,440.9,164.6,83.2,260.9,217.6,,187.0,-273.0,,-269.0,,,,,-90.0,,-114.1,-390.4,-471.8,-294.1,-337.4,,-368.0,,True,,,,,True,,True,False,False,False,False,,False
05141,243,36.0,,3.0,,,,,307.0,,241.3,21.5,5.2,0.0,,,29.0,-207.0,,-240.0,,,,,64.0,,-1.7,-221.5,-237.8,-243.0,,,-214.0,,False,,,,,True,,True,False,False,False,,,False
05143,5318,2958.0,,3336.0,,,,,3464.0,,2243.5,1103.5,841.5,147.1,2566.5,,1277.0,-2360.0,,-1982.0,,,,,-1854.0,,-3074.5,-4214.5,-4476.5,-5170.9,-2751.5,,-4041.0,,True,,,,,True,,False,False,False,False,False,,False
05145,1792,1032.0,,827.0,,,,,1688.0,,1665.5,300.6,850.6,543.5,422.1,,632.0,-760.0,,-965.0,,,,,-104.0,,-126.5,-1491.4,-941.4,-1248.5,-1369.9,,-1160.0,,False,,,,,True,,True,False,False,False,False,,False
05147,104,162.0,,155.0,,,,,88.0,,457.8,32.6,142.7,14.6,,,133.0,58.0,,51.0,,,,,-16.0,,353.8,-71.4,38.7,-89.4,,,29.0,,True,,,,,True,,False,False,True,False,,,True
05149,437,126.0,,0.0,,,,,397.0,,136.4,63.6,16.4,0.6,63.7,,0.0,-311.0,,-437.0,,,,,-40.0,,-300.6,-373.4,-420.6,-436.4,-373.3,,-437.0,,False,,,,,True,,True,False,False,False,False,,False
06001,8656,4536.0,,9046.0,,,,,3650.0,,3134.5,4086.3,2502.8,187.0,3451.4,,6732.0,-4120.0,,390.0,,,,,-5006.0,,-5521.5,-4569.7,-6153.2,-8469.0,-5204.6,,-1924.0,,True,,,,,False,,False,False,False,False,False,,True
06003,54,0.0,,0.0,,,,,0.0,,48.4,3.3,0.0,,,,0.0,-54.0,,-54.0,,,,,-54.0,,-5.6,-50.7,-54.0,,,,-54.0,,False,,,,,False,,True,True,True,,,,False
06005,602,90.0,,77.0,,,,,57.0,,236.2,38.8,26.2,78.9,,,73.0,-512.0,,-525.0,,,,,-545.0,,-365.8,-563.2,-575.8,-523.1,,,-529.0,,False,,,,,False,,True,False,False,False,,,False
06007,1358,330.0,,226.0,,,,,576.0,,309.6,572.6,116.3,442.3,268.0,,126.0,-1028.0,,-1132.0,,,,,-782.0,,-1048.4,-785.4,-1241.7,-915.7,-1090.0,,-1232.0,,False,,,,,True,,False,True,False,True,False,,False
06009,243,54.0,,0.0,,,,,54.0,,230.1,72.8,2.9,67.7,,,159.0,-189.0,,-243.0,,,,,-189.0,,-12.9,-170.2,-240.1,-175.3,,,-84.0,,False,,,,,False,,True,True,False,True,,,True
06011,240,30.0,,0.0,,,,,68.0,,46.9,29.2,2.0,0.2,,,19.0,-210.0,,-240.0,,,,,-172.0,,-193.1,-210.8,-238.0,-239.8,,,-221.0,,False,,,,,True,,True,False,False,False,,,False
06013,7245,3156.0,,5517.0,,,,,2604.0,,2286.7,2394.1,2374.4,126.0,2315.0,,2787.0,-4089.0,,-1728.0,,,,,-4641.0,,-4958.3,-4850.9,-4870.6,-7119.0,-4930.0,,-4458.0,,True,,,,,False,,False,False,False,False,False,,False
06015,233,30.0,,39.0,,,,,70.0,,195.7,84.5,1.6,47.4,,,27.0,-203.0,,-194.0,,,,,-163.0,,-37.3,-148.5,-231.4,-185.6,,,-206.0,,True,,,,,True,,True,True,False,True,,,False
06017,1618,240.0,,151.0,,,,,267.0,,406.4,676.9,40.6,637.6,159.5,,187.0,-1378.0,,-1467.0,,,,,-1351.0,,-1211.6,-941.1,-1577.4,-980.4,-1458.5,,-1431.0,,False,,,,,True,,True,True,False,True,False,,False
06019,9518,4764.0,,8399.0,,,,,2791.0,,2996.2,1818.6,3985.0,21.6,2992.0,,4319.0,-4754.0,,-1119.0,,,,,-6727.0,,-6521.8,-7699.4,-5533.0,-9496.4,-6526.0,,-5199.0,,True,,,,,False,,False,False,False,False,False,,False
06021,362,108.0,,82.0,,,,,122.0,,228.1,60.5,24.7,0.0,,,72.0,-254.0,,-280.0,,,,,-240.0,,-133.9,-301.5,-337.3,-362.0,,,-290.0,,False,,,,,True,,True,False,False,False,,,False
06023,452,108.0,,80.0,,,,,813.0,,283.7,123.2,2.1,204.2,,,51.0,-344.0,,-372.0,,,,,361.0,,-168.3,-328.8,-449.9,-247.8,,,-401.0,,False,,,,,False,,True,True,False,True,,,False
06025,3855,1740.0,,1418.0,,,,,339.0,,1154.3,449.4,543.1,0.8,1054.9,,0.0,-2115.0,,-2437.0,,,,,-3516.0,,-2700.7,-3405.6,-3311.9,-3854.2,-2800.1,,-3855.0,,False,,,,,False,,False,False,False,False,False,,False
06027,105,90.0,,3.0,,,,,94.0,,296.5,29.4,15.8,9.6,,,141.0,-15.0,,-102.0,,,,,-11.0,,191.5,-75.6,-89.2,-95.4,,,36.0,,False,,,,,True,,False,False,False,False,,,False
06029,10085,2934.0,,2528.0,,,,,4080.0,,2119.0,2384.3,1504.7,23.7,2482.8,,1973.0,-7151.0,,-7557.0,,,,,-6005.0,,-7966.0,-7700.7,-8580.3,-10061.3,-7602.2,,-8112.0,,False,,,,,True,,False,False,False,False,False,,False
06031,3549,432.0,,77.0,,,,,1162.0,,385.4,346.8,92.4,0.7,631.2,,89.0,-3117.0,,-3472.0,,,,,-2387.0,,-3163.6,-3202.2,-3456.6,-3548.3,-2917.8,,-3460.0,,False,,,,,True,,False,False,False,False,True,,False
06033,334,186.0,,158.0,,,,,186.0,,445.6,77.6,74.7,206.3,,,129.0,-148.0,,-176.0,,,,,-148.0,,111.6,-256.4,-259.3,-127.7,,,-205.0,,False,,,,,False,,True,False,False,True,,,False
06035,1657,54.0,,5.0,,,,,129.0,,218.1,70.8,2.3,0.0,,,300.0,-1603.0,,-1652.0,,,,,-1528.0,,-1438.9,-1586.2,-1654.7,-1657.0,,,-1357.0,,False,,,,,True,,True,True,False,False,,,True
06037,140471,64806.0,,158261.0,,,,,30963.0,,20190.6,18497.9,57872.3,1880.6,31423.6,,84461.0,-75665.0,,17790.0,,,,,-109508.0,,-120280.4,-121973.1,-82598.7,-138590.4,-109047.4,,-56010.0,,True,,,,,False,,False,False,False,False,False,,True
06039,1556,870.0,,874.0,,,,,534.0,,732.8,442.5,116.6,1.4,639.8,,1525.0,-686.0,,-682.0,,,,,-1022.0,,-823.2,-1113.5,-1439.4,-1554.6,-916.2,,-31.0,,True,,,,,False,,False,False,False,False,False,,True
06041,905,450.0,,213.0,,,,,392.0,,605.2,312.9,174.3,17.7,327.6,,349.0,-455.0,,-692.0,,,,,-513.0,,-299.8,-592.1,-730.7,-887.3,-577.4,,-556.0,,False,,,,,False,,True,False,False,False,False,,False
06043,78,0.0,,0.0,,,,,23.0,,59.9,6.8,9.7,,,,55.0,-78.0,,-78.0,,,,,-55.0,,-18.1,-71.2,-68.3,,,,-23.0,,False,,,,,True,,True,True,True,,,,True
06045,600,264.0,,189.0,,,,,342.0,,508.6,240.8,70.3,402.6,251.7,,337.0,-336.0,,-411.0,,,,,-258.0,,-91.4,-359.2,-529.7,-197.4,-348.3,,-263.0,,False,,,,,True,,True,False,False,True,False,,True
06047,3426,906.0,,1164.0,,,,,1162.0,,703.1,531.2,171.2,0.6,474.3,,419.0,-2520.0,,-2262.0,,,,,-2264.0,,-2722.9,-2894.8,-3254.8,-3425.4,-2951.7,,-3007.0,,True,,,,,True,,False,False,False,False,False,,False
06049,145,12.0,,0.0,,,,,45.0,,42.6,7.7,1.5,,,,497.0,-133.0,,-145.0,,,,,-100.0,,-102.4,-137.3,-143.5,,,,352.0,,False,,,,,True,,True,False,False,,,,False
06051,417,18.0,,0.0,,,,,19.0,,248.5,13.6,3.6,0.0,,,10.0,-399.0,,-417.0,,,,,-398.0,,-168.5,-403.4,-413.4,-417.0,,,-407.0,,False,,,,,True,,True,False,False,False,,,False
06053,5418,2268.0,,2476.0,,,,,1582.0,,2062.5,1390.2,845.1,9.1,1416.1,,2225.0,-3150.0,,-2942.0,,,,,-3836.0,,-3355.5,-4027.8,-4572.9,-5408.9,-4001.9,,-3193.0,,True,,,,,False,,False,False,False,False,False,,False
06055,1490,522.0,,1056.0,,,,,382.0,,634.6,379.8,131.7,0.0,303.3,,587.0,-968.0,,-434.0,,,,,-1108.0,,-855.4,-1110.2,-1358.3,-1490.0,-1186.7,,-903.0,,True,,,,,False,,True,False,False,False,False,,True
06057,961,162.0,,164.0,,,,,140.0,,324.2,116.7,64.7,429.3,,,158.0,-799.0,,-797.0,,,,,-821.0,,-636.8,-844.3,-896.3,-531.7,,,-803.0,,True,,,,,False,,True,False,False,True,,,False
06059,26527,9924.0,,16096.0,,,,,4453.0,,7672.9,5402.1,7561.3,367.0,6287.4,,8088.0,-16603.0,,-10431.0,,,,,-22074.0,,-18854.1,-21124.9,-18965.7,-26160.0,-20239.6,,-18439.0,,True,,,,,False,,False,False,False,False,False,,False
06061,3373,1248.0,,2116.0,,,,,734.0,,1257.7,879.6,292.6,1645.5,685.7,,1591.0,-2125.0,,-1257.0,,,,,-2639.0,,-2115.3,-2493.4,-3080.4,-1727.5,-2687.3,,-1782.0,,True,,,,,False,,True,False,False,True,False,,True
