,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,CovidAnalytics-DELPHI,DDS-NBDS,Google_Harvard-CPF,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MSRA-DeepST,OliverWyman-Navigator,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MSRA-DeepST,error-OliverWyman-Navigator,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MSRA-DeepST,beat_baseline-OliverWyman-Navigator,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
31097,102,282.0,,270.6,,177.0,146.0,,,,97.4,,96.0,,49.4,,38.1,,,298.0,174.2,,,,,,,,,,,,318.5,180.0,,168.6,,75.0,44.0,,,,-4.6,,-6.0,,-52.6,,-63.9,,,196.0,72.2,,,,,,,,,,,,216.5,,True,,True,True,,,,True,,True,,True,,True,,,False,True,,,,,,,,,,,,False
31099,150,207.0,,215.2,,212.0,128.0,,,,107.3,,163.0,,363.1,,40.0,,,406.0,242.5,,298.0,,,,,,,,,,253.6,57.0,,65.2,,62.0,-22.0,,,,-42.7,,13.0,,213.1,,-110.0,,,256.0,92.5,,148.0,,,,,,,,,,103.6,,False,,False,True,,,,True,,True,,False,,False,,,False,False,,False,,,,,,,,,,False
31101,234,186.0,,184.6,,200.0,98.0,,,,72.6,,212.0,,1067.2,,137.7,,,396.0,200.3,,277.0,,,,,,,,,,396.6,-48.0,,-49.4,,-34.0,-136.0,,,,-161.4,,-22.0,,833.2,,-96.3,,,162.0,-33.7,,43.0,,,,,,,,,,162.6,,False,,True,False,,,,False,,True,,False,,False,,,False,True,,True,,,,,,,,,,False
31103,7,21.0,,20.2,,18.0,,,,,10.2,,38.0,,150.5,,9.4,,,5.0,11.7,,,,,,,,,,,,17.7,14.0,,13.2,,11.0,,,,,3.2,,31.0,,143.5,,2.4,,,-2.0,4.7,,,,,,,,,,,,10.7,,True,,True,,,,,True,,False,,False,,True,,,True,True,,,,,,,,,,,,True
31105,85,63.0,,63.5,,63.0,18.0,,,,28.3,,78.0,,96.2,,7.5,,,58.0,48.7,,65.0,,,,,,,,,,84.2,-22.0,,-21.5,,-22.0,-67.0,,,,-56.7,,-7.0,,11.2,,-77.5,,,-27.0,-36.3,,-20.0,,,,,,,,,,-0.8,,True,,False,False,,,,False,,True,,True,,False,,,False,False,,True,,,,,,,,,,True
31107,123,90.0,,94.9,,90.0,80.0,,,,57.9,,277.0,,48.9,,32.6,,,33.0,106.4,,77.0,,,,,,,,,,126.2,-33.0,,-28.1,,-33.0,-43.0,,,,-65.1,,154.0,,-74.1,,-90.4,,,-90.0,-16.6,,-46.0,,,,,,,,,,3.2,,True,,False,False,,,,False,,False,,False,,False,,,False,True,,False,,,,,,,,,,True
31109,5773,5076.0,,5062.1,7383.8,6111.0,4682.0,,,,8331.6,,7559.0,,9007.3,,4368.9,5885.5,,7494.5,6422.1,,7850.0,,,,,4239.8,6332.0,,,,6194.7,-697.0,,-710.9,1610.8,338.0,-1091.0,,,,2558.6,,1786.0,,3234.3,,-1404.1,112.5,,1721.5,649.1,,2077.0,,,,,-1533.2,559.0,,,,421.7,,False,False,True,False,,,,False,,False,,False,,False,True,,False,True,,False,,,,,False,True,,,,True
31111,763,1002.0,,1003.4,,1094.0,1094.0,,,,458.6,,1149.0,,1976.5,,448.7,2305.0,,1230.0,1010.4,,1347.0,,,,,499.9,,,,,1460.9,239.0,,240.4,,331.0,331.0,,,,-304.4,,386.0,,1213.5,,-314.3,1542.0,,467.0,247.4,,584.0,,,,,-263.1,,,,,697.9,,False,,False,False,,,,False,,False,,False,,False,False,,False,False,,False,,,,,False,,,,,False
31113,29,12.0,,13.5,,13.0,,,,,10.0,,23.0,,82.4,,4.9,,,9.0,12.9,,18.0,,,,,,,,,,20.3,-17.0,,-15.5,,-16.0,,,,,-19.0,,-6.0,,53.4,,-24.1,,,-20.0,-16.1,,-11.0,,,,,,,,,,-8.7,,True,,True,,,,,False,,True,,False,,False,,,False,True,,True,,,,,,,,,,True
31115,18,6.0,,3.6,,6.0,0.0,,,,5.2,,24.0,,7.5,,9.2,,,7.0,6.6,,17.0,,,,,,,,,,6.4,-12.0,,-14.4,,-12.0,-18.0,,,,-12.8,,6.0,,-10.5,,-8.8,,,-11.0,-11.4,,-1.0,,,,,,,,,,-11.6,,False,,False,False,,,,False,,True,,True,,True,,,True,True,,True,,,,,,,,,,True
31117,5,3.0,,3.1,,3.0,0.0,,,,2.0,,21.0,,5.7,,1.0,,,3.0,2.6,,,,,,,,,,,,2.6,-2.0,,-1.9,,-2.0,-5.0,,,,-3.0,,16.0,,0.7,,-4.0,,,-2.0,-2.4,,,,,,,,,,,,-2.4,,True,,False,False,,,,False,,False,,True,,False,,,False,False,,,,,,,,,,,,False
31119,1077,1107.0,,1062.0,,1061.0,1058.0,,,,487.3,,1705.0,,749.6,,572.6,1001.5,,1247.0,1152.1,,1646.0,,,,,844.0,,,,,878.7,30.0,,-15.0,,-16.0,-19.0,,,,-589.7,,628.0,,-327.4,,-504.4,-75.5,,170.0,75.1,,569.0,,,,,-233.0,,,,,-198.3,,True,,True,True,,,,False,,False,,False,,False,False,,False,False,,False,,,,,False,,,,,False
31121,178,228.0,,242.1,,260.0,239.0,,,,80.2,,311.0,,714.1,,47.6,,,504.0,260.8,,388.0,,,,,,,,,,457.7,50.0,,64.1,,82.0,61.0,,,,-97.8,,133.0,,536.1,,-130.4,,,326.0,82.8,,210.0,,,,,,,,,,279.7,,False,,False,False,,,,False,,False,,False,,False,,,False,False,,False,,,,,,,,,,False
31123,152,117.0,,117.4,,116.0,0.0,,,,54.2,,105.0,,206.2,,26.9,,,169.5,103.3,,131.0,,,,,,,,,,461.9,-35.0,,-34.6,,-36.0,-152.0,,,,-97.8,,-47.0,,54.2,,-125.0,,,17.5,-48.7,,-21.0,,,,,,,,,,309.9,,True,,False,False,,,,False,,False,,False,,False,,,True,False,,True,,,,,,,,,,False
31125,127,114.0,,109.9,,112.0,22.0,,,,57.9,,126.0,,90.6,,34.9,,,182.0,123.7,,161.0,,,,,,,,,,98.8,-13.0,,-17.1,,-15.0,-105.0,,,,-69.1,,-1.0,,-36.4,,-92.1,,,55.0,-3.3,,34.0,,,,,,,,,,-28.2,,False,,False,False,,,,False,,True,,False,,False,,,False,True,,False,,,,,,,,,,False
31127,115,81.0,,69.4,,78.0,51.0,,,,48.5,,100.0,,67.3,,46.6,,,182.0,98.8,,118.0,,,,,,,,,,130.1,-34.0,,-45.6,,-37.0,-64.0,,,,-66.5,,-15.0,,-47.7,,-68.4,,,67.0,-16.2,,3.0,,,,,,,,,,15.1,,False,,False,False,,,,False,,True,,False,,False,,,False,True,,True,,,,,,,,,,True
31129,91,81.0,,81.3,,62.0,22.0,,,,52.4,,80.0,,30.3,,36.3,,,3.0,62.4,,39.0,,,,,,,,,,93.9,-10.0,,-9.7,,-29.0,-69.0,,,,-38.6,,-11.0,,-60.7,,-54.7,,,-88.0,-28.6,,-52.0,,,,,,,,,,2.9,,True,,False,False,,,,False,,False,,False,,False,,,False,False,,False,,,,,,,,,,True
31131,256,372.0,,371.5,,373.0,368.0,,,,173.0,,316.0,,374.2,,173.0,,,625.0,465.8,,612.0,,,,,,,,,,367.9,116.0,,115.5,,117.0,112.0,,,,-83.0,,60.0,,118.2,,-83.0,,,369.0,209.8,,356.0,,,,,,,,,,111.9,,True,,False,True,,,,True,,True,,False,,True,,,False,False,,False,,,,,,,,,,True
31133,64,45.0,,46.2,,45.0,21.0,,,,17.8,,41.0,,148.7,,18.2,,,85.0,41.9,,46.0,,,,,,,,,,74.5,-19.0,,-17.8,,-19.0,-43.0,,,,-46.2,,-23.0,,84.7,,-45.8,,,21.0,-22.1,,-18.0,,,,,,,,,,10.5,,True,,False,False,,,,False,,False,,False,,False,,,False,False,,True,,,,,,,,,,True
31135,69,141.0,,138.0,,106.0,56.0,,,,30.0,,55.0,,1275.8,,47.4,,,149.5,65.4,,122.0,,,,,,,,,,107.6,72.0,,69.0,,37.0,-13.0,,,,-39.0,,-14.0,,1206.8,,-21.6,,,80.5,-3.6,,53.0,,,,,,,,,,38.6,,True,,True,True,,,,True,,True,,False,,True,,,False,True,,True,,,,,,,,,,True
31137,181,189.0,,187.9,,176.0,107.0,,,,93.7,,256.0,,168.3,,59.3,,,148.0,179.6,,174.0,,,,,,,,,,233.1,8.0,,6.9,,-5.0,-74.0,,,,-87.3,,75.0,,-12.7,,-121.7,,,-33.0,-1.4,,-7.0,,,,,,,,,,52.1,,True,,True,False,,,,False,,False,,False,,False,,,False,True,,True,,,,,,,,,,False
31139,122,150.0,,149.5,,150.0,175.0,,,,53.0,,222.0,,50.3,,46.5,,,151.0,143.6,,136.0,,,,,,,,,,198.1,28.0,,27.5,,28.0,53.0,,,,-69.0,,100.0,,-71.7,,-75.5,,,29.0,21.6,,14.0,,,,,,,,,,76.1,,True,,False,False,,,,False,,False,,False,,False,,,False,True,,True,,,,,,,,,,False
31141,779,1362.0,,1383.4,,1356.0,1257.0,,,,536.8,,1284.0,,1768.5,,731.5,1782.0,,1558.0,1404.0,,1758.0,,,,,1036.4,,,,,1852.8,583.0,,604.4,,577.0,478.0,,,,-242.2,,505.0,,989.5,,-47.5,1003.0,,779.0,625.0,,979.0,,,,,257.4,,,,,1073.8,,False,,True,True,,,,True,,True,,False,,True,False,,False,False,,False,,,,,True,,,,,False
31143,59,84.0,,86.8,,83.0,26.0,,,,47.5,,139.0,,68.3,,5.7,,,77.0,113.6,,118.0,,,,,,,,,,110.4,25.0,,27.8,,24.0,-33.0,,,,-11.5,,80.0,,9.3,,-53.3,,,18.0,54.6,,59.0,,,,,,,,,,51.4,,False,,True,False,,,,True,,False,,True,,False,,,True,False,,False,,,,,,,,,,False
31145,304,231.0,,231.8,,210.0,183.0,,,,136.5,,286.0,,204.0,,56.6,,,123.0,198.2,,144.0,,,,,,,,,,357.7,-73.0,,-72.2,,-94.0,-121.0,,,,-167.5,,-18.0,,-100.0,,-247.4,,,-181.0,-105.8,,-160.0,,,,,,,,,,53.7,,True,,False,False,,,,False,,True,,False,,False,,,False,False,,False,,,,,,,,,,True
31147,172,150.0,,151.6,,148.0,181.0,,,,46.7,,116.0,,144.9,,95.3,,,313.0,144.7,,229.0,,,,,,,,,,140.8,-22.0,,-20.4,,-24.0,9.0,,,,-125.3,,-56.0,,-27.1,,-76.7,,,141.0,-27.3,,57.0,,,,,,,,,,-31.2,,True,,False,True,,,,False,,False,,False,,False,,,False,False,,False,,,,,,,,,,False
31149,16,9.0,,7.7,,9.0,0.0,,,,8.6,,88.0,,0.5,,9.4,,,13.0,11.3,,22.0,,,,,,,,,,11.2,-7.0,,-8.3,,-7.0,-16.0,,,,-7.4,,72.0,,-15.5,,-6.6,,,-3.0,-4.7,,6.0,,,,,,,,,,-4.8,,False,,False,False,,,,False,,False,,False,,True,,,True,True,,True,,,,,,,,,,True
31151,356,417.0,,416.7,,413.0,0.0,,,,171.2,,475.0,,319.7,,259.8,,,526.0,427.4,,565.0,,,,,340.3,,,,,559.1,61.0,,60.7,,57.0,-356.0,,,,-184.8,,119.0,,-36.3,,-96.2,,,170.0,71.4,,209.0,,,,,-15.7,,,,,203.1,,True,,True,False,,,,False,,False,,True,,False,,,False,False,,False,,,,,True,,,,,False
31153,4103,3828.0,,3932.9,,4084.0,4665.0,,,,6526.4,,3504.0,,4920.8,,2974.1,4865.5,,4685.5,4223.9,,5162.0,,,,,3789.1,4062.0,,,,5209.4,-275.0,,-170.1,,-19.0,562.0,,,,2423.4,,-599.0,,817.8,,-1128.9,762.5,,582.5,120.9,,1059.0,,,,,-313.9,-41.0,,,,1106.4,,True,,True,False,,,,False,,False,,False,,False,False,,False,True,,False,,,,,False,True,,,,False
31155,466,405.0,,394.2,,425.0,340.0,,,,164.0,,445.0,,602.7,,197.8,,,616.0,423.7,,586.0,,,,,,,,,,604.9,-61.0,,-71.8,,-41.0,-126.0,,,,-302.0,,-21.0,,136.7,,-268.2,,,150.0,-42.3,,120.0,,,,,,,,,,138.9,,False,,True,False,,,,False,,True,,False,,False,,,False,True,,False,,,,,,,,,,False
31157,545,1737.0,,1699.0,,1549.0,1715.0,,,,610.5,,1183.0,,5472.6,,824.5,5595.0,,1285.0,1275.0,,2324.0,,,,,1039.3,,,,,1449.7,1192.0,,1154.0,,1004.0,1170.0,,,,65.5,,638.0,,4927.6,,279.5,5050.0,,740.0,730.0,,1779.0,,,,,494.3,,,,,904.7,,True,,True,True,,,,True,,True,,False,,True,False,,True,True,,False,,,,,True,,,,,True
31159,283,321.0,,315.7,,339.0,407.0,,,,131.2,,465.0,,303.3,,143.3,,,392.0,336.2,,481.0,,,,,,,,,,486.1,38.0,,32.7,,56.0,124.0,,,,-151.8,,182.0,,20.3,,-139.7,,,109.0,53.2,,198.0,,,,,,,,,,203.1,,True,,False,False,,,,False,,False,,True,,False,,,False,False,,False,,,,,,,,,,False
31161,83,99.0,,90.8,,79.0,0.0,,,,65.0,,111.0,,70.4,,44.5,,,59.0,92.0,,101.0,,,,,,,,,,116.1,16.0,,7.8,,-4.0,-83.0,,,,-18.0,,28.0,,-12.6,,-38.5,,,-24.0,9.0,,18.0,,,,,,,,,,33.1,,True,,True,False,,,,False,,False,,True,,False,,,False,True,,False,,,,,,,,,,False
31163,43,57.0,,55.7,,57.0,19.0,,,,19.2,,61.0,,24.0,,9.7,,,96.0,66.2,,47.0,,,,,,,,,,64.0,14.0,,12.7,,14.0,-24.0,,,,-23.8,,18.0,,-19.0,,-33.3,,,53.0,23.2,,4.0,,,,,,,,,,21.0,,True,,False,False,,,,False,,False,,False,,False,,,False,False,,True,,,,,,,,,,False
31165,9,6.0,,6.4,,6.0,0.0,,,,2.8,,26.0,,122.4,,1.9,,,3.0,2.3,,,,,,,,,,,,10.7,-3.0,,-2.6,,-3.0,-9.0,,,,-6.2,,17.0,,113.4,,-7.1,,,-6.0,-6.7,,,,,,,,,,,,1.7,,True,,False,False,,,,False,,False,,False,,False,,,False,False,,,,,,,,,,,,True
31167,119,84.0,,82.7,,84.0,59.0,,,,50.2,,154.0,,48.1,,13.4,,,124.0,112.7,,142.0,,,,,,,,,,171.6,-35.0,,-36.3,,-35.0,-60.0,,,,-68.8,,35.0,,-70.9,,-105.6,,,5.0,-6.3,,23.0,,,,,,,,,,52.6,,False,,False,False,,,,False,,False,,False,,False,,,True,True,,True,,,,,,,,,,False
31169,130,177.0,,173.7,,171.0,70.0,,,,75.3,,99.0,,878.5,,45.3,,,226.0,148.6,,211.0,,,,,,,,,,307.2,47.0,,43.7,,41.0,-60.0,,,,-54.7,,-31.0,,748.5,,-84.7,,,96.0,18.6,,81.0,,,,,,,,,,177.2,,True,,True,False,,,,False,,True,,False,,False,,,False,True,,False,,,,,,,,,,False
31171,10,15.0,,14.6,,14.0,0.0,,,,10.6,,23.0,,13.7,,7.4,,,8.0,14.3,,21.0,,,,,,,,,,15.4,5.0,,4.6,,4.0,-10.0,,,,0.6,,13.0,,3.7,,-2.6,,,-2.0,4.3,,11.0,,,,,,,,,,5.4,,True,,True,False,,,,True,,False,,True,,True,,,True,True,,False,,,,,,,,,,False
31173,126,174.0,,171.4,,165.0,99.0,,,,53.8,,196.0,,132.8,,82.2,,,176.0,149.9,,233.0,,,,,,,,,,177.1,48.0,,45.4,,39.0,-27.0,,,,-72.2,,70.0,,6.8,,-43.8,,,50.0,23.9,,107.0,,,,,,,,,,51.1,,True,,True,True,,,,False,,False,,True,,True,,,False,True,,False,,,,,,,,,,False
31175,86,45.0,,43.7,,49.0,19.0,,,,23.0,,116.0,,50.8,,16.1,,,78.0,72.8,,84.0,,,,,,,,,,53.0,-41.0,,-42.3,,-37.0,-67.0,,,,-63.0,,30.0,,-35.2,,-69.9,,,-8.0,-13.2,,-2.0,,,,,,,,,,-33.0,,False,,True,False,,,,False,,True,,True,,False,,,True,True,,True,,,,,,,,,,True
31177,491,513.0,,496.4,,501.0,204.0,,,,202.5,,385.0,,693.3,,164.8,,,779.0,518.8,,713.0,,,,,,,,,,636.7,22.0,,5.4,,10.0,-287.0,,,,-288.5,,-106.0,,202.3,,-326.2,,,288.0,27.8,,222.0,,,,,,,,,,145.7,,True,,True,False,,,,False,,False,,False,,False,,,False,False,,False,,,,,,,,,,False
31179,178,324.0,,322.2,,320.0,188.0,,,,158.6,,296.0,,265.9,,82.7,,,672.0,341.7,,477.0,,,,,,,,,,380.7,146.0,,144.2,,142.0,10.0,,,,-19.4,,118.0,,87.9,,-95.3,,,494.0,163.7,,299.0,,,,,,,,,,202.7,,True,,True,True,,,,True,,True,,True,,True,,,False,False,,False,,,,,,,,,,False
31181,93,57.0,,51.7,,51.0,1.0,,,,46.9,,92.0,,20.9,,6.9,,,32.0,59.9,,83.0,,,,,,,,,,62.5,-36.0,,-41.3,,-42.0,-92.0,,,,-46.1,,-1.0,,-72.1,,-86.1,,,-61.0,-33.1,,-10.0,,,,,,,,,,-30.5,,False,,False,False,,,,False,,True,,False,,False,,,False,True,,True,,,,,,,,,,True
31183,11,6.0,,5.3,,3.0,0.0,,,,4.8,,31.0,,1.8,,9.5,,,,3.3,,6.0,,,,,,,,,,3.3,-5.0,,-5.7,,-8.0,-11.0,,,,-6.2,,20.0,,-9.2,,-1.5,,,,-7.7,,-5.0,,,,,,,,,,-7.7,,False,,False,False,,,,False,,False,,False,,True,,,,False,,False,,,,,,,,,,False
31185,290,387.0,,386.6,,385.0,233.0,,,,172.0,,413.0,,247.1,,107.7,,,461.0,413.7,,394.0,,,,,,,,,,326.7,97.0,,96.6,,95.0,-57.0,,,,-118.0,,123.0,,-42.9,,-182.3,,,171.0,123.7,,104.0,,,,,,,,,,36.7,,True,,True,True,,,,False,,False,,True,,False,,,False,False,,False,,,,,,,,,,True
32001,434,348.0,,383.9,,356.0,0.0,,,,154.9,,240.0,,1132.4,,309.7,,,1214.5,360.0,,608.0,,,,,,,,,,363.8,-86.0,,-50.1,,-78.0,-434.0,,,,-279.1,,-194.0,,698.4,,-124.3,,,780.5,-74.0,,174.0,,,,,,,,,,-70.2,,True,,True,False,,,,False,,False,,False,,False,,,False,True,,False,,,,,,,,,,True
32003,31426,19875.0,,20056.7,29915.4,21506.0,24920.0,,,,18102.3,,15892.0,,18711.6,,19795.1,21327.5,,25828.0,28586.1,,27605.0,,,,,11700.8,28245.0,,,,32257.4,-11551.0,,-11369.3,-1510.6,-9920.0,-6506.0,,,,-13323.7,,-15534.0,,-12714.4,,-11630.9,-10098.5,,-5598.0,-2839.9,,-3821.0,,,,,-19725.2,-3181.0,,,,831.4,,True,True,True,True,,,,False,,False,,False,,False,True,,True,True,,True,,,,,False,True,,,,True
32005,679,63.0,,62.6,,62.0,50.0,,,,45.4,,232.0,,32.0,,159.7,88.5,,46.0,109.2,,62.0,,,,,,,,,,74.9,-616.0,,-616.4,,-617.0,-629.0,,,,-633.6,,-447.0,,-647.0,,-519.3,-590.5,,-633.0,-569.8,,-617.0,,,,,,,,,,-604.1,,False,,False,False,,,,False,,True,,False,,True,True,,False,True,,False,,,,,,,,,,True
32007,1118,759.0,,762.3,,751.0,0.0,,,,355.9,,490.0,,567.0,,574.9,1090.5,,904.0,793.5,,1015.0,,,,,411.8,,,,,1294.3,-359.0,,-355.7,,-367.0,-1118.0,,,,-762.1,,-628.0,,-551.0,,-543.1,-27.5,,-214.0,-324.5,,-103.0,,,,,-706.2,,,,,176.3,,True,,False,False,,,,False,,False,,False,,False,True,,True,True,,True,,,,,False,,,,,True
32009,11,3.0,,3.0,,3.0,0.0,,,,5.0,,9.0,,0.0,,5.2,,,,4.4,,,,,,,,,,,,3.2,-8.0,,-8.0,,-8.0,-11.0,,,,-6.0,,-2.0,,-11.0,,-5.8,,,,-6.6,,,,,,,,,,,,-7.8,,False,,False,False,,,,True,,True,,False,,True,,,,True,,,,,,,,,,,,True
32011,5,18.0,,17.1,,13.0,,,,,6.2,,16.0,,130.0,,8.7,,,6.0,7.7,,21.0,,,,,,,,,,11.5,13.0,,12.1,,8.0,,,,,1.2,,11.0,,125.0,,3.7,,,1.0,2.7,,16.0,,,,,,,,,,6.5,,True,,True,,,,,True,,True,,False,,True,,,True,True,,False,,,,,,,,,,True
32013,306,60.0,,57.5,,55.0,0.0,,,,22.8,,197.0,,47.5,,32.4,,,52.0,57.2,,77.0,,,,,,,,,,56.1,-246.0,,-248.5,,-251.0,-306.0,,,,-283.2,,-109.0,,-258.5,,-273.6,,,-254.0,-248.8,,-229.0,,,,,,,,,,-249.9,,False,,False,False,,,,False,,True,,False,,False,,,False,False,,True,,,,,,,,,,False
32015,118,42.0,,36.5,,39.0,0.0,,,,20.6,,41.0,,21.3,,11.0,,,43.0,56.6,,79.0,,,,,,,,,,42.0,-76.0,,-81.5,,-79.0,-118.0,,,,-97.4,,-77.0,,-96.7,,-107.0,,,-75.0,-61.4,,-39.0,,,,,,,,,,-76.0,,False,,False,False,,,,False,,False,,False,,False,,,True,True,,True,,,,,,,,,,False
32017,118,189.0,,191.3,,33.0,0.0,,,,165.0,,15.0,,0.0,,67.7,,,33.0,56.2,,207.0,,,,,,,,,,78.8,71.0,,73.3,,-85.0,-118.0,,,,47.0,,-103.0,,-118.0,,-50.3,,,-85.0,-61.8,,89.0,,,,,,,,,,-39.2,,False,,False,False,,,,True,,False,,False,,True,,,False,True,,False,,,,,,,,,,True
32019,746,138.0,,137.3,,155.0,192.0,,,,70.0,,418.0,,155.9,,209.6,146.0,,146.0,179.6,,159.0,,,,,,,,,,115.2,-608.0,,-608.7,,-591.0,-554.0,,,,-676.0,,-328.0,,-590.1,,-536.4,-600.0,,-600.0,-566.4,,-587.0,,,,,,,,,,-630.8,,False,,True,True,,,,False,,True,,True,,True,True,,True,True,,True,,,,,,,,,,False
32021,84,27.0,,28.5,,18.0,0.0,,,,5.4,,25.0,,706.2,,6.4,,,8.0,14.0,,,,,,,,,,,,18.7,-57.0,,-55.5,,-66.0,-84.0,,,,-78.6,,-59.0,,622.2,,-77.6,,,-76.0,-70.0,,,,,,,,,,,,-65.3,,True,,False,False,,,,False,,False,,False,,False,,,False,False,,,,,,,,,,,,False
32023,457,444.0,,463.1,,474.0,0.0,,,,219.2,,254.0,,1173.2,,521.0,499.0,,934.0,485.5,,772.0,,,,,,,,,,1099.3,-13.0,,6.1,,17.0,-457.0,,,,-237.8,,-203.0,,716.2,,64.0,42.0,,477.0,28.5,,315.0,,,,,,,,,,642.3,,True,,False,False,,,,False,,False,,False,,False,False,,False,False,,False,,,,,,,,,,False
32027,74,30.0,,30.8,,30.0,0.0,,,,17.3,,37.0,,438.1,,22.0,,,13.0,29.6,,,,,,,,,,,,48.4,-44.0,,-43.2,,-44.0,-74.0,,,,-56.7,,-37.0,,364.1,,-52.0,,,-61.0,-44.4,,,,,,,,,,,,-25.6,,True,,False,False,,,,False,,True,,False,,False,,,False,False,,,,,,,,,,,,True
32029,34,0.0,,0.0,,2.0,0.0,,,,3.9,,22.0,,3.3,,8.3,,,5.0,1.8,,8.0,,,,,,,,,,3.6,-34.0,,-34.0,,-32.0,-34.0,,,,-30.1,,-12.0,,-30.7,,-25.7,,,-29.0,-32.2,,-26.0,,,,,,,,,,-30.4,,False,,True,False,,,,True,,True,,True,,True,,,True,True,,True,,,,,,,,,,True
32031,9131,8154.0,,8305.4,12175.2,9438.0,12037.0,,,,9945.7,,6129.0,,14691.3,,6172.1,9552.5,,10343.0,9140.7,,10537.0,,,,,4835.0,11111.0,,,,14910.5,-977.0,,-825.6,3044.2,307.0,2906.0,,,,814.7,,-3002.0,,5560.3,,-2958.9,421.5,,1212.0,9.7,,1406.0,,,,,-4296.0,1980.0,,,,5779.5,,True,False,True,False,,,,True,,False,,False,,False,True,,False,True,,False,,,,,False,False,,,,False
32033,160,147.0,,138.0,,132.0,,,,,53.2,,42.0,,2567.3,,92.5,,,354.0,122.6,,206.0,,,,,,,,,,249.1,-13.0,,-22.0,,-28.0,,,,,-106.8,,-118.0,,2407.3,,-67.5,,,194.0,-37.4,,46.0,,,,,,,,,,89.1,,False,,False,,,,,False,,False,,False,,False,,,False,False,,False,,,,,,,,,,False
32510,1750,483.0,,486.1,,475.0,645.0,,,,130.4,,447.0,,802.8,,174.0,445.0,,231.0,308.8,,593.0,,,,,,,,,,704.2,-1267.0,,-1263.9,,-1275.0,-1105.0,,,,-1619.6,,-1303.0,,-947.2,,-1576.0,-1305.0,,-1519.0,-1441.2,,-1157.0,,,,,,,,,,-1045.8,,True,,False,True,,,,False,,False,,True,,False,False,,False,False,,True,,,,,,,,,,True
33001,517,285.0,,283.9,,354.0,639.0,,,,105.9,,167.0,,867.6,,164.8,294.5,,821.0,460.9,,528.0,,,,,,,,,,385.0,-232.0,,-233.1,,-163.0,122.0,,,,-411.1,,-350.0,,350.6,,-352.2,-222.5,,304.0,-56.1,,11.0,,,,,,,,,,-132.0,,False,,True,True,,,,False,,False,,False,,False,True,,False,True,,True,,,,,,,,,,True
33003,257,138.0,,142.8,,144.0,285.0,,,,34.2,,75.0,,486.0,,69.2,135.5,,352.0,152.8,,222.0,,,,,,,,,,110.2,-119.0,,-114.2,,-113.0,28.0,,,,-222.8,,-182.0,,229.0,,-187.8,-121.5,,95.0,-104.2,,-35.0,,,,,,,,,,-146.8,,True,,True,True,,,,False,,False,,False,,False,False,,True,True,,True,,,,,,,,,,False
