,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,Google_Harvard-CPF,IBF-TimeSeries,IQVIA_ACOE-STAN,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MSRA-DeepST,OliverWyman-Navigator,OneQuietNight-ML,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCF-AEM,UCLA-SuEIR,UChicagoCHATTOPADHYAY-UnIT,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IQVIA_ACOE-STAN,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MSRA-DeepST,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UChicagoCHATTOPADHYAY-UnIT,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IQVIA_ACOE-STAN,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MSRA-DeepST,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UChicagoCHATTOPADHYAY-UnIT,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
29157,197,332.0,,350.5,,315.0,241.0,,,,,430.6,188.8,,,274.0,,447.8,,111.8,,315.0,314.6,,557.0,416.0,,,,,268.0,412.8,,,,,338.7,135.0,,153.5,,118.0,44.0,,,,,233.6,-8.2,,,77.0,,250.8,,-85.2,,118.0,117.6,,360.0,219.0,,,,,71.0,215.8,,,,,141.7,,False,,True,True,,,,,False,True,,,True,,False,,True,,True,True,,False,False,,,,,True,False,,,,,False
29159,392,224.0,,266.8,,244.0,359.0,,,,,416.1,148.7,,,578.0,,124.9,,252.5,,78.0,256.1,,271.0,413.0,,,,,363.9,532.3,,,,,251.0,-168.0,,-125.2,,-148.0,-33.0,,,,,24.1,-243.3,,,186.0,,-267.1,,-139.5,,-314.0,-135.9,,-121.0,21.0,,,,,-28.1,140.3,,,,,-141.0,,True,,True,True,,,,,True,False,,,False,,False,,True,,False,True,,True,True,,,,,True,True,,,,,True
29161,439,442.0,,457.3,,476.0,496.0,,,,,587.0,543.9,,,383.0,,632.0,,295.3,,802.0,518.0,,684.0,554.0,,,,,,518.3,,,,,453.8,3.0,,18.3,,37.0,57.0,,,,,148.0,104.9,,,-56.0,,193.0,,-143.7,,363.0,79.0,,245.0,115.0,,,,,,79.3,,,,,14.8,,False,,False,False,,,,,False,False,,,False,,False,,False,,False,False,,False,False,,,,,,False,,,,,False
29163,221,286.0,,298.6,,298.0,365.0,,,,,355.9,142.4,,,252.0,,373.9,,103.3,,361.0,286.3,,439.0,335.0,,,,,,489.2,,,,,296.2,65.0,,77.6,,77.0,144.0,,,,,134.9,-78.6,,,31.0,,152.9,,-117.7,,140.0,65.3,,218.0,114.0,,,,,,268.2,,,,,75.2,,False,,False,False,,,,,False,False,,,True,,False,,False,,False,False,,False,False,,,,,,False,,,,,False
29165,338,318.0,,320.0,,338.0,332.0,,,,,393.8,603.4,,,856.0,,367.3,,302.4,,481.0,417.8,,843.0,441.0,,,,,326.9,675.5,,,,,349.2,-20.0,,-18.0,,0.0,-6.0,,,,,55.8,265.4,,,518.0,,29.3,,-35.6,,143.0,79.8,,505.0,103.0,,,,,-11.1,337.5,,,,,11.2,,True,,True,True,,,,,False,False,,,False,,False,,False,,False,False,,False,False,,,,,True,False,,,,,True
29167,205,126.0,,150.2,,136.0,138.0,,,,,246.1,44.5,,,283.0,,136.7,,113.0,,127.0,136.5,,145.0,207.0,,,,,,179.3,,,,,209.0,-79.0,,-54.8,,-69.0,-67.0,,,,,41.1,-160.5,,,78.0,,-68.3,,-92.0,,-78.0,-68.5,,-60.0,2.0,,,,,,-25.7,,,,,4.0,,True,,True,True,,,,,True,False,,,True,,True,,False,,True,True,,True,True,,,,,,True,,,,,True
29169,441,304.0,,303.4,,312.0,368.0,,,,,428.0,147.0,,,402.0,,283.3,,161.5,,398.0,353.6,,440.0,387.0,,,,,244.6,370.4,,,,,299.9,-137.0,,-137.6,,-129.0,-73.0,,,,,-13.0,-294.0,,,-39.0,,-157.7,,-279.5,,-43.0,-87.4,,-1.0,-54.0,,,,,-196.4,-70.6,,,,,-141.1,,False,,True,True,,,,,True,False,,,True,,False,,False,,True,True,,True,True,,,,,False,True,,,,,False
29171,64,28.0,,29.8,,47.0,34.0,,,,,49.6,11.2,,,61.0,,99.5,,23.4,,47.0,51.0,,44.0,45.0,,,,,,59.7,,,,,85.5,-36.0,,-34.2,,-17.0,-30.0,,,,,-14.4,-52.8,,,-3.0,,35.5,,-40.6,,-17.0,-13.0,,-20.0,-19.0,,,,,,-4.3,,,,,21.5,,True,,True,True,,,,,True,False,,,True,,True,,False,,True,True,,True,True,,,,,,True,,,,,True
29173,119,128.0,,130.0,,139.0,180.0,,,,,159.8,54.2,,,121.0,,185.0,,68.1,,240.0,139.9,,210.0,156.0,,,,,,129.8,,,,,155.9,9.0,,11.0,,20.0,61.0,,,,,40.8,-64.8,,,2.0,,66.0,,-50.9,,121.0,20.9,,91.0,37.0,,,,,,10.8,,,,,36.9,,False,,False,False,,,,,False,False,,,True,,False,,False,,False,False,,False,False,,,,,,False,,,,,False
29175,207,234.0,,260.3,,263.0,257.0,,,,,342.8,457.1,,,352.0,,626.2,,89.7,,276.5,256.7,,453.0,314.0,,,,,,348.6,,,,,305.4,27.0,,53.3,,56.0,50.0,,,,,135.8,250.1,,,145.0,,419.2,,-117.3,,69.5,49.7,,246.0,107.0,,,,,,141.6,,,,,98.4,,False,,False,False,,,,,False,False,,,False,,False,,False,,False,False,,False,False,,,,,,False,,,,,False
29177,168,134.0,,130.4,,135.0,217.0,,,,,233.6,47.8,,,258.0,,133.0,,88.6,,129.0,192.3,,187.0,210.0,,,,,,176.8,,,,,162.8,-34.0,,-37.6,,-33.0,49.0,,,,,65.6,-120.2,,,90.0,,-35.0,,-79.4,,-39.0,24.3,,19.0,42.0,,,,,,8.8,,,,,-5.2,,False,,True,False,,,,,False,False,,,False,,False,,False,,False,True,,True,False,,,,,,True,,,,,True
29179,39,38.0,,44.2,,41.0,28.0,,,,,68.0,25.2,,,57.0,,44.7,,15.4,,37.0,43.7,,41.0,54.0,,,,,,51.7,,,,,79.8,-1.0,,5.2,,2.0,-11.0,,,,,29.0,-13.8,,,18.0,,5.7,,-23.6,,-2.0,4.7,,2.0,15.0,,,,,,12.7,,,,,40.8,,False,,False,False,,,,,False,False,,,False,,False,,False,,False,False,,False,False,,,,,,False,,,,,False
29181,116,66.0,,76.1,,84.0,101.0,,,,,133.4,30.5,,,153.0,,89.8,,42.6,,56.0,95.1,,117.0,121.0,,,,,,119.3,,,,,134.9,-50.0,,-39.9,,-32.0,-15.0,,,,,17.4,-85.5,,,37.0,,-26.2,,-73.4,,-60.0,-20.9,,1.0,5.0,,,,,,3.3,,,,,18.9,,True,,True,True,,,,,True,False,,,True,,True,,False,,False,True,,True,True,,,,,,True,,,,,True
29183,3956,4368.0,,4482.8,6665.1,4704.0,3365.0,,,,,6586.8,1930.3,,,4327.0,,5270.6,,3076.6,,6580.0,5210.3,,6085.0,4828.0,,,,,4461.6,5931.6,6453.0,,,,4713.8,412.0,,526.8,2709.1,748.0,-591.0,,,,,2630.8,-2025.7,,,371.0,,1314.6,,-879.4,,2624.0,1254.3,,2129.0,872.0,,,,,505.6,1975.6,2497.0,,,,757.8,,False,False,False,False,,,,,False,False,,,True,,False,,False,,False,False,,False,False,,,,,False,False,False,,,,False
29185,79,106.0,,97.9,,111.0,148.0,,,,,135.1,112.9,,,70.0,,284.3,,53.9,,238.0,115.3,,186.0,138.0,,,,,,109.2,,,,,121.2,27.0,,18.9,,32.0,69.0,,,,,56.1,33.9,,,-9.0,,205.3,,-25.1,,159.0,36.3,,107.0,59.0,,,,,,30.2,,,,,42.2,,True,,False,False,,,,,False,False,,,True,,False,,True,,False,False,,False,False,,,,,,False,,,,,False
29186,222,208.0,,169.2,,228.0,270.0,,,,,340.1,199.5,,,232.0,,225.3,,91.6,,317.0,254.0,,299.0,288.0,,,,,,232.2,,,,,240.6,-14.0,,-52.8,,6.0,48.0,,,,,118.1,-22.5,,,10.0,,3.3,,-130.4,,95.0,32.0,,77.0,66.0,,,,,,10.2,,,,,18.6,,False,,True,False,,,,,False,False,,,True,,True,,False,,False,False,,False,False,,,,,,True,,,,,False
29187,763,1018.0,,1004.4,,1002.0,905.0,,,,,725.9,474.9,,,935.0,,1044.7,,532.5,,1180.5,1214.7,,1596.0,1250.0,,,,,788.4,1048.4,,,,,1001.4,255.0,,241.4,,239.0,142.0,,,,,-37.1,-288.1,,,172.0,,281.7,,-230.5,,417.5,451.7,,833.0,487.0,,,,,25.4,285.4,,,,,238.4,,True,,True,True,,,,,True,False,,,True,,False,,True,,False,False,,False,False,,,,,True,False,,,,,True
29189,9643,10552.0,,10612.9,12575.4,10754.0,8297.0,,,,,14082.4,3796.6,,,9535.0,,16013.4,,6837.3,,12780.0,10176.2,,14358.0,11229.0,,,,,10954.6,12129.4,11918.0,,,,13934.3,909.0,,969.9,2932.4,1111.0,-1346.0,,,,,4439.4,-5846.4,,,-108.0,,6370.4,,-2805.7,,3137.0,533.2,,4715.0,1586.0,,,,,1311.6,2486.4,2275.0,,,,4291.3,,False,False,False,False,,,,,False,False,,,True,,False,,False,,False,True,,False,False,,,,,False,False,False,,,,False
29195,190,254.0,,222.3,,264.0,196.0,,,,,406.9,259.5,,,306.0,,292.4,,189.5,,275.0,295.9,,453.0,350.0,,,,,179.1,446.6,,,,,435.3,64.0,,32.3,,74.0,6.0,,,,,216.9,69.5,,,116.0,,102.4,,-0.5,,85.0,105.9,,263.0,160.0,,,,,-10.9,256.6,,,,,245.3,,True,,False,True,,,,,False,False,,,False,,False,,True,,False,False,,False,False,,,,,True,False,,,,,False
29197,23,18.0,,24.8,,21.0,26.0,,,,,46.2,12.5,,,95.0,,10.4,,15.8,,8.0,37.4,,,36.0,,,,,,54.5,,,,,26.8,-5.0,,1.8,,-2.0,3.0,,,,,23.2,-10.5,,,72.0,,-12.6,,-7.2,,-15.0,14.4,,,13.0,,,,,,31.5,,,,,3.8,,True,,True,True,,,,,False,False,,,False,,False,,False,,False,False,,,False,,,,,,False,,,,,True
29199,27,70.0,,70.5,,71.0,54.0,,,,,71.9,38.2,,,89.0,,86.9,,11.4,,137.0,65.8,,105.0,81.0,,,,,,117.5,,,,,88.0,43.0,,43.5,,44.0,27.0,,,,,44.9,11.2,,,62.0,,59.9,,-15.6,,110.0,38.8,,78.0,54.0,,,,,,90.5,,,,,61.0,,False,,False,True,,,,,False,True,,,False,,False,,True,,False,True,,False,False,,,,,,False,,,,,False
29201,489,674.0,,670.3,,677.0,682.0,,,,,859.9,298.4,,,619.0,,954.0,,288.1,,861.0,711.0,,957.0,749.0,,,,,598.5,676.4,,,,,676.6,185.0,,181.3,,188.0,193.0,,,,,370.9,-190.6,,,130.0,,465.0,,-200.9,,372.0,222.0,,468.0,260.0,,,,,109.5,187.4,,,,,187.6,,True,,False,False,,,,,False,False,,,True,,False,,False,,False,False,,False,False,,,,,True,False,,,,,False
29203,30,20.0,,18.8,,19.0,21.0,,,,,75.1,11.1,,,75.0,,11.7,,24.0,,11.0,23.2,,14.0,41.0,,,,,,45.9,,,,,28.4,-10.0,,-11.2,,-11.0,-9.0,,,,,45.1,-18.9,,,45.0,,-18.3,,-6.0,,-19.0,-6.8,,-16.0,11.0,,,,,,15.9,,,,,-1.6,,False,,False,True,,,,,False,False,,,False,,False,,True,,False,True,,False,False,,,,,,False,,,,,True
29205,63,38.0,,40.5,,50.0,14.0,,,,,66.8,19.9,,,70.0,,57.9,,26.8,,75.0,69.1,,68.0,58.0,,,,,,67.3,,,,,65.0,-25.0,,-22.5,,-13.0,-49.0,,,,,3.8,-43.1,,,7.0,,-5.1,,-36.2,,12.0,6.1,,5.0,-5.0,,,,,,4.3,,,,,2.0,,True,,True,False,,,,,True,False,,,True,,True,,False,,True,True,,True,True,,,,,,True,,,,,True
29207,292,466.0,,454.9,,460.0,552.0,,,,,501.7,193.2,,,467.0,,1084.2,,169.8,,458.5,416.9,,639.0,522.0,,,,,362.7,454.9,,,,,605.4,174.0,,162.9,,168.0,260.0,,,,,209.7,-98.8,,,175.0,,792.2,,-122.2,,166.5,124.9,,347.0,230.0,,,,,70.7,162.9,,,,,313.4,,True,,True,False,,,,,False,True,,,False,,False,,True,,True,True,,False,False,,,,,True,True,,,,,False
29209,214,212.0,,218.2,,246.0,290.0,,,,,330.3,74.0,,,240.0,,301.2,,114.1,,256.0,271.0,,301.0,279.0,,,,,,165.4,,,,,249.4,-2.0,,4.2,,32.0,76.0,,,,,116.3,-140.0,,,26.0,,87.2,,-99.9,,42.0,57.0,,87.0,65.0,,,,,,-48.6,,,,,35.4,,False,,False,False,,,,,False,False,,,False,,False,,False,,False,False,,False,False,,,,,,False,,,,,False
29211,41,108.0,,116.6,,87.0,0.0,,,,,149.5,51.2,,,97.0,,73.0,,40.6,,91.0,83.0,,119.0,122.0,,,,,,121.5,,,,,95.6,67.0,,75.6,,46.0,-41.0,,,,,108.5,10.2,,,56.0,,32.0,,-0.4,,50.0,42.0,,78.0,81.0,,,,,,80.5,,,,,54.6,,False,,True,True,,,,,False,True,,,True,,True,,True,,True,True,,False,False,,,,,,False,,,,,True
29213,543,512.0,,517.1,,540.0,607.0,,,,,721.2,205.2,,,557.0,,531.2,,256.0,,782.5,610.2,,664.0,604.0,,,,,471.5,524.6,,,,,555.4,-31.0,,-25.9,,-3.0,64.0,,,,,178.2,-337.8,,,14.0,,-11.8,,-287.0,,239.5,67.2,,121.0,61.0,,,,,-71.5,-18.4,,,,,12.4,,True,,True,False,,,,,False,False,,,True,,True,,False,,False,False,,False,False,,,,,False,True,,,,,True
29215,138,122.0,,111.5,,164.0,168.0,,,,,242.3,55.0,,,236.0,,103.3,,119.6,,170.0,174.7,,140.0,210.0,,,,,,135.2,,,,,175.2,-16.0,,-26.5,,26.0,30.0,,,,,104.3,-83.0,,,98.0,,-34.7,,-18.4,,32.0,36.7,,2.0,72.0,,,,,,-2.8,,,,,37.2,,False,,False,False,,,,,False,False,,,False,,False,,False,,False,False,,True,False,,,,,,True,,,,,False
29217,145,132.0,,136.7,,146.0,176.0,,,,,210.8,61.1,,,212.0,,76.8,,84.2,,175.0,168.3,,158.0,195.0,,,,,,207.4,,,,,146.2,-13.0,,-8.3,,1.0,31.0,,,,,65.8,-83.9,,,67.0,,-68.2,,-60.8,,30.0,23.3,,13.0,50.0,,,,,,62.4,,,,,1.2,,True,,True,False,,,,,False,False,,,False,,False,,False,,False,False,,False,False,,,,,,False,,,,,True
29219,246,312.0,,323.8,,363.0,441.0,,,,,389.8,134.3,,,313.0,,834.1,,161.6,,668.0,362.7,,483.0,380.0,,,,,,344.6,,,,,409.0,66.0,,77.8,,117.0,195.0,,,,,143.8,-111.7,,,67.0,,588.1,,-84.4,,422.0,116.7,,237.0,134.0,,,,,,98.6,,,,,163.0,,False,,False,False,,,,,False,False,,,False,,False,,False,,False,False,,False,False,,,,,,False,,,,,False
29221,229,328.0,,369.4,,333.0,87.0,,,,,477.9,187.7,,,324.0,,315.2,,157.1,,448.0,380.0,,548.0,420.0,,,,,,301.8,,,,,475.0,99.0,,140.4,,104.0,-142.0,,,,,248.9,-41.3,,,95.0,,86.2,,-71.9,,219.0,151.0,,319.0,191.0,,,,,,72.8,,,,,246.0,,False,,False,False,,,,,False,True,,,True,,True,,True,,False,False,,False,False,,,,,,True,,,,,False
29223,77,92.0,,90.4,,89.0,75.0,,,,,123.7,43.9,,,130.0,,41.9,,70.6,,116.5,94.7,,137.0,117.0,,,,,,108.4,,,,,77.3,15.0,,13.4,,12.0,-2.0,,,,,46.7,-33.1,,,53.0,,-35.1,,-6.4,,39.5,17.7,,60.0,40.0,,,,,,31.4,,,,,0.3,,True,,True,True,,,,,False,False,,,False,,False,,True,,False,False,,False,False,,,,,,False,,,,,True
29225,263,334.0,,322.0,,330.0,347.0,,,,,484.9,157.8,,,321.0,,338.5,,159.0,,495.0,396.1,,481.0,426.0,,,,,272.0,352.1,,,,,289.8,71.0,,59.0,,67.0,84.0,,,,,221.9,-105.2,,,58.0,,75.5,,-104.0,,232.0,133.1,,218.0,163.0,,,,,9.0,89.1,,,,,26.8,,True,,True,False,,,,,False,False,,,True,,False,,False,,False,False,,False,False,,,,,True,False,,,,,True
29227,24,22.0,,22.2,,28.0,0.0,,,,,28.5,79.5,,,68.0,,277.0,,4.2,,30.0,28.2,,12.0,25.0,,,,,,54.6,,,,,56.7,-2.0,,-1.8,,4.0,-24.0,,,,,4.5,55.5,,,44.0,,253.0,,-19.8,,6.0,4.2,,-12.0,1.0,,,,,,30.6,,,,,32.7,,True,,False,False,,,,,False,False,,,False,,False,,False,,False,False,,False,True,,,,,,False,,,,,False
29229,101,74.0,,75.2,,71.0,69.0,,,,,168.6,35.7,,,172.0,,66.5,,27.4,,65.0,96.7,,96.0,127.0,,,,,,113.2,,,,,77.3,-27.0,,-25.8,,-30.0,-32.0,,,,,67.6,-65.3,,,71.0,,-34.5,,-73.6,,-36.0,-4.3,,-5.0,26.0,,,,,,12.2,,,,,-23.7,,True,,False,False,,,,,False,False,,,False,,False,,False,,False,True,,True,True,,,,,,True,,,,,True
29510,2000,1920.0,,1854.8,,2022.0,1252.0,,,,,2562.0,797.3,,,2920.0,,3709.5,,1263.5,,3528.0,2282.2,,2506.0,,,,,,1998.6,2372.1,1981.0,,,,2108.1,-80.0,,-145.2,,22.0,-748.0,,,,,562.0,-1202.7,,,920.0,,1709.5,,-736.5,,1528.0,282.2,,506.0,,,,,,-1.4,372.1,-19.0,,,,108.1,,False,,True,False,,,,,False,False,,,False,,False,,False,,False,False,,False,,,,,,True,False,True,,,,False
30001,89,208.0,,211.4,,174.0,0.0,,,,,204.6,196.5,,,100.0,,934.2,,99.3,,129.0,179.1,,250.0,221.0,,,,,,307.3,,,,,205.4,119.0,,122.4,,85.0,-89.0,,,,,115.6,107.5,,,11.0,,845.2,,10.3,,40.0,90.1,,161.0,132.0,,,,,,218.3,,,,,116.4,,False,,True,True,,,,,True,True,,,True,,False,,True,,True,True,,False,False,,,,,,False,,,,,True
30003,112,314.0,,292.5,,230.0,0.0,,,,,325.0,282.3,,,247.0,,246.0,,118.9,,149.0,205.0,,184.0,300.0,,,,,,274.2,,,,,229.6,202.0,,180.5,,118.0,-112.0,,,,,213.0,170.3,,,135.0,,134.0,,6.9,,37.0,93.0,,72.0,188.0,,,,,,162.2,,,,,117.6,,True,,True,True,,,,,False,True,,,True,,True,,True,,True,True,,True,True,,,,,,True,,,,,True
30005,63,40.0,,50.0,,31.0,0.0,,,,,130.8,96.5,,,28.0,,30.0,,30.4,,1.0,36.2,,21.0,70.0,,,,,,59.4,,,,,47.4,-23.0,,-13.0,,-32.0,-63.0,,,,,67.8,33.5,,,-35.0,,-33.0,,-32.6,,-62.0,-26.8,,-42.0,7.0,,,,,,-3.6,,,,,-15.6,,True,,False,False,,,,,False,False,,,False,,False,,False,,False,False,,False,True,,,,,,True,,,,,True
30007,48,64.0,,63.9,,54.0,14.0,,,,,73.4,90.9,,,61.0,,45.3,,15.4,,50.0,59.9,,68.0,74.0,,,,,,99.0,,,,,57.0,16.0,,15.9,,6.0,-34.0,,,,,25.4,42.9,,,13.0,,-2.7,,-32.6,,2.0,11.9,,20.0,26.0,,,,,,51.0,,,,,9.0,,True,,True,False,,,,,False,False,,,True,,True,,False,,True,True,,False,False,,,,,,False,,,,,True
30009,73,152.0,,129.1,,99.0,0.0,,,,,208.8,224.3,,,90.0,,98.2,,66.9,,85.0,158.4,,221.0,195.0,,,,,,144.4,,,,,172.7,79.0,,56.1,,26.0,-73.0,,,,,135.8,151.3,,,17.0,,25.2,,-6.1,,12.0,85.4,,148.0,122.0,,,,,,71.4,,,,,99.7,,True,,True,True,,,,,False,False,,,True,,True,,True,,True,False,,False,False,,,,,,True,,,,,False
30011,17,26.0,,26.4,,23.0,0.0,,,,,45.4,36.4,,,48.0,,27.1,,15.2,,10.0,18.9,,41.0,27.0,,,,,,41.6,,,,,20.8,9.0,,9.4,,6.0,-17.0,,,,,28.4,19.4,,,31.0,,10.1,,-1.8,,-7.0,1.9,,24.0,10.0,,,,,,24.6,,,,,3.8,,False,,True,False,,,,,False,False,,,False,,False,,True,,True,True,,False,False,,,,,,False,,,,,True
30013,1020,1786.0,,1812.2,,1868.0,2057.0,,,,,866.1,1750.7,,,2505.0,,9992.9,,721.2,,1265.0,1045.8,,,1791.0,,,,,2067.0,2134.9,,,,,1995.8,766.0,,792.2,,848.0,1037.0,,,,,-153.9,730.7,,,1485.0,,8972.9,,-298.8,,245.0,25.8,,,771.0,,,,,1047.0,1114.9,,,,,975.8,,False,,False,False,,,,,True,True,,,False,,False,,True,,True,True,,,False,,,,,False,False,,,,,False
30015,57,74.0,,74.8,,74.0,,,,,,97.9,112.1,,,108.0,,121.4,,38.1,,31.0,66.2,,111.0,88.0,,,,,,70.9,,,,,87.9,17.0,,17.8,,17.0,,,,,,40.9,55.1,,,51.0,,64.4,,-18.9,,-26.0,9.2,,54.0,31.0,,,,,,13.9,,,,,30.9,,False,,False,,,,,,False,False,,,False,,False,,False,,False,True,,False,False,,,,,,True,,,,,False
30017,144,262.0,,251.8,,256.0,,,,,,211.5,259.2,,,260.0,,1232.4,,117.5,,90.0,181.3,,346.0,263.0,,,,,,595.8,,,,,347.8,118.0,,107.8,,112.0,,,,,,67.5,115.2,,,116.0,,1088.4,,-26.5,,-54.0,37.3,,202.0,119.0,,,,,,451.8,,,,,203.8,,True,,True,,,,,,True,True,,,True,,False,,True,,True,True,,False,False,,,,,,False,,,,,False
30019,39,44.0,,41.6,,31.0,0.0,,,,,39.8,42.9,,,19.0,,69.2,,19.2,,12.0,30.4,,60.0,43.0,,,,,,79.2,,,,,38.8,5.0,,2.6,,-8.0,-39.0,,,,,0.8,3.9,,,-20.0,,30.2,,-19.8,,-27.0,-8.6,,21.0,4.0,,,,,,40.2,,,,,-0.2,,True,,False,False,,,,,True,True,,,False,,False,,False,,False,False,,False,True,,,,,,False,,,,,True
30021,151,268.0,,272.0,,212.0,143.0,,,,,235.7,341.7,,,215.0,,166.1,,110.9,,232.0,212.0,,307.0,266.0,,,,,,497.1,,,,,208.6,117.0,,121.0,,61.0,-8.0,,,,,84.7,190.7,,,64.0,,15.1,,-40.1,,81.0,61.0,,156.0,115.0,,,,,,346.1,,,,,57.6,,False,,True,True,,,,,True,False,,,True,,True,,True,,True,True,,False,True,,,,,,False,,,,,True
30023,105,114.0,,126.4,,89.0,73.0,,,,,220.8,151.9,,,157.0,,71.3,,52.8,,65.0,151.1,,133.0,147.0,,,,,,245.3,,,,,90.3,9.0,,21.4,,-16.0,-32.0,,,,,115.8,46.9,,,52.0,,-33.7,,-52.2,,-40.0,46.1,,28.0,42.0,,,,,,140.3,,,,,-14.7,,False,,False,False,,,,,False,False,,,False,,False,,False,,False,False,,False,False,,,,,,False,,,,,False
30025,32,134.0,,138.7,,116.0,0.0,,,,,116.5,150.9,,,106.0,,339.5,,74.4,,116.0,104.7,,160.0,97.0,,,,,,152.1,,,,,147.4,102.0,,106.7,,84.0,-32.0,,,,,84.5,118.9,,,74.0,,307.5,,42.4,,84.0,72.7,,128.0,65.0,,,,,,120.1,,,,,115.4,,False,,True,True,,,,,True,False,,,True,,False,,True,,True,True,,False,True,,,,,,False,,,,,False
30027,198,200.0,,195.4,,169.0,0.0,,,,,192.5,232.8,,,145.0,,473.7,,118.6,,157.0,168.8,,238.0,217.0,,,,,,273.4,,,,,196.7,2.0,,-2.6,,-29.0,-198.0,,,,,-5.5,34.8,,,-53.0,,275.7,,-79.4,,-41.0,-29.2,,40.0,19.0,,,,,,75.4,,,,,-1.3,,False,,False,False,,,,,False,False,,,False,,False,,False,,False,False,,False,False,,,,,,False,,,,,True
30029,1571,1644.0,,1695.6,,1625.0,1661.0,,,,,2276.7,1914.2,,,1583.0,,1341.5,,663.8,,1998.0,2116.9,,1686.0,1781.0,,,,,1024.8,1501.6,,,,,1582.3,73.0,,124.6,,54.0,90.0,,,,,705.7,343.2,,,12.0,,-229.5,,-907.2,,427.0,545.9,,115.0,210.0,,,,,-546.2,-69.4,,,,,11.3,,False,,True,False,,,,,False,False,,,True,,False,,False,,False,False,,False,False,,,,,False,True,,,,,True
30031,1373,2238.0,,2273.1,,2068.0,1980.0,,,,,2613.7,2429.7,,,1338.0,,2430.1,,1085.0,,2034.5,2178.6,,2551.0,2416.0,,,,,1282.5,2168.0,,,,,2052.5,865.0,,900.1,,695.0,607.0,,,,,1240.7,1056.7,,,-35.0,,1057.1,,-288.0,,661.5,805.6,,1178.0,1043.0,,,,,-90.5,795.0,,,,,679.5,,False,,True,True,,,,,False,False,,,True,,False,,True,,True,True,,False,False,,,,,True,True,,,,,True
30033,7,30.0,,33.3,,19.0,0.0,,,,,25.6,27.1,,,41.0,,373.0,,2.0,,17.0,18.7,,52.0,32.0,,,,,,63.2,,,,,11.4,23.0,,26.3,,12.0,-7.0,,,,,18.6,20.1,,,34.0,,366.0,,-5.0,,10.0,11.7,,45.0,25.0,,,,,,56.2,,,,,4.4,,False,,True,True,,,,,True,True,,,False,,False,,True,,True,True,,False,False,,,,,,False,,,,,True
30035,54,58.0,,61.2,,43.0,49.0,,,,,131.1,134.8,,,184.0,,7.9,,41.8,,0.0,43.7,,26.0,74.0,,,,,,134.9,,,,,19.8,4.0,,7.2,,-11.0,-5.0,,,,,77.1,80.8,,,130.0,,-46.1,,-12.2,,-54.0,-10.3,,-28.0,20.0,,,,,,80.9,,,,,-34.2,,False,,False,False,,,,,False,False,,,False,,False,,False,,False,False,,False,False,,,,,,False,,,,,False
