,actual_deaths,Baseline,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,STH-3PU,UCLA-SuEIR,error-Baseline,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-STH-3PU,error-UCLA-SuEIR,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-STH-3PU,beat_baseline-UCLA-SuEIR
Michigan,8875,7482.7,7645.7,7402.9,7998.0,,7253.5,-1392.3,-1229.3,-1472.1,-877.0,,-1621.5,True,False,True,,False
Minnesota,3257,2424.4,2391.6,2742.7,2744.0,,2549.1,-832.6,-865.4,-514.3,-513.0,,-707.9,False,True,True,,True
Mississippi,3657,3810.9,3259.6,3166.4,4207.0,,3631.0,153.9,-397.4,-490.6,550.0,,-26.0,False,False,False,,True
Missouri,3568,2667.4,2705.5,2548.1,2798.0,,2354.1,-900.6,-862.5,-1019.9,-770.0,,-1213.9,True,False,True,,False
Montana,600,351.9,365.1,248.1,266.0,,268.7,-248.1,-234.9,-351.9,-334.0,,-331.3,True,False,False,,False
Nebraska,905,512.9,730.1,1094.4,600.0,,492.6,-392.1,-174.9,189.4,-305.0,,-412.4,True,True,True,,False
Nevada,2011,2230.7,1816.3,2012.5,2007.0,,2235.3,219.7,-194.7,1.5,-4.0,,224.3,True,True,True,,False
New Hampshire,508,455.7,474.2,459.7,465.0,,472.2,-52.3,-33.8,-48.3,-43.0,,-35.8,True,True,True,,True
New Jersey,16746,16385.9,16478.8,19078.8,16754.0,,16294.4,-360.1,-267.2,2332.8,8.0,,-451.6,True,False,True,,False
New Mexico,1350,1079.3,971.1,1134.2,1172.0,,968.8,-270.7,-378.9,-215.8,-178.0,,-381.2,False,True,True,,False
New York,34296,33653.9,33422.3,35110.0,33919.0,,33387.1,-642.1,-873.7,814.0,-377.0,,-908.9,False,False,True,,False
North Carolina,5005,4934.7,4359.0,5611.8,5250.0,,4384.3,-70.3,-646.0,606.8,245.0,,-620.7,False,False,False,,False
North Dakota,840,404.6,412.3,364.6,339.0,,201.2,-435.4,-427.7,-475.4,-501.0,,-638.8,True,False,False,,False
Ohio,5984,6386.4,5710.9,6407.3,5965.0,,5835.4,402.4,-273.1,423.3,-19.0,,-148.6,True,False,True,,True
Oklahoma,1624,1309.1,1385.6,1261.2,1702.0,,1349.9,-314.9,-238.4,-362.8,78.0,,-274.1,True,False,True,,True
Oregon,819,676.6,702.5,722.6,687.0,,702.3,-142.4,-116.5,-96.4,-132.0,,-116.7,True,True,True,,True
Pennsylvania,9775,9120.3,8823.2,9568.2,8671.0,,8431.1,-654.7,-951.8,-206.8,-1104.0,,-1343.9,False,True,False,,False
Rhode Island,1294,1238.6,1215.2,1392.7,1150.0,,1160.0,-55.4,-78.8,98.7,-144.0,,-134.0,False,False,False,,False
South Carolina,4274,4394.7,4688.0,4675.4,4456.0,,4266.5,120.7,414.0,401.4,182.0,,-7.5,False,False,False,,True
South Dakota,777,361.4,334.2,278.5,340.0,,236.7,-415.6,-442.8,-498.5,-437.0,,-540.3,False,False,False,,False
Tennessee,4211,3458.0,3548.5,5027.0,4020.0,,3527.5,-753.0,-662.5,816.0,-191.0,,-683.5,True,False,True,,True
Texas,21249,21137.4,18344.2,19908.9,22020.0,21396.0,19830.3,166.4,-2626.8,-1062.1,1049.0,425.0,-1140.7,False,False,False,False,False
Utah,787,502.0,739.7,576.6,622.0,,575.0,-285.0,-47.3,-210.4,-165.0,,-212.0,True,True,True,,True
Vermont,63,58.0,61.6,58.8,59.0,,59.5,-5.0,-1.4,-4.2,-4.0,,-3.5,True,True,True,,True
Virginia,3938,5572.7,3980.5,3972.1,4083.0,,3898.5,1636.7,44.5,36.1,147.0,,-37.5,True,True,True,,True
Washington,2595,2444.4,2278.9,2545.6,2429.0,,2510.1,-153.6,-319.1,-52.4,-169.0,,-87.9,False,True,False,,True
West Virginia,658,730.3,782.9,595.8,618.0,,506.7,72.3,124.9,-62.2,-40.0,,-151.3,False,True,True,,False
Wisconsin,3143,1525.4,1996.2,2087.4,1795.0,,1529.0,-1552.6,-1081.8,-990.6,-1283.0,,-1549.0,True,True,True,,True
Wyoming,176,111.0,79.1,45.8,64.0,,73.5,-65.0,-96.9,-130.2,-112.0,,-102.5,False,False,False,,False
US,256302,247674.1,225627.1,258460.3,244997.0,239198.0,231849.5,-8281.9,-30328.9,2504.3,-10959.0,-16758.0,-24106.5,False,True,False,False,False
