,actual_deaths,Baseline,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,STH-3PU,UCLA-SuEIR,error-Baseline,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-STH-3PU,error-UCLA-SuEIR,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-STH-3PU,beat_baseline-UCLA-SuEIR
New Hampshire,508,506.1,433.3,446.7,500.0,,495.7,-1.9,-74.7,-61.3,-8.0,,-12.3,False,False,False,,False
New Jersey,16746,16383.1,16124.5,16250.9,16358.0,,16196.0,-362.9,-621.5,-495.1,-388.0,,-550.0,False,False,False,,False
New Mexico,1350,1143.6,802.0,1142.4,1096.0,,933.4,-206.4,-548.0,-207.6,-254.0,,-416.6,False,False,False,,False
New York,34296,33435.9,33245.0,32729.5,33398.0,,33179.0,-892.1,-1083.0,-1598.5,-930.0,,-1149.0,False,False,False,,False
North Carolina,5005,4896.7,3827.4,7059.5,4155.0,,4013.3,-108.3,-1177.6,2054.5,-850.0,,-991.7,False,False,False,,False
North Dakota,840,277.4,368.2,331.4,252.0,,223.9,-562.6,-471.8,-508.6,-588.0,,-616.1,True,True,False,,False
Ohio,5984,5932.3,4608.3,5618.7,5687.0,,5604.1,-51.7,-1375.7,-365.3,-297.0,,-379.9,False,False,False,,False
Oklahoma,1624,1561.7,1264.4,1694.9,1220.0,,1317.8,-62.3,-359.6,70.9,-404.0,,-306.2,False,False,False,,False
Oregon,819,789.9,663.1,1829.8,668.0,,762.7,-29.1,-155.9,1010.8,-151.0,,-56.3,False,False,False,,False
Pennsylvania,9775,8894.1,8082.1,13816.4,8235.0,,8205.5,-880.9,-1692.9,4041.4,-1540.0,,-1569.5,False,False,False,,False
Rhode Island,1294,1145.7,1095.5,1157.7,1241.0,,1112.4,-140.3,-190.5,-128.3,-45.0,,-173.6,False,True,True,,False
South Carolina,4274,5525.4,2612.5,4393.6,3724.0,,4274.3,1251.4,-1661.5,119.6,-550.0,,0.3,False,True,True,,True
South Dakota,777,263.9,380.5,259.3,292.0,,316.8,-513.1,-396.5,-517.7,-485.0,,-460.2,True,False,True,,True
Tennessee,4211,4151.3,2446.0,4701.2,3156.0,,3504.5,-59.7,-1765.0,490.2,-1055.0,,-706.5,False,False,False,,False
Texas,20903,28451.9,14986.6,24319.8,28626.0,19735.0,21375.9,7550.9,-5914.4,3418.8,7725.0,-1166.0,474.9,True,True,False,True,True
Utah,787,667.9,678.7,786.4,734.0,,664.2,-119.1,-108.3,-0.6,-53.0,,-122.8,True,True,True,,False
Vermont,63,58.0,65.9,62.2,59.0,,60.3,-5.0,2.9,-0.8,-4.0,,-2.7,True,True,True,,True
Virginia,3938,3572.7,3227.4,2719.0,2884.0,,2900.4,-365.3,-710.6,-1219.0,-1054.0,,-1037.6,False,False,False,,False
Washington,2619,2917.3,2504.1,4437.7,2433.0,,2743.3,298.3,-114.9,1818.7,-186.0,,124.3,True,False,True,,True
West Virginia,658,423.3,237.8,558.9,320.0,,280.8,-234.7,-420.2,-99.1,-338.0,,-377.2,False,True,False,,False
Wisconsin,3143,1621.0,1920.9,1607.1,1511.0,,1448.3,-1468.0,-1168.1,-1481.9,-1578.0,,-1640.7,True,False,False,,False
Wyoming,176,127.0,66.3,34.0,43.0,,63.7,-49.0,-109.7,-142.0,-133.0,,-112.3,False,False,False,,False
US,255946,263587.7,204430.5,289283.9,240144.0,244774.0,228085.6,7674.7,-51482.5,33370.9,-15769.0,-11139.0,-27827.4,False,False,False,False,False
