,actual_deaths,Baseline,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,STH-3PU,UCLA-SuEIR,error-Baseline,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-STH-3PU,error-UCLA-SuEIR,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-STH-3PU,beat_baseline-UCLA-SuEIR
Iowa,2191,1753.3,2424.9,3005.5,1942.0,,1723.1,-437.7,233.9,814.5,-249.0,,-467.9,True,False,True,,False
Kansas,1410,828.4,945.9,1116.8,681.0,,808.4,-581.6,-464.1,-293.2,-729.0,,-601.6,True,True,False,,False
Kentucky,1783,1723.4,1849.7,3155.6,1325.0,,1828.7,-59.6,66.7,1372.6,-458.0,,45.7,False,False,False,,True
Louisiana,6233,6851.9,5849.8,7787.3,6341.0,,6453.2,618.9,-383.2,1554.3,108.0,,220.2,True,False,True,,True
Maine,174,155.7,155.8,194.0,195.0,,145.0,-18.3,-18.2,20.0,21.0,,-29.0,True,False,False,,False
Maryland,4415,4309.3,4353.8,5396.6,4088.0,,4065.4,-105.7,-61.2,981.6,-327.0,,-349.6,True,False,False,,False
Massachusetts,10488,9950.1,12708.6,12542.4,9432.0,,9307.2,-537.9,2220.6,2054.4,-1056.0,,-1180.8,False,False,False,,False
Michigan,8875,7435.7,7534.8,9193.6,7638.0,,7322.3,-1439.3,-1340.2,318.6,-1237.0,,-1552.7,True,True,True,,False
Minnesota,3257,2386.7,2544.4,4752.4,2348.0,,2397.3,-870.3,-712.6,1495.4,-909.0,,-859.7,True,False,False,,True
Mississippi,3657,4136.6,3738.7,3879.6,4154.0,,3412.3,479.6,81.7,222.6,497.0,,-244.7,True,True,False,,True
Missouri,3574,3335.3,3274.9,3394.5,2256.0,,2408.7,-238.7,-299.1,-179.5,-1318.0,,-1165.3,False,True,False,,False
Montana,600,258.1,304.7,187.8,325.0,,188.4,-341.9,-295.3,-412.2,-275.0,,-411.6,True,False,True,,False
Nebraska,905,534.3,635.0,704.6,578.0,,483.8,-370.7,-270.0,-200.4,-327.0,,-421.2,True,True,True,,False
Nevada,2011,2333.6,1885.7,3144.5,2046.0,,2171.7,322.6,-125.3,1133.5,35.0,,160.7,True,False,True,,True
New Hampshire,508,443.9,462.3,515.7,460.0,,465.8,-64.1,-45.7,7.7,-48.0,,-42.2,True,True,True,,True
New Jersey,16746,16553.6,16178.3,16432.4,16404.0,,16489.3,-192.4,-567.7,-313.6,-342.0,,-256.7,False,False,False,,False
New Mexico,1350,1161.3,1040.0,1429.4,1085.0,,1008.2,-188.7,-310.0,79.4,-265.0,,-341.8,False,True,False,,False
New York,34296,33833.9,33563.7,34832.6,33406.0,,33481.6,-462.1,-732.3,536.6,-890.0,,-814.4,False,False,False,,False
North Carolina,5005,5039.7,5161.3,6470.3,4627.0,,4648.5,34.7,156.3,1465.3,-378.0,,-356.5,False,False,False,,False
North Dakota,840,308.0,429.5,385.0,257.0,,293.0,-532.0,-410.5,-455.0,-583.0,,-547.0,True,True,False,,False
Ohio,5984,5670.4,5804.7,7226.3,5868.0,,5139.8,-313.6,-179.3,1242.3,-116.0,,-844.2,True,False,True,,False
Oklahoma,1624,1439.3,1602.9,2898.4,1567.0,,1211.6,-184.7,-21.1,1274.4,-57.0,,-412.4,True,False,True,,False
Oregon,819,730.7,727.0,1380.1,652.0,,667.8,-88.3,-92.0,561.1,-167.0,,-151.2,False,False,False,,False
Pennsylvania,9775,8748.9,8792.1,10258.8,8346.0,,8297.2,-1026.1,-982.9,483.8,-1429.0,,-1477.8,True,True,False,,False
Rhode Island,1294,1152.7,1160.1,1730.2,1116.0,,1117.9,-127.3,-119.9,450.2,-164.0,,-162.1,True,False,False,,False
South Carolina,4274,4819.6,4739.8,5206.0,4046.0,,4171.7,545.6,465.8,932.0,-228.0,,-102.3,True,False,True,,True
South Dakota,777,238.1,420.5,275.7,290.0,,293.2,-538.9,-356.5,-501.3,-487.0,,-483.8,True,True,True,,True
Tennessee,4211,3146.1,3205.1,5500.5,3236.0,,3196.9,-1064.9,-1005.9,1289.5,-975.0,,-1014.1,True,False,True,,True
Texas,21020,24196.3,18985.3,28313.2,22449.0,20427.0,20127.8,3278.3,-1932.7,7395.2,1531.0,-491.0,-790.2,True,False,True,True,True
Utah,787,584.9,744.8,1176.9,718.0,,603.9,-202.1,-42.2,389.9,-69.0,,-183.1,True,False,True,,True
Vermont,63,58.0,61.2,58.8,58.0,,59.9,-5.0,-1.8,-4.2,-5.0,,-3.1,True,True,False,,True
Virginia,3938,3861.4,3948.8,7244.2,3335.0,,3124.0,-76.6,10.8,3306.2,-603.0,,-814.0,True,False,False,,False
Washington,2595,2474.1,2218.8,2897.6,2304.0,,2545.5,-125.9,-381.2,297.6,-296.0,,-54.5,False,False,False,,True
West Virginia,658,629.0,1089.6,990.2,392.0,,354.6,-29.0,431.6,332.2,-266.0,,-303.4,False,False,False,,False
Wisconsin,3143,1667.4,1831.3,2287.0,1568.0,,1627.9,-1419.6,-1255.7,-800.0,-1519.0,,-1459.1,True,True,False,,False
Wyoming,176,96.3,62.0,71.4,75.0,,61.5,-79.7,-114.0,-104.6,-101.0,,-114.5,False,False,False,,False
US,256040,253182.7,227909.6,299007.4,237812.0,208797.0,228883.7,-2689.3,-27962.4,43135.4,-18060.0,-47075.0,-26988.3,False,False,False,False,False
