,actual_deaths,Baseline,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,STH-3PU,error-Baseline,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-STH-3PU,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-STH-3PU
Ohio,6797,7049.3,5098.8,6395.8,4893.0,,-69.7,-2020.2,-723.2,-2226.0,,False,False,False,
Oklahoma,1624,1406.3,2075.3,2009.3,1560.0,,-217.7,451.3,385.3,-64.0,,False,False,True,
Oregon,819,912.7,825.2,757.4,554.0,,93.7,6.2,-61.6,-265.0,,True,True,False,
Pennsylvania,9775,8745.3,8690.1,8665.6,7939.0,,-1029.7,-1084.9,-1109.4,-1836.0,,False,False,False,
Rhode Island,1331,1086.3,1226.1,1059.3,1128.0,,-222.7,-82.9,-249.7,-181.0,,True,False,True,
South Carolina,4274,6312.1,3297.7,3297.4,3542.0,,2038.1,-976.3,-976.6,-732.0,,True,True,True,
South Dakota,777,325.3,269.5,222.9,272.0,,-451.7,-507.5,-554.1,-505.0,,False,False,False,
Tennessee,4211,2753.9,4120.4,2388.0,2633.0,,-1457.1,-90.6,-1823.0,-1578.0,,True,False,False,
Texas,21249,35452.6,16912.9,26821.9,31064.0,19241.0,15257.6,-3282.1,6626.9,10869.0,-954.0,True,True,True,True
Utah,787,897.7,972.9,610.2,683.0,,110.7,185.9,-176.8,-104.0,,False,False,True,
Vermont,63,72.9,60.0,56.6,59.0,,9.9,-3.0,-6.4,-4.0,,True,True,True,
Virginia,3938,4438.0,4156.4,2330.9,2548.0,,500.0,218.4,-1607.1,-1390.0,,True,False,False,
Washington,2595,3102.4,2947.4,2521.1,2166.0,,539.4,384.4,-41.9,-397.0,,True,True,True,
West Virginia,658,339.0,315.6,129.3,181.0,,-319.0,-342.4,-528.7,-477.0,,False,False,False,
Wisconsin,3143,1836.0,2277.1,2445.6,1449.0,,-1267.0,-825.9,-657.4,-1654.0,,True,True,False,
Wyoming,176,41.9,104.3,33.4,43.0,,-134.1,-71.7,-142.6,-133.0,,True,False,True,
US,257672,280527.9,244387.6,246840.2,231652.0,342886.0,23632.9,-12507.4,-10054.8,-25243.0,85991.0,True,True,False,False
