,actual_deaths,Baseline,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,STH-3PU,UCLA-SuEIR,YYG-ParamSearch,error-Baseline,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-STH-3PU,error-UCLA-SuEIR,error-YYG-ParamSearch,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-STH-3PU,beat_baseline-UCLA-SuEIR,beat_baseline-YYG-ParamSearch
Louisiana,5444,4794.9,5656.6,4696.4,4781.0,,5588.8,5394.6,-649.1,212.6,-747.6,-663.0,,144.8,-49.4,True,False,False,,True,True
Maine,140,146.6,125.6,149.3,133.0,,129.5,155.9,6.6,-14.4,9.3,-7.0,,-10.5,15.9,False,False,False,,False,False
Maryland,3925,3948.7,3774.9,4015.2,3723.0,,3940.8,4185.8,23.7,-150.1,90.2,-202.0,,15.8,260.8,False,False,False,,True,False
Massachusetts,9391,9475.9,8560.8,9595.5,8723.0,,9023.4,9249.4,84.9,-830.2,204.5,-668.0,,-367.6,-141.6,False,False,False,,False,False
Michigan,7044,6878.6,7027.9,7439.4,7030.0,,6830.1,7261.3,-165.4,-16.1,395.4,-14.0,,-213.9,217.3,True,False,True,,False,False
Minnesota,2056,1985.1,2149.2,1719.5,2144.0,,1894.1,2215.8,-70.9,93.2,-336.5,88.0,,-161.9,159.8,False,False,False,,False,False
Mississippi,2911,2399.9,2545.0,2753.9,2097.0,,2085.1,2317.4,-511.1,-366.0,-157.1,-814.0,,-825.9,-593.6,True,True,False,,False,False
Missouri,2054,1569.7,1947.4,1547.6,1303.0,,2138.8,1766.9,-484.3,-106.6,-506.4,-751.0,,84.8,-287.1,True,False,False,,True,True
Montana,171,115.9,255.6,276.7,94.0,,74.1,125.8,-55.1,84.6,105.7,-77.0,,-96.9,-45.2,False,False,False,,False,True
Nebraska,469,458.7,448.5,298.4,368.0,,388.7,433.3,-10.3,-20.5,-170.6,-101.0,,-80.3,-35.7,False,False,False,,False,False
Nevada,1582,1179.3,2148.1,2181.4,1209.0,,1019.5,1503.3,-402.7,566.1,599.4,-373.0,,-562.5,-78.7,False,False,True,,False,True
New Hampshire,439,467.0,451.6,445.7,403.0,,482.7,442.4,28.0,12.6,6.7,-36.0,,43.7,3.4,True,True,False,,False,True
New Jersey,16103,17490.1,16518.0,17928.6,16210.0,,16295.6,16767.3,1387.1,415.0,1825.6,107.0,,192.6,664.3,True,False,True,,True,True
New Mexico,870,827.3,872.9,961.7,791.0,,805.7,989.4,-42.7,2.9,91.7,-79.0,,-64.3,119.4,True,False,False,,False,False
New York,33125,33924.3,32927.4,34568.9,33374.0,,33260.9,33427.5,820.3,-176.6,1464.9,270.0,,156.9,323.5,True,False,True,,True,True
North Carolina,3440,2933.4,3305.4,2155.5,2493.0,,2813.8,2844.7,-506.6,-134.6,-1284.5,-947.0,,-626.2,-595.3,True,False,False,,False,False
North Dakota,227,141.3,201.5,261.9,105.0,,166.5,141.2,-85.7,-25.5,34.9,-122.0,,-60.5,-85.8,True,True,False,,True,False
Ohio,4740,4317.4,4739.7,4163.0,3731.0,,4314.6,5102.6,-422.6,-0.3,-577.0,-1009.0,,-425.4,362.6,True,False,False,,False,True
Oklahoma,1004,736.9,1239.2,784.2,934.0,,619.1,781.1,-267.1,235.2,-219.8,-70.0,,-384.9,-222.9,True,True,True,,False,True
Oregon,542,516.3,577.0,459.8,379.0,,389.8,619.2,-25.7,35.0,-82.2,-163.0,,-152.2,77.2,False,False,False,,False,False
Pennsylvania,8083,8185.1,8072.3,8037.0,7504.0,,7911.5,8310.5,102.1,-10.7,-46.0,-579.0,,-171.5,227.5,True,True,False,,False,False
Rhode Island,1107,1128.0,1150.6,1030.7,1173.0,,1088.3,1092.2,22.0,44.6,-75.3,67.0,,-17.7,-13.8,False,False,False,,True,True
South Carolina,3323,3067.3,3200.8,3429.1,1966.0,,2313.4,2741.4,-255.7,-122.2,106.1,-1357.0,,-1009.6,-581.6,True,True,False,,False,False
South Dakota,218,206.7,150.5,199.2,206.0,,334.0,179.7,-11.3,-67.5,-18.8,-12.0,,116.0,-38.3,False,False,False,,False,False
Tennessee,2374,1848.4,3004.5,1703.6,1634.0,,1548.0,1955.1,-525.6,630.5,-670.4,-740.0,,-826.0,-418.9,False,False,False,,False,True
Texas,15707,11858.3,15053.7,16310.7,14782.0,21705.0,9260.0,11472.7,-3181.7,13.7,1270.7,-258.0,6665.0,-5780.0,-3567.3,True,True,True,False,False,False
Utah,448,519.0,758.0,803.5,436.0,,478.1,602.2,71.0,310.0,355.5,-12.0,,30.1,154.2,False,False,True,,True,False
Vermont,58,56.0,60.8,56.5,56.0,,57.8,68.9,-2.0,2.8,-1.5,-2.0,,-0.2,10.9,False,True,False,,True,False
Virginia,3144,2628.3,2730.1,3462.2,2248.0,,2512.4,2905.2,-515.7,-413.9,318.2,-896.0,,-631.6,-238.8,True,True,False,,False,True
Washington,2100,1535.7,2234.8,2294.7,1733.0,,1681.9,1941.3,-564.3,134.8,194.7,-367.0,,-418.1,-158.7,True,True,True,,True,True
West Virginia,337,139.4,334.1,114.3,117.0,,131.8,134.1,-197.6,-2.9,-222.7,-220.0,,-205.2,-202.9,True,False,False,,False,False
Wisconsin,1281,1080.6,1713.0,954.1,979.0,,1148.0,1306.5,-200.4,432.0,-326.9,-302.0,,-133.0,25.5,False,False,False,,True,True
Wyoming,50,64.4,73.5,21.5,29.0,,40.0,45.1,14.4,23.5,-28.5,-21.0,,-10.0,-4.9,False,False,False,,True,True
US,204492,193062.7,211432.8,199399.0,183314.0,191006.0,183096.4,195702.5,-10740.3,7629.8,-4404.0,-20489.0,-12797.0,-20706.6,-8100.5,True,True,False,False,False,True
