,actual_deaths,Baseline,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,STH-3PU,UCLA-SuEIR,YYG-ParamSearch,error-Baseline,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-STH-3PU,error-UCLA-SuEIR,error-YYG-ParamSearch,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-STH-3PU,beat_baseline-UCLA-SuEIR,beat_baseline-YYG-ParamSearch
Massachusetts,9391,9641.4,8381.6,11034.5,8984.0,,8897.9,8910.5,250.4,-1009.4,1643.5,-407.0,,-493.1,-480.5,False,False,False,,False,False
Michigan,7044,6941.3,6693.3,6849.4,7024.0,,6548.4,7263.2,-102.7,-350.7,-194.6,-20.0,,-495.6,219.2,False,False,True,,False,False
Minnesota,2056,2077.1,1962.8,1878.2,2248.0,,1808.4,2396.7,21.1,-93.2,-177.8,192.0,,-247.6,340.7,False,False,False,,False,False
Mississippi,2911,1964.7,2406.2,2099.9,2603.0,,1933.6,2201.8,-946.3,-504.8,-811.1,-308.0,,-977.4,-709.2,True,True,True,,False,True
Missouri,2054,1489.7,1914.1,1601.7,1450.0,,1693.8,1606.2,-564.3,-139.9,-452.3,-604.0,,-360.2,-447.8,True,True,False,,True,True
Montana,171,34.9,144.3,22.0,58.0,,40.0,47.7,-136.1,-26.7,-149.0,-113.0,,-131.0,-123.3,True,False,True,,True,True
Nebraska,469,485.6,415.4,501.2,447.0,,366.7,499.0,16.6,-53.6,32.2,-22.0,,-102.3,30.0,False,False,False,,False,False
Nevada,1582,937.1,2783.4,970.5,654.0,,782.7,1241.8,-644.9,1201.4,-611.5,-928.0,,-799.3,-340.2,False,True,False,,False,True
New Hampshire,439,547.0,456.2,593.3,387.0,,525.3,625.7,108.0,17.2,154.3,-52.0,,86.3,186.7,True,False,True,,True,False
New Jersey,16103,18009.3,13622.3,16612.2,17612.0,,16296.8,16327.1,1906.3,-2480.7,509.2,1509.0,,193.8,224.1,False,True,True,,True,True
New Mexico,870,762.0,845.0,796.5,580.0,,792.2,844.8,-108.0,-25.0,-73.5,-290.0,,-77.8,-25.2,True,True,False,,True,True
New York,33125,35324.4,32844.5,32010.1,34306.0,,32730.3,33365.4,2237.4,-242.5,-1076.9,1219.0,,-356.7,278.4,True,True,True,,True,True
North Carolina,3440,2264.9,3100.4,2057.0,2489.0,,2544.1,2532.0,-1175.1,-339.6,-1383.0,-951.0,,-895.9,-908.0,True,False,True,,True,True
North Dakota,227,91.9,119.1,94.6,132.0,,85.1,112.4,-135.1,-107.9,-132.4,-95.0,,-141.9,-114.6,True,True,True,,False,True
Ohio,4740,4144.1,4598.9,4848.2,3441.0,,4181.8,4603.5,-595.9,-141.1,108.2,-1299.0,,-558.2,-136.5,True,True,False,,True,True
Oklahoma,1004,552.1,1300.2,536.6,654.0,,528.1,670.3,-451.9,296.2,-467.4,-350.0,,-475.9,-333.7,True,False,True,,False,True
Oregon,542,369.1,600.4,359.7,476.0,,316.9,516.5,-172.9,58.4,-182.3,-66.0,,-225.1,-25.5,True,False,True,,False,True
Pennsylvania,8083,8496.0,7948.3,8951.5,7926.0,,7840.4,8608.8,413.0,-134.7,868.5,-157.0,,-242.6,525.8,True,False,True,,True,False
Rhode Island,1107,1351.3,1098.4,1218.0,1271.0,,1116.4,1186.7,244.3,-8.6,111.0,164.0,,9.4,79.7,True,True,True,,True,True
South Carolina,3323,2053.1,3436.7,2758.7,2910.0,,1617.0,2432.0,-1269.9,113.7,-564.3,-413.0,,-1706.0,-891.0,True,True,True,,False,True
South Dakota,218,168.1,175.2,203.8,141.0,,116.5,197.6,-49.9,-42.8,-14.2,-77.0,,-101.5,-20.4,True,True,False,,False,True
Tennessee,2374,1368.3,2248.4,1512.4,2270.0,,1125.1,1972.1,-1005.7,-125.6,-861.6,-104.0,,-1248.9,-401.9,True,True,True,,False,True
Texas,15707,5307.7,14398.0,8660.1,9866.0,6857.0,4607.8,7265.5,-10027.3,-937.0,-6674.9,-5469.0,-8478.0,-10727.2,-8069.5,True,True,True,True,False,True
Utah,448,385.6,905.9,322.0,548.0,,369.5,492.9,-62.4,457.9,-126.0,100.0,,-78.5,44.9,False,False,False,,False,True
Vermont,58,56.0,60.0,58.8,56.0,,59.0,74.5,-2.0,2.0,0.8,-2.0,,1.0,16.5,True,True,False,,True,False
Virginia,3142,3287.7,2215.0,3643.8,2518.0,,2238.8,2908.0,145.7,-927.0,501.8,-624.0,,-903.2,-234.0,False,False,False,,False,False
Washington,2100,1940.0,2114.5,1927.5,1436.0,,1672.0,2024.2,-160.0,14.5,-172.5,-664.0,,-428.0,-75.8,True,False,False,,False,True
West Virginia,337,105.9,188.0,114.7,107.0,,128.4,118.8,-231.1,-149.0,-222.3,-230.0,,-208.6,-218.2,True,True,True,,True,True
Wisconsin,1281,1021.3,1421.0,1234.0,1231.0,,1124.6,1393.5,-259.7,140.0,-47.0,-50.0,,-156.4,112.5,True,True,True,,True,True
Wyoming,50,20.0,109.2,18.4,26.0,,30.0,29.2,-30.0,59.2,-31.6,-24.0,,-20.0,-20.8,False,False,True,,True,True
US,204490,172478.6,216019.2,181510.8,193325.0,145967.0,159557.2,183066.0,-31601.4,11939.2,-22569.2,-10755.0,-58113.0,-44522.8,-21014.0,True,True,True,False,False,True
