,actual_cases,COVIDhub-baseline,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Geneva-DetGrowth,IowaStateLW-STEM,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,OliverWyman-Navigator,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Geneva-DetGrowth,error-IowaStateLW-STEM,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-OliverWyman-Navigator,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Geneva-DetGrowth,beat_baseline-IowaStateLW-STEM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-OliverWyman-Navigator,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
36045,5,1.0,0.0,,1.0,0.0,,,,,,0.0,14.2,,1.0,1.8,,,0.6,,1.4,,,,1.0,2.0,-4.0,-5.0,,-4.0,-5.0,,,,,,-5.0,9.2,,-4.0,-3.2,,,-4.4,,-3.6,,,,-4.0,-3.0,False,,False,False,,,,,,False,False,,True,True,,,False,,True,,,,False,True
36047,550,0.0,0.0,597.6,0.0,,,,,,,,852.3,,,0.0,536.0,,0.0,,,,,,,1.0,-550.0,-550.0,47.6,-550.0,,,,,,,,302.3,,,-550.0,-14.0,,-550.0,,,,,,,-549.0,False,True,False,,,,,,,,True,,,True,True,,False,,,,,,,True
36049,1,0.0,0.2,,0.0,0.0,,,,,,0.0,11.0,,0.1,0.5,0.0,,0.0,,0.8,,,,0.0,1.7,-1.0,-0.8,,-1.0,-1.0,,,,,,-1.0,10.0,,-0.9,-0.5,-1.0,,-1.0,,-0.2,,,,-1.0,0.7,True,,False,False,,,,,,False,False,,True,True,False,,False,,True,,,,False,True
36051,3,1.0,2.3,,2.0,0.0,,,,,,9.0,17.4,,1.0,2.3,,,2.2,,1.0,,,,1.0,2.6,-2.0,-0.7,,-1.0,-3.0,,,,,,6.0,14.4,,-2.0,-0.7,,,-0.8,,-2.0,,,,-2.0,-0.4,True,,True,False,,,,,,False,False,,True,True,,,True,,True,,,,False,True
36053,27,11.0,11.2,,8.0,9.0,,,,,,1.0,25.9,,2.9,7.4,10.0,,10.9,,11.3,,,,13.0,9.0,-16.0,-15.8,,-19.0,-18.0,,,,,,-26.0,-1.1,,-24.1,-19.6,-17.0,,-16.1,,-15.7,,,,-14.0,-18.0,True,,False,False,,,,,,False,True,,False,False,False,,False,,True,,,,True,False
36055,125,154.0,155.7,,132.0,130.0,,,,,,148.0,226.9,,98.6,150.1,124.0,,164.8,,131.8,122.0,,,141.0,174.8,29.0,30.7,,7.0,5.0,,,,,,23.0,101.9,,-26.4,25.1,-1.0,,39.8,,6.8,-3.0,,,16.0,49.8,False,,True,True,,,,,,True,False,,True,True,True,,False,,True,True,,,True,False
36057,9,9.0,8.9,,7.0,12.0,,,,,,0.0,20.0,,2.4,7.2,,,7.0,,9.0,,,,11.0,8.8,0.0,-0.1,,-2.0,3.0,,,,,,-9.0,11.0,,-6.6,-1.8,,,-2.0,,-0.0,,,,2.0,-0.2,False,,False,False,,,,,,False,False,,False,False,,,False,,False,,,,False,False
36059,349,314.0,312.0,367.6,300.0,329.0,,,,,,258.0,484.6,,267.3,292.6,359.0,,18.7,,355.5,308.0,,,335.0,260.6,-35.0,-37.0,18.6,-49.0,-20.0,,,,,,-91.0,135.6,,-81.7,-56.4,10.0,,-330.3,,6.5,-41.0,,,-14.0,-88.4,False,True,False,True,,,,,,False,False,,False,False,True,,False,,True,False,,,True,False
36061,304,1925.0,1895.5,451.1,1751.0,1814.0,,,,,,1632.0,605.2,,,1953.1,250.0,,1968.3,,1750.7,1309.0,,,1942.0,1807.9,1621.0,1591.5,147.1,1447.0,1510.0,,,,,,1328.0,301.2,,,1649.1,-54.0,,1664.3,,1446.7,1005.0,,,1638.0,1503.9,True,True,True,True,,,,,,True,True,,,False,True,,False,,True,True,,,False,True
36063,39,37.0,36.2,,34.0,31.0,,,,,,45.0,65.1,,32.9,47.8,39.0,,31.2,,33.9,36.0,,,38.0,35.3,-2.0,-2.8,,-5.0,-8.0,,,,,,6.0,26.1,,-6.1,8.8,0.0,,-7.8,,-5.1,-3.0,,,-1.0,-3.7,False,,False,False,,,,,,False,False,,False,False,True,,False,,False,False,,,True,False
36065,26,47.0,48.3,,33.0,33.0,,,,,,7.0,65.0,,20.5,36.7,40.0,,41.6,,41.2,29.0,,,42.0,47.8,21.0,22.3,,7.0,7.0,,,,,,-19.0,39.0,,-5.5,10.7,14.0,,15.6,,15.2,3.0,,,16.0,21.8,False,,True,True,,,,,,True,False,,True,True,True,,True,,True,True,,,True,False
36067,110,93.0,92.6,,65.0,90.0,,,,,,44.0,136.8,,41.2,69.7,71.0,,48.0,,82.2,65.0,,,99.0,99.3,-17.0,-17.4,,-45.0,-20.0,,,,,,-66.0,26.8,,-68.8,-40.3,-39.0,,-62.0,,-27.8,-45.0,,,-11.0,-10.7,False,,False,False,,,,,,False,False,,False,False,False,,False,,False,False,,,True,True
36069,8,11.0,11.2,,9.0,7.0,,,,,,14.0,30.2,,6.9,13.3,11.0,,8.4,,9.4,,,,11.0,12.0,3.0,3.2,,1.0,-1.0,,,,,,6.0,22.2,,-1.1,5.3,3.0,,0.4,,1.4,,,,3.0,4.0,False,,True,True,,,,,,False,False,,True,False,False,,True,,True,,,,False,False
36071,82,99.0,97.2,108.9,97.0,112.0,,,,,,97.0,147.4,,51.1,78.7,94.0,,119.1,,99.1,80.0,,,99.0,89.8,17.0,15.2,26.9,15.0,30.0,,,,,,15.0,65.4,,-30.9,-3.3,12.0,,37.1,,17.1,-2.0,,,17.0,7.8,True,False,True,False,,,,,,True,False,,False,True,True,,False,,False,True,,,False,True
36073,2,4.0,4.2,,2.0,0.0,,,,,,5.0,9.5,,0.2,1.4,,,2.3,,3.3,,,,5.0,2.7,2.0,2.2,,0.0,-2.0,,,,,,3.0,7.5,,-1.8,-0.6,,,0.3,,1.3,,,,3.0,0.7,False,,True,False,,,,,,False,False,,True,True,,,True,,True,,,,False,True
36075,10,10.0,9.8,,9.0,15.0,,,,,,1.0,38.0,,4.4,11.1,,,10.3,,9.2,,,,17.0,8.4,0.0,-0.2,,-1.0,5.0,,,,,,-9.0,28.0,,-5.6,1.1,,,0.3,,-0.8,,,,7.0,-1.6,False,,False,False,,,,,,False,False,,False,False,,,False,,False,,,,False,False
36077,10,6.0,5.7,,2.0,2.0,,,,,,0.0,17.5,,0.8,1.7,,,3.1,,6.0,,,,6.0,3.5,-4.0,-4.3,,-8.0,-8.0,,,,,,-10.0,7.5,,-9.2,-8.3,,,-6.9,,-4.0,,,,-4.0,-6.5,False,,False,False,,,,,,False,False,,False,False,,,False,,False,,,,False,False
36079,21,14.0,13.8,,9.0,9.0,,,,,,2.0,22.7,,4.0,8.3,12.0,,15.7,,14.8,,,,15.0,14.1,-7.0,-7.2,,-12.0,-12.0,,,,,,-19.0,1.7,,-17.0,-12.7,-9.0,,-5.3,,-6.2,,,,-6.0,-6.9,False,,False,False,,,,,,False,True,,False,False,False,,True,,True,,,,True,True
36081,462,0.0,0.0,599.6,0.0,,,,,,,,824.4,,,0.0,622.0,,0.0,,,,,,,1.0,-462.0,-462.0,137.6,-462.0,,,,,,,,362.4,,,-462.0,160.0,,-462.0,,,,,,,-461.0,False,True,False,,,,,,,,True,,,True,True,,False,,,,,,,True
36083,17,24.0,26.6,,22.0,19.0,,,,,,22.0,50.6,,12.4,20.0,20.0,,21.6,,23.7,25.0,,,23.0,28.5,7.0,9.6,,5.0,2.0,,,,,,5.0,33.6,,-4.6,3.0,3.0,,4.6,,6.7,8.0,,,6.0,11.5,False,,True,True,,,,,,True,False,,True,True,True,,True,,True,False,,,True,False
36085,97,0.0,0.0,111.0,0.0,,,,,,,,170.0,,,0.0,142.0,,0.0,,,,,,,1.1,-97.0,-97.0,14.0,-97.0,,,,,,,,73.0,,,-97.0,45.0,,-97.0,,,,,,,-95.9,False,True,False,,,,,,,,True,,,True,True,,False,,,,,,,True
36087,100,121.0,122.3,124.7,122.0,161.0,,,,,,122.0,133.9,,61.6,103.5,134.0,,54.0,,124.5,141.0,,,95.0,74.2,21.0,22.3,24.7,22.0,61.0,,,,,,22.0,33.9,,-38.4,3.5,34.0,,-46.0,,24.5,41.0,,,-5.0,-25.8,False,False,False,False,,,,,,False,False,,False,True,False,,False,,False,False,,,True,False
36089,8,2.0,2.5,,1.0,0.0,,,,,,0.0,24.3,,2.3,3.6,2.0,,0.3,,2.3,,,,3.0,1.7,-6.0,-5.5,,-7.0,-8.0,,,,,,-8.0,16.3,,-5.7,-4.4,-6.0,,-7.7,,-5.7,,,,-5.0,-6.3,True,,False,False,,,,,,False,False,,True,True,False,,False,,True,,,,True,False
36091,19,30.0,30.8,,26.0,27.0,,,,,,33.0,62.6,,8.1,21.5,18.0,,26.2,,29.0,18.0,,,28.0,32.2,11.0,11.8,,7.0,8.0,,,,,,14.0,43.6,,-10.9,2.5,-1.0,,7.2,,10.0,-1.0,,,9.0,13.2,False,,True,True,,,,,,False,False,,True,True,True,,True,,True,True,,,True,False
36093,83,71.0,69.2,,59.0,105.0,,,,,,22.0,87.4,,40.2,59.0,51.0,,46.2,,67.0,60.0,,,81.0,54.9,-12.0,-13.8,,-24.0,22.0,,,,,,-61.0,4.4,,-42.8,-24.0,-32.0,,-36.8,,-16.0,-23.0,,,-2.0,-28.1,False,,False,False,,,,,,False,True,,False,False,False,,False,,False,False,,,True,False
36095,0,0.0,0.0,,0.0,0.0,,,,,,0.0,17.1,,0.2,0.0,0.0,,0.4,,0.2,,,,0.0,1.6,0.0,0.0,,0.0,0.0,,,,,,0.0,17.1,,0.2,0.0,0.0,,0.4,,0.2,,,,0.0,1.6,True,,True,True,,,,,,True,False,,False,False,True,,False,,False,,,,True,False
36097,2,1.0,1.0,,0.0,0.0,,,,,,1.0,3.4,,0.0,0.3,0.0,,0.3,,0.9,,,,3.0,1.5,-1.0,-1.0,,-2.0,-2.0,,,,,,-1.0,1.4,,-2.0,-1.7,-2.0,,-1.7,,-1.1,,,,1.0,-0.5,True,,False,False,,,,,,False,False,,False,False,False,,False,,False,,,,False,True
36099,3,2.0,1.8,,1.0,0.0,,,,,,2.0,12.3,,0.3,0.8,,,1.7,,2.0,,,,1.0,1.9,-1.0,-1.2,,-2.0,-3.0,,,,,,-1.0,9.3,,-2.7,-2.2,,,-1.3,,-1.0,,,,-2.0,-1.1,False,,False,False,,,,,,False,False,,False,False,,,False,,False,,,,False,False
36101,4,3.0,2.2,,4.0,7.0,,,,,,19.0,21.8,,1.4,3.5,,,5.4,,3.6,,,,5.0,3.1,-1.0,-1.8,,0.0,3.0,,,,,,15.0,17.8,,-2.6,-0.5,,,1.4,,-0.4,,,,1.0,-0.9,False,,True,False,,,,,,False,False,,False,True,,,False,,True,,,,False,True
36103,256,347.0,334.5,387.2,338.0,344.0,,,,,,275.0,547.0,,281.2,308.4,378.0,,357.6,,363.5,342.0,,,357.0,331.8,91.0,78.5,131.2,82.0,88.0,,,,,,19.0,291.0,,25.2,52.4,122.0,,101.6,,107.5,86.0,,,101.0,75.8,True,False,True,True,,,,,,True,False,,True,True,False,,False,,False,True,,,False,True
36105,21,2.0,1.7,,1.0,0.0,,,,,,14.0,6.9,,0.2,1.0,,,0.3,,2.6,,,,3.0,2.9,-19.0,-19.3,,-20.0,-21.0,,,,,,-7.0,-14.1,,-20.8,-20.0,,,-20.7,,-18.4,,,,-18.0,-18.1,False,,False,False,,,,,,True,True,,False,False,,,False,,True,,,,True,True
36107,4,9.0,10.0,,4.0,5.0,,,,,,4.0,16.6,,3.8,7.7,,,3.7,,9.4,,,,10.0,4.7,5.0,6.0,,0.0,1.0,,,,,,0.0,12.6,,-0.2,3.7,,,-0.3,,5.4,,,,6.0,0.7,False,,True,True,,,,,,True,False,,True,True,,,True,,False,,,,False,True
36109,17,6.0,6.1,,5.0,7.0,,,,,,7.0,11.8,,1.0,2.4,,,5.2,,5.5,,,,9.0,4.2,-11.0,-10.9,,-12.0,-10.0,,,,,,-10.0,-5.2,,-16.0,-14.6,,,-11.8,,-11.5,,,,-8.0,-12.8,True,,False,True,,,,,,True,True,,False,False,,,False,,False,,,,True,False
36111,36,37.0,21.8,,24.0,28.0,,,,,,24.0,72.3,,14.1,25.6,28.0,,26.2,,41.3,23.0,,,36.0,34.5,1.0,-14.2,,-12.0,-8.0,,,,,,-12.0,36.3,,-21.9,-10.4,-8.0,,-9.8,,5.3,-13.0,,,0.0,-1.5,False,,False,False,,,,,,False,False,,False,False,False,,False,,False,False,,,True,False
36113,6,3.0,3.0,,1.0,0.0,,,,,,9.0,14.2,,0.2,1.6,,,1.3,,3.0,,,,2.0,3.1,-3.0,-3.0,,-5.0,-6.0,,,,,,3.0,8.2,,-5.8,-4.4,,,-4.7,,-3.0,,,,-4.0,-2.9,True,,False,False,,,,,,False,False,,False,False,,,False,,True,,,,False,True
36115,1,5.0,4.9,,3.0,0.0,,,,,,12.0,26.4,,0.7,1.6,,,9.3,,4.6,,,,6.0,2.8,4.0,3.9,,2.0,-1.0,,,,,,11.0,25.4,,-0.3,0.6,,,8.3,,3.6,,,,5.0,1.8,True,,True,True,,,,,,False,False,,True,True,,,False,,True,,,,False,True
36117,5,6.0,6.8,,5.0,7.0,,,,,,3.0,28.6,,2.1,7.8,,,4.0,,6.2,,,,7.0,6.4,1.0,1.8,,0.0,2.0,,,,,,-2.0,23.6,,-2.9,2.8,,,-1.0,,1.2,,,,2.0,1.4,False,,True,False,,,,,,False,False,,False,False,,,False,,False,,,,False,False
36119,244,216.0,222.3,166.2,214.0,204.0,,,,,,299.0,423.8,,160.3,236.9,270.0,,241.7,,250.3,205.0,,,205.0,176.6,-28.0,-21.7,-77.8,-30.0,-40.0,,,,,,55.0,179.8,,-83.7,-7.1,26.0,,-2.3,,6.3,-39.0,,,-39.0,-67.4,True,False,False,False,,,,,,False,False,,False,True,True,,True,,True,False,,,False,False
36121,4,3.0,2.6,,3.0,0.0,,,,,,8.0,11.7,,2.1,3.7,,,2.5,,2.8,,,,3.0,2.8,-1.0,-1.4,,-1.0,-4.0,,,,,,4.0,7.7,,-1.9,-0.3,,,-1.5,,-1.2,,,,-1.0,-1.2,False,,False,False,,,,,,False,False,,False,True,,,False,,False,,,,False,False
36123,2,0.0,0.2,,0.0,0.0,,,,,,2.0,4.2,,1.2,1.3,1.0,,0.5,,0.2,,,,1.0,2.0,-2.0,-1.8,,-2.0,-2.0,,,,,,0.0,2.2,,-0.8,-0.7,-1.0,,-1.5,,-1.8,,,,-1.0,-0.0,True,,False,False,,,,,,True,False,,True,True,True,,True,,True,,,,True,True
37001,303,226.0,225.1,,218.0,235.0,,,,,,130.0,195.0,,209.8,221.4,212.0,,196.8,,232.1,218.0,,,173.0,271.8,-77.0,-77.9,,-85.0,-68.0,,,,,,-173.0,-108.0,,-93.2,-81.6,-91.0,,-106.2,,-70.9,-85.0,,,-130.0,-31.2,False,,False,True,,,,,,False,False,,False,False,False,,False,,True,False,,,False,True
37003,21,30.0,27.6,,30.0,35.0,,,,,,38.0,51.8,,16.3,26.3,22.0,,31.3,,31.3,,,,28.0,33.5,9.0,6.6,,9.0,14.0,,,,,,17.0,30.8,,-4.7,5.3,1.0,,10.3,,10.3,,,,7.0,12.5,True,,False,False,,,,,,False,False,,True,True,True,,False,,False,,,,True,False
37005,13,9.0,19.2,,8.0,7.0,,,,,,8.0,11.7,,5.3,11.3,9.0,,6.9,,10.9,,,,9.0,14.1,-4.0,6.2,,-5.0,-6.0,,,,,,-5.0,-1.3,,-7.7,-1.7,-4.0,,-6.1,,-2.1,,,,-4.0,1.1,False,,False,False,,,,,,False,True,,False,True,False,,False,,True,,,,False,True
37007,37,31.0,30.4,,27.0,41.0,,,,,,39.0,34.7,,12.2,26.1,23.0,,27.1,,25.9,,,,31.0,36.7,-6.0,-6.6,,-10.0,4.0,,,,,,2.0,-2.3,,-24.8,-10.9,-14.0,,-9.9,,-11.1,,,,-6.0,-0.3,False,,False,True,,,,,,True,True,,False,False,False,,False,,False,,,,False,True
37009,18,14.0,15.7,,10.0,7.0,,,,,,17.0,27.8,,4.5,10.9,9.0,,9.8,,15.8,,,,14.0,20.2,-4.0,-2.3,,-8.0,-11.0,,,,,,-1.0,9.8,,-13.5,-7.1,-9.0,,-8.2,,-2.2,,,,-4.0,2.2,True,,False,False,,,,,,True,False,,False,False,False,,False,,True,,,,False,True
37011,21,12.0,13.4,,12.0,14.0,,,,,,14.0,23.7,,2.6,9.7,10.0,,10.3,,10.3,,,,9.0,11.9,-9.0,-7.6,,-9.0,-7.0,,,,,,-7.0,2.7,,-18.4,-11.3,-11.0,,-10.7,,-10.7,,,,-12.0,-9.1,True,,False,True,,,,,,True,True,,False,False,False,,False,,False,,,,False,False
37013,87,56.0,53.9,,41.0,43.0,,,,,,38.0,84.6,,25.9,39.5,36.0,,35.5,,56.1,,,,40.0,53.6,-31.0,-33.1,,-46.0,-44.0,,,,,,-49.0,-2.4,,-61.1,-47.5,-51.0,,-51.5,,-30.9,,,,-47.0,-33.4,False,,False,False,,,,,,False,True,,False,False,False,,False,,True,,,,False,False
37015,65,41.0,43.1,,37.0,52.0,,,,,,16.0,25.2,,24.1,36.1,33.0,,46.3,,37.0,,,,36.0,32.1,-24.0,-21.9,,-28.0,-13.0,,,,,,-49.0,-39.8,,-40.9,-28.9,-32.0,,-18.7,,-28.0,,,,-29.0,-32.9,True,,False,True,,,,,,False,False,,False,False,False,,True,,False,,,,False,False
37017,44,19.0,20.1,,19.0,16.0,,,,,,37.0,36.9,,3.7,14.5,,,20.0,,17.6,,,,20.0,31.7,-25.0,-23.9,,-25.0,-28.0,,,,,,-7.0,-7.1,,-40.3,-29.5,,,-24.0,,-26.4,,,,-24.0,-12.3,True,,False,False,,,,,,True,True,,False,False,,,True,,False,,,,True,True
37019,33,46.0,45.6,,40.0,40.0,,,,,,47.0,85.0,,18.9,39.8,53.0,,13.8,,42.8,24.0,,,48.0,51.5,13.0,12.6,,7.0,7.0,,,,,,14.0,52.0,,-14.1,6.8,20.0,,-19.2,,9.8,-9.0,,,15.0,18.5,True,,True,True,,,,,,False,False,,False,True,False,,False,,True,True,,,False,False
37021,144,204.0,207.4,,178.0,230.0,,,,,,170.0,284.0,,152.3,161.2,160.0,,178.0,,204.9,268.0,,,191.0,228.0,60.0,63.4,,34.0,86.0,,,,,,26.0,140.0,,8.3,17.2,16.0,,34.0,,60.9,124.0,,,47.0,84.0,False,,True,False,,,,,,True,False,,True,True,True,,True,,False,False,,,True,False
37023,50,81.0,78.0,,75.0,61.0,,,,,,82.0,59.5,,49.3,72.8,84.0,,89.4,,83.0,,,,36.0,35.9,31.0,28.0,,25.0,11.0,,,,,,32.0,9.5,,-0.7,22.8,34.0,,39.4,,33.0,,,,-14.0,-14.1,True,,True,True,,,,,,False,True,,True,True,False,,False,,False,,,,True,True
37025,197,162.0,167.2,,151.0,163.0,,,,,,182.0,193.9,,136.7,158.6,158.0,,111.2,,151.6,105.0,,,145.0,172.3,-35.0,-29.8,,-46.0,-34.0,,,,,,-15.0,-3.1,,-60.3,-38.4,-39.0,,-85.8,,-45.4,-92.0,,,-52.0,-24.7,True,,False,True,,,,,,True,True,,False,False,False,,False,,False,False,,,False,True
37027,55,82.0,74.0,,67.0,60.0,,,,,,68.0,94.5,,45.2,65.0,74.0,,49.3,,79.1,,,,61.0,92.5,27.0,19.0,,12.0,5.0,,,,,,13.0,39.5,,-9.8,10.0,19.0,,-5.7,,24.1,,,,6.0,37.5,True,,True,True,,,,,,True,False,,True,True,True,,True,,True,,,,True,False
37029,10,8.0,7.8,,6.0,7.0,,,,,,2.0,9.7,,4.5,5.6,7.0,,5.1,,9.1,,,,7.0,8.5,-2.0,-2.2,,-4.0,-3.0,,,,,,-8.0,-0.3,,-5.5,-4.4,-3.0,,-4.9,,-0.9,,,,-3.0,-1.5,False,,False,False,,,,,,False,True,,False,False,False,,False,,True,,,,False,True
37031,63,40.0,39.3,,38.0,27.0,,,,,,40.0,84.5,,33.3,41.6,39.0,,0.0,,40.0,,,,31.0,34.3,-23.0,-23.7,,-25.0,-36.0,,,,,,-23.0,21.5,,-29.7,-21.4,-24.0,,-63.0,,-23.0,,,,-32.0,-28.7,False,,False,False,,,,,,False,True,,False,True,False,,False,,True,,,,False,False
37033,24,14.0,14.2,,10.0,9.0,,,,,,15.0,12.3,,7.4,11.5,14.0,,3.5,,13.0,,,,9.0,9.0,-10.0,-9.8,,-14.0,-15.0,,,,,,-9.0,-11.7,,-16.6,-12.5,-10.0,,-20.5,,-11.0,,,,-15.0,-15.0,True,,False,False,,,,,,True,False,,False,False,False,,False,,False,,,,False,False
37035,121,181.0,173.0,,148.0,198.0,,,,,,133.0,226.2,,133.3,148.0,161.0,,120.7,,181.3,148.0,,,141.0,194.1,60.0,52.0,,27.0,77.0,,,,,,12.0,105.2,,12.3,27.0,40.0,,-0.3,,60.3,27.0,,,20.0,73.1,True,,True,False,,,,,,True,False,,True,True,True,,True,,False,True,,,True,False
37037,53,66.0,62.2,,62.0,61.0,,,,,,58.0,37.3,,47.8,75.5,68.0,,62.4,,71.2,,,,42.0,72.1,13.0,9.2,,9.0,8.0,,,,,,5.0,-15.7,,-5.2,22.5,15.0,,9.4,,18.2,,,,-11.0,19.1,True,,True,True,,,,,,True,False,,True,False,False,,True,,False,,,,True,False
37039,52,76.0,75.0,,52.0,79.0,,,,,,27.0,34.9,,51.8,42.9,62.0,,51.2,,73.3,,,,38.0,65.3,24.0,23.0,,0.0,27.0,,,,,,-25.0,-17.1,,-0.2,-9.1,10.0,,-0.8,,21.3,,,,-14.0,13.3,True,,True,False,,,,,,False,True,,True,True,True,,True,,True,,,,True,True
37041,35,11.0,11.6,,11.0,1.0,,,,,,8.0,20.5,,12.0,16.0,16.0,,8.6,,12.3,,,,10.0,12.1,-24.0,-23.4,,-24.0,-34.0,,,,,,-27.0,-14.5,,-23.0,-19.0,-19.0,,-26.4,,-22.7,,,,-25.0,-22.9,True,,False,False,,,,,,False,True,,True,True,True,,False,,True,,,,False,True
37043,7,7.0,9.2,,3.0,0.0,,,,,,9.0,8.5,,2.9,1.6,,,2.9,,6.5,,,,3.0,5.2,0.0,2.2,,-4.0,-7.0,,,,,,2.0,1.5,,-4.1,-5.4,,,-4.1,,-0.5,,,,-4.0,-1.8,False,,False,False,,,,,,False,False,,False,False,,,False,,False,,,,False,False
37045,122,158.0,162.0,,145.0,147.0,,,,,,90.0,230.5,,142.3,129.8,128.0,,121.3,,154.1,,,,133.0,191.8,36.0,40.0,,23.0,25.0,,,,,,-32.0,108.5,,20.3,7.8,6.0,,-0.7,,32.1,,,,11.0,69.8,False,,True,True,,,,,,True,False,,True,True,True,,True,,True,,,,True,False
37047,55,68.0,67.4,,57.0,60.0,,,,,,49.0,57.0,,38.3,54.5,64.0,,60.2,,73.4,,,,56.0,63.2,13.0,12.4,,2.0,5.0,,,,,,-6.0,2.0,,-16.7,-0.5,9.0,,5.2,,18.4,,,,1.0,8.2,True,,True,True,,,,,,True,True,,False,True,True,,True,,False,,,,True,True
37049,80,87.0,92.1,,75.0,101.0,,,,,,83.0,101.9,,49.6,67.9,80.0,,23.5,,85.7,,,,76.0,80.6,7.0,12.1,,-5.0,21.0,,,,,,3.0,21.9,,-30.4,-12.1,0.0,,-56.5,,5.7,,,,-4.0,0.6,False,,True,False,,,,,,True,False,,False,False,True,,False,,True,,,,True,True
37051,283,296.0,299.2,,286.0,276.0,,,,,,317.0,393.3,,274.6,286.2,278.0,,234.6,,300.4,318.0,,,285.0,300.5,13.0,16.2,,3.0,-7.0,,,,,,34.0,110.3,,-8.4,3.2,-5.0,,-48.4,,17.4,35.0,,,2.0,17.5,False,,True,True,,,,,,False,False,,True,True,True,,False,,False,False,,,True,False
37053,19,9.0,9.9,,4.0,7.0,,,,,,3.0,14.3,,2.8,4.3,6.0,,4.3,,7.9,,,,8.0,8.0,-10.0,-9.1,,-15.0,-12.0,,,,,,-16.0,-4.7,,-16.2,-14.7,-13.0,,-14.7,,-11.1,,,,-11.0,-11.0,True,,False,False,,,,,,False,True,,False,False,False,,False,,False,,,,False,False
37055,8,13.0,16.4,,11.0,3.0,,,,,,10.0,20.4,,11.3,15.7,17.0,,2.9,,11.5,,,,8.0,10.4,5.0,8.4,,3.0,-5.0,,,,,,2.0,12.4,,3.3,7.7,9.0,,-5.1,,3.5,,,,0.0,2.4,False,,True,False,,,,,,True,False,,True,False,False,,False,,True,,,,True,True
37057,142,138.0,137.7,,132.0,150.0,,,,,,133.0,151.5,,115.7,126.7,134.0,,122.8,,132.8,181.0,,,112.0,143.4,-4.0,-4.3,,-10.0,8.0,,,,,,-9.0,9.5,,-26.3,-15.3,-8.0,,-19.2,,-9.2,39.0,,,-30.0,1.4,False,,False,False,,,,,,False,False,,False,False,False,,False,,False,False,,,False,True
37059,25,19.0,18.0,,16.0,7.0,,,,,,37.0,30.6,,10.3,19.3,23.0,,9.1,,18.3,,,,18.0,26.0,-6.0,-7.0,,-9.0,-18.0,,,,,,12.0,5.6,,-14.7,-5.7,-2.0,,-15.9,,-6.7,,,,-7.0,1.0,False,,False,False,,,,,,False,True,,False,True,True,,False,,False,,,,False,True
37061,39,28.0,29.6,,25.0,13.0,,,,,,100.0,17.9,,14.5,25.2,56.0,,25.0,,30.6,,,,12.0,38.9,-11.0,-9.4,,-14.0,-26.0,,,,,,61.0,-21.1,,-24.5,-13.8,17.0,,-14.0,,-8.4,,,,-27.0,-0.1,True,,False,False,,,,,,False,False,,False,False,False,,False,,True,,,,False,True
37063,266,200.0,205.6,172.3,172.0,193.0,,,,,,279.0,179.6,,141.1,171.5,231.0,,164.0,,182.2,135.0,,,170.0,235.6,-66.0,-60.4,-93.7,-94.0,-73.0,,,,,,13.0,-86.4,,-124.9,-94.5,-35.0,,-102.0,,-83.8,-131.0,,,-96.0,-30.4,True,False,False,False,,,,,,True,False,,False,False,True,,False,,False,False,,,False,True
37065,104,105.0,105.7,,104.0,122.0,,,,,,51.0,87.9,,101.6,97.6,89.0,,132.4,,108.5,,,,89.0,124.8,1.0,1.7,,0.0,18.0,,,,,,-53.0,-16.1,,-2.4,-6.4,-15.0,,28.4,,4.5,,,,-15.0,20.8,False,,True,False,,,,,,False,False,,False,False,False,,False,,False,,,,False,False
