,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Geneva-DetGrowth,IowaStateLW-STEM,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,OliverWyman-Navigator,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,Yu_Group-CLEP,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Geneva-DetGrowth,error-IowaStateLW-STEM,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-OliverWyman-Navigator,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,error-Yu_Group-CLEP,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Geneva-DetGrowth,beat_baseline-IowaStateLW-STEM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-OliverWyman-Navigator,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-Yu_Group-CLEP
01021,179,138.0,,146.0,,119.0,99.0,,,,,,139.0,213.9,,63.0,90.4,,104.0,,56.4,,166.7,,,,,,329.1,-41.0,,-33.0,,-60.0,-80.0,,,,,,-40.0,34.9,,-116.0,-88.6,,-75.0,,-122.6,,-12.3,,,,,,150.1,,True,,False,False,,,,,,True,True,,False,False,,False,,False,,True,,,,,,False
01023,25,22.0,,21.7,,18.0,19.0,,,,,,55.0,25.9,,3.0,13.0,,27.0,,17.8,,24.5,,,,,,15.4,-3.0,,-3.3,,-7.0,-6.0,,,,,,30.0,0.9,,-22.0,-12.0,,2.0,,-7.2,,-0.5,,,,,,-9.6,,False,,False,False,,,,,,False,True,,False,False,,True,,False,,True,,,,,,False
01025,81,346.0,,344.4,,130.0,407.0,,,,,,146.0,105.1,,4.3,113.6,,,,83.4,,262.5,,,,,,708.0,265.0,,263.4,,49.0,326.0,,,,,,65.0,24.1,,-76.7,32.6,,,,2.4,,181.5,,,,,,627.0,,True,,True,False,,,,,,True,True,,True,True,,,,True,,True,,,,,,False
01027,51,88.0,,83.7,,54.0,85.0,,,,,,33.0,63.9,,46.0,65.6,,60.0,,3.3,,66.6,,,,,,90.4,37.0,,32.7,,3.0,34.0,,,,,,-18.0,12.9,,-5.0,14.6,,9.0,,-47.7,,15.6,,,,,,39.4,,True,,True,True,,,,,,True,True,,True,True,,True,,False,,True,,,,,,False
01029,68,12.0,,11.0,,10.0,7.0,,,,,,29.0,36.0,,2.9,10.8,,14.0,,4.5,,18.9,,,,,,42.7,-56.0,,-57.0,,-58.0,-61.0,,,,,,-39.0,-32.0,,-65.1,-57.2,,-54.0,,-63.5,,-49.1,,,,,,-25.3,,False,,False,False,,,,,,True,True,,False,False,,True,,False,,True,,,,,,True
01031,143,98.0,169.8,91.6,,91.0,63.0,,,,,,180.0,139.4,,82.3,85.1,,99.0,,63.3,,183.9,,,,,,190.3,-45.0,26.8,-51.4,,-52.0,-80.0,,,,,,37.0,-3.6,,-60.7,-57.9,,-44.0,,-79.7,,40.9,,,,,,47.3,True,False,,False,False,,,,,,True,True,,False,False,,True,,False,,True,,,,,,False
01033,153,188.0,441.8,197.0,,178.0,126.0,,,,,,181.0,222.3,,98.9,128.4,,145.0,,86.9,,220.9,,,,,,332.7,35.0,288.8,44.0,,25.0,-27.0,,,,,,28.0,69.3,,-54.1,-24.6,,-8.0,,-66.1,,67.9,,,,,,179.7,False,False,,True,True,,,,,,True,False,,False,True,,True,,False,,False,,,,,,False
01035,32,28.0,,30.2,,26.0,22.0,,,,,,65.0,45.3,,6.8,19.8,0.0,37.0,,38.0,,25.7,,,,,,45.6,-4.0,,-1.8,,-6.0,-10.0,,,,,,33.0,13.3,,-25.2,-12.2,-32.0,5.0,,6.0,,-6.3,,,,,,13.6,,True,,False,False,,,,,,False,False,,False,False,False,False,,False,,False,,,,,,False
01037,7,10.0,,11.5,,11.0,13.0,,,,,,17.0,24.2,,0.4,4.1,15.9,13.0,,3.7,,19.8,,,,,,41.3,3.0,,4.5,,4.0,6.0,,,,,,10.0,17.2,,-6.6,-2.9,8.9,6.0,,-3.3,,12.8,,,,,,34.3,,False,,False,False,,,,,,False,False,,False,True,False,False,,False,,False,,,,,,False
01039,64,74.0,,66.9,,62.0,29.0,,,,,,168.0,175.3,,40.1,55.5,69.6,85.0,,28.6,,61.3,,,,,,268.9,10.0,,2.9,,-2.0,-35.0,,,,,,104.0,111.3,,-23.9,-8.5,5.6,21.0,,-35.5,,-2.7,,,,,,204.9,,True,,True,False,,,,,,False,False,,False,True,True,False,,False,,True,,,,,,False
01041,42,66.0,,81.7,,42.0,45.0,,,,,,43.0,43.2,,16.5,40.2,0.1,44.0,,66.2,,115.1,,,,,,178.3,24.0,,39.7,,0.0,3.0,,,,,,1.0,1.2,,-25.5,-1.8,-41.9,2.0,,24.2,,73.1,,,,,,136.3,,False,,True,True,,,,,,True,True,,False,True,False,True,,False,,False,,,,,,False
01043,167,76.0,693.3,102.8,,121.0,40.0,,,,,,254.0,331.4,,65.5,104.0,143.3,126.0,,109.8,,177.5,,,,,,344.2,-91.0,526.3,-64.2,,-46.0,-127.0,,,,,,87.0,164.4,,-101.5,-63.0,-23.7,-41.0,,-57.2,,10.5,,,,,,177.2,False,True,,True,False,,,,,,True,False,,False,True,True,True,,True,,True,,,,,,False
01045,134,88.0,,119.4,,84.0,38.0,,,,,,172.0,157.7,,55.1,80.2,87.6,99.0,,59.2,,119.5,,,,,,228.4,-46.0,,-14.6,,-50.0,-96.0,,,,,,38.0,23.7,,-78.9,-53.8,-46.4,-35.0,,-74.8,,-14.5,,,,,,94.4,,True,,False,False,,,,,,True,True,,False,False,False,True,,False,,True,,,,,,False
01047,68,90.0,,91.4,,60.0,51.0,,,,,,201.0,110.7,,37.3,57.6,2.2,117.0,,24.8,,77.9,,,,,,143.4,22.0,,23.4,,-8.0,-17.0,,,,,,133.0,42.7,,-30.7,-10.4,-65.8,49.0,,-43.2,,9.9,,,,,,75.4,,False,,True,True,,,,,,False,False,,False,True,False,False,,False,,True,,,,,,False
01049,151,190.0,526.4,188.2,,149.0,134.0,,,,,,301.0,278.9,,97.7,115.2,123.5,183.0,,100.3,,163.0,,,,,,412.6,39.0,375.4,37.2,,-2.0,-17.0,,,,,,150.0,127.9,,-53.3,-35.8,-27.5,32.0,,-50.7,,12.0,,,,,,261.6,False,True,,True,True,,,,,,False,False,,False,True,True,True,,False,,True,,,,,,False
01051,196,170.0,422.8,180.8,,164.0,124.0,,,,,,224.0,222.6,,134.1,183.1,133.7,209.0,,167.8,,155.1,,,,,,252.3,-26.0,226.8,-15.2,,-32.0,-72.0,,,,,,28.0,26.6,,-61.9,-12.9,-62.3,13.0,,-28.2,,-40.9,,,,,,56.3,False,True,,False,False,,,,,,False,False,,False,True,False,True,,False,,False,,,,,,False
01053,111,58.0,,63.3,,60.0,82.0,,,,,,258.0,206.7,,29.3,63.7,0.5,97.0,,48.3,,60.3,,,,,,357.4,-53.0,,-47.7,,-51.0,-29.0,,,,,,147.0,95.7,,-81.7,-47.3,-110.5,-14.0,,-62.7,,-50.7,,,,,,246.4,,True,,True,True,,,,,,False,False,,False,True,False,True,,False,,True,,,,,,False
01055,416,248.0,986.4,231.9,,241.0,151.0,,,,,,392.0,498.4,,175.0,237.1,253.0,240.0,,268.0,,215.7,,,,,,577.9,-168.0,570.4,-184.1,,-175.0,-265.0,,,,,,-24.0,82.4,,-241.0,-178.9,-163.0,-176.0,,-148.0,,-200.3,,,,,,161.9,False,False,,False,False,,,,,,True,True,,False,False,True,False,,True,,False,,,,,,True
01057,47,66.0,,72.4,,55.0,84.0,,,,,,48.0,77.5,,26.6,54.4,44.4,47.0,,66.0,,49.9,,,,,,125.7,19.0,,25.4,,8.0,37.0,,,,,,1.0,30.5,,-20.4,7.4,-2.6,0.0,,19.0,,2.9,,,,,,78.7,,False,,True,False,,,,,,True,False,,False,True,True,True,,False,,True,,,,,,False
01059,203,110.0,,109.8,,113.0,150.0,,,,,,151.0,52.7,,99.8,147.4,15.5,146.0,,145.7,,99.2,,,,,,140.3,-93.0,,-93.2,,-90.0,-53.0,,,,,,-52.0,-150.3,,-103.2,-55.6,-187.5,-57.0,,-57.3,,-103.8,,,,,,-62.7,,False,,True,True,,,,,,True,False,,False,True,False,True,,True,,False,,,,,,True
01061,97,42.0,,46.4,,45.0,31.0,,,,,,116.0,95.4,,21.4,39.8,52.6,38.0,,36.0,,112.8,,,,,,131.2,-55.0,,-50.6,,-52.0,-66.0,,,,,,19.0,-1.6,,-75.6,-57.2,-44.4,-59.0,,-61.0,,15.8,,,,,,34.2,,True,,True,False,,,,,,True,True,,False,False,True,False,,False,,True,,,,,,True
01063,19,14.0,,12.7,,12.0,9.0,,,,,,30.0,16.4,,4.4,12.5,0.1,,,23.0,,12.0,,,,,,33.3,-5.0,,-6.3,,-7.0,-10.0,,,,,,11.0,-2.6,,-14.6,-6.5,-18.9,,,4.0,,-7.0,,,,,,14.3,,False,,False,False,,,,,,False,True,,False,False,False,,,True,,False,,,,,,False
01065,33,44.0,,45.2,,33.0,44.0,,,,,,66.0,32.0,,8.6,32.1,2.1,46.0,,25.8,,48.8,,,,,,72.1,11.0,,12.2,,0.0,11.0,,,,,,33.0,-1.0,,-24.4,-0.9,-30.9,13.0,,-7.2,,15.8,,,,,,39.1,,False,,True,False,,,,,,False,True,,False,True,False,False,,True,,False,,,,,,False
01067,48,30.0,,32.8,,28.0,21.0,,,,,,40.0,47.8,,6.6,19.7,33.4,29.0,,14.3,,28.1,,,,,,59.8,-18.0,,-15.2,,-20.0,-27.0,,,,,,-8.0,-0.2,,-41.4,-28.3,-14.6,-19.0,,-33.7,,-19.9,,,,,,11.8,,True,,False,False,,,,,,True,True,,False,False,True,False,,False,,False,,,,,,True
01069,297,248.0,636.3,213.9,,210.0,242.0,,,,,,367.0,304.8,,165.3,161.4,172.2,197.0,,187.1,,439.4,,,,,,369.3,-49.0,339.3,-83.1,,-87.0,-55.0,,,,,,70.0,7.8,,-131.7,-135.6,-124.8,-100.0,,-109.9,,142.4,,,,,,72.3,False,False,,False,False,,,,,,False,True,,False,False,False,False,,False,,False,,,,,,False
01071,139,304.0,363.4,304.0,,239.0,351.0,,,,,,172.0,296.9,,191.1,182.0,160.2,188.0,,237.1,,251.3,,,,,,680.3,165.0,224.4,165.0,,100.0,212.0,,,,,,33.0,157.9,,52.1,43.0,21.2,49.0,,98.1,,112.3,,,,,,541.3,False,True,,True,False,,,,,,True,True,,True,True,True,True,,True,,True,,,,,,False
01073,1686,1872.0,6197.9,1749.8,1647.5,1530.0,1203.0,,,,,,2107.0,2344.7,,1524.8,1368.7,903.1,1607.0,,972.4,,1535.5,1161.0,,,,,3304.2,186.0,4511.9,63.8,-38.5,-156.0,-483.0,,,,,,421.0,658.7,,-161.2,-317.3,-782.9,-79.0,,-713.6,,-150.5,-525.0,,,,,1618.2,False,True,True,True,False,,,,,,False,False,,True,False,False,True,,False,,True,False,,,,,False
01075,29,38.0,,39.4,,33.0,34.0,,,,,,40.0,53.9,,9.4,24.4,43.2,25.0,,15.2,,26.1,,,,,,42.1,9.0,,10.4,,4.0,5.0,,,,,,11.0,24.9,,-19.6,-4.6,14.2,-4.0,,-13.8,,-2.9,,,,,,13.1,,False,,True,True,,,,,,False,False,,False,True,False,True,,False,,True,,,,,,False
01077,167,148.0,319.8,159.1,,148.0,92.0,,,,,,256.0,323.5,,80.7,113.4,148.1,128.0,,88.1,,178.2,,,,,,303.5,-19.0,152.8,-7.9,,-19.0,-75.0,,,,,,89.0,156.5,,-86.3,-53.6,-18.9,-39.0,,-78.9,,11.2,,,,,,136.5,False,True,,False,False,,,,,,False,False,,False,False,True,False,,False,,True,,,,,,False
01079,75,38.0,,38.4,,42.0,23.0,,,,,,104.0,118.3,,20.4,38.5,83.9,41.0,,37.5,,58.2,,,,,,181.5,-37.0,,-36.6,,-33.0,-52.0,,,,,,29.0,43.3,,-54.6,-36.5,8.9,-34.0,,-37.5,,-16.8,,,,,,106.5,,True,,True,False,,,,,,True,False,,False,True,True,True,,False,,True,,,,,,False
01081,440,200.0,941.7,188.6,,180.0,133.0,,,,,,388.0,460.5,,136.3,170.1,206.6,249.0,,141.3,,190.6,114.0,,,,,466.3,-240.0,501.7,-251.4,,-260.0,-307.0,,,,,,-52.0,20.5,,-303.7,-269.9,-233.4,-191.0,,-298.7,,-249.4,-326.0,,,,,26.3,False,False,,False,False,,,,,,True,True,,False,False,True,True,,False,,False,False,,,,,True
01083,186,228.0,532.1,220.3,,201.0,183.0,,,,,,252.0,290.3,,197.4,205.7,176.5,192.0,,139.3,,214.4,,,,,,638.6,42.0,346.1,34.3,,15.0,-3.0,,,,,,66.0,104.3,,11.4,19.7,-9.5,6.0,,-46.7,,28.4,,,,,,452.6,False,True,,True,True,,,,,,False,False,,True,True,True,True,,False,,True,,,,,,False
01085,26,12.0,,8.7,,9.0,8.0,,,,,,35.0,13.5,,2.2,16.5,0.4,,,3.4,,10.0,,,,,,52.2,-14.0,,-17.3,,-17.0,-18.0,,,,,,9.0,-12.5,,-23.8,-9.5,-25.6,,,-22.6,,-16.0,,,,,,26.2,,False,,False,False,,,,,,True,True,,False,True,False,,,False,,False,,,,,,False
01087,47,22.0,,24.7,,21.0,22.0,,,,,,41.0,54.9,,3.4,16.9,5.2,27.0,,19.8,,30.1,,,,,,95.4,-25.0,,-22.3,,-26.0,-25.0,,,,,,-6.0,7.9,,-43.6,-30.1,-41.8,-20.0,,-27.2,,-16.9,,,,,,48.4,,True,,False,False,,,,,,True,True,,False,False,False,True,,False,,True,,,,,,False
01089,506,694.0,3706.8,656.2,571.7,551.0,527.0,,,,,,847.0,1208.3,,504.0,439.8,455.8,595.0,,260.7,,619.4,304.0,,,,,1253.2,188.0,3200.8,150.2,65.7,45.0,21.0,,,,,,341.0,702.3,,-2.0,-66.2,-50.2,89.0,,-245.3,,113.4,-202.0,,,,,747.2,False,True,True,True,True,,,,,,False,False,,True,True,True,True,,False,,True,False,,,,,False
01091,41,60.0,,61.9,,48.0,63.0,,,,,,105.0,52.3,,19.6,46.9,0.5,59.0,,47.0,,79.0,,,,,,87.0,19.0,,20.9,,7.0,22.0,,,,,,64.0,11.3,,-21.4,5.9,-40.5,18.0,,6.0,,38.0,,,,,,46.0,,False,,True,False,,,,,,False,True,,False,True,False,True,,True,,False,,,,,,False
01093,109,60.0,,52.9,,54.0,36.0,,,,,,101.0,114.2,,38.3,57.2,56.3,64.0,,37.1,,55.6,,,,,,93.5,-49.0,,-56.1,,-55.0,-73.0,,,,,,-8.0,5.2,,-70.7,-51.8,-52.7,-45.0,,-71.9,,-53.4,,,,,,-15.5,,False,,False,False,,,,,,True,True,,False,False,False,True,,False,,False,,,,,,True
01095,248,194.0,813.4,208.0,,148.0,115.0,,,,,,378.0,331.7,,57.9,118.8,124.2,247.0,,73.4,,162.2,,,,,,416.0,-54.0,565.4,-40.0,,-100.0,-133.0,,,,,,130.0,83.7,,-190.1,-129.2,-123.8,-1.0,,-174.6,,-85.8,,,,,,168.0,False,True,,False,False,,,,,,False,False,,False,False,False,True,,False,,False,,,,,,False
01097,960,2250.0,2327.1,2263.6,2020.0,1694.0,1688.0,,,,,,2185.0,1672.9,,932.5,1142.8,1437.4,1194.0,,757.2,,2740.4,1181.0,,,,,3160.3,1290.0,1367.1,1303.6,1060.0,734.0,728.0,,,,,,1225.0,712.9,,-27.5,182.8,477.4,234.0,,-202.8,,1780.4,221.0,,,,,2200.3,False,False,True,True,True,,,,,,True,True,,True,True,True,True,,True,,False,True,,,,,False
01099,21,26.0,,27.3,,23.0,18.0,,,,,,91.0,81.8,,6.4,21.0,18.4,39.0,,33.7,,22.9,,,,,,111.0,5.0,,6.3,,2.0,-3.0,,,,,,70.0,60.8,,-14.6,-0.0,-2.6,18.0,,12.7,,1.9,,,,,,90.0,,False,,True,True,,,,,,False,False,,False,True,True,False,,False,,True,,,,,,False
01101,581,920.0,431.7,917.2,541.7,644.0,871.0,,,,,,927.0,437.8,,479.3,627.5,558.4,757.0,,771.7,,946.1,615.0,,,,,874.9,339.0,-149.3,336.2,-39.3,63.0,290.0,,,,,,346.0,-143.2,,-101.7,46.5,-22.6,176.0,,190.7,,365.1,34.0,,,,,293.9,True,True,True,True,True,,,,,,False,True,,True,True,True,True,,True,,False,True,,,,,True
01103,289,238.0,360.8,226.8,,206.0,145.0,,,,,,384.0,388.3,,142.1,180.5,175.2,247.0,,185.8,,227.8,,,,,,733.8,-51.0,71.8,-62.2,,-83.0,-144.0,,,,,,95.0,99.3,,-146.9,-108.5,-113.8,-42.0,,-103.2,,-61.2,,,,,,444.8,False,False,,False,False,,,,,,False,False,,False,False,False,True,,False,,False,,,,,,False
01105,23,30.0,,32.0,,27.0,22.0,,,,,,33.0,38.4,,8.9,23.0,0.0,40.0,,11.0,,39.8,,,,,,65.9,7.0,,9.0,,4.0,-1.0,,,,,,10.0,15.4,,-14.1,-0.0,-23.0,17.0,,-12.0,,16.8,,,,,,42.9,,False,,True,True,,,,,,False,False,,False,True,False,False,,False,,False,,,,,,False
01107,92,84.0,,85.7,,59.0,70.0,,,,,,78.0,62.5,,39.7,59.3,36.0,61.0,,58.8,,64.3,,,,,,163.2,-8.0,,-6.3,,-33.0,-22.0,,,,,,-14.0,-29.5,,-52.3,-32.7,-56.0,-31.0,,-33.2,,-27.7,,,,,,71.2,,True,,False,False,,,,,,False,False,,False,False,False,False,,False,,False,,,,,,False
01109,95,38.0,,26.5,,34.0,29.0,,,,,,117.0,66.8,,6.8,30.5,0.1,61.0,,62.8,,57.5,,,,,,186.8,-57.0,,-68.5,,-61.0,-66.0,,,,,,22.0,-28.2,,-88.2,-64.5,-94.9,-34.0,,-32.2,,-37.5,,,,,,91.8,,False,,False,False,,,,,,True,True,,False,False,False,True,,True,,True,,,,,,False
01111,51,26.0,,31.7,,27.0,8.0,,,,,,67.0,59.2,,4.9,15.7,29.2,34.0,,26.0,,26.3,,,,,,44.1,-25.0,,-19.3,,-24.0,-43.0,,,,,,16.0,8.2,,-46.1,-35.3,-21.8,-17.0,,-25.0,,-24.7,,,,,,-6.9,,True,,True,False,,,,,,True,True,,False,False,True,True,,True,,True,,,,,,True
01113,133,94.0,509.4,101.8,,84.0,72.0,,,,,,189.0,152.4,,17.5,56.9,33.9,108.0,,45.4,,186.2,,,,,,263.3,-39.0,376.4,-31.2,,-49.0,-61.0,,,,,,56.0,19.4,,-115.5,-76.1,-99.1,-25.0,,-87.6,,53.2,,,,,,130.3,False,True,,False,False,,,,,,False,True,,False,False,False,True,,False,,False,,,,,,False
01115,231,134.0,403.2,124.8,,135.0,75.0,,,,,,226.0,324.0,,96.3,140.9,205.0,146.0,,100.8,,129.2,,,,,,401.2,-97.0,172.2,-106.2,,-96.0,-156.0,,,,,,-5.0,93.0,,-134.7,-90.1,-26.0,-85.0,,-130.2,,-101.8,,,,,,170.2,False,False,,True,False,,,,,,True,True,,False,True,True,True,,False,,False,,,,,,False
01117,459,412.0,1720.8,408.0,,358.0,276.0,,,,,,554.0,768.8,,367.9,357.3,260.2,404.0,,347.3,,352.9,279.0,,,,,1008.9,-47.0,1261.8,-51.0,,-101.0,-183.0,,,,,,95.0,309.8,,-91.1,-101.7,-198.8,-55.0,,-111.7,,-106.1,-180.0,,,,,549.9,False,False,,False,False,,,,,,False,False,,False,False,False,False,,False,,False,False,,,,,False
01119,22,26.0,,19.3,,17.0,23.0,,,,,,49.0,9.1,,3.7,15.7,0.2,,,33.4,,29.2,,,,,,28.2,4.0,,-2.7,,-5.0,1.0,,,,,,27.0,-12.9,,-18.3,-6.3,-21.8,,,11.4,,7.2,,,,,,6.2,,True,,False,True,,,,,,False,False,,False,False,False,,,False,,False,,,,,,False
01121,175,226.0,431.6,242.5,,218.0,156.0,,,,,,258.0,414.3,,154.9,179.9,164.6,156.0,,196.2,,247.1,,,,,,612.2,51.0,256.6,67.5,,43.0,-19.0,,,,,,83.0,239.3,,-20.1,4.9,-10.4,-19.0,,21.2,,72.1,,,,,,437.2,False,False,,True,True,,,,,,False,False,,True,True,True,True,,True,,False,,,,,,False
