,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IowaStateLW-STEM,LANL-GrowthRate,MITCovAlliance-SIR,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IowaStateLW-STEM,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IowaStateLW-STEM,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
17183,240,84.0,0.0,,,,158.0,106.7,,,,421.3,-156.0,-240.0,,,,-82.0,-133.3,,,,181.3,False,,,,True,True,,,,False
17185,86,7.0,,,,,49.0,14.7,,,,0.2,-79.0,,,,,-37.0,-71.3,,,,-85.8,,,,,True,True,,,,False
17187,101,42.0,,,,,123.0,0.7,37.3,,,3.4,-59.0,,,,,22.0,-100.3,-63.7,,,-97.6,,,,,True,False,False,,,False
17189,86,28.0,,,,,12.0,2.7,,,,2.5,-58.0,,,,,-74.0,-83.3,,,,-83.5,,,,,False,False,,,,False
17191,81,28.0,,,,,24.0,4.9,,,,324.1,-53.0,,,,,-57.0,-76.1,,,,243.1,,,,,False,False,,,,False
17193,109,28.0,,,,,9.0,4.1,,,,68.3,-81.0,,,,,-100.0,-104.9,,,,-40.7,,,,,False,False,,,,True
17195,292,112.0,73.1,,,,283.0,8.7,108.1,,,239.0,-180.0,-218.9,,,,-9.0,-283.3,-183.9,,,-53.0,False,,,,True,False,False,,,True
17197,4148,2380.0,4747.8,,,,2350.0,951.6,707.2,1925.2,,4481.9,-1768.0,599.8,,,,-1798.0,-3196.4,-3440.8,-2222.8,,333.9,True,,,,False,False,False,False,,True
17199,707,203.0,290.7,,,,213.0,54.5,240.9,,,2032.3,-504.0,-416.3,,,,-494.0,-652.5,-466.1,,,1325.3,True,,,,True,False,True,,,False
17201,1031,504.0,128.2,,,,1305.0,72.3,178.6,409.2,,164.5,-527.0,-902.8,,,,274.0,-958.7,-852.4,-621.8,,-866.5,False,,,,True,False,False,False,,False
17203,226,77.0,,,,,53.0,37.0,,,,1874.1,-149.0,,,,,-173.0,-189.0,,,,1648.1,,,,,False,False,,,,False
18001,133,0.0,,,,,14.0,13.4,,,,0.0,-133.0,,,,,-119.0,-119.6,,,,-133.0,,,,,True,True,,,,True
18003,1967,1414.0,3864.2,,,,2129.0,657.4,327.6,1196.7,,1972.2,-553.0,1897.2,,,,162.0,-1309.6,-1639.4,-770.3,,5.2,False,,,,True,False,False,False,,True
18005,451,105.0,172.3,,,,300.0,15.3,31.2,83.5,,306.3,-346.0,-278.7,,,,-151.0,-435.7,-419.8,-367.5,,-144.7,True,,,,True,False,False,False,,True
18007,28,21.0,,,,,9.0,9.6,,,,216.3,-7.0,,,,,-19.0,-18.4,,,,188.3,,,,,False,False,,,,False
18009,31,21.0,,,,,9.0,2.8,,,,9.1,-10.0,,,,,-22.0,-28.2,,,,-21.9,,,,,False,False,,,,False
18011,345,315.0,165.9,,,,302.0,174.4,238.2,227.0,,1579.8,-30.0,-179.1,,,,-43.0,-170.6,-106.8,-118.0,,1234.8,False,,,,False,False,False,False,,False
18013,45,35.0,,,,,9.0,2.6,,,,636.3,-10.0,,,,,-36.0,-42.4,,,,591.3,,,,,False,False,,,,False
18015,140,28.0,,,,,47.0,2.2,23.0,,,411.4,-112.0,,,,,-93.0,-137.8,-117.0,,,271.4,,,,,True,False,False,,,False
18017,220,42.0,,,,,546.0,6.3,5.3,,,101.2,-178.0,,,,,326.0,-213.7,-214.7,,,-118.8,,,,,False,False,False,,,True
18019,1015,385.0,216.4,,,,282.0,133.5,82.7,280.8,,1819.4,-630.0,-798.6,,,,-733.0,-881.5,-932.3,-734.2,,804.4,False,,,,False,False,False,False,,False
18021,160,28.0,,,,,54.0,6.1,,,,790.6,-132.0,,,,,-106.0,-153.9,,,,630.6,,,,,True,False,,,,False
18023,253,14.0,,,,,130.0,0.5,35.9,,,1.5,-239.0,,,,,-123.0,-252.5,-217.1,,,-251.5,,,,,True,False,True,,,False
18025,28,21.0,,,,,2.0,2.6,,,,4.1,-7.0,,,,,-26.0,-25.4,,,,-23.9,,,,,False,False,,,,False
18027,325,56.0,,,,,95.0,2.0,51.0,,,21.1,-269.0,,,,,-230.0,-323.0,-274.0,,,-303.9,,,,,True,False,False,,,False
18029,311,210.0,,,,,114.0,54.8,121.5,,,710.3,-101.0,,,,,-197.0,-256.2,-189.5,,,399.3,,,,,False,False,False,,,False
18031,138,49.0,,,,,77.0,0.3,18.8,,,5.5,-89.0,,,,,-61.0,-137.7,-119.2,,,-132.5,,,,,True,False,False,,,False
18033,157,63.0,,,,,94.0,4.5,113.0,,,66.9,-94.0,,,,,-63.0,-152.5,-44.0,,,-90.1,,,,,True,False,True,,,True
18035,606,280.0,161.7,,,,604.0,40.4,29.7,497.1,,1144.3,-326.0,-444.3,,,,-2.0,-565.6,-576.3,-108.9,,538.3,False,,,,True,False,False,True,,False
18037,527,266.0,,,,,107.0,33.1,39.7,,,1178.9,-261.0,,,,,-420.0,-493.9,-487.3,,,651.9,,,,,False,False,False,,,False
18039,2015,2296.0,1477.9,,,,2324.0,1405.9,622.3,2519.2,,2165.8,281.0,-537.1,,,,309.0,-609.1,-1392.7,504.2,,150.8,False,,,,False,False,False,False,,True
18041,203,56.0,,,,,99.0,3.3,35.1,,,113.2,-147.0,,,,,-104.0,-199.7,-167.9,,,-89.8,,,,,True,False,False,,,True
18043,659,245.0,92.8,,,,208.0,103.6,61.2,526.2,,1785.4,-414.0,-566.2,,,,-451.0,-555.4,-597.8,-132.8,,1126.4,False,,,,False,False,False,True,,False
18045,57,35.0,,,,,19.0,2.8,,,,55.4,-22.0,,,,,-38.0,-54.2,,,,-1.6,,,,,False,False,,,,True
18047,146,21.0,,,,,21.0,0.2,17.7,,,25.9,-125.0,,,,,-125.0,-145.8,-128.3,,,-120.1,,,,,False,False,False,,,True
18049,128,28.0,,,,,47.0,9.1,,,,10.3,-100.0,,,,,-81.0,-118.9,,,,-117.7,,,,,True,False,,,,False
18051,191,371.0,,,,,56.0,728.5,193.5,,,709.0,180.0,,,,,-135.0,537.5,2.5,,,518.0,,,,,True,False,True,,,False
18053,320,189.0,98.8,,,,333.0,33.0,42.5,123.3,,2758.5,-131.0,-221.2,,,,13.0,-287.0,-277.5,-196.7,,2438.5,False,,,,True,False,False,False,,False
18055,165,63.0,,,,,84.0,2.2,15.6,,,351.1,-102.0,,,,,-81.0,-162.8,-149.4,,,186.1,,,,,True,False,False,,,False
18057,2120,1071.0,450.6,,,,1493.0,890.7,645.7,1010.0,,3342.0,-1049.0,-1669.4,,,,-627.0,-1229.3,-1474.3,-1110.0,,1222.0,False,,,,True,False,False,False,,False
18059,348,189.0,97.5,,,,291.0,17.3,162.8,23.1,,167.7,-159.0,-250.5,,,,-57.0,-330.7,-185.2,-324.9,,-180.3,False,,,,True,False,False,False,,False
18061,256,35.0,,,,,25.0,0.3,11.1,,,1.2,-221.0,,,,,-231.0,-255.7,-244.9,,,-254.8,,,,,False,False,False,,,False
18063,831,448.0,331.5,,,,740.0,180.2,170.7,285.3,,1472.9,-383.0,-499.5,,,,-91.0,-650.8,-660.3,-545.7,,641.9,False,,,,True,False,False,False,,False
18065,295,294.0,,,,,110.0,53.3,124.6,,,187.0,-1.0,,,,,-185.0,-241.7,-170.4,,,-108.0,,,,,False,False,False,,,False
18067,458,231.0,241.1,,,,476.0,41.1,135.1,130.6,,148.9,-227.0,-216.9,,,,18.0,-416.9,-322.9,-327.4,,-309.1,True,,,,True,False,False,False,,False
18069,69,140.0,,,,,49.0,37.1,,,,1377.5,71.0,,,,,-20.0,-31.9,,,,1308.5,,,,,True,True,,,,False
18071,210,63.0,,,,,148.0,6.8,42.2,,,17.3,-147.0,,,,,-62.0,-203.2,-167.8,,,-192.7,,,,,True,False,False,,,False
18073,184,147.0,,,,,55.0,14.4,100.5,,,563.3,-37.0,,,,,-129.0,-169.6,-83.5,,,379.3,,,,,False,False,False,,,False
18075,58,14.0,,,,,11.0,9.3,,,,182.0,-44.0,,,,,-47.0,-48.7,,,,124.0,,,,,False,False,,,,False
18077,120,98.0,,,,,33.0,6.6,,,,1205.4,-22.0,,,,,-87.0,-113.4,,,,1085.4,,,,,False,False,,,,False
18079,87,35.0,,,,,42.0,4.2,64.8,,,17.7,-52.0,,,,,-45.0,-82.8,-22.2,,,-69.3,,,,,True,False,True,,,False
18081,672,588.0,358.2,,,,917.0,164.0,73.2,460.8,,2674.6,-84.0,-313.8,,,,245.0,-508.0,-598.8,-211.2,,2002.6,False,,,,False,False,False,False,,False
18083,261,49.0,,,,,95.0,17.2,,,,307.4,-212.0,,,,,-166.0,-243.8,,,,46.4,,,,,True,False,,,,True
18085,444,280.0,824.6,,,,465.0,33.2,240.0,,,52.0,-164.0,380.6,,,,21.0,-410.8,-204.0,,,-392.0,False,,,,True,False,False,,,False
18087,112,119.0,,,,,302.0,14.4,110.7,,,56.7,7.0,,,,,190.0,-97.6,-1.3,,,-55.3,,,,,False,False,True,,,False
18089,3436,3388.0,2158.5,,,,1158.0,2471.5,1718.7,3444.5,,9490.0,-48.0,-1277.5,,,,-2278.0,-964.5,-1717.3,8.5,,6054.0,False,,,,False,False,False,True,,False
18091,556,371.0,295.3,,,,286.0,62.4,174.1,164.7,,808.8,-185.0,-260.7,,,,-270.0,-493.6,-381.9,-391.3,,252.8,False,,,,False,False,False,False,,False
18093,193,70.0,,,,,95.0,5.4,204.0,,,12.5,-123.0,,,,,-98.0,-187.6,11.0,,,-180.5,,,,,True,False,True,,,False
18095,596,133.0,102.3,,,,506.0,12.2,19.5,70.4,,123.4,-463.0,-493.7,,,,-90.0,-583.8,-576.5,-525.6,,-472.6,False,,,,True,False,False,False,,False
18097,6193,3311.0,2308.1,,,,4940.0,1141.1,240.3,2829.8,,6378.1,-2882.0,-3884.9,,,,-1253.0,-5051.9,-5952.7,-3363.2,,185.1,False,,,,True,False,False,False,,True
18099,340,434.0,,,,,356.0,96.1,244.1,,,680.0,94.0,,,,,16.0,-243.9,-95.9,,,340.0,,,,,True,False,False,,,False
18101,77,28.0,,,,,8.0,5.9,,,,484.9,-49.0,,,,,-69.0,-71.1,,,,407.9,,,,,False,False,,,,False
18103,124,77.0,,,,,106.0,12.7,33.4,,,1287.8,-47.0,,,,,-18.0,-111.3,-90.6,,,1163.8,,,,,True,False,False,,,False
18105,715,448.0,135.0,,,,356.0,398.8,410.4,367.8,,922.9,-267.0,-580.0,,,,-359.0,-316.2,-304.6,-347.2,,207.9,False,,,,False,False,False,False,,True
18107,123,28.0,,,,,130.0,0.2,25.3,,,0.7,-95.0,,,,,7.0,-122.8,-97.7,,,-122.3,,,,,True,False,False,,,False
18109,246,105.0,61.3,,,,190.0,40.3,27.9,58.6,,923.5,-141.0,-184.7,,,,-56.0,-205.7,-218.1,-187.4,,677.5,False,,,,True,False,False,False,,False
18111,42,14.0,,,,,20.0,0.8,12.5,,,2.6,-28.0,,,,,-22.0,-41.2,-29.5,,,-39.4,,,,,True,False,False,,,False
18113,285,308.0,,,,,212.0,49.7,140.8,,,237.4,23.0,,,,,-73.0,-235.3,-144.2,,,-47.6,,,,,False,False,False,,,False
18115,52,63.0,,,,,1.0,1.1,,,,248.2,11.0,,,,,-51.0,-50.9,,,,196.2,,,,,False,False,,,,False
18117,106,7.0,,,,,33.0,0.1,4.9,,,122.2,-99.0,,,,,-73.0,-105.9,-101.1,,,16.2,,,,,True,False,False,,,True
18119,88,35.0,,,,,28.0,3.3,,,,36.8,-53.0,,,,,-60.0,-84.7,,,,-51.2,,,,,False,False,,,,True
18121,58,35.0,,,,,27.0,1.3,,,,793.0,-23.0,,,,,-31.0,-56.7,,,,735.0,,,,,False,False,,,,False
18123,64,140.0,,,,,19.0,26.3,102.6,,,372.2,76.0,,,,,-45.0,-37.7,38.6,,,308.2,,,,,True,True,True,,,False
18125,85,7.0,,,,,7.0,0.4,,,,0.0,-78.0,,,,,-78.0,-84.6,,,,-85.0,,,,,False,False,,,,False
18127,866,742.0,410.6,,,,402.0,745.1,289.8,389.8,,5558.2,-124.0,-455.4,,,,-464.0,-120.9,-576.2,-476.2,,4692.2,False,,,,False,True,False,False,,False
18129,154,133.0,,,,,15.0,13.5,,,,718.4,-21.0,,,,,-139.0,-140.5,,,,564.4,,,,,False,False,,,,False
18131,37,14.0,,,,,28.0,4.1,,,,0.1,-23.0,,,,,-9.0,-32.9,,,,-36.9,,,,,True,False,,,,False
18133,256,35.0,,,,,79.0,1.0,22.2,,,30.8,-221.0,,,,,-177.0,-255.0,-233.8,,,-225.2,,,,,True,False,False,,,False
18135,82,7.0,,,,,14.0,9.4,,,,0.0,-75.0,,,,,-68.0,-72.6,,,,-82.0,,,,,True,True,,,,False
18137,118,105.0,,,,,28.0,21.9,5.0,,,829.2,-13.0,,,,,-90.0,-96.1,-113.0,,,711.2,,,,,False,False,False,,,False
18139,81,35.0,,,,,18.0,3.7,,,,84.5,-46.0,,,,,-63.0,-77.3,,,,3.5,,,,,False,False,,,,True
18141,2921,1386.0,1527.3,,,,1993.0,713.5,601.0,972.7,,3637.9,-1535.0,-1393.7,,,,-928.0,-2207.5,-2320.0,-1948.3,,716.9,True,,,,True,False,False,False,,True
18143,145,28.0,,,,,51.0,1.3,22.9,,,9.6,-117.0,,,,,-94.0,-143.7,-122.1,,,-135.4,,,,,True,False,False,,,False
18145,162,217.0,,,,,240.0,36.0,21.3,,,1579.7,55.0,,,,,78.0,-126.0,-140.7,,,1417.7,,,,,False,False,False,,,False
18147,103,119.0,,,,,4.0,5.4,,,,751.9,16.0,,,,,-99.0,-97.6,,,,648.9,,,,,False,False,,,,False
18149,106,84.0,,,,,97.0,66.1,95.7,,,112.2,-22.0,,,,,-9.0,-39.9,-10.3,,,6.2,,,,,True,False,True,,,True
18151,134,56.0,,,,,62.0,10.5,79.7,,,87.9,-78.0,,,,,-72.0,-123.5,-54.3,,,-46.1,,,,,True,False,True,,,True
18153,237,42.0,,,,,35.0,3.3,,,,963.4,-195.0,,,,,-202.0,-233.7,,,,726.4,,,,,False,False,,,,False
18155,33,42.0,,,,,4.0,1.3,,,,395.5,9.0,,,,,-29.0,-31.7,,,,362.5,,,,,False,False,,,,False
18157,784,532.0,806.0,,,,596.0,208.2,762.5,622.3,,248.2,-252.0,22.0,,,,-188.0,-575.8,-21.5,-161.7,,-535.8,True,,,,True,False,True,True,,False
18159,154,14.0,,,,,14.0,2.0,,,,7.1,-140.0,,,,,-140.0,-152.0,,,,-146.9,,,,,False,False,,,,False
18161,48,7.0,,,,,1.0,0.5,,,,335.1,-41.0,,,,,-47.0,-47.5,,,,287.1,,,,,False,False,,,,False
18163,1801,1575.0,708.2,,,,725.0,3907.9,780.2,1989.2,,5732.5,-226.0,-1092.8,,,,-1076.0,2106.9,-1020.8,188.2,,3931.5,False,,,,False,False,False,True,,False
18165,75,42.0,,,,,42.0,0.8,,,,742.3,-33.0,,,,,-33.0,-74.2,,,,667.3,,,,,False,False,,,,False
18167,976,147.0,199.2,,,,255.0,24.9,68.8,244.5,,1777.1,-829.0,-776.8,,,,-721.0,-951.1,-907.2,-731.5,,801.1,True,,,,True,False,False,True,,True
18169,86,28.0,,,,,63.0,1.2,104.4,,,13.2,-58.0,,,,,-23.0,-84.8,18.4,,,-72.8,,,,,True,False,True,,,False
18171,23,7.0,,,,,7.0,0.8,,,,394.9,-16.0,,,,,-16.0,-22.2,,,,371.9,,,,,False,False,,,,False
18173,501,266.0,64.6,,,,129.0,382.2,133.6,752.0,,1652.0,-235.0,-436.4,,,,-372.0,-118.8,-367.4,251.0,,1151.0,False,,,,False,True,False,False,,False
18175,147,0.0,,,,,17.0,9.3,,,,3.6,-147.0,,,,,-130.0,-137.7,,,,-143.4,,,,,True,True,,,,True
18177,375,126.0,284.6,,,,285.0,50.3,144.3,,,290.8,-249.0,-90.4,,,,-90.0,-324.7,-230.7,,,-84.2,True,,,,True,False,True,,,True
18179,125,77.0,,,,,37.0,20.8,,,,684.0,-48.0,,,,,-88.0,-104.2,,,,559.0,,,,,False,False,,,,False
18181,163,98.0,,,,,72.0,7.9,14.4,,,429.6,-65.0,,,,,-91.0,-155.1,-148.6,,,266.6,,,,,False,False,False,,,False
18183,104,112.0,,,,,67.0,47.6,85.6,,,274.5,8.0,,,,,-37.0,-56.4,-18.4,,,170.5,,,,,False,False,False,,,False
19001,36,14.0,,,,,56.0,1.8,,,,13.7,-22.0,,,,,20.0,-34.2,,,,-22.3,,,,,True,False,,,,False
19003,12,0.0,,,,,24.0,0.5,,,,0.0,-12.0,,,,,12.0,-11.5,,,,-12.0,,,,,False,True,,,,True
19005,39,70.0,,,,,89.0,4.7,4.6,,,33.2,31.0,,,,,50.0,-34.3,-34.4,,,-5.8,,,,,False,False,False,,,True
19007,62,7.0,,,,,74.0,1.6,,,,0.0,-55.0,,,,,12.0,-60.4,,,,-62.0,,,,,True,False,,,,False
19009,25,14.0,,,,,44.0,1.1,,,,256.6,-11.0,,,,,19.0,-23.9,,,,231.6,,,,,False,False,,,,False
19011,125,70.0,,,,,204.0,11.5,,,,165.0,-55.0,,,,,79.0,-113.5,,,,40.0,,,,,False,False,,,,True
19013,1265,1680.0,430.7,,,,1750.0,1675.3,331.6,1117.1,,1956.3,415.0,-834.3,,,,485.0,410.3,-933.4,-147.9,,691.3,False,,,,False,True,False,True,,False
19015,176,140.0,,,,,380.0,30.4,166.8,,,681.7,-36.0,,,,,204.0,-145.6,-9.2,,,505.7,,,,,False,False,True,,,False
19017,183,126.0,,,,,234.0,32.3,81.6,,,833.2,-57.0,,,,,51.0,-150.7,-101.4,,,650.2,,,,,True,False,False,,,False
19019,112,91.0,,,,,194.0,6.7,,,,6.1,-21.0,,,,,82.0,-105.3,,,,-105.9,,,,,False,False,,,,False
19021,89,182.0,,,,,570.0,13.9,35.2,,,0.0,93.0,,,,,481.0,-75.1,-53.8,,,-89.0,,,,,False,True,True,,,True
19023,129,105.0,,,,,116.0,46.4,,,,175.7,-24.0,,,,,-13.0,-82.6,,,,46.7,,,,,True,False,,,,False
19025,63,98.0,,,,,149.0,39.4,,,,148.9,35.0,,,,,86.0,-23.6,,,,85.9,,,,,False,True,,,,False
19027,259,119.0,,,,,215.0,86.5,201.7,,,221.8,-140.0,,,,,-44.0,-172.5,-57.3,,,-37.2,,,,,True,False,True,,,True
19029,87,42.0,,,,,115.0,2.7,,,,58.5,-45.0,,,,,28.0,-84.3,,,,-28.5,,,,,True,False,,,,True
19031,56,91.0,,,,,89.0,11.8,,,,505.3,35.0,,,,,33.0,-44.2,,,,449.3,,,,,True,False,,,,False
19033,559,896.0,,,,,693.0,4626.4,309.4,,,1653.6,337.0,,,,,134.0,4067.4,-249.6,,,1094.6,,,,,True,False,True,,,False
19035,53,56.0,,,,,178.0,22.6,,,,337.1,3.0,,,,,125.0,-30.4,,,,284.1,,,,,False,False,,,,False
19037,80,7.0,,,,,96.0,8.4,,,,0.0,-73.0,,,,,16.0,-71.6,,,,-80.0,,,,,True,True,,,,False
19039,95,84.0,,,,,103.0,9.6,0.4,,,182.4,-11.0,,,,,8.0,-85.4,-94.6,,,87.4,,,,,True,False,False,,,False
19041,89,112.0,,,,,440.0,16.2,137.3,,,207.9,23.0,,,,,351.0,-72.8,48.3,,,118.9,,,,,False,False,False,,,False
19043,129,49.0,,,,,111.0,6.1,,,,502.3,-80.0,,,,,-18.0,-122.9,,,,373.3,,,,,True,False,,,,False
19045,673,175.0,,,,,396.0,196.0,183.1,,,430.6,-498.0,,,,,-277.0,-477.0,-489.9,,,-242.4,,,,,True,True,True,,,True
19047,155,21.0,,,,,202.0,1.4,12.4,,,2.4,-134.0,,,,,47.0,-153.6,-142.6,,,-152.6,,,,,True,False,False,,,False
19049,974,854.0,146.2,,,,958.0,570.2,672.6,602.7,,1537.9,-120.0,-827.8,,,,-16.0,-403.8,-301.4,-371.3,,563.9,False,,,,True,False,False,False,,False
19051,40,21.0,,,,,46.0,5.6,,,,3.0,-19.0,,,,,6.0,-34.4,,,,-37.0,,,,,True,False,,,,False
19053,31,14.0,,,,,55.0,2.4,,,,9.4,-17.0,,,,,24.0,-28.6,,,,-21.6,,,,,False,False,,,,False
19055,154,49.0,,,,,127.0,25.2,,,,34.3,-105.0,,,,,-27.0,-128.8,,,,-119.7,,,,,True,False,,,,False
19057,461,84.0,,,,,580.0,7.6,209.8,,,734.3,-377.0,,,,,119.0,-453.4,-251.2,,,273.3,,,,,True,False,True,,,True
19059,123,245.0,,,,,237.0,41.9,123.7,,,390.0,122.0,,,,,114.0,-81.1,0.7,,,267.0,,,,,True,True,True,,,False
19061,1076,1799.0,1233.6,,,,1196.0,2926.9,753.8,2466.1,,2913.3,723.0,157.6,,,,120.0,1850.9,-322.2,1390.1,,1837.3,True,,,,True,False,True,False,,False
19063,125,70.0,,,,,149.0,58.2,,,,61.8,-55.0,,,,,24.0,-66.8,,,,-63.2,,,,,True,False,,,,False
19065,81,63.0,,,,,164.0,8.1,,,,118.0,-18.0,,,,,83.0,-72.9,,,,37.0,,,,,False,False,,,,False
19067,147,63.0,,,,,141.0,44.7,,,,475.0,-84.0,,,,,-6.0,-102.3,,,,328.0,,,,,True,False,,,,False
19069,195,105.0,,,,,129.0,99.3,88.4,,,49.3,-90.0,,,,,-66.0,-95.7,-106.6,,,-145.7,,,,,True,False,False,,,False
19071,52,21.0,,,,,42.0,1.0,,,,202.8,-31.0,,,,,-10.0,-51.0,,,,150.8,,,,,True,False,,,,False
19073,27,7.0,,,,,87.0,10.9,,,,96.6,-20.0,,,,,60.0,-16.1,,,,69.6,,,,,False,True,,,,False
19075,79,70.0,,,,,135.0,8.0,,,,187.0,-9.0,,,,,56.0,-71.0,,,,108.0,,,,,False,False,,,,False
19077,95,63.0,,,,,105.0,12.2,,,,457.1,-32.0,,,,,10.0,-82.8,,,,362.1,,,,,True,False,,,,False
19079,104,98.0,,,,,220.0,10.5,82.3,,,432.5,-6.0,,,,,116.0,-93.5,-21.7,,,328.5,,,,,False,False,False,,,False
19081,93,63.0,,,,,120.0,22.6,,,,54.3,-30.0,,,,,27.0,-70.4,,,,-38.7,,,,,True,False,,,,False
19083,139,140.0,,,,,205.0,43.2,,,,399.0,1.0,,,,,66.0,-95.8,,,,260.0,,,,,False,False,,,,False
19085,87,49.0,,,,,145.0,16.6,,,,492.0,-38.0,,,,,58.0,-70.4,,,,405.0,,,,,False,False,,,,False
19087,183,49.0,,,,,156.0,13.8,,,,656.7,-134.0,,,,,-27.0,-169.2,,,,473.7,,,,,True,False,,,,False
19089,93,14.0,,,,,59.0,4.9,,,,8.1,-79.0,,,,,-34.0,-88.1,,,,-84.9,,,,,True,False,,,,False
19091,135,42.0,,,,,162.0,25.7,,,,54.1,-93.0,,,,,27.0,-109.3,,,,-80.9,,,,,True,False,,,,True
19093,20,0.0,,,,,144.0,1.7,,,,0.0,-20.0,,,,,124.0,-18.3,,,,-20.0,,,,,False,True,,,,True
19095,53,84.0,,,,,107.0,7.5,,,,449.1,31.0,,,,,54.0,-45.5,,,,396.1,,,,,False,False,,,,False
19097,144,196.0,,,,,123.0,17.2,,,,892.4,52.0,,,,,-21.0,-126.8,,,,748.4,,,,,True,False,,,,False
19099,233,147.0,,,,,385.0,98.9,37.4,,,1214.3,-86.0,,,,,152.0,-134.1,-195.6,,,981.3,,,,,False,False,False,,,False
19101,56,21.0,,,,,101.0,14.7,,,,0.0,-35.0,,,,,45.0,-41.3,,,,-56.0,,,,,False,False,,,,False
19103,2218,1134.0,873.2,,,,1783.0,1179.3,1256.1,1517.1,,281.7,-1084.0,-1344.8,,,,-435.0,-1038.7,-961.9,-700.9,,-1936.3,False,,,,True,True,True,True,,False
19105,98,105.0,,,,,146.0,13.2,,,,352.4,7.0,,,,,48.0,-84.8,,,,254.4,,,,,False,False,,,,False
19107,40,21.0,,,,,53.0,1.7,,,,314.1,-19.0,,,,,13.0,-38.3,,,,274.1,,,,,True,False,,,,False
19109,81,49.0,,,,,162.0,7.8,,,,306.2,-32.0,,,,,81.0,-73.2,,,,225.2,,,,,False,False,,,,False
19111,340,7.0,,,,,182.0,15.3,,,,0.0,-333.0,,,,,-158.0,-324.7,,,,-340.0,,,,,True,True,,,,False
19113,1571,833.0,175.6,,,,2361.0,840.6,538.4,996.3,,1722.6,-738.0,-1395.4,,,,790.0,-730.4,-1032.6,-574.7,,151.6,False,,,,False,True,False,True,,True
19115,38,35.0,,,,,74.0,1.7,3.5,,,38.8,-3.0,,,,,36.0,-36.3,-34.5,,,0.8,,,,,False,False,False,,,True
19117,59,35.0,,,,,62.0,5.7,,,,335.5,-24.0,,,,,3.0,-53.3,,,,276.5,,,,,True,False,,,,False
19119,90,112.0,,,,,146.0,15.4,,,,478.9,22.0,,,,,56.0,-74.6,,,,388.9,,,,,False,False,,,,False
19121,109,70.0,,,,,137.0,10.4,,,,269.0,-39.0,,,,,28.0,-98.6,,,,160.0,,,,,True,False,,,,False
19123,95,28.0,,,,,164.0,0.8,24.1,,,452.5,-67.0,,,,,69.0,-94.2,-70.9,,,357.5,,,,,False,False,False,,,False
19125,385,70.0,,,,,189.0,29.8,,,,1059.3,-315.0,,,,,-196.0,-355.2,,,,674.3,,,,,True,False,,,,False
19127,540,343.0,,,,,632.0,51.4,33.1,,,489.8,-197.0,,,,,92.0,-488.6,-506.9,,,-50.2,,,,,True,False,False,,,True
19129,82,77.0,,,,,143.0,13.1,,,,333.8,-5.0,,,,,61.0,-68.9,,,,251.8,,,,,False,False,,,,False
19131,66,49.0,,,,,80.0,31.8,,,,4.4,-17.0,,,,,14.0,-34.2,,,,-61.6,,,,,True,False,,,,False
19133,29,14.0,,,,,109.0,31.8,,,,1.8,-15.0,,,,,80.0,2.8,,,,-27.2,,,,,False,True,,,,False
19135,52,14.0,,,,,50.0,6.5,,,,115.9,-38.0,,,,,-2.0,-45.5,,,,63.9,,,,,True,False,,,,False
19137,66,14.0,,,,,69.0,1.1,,,,481.9,-52.0,,,,,3.0,-64.9,,,,415.9,,,,,True,False,,,,False
19139,267,406.0,,,,,410.0,228.3,26.7,,,860.2,139.0,,,,,143.0,-38.7,-240.3,,,593.2,,,,,False,True,False,,,False
19141,99,56.0,,,,,265.0,70.3,,,,163.6,-43.0,,,,,166.0,-28.7,,,,64.6,,,,,False,True,,,,False
19143,30,63.0,,,,,93.0,15.4,,,,78.0,33.0,,,,,63.0,-14.6,,,,48.0,,,,,False,True,,,,False
19145,92,7.0,,,,,127.0,1.4,,,,14.5,-85.0,,,,,35.0,-90.6,,,,-77.5,,,,,True,False,,,,True
19147,66,70.0,,,,,135.0,33.5,,,,158.4,4.0,,,,,69.0,-32.5,,,,92.4,,,,,False,False,,,,False
19149,366,210.0,,,,,349.0,38.4,184.1,,,438.1,-156.0,,,,,-17.0,-327.6,-181.9,,,72.1,,,,,True,False,False,,,True
19151,28,91.0,,,,,98.0,36.8,10.7,,,17.8,63.0,,,,,70.0,8.8,-17.3,,,-10.2,,,,,False,True,True,,,True
