,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,CovidAnalytics-DELPHI,DDS-NBDS,IHME-CurveFit,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,OliverWyman-Navigator,QJHong-Encounter,RobertWalraven-ESG,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-IHME-CurveFit,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-OliverWyman-Navigator,error-QJHong-Encounter,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-IHME-CurveFit,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-OliverWyman-Navigator,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
20023,3,3.0,,2.7,,0.0,0.0,,,,,3.0,,0.0,0.3,0.0,,3.3,,,,,1.0,,0.0,,-0.3,,-3.0,-3.0,,,,,0.0,,-3.0,-2.7,-3.0,,0.3,,,,,-2.0,,,False,,False,False,,,,,False,,False,False,False,,False,,,,,False,
20025,2,3.0,,3.7,,3.0,0.0,,,,,2.9,,0.9,1.0,,,4.2,3.8,,,,3.0,,1.0,,1.7,,1.0,-2.0,,,,,0.9,,-1.1,-1.0,,,2.2,1.8,,,,1.0,,,False,,False,False,,,,,True,,False,True,,,False,False,,,,False,
20027,11,9.0,,9.8,,1.0,0.0,,,,,25.0,,0.3,1.5,,,3.3,,,,,7.0,,-2.0,,-1.2,,-10.0,-11.0,,,,,14.0,,-10.7,-9.5,,,-7.7,,,,,-4.0,,,True,,False,False,,,,,False,,False,False,,,False,,,,,False,
20029,20,9.0,,8.4,,3.0,0.0,,,,,8.5,,0.7,2.5,0.0,,7.2,4.5,,,,6.0,,-11.0,,-11.6,,-17.0,-20.0,,,,,-11.5,,-19.3,-17.5,-20.0,,-12.8,-15.5,,,,-14.0,,,False,,False,False,,,,,False,,False,False,False,,False,False,,,,False,
20031,12,6.0,,6.5,,3.0,0.0,,,,,6.6,,1.2,1.4,,,13.3,5.7,,,,4.0,,-6.0,,-5.5,,-9.0,-12.0,,,,,-5.4,,-10.8,-10.6,,,1.3,-6.3,,,,-8.0,,,True,,False,False,,,,,True,,False,False,,,True,False,,,,False,
20033,4,6.0,,6.0,,1.0,0.0,,,,,3.4,,0.0,0.4,0.0,,5.3,,,,,3.0,,2.0,,2.0,,-3.0,-4.0,,,,,-0.6,,-4.0,-3.6,-4.0,,1.3,,,,,-1.0,,,False,,False,False,,,,,True,,False,False,False,,True,,,,,True,
20035,84,42.0,,42.4,,48.0,62.0,,,,,147.7,,4.8,29.5,,,54.9,62.5,,,,48.0,,-42.0,,-41.6,,-36.0,-22.0,,,,,63.7,,-79.2,-54.5,,,-29.1,-21.5,,,,-36.0,,,True,,True,True,,,,,False,,False,False,,,True,True,,,,True,
20037,153,36.0,,38.5,,29.0,27.0,,,,,121.6,,0.9,21.2,,,51.8,32.2,,,,23.0,,-117.0,,-114.5,,-124.0,-126.0,,,,,-31.4,,-152.1,-131.8,,,-101.2,-120.8,,,,-130.0,,,True,,False,False,,,,,True,,False,False,,,True,False,,,,False,
20039,1,0.0,,0.2,,0.0,0.0,,,,,4.7,,,0.0,0.0,,0.0,,,,,0.0,,-1.0,,-0.8,,-1.0,-1.0,,,,,3.7,,,-1.0,-1.0,,-1.0,,,,,-1.0,,,True,,False,False,,,,,False,,,True,False,,False,,,,,False,
20041,32,21.0,,20.5,,8.0,0.0,,,,,46.6,,1.4,7.1,,,6.5,,,,,15.0,,-11.0,,-11.5,,-24.0,-32.0,,,,,14.6,,-30.6,-24.9,,,-25.5,,,,,-17.0,,,False,,False,False,,,,,False,,False,False,,,False,,,,,False,
20043,22,12.0,,11.3,,3.0,1.0,,,,,11.9,,1.1,1.9,,,2.4,16.9,,,,8.0,,-10.0,,-10.7,,-19.0,-21.0,,,,,-10.1,,-20.9,-20.1,,,-19.6,-5.1,,,,-14.0,,,False,,False,False,,,,,False,,False,False,,,False,True,,,,False,
20045,599,192.0,419.9,210.0,,191.0,192.0,,,,,546.8,,64.8,128.6,144.0,,222.8,140.1,,,,165.0,,-407.0,-179.1,-389.0,,-408.0,-407.0,,,,,-52.2,,-534.2,-470.4,-455.0,,-376.2,-458.9,,,,-434.0,,True,True,,False,False,,,,,True,,False,False,False,,True,False,,,,False,
20047,19,0.0,,0.5,,0.0,0.0,,,,,2.6,,0.1,0.1,0.0,,0.9,0.5,,,,1.0,,-19.0,,-18.5,,-19.0,-19.0,,,,,-16.4,,-18.9,-18.9,-19.0,,-18.1,-18.5,,,,-18.0,,,True,,False,False,,,,,True,,True,True,False,,True,True,,,,True,
20049,0,0.0,,0.0,,0.0,0.0,,,,,1.8,,,0.0,0.0,,0.0,,,,,0.0,,0.0,,0.0,,0.0,0.0,,,,,1.8,,,0.0,0.0,,0.0,,,,,0.0,,,True,,True,True,,,,,False,,,False,True,,True,,,,,True,
20051,200,39.0,,32.3,,35.0,21.0,,,,,138.9,,7.1,26.1,29.0,,45.9,46.2,,,,46.0,,-161.0,,-167.7,,-165.0,-179.0,,,,,-61.1,,-192.9,-173.9,-171.0,,-154.1,-153.8,,,,-154.0,,,False,,False,False,,,,,True,,False,False,False,,True,True,,,,True,
20053,4,9.0,,10.2,,2.0,0.0,,,,,6.1,,0.2,0.8,,,7.3,,,,,7.0,,5.0,,6.2,,-2.0,-4.0,,,,,2.1,,-3.8,-3.2,,,3.3,,,,,3.0,,,False,,True,True,,,,,True,,True,True,,,True,,,,,True,
20055,165,138.0,,141.6,,124.0,326.0,,,,,132.5,,24.4,106.5,315.0,,194.2,79.5,,,,3.0,,-27.0,,-23.4,,-41.0,161.0,,,,,-32.5,,-140.6,-58.5,150.0,,29.2,-85.5,,,,-162.0,,,True,,False,False,,,,,False,,False,False,False,,False,False,,,,False,
20057,266,129.0,,133.6,,99.0,31.0,,,,,47.3,,16.0,83.4,342.0,,238.6,114.2,,,,0.0,,-137.0,,-132.4,,-167.0,-235.0,,,,,-218.7,,-250.0,-182.6,76.0,,-27.4,-151.8,,,,-266.0,,,True,,False,False,,,,,False,,False,False,True,,True,False,,,,False,
20059,80,87.0,,85.6,,84.0,122.0,,,,,122.0,,14.6,46.9,52.0,,85.4,114.3,,,,82.0,,7.0,,5.6,,4.0,42.0,,,,,42.0,,-65.4,-33.1,-28.0,,5.4,34.3,,,,2.0,,,True,,True,False,,,,,False,,False,False,False,,True,False,,,,True,
20061,116,36.0,,34.7,,31.0,38.0,,,,,96.8,,11.7,35.5,32.0,,28.0,19.6,,,,37.0,,-80.0,,-81.3,,-85.0,-78.0,,,,,-19.2,,-104.3,-80.5,-84.0,,-88.0,-96.4,,,,-79.0,,,False,,False,True,,,,,True,,False,False,False,,False,False,,,,True,
20063,5,9.0,,8.0,,0.0,0.0,,,,,2.9,,0.0,0.7,0.0,,0.5,,,,,13.0,,4.0,,3.0,,-5.0,-5.0,,,,,-2.1,,-5.0,-4.3,-5.0,,-4.5,,,,,8.0,,,True,,False,False,,,,,True,,False,False,False,,False,,,,,False,
20065,9,0.0,,0.3,,0.0,0.0,,,,,5.2,,,0.6,0.0,,1.6,,,,,5.0,,-9.0,,-8.7,,-9.0,-9.0,,,,,-3.8,,,-8.4,-9.0,,-7.4,,,,,-4.0,,,True,,False,False,,,,,True,,,True,False,,True,,,,,True,
20067,67,48.0,,48.0,,30.0,25.0,,,,,32.4,,19.7,28.9,28.0,,32.7,36.1,,,,26.0,,-19.0,,-19.0,,-37.0,-42.0,,,,,-34.6,,-47.3,-38.1,-39.0,,-34.3,-30.9,,,,-41.0,,,False,,False,False,,,,,False,,False,False,False,,False,False,,,,False,
20069,39,18.0,,11.2,,12.0,,,,,,32.4,,1.4,8.6,20.0,,12.3,23.1,,,,23.0,,-21.0,,-27.8,,-27.0,,,,,,-6.6,,-37.6,-30.4,-19.0,,-26.7,-15.9,,,,-16.0,,,False,,False,,,,,,True,,False,False,True,,False,True,,,,True,
20071,1,3.0,,4.0,,3.0,0.0,,,,,7.2,,,0.1,0.0,,6.0,,,,,1.0,,2.0,,3.0,,2.0,-1.0,,,,,6.2,,,-0.9,-1.0,,5.0,,,,,0.0,,,False,,False,True,,,,,False,,,True,True,,False,,,,,True,
20073,3,3.0,,3.1,,0.0,0.0,,,,,2.7,,0.2,1.0,0.0,,0.0,4.3,,,,11.0,,0.0,,0.1,,-3.0,-3.0,,,,,-0.3,,-2.8,-2.0,-3.0,,-3.0,1.3,,,,8.0,,,False,,False,False,,,,,False,,False,False,False,,False,False,,,,False,
20075,6,0.0,,0.1,,0.0,0.0,,,,,2.7,,0.6,0.1,0.0,,1.2,2.0,,,,1.0,,-6.0,,-5.9,,-6.0,-6.0,,,,,-3.3,,-5.4,-5.9,-6.0,,-4.8,-4.0,,,,-5.0,,,True,,False,False,,,,,True,,True,True,False,,True,True,,,,True,
20077,98,6.0,,3.0,,1.0,0.0,,,,,6.4,,0.1,0.3,0.0,,1.9,4.6,,,,3.0,,-92.0,,-95.0,,-97.0,-98.0,,,,,-91.6,,-97.9,-97.7,-98.0,,-96.0,-93.4,,,,-95.0,,,False,,False,False,,,,,True,,False,False,False,,False,False,,,,False,
20079,97,111.0,,102.3,,99.0,121.0,,,,,233.6,,54.6,64.2,55.0,,101.9,110.7,,,,104.0,,14.0,,5.3,,2.0,24.0,,,,,136.6,,-42.4,-32.8,-42.0,,4.9,13.7,,,,7.0,,,True,,True,False,,,,,False,,False,False,False,,True,True,,,,True,
20081,8,0.0,,1.1,,0.0,0.0,,,,,10.0,,0.8,0.9,,,0.8,1.1,,,,2.0,,-8.0,,-6.9,,-8.0,-8.0,,,,,2.0,,-7.2,-7.1,,,-7.2,-6.9,,,,-6.0,,,True,,False,False,,,,,True,,True,True,,,True,True,,,,True,
20083,2,0.0,,0.2,,0.0,0.0,,,,,0.5,,0.1,0.0,0.0,,0.1,,,,,0.0,,-2.0,,-1.8,,-2.0,-2.0,,,,,-1.5,,-1.9,-2.0,-2.0,,-1.9,,,,,-2.0,,,True,,False,False,,,,,True,,True,True,False,,True,,,,,False,
20085,58,6.0,,2.2,,6.0,2.0,,,,,25.4,,0.3,5.2,,,7.8,13.1,,,,11.0,,-52.0,,-55.8,,-52.0,-56.0,,,,,-32.6,,-57.7,-52.8,,,-50.2,-44.9,,,,-47.0,,,False,,False,False,,,,,True,,False,False,,,True,True,,,,True,
20087,42,51.0,,52.2,,43.0,88.0,,,,,65.4,,1.6,24.8,,,53.2,31.9,,,,69.0,,9.0,,10.2,,1.0,46.0,,,,,23.4,,-40.4,-17.2,,,11.2,-10.1,,,,27.0,,,False,,True,False,,,,,False,,False,False,,,False,False,,,,False,
20089,3,6.0,,6.6,,3.0,0.0,,,,,4.6,,0.1,0.6,,,3.7,8.0,,,,5.0,,3.0,,3.6,,0.0,-3.0,,,,,1.6,,-2.9,-2.4,,,0.7,5.0,,,,2.0,,,False,,True,False,,,,,True,,True,True,,,True,False,,,,True,
20091,2405,1887.0,2778.1,1876.8,1925.4,1876.0,2049.0,,,,,3207.4,,1712.1,1533.9,1417.0,,1789.9,1436.3,1800.0,,,1834.0,,-518.0,373.1,-528.2,-479.6,-529.0,-356.0,,,,,802.4,,-692.9,-871.1,-988.0,,-615.1,-968.7,-605.0,,,-571.0,,True,False,True,False,True,,,,,False,,False,False,False,,False,False,False,,,False,
20093,11,6.0,,8.3,,3.0,0.0,,,,,6.8,,1.1,1.2,,,18.9,4.7,,,,5.0,,-5.0,,-2.7,,-8.0,-11.0,,,,,-4.2,,-9.9,-9.8,,,7.9,-6.3,,,,-6.0,,,True,,False,False,,,,,True,,False,False,,,False,False,,,,False,
20095,23,24.0,,25.0,,18.0,8.0,,,,,29.3,,,7.0,,,98.3,19.1,,,,38.0,,1.0,,2.0,,-5.0,-15.0,,,,,6.3,,,-16.0,,,75.3,-3.9,,,,15.0,,,False,,False,False,,,,,False,,,False,,,False,False,,,,False,
20097,1,3.0,,2.8,,0.0,0.0,,,,,2.5,,0.0,0.0,0.0,,0.5,3.3,,,,1.0,,2.0,,1.8,,-1.0,-1.0,,,,,1.5,,-1.0,-1.0,-1.0,,-0.5,2.3,,,,0.0,,,True,,True,True,,,,,True,,True,True,True,,True,False,,,,True,
20099,52,78.0,,71.6,,61.0,90.0,,,,,58.7,,16.1,44.0,46.0,,52.0,76.6,,,,43.0,,26.0,,19.6,,9.0,38.0,,,,,6.7,,-35.9,-8.0,-6.0,,0.0,24.6,,,,-9.0,,,True,,True,False,,,,,True,,False,True,True,,True,True,,,,True,
20101,3,0.0,,0.0,,0.0,0.0,,,,,0.4,,0.0,0.0,0.0,,0.0,,,,,0.0,,-3.0,,-3.0,,-3.0,-3.0,,,,,-2.6,,-3.0,-3.0,-3.0,,-3.0,,,,,-3.0,,,False,,False,False,,,,,True,,True,True,False,,False,,,,,False,
20103,180,201.0,3.3,217.9,,142.0,,,,,,326.6,,47.0,116.9,254.0,,87.7,211.4,,,,101.0,,21.0,-176.7,37.9,,-38.0,,,,,,146.6,,-133.0,-63.1,74.0,,-92.3,31.4,,,,-79.0,,False,False,,False,,,,,,False,,False,False,False,,False,False,,,,False,
20105,1,0.0,,0.9,,0.0,0.0,,,,,4.9,,,0.0,0.0,,2.0,0.6,,,,0.0,,-1.0,,-0.1,,-1.0,-1.0,,,,,3.9,,,-1.0,-1.0,,1.0,-0.4,,,,-1.0,,,True,,False,False,,,,,False,,,True,False,,False,True,,,,False,
20107,18,15.0,,16.4,,9.0,21.0,,,,,23.3,,0.8,3.3,,,4.6,24.0,,,,16.0,,-3.0,,-1.6,,-9.0,3.0,,,,,5.3,,-17.2,-14.7,,,-13.4,6.0,,,,-2.0,,,True,,False,False,,,,,False,,False,False,,,False,False,,,,True,
20109,0,0.0,,0.0,,0.0,0.0,,,,,2.2,,,0.0,0.0,,0.0,,,,,0.0,,0.0,,0.0,,0.0,0.0,,,,,2.2,,,0.0,0.0,,0.0,,,,,0.0,,,True,,True,True,,,,,False,,,False,True,,True,,,,,True,
20111,250,159.0,,150.0,,110.0,200.0,,,,,104.1,,19.6,89.8,126.0,,49.2,131.2,,,,73.0,,-91.0,,-100.0,,-140.0,-50.0,,,,,-145.9,,-230.4,-160.2,-124.0,,-200.8,-118.8,,,,-177.0,,,False,,False,True,,,,,False,,False,False,False,,False,False,,,,False,
20113,65,39.0,,38.4,,36.0,44.0,,,,,108.1,,7.2,29.3,33.0,,44.0,34.5,,,,41.0,,-26.0,,-26.6,,-29.0,-21.0,,,,,43.1,,-57.8,-35.7,-32.0,,-21.0,-30.5,,,,-24.0,,,False,,False,True,,,,,False,,False,False,False,,True,False,,,,True,
20115,14,18.0,,11.9,,11.0,21.0,,,,,51.4,,0.7,6.5,,,12.0,,,,,9.0,,4.0,,-2.1,,-3.0,7.0,,,,,37.4,,-13.3,-7.5,,,-2.0,,,,,-5.0,,,True,,True,False,,,,,False,,False,False,,,True,,,,,False,
20117,8,0.0,,0.0,,0.0,0.0,,,,,5.2,,,0.3,0.0,,0.5,0.9,,,,1.0,,-8.0,,-8.0,,-8.0,-8.0,,,,,-2.8,,,-7.7,-8.0,,-7.5,-7.1,,,,-7.0,,,False,,False,False,,,,,True,,,True,False,,True,True,,,,True,
20119,26,15.0,,15.0,,9.0,0.0,,,,,19.5,,0.6,3.1,,,39.5,15.5,,,,9.0,,-11.0,,-11.0,,-17.0,-26.0,,,,,-6.5,,-25.4,-22.9,,,13.5,-10.5,,,,-17.0,,,False,,False,False,,,,,True,,False,False,,,False,True,,,,False,
20121,57,48.0,,50.2,,41.0,42.0,,,,,155.0,,20.1,29.4,32.0,,25.1,41.2,,,,55.0,,-9.0,,-6.8,,-16.0,-15.0,,,,,98.0,,-36.9,-27.6,-25.0,,-31.9,-15.8,,,,-2.0,,,True,,False,False,,,,,False,,False,False,False,,False,False,,,,True,
20123,3,0.0,,0.1,,0.0,0.0,,,,,4.7,,0.3,0.4,0.0,,0.6,,,,,2.0,,-3.0,,-2.9,,-3.0,-3.0,,,,,1.7,,-2.7,-2.6,-3.0,,-2.4,,,,,-1.0,,,True,,False,False,,,,,True,,True,True,False,,True,,,,,True,
20125,87,36.0,,54.8,,39.0,23.0,,,,,157.1,,4.7,41.6,33.0,,64.5,44.7,,,,59.0,,-51.0,,-32.2,,-48.0,-64.0,,,,,70.1,,-82.3,-45.4,-54.0,,-22.5,-42.3,,,,-28.0,,,True,,True,False,,,,,False,,False,True,False,,True,True,,,,True,
20127,10,6.0,,6.3,,0.0,0.0,,,,,1.7,,0.1,0.9,,,1.1,3.3,,,,9.0,,-4.0,,-3.7,,-10.0,-10.0,,,,,-8.3,,-9.9,-9.1,,,-8.9,-6.7,,,,-1.0,,,True,,False,False,,,,,False,,False,False,,,False,False,,,,True,
20129,1,0.0,,0.6,,0.0,0.0,,,,,0.8,,0.1,0.2,0.0,,0.0,0.1,,,,0.0,,-1.0,,-0.4,,-1.0,-1.0,,,,,-0.2,,-0.9,-0.8,-1.0,,-1.0,-0.9,,,,-1.0,,,True,,False,False,,,,,True,,True,True,False,,False,True,,,,False,
20131,6,6.0,,5.7,,6.0,2.0,,,,,17.9,,1.0,1.5,,,8.1,15.0,,,,9.0,,0.0,,-0.3,,0.0,-4.0,,,,,11.9,,-5.0,-4.5,,,2.1,9.0,,,,3.0,,,False,,True,False,,,,,False,,False,False,,,False,False,,,,False,
20133,26,24.0,,20.5,,13.0,11.0,,,,,15.6,,1.9,4.0,20.0,,18.9,20.2,,,,15.0,,-2.0,,-5.5,,-13.0,-15.0,,,,,-10.4,,-24.1,-22.0,-6.0,,-7.1,-5.8,,,,-11.0,,,False,,False,False,,,,,False,,False,False,False,,False,False,,,,False,
20135,12,3.0,,3.3,,0.0,0.0,,,,,2.3,,0.0,0.1,0.0,,0.9,,,,,1.0,,-9.0,,-8.7,,-12.0,-12.0,,,,,-9.7,,-12.0,-11.9,-12.0,,-11.1,,,,,-11.0,,,True,,False,False,,,,,False,,False,False,False,,False,,,,,False,
20137,0,0.0,,0.0,,0.0,0.0,,,,,1.7,,0.4,0.2,0.0,,2.1,,,,,1.0,,0.0,,0.0,,0.0,0.0,,,,,1.7,,0.4,0.2,0.0,,2.1,,,,,1.0,,,True,,True,True,,,,,False,,False,False,True,,False,,,,,False,
20139,22,6.0,,2.8,,3.0,0.0,,,,,28.9,,0.6,1.5,,,3.4,8.4,,,,6.0,,-16.0,,-19.2,,-19.0,-22.0,,,,,6.9,,-21.4,-20.5,,,-18.6,-13.6,,,,-16.0,,,False,,False,False,,,,,True,,False,False,,,False,True,,,,False,
20141,0,0.0,,0.6,,0.0,0.0,,,,,2.8,,0.0,0.2,0.0,,0.3,,,,,1.0,,0.0,,0.6,,0.0,0.0,,,,,2.8,,0.0,0.2,0.0,,0.3,,,,,1.0,,,False,,True,True,,,,,False,,False,False,True,,False,,,,,False,
20143,6,12.0,,12.1,,3.0,0.0,,,,,13.3,,0.6,1.4,,,9.6,,,,,7.0,,6.0,,6.1,,-3.0,-6.0,,,,,7.3,,-5.4,-4.6,,,3.6,,,,,1.0,,,False,,True,False,,,,,False,,True,True,,,True,,,,,True,
20145,199,0.0,,0.1,,0.0,0.0,,,,,1.5,,,0.2,0.0,,0.4,1.9,,,,0.0,,-199.0,,-198.9,,-199.0,-199.0,,,,,-197.5,,,-198.8,-199.0,,-198.6,-197.1,,,,-199.0,,,True,,False,False,,,,,True,,,True,False,,True,True,,,,False,
20147,3,12.0,,12.9,,3.0,0.0,,,,,5.0,,1.5,3.4,,,6.9,,,,,9.0,,9.0,,9.9,,0.0,-3.0,,,,,2.0,,-1.5,0.4,,,3.9,,,,,6.0,,,False,,True,True,,,,,True,,True,True,,,True,,,,,True,
20149,51,15.0,,17.3,,9.0,0.0,,,,,39.0,,0.7,4.2,19.0,,7.5,20.4,,,,12.0,,-36.0,,-33.7,,-42.0,-51.0,,,,,-12.0,,-50.3,-46.8,-32.0,,-43.5,-30.6,,,,-39.0,,,True,,False,False,,,,,True,,False,False,True,,False,True,,,,False,
20151,7,0.0,,2.7,,0.0,0.0,,,,,3.9,,0.9,0.0,0.0,,0.3,1.3,,,,2.0,,-7.0,,-4.3,,-7.0,-7.0,,,,,-3.1,,-6.1,-7.0,-7.0,,-6.7,-5.7,,,,-5.0,,,True,,False,False,,,,,True,,True,True,False,,True,True,,,,True,
20153,1,0.0,,0.0,,0.0,0.0,,,,,0.0,,,0.0,0.0,,0.0,,,,,,,-1.0,,-1.0,,-1.0,-1.0,,,,,-1.0,,,-1.0,-1.0,,-1.0,,,,,,,,False,,False,False,,,,,False,,,True,False,,False,,,,,,
20155,469,159.0,175.4,164.6,,129.0,242.0,,,,,366.8,,92.2,113.5,90.0,,84.7,123.7,,,,142.0,,-310.0,-293.6,-304.4,,-340.0,-227.0,,,,,-102.2,,-376.8,-355.5,-379.0,,-384.3,-345.3,,,,-327.0,,True,True,,False,True,,,,,True,,False,False,False,,False,False,,,,False,
20157,5,15.0,,15.6,,5.0,0.0,,,,,12.6,,0.7,1.1,,,6.0,14.6,,,,13.0,,10.0,,10.6,,0.0,-5.0,,,,,7.6,,-4.3,-3.9,,,1.0,9.6,,,,8.0,,,False,,True,True,,,,,True,,True,True,,,True,True,,,,True,
20159,7,30.0,,32.5,,23.0,31.0,,,,,22.7,,0.5,14.3,,,22.8,,,,,42.0,,23.0,,25.5,,16.0,24.0,,,,,15.7,,-6.5,7.3,,,15.8,,,,,35.0,,,False,,True,False,,,,,True,,True,True,,,True,,,,,False,
20161,389,84.0,236.2,83.8,,85.0,80.0,,,,,313.5,,51.7,60.3,97.0,,102.9,120.9,,,,68.0,,-305.0,-152.8,-305.2,,-304.0,-309.0,,,,,-75.5,,-337.3,-328.7,-292.0,,-286.1,-268.1,,,,-321.0,,True,False,,True,False,,,,,True,,False,False,True,,True,True,,,,False,
20163,8,6.0,,5.2,,0.0,0.0,,,,,9.7,,0.2,1.0,0.0,,7.6,,,,,6.0,,-2.0,,-2.8,,-8.0,-8.0,,,,,1.7,,-7.8,-7.0,-8.0,,-0.4,,,,,-2.0,,,False,,False,False,,,,,True,,False,False,False,,True,,,,,False,
20165,9,3.0,,3.1,,3.0,0.0,,,,,7.4,,,0.0,0.0,,1.0,,,,,2.0,,-6.0,,-5.9,,-6.0,-9.0,,,,,-1.6,,,-9.0,-9.0,,-8.0,,,,,-7.0,,,True,,False,False,,,,,True,,,False,False,,False,,,,,False,
20167,7,9.0,,10.0,,9.0,0.0,,,,,29.3,,,0.9,,,9.5,8.6,,,,11.0,,2.0,,3.0,,2.0,-7.0,,,,,22.3,,,-6.1,,,2.5,1.6,,,,4.0,,,False,,False,False,,,,,False,,,False,,,False,True,,,,False,
20169,107,96.0,269.4,101.5,,94.0,58.0,,,,,340.8,,30.0,58.7,86.0,,78.1,113.7,,,,78.0,,-11.0,162.4,-5.5,,-13.0,-49.0,,,,,233.8,,-77.0,-48.3,-21.0,,-28.9,6.7,,,,-29.0,,False,True,,False,False,,,,,False,,False,False,False,,False,True,,,,False,
20171,52,57.0,,55.9,,29.0,42.0,,,,,12.0,,0.8,25.8,,,15.5,32.9,,,,49.0,,5.0,,3.9,,-23.0,-10.0,,,,,-40.0,,-51.2,-26.2,,,-36.5,-19.1,,,,-3.0,,,True,,False,False,,,,,False,,False,False,,,False,False,,,,True,
20173,2267,1980.0,3881.4,1960.0,2040.1,1964.0,2102.0,,,,,4252.3,,1884.6,1425.1,1273.0,,1550.2,1808.5,1155.0,,,2053.0,,-287.0,1614.4,-307.0,-226.9,-303.0,-165.0,,,,,1985.3,,-382.4,-841.9,-994.0,,-716.8,-458.5,-1112.0,,,-214.0,,False,False,True,False,True,,,,,False,,False,False,False,,False,False,False,,,True,
20175,228,96.0,,104.8,,80.0,64.0,,,,,88.5,,17.8,57.2,216.0,,119.3,109.7,,,,0.0,,-132.0,,-123.2,,-148.0,-164.0,,,,,-139.5,,-210.2,-170.8,-12.0,,-108.7,-118.3,,,,-228.0,,,True,,False,False,,,,,False,,False,False,True,,True,True,,,,False,
20177,620,360.0,841.2,383.2,,359.0,374.0,,,,,628.5,,221.6,387.0,344.0,,301.3,344.6,232.0,,,300.0,,-260.0,221.2,-236.8,,-261.0,-246.0,,,,,8.5,,-398.4,-233.0,-276.0,,-318.7,-275.4,-388.0,,,-320.0,,True,True,,False,True,,,,,True,,False,True,False,,False,False,False,,,False,
20179,3,0.0,,0.0,,0.0,0.0,,,,,0.8,,0.0,0.1,0.0,,0.0,0.1,,,,0.0,,-3.0,,-3.0,,-3.0,-3.0,,,,,-2.2,,-3.0,-2.9,-3.0,,-3.0,-2.9,,,,-3.0,,,True,,False,False,,,,,True,,True,True,False,,False,True,,,,False,
20181,2,3.0,,3.1,,0.0,0.0,,,,,5.1,,0.2,0.9,0.0,,2.9,,,,,8.0,,1.0,,1.1,,-2.0,-2.0,,,,,3.1,,-1.8,-1.1,-2.0,,0.9,,,,,6.0,,,False,,False,False,,,,,False,,False,False,False,,True,,,,,False,
20183,0,0.0,,0.0,,0.0,0.0,,,,,0.4,,0.0,0.1,0.0,,0.0,,,,,0.0,,0.0,,0.0,,0.0,0.0,,,,,0.4,,0.0,0.1,0.0,,0.0,,,,,0.0,,,True,,True,True,,,,,False,,False,False,True,,True,,,,,True,
20185,28,0.0,,0.5,,0.0,0.0,,,,,5.1,,0.0,0.2,0.0,,0.0,,,,,1.0,,-28.0,,-27.5,,-28.0,-28.0,,,,,-22.9,,-28.0,-27.8,-28.0,,-28.0,,,,,-27.0,,,True,,False,False,,,,,True,,True,True,False,,False,,,,,True,
20187,24,6.0,,7.0,,3.0,0.0,,,,,5.7,,0.2,0.7,0.0,,9.0,5.4,,,,3.0,,-18.0,,-17.0,,-21.0,-24.0,,,,,-18.3,,-23.8,-23.3,-24.0,,-15.0,-18.6,,,,-21.0,,,True,,False,False,,,,,False,,False,False,False,,True,False,,,,False,
20189,12,6.0,,4.4,,3.0,0.0,,,,,13.6,,0.9,1.7,,,8.4,6.5,,,,5.0,,-6.0,,-7.6,,-9.0,-12.0,,,,,1.6,,-11.1,-10.3,,,-3.6,-5.5,,,,-7.0,,,False,,False,False,,,,,True,,False,False,,,True,True,,,,False,
20191,18,6.0,,5.3,,4.0,1.0,,,,,45.3,,2.8,3.3,,,0.7,12.7,,,,17.0,,-12.0,,-12.7,,-14.0,-17.0,,,,,27.3,,-15.2,-14.7,,,-17.4,-5.3,,,,-1.0,,,False,,False,False,,,,,False,,False,False,,,False,True,,,,True,
