,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IHME-CurveFit,IowaStateLW-STEM,LANL-GrowthRate,MITCovAlliance-SIR,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IHME-CurveFit,error-IowaStateLW-STEM,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
01021,698,624.0,,1513.0,,,,,697.0,1744.4,,,,,-74.0,,815.0,,,,,-1.0,1046.4,,,,,,False,,,,,True,False,,,,
01023,85,138.0,,0.0,,,,,137.0,42.0,,,,,53.0,,-85.0,,,,,52.0,-43.0,,,,,,False,,,,,True,True,,,,
01025,601,384.0,,658.0,,,,,437.0,451.7,,,,,-217.0,,57.0,,,,,-164.0,-149.3,,,,,,True,,,,,True,True,,,,
01027,253,138.0,,11.0,,,,,67.0,127.9,,,,,-115.0,,-242.0,,,,,-186.0,-125.1,,,,,,False,,,,,False,False,,,,
01029,146,180.0,,300.0,,,,,76.0,83.2,,,,,34.0,,154.0,,,,,-70.0,-62.8,,,,,,False,,,,,False,False,,,,
01031,536,570.0,349.9,2118.0,,,,,958.0,671.6,,,,,34.0,-186.1,1582.0,,,,,422.0,135.6,,,,,False,False,,,,,False,False,,,,
01033,709,1242.0,966.8,3359.0,,,,,743.0,1424.5,,,,,533.0,257.8,2650.0,,,,,34.0,715.5,,,,,True,False,,,,,True,False,,,,
01035,197,294.0,,76.0,,,,,173.0,145.7,65.9,,,,97.0,,-121.0,,,,,-24.0,-51.3,-131.1,,,,,False,,,,,True,True,False,,,
01037,66,24.0,,28.0,,,,,28.0,89.5,,,,,-42.0,,-38.0,,,,,-38.0,23.5,,,,,,True,,,,,True,True,,,,
01039,512,636.0,,983.0,,,,,750.0,878.3,272.6,,,,124.0,,471.0,,,,,238.0,366.3,-239.4,,,,,False,,,,,False,False,False,,,
01041,302,144.0,,185.0,,,,,147.0,51.2,33.1,,,,-158.0,,-117.0,,,,,-155.0,-250.8,-268.9,,,,,True,,,,,True,False,False,,,
01043,799,1218.0,1112.2,1600.0,,,,,1783.0,479.6,839.2,1230.5,,,419.0,313.2,801.0,,,,,984.0,-319.4,40.2,431.5,,,True,False,,,,,False,True,True,False,,
01045,564,672.0,,1745.0,,,,,775.0,976.5,390.7,,,,108.0,,1181.0,,,,,211.0,412.5,-173.3,,,,,False,,,,,False,False,False,,,
01047,462,630.0,,501.0,,,,,642.0,368.2,143.2,,,,168.0,,39.0,,,,,180.0,-93.8,-318.8,,,,,True,,,,,False,True,False,,,
01049,859,1980.0,1827.7,2845.0,,,,,1898.0,1578.4,752.4,1545.9,,,1121.0,968.7,1986.0,,,,,1039.0,719.4,-106.6,686.9,,,True,False,,,,,True,True,True,True,,
01051,913,1158.0,1687.6,2204.0,,,,,1161.0,1164.4,422.1,1938.9,,,245.0,774.6,1291.0,,,,,248.0,251.4,-490.9,1025.9,,,False,False,,,,,False,False,False,False,,
01053,761,684.0,,648.0,,,,,910.0,450.9,213.7,,,,-77.0,,-113.0,,,,,149.0,-310.1,-547.3,,,,,False,,,,,False,False,False,,,
01055,1461,1878.0,1821.4,1884.0,,,,,2149.0,1962.4,988.5,1147.3,,,417.0,360.4,423.0,,,,,688.0,501.4,-472.5,-313.7,,,True,False,,,,,False,False,False,True,,
01057,201,210.0,,237.0,,,,,121.0,347.5,110.1,,,,9.0,,36.0,,,,,-80.0,146.5,-90.9,,,,,False,,,,,False,False,False,,,
01059,515,474.0,,537.0,,,,,738.0,253.8,78.5,,,,-41.0,,22.0,,,,,223.0,-261.2,-436.5,,,,,True,,,,,False,False,False,,,
01061,281,228.0,,1142.0,,,,,502.0,166.4,158.5,,,,-53.0,,861.0,,,,,221.0,-114.6,-122.5,,,,,False,,,,,False,False,False,,,
01063,63,132.0,,88.0,,,,,58.0,64.4,2.8,,,,69.0,,25.0,,,,,-5.0,1.4,-60.2,,,,,True,,,,,True,True,True,,,
01065,160,270.0,,461.0,,,,,196.0,66.0,93.1,,,,110.0,,301.0,,,,,36.0,-94.0,-66.9,,,,,False,,,,,True,True,True,,,
01067,175,168.0,,378.0,,,,,141.0,92.4,58.5,,,,-7.0,,203.0,,,,,-34.0,-82.6,-116.5,,,,,False,,,,,False,False,False,,,
01069,1204,1128.0,1276.6,2787.0,,,,,2012.0,1552.0,781.4,1544.2,,,-76.0,72.6,1583.0,,,,,808.0,348.0,-422.6,340.2,,,True,False,,,,,False,False,False,False,,
01071,739,768.0,940.1,1185.0,,,,,813.0,695.8,509.9,,,,29.0,201.1,446.0,,,,,74.0,-43.2,-229.1,,,,False,False,,,,,False,False,False,,,
01073,7457,11802.0,15608.8,21078.0,,,,,16644.0,15885.4,6796.9,17395.6,,,4345.0,8151.8,13621.0,,,,,9187.0,8428.4,-660.1,9938.6,,,False,False,,,,,False,False,True,False,,
01075,158,180.0,,0.0,,,,,123.0,457.2,100.9,,,,22.0,,-158.0,,,,,-35.0,299.2,-57.1,,,,,False,,,,,False,False,False,,,
01077,683,972.0,1132.9,1984.0,,,,,1336.0,981.4,781.7,,,,289.0,449.9,1301.0,,,,,653.0,298.4,98.7,,,,False,False,,,,,False,False,True,,,
01079,290,348.0,,721.0,,,,,348.0,351.0,230.7,,,,58.0,,431.0,,,,,58.0,61.0,-59.3,,,,,False,,,,,False,False,False,,,
01081,2328,2328.0,2269.3,4151.0,,,,,2793.0,2901.3,1266.6,2061.2,,,0.0,-58.7,1823.0,,,,,465.0,573.3,-1061.4,-266.8,,,False,False,,,,,False,False,False,False,,
01083,844,1152.0,1007.7,1921.0,,,,,1531.0,1641.5,958.5,,,,308.0,163.7,1077.0,,,,,687.0,797.5,114.5,,,,True,False,,,,,False,False,True,,,
01085,102,180.0,,322.0,,,,,81.0,17.6,3.6,,,,78.0,,220.0,,,,,-21.0,-84.4,-98.4,,,,,False,,,,,True,False,False,,,
01087,172,198.0,,425.0,,,,,114.0,53.6,99.3,,,,26.0,,253.0,,,,,-58.0,-118.4,-72.7,,,,,False,,,,,False,False,False,,,
01089,2875,7224.0,5749.3,6371.0,,,,,6028.0,10967.8,4006.4,8586.0,,,4349.0,2874.3,3496.0,,,,,3153.0,8092.8,1131.4,5711.0,,,True,True,,,,,True,False,True,False,,
01091,225,366.0,,665.0,,,,,321.0,265.1,104.9,,,,141.0,,440.0,,,,,96.0,40.1,-120.1,,,,,False,,,,,True,True,True,,,
01093,345,804.0,,2393.0,,,,,413.0,1224.1,244.5,,,,459.0,,2048.0,,,,,68.0,879.1,-100.5,,,,,False,,,,,True,False,True,,,
01095,1264,2148.0,2145.4,2793.0,,,,,2706.0,1867.0,805.1,1273.0,,,884.0,881.4,1529.0,,,,,1442.0,603.0,-458.9,9.0,,,True,False,,,,,False,True,True,True,,
01097,6104,6876.0,3679.0,12727.0,,,,,9273.0,9016.7,2349.3,15591.0,,,772.0,-2425.0,6623.0,,,,,3169.0,2912.7,-3754.7,9487.0,,,False,False,,,,,False,False,False,False,,
01099,215,330.0,,307.0,,,,,298.0,64.3,124.7,,,,115.0,,92.0,,,,,83.0,-150.7,-90.3,,,,,True,,,,,True,False,True,,,
01101,2793,3330.0,1261.8,6132.0,,,,,4876.0,1689.8,1386.6,2698.9,,,537.0,-1531.2,3339.0,,,,,2083.0,-1103.2,-1406.4,-94.1,,,False,False,,,,,False,False,False,True,,
01103,1202,2118.0,1683.5,3989.0,,,,,2426.0,1316.8,871.7,,,,916.0,481.5,2787.0,,,,,1224.0,114.8,-330.3,,,,True,False,,,,,False,True,True,,,
01105,187,456.0,,0.0,,,,,70.0,527.1,45.8,,,,269.0,,-187.0,,,,,-117.0,340.1,-141.2,,,,,True,,,,,True,False,True,,,
01107,252,180.0,,274.0,,,,,251.0,96.2,136.3,,,,-72.0,,22.0,,,,,-1.0,-155.8,-115.7,,,,,True,,,,,True,False,False,,,
01109,406,366.0,,685.0,,,,,581.0,94.0,141.5,,,,-40.0,,279.0,,,,,175.0,-312.0,-264.5,,,,,False,,,,,False,False,False,,,
01111,192,252.0,,554.0,,,,,228.0,184.3,137.0,,,,60.0,,362.0,,,,,36.0,-7.7,-55.0,,,,,False,,,,,True,True,True,,,
01113,681,1260.0,1254.8,2741.0,,,,,664.0,1205.4,422.0,,,,579.0,573.8,2060.0,,,,,-17.0,524.4,-259.0,,,,True,False,,,,,True,True,True,,,
01115,1005,1500.0,1222.4,2086.0,,,,,1235.0,1637.9,982.6,,,,495.0,217.4,1081.0,,,,,230.0,632.9,-22.4,,,,True,False,,,,,True,False,True,,,
01117,2234,3036.0,3226.0,6121.0,,,,,3388.0,4406.0,1922.4,3708.7,,,802.0,992.0,3887.0,,,,,1154.0,2172.0,-311.6,1474.7,,,False,False,,,,,False,False,True,False,,
01119,90,144.0,,80.0,,,,,165.0,14.3,6.6,,,,54.0,,-10.0,,,,,75.0,-75.7,-83.4,,,,,True,,,,,False,False,False,,,
01121,1106,1068.0,838.4,2815.0,,,,,1199.0,1815.0,746.0,958.4,,,-38.0,-267.6,1709.0,,,,,93.0,709.0,-360.0,-147.6,,,False,False,,,,,False,False,False,False,,
01123,323,372.0,,763.0,,,,,540.0,278.5,122.2,,,,49.0,,440.0,,,,,217.0,-44.5,-200.8,,,,,False,,,,,False,True,False,,,
01125,2776,2616.0,3780.3,3699.0,,,,,4515.0,3032.5,1197.4,2063.7,,,-160.0,1004.3,923.0,,,,,1739.0,256.5,-1578.6,-712.3,,,False,False,,,,,False,False,False,False,,
01127,639,990.0,624.9,1305.0,,,,,1373.0,364.5,366.0,1856.6,,,351.0,-14.1,666.0,,,,,734.0,-274.5,-273.0,1217.6,,,True,False,,,,,False,True,True,False,,
01129,306,342.0,,720.0,,,,,268.0,182.2,85.2,,,,36.0,,414.0,,,,,-38.0,-123.8,-220.8,,,,,False,,,,,False,False,False,,,
01131,167,228.0,,0.0,,,,,87.0,43.2,50.3,,,,61.0,,-167.0,,,,,-80.0,-123.8,-116.7,,,,,False,,,,,False,False,False,,,
01133,226,270.0,,284.0,,,,,307.0,124.2,166.9,,,,44.0,,58.0,,,,,81.0,-101.8,-59.1,,,,,False,,,,,False,False,False,,,
02013,2,0.0,,0.0,,,,,,,,,,,-2.0,,-2.0,,,,,,,,,,,,False,,,,,,,,,,
02016,81,0.0,,0.0,,,,,,,,,,,-81.0,,-81.0,,,,,,,,,,,,False,,,,,,,,,,
02020,2166,1194.0,1218.9,1734.0,,,,,,979.9,1316.5,1176.8,,,-972.0,-947.1,-432.0,,,,,,-1186.1,-849.5,-989.2,,,True,True,,,,,,False,True,False,,
02050,41,18.0,,0.0,,,,,,2.9,,,,,-23.0,,-41.0,,,,,,-38.1,,,,,,False,,,,,,False,,,,
02060,0,12.0,,0.0,,,,,,0.8,,,,,12.0,,0.0,,,,,,0.8,,,,,,True,,,,,,True,,,,
02068,2,0.0,,0.0,,,,,,,,,,,-2.0,,-2.0,,,,,,,,,,,,False,,,,,,,,,,
02070,5,6.0,,0.0,,,,,,0.1,,,,,1.0,,-5.0,,,,,,-4.9,,,,,,False,,,,,,False,,,,
02090,338,456.0,196.6,556.0,,,,,,432.5,349.1,,,,118.0,-141.4,218.0,,,,,,94.5,11.1,,,,False,False,,,,,,True,True,,,
02100,1,6.0,,0.0,,,,,,,,,,,5.0,,-1.0,,,,,,,,,,,,True,,,,,,,,,,
02105,0,0.0,,0.0,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,True,,,,,,,,,,
02110,191,60.0,,0.0,,,,,,25.5,,,,,-131.0,,-191.0,,,,,,-165.5,,,,,,False,,,,,,False,,,,
02122,329,252.0,357.2,0.0,,,,,,63.6,281.8,,,,-77.0,28.2,-329.0,,,,,,-265.4,-47.2,,,,True,False,,,,,,False,True,,,
02130,26,6.0,,0.0,,,,,,4.7,,,,,-20.0,,-26.0,,,,,,-21.3,,,,,,False,,,,,,False,,,,
02150,43,6.0,,0.0,,,,,,0.3,,,,,-37.0,,-43.0,,,,,,-42.7,,,,,,False,,,,,,False,,,,
02158,5,6.0,,0.0,,,,,,,,,,,1.0,,-5.0,,,,,,,,,,,,False,,,,,,,,,,
02164,11,0.0,,0.0,,,,,,,,,,,-11.0,,-11.0,,,,,,,,,,,,False,,,,,,,,,,
02170,307,240.0,287.3,0.0,,,,,,133.4,324.3,,,,-67.0,-19.7,-307.0,,,,,,-173.6,17.3,,,,True,False,,,,,,False,True,,,
02180,22,18.0,,0.0,,,,,,2.6,,,,,-4.0,,-22.0,,,,,,-19.4,,,,,,False,,,,,,False,,,,
02185,37,12.0,,0.0,,,,,,0.4,,,,,-25.0,,-37.0,,,,,,-36.6,,,,,,False,,,,,,False,,,,
02188,58,12.0,,0.0,,,,,,0.8,,,,,-46.0,,-58.0,,,,,,-57.2,,,,,,False,,,,,,False,,,,
02195,2,0.0,,0.0,,,,,,0.5,,,,,-2.0,,-2.0,,,,,,-1.5,,,,,,False,,,,,,True,,,,
02198,21,0.0,,0.0,,,,,,0.1,,,,,-21.0,,-21.0,,,,,,-20.9,,,,,,False,,,,,,True,,,,
02220,30,12.0,,0.0,,,,,,1.8,,,,,-18.0,,-30.0,,,,,,-28.2,,,,,,False,,,,,,False,,,,
02230,0,0.0,,0.0,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,True,,,,,,,,,,
02240,10,0.0,,0.0,,,,,,1.9,,,,,-10.0,,-10.0,,,,,,-8.1,,,,,,False,,,,,,True,,,,
02261,67,78.0,,0.0,,,,,,,,,,,11.0,,-67.0,,,,,,,,,,,,False,,,,,,,,,,
02275,8,0.0,,0.0,,,,,,,,,,,-8.0,,-8.0,,,,,,,,,,,,False,,,,,,,,,,
02282,21,0.0,,0.0,,,,,,,,,,,-21.0,,-21.0,,,,,,,,,,,,False,,,,,,,,,,
02290,54,72.0,,0.0,,,,,,18.7,,,,,18.0,,-54.0,,,,,,-35.3,,,,,,False,,,,,,False,,,,
04001,607,1104.0,1800.8,1314.0,,,,,863.0,301.9,57.6,1040.6,,,497.0,1193.8,707.0,,,,,256.0,-305.1,-549.4,433.6,,,False,False,,,,,True,True,False,True,,
04003,604,1182.0,1396.9,1473.0,,,,,1086.0,518.0,823.0,,,,578.0,792.9,869.0,,,,,482.0,-86.0,219.0,,,,False,False,,,,,True,True,True,,,
04005,673,1320.0,2062.1,1431.0,,,,,1411.0,756.4,654.3,4854.1,,,647.0,1389.1,758.0,,,,,738.0,83.4,-18.7,4181.1,,,False,False,,,,,False,True,True,False,,
04007,567,672.0,759.6,3259.0,,,,,342.0,822.2,270.5,,,,105.0,192.6,2692.0,,,,,-225.0,255.2,-296.5,,,,False,False,,,,,False,False,False,,,
04009,443,462.0,,4.0,,,,,329.0,703.6,202.9,,,,19.0,,-439.0,,,,,-114.0,260.6,-240.1,,,,,False,,,,,False,False,False,,,
04011,23,42.0,,0.0,,,,,51.0,4.8,,,,,19.0,,-23.0,,,,,28.0,-18.2,,,,,,False,,,,,False,True,,,,
04012,67,216.0,,0.0,,,,,291.0,24.9,49.7,,,,149.0,,-67.0,,,,,224.0,-42.1,-17.3,,,,,True,,,,,False,True,True,,,
04013,39519,92334.0,272368.2,141796.0,,,,,91049.0,94929.9,47486.6,59057.2,,,52815.0,232849.2,102277.0,,,,,51530.0,55410.9,7967.6,19538.2,,,False,False,,,,,True,False,True,True,,
04015,1368,2820.0,2650.9,4357.0,,,,,3297.0,1791.3,1656.4,6468.7,,,1452.0,1282.9,2989.0,,,,,1929.0,423.3,288.4,5100.7,,,True,False,,,,,False,True,True,False,,
04017,828,2934.0,1120.2,2844.0,,,,,1709.0,1776.8,1000.1,2241.3,,,2106.0,292.2,2016.0,,,,,881.0,948.8,172.1,1413.3,,,True,True,,,,,True,True,True,True,,
04019,7871,10962.0,17818.6,10312.0,,,,,12062.0,9520.1,6085.8,7870.4,,,3091.0,9947.6,2441.0,,,,,4191.0,1649.1,-1785.2,-0.6,,,False,True,,,,,False,True,True,True,,
04021,2988,6138.0,11686.8,7434.0,,,,,5070.0,6163.0,2741.0,3877.1,,,3150.0,8698.8,4446.0,,,,,2082.0,3175.0,-247.0,889.1,,,False,False,,,,,True,False,True,True,,
04023,485,648.0,,293.0,,,,,1180.0,246.0,58.6,,,,163.0,,-192.0,,,,,695.0,-239.0,-426.4,,,,,False,,,,,False,False,False,,,
04025,952,1518.0,3273.1,2360.0,,,,,1944.0,1921.9,1334.9,1989.2,,,566.0,2321.1,1408.0,,,,,992.0,969.9,382.9,1037.2,,,False,False,,,,,False,False,True,False,,
04027,3129,5658.0,11940.8,2395.0,,,,,5363.0,1924.0,537.0,5556.6,,,2529.0,8811.8,-734.0,,,,,2234.0,-1205.0,-2592.0,2427.6,,,False,True,,,,,True,True,False,True,,
05001,170,312.0,,74.0,,,,,145.0,630.8,92.8,,,,142.0,,-96.0,,,,,-25.0,460.8,-77.2,,,,,True,,,,,True,False,True,,,
05003,264,168.0,,506.0,,,,,199.0,151.3,154.0,,,,-96.0,,242.0,,,,,-65.0,-112.7,-110.0,,,,,False,,,,,True,False,False,,,
05005,94,66.0,,197.0,,,,,98.0,15.3,,,,,-28.0,,103.0,,,,,4.0,-78.7,,,,,,False,,,,,True,False,,,,
05007,1524,2238.0,2540.8,5003.0,,,,,3173.0,979.6,1037.1,1325.6,,,714.0,1016.8,3479.0,,,,,1649.0,-544.4,-486.9,-198.4,,,False,False,,,,,False,True,True,True,,
05009,242,168.0,,505.0,,,,,230.0,60.0,,,,,-74.0,,263.0,,,,,-12.0,-182.0,,,,,,False,,,,,True,False,,,,
05011,198,96.0,,32.0,,,,,121.0,60.3,,,,,-102.0,,-166.0,,,,,-77.0,-137.7,,,,,,False,,,,,True,False,,,,
05013,20,18.0,,0.0,,,,,20.0,,,,,,-2.0,,-20.0,,,,,0.0,,,,,,,False,,,,,True,,,,,
05015,197,222.0,,418.0,,,,,135.0,139.7,204.5,,,,25.0,,221.0,,,,,-62.0,-57.3,7.5,,,,,False,,,,,False,False,True,,,
05017,709,252.0,,0.0,,,,,146.0,55.6,113.3,,,,-457.0,,-709.0,,,,,-563.0,-653.4,-595.7,,,,,False,,,,,False,False,False,,,
05019,133,114.0,,231.0,,,,,182.0,38.8,,,,,-19.0,,98.0,,,,,49.0,-94.2,,,,,,False,,,,,False,False,,,,
05021,90,48.0,,6.0,,,,,77.0,108.3,,,,,-42.0,,-84.0,,,,,-13.0,18.3,,,,,,False,,,,,True,True,,,,
05023,103,138.0,,0.0,,,,,145.0,62.6,98.3,,,,35.0,,-103.0,,,,,42.0,-40.4,-4.7,,,,,False,,,,,False,False,True,,,
05025,94,36.0,,0.0,,,,,54.0,8.0,,,,,-58.0,,-94.0,,,,,-40.0,-86.0,,,,,,False,,,,,True,False,,,,
05027,159,150.0,,329.0,,,,,281.0,124.2,131.6,,,,-9.0,,170.0,,,,,122.0,-34.8,-27.4,,,,,False,,,,,False,False,False,,,
05029,90,132.0,,268.0,,,,,254.0,76.3,154.7,,,,42.0,,178.0,,,,,164.0,-13.7,64.7,,,,,False,,,,,False,True,False,,,
05031,1128,960.0,802.5,4344.0,,,,,1352.0,272.7,559.7,752.6,,,-168.0,-325.5,3216.0,,,,,224.0,-855.3,-568.3,-375.4,,,False,False,,,,,False,False,False,False,,
05033,563,462.0,994.0,898.0,,,,,966.0,265.6,489.5,,,,-101.0,431.0,335.0,,,,,403.0,-297.4,-73.5,,,,False,False,,,,,False,False,True,,,
05035,706,576.0,,690.0,,,,,515.0,203.4,136.6,,,,-130.0,,-16.0,,,,,-191.0,-502.6,-569.4,,,,,True,,,,,False,False,False,,,
05037,153,108.0,,102.0,,,,,116.0,22.4,54.0,,,,-45.0,,-51.0,,,,,-37.0,-130.6,-99.0,,,,,False,,,,,True,False,False,,,
05039,96,60.0,,0.0,,,,,45.0,10.0,,,,,-36.0,,-96.0,,,,,-51.0,-86.0,,,,,,False,,,,,False,False,,,,
05041,139,114.0,,0.0,,,,,102.0,72.0,,,,,-25.0,,-139.0,,,,,-37.0,-67.0,,,,,,False,,,,,False,False,,,,
05043,193,132.0,,0.0,,,,,202.0,84.9,106.7,,,,-61.0,,-193.0,,,,,9.0,-108.1,-86.3,,,,,False,,,,,True,False,False,,,
05045,761,786.0,1936.5,733.0,,,,,1386.0,707.7,1072.4,,,,25.0,1175.5,-28.0,,,,,625.0,-53.3,311.4,,,,False,False,,,,,False,False,False,,,
05047,123,42.0,,12.0,,,,,119.0,46.7,,,,,-81.0,,-111.0,,,,,-4.0,-76.3,,,,,,False,,,,,True,True,,,,
05049,47,18.0,,0.0,,,,,35.0,7.3,,,,,-29.0,,-47.0,,,,,-12.0,-39.7,,,,,,False,,,,,True,False,,,,
05051,958,732.0,243.0,3276.0,,,,,1415.0,2664.6,633.5,,,,-226.0,-715.0,2318.0,,,,,457.0,1706.6,-324.5,,,,False,False,,,,,False,False,False,,,
05053,106,144.0,,260.0,,,,,77.0,102.6,,,,,38.0,,154.0,,,,,-29.0,-3.4,,,,,,False,,,,,True,True,,,,
05055,457,126.0,,208.0,,,,,343.0,77.9,226.2,,,,-331.0,,-249.0,,,,,-114.0,-379.1,-230.8,,,,,True,,,,,True,False,True,,,
05057,217,216.0,,501.0,,,,,240.0,256.3,167.2,,,,-1.0,,284.0,,,,,23.0,39.3,-49.8,,,,,False,,,,,False,False,False,,,
05059,369,786.0,,2272.0,,,,,669.0,181.8,696.3,,,,417.0,,1903.0,,,,,300.0,-187.2,327.3,,,,,False,,,,,True,True,True,,,
05061,254,192.0,,99.0,,,,,139.0,27.8,132.6,,,,-62.0,,-155.0,,,,,-115.0,-226.2,-121.4,,,,,False,,,,,False,False,False,,,
05063,648,216.0,,748.0,,,,,490.0,210.7,206.3,,,,-432.0,,100.0,,,,,-158.0,-437.3,-441.7,,,,,True,,,,,True,False,False,,,
05065,74,18.0,,0.0,,,,,68.0,6.5,,,,,-56.0,,-74.0,,,,,-6.0,-67.5,,,,,,False,,,,,True,False,,,,
05067,140,18.0,,42.0,,,,,157.0,65.2,,,,,-122.0,,-98.0,,,,,17.0,-74.8,,,,,,True,,,,,True,True,,,,
05069,1113,714.0,253.8,1731.0,,,,,880.0,1038.0,180.5,1685.9,,,-399.0,-859.2,618.0,,,,,-233.0,-75.0,-932.5,572.9,,,False,False,,,,,True,True,False,False,,
05071,277,678.0,,819.0,,,,,524.0,175.6,270.9,,,,401.0,,542.0,,,,,247.0,-101.4,-6.1,,,,,False,,,,,True,True,True,,,
05073,30,72.0,,20.0,,,,,33.0,12.9,,,,,42.0,,-10.0,,,,,3.0,-17.1,,,,,,True,,,,,True,True,,,,
05075,116,108.0,,270.0,,,,,113.0,14.9,37.5,,,,-8.0,,154.0,,,,,-3.0,-101.1,-78.5,,,,,False,,,,,True,False,False,,,
05077,142,204.0,,174.0,,,,,124.0,9.4,32.7,,,,62.0,,32.0,,,,,-18.0,-132.6,-109.3,,,,,True,,,,,True,False,False,,,
05079,452,420.0,,26.0,,,,,261.0,159.3,2.5,,,,-32.0,,-426.0,,,,,-191.0,-292.7,-449.5,,,,,False,,,,,False,False,False,,,
05081,216,108.0,,0.0,,,,,93.0,95.7,,,,,-108.0,,-216.0,,,,,-123.0,-120.3,,,,,,False,,,,,False,False,,,,
05083,262,156.0,,209.0,,,,,258.0,93.2,128.7,,,,-106.0,,-53.0,,,,,-4.0,-168.8,-133.3,,,,,True,,,,,True,False,False,,,
05085,459,312.0,272.4,461.0,,,,,566.0,259.2,433.5,,,,-147.0,-186.6,2.0,,,,,107.0,-199.8,-25.5,,,,False,True,,,,,True,False,True,,,
05087,68,30.0,,0.0,,,,,103.0,4.0,75.3,,,,-38.0,,-68.0,,,,,35.0,-64.0,7.3,,,,,False,,,,,True,False,True,,,
05089,30,12.0,,0.0,,,,,42.0,5.5,,,,,-18.0,,-30.0,,,,,12.0,-24.5,,,,,,False,,,,,True,False,,,,
05091,276,450.0,,770.0,,,,,547.0,136.8,448.3,,,,174.0,,494.0,,,,,271.0,-139.2,172.3,,,,,False,,,,,False,True,True,,,
05093,944,582.0,,1267.0,,,,,518.0,699.1,455.5,,,,-362.0,,323.0,,,,,-426.0,-244.9,-488.5,,,,,True,,,,,False,True,False,,,
05095,64,54.0,,0.0,,,,,49.0,22.2,,,,,-10.0,,-64.0,,,,,-15.0,-41.8,,,,,,False,,,,,False,False,,,,
