,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IowaStateLW-STEM,MITCovAlliance-SIR,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IowaStateLW-STEM,error-MITCovAlliance-SIR,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IowaStateLW-STEM,beat_baseline-MITCovAlliance-SIR,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
42077,881,784.0,,,,,1717.0,1594.9,746.7,,521.7,-97.0,,,,,836.0,713.9,-134.3,,-359.3,,,,,False,False,False,,False
42079,818,416.0,,,,,1213.0,473.7,147.6,,4211.4,-402.0,,,,,395.0,-344.3,-670.4,,3393.4,,,,,True,True,False,,False
42081,300,256.0,,,,,307.0,126.2,,,4533.8,-44.0,,,,,7.0,-173.8,,,4233.8,,,,,True,False,,,False
42083,17,40.0,,,,,94.0,,,,1071.6,23.0,,,,,77.0,,,,1054.6,,,,,False,,,,False
42085,393,144.0,,,,,315.0,447.9,,,168.3,-249.0,,,,,-78.0,54.9,,,-224.7,,,,,True,True,,,True
42087,97,16.0,,,,,31.0,,,,12.7,-81.0,,,,,-66.0,,,,-84.3,,,,,True,,,,False
42089,280,264.0,,,,,260.0,275.2,229.9,,84.3,-16.0,,,,,-20.0,-4.8,-50.1,,-195.7,,,,,False,True,False,,False
42091,2358,1904.0,,,,,2497.0,5371.9,4285.8,,1067.3,-454.0,,,,,139.0,3013.9,1927.8,,-1290.7,,,,,True,False,False,,False
42093,55,40.0,,,,,48.0,,,,5.0,-15.0,,,,,-7.0,,,,-50.0,,,,,True,,,,False
42095,649,688.0,,,,,723.0,1225.1,291.0,,517.9,39.0,,,,,74.0,576.1,-358.0,,-131.1,,,,,False,False,False,,False
42097,345,232.0,,,,,313.0,1490.1,,,245.5,-113.0,,,,,-32.0,1145.1,,,-99.5,,,,,True,False,,,True
42099,88,0.0,,,,,23.0,,,,0.0,-88.0,,,,,-65.0,,,,-88.0,,,,,True,,,,True
42101,7042,6264.0,,,,,8153.0,3056.2,8292.6,,3575.5,-778.0,,,,,1111.0,-3985.8,1250.6,,-3466.5,,,,,False,False,False,,False
42103,40,80.0,,,,,27.0,50.1,37.7,,472.4,40.0,,,,,-13.0,10.1,-2.3,,432.4,,,,,True,True,True,,False
42105,7,16.0,,,,,24.0,,,,247.1,9.0,,,,,17.0,,,,240.1,,,,,False,,,,False
42107,234,120.0,,,,,493.0,373.3,178.6,,72.0,-114.0,,,,,259.0,139.3,-55.4,,-162.0,,,,,False,False,True,,False
42109,92,40.0,,,,,36.0,,,,11.9,-52.0,,,,,-56.0,,,,-80.1,,,,,False,,,,False
42111,102,48.0,,,,,46.0,,,,2.1,-54.0,,,,,-56.0,,,,-99.9,,,,,False,,,,False
42113,0,48.0,,,,,0.0,,,,247.6,48.0,,,,,0.0,,,,247.6,,,,,True,,,,False
42115,80,32.0,,,,,12.0,261.1,,,53.5,-48.0,,,,,-68.0,181.1,,,-26.5,,,,,False,False,,,True
42117,23,16.0,,,,,44.0,,,,5.2,-7.0,,,,,21.0,,,,-17.8,,,,,False,,,,False
42119,285,40.0,,,,,38.0,,,,219.9,-245.0,,,,,-247.0,,,,-65.1,,,,,False,,,,True
42121,50,40.0,,,,,9.0,,,,1939.1,-10.0,,,,,-41.0,,,,1889.1,,,,,False,,,,False
42123,22,16.0,,,,,76.0,,,,133.6,-6.0,,,,,54.0,,,,111.6,,,,,False,,,,False
42125,757,656.0,,,,,434.0,2250.5,928.5,,5367.6,-101.0,,,,,-323.0,1493.5,171.5,,4610.6,,,,,False,False,False,,False
42127,38,32.0,,,,,14.0,117.3,,,1.5,-6.0,,,,,-24.0,79.3,,,-36.5,,,,,False,False,,,False
42129,1028,1336.0,,,,,777.0,2733.7,2526.8,,9208.4,308.0,,,,,-251.0,1705.7,1498.8,,8180.4,,,,,True,False,False,,False
42131,27,16.0,,,,,8.0,,,,416.7,-11.0,,,,,-19.0,,,,389.7,,,,,False,,,,False
42133,1706,1216.0,,,,,1853.0,6306.7,2060.9,,1097.2,-490.0,,,,,147.0,4600.7,354.9,,-608.8,,,,,True,False,True,,False
44001,93,72.0,,,,,191.0,231.4,,,28.5,-21.0,,,,,98.0,138.4,,,-64.5,,,,,False,False,,,False
44003,430,520.0,,,,,284.0,361.0,,,239.3,90.0,,,,,-146.0,-69.0,,,-190.7,,,,,False,True,,,False
44005,103,296.0,,,,,200.0,411.0,,,188.4,193.0,,,,,97.0,308.0,,,85.4,,,,,True,False,,,True
44007,3524,3456.0,,,,,1096.0,2505.9,,,809.7,-68.0,,,,,-2428.0,-1018.1,,,-2714.3,,,,,False,False,,,False
44009,156,120.0,,,,,94.0,174.4,,,56.7,-36.0,,,,,-62.0,18.4,,,-99.3,,,,,False,True,,,False
45001,300,128.0,,,,,87.0,939.6,,,54.4,-172.0,,,,,-213.0,639.6,,,-245.6,,,,,False,False,,,False
45003,1837,1224.0,,,,,801.0,4913.0,1583.2,,5926.5,-613.0,,,,,-1036.0,3076.0,-253.8,,4089.5,,,,,False,False,True,,False
45005,233,80.0,,,,,12.0,,,,335.3,-153.0,,,,,-221.0,,,,102.3,,,,,False,,,,True
45007,2360,1672.0,,,,,1235.0,8409.0,3999.7,,5634.3,-688.0,,,,,-1125.0,6049.0,1639.7,,3274.3,,,,,False,False,False,,False
45009,393,480.0,,,,,44.0,707.6,,,379.9,87.0,,,,,-349.0,314.6,,,-13.1,,,,,False,False,,,True
45011,440,144.0,,,,,32.0,,,,393.9,-296.0,,,,,-408.0,,,,-46.1,,,,,False,,,,True
45013,3310,2776.0,,,,,6023.0,7788.9,10989.7,,2651.6,-534.0,,,,,2713.0,4478.9,7679.7,,-658.4,,,,,False,False,False,,False
45015,3325,4600.0,,,,,8790.0,10264.2,15346.4,,6751.6,1275.0,,,,,5465.0,6939.2,12021.4,,3426.6,,,,,False,False,False,,False
45017,338,216.0,,,,,31.0,607.4,,,214.2,-122.0,,,,,-307.0,269.4,,,-123.8,,,,,False,False,,,False
45019,8521,17872.0,,,,,46158.0,29208.8,44399.1,,10237.2,9351.0,,,,,37637.0,20687.8,35878.1,,1716.2,,,,,False,False,False,,True
45021,605,352.0,,,,,2528.0,2232.6,,,880.6,-253.0,,,,,1923.0,1627.6,,,275.6,,,,,False,False,,,False
45023,643,480.0,,,,,1136.0,1268.1,,,978.2,-163.0,,,,,493.0,625.1,,,335.2,,,,,False,False,,,False
45025,599,280.0,,,,,1370.0,1215.5,,,239.3,-319.0,,,,,771.0,616.5,,,-359.7,,,,,False,False,,,False
45027,529,288.0,,,,,442.0,401.0,,,351.7,-241.0,,,,,-87.0,-128.0,,,-177.3,,,,,True,True,,,True
45029,525,552.0,,,,,801.0,1728.9,,,340.0,27.0,,,,,276.0,1203.9,,,-185.0,,,,,False,False,,,False
45031,1139,544.0,,,,,2705.0,1132.6,593.3,,1258.4,-595.0,,,,,1566.0,-6.4,-545.7,,119.4,,,,,False,True,True,,True
45033,416,536.0,,,,,1461.0,1068.0,,,290.8,120.0,,,,,1045.0,652.0,,,-125.2,,,,,False,False,,,False
45035,2625,3624.0,,,,,7161.0,7665.8,,,5531.0,999.0,,,,,4536.0,5040.8,,,2906.0,,,,,False,False,,,False
45037,394,176.0,,,,,40.0,,,,1111.5,-218.0,,,,,-354.0,,,,717.5,,,,,False,,,,False
45039,330,256.0,,,,,129.0,628.0,,,140.1,-74.0,,,,,-201.0,298.0,,,-189.9,,,,,False,False,,,False
45041,2846,2008.0,,,,,9437.0,3745.0,3580.5,,2578.1,-838.0,,,,,6591.0,899.0,734.5,,-267.9,,,,,False,False,True,,True
45043,1129,1576.0,,,,,2970.0,3184.6,,,1715.1,447.0,,,,,1841.0,2055.6,,,586.1,,,,,False,False,,,False
45045,6342,9200.0,,,,,7271.0,22989.1,14727.5,,7177.7,2858.0,,,,,929.0,16647.1,8385.5,,835.7,,,,,True,False,False,,True
45047,1273,688.0,,,,,1045.0,3683.4,246.4,,482.1,-585.0,,,,,-228.0,2410.4,-1026.6,,-790.9,,,,,True,False,False,,False
45049,461,144.0,,,,,39.0,,,,416.9,-317.0,,,,,-422.0,,,,-44.1,,,,,False,,,,True
45051,5003,12168.0,,,,,6975.0,24152.9,13969.1,,8602.0,7165.0,,,,,1972.0,19149.9,8966.1,,3599.0,,,,,True,False,False,,True
45053,518,480.0,,,,,149.0,1103.3,,,775.9,-38.0,,,,,-369.0,585.3,,,257.9,,,,,False,False,,,False
45055,851,1032.0,,,,,3064.0,1846.8,932.0,,1064.5,181.0,,,,,2213.0,995.8,81.0,,213.5,,,,,False,False,True,,False
45057,1081,1080.0,,,,,2331.0,5026.0,884.9,,1358.8,-1.0,,,,,1250.0,3945.0,-196.1,,277.8,,,,,False,False,False,,False
45059,911,1544.0,,,,,1192.0,3638.8,,,1128.7,633.0,,,,,281.0,2727.8,,,217.7,,,,,True,False,,,True
45061,348,248.0,,,,,112.0,228.5,,,196.4,-100.0,,,,,-236.0,-119.5,,,-151.6,,,,,False,False,,,False
45063,3354,3808.0,,,,,6567.0,12382.7,7926.4,,3255.6,454.0,,,,,3213.0,9028.7,4572.4,,-98.4,,,,,False,False,False,,True
45065,138,80.0,,,,,0.0,,,,383.9,-58.0,,,,,-138.0,,,,245.9,,,,,False,,,,False
45067,416,688.0,,,,,351.0,1661.1,,,877.0,272.0,,,,,-65.0,1245.1,,,461.0,,,,,True,False,,,False
45069,386,128.0,,,,,112.0,673.4,,,29.7,-258.0,,,,,-274.0,287.4,,,-356.3,,,,,False,False,,,False
45071,670,808.0,,,,,779.0,2309.9,,,395.5,138.0,,,,,109.0,1639.9,,,-274.5,,,,,True,False,,,False
45073,721,752.0,,,,,344.0,3101.3,,,769.4,31.0,,,,,-377.0,2380.3,,,48.4,,,,,False,False,,,False
45075,1931,1912.0,,,,,2358.0,4200.4,2309.3,,1732.7,-19.0,,,,,427.0,2269.4,378.3,,-198.3,,,,,False,False,False,,False
45077,1220,1528.0,,,,,1276.0,5249.3,,,598.1,308.0,,,,,56.0,4029.3,,,-621.9,,,,,True,False,,,False
45079,6590,6568.0,,,,,14802.0,12608.2,13617.0,,8010.9,-22.0,,,,,8212.0,6018.2,7027.0,,1420.9,,,,,False,False,False,,False
45081,325,208.0,,,,,110.0,471.3,,,331.4,-117.0,,,,,-215.0,146.3,,,6.4,,,,,False,False,,,True
45083,3134,3248.0,,,,,4147.0,13276.0,5055.3,,5185.6,114.0,,,,,1013.0,10142.0,1921.3,,2051.6,,,,,False,False,False,,False
45085,1648,1512.0,,,,,3233.0,3963.3,4524.2,,1137.9,-136.0,,,,,1585.0,2315.3,2876.2,,-510.1,,,,,False,False,False,,False
45087,351,224.0,,,,,876.0,1073.1,,,257.5,-127.0,,,,,525.0,722.1,,,-93.5,,,,,False,False,,,True
45089,756,392.0,,,,,1143.0,734.0,,,285.4,-364.0,,,,,387.0,-22.0,,,-470.6,,,,,False,True,,,False
45091,2742,3272.0,,,,,8155.0,12771.4,4576.1,,6202.7,530.0,,,,,5413.0,10029.4,1834.1,,3460.7,,,,,False,False,False,,False
46003,9,0.0,,,,,16.0,,,,0.0,-9.0,,,,,7.0,,,,-9.0,,,,,True,,,,False
46005,96,168.0,,,,,125.0,132.9,,,100.3,72.0,,,,,29.0,36.9,,,4.3,,,,,True,True,,,True
46007,17,0.0,,,,,14.0,,,,0.0,-17.0,,,,,-3.0,,,,-17.0,,,,,True,,,,False
46009,40,0.0,,,,,57.0,,,,0.0,-40.0,,,,,17.0,,,,-40.0,,,,,True,,,,False
46011,196,120.0,,,,,201.0,,,,937.1,-76.0,,,,,5.0,,,,741.1,,,,,True,,,,False
46013,298,32.0,,,,,219.0,239.8,,,0.4,-266.0,,,,,-79.0,-58.2,,,-297.6,,,,,True,True,,,False
46015,34,88.0,,,,,33.0,,,,67.5,54.0,,,,,-1.0,,,,33.5,,,,,True,,,,True
46017,36,40.0,,,,,64.0,,,,16.0,4.0,,,,,28.0,,,,-20.0,,,,,False,,,,False
46019,45,0.0,,,,,0.0,,,,,-45.0,,,,,-45.0,,,,,,,,,False,,,,
46021,3,8.0,,,,,0.0,,,,0.0,5.0,,,,,-3.0,,,,-3.0,,,,,True,,,,True
46023,34,184.0,,,,,145.0,,,,18.5,150.0,,,,,111.0,,,,-15.5,,,,,True,,,,True
46025,4,8.0,,,,,24.0,,,,0.1,4.0,,,,,20.0,,,,-3.9,,,,,False,,,,True
46027,208,56.0,,,,,42.0,,,,181.3,-152.0,,,,,-166.0,,,,-26.7,,,,,False,,,,True
46029,204,240.0,,,,,214.0,,,,718.9,36.0,,,,,10.0,,,,514.9,,,,,True,,,,False
46031,35,16.0,,,,,8.0,,,,18.7,-19.0,,,,,-27.0,,,,-16.3,,,,,False,,,,True
46033,104,16.0,,,,,24.0,,,,228.5,-88.0,,,,,-80.0,,,,124.5,,,,,True,,,,False
46035,90,56.0,,,,,96.0,,,,13.4,-34.0,,,,,6.0,,,,-76.6,,,,,True,,,,False
46037,18,16.0,,,,,24.0,,,,1.6,-2.0,,,,,6.0,,,,-16.4,,,,,False,,,,False
46039,38,8.0,,,,,18.0,,,,27.8,-30.0,,,,,-20.0,,,,-10.2,,,,,True,,,,True
46041,86,32.0,,,,,10.0,,,,253.4,-54.0,,,,,-76.0,,,,167.4,,,,,False,,,,False
46043,18,24.0,,,,,11.0,,,,127.0,6.0,,,,,-7.0,,,,109.0,,,,,False,,,,False
46045,23,8.0,,,,,8.0,,,,91.8,-15.0,,,,,-15.0,,,,68.8,,,,,False,,,,False
46047,22,16.0,,,,,24.0,,,,0.0,-6.0,,,,,2.0,,,,-22.0,,,,,True,,,,False
46049,9,0.0,,,,,8.0,,,,0.0,-9.0,,,,,-1.0,,,,-9.0,,,,,True,,,,False
46051,29,0.0,,,,,31.0,,,,0.0,-29.0,,,,,2.0,,,,-29.0,,,,,True,,,,False
46053,13,16.0,,,,,19.0,,,,3.1,3.0,,,,,6.0,,,,-9.9,,,,,False,,,,False
46055,6,0.0,,,,,5.0,,,,,-6.0,,,,,-1.0,,,,,,,,,True,,,,
46057,40,16.0,,,,,39.0,,,,254.9,-24.0,,,,,-1.0,,,,214.9,,,,,True,,,,False
46059,8,0.0,,,,,15.0,,,,0.0,-8.0,,,,,7.0,,,,-8.0,,,,,True,,,,False
46061,15,24.0,,,,,17.0,,,,79.1,9.0,,,,,2.0,,,,64.1,,,,,True,,,,False
46063,2,0.0,,,,,8.0,,,,,-2.0,,,,,6.0,,,,,,,,,False,,,,
46065,65,120.0,,,,,61.0,,,,41.9,55.0,,,,,-4.0,,,,-23.1,,,,,True,,,,True
46067,25,24.0,,,,,55.0,,,,110.6,-1.0,,,,,30.0,,,,85.6,,,,,False,,,,False
46069,3,0.0,,,,,0.0,,,,0.0,-3.0,,,,,-3.0,,,,-3.0,,,,,False,,,,False
46071,6,0.0,,,,,0.0,,,,0.0,-6.0,,,,,-6.0,,,,-6.0,,,,,False,,,,False
46073,2,0.0,,,,,16.0,,,,0.0,-2.0,,,,,14.0,,,,-2.0,,,,,False,,,,False
46075,3,0.0,,,,,0.0,,,,,-3.0,,,,,-3.0,,,,,,,,,False,,,,
46077,15,0.0,,,,,29.0,,,,0.0,-15.0,,,,,14.0,,,,-15.0,,,,,True,,,,False
46079,95,24.0,,,,,90.0,,,,1.7,-71.0,,,,,-5.0,,,,-93.3,,,,,True,,,,False
46081,192,0.0,,,,,142.0,,,,0.0,-192.0,,,,,-50.0,,,,-192.0,,,,,True,,,,True
46083,504,224.0,,,,,617.0,1342.6,,,1510.5,-280.0,,,,,113.0,838.6,,,1006.5,,,,,True,False,,,False
46085,34,104.0,,,,,8.0,,,,44.0,70.0,,,,,-26.0,,,,10.0,,,,,True,,,,True
46087,34,24.0,,,,,37.0,,,,218.9,-10.0,,,,,3.0,,,,184.9,,,,,True,,,,False
46089,5,0.0,,,,,0.0,,,,113.6,-5.0,,,,,-5.0,,,,108.6,,,,,False,,,,False
46091,14,0.0,,,,,31.0,,,,0.0,-14.0,,,,,17.0,,,,-14.0,,,,,False,,,,False
46093,231,24.0,,,,,112.0,,,,8.9,-207.0,,,,,-119.0,,,,-222.1,,,,,True,,,,False
46095,18,32.0,,,,,0.0,,,,86.2,14.0,,,,,-18.0,,,,68.2,,,,,False,,,,False
46097,7,8.0,,,,,8.0,,,,0.0,1.0,,,,,1.0,,,,-7.0,,,,,False,,,,False
46099,1519,584.0,,,,,1679.0,262.7,243.2,,955.9,-935.0,,,,,160.0,-1256.3,-1275.8,,-563.1,,,,,True,False,False,,True
46101,18,16.0,,,,,46.0,,,,15.6,-2.0,,,,,28.0,,,,-2.4,,,,,False,,,,False
46102,81,88.0,,,,,7.0,,,,21.5,7.0,,,,,-74.0,,,,-59.5,,,,,False,,,,False
46103,781,472.0,,,,,384.0,2367.6,66.7,,1031.9,-309.0,,,,,-397.0,1586.6,-714.3,,250.9,,,,,False,False,False,,True
46105,14,0.0,,,,,8.0,,,,,-14.0,,,,,-6.0,,,,,,,,,True,,,,
46107,11,0.0,,,,,0.0,,,,,-11.0,,,,,-11.0,,,,,,,,,False,,,,
46109,47,72.0,,,,,24.0,,,,4.1,25.0,,,,,-23.0,,,,-42.9,,,,,True,,,,False
46111,3,0.0,,,,,8.0,,,,0.0,-3.0,,,,,5.0,,,,-3.0,,,,,False,,,,False
46115,36,8.0,,,,,43.0,,,,9.0,-28.0,,,,,7.0,,,,-27.0,,,,,True,,,,True
46117,7,8.0,,,,,0.0,,,,132.8,1.0,,,,,-7.0,,,,125.8,,,,,False,,,,False
46119,7,0.0,,,,,0.0,,,,0.0,-7.0,,,,,-7.0,,,,-7.0,,,,,False,,,,False
46121,23,8.0,,,,,124.0,,,,0.0,-15.0,,,,,101.0,,,,-23.0,,,,,False,,,,False
46123,3,24.0,,,,,16.0,,,,24.9,21.0,,,,,13.0,,,,21.9,,,,,True,,,,False
46125,52,0.0,,,,,57.0,,,,340.0,-52.0,,,,,5.0,,,,288.0,,,,,True,,,,False
46127,122,112.0,,,,,197.0,254.6,,,433.9,-10.0,,,,,75.0,132.6,,,311.9,,,,,False,False,,,False
46129,26,48.0,,,,,0.0,,,,33.6,22.0,,,,,-26.0,,,,7.6,,,,,False,,,,True
46135,133,16.0,,,,,225.0,,,,1.8,-117.0,,,,,92.0,,,,-131.2,,,,,True,,,,False
46137,47,0.0,,,,,14.0,,,,0.0,-47.0,,,,,-33.0,,,,-47.0,,,,,True,,,,False
47001,724,352.0,,,,,224.0,1781.3,,,2427.2,-372.0,,,,,-500.0,1057.3,,,1703.2,,,,,False,False,,,False
47003,546,616.0,,,,,557.0,1374.2,,,398.5,70.0,,,,,11.0,828.2,,,-147.5,,,,,True,False,,,False
47005,238,8.0,,,,,3.0,,,,4.6,-230.0,,,,,-235.0,,,,-233.4,,,,,False,,,,False
47007,157,24.0,,,,,59.0,0.9,,,47.7,-133.0,,,,,-98.0,-156.1,,,-109.3,,,,,True,False,,,True
47009,1775,496.0,,,,,399.0,2945.7,,,2926.3,-1279.0,,,,,-1376.0,1170.7,,,1151.3,,,,,False,True,,,True
47011,1786,1840.0,,,,,1426.0,6993.6,,,1242.7,54.0,,,,,-360.0,5207.6,,,-543.3,,,,,False,False,,,False
47013,274,136.0,,,,,22.0,,,,954.9,-138.0,,,,,-252.0,,,,680.9,,,,,False,,,,False
47015,163,88.0,,,,,5.0,,,,435.6,-75.0,,,,,-158.0,,,,272.6,,,,,False,,,,False
47017,564,80.0,,,,,79.0,,,,1127.8,-484.0,,,,,-485.0,,,,563.8,,,,,False,,,,False
47019,758,64.0,,,,,590.0,,,,2.9,-694.0,,,,,-168.0,,,,-755.1,,,,,True,,,,False
47021,486,248.0,,,,,63.0,940.9,,,505.7,-238.0,,,,,-423.0,454.9,,,19.7,,,,,False,False,,,True
47023,342,120.0,,,,,886.0,,,,519.0,-222.0,,,,,544.0,,,,177.0,,,,,False,,,,True
47025,311,184.0,,,,,20.0,,,,1162.6,-127.0,,,,,-291.0,,,,851.6,,,,,False,,,,False
47027,96,24.0,,,,,0.0,,,,0.3,-72.0,,,,,-96.0,,,,-95.7,,,,,False,,,,False
47029,548,344.0,,,,,416.0,,,,846.2,-204.0,,,,,-132.0,,,,298.2,,,,,True,,,,False
47031,640,112.0,,,,,157.0,441.1,,,669.2,-528.0,,,,,-483.0,-198.9,,,29.2,,,,,True,True,,,True
47033,362,56.0,,,,,283.0,,,,163.8,-306.0,,,,,-79.0,,,,-198.2,,,,,True,,,,True
47035,623,168.0,,,,,43.0,756.1,,,166.4,-455.0,,,,,-580.0,133.1,,,-456.6,,,,,False,True,,,False
47037,12673,16408.0,,,,,9442.0,27621.4,7774.6,,12821.3,3735.0,,,,,-3231.0,14948.4,-4898.4,,148.3,,,,,True,False,False,,True
47039,282,32.0,,,,,16.0,,,,1.9,-250.0,,,,,-266.0,,,,-280.1,,,,,False,,,,False
47041,394,152.0,,,,,19.0,,,,632.1,-242.0,,,,,-375.0,,,,238.1,,,,,False,,,,True
47043,700,376.0,,,,,99.0,961.5,,,1036.4,-324.0,,,,,-601.0,261.5,,,336.4,,,,,False,True,,,False
47045,699,448.0,,,,,1633.0,1809.1,,,465.0,-251.0,,,,,934.0,1110.1,,,-234.0,,,,,False,False,,,True
47047,563,544.0,,,,,662.0,1750.3,,,285.5,-19.0,,,,,99.0,1187.3,,,-277.5,,,,,False,False,,,False
47049,187,48.0,,,,,2.0,,,,625.3,-139.0,,,,,-185.0,,,,438.3,,,,,False,,,,False
47051,399,88.0,,,,,59.0,,,,835.2,-311.0,,,,,-340.0,,,,436.2,,,,,False,,,,False
47053,959,304.0,,,,,743.0,828.9,,,1292.1,-655.0,,,,,-216.0,-130.1,,,333.1,,,,,True,True,,,True
47055,382,104.0,,,,,17.0,,,,139.1,-278.0,,,,,-365.0,,,,-242.9,,,,,False,,,,True
47057,229,112.0,,,,,16.0,,,,75.6,-117.0,,,,,-213.0,,,,-153.4,,,,,False,,,,False
47059,716,216.0,,,,,384.0,512.6,,,253.9,-500.0,,,,,-332.0,-203.4,,,-462.1,,,,,True,True,,,True
47061,92,0.0,,,,,14.0,,,,0.1,-92.0,,,,,-78.0,,,,-91.9,,,,,True,,,,True
47063,1329,1088.0,,,,,874.0,3145.9,,,1368.0,-241.0,,,,,-455.0,1816.9,,,39.0,,,,,False,False,,,True
47065,5223,3160.0,,,,,4779.0,6960.9,2428.6,,3507.1,-2063.0,,,,,-444.0,1737.9,-2794.4,,-1715.9,,,,,True,True,False,,True
47067,88,8.0,,,,,0.0,,,,320.7,-80.0,,,,,-88.0,,,,232.7,,,,,False,,,,False
47069,902,424.0,,,,,384.0,255.3,,,266.4,-478.0,,,,,-518.0,-646.7,,,-635.6,,,,,False,False,,,False
47071,580,160.0,,,,,159.0,1083.9,,,347.3,-420.0,,,,,-421.0,503.9,,,-232.7,,,,,False,False,,,True
47073,610,88.0,,,,,45.0,,,,31.1,-522.0,,,,,-565.0,,,,-578.9,,,,,False,,,,False
47075,646,232.0,,,,,199.0,,,,379.5,-414.0,,,,,-447.0,,,,-266.5,,,,,False,,,,True
47077,820,112.0,,,,,50.0,,,,939.2,-708.0,,,,,-770.0,,,,119.2,,,,,False,,,,True
47079,408,32.0,,,,,67.0,,,,5.1,-376.0,,,,,-341.0,,,,-402.9,,,,,True,,,,False
47081,292,88.0,,,,,9.0,,,,893.1,-204.0,,,,,-283.0,,,,601.1,,,,,False,,,,False
47083,79,40.0,,,,,2.0,,,,190.9,-39.0,,,,,-77.0,,,,111.9,,,,,False,,,,False
47085,140,56.0,,,,,3.0,,,,295.2,-84.0,,,,,-137.0,,,,155.2,,,,,False,,,,False
47087,190,32.0,,,,,1.0,,,,0.4,-158.0,,,,,-189.0,,,,-189.6,,,,,False,,,,False
47089,658,288.0,,,,,181.0,1730.3,,,453.7,-370.0,,,,,-477.0,1072.3,,,-204.3,,,,,False,False,,,True
47091,365,80.0,,,,,9.0,,,,333.4,-285.0,,,,,-356.0,,,,-31.6,,,,,False,,,,True
47093,5133,2112.0,,,,,2957.0,15050.2,,,4111.2,-3021.0,,,,,-2176.0,9917.2,,,-1021.8,,,,,True,False,,,True
47095,146,0.0,,,,,167.0,51.1,,,0.0,-146.0,,,,,21.0,-94.9,,,-146.0,,,,,True,True,,,False
47097,578,352.0,,,,,557.0,1298.4,,,169.5,-226.0,,,,,-21.0,720.4,,,-408.5,,,,,True,False,,,False
47099,594,352.0,,,,,119.0,1821.4,,,928.3,-242.0,,,,,-475.0,1227.4,,,334.3,,,,,False,False,,,False
47101,128,8.0,,,,,0.0,,,,0.1,-120.0,,,,,-128.0,,,,-127.9,,,,,False,,,,False
47103,340,88.0,,,,,32.0,,,,557.2,-252.0,,,,,-308.0,,,,217.2,,,,,False,,,,True
47105,663,256.0,,,,,248.0,1035.2,,,507.6,-407.0,,,,,-415.0,372.2,,,-155.4,,,,,False,True,,,True
47107,556,232.0,,,,,262.0,723.8,338.5,,897.7,-324.0,,,,,-294.0,167.8,-217.5,,341.7,,,,,True,True,True,,False
47109,472,136.0,,,,,207.0,,,,256.1,-336.0,,,,,-265.0,,,,-215.9,,,,,True,,,,True
47111,465,1272.0,,,,,77.0,1409.0,,,114.5,807.0,,,,,-388.0,944.0,,,-350.5,,,,,True,False,,,True
47113,1472,504.0,,,,,4244.0,1018.0,,,1517.1,-968.0,,,,,2772.0,-454.0,,,45.1,,,,,False,True,,,True
47115,256,104.0,,,,,52.0,,,,36.4,-152.0,,,,,-204.0,,,,-219.6,,,,,False,,,,False
47117,440,232.0,,,,,30.0,,,,395.7,-208.0,,,,,-410.0,,,,-44.3,,,,,False,,,,True
47119,1383,528.0,,,,,376.0,3301.3,,,2701.3,-855.0,,,,,-1007.0,1918.3,,,1318.3,,,,,False,False,,,False
47121,131,0.0,,,,,13.0,,,,0.0,-131.0,,,,,-118.0,,,,-131.0,,,,,True,,,,True
47123,590,160.0,,,,,79.0,935.8,,,19.9,-430.0,,,,,-511.0,345.8,,,-570.1,,,,,False,True,,,False
47125,1903,888.0,,,,,411.0,4654.7,1101.1,,2182.6,-1015.0,,,,,-1492.0,2751.7,-801.9,,279.6,,,,,False,False,True,,True
47127,89,48.0,,,,,0.0,,,,212.9,-41.0,,,,,-89.0,,,,123.9,,,,,False,,,,False
47129,180,16.0,,,,,3.0,,,,10.2,-164.0,,,,,-177.0,,,,-169.8,,,,,False,,,,False
47131,697,200.0,,,,,352.0,1235.7,,,303.9,-497.0,,,,,-345.0,538.7,,,-393.1,,,,,True,False,,,True
47133,366,80.0,,,,,10.0,,,,20.8,-286.0,,,,,-356.0,,,,-345.2,,,,,False,,,,False
47135,72,40.0,,,,,6.0,,,,105.6,-32.0,,,,,-66.0,,,,33.6,,,,,False,,,,False
47137,58,0.0,,,,,0.0,,,,0.0,-58.0,,,,,-58.0,,,,-58.0,,,,,False,,,,True
47139,282,56.0,,,,,15.0,,,,83.4,-226.0,,,,,-267.0,,,,-198.6,,,,,False,,,,True
47141,1471,1176.0,,,,,688.0,1891.4,250.7,,1407.8,-295.0,,,,,-783.0,420.4,-1220.3,,-63.2,,,,,False,False,False,,True
47143,367,128.0,,,,,175.0,335.5,,,116.6,-239.0,,,,,-192.0,-31.5,,,-250.4,,,,,True,True,,,False
