,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,FDANIHASU-Sweight,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JHUAPL-Bucky,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MIT_ISOLAT-Mixtures,MOBS-GLEAM_COVID,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,SigSci-TS,TTU-squider,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,UpstateSU-GRU,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-FDANIHASU-Sweight,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MIT_ISOLAT-Mixtures,error-MOBS-GLEAM_COVID,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-SigSci-TS,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,error-UpstateSU-GRU,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-FDANIHASU-Sweight,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MIT_ISOLAT-Mixtures,beat_baseline-MOBS-GLEAM_COVID,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-SigSci-TS,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-UpstateSU-GRU
37175,325,387.0,,410.0,,395.0,292.0,,,,,213.6,,272.9,,,475.0,343.8,340.1,456.0,,422.0,343.6,,,,657.0,297.0,502.9,,,,,,,,,,555.2,400.6,62.0,,85.0,,70.0,-33.0,,,,,-111.4,,-52.1,,,150.0,18.8,15.1,131.0,,97.0,18.6,,,,332.0,-28.0,177.9,,,,,,,,,,230.2,75.6,,False,,False,True,,,,,False,,True,,,False,True,True,False,,False,True,,,,False,True,False,,,,,,,,,,False,False
37177,57,45.0,,44.7,,39.0,0.0,,,,,23.6,,36.2,,,36.0,17.5,42.2,,,89.0,69.7,,,,74.0,37.0,57.9,,,,,,,,,,51.3,77.1,-12.0,,-12.3,,-18.0,-57.0,,,,,-33.4,,-20.8,,,-21.0,-39.5,-14.8,,,32.0,12.7,,,,17.0,-20.0,0.9,,,,,,,,,,-5.7,20.1,,False,,False,False,,,,,False,,False,,,False,False,False,,,False,False,,,,False,False,True,,,,,,,,,,True,False
37179,2453,3507.0,,3495.5,,3250.0,3608.0,,,,,2198.5,,2631.9,,3287.8,4350.0,1852.9,2643.5,3391.0,,3301.5,2719.3,,,,4121.0,2777.0,4718.0,,,,,,3179.7,2376.0,,,5201.9,3444.2,1054.0,,1042.5,,797.0,1155.0,,,,,-254.5,,178.9,,834.8,1897.0,-600.1,190.5,938.0,,848.5,266.3,,,,1668.0,324.0,2265.0,,,,,,726.7,-77.0,,,2748.9,991.2,,True,,True,False,,,,,True,,True,,True,False,True,True,True,,True,True,,,,False,True,False,,,,,,True,True,,,False,True
37181,542,537.0,,533.0,,506.0,264.0,,,,,402.3,,453.0,,,519.0,327.3,405.8,564.5,,653.0,466.9,,,,701.0,461.0,710.1,,,,,,365.9,,,,609.4,598.0,-5.0,,-9.0,,-36.0,-278.0,,,,,-139.7,,-89.0,,,-23.0,-214.7,-136.2,22.5,,111.0,-75.1,,,,159.0,-81.0,168.1,,,,,,-176.1,,,,67.4,56.0,,False,,False,False,,,,,False,,False,,,False,False,False,False,,False,False,,,,False,False,False,,,,,,False,,,,False,False
37183,10393,12918.0,,12730.1,12633.2,12140.0,11325.0,,,,,8246.0,,11835.2,,14679.0,14737.0,10278.3,12738.4,19410.5,,11609.0,11580.3,,,,15002.0,9157.0,18713.6,,,,,,9348.7,11622.0,,,30006.2,12794.7,2525.0,,2337.1,2240.2,1747.0,932.0,,,,,-2147.0,,1442.2,,4286.0,4344.0,-114.7,2345.4,9017.5,,1216.0,1187.3,,,,4609.0,-1236.0,8320.6,,,,,,-1044.3,1229.0,,,19613.2,2401.7,,True,True,True,True,,,,,True,,True,,False,False,True,True,False,,True,True,,,,False,True,False,,,,,,True,True,,,False,True
37185,186,198.0,,199.0,,174.0,375.0,,,,,129.4,,131.9,,,181.0,140.6,137.0,,,132.0,164.3,,,,244.0,184.0,157.4,,,,,,,,,,268.7,208.4,12.0,,13.0,,-12.0,189.0,,,,,-56.6,,-54.1,,,-5.0,-45.4,-49.0,,,-54.0,-21.7,,,,58.0,-2.0,-28.6,,,,,,,,,,82.7,22.4,,False,,False,False,,,,,False,,False,,,True,False,False,,,False,False,,,,False,True,False,,,,,,,,,,False,False
37187,207,198.0,,215.6,,148.0,104.0,,,,,88.6,,126.5,,,151.0,134.6,161.4,,,168.0,140.2,,,,308.0,145.0,200.2,,,,,,,,,,248.5,139.2,-9.0,,8.6,,-59.0,-103.0,,,,,-118.4,,-80.5,,,-56.0,-72.4,-45.6,,,-39.0,-66.8,,,,101.0,-62.0,-6.8,,,,,,,,,,41.5,-67.8,,True,,False,False,,,,,False,,False,,,False,False,False,,,False,False,,,,False,False,True,,,,,,,,,,False,False
37189,475,366.0,,426.8,,373.0,235.0,,,,,305.3,,360.3,,,683.0,163.9,481.0,410.0,,269.0,291.9,,,,417.0,276.0,790.5,,,,,,,,,,460.6,386.6,-109.0,,-48.2,,-102.0,-240.0,,,,,-169.7,,-114.7,,,208.0,-311.1,6.0,-65.0,,-206.0,-183.1,,,,-58.0,-199.0,315.5,,,,,,,,,,-14.4,-88.4,,True,,True,False,,,,,False,,False,,,False,False,True,True,,False,False,,,,True,False,False,,,,,,,,,,True,True
37191,1135,1158.0,,1107.4,,1086.0,1781.0,,,,,918.1,,952.6,,,2076.0,667.4,1117.6,1144.5,,1177.5,838.6,,,,1225.0,1070.0,1360.5,,,,,,685.1,,,,1229.1,946.6,23.0,,-27.6,,-49.0,646.0,,,,,-216.9,,-182.4,,,941.0,-467.6,-17.4,9.5,,42.5,-296.4,,,,90.0,-65.0,225.5,,,,,,-449.9,,,,94.1,-188.4,,False,,False,False,,,,,False,,False,,,False,False,True,True,,False,False,,,,False,False,False,,,,,,False,,,,False,False
37193,722,849.0,,825.3,,772.0,578.0,,,,,481.7,,679.8,,,927.0,484.4,684.6,866.0,,845.0,653.6,,,,1047.0,733.0,1048.7,,,,,,646.5,,,,1069.4,861.1,127.0,,103.3,,50.0,-144.0,,,,,-240.3,,-42.2,,,205.0,-237.6,-37.4,144.0,,123.0,-68.4,,,,325.0,11.0,326.7,,,,,,-75.5,,,,347.4,139.1,,True,,True,False,,,,,False,,True,,,False,False,True,False,,True,True,,,,False,True,False,,,,,,True,,,,False,False
37195,902,981.0,,1038.1,,946.0,770.0,,,,,783.5,,862.7,,,1263.0,582.1,887.6,1103.0,,760.0,851.6,,,,1374.0,821.0,1268.8,,,,,,804.6,,,,1832.5,1182.1,79.0,,136.1,,44.0,-132.0,,,,,-118.5,,-39.3,,,361.0,-319.9,-14.4,201.0,,-142.0,-50.4,,,,472.0,-81.0,366.8,,,,,,-97.4,,,,930.5,280.1,,False,,True,False,,,,,False,,True,,,False,False,True,False,,False,True,,,,False,False,False,,,,,,False,,,,False,False
37197,364,465.0,,518.1,,415.0,239.0,,,,,322.5,,361.1,,,499.0,195.7,416.3,451.0,,483.5,367.6,,,,539.0,409.0,527.0,,,,,,276.9,,,,533.4,542.1,101.0,,154.1,,51.0,-125.0,,,,,-41.5,,-2.9,,,135.0,-168.3,52.3,87.0,,119.5,3.6,,,,175.0,45.0,163.0,,,,,,-87.1,,,,169.4,178.1,,False,,True,False,,,,,True,,True,,,False,False,True,True,,False,True,,,,False,True,False,,,,,,True,,,,False,False
37199,140,138.0,,135.0,,145.0,124.0,,,,,117.1,,124.0,,,215.0,189.8,132.1,,,58.0,108.5,,,,197.0,145.0,227.5,,,,,,,,,,189.9,155.8,-2.0,,-5.0,,5.0,-16.0,,,,,-22.9,,-16.0,,,75.0,49.8,-7.9,,,-82.0,-31.5,,,,57.0,5.0,87.5,,,,,,,,,,49.9,15.8,,False,,False,False,,,,,False,,False,,,False,False,False,,,False,False,,,,False,False,False,,,,,,,,,,False,False
38001,15,69.0,,67.2,,37.0,10.0,,,,,12.2,,38.2,,,13.0,72.9,53.8,,,55.0,36.4,,,,78.0,47.0,18.3,,,,,,,,,,55.3,,54.0,,52.2,,22.0,-5.0,,,,,-2.8,,23.2,,,-2.0,57.9,38.8,,,40.0,21.4,,,,63.0,32.0,3.3,,,,,,,,,,40.3,,,True,,True,True,,,,,True,,True,,,True,False,True,,,True,True,,,,False,True,True,,,,,,,,,,True,
38003,8,12.0,,13.9,,15.0,0.0,,,,,48.0,,29.8,,,34.0,1.0,22.1,,,0.0,15.4,,,,,58.0,28.1,,,,,,,,,,11.7,70.6,4.0,,5.9,,7.0,-8.0,,,,,40.0,,21.8,,,26.0,-7.0,14.1,,,-8.0,7.4,,,,,50.0,20.1,,,,,,,,,,3.7,62.6,,False,,False,False,,,,,False,,False,,,False,False,False,,,False,False,,,,,False,False,,,,,,,,,,True,False
38005,5,18.0,,18.1,,17.0,3.0,,,,,46.9,,19.0,,,18.0,9.0,35.3,,,2.0,11.2,,,,16.0,50.0,53.2,,,,,,,,,,22.6,22.6,13.0,,13.1,,12.0,-2.0,,,,,41.9,,14.0,,,13.0,4.0,30.3,,,-3.0,6.2,,,,11.0,45.0,48.2,,,,,,,,,,17.6,17.6,,False,,True,True,,,,,False,,False,,,False,True,False,,,True,True,,,,True,False,False,,,,,,,,,,False,False
38007,1,0.0,,0.0,,2.0,0.0,,,,,1.7,,3.2,,,10.0,4.6,2.1,,,3.0,0.6,,,,1.0,4.0,3.0,,,,,,,,,,1.4,,-1.0,,-1.0,,1.0,-1.0,,,,,0.7,,2.2,,,9.0,3.6,1.1,,,2.0,-0.4,,,,0.0,3.0,2.0,,,,,,,,,,0.4,,,False,,False,False,,,,,True,,False,,,False,False,False,,,False,True,,,,True,False,False,,,,,,,,,,True,
38009,28,30.0,,28.8,,21.0,0.0,,,,,25.5,,31.8,,,38.0,7.5,20.1,,,11.0,18.9,,,,15.0,51.0,13.5,,,,,,,,,,28.3,42.1,2.0,,0.8,,-7.0,-28.0,,,,,-2.5,,3.8,,,10.0,-20.5,-7.9,,,-17.0,-9.1,,,,-13.0,23.0,-14.5,,,,,,,,,,0.3,14.1,,True,,False,False,,,,,False,,False,,,False,False,False,,,False,False,,,,False,False,False,,,,,,,,,,True,False
38011,28,45.0,,46.1,,34.0,,,,,,20.8,,25.0,,,29.0,31.7,21.7,,,67.0,29.9,,,,55.0,39.0,17.8,,,,,,,,,,37.4,43.4,17.0,,18.1,,6.0,,,,,,-7.2,,-3.0,,,1.0,3.7,-6.3,,,39.0,1.9,,,,27.0,11.0,-10.2,,,,,,,,,,9.4,15.4,,False,,True,,,,,,True,,True,,,True,True,True,,,False,True,,,,False,True,True,,,,,,,,,,True,True
38013,9,18.0,,18.6,,11.0,,,,,,9.4,,15.6,,,11.0,140.7,7.1,,,11.0,6.1,,,,10.0,21.0,11.3,,,,,,,,,,19.2,13.9,9.0,,9.6,,2.0,,,,,,0.4,,6.6,,,2.0,131.7,-1.9,,,2.0,-2.9,,,,1.0,12.0,2.3,,,,,,,,,,10.2,4.9,,False,,True,,,,,,True,,True,,,True,False,True,,,True,True,,,,True,False,True,,,,,,,,,,False,True
38015,310,459.0,,458.0,,436.0,462.0,,,,,500.2,,322.2,,,438.0,177.0,474.6,364.0,,262.0,287.4,,,,335.0,845.0,407.6,,,,,,625.4,,,,523.6,624.2,149.0,,148.0,,126.0,152.0,,,,,190.2,,12.2,,,128.0,-133.0,164.6,54.0,,-48.0,-22.6,,,,25.0,535.0,97.6,,,,,,315.4,,,,213.6,314.2,,True,,True,False,,,,,False,,True,,,True,True,False,True,,True,True,,,,True,False,True,,,,,,False,,,,False,False
38017,329,585.0,,605.7,,491.0,370.0,,,,,720.6,,567.8,,387.7,663.0,220.9,805.2,527.0,,427.5,383.2,,,,437.0,1167.0,666.6,,,,,,582.0,381.0,,,817.9,621.2,256.0,,276.7,,162.0,41.0,,,,,391.6,,238.8,,58.7,334.0,-108.1,476.2,198.0,,98.5,54.2,,,,108.0,838.0,337.6,,,,,,253.0,52.0,,,488.9,292.2,,False,,True,True,,,,,False,,True,,True,False,True,False,True,,True,True,,,,True,False,False,,,,,,True,True,,,False,False
38019,3,3.0,,3.1,,5.0,0.0,,,,,16.0,,9.5,,,18.0,6.2,6.5,,,3.0,3.9,,,,3.0,23.0,12.6,,,,,,,,,,4.9,,0.0,,0.1,,2.0,-3.0,,,,,13.0,,6.5,,,15.0,3.2,3.5,,,0.0,0.9,,,,0.0,20.0,9.6,,,,,,,,,,1.9,,,False,,False,False,,,,,False,,False,,,False,False,False,,,True,False,,,,True,False,False,,,,,,,,,,False,
38021,14,21.0,,22.7,,12.0,5.0,,,,,29.9,,14.6,,,23.0,4.0,29.0,,,2.0,11.8,,,,12.0,42.0,9.2,,,,,,,,,,22.8,,7.0,,8.7,,-2.0,-9.0,,,,,15.9,,0.6,,,9.0,-10.0,15.0,,,-12.0,-2.2,,,,-2.0,28.0,-4.8,,,,,,,,,,8.8,,,False,,True,False,,,,,False,,True,,,False,False,False,,,False,True,,,,True,False,True,,,,,,,,,,False,
38023,1,6.0,,8.8,,6.0,0.0,,,,,6.1,,8.2,,,30.0,0.5,5.1,,,6.0,2.8,,,,3.0,17.0,4.5,,,,,,,,,,5.3,9.4,5.0,,7.8,,5.0,-1.0,,,,,5.1,,7.2,,,29.0,-0.5,4.1,,,5.0,1.8,,,,2.0,16.0,3.5,,,,,,,,,,4.3,8.4,,False,,False,True,,,,,False,,False,,,False,True,True,,,False,True,,,,True,False,True,,,,,,,,,,True,False
38025,3,6.0,,6.3,,8.0,0.0,,,,,16.7,,14.8,,,30.0,0.0,9.1,,,9.0,4.0,,,,,23.0,10.3,,,,,,,,,,5.4,11.8,3.0,,3.3,,5.0,-3.0,,,,,13.7,,11.8,,,27.0,-3.0,6.1,,,6.0,1.0,,,,,20.0,7.3,,,,,,,,,,2.4,8.8,,False,,False,False,,,,,False,,False,,,False,True,False,,,False,True,,,,,False,False,,,,,,,,,,True,False
38027,32,12.0,,12.3,,9.0,0.0,,,,,17.5,,6.1,,,6.0,3.7,11.3,,,11.0,5.8,,,,8.0,20.0,7.6,,,,,,,,,,11.3,9.2,-20.0,,-19.7,,-23.0,-32.0,,,,,-14.5,,-25.9,,,-26.0,-28.3,-20.7,,,-21.0,-26.2,,,,-24.0,-12.0,-24.4,,,,,,,,,,-20.7,-22.8,,True,,False,False,,,,,True,,False,,,False,False,False,,,False,False,,,,False,True,False,,,,,,,,,,False,False
38029,1,9.0,,3.1,,7.0,2.0,,,,,19.8,,8.6,,,12.0,1.0,13.1,,,1.0,7.7,,,,6.0,22.0,20.0,,,,,,,,,,6.4,84.2,8.0,,2.1,,6.0,1.0,,,,,18.8,,7.6,,,11.0,-0.0,12.1,,,0.0,6.7,,,,5.0,21.0,19.0,,,,,,,,,,5.4,83.2,,True,,True,True,,,,,False,,True,,,False,True,False,,,True,True,,,,True,False,False,,,,,,,,,,True,False
38031,10,15.0,,3.0,,9.0,0.0,,,,,19.1,,10.1,,,7.0,6.3,5.7,,,1.0,10.4,,,,8.0,25.0,27.6,,,,,,,,,,17.0,10.6,5.0,,-7.0,,-1.0,-10.0,,,,,9.1,,0.1,,,-3.0,-3.7,-4.3,,,-9.0,0.4,,,,-2.0,15.0,17.6,,,,,,,,,,7.0,0.6,,False,,True,False,,,,,False,,True,,,True,True,True,,,False,True,,,,True,False,False,,,,,,,,,,False,True
38033,2,9.0,,5.7,,11.0,0.0,,,,,13.6,,8.9,,,8.0,49.0,23.8,,,0.0,12.7,,,,,20.0,11.5,,,,,,,,,,17.4,,7.0,,3.7,,9.0,-2.0,,,,,11.6,,6.9,,,6.0,47.0,21.8,,,-2.0,10.7,,,,,18.0,9.5,,,,,,,,,,15.4,,,True,,False,True,,,,,False,,True,,,True,False,False,,,True,False,,,,,False,False,,,,,,,,,,False,
38035,159,243.0,,226.1,,229.0,228.0,,,,,338.9,,225.4,,,265.0,78.4,306.6,257.5,,134.0,177.5,,,,191.0,527.0,175.8,,,,,,432.7,,,,227.7,334.3,84.0,,67.1,,70.0,69.0,,,,,179.9,,66.4,,,106.0,-80.6,147.6,98.5,,-25.0,18.5,,,,32.0,368.0,16.8,,,,,,273.7,,,,68.7,175.3,,True,,True,True,,,,,False,,True,,,False,True,False,False,,True,True,,,,True,False,True,,,,,,False,,,,True,False
38037,2,12.0,,8.9,,6.0,0.0,,,,,7.3,,10.6,,,9.0,0.4,4.0,,,6.0,6.0,,,,4.0,16.0,6.6,,,,,,,,,,6.1,12.6,10.0,,6.9,,4.0,-2.0,,,,,5.3,,8.6,,,7.0,-1.6,2.0,,,4.0,4.0,,,,2.0,14.0,4.6,,,,,,,,,,4.1,10.6,,True,,True,True,,,,,True,,True,,,True,True,True,,,True,True,,,,True,False,True,,,,,,,,,,True,False
38039,0,3.0,,4.0,,6.0,0.0,,,,,13.1,,4.6,,,6.0,0.0,6.0,,,11.0,2.5,,,,0.0,15.0,16.7,,,,,,,,,,3.1,6.9,3.0,,4.0,,6.0,0.0,,,,,13.1,,4.6,,,6.0,0.0,6.0,,,11.0,2.5,,,,0.0,15.0,16.7,,,,,,,,,,3.1,6.9,,False,,False,True,,,,,False,,False,,,False,True,False,,,False,True,,,,True,False,False,,,,,,,,,,False,False
38041,9,24.0,,16.7,,11.0,,,,,,11.6,,16.7,,,11.0,4.2,8.1,,,11.0,11.7,,,,10.0,24.0,5.4,,,,,,,,,,23.1,,15.0,,7.7,,2.0,,,,,,2.6,,7.7,,,2.0,-4.8,-0.9,,,2.0,2.7,,,,1.0,15.0,-3.6,,,,,,,,,,14.1,,,True,,True,,,,,,True,,True,,,True,True,True,,,True,True,,,,True,False,True,,,,,,,,,,True,
38043,1,0.0,,0.0,,1.0,0.0,,,,,9.4,,6.4,,,7.0,0.9,2.8,,,7.0,2.1,,,,2.0,17.0,7.4,,,,,,,,,,1.6,,-1.0,,-1.0,,0.0,-1.0,,,,,8.4,,5.4,,,6.0,-0.1,1.8,,,6.0,1.1,,,,1.0,16.0,6.4,,,,,,,,,,0.6,,,False,,True,False,,,,,False,,False,,,False,True,False,,,False,False,,,,False,False,False,,,,,,,,,,True,
38045,0,6.0,,5.2,,9.0,0.0,,,,,19.8,,12.7,,,12.0,0.1,12.9,,,28.0,4.6,,,,4.0,27.0,11.8,,,,,,,,,,10.7,,6.0,,5.2,,9.0,0.0,,,,,19.8,,12.7,,,12.0,0.1,12.9,,,28.0,4.6,,,,4.0,27.0,11.8,,,,,,,,,,10.7,,,True,,False,True,,,,,False,,False,,,False,True,False,,,False,True,,,,True,False,False,,,,,,,,,,False,
38047,1,0.0,,0.3,,3.0,0.0,,,,,11.3,,4.6,,,9.0,0.0,3.5,,,9.0,1.6,,,,0.0,10.0,5.7,,,,,,,,,,1.8,,-1.0,,-0.7,,2.0,-1.0,,,,,10.3,,3.6,,,8.0,-1.0,2.5,,,8.0,0.6,,,,-1.0,9.0,4.7,,,,,,,,,,0.8,,,True,,False,False,,,,,False,,False,,,False,True,False,,,False,True,,,,False,False,False,,,,,,,,,,True,
38049,18,0.0,,0.0,,8.0,0.0,,,,,20.4,,17.5,,,21.0,1.2,10.9,,,17.0,5.8,,,,3.0,44.0,12.6,,,,,,,,,,4.2,10.7,-18.0,,-18.0,,-10.0,-18.0,,,,,2.4,,-0.5,,,3.0,-16.8,-7.1,,,-1.0,-12.2,,,,-15.0,26.0,-5.4,,,,,,,,,,-13.8,-7.3,,True,,True,False,,,,,True,,True,,,True,True,True,,,True,True,,,,True,False,True,,,,,,,,,,True,True
38051,1,9.0,,7.7,,7.0,0.0,,,,,15.4,,8.2,,,9.0,1.2,6.3,,,9.0,3.4,,,,,19.0,7.1,,,,,,,,,,11.2,12.7,8.0,,6.7,,6.0,-1.0,,,,,14.4,,7.2,,,8.0,0.2,5.3,,,8.0,2.4,,,,,18.0,6.1,,,,,,,,,,10.2,11.7,,True,,True,True,,,,,False,,True,,,False,True,True,,,False,True,,,,,False,True,,,,,,,,,,False,False
38053,32,75.0,,71.0,,60.0,0.0,,,,,56.7,,70.2,,,73.0,23.2,56.6,,,57.0,54.5,,,,79.0,102.0,48.1,,,,,,,,,,74.2,78.6,43.0,,39.0,,28.0,-32.0,,,,,24.7,,38.2,,,41.0,-8.8,24.6,,,25.0,22.5,,,,47.0,70.0,16.1,,,,,,,,,,42.2,46.6,,True,,True,True,,,,,True,,True,,,True,True,True,,,True,True,,,,False,False,True,,,,,,,,,,True,False
38055,37,36.0,,36.4,,35.0,,,,,,44.9,,29.3,,,42.0,14.7,31.5,,,14.0,22.7,,,,19.0,67.0,31.7,,,,,,,,,,42.2,52.0,-1.0,,-0.6,,-2.0,,,,,,7.9,,-7.7,,,5.0,-22.3,-5.5,,,-23.0,-14.3,,,,-18.0,30.0,-5.3,,,,,,,,,,5.2,15.0,,True,,False,,,,,,False,,False,,,False,False,False,,,False,False,,,,False,False,False,,,,,,,,,,False,False
38057,17,30.0,,32.0,,23.0,3.0,,,,,43.0,,27.1,,,27.0,3.4,24.3,,,6.0,16.1,,,,15.0,60.0,15.8,,,,,,,,,,34.0,34.3,13.0,,15.0,,6.0,-14.0,,,,,26.0,,10.1,,,10.0,-13.6,7.3,,,-11.0,-0.9,,,,-2.0,43.0,-1.2,,,,,,,,,,17.0,17.3,,False,,True,False,,,,,False,,True,,,True,False,True,,,True,True,,,,True,False,True,,,,,,,,,,False,False
38059,84,114.0,,104.7,,107.0,27.0,,,,,188.8,,95.8,,,143.0,44.2,122.8,127.0,,61.0,72.6,,,,85.0,255.0,130.4,,,,,,149.5,,,,95.7,188.9,30.0,,20.7,,23.0,-57.0,,,,,104.8,,11.8,,,59.0,-39.8,38.8,43.0,,-23.0,-11.4,,,,1.0,171.0,46.4,,,,,,65.5,,,,11.7,104.9,,True,,True,False,,,,,False,,True,,,False,False,False,False,,True,True,,,,True,False,False,,,,,,False,,,,True,False
38061,27,24.0,,22.3,,26.0,5.0,,,,,56.6,,32.2,,,92.0,7.5,47.8,,,12.0,18.8,,,,20.0,60.0,44.4,,,,,,,,,,33.2,56.8,-3.0,,-4.7,,-1.0,-22.0,,,,,29.6,,5.2,,,65.0,-19.5,20.8,,,-15.0,-8.2,,,,-7.0,33.0,17.4,,,,,,,,,,6.2,29.8,,False,,True,False,,,,,False,,False,,,False,False,False,,,False,False,,,,False,False,False,,,,,,,,,,False,False
38063,6,3.0,,0.6,,7.0,0.0,,,,,18.7,,7.3,,,6.0,9.3,12.0,,,0.0,6.3,,,,,24.0,21.2,,,,,,,,,,10.0,14.1,-3.0,,-5.4,,1.0,-6.0,,,,,12.7,,1.3,,,0.0,3.3,6.0,,,-6.0,0.3,,,,,18.0,15.2,,,,,,,,,,4.0,8.1,,False,,True,False,,,,,False,,True,,,True,False,False,,,False,True,,,,,False,False,,,,,,,,,,False,False
38065,2,6.0,,5.1,,4.0,0.0,,,,,6.5,,8.8,,,6.0,4.2,2.1,,,3.0,3.0,,,,2.0,14.0,5.4,,,,,,,,,,4.6,,4.0,,3.1,,2.0,-2.0,,,,,4.5,,6.8,,,4.0,2.2,0.1,,,1.0,1.0,,,,0.0,12.0,3.4,,,,,,,,,,2.6,,,True,,True,True,,,,,False,,False,,,False,True,True,,,True,True,,,,True,False,True,,,,,,,,,,True,
38067,20,9.0,,9.2,,15.0,0.0,,,,,26.8,,20.4,,,35.0,7.4,13.7,,,2.0,15.6,,,,10.0,42.0,33.6,,,,,,,,,,12.8,29.4,-11.0,,-10.8,,-5.0,-20.0,,,,,6.8,,0.4,,,15.0,-12.6,-6.3,,,-18.0,-4.4,,,,-10.0,22.0,13.6,,,,,,,,,,-7.2,9.4,,True,,True,False,,,,,True,,True,,,False,False,True,,,False,True,,,,True,False,False,,,,,,,,,,True,True
38069,7,9.0,,8.6,,10.0,0.0,,,,,20.0,,12.1,,,24.0,4.0,9.9,,,3.0,6.5,,,,8.0,28.0,10.9,,,,,,,,,,9.5,13.7,2.0,,1.6,,3.0,-7.0,,,,,13.0,,5.1,,,17.0,-3.0,2.9,,,-4.0,-0.5,,,,1.0,21.0,3.9,,,,,,,,,,2.5,6.7,,True,,False,False,,,,,False,,False,,,False,False,False,,,False,True,,,,True,False,False,,,,,,,,,,False,False
38071,40,45.0,,46.0,,43.0,8.0,,,,,64.5,,49.2,,,47.0,25.4,71.5,,,14.0,33.5,,,,41.0,100.0,39.9,,,,,,,,,,84.1,51.4,5.0,,6.0,,3.0,-32.0,,,,,24.5,,9.2,,,7.0,-14.6,31.5,,,-26.0,-6.5,,,,1.0,60.0,-0.1,,,,,,,,,,44.1,11.4,,False,,True,False,,,,,False,,False,,,False,False,False,,,False,False,,,,True,False,True,,,,,,,,,,False,False
38073,16,15.0,,13.5,,14.0,0.0,,,,,23.3,,21.7,,,24.0,0.7,25.0,,,3.0,13.5,,,,10.0,39.0,14.3,,,,,,,,,,14.9,36.1,-1.0,,-2.5,,-2.0,-16.0,,,,,7.3,,5.7,,,8.0,-15.3,9.0,,,-13.0,-2.5,,,,-6.0,23.0,-1.7,,,,,,,,,,-1.1,20.1,,False,,False,False,,,,,False,,False,,,False,False,False,,,False,False,,,,False,False,False,,,,,,,,,,False,False
38075,12,24.0,,23.2,,14.0,,,,,,11.8,,18.1,,,12.0,7.5,6.0,,,15.0,12.9,,,,9.0,25.0,11.9,,,,,,,,,,18.6,43.6,12.0,,11.2,,2.0,,,,,,-0.2,,6.1,,,0.0,-4.5,-6.0,,,3.0,0.9,,,,-3.0,13.0,-0.1,,,,,,,,,,6.6,31.6,,True,,True,,,,,,True,,True,,,True,True,True,,,True,True,,,,True,False,True,,,,,,,,,,True,False
