,actual_cases,COVIDhub-baseline,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JHUAPL-Bucky,JHU_IDD-CovidSP,LANL-GrowthRate,MITCovAlliance-SIR,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,USC-SI_kJalpha,error-COVIDhub-baseline,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-USC-SI_kJalpha,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-USC-SI_kJalpha
01021,699,1242.0,2295.0,,,,,1048.0,1119.7,564.1,1011.0,,,658.7,,,543.0,1596.0,,,,,349.0,420.7,-134.9,312.0,,,-40.3,,,False,,,,,True,True,True,True,,,True,,
01023,52,36.0,12.0,,,,,340.0,7.2,90.8,10.0,,,,,,-16.0,-40.0,,,,,288.0,-44.8,38.8,-42.0,,,,,,False,,,,,False,False,False,False,,,,,
01025,946,930.0,1127.0,,,,,548.0,554.3,468.7,1075.0,,,498.5,,,-16.0,181.0,,,,,-398.0,-391.7,-477.3,129.0,,,-447.5,,,False,,,,,False,False,False,False,,,False,,
01027,234,330.0,359.0,,,,,312.0,140.8,148.1,285.0,,,,,,96.0,125.0,,,,,78.0,-93.2,-85.9,51.0,,,,,,False,,,,,True,True,True,True,,,,,
01029,291,318.0,91.0,,,,,402.0,101.3,186.4,227.0,,,,,,27.0,-200.0,,,,,111.0,-189.7,-104.6,-64.0,,,,,,False,,,,,False,False,False,False,,,,,
01031,1470,1704.0,1490.0,,,,,1184.0,945.1,933.0,1691.5,,,1197.9,,,234.0,20.0,,,,,-286.0,-524.9,-537.0,221.5,,,-272.1,,,True,,,,,False,False,False,True,,,False,,
01033,1197,1974.0,2299.0,,,,,1642.0,1043.1,1048.0,2056.5,,,875.9,,,777.0,1102.0,,,,,445.0,-153.9,-149.0,859.5,,,-321.1,,,False,,,,,True,True,True,False,,,True,,
01035,185,234.0,152.0,,,,,229.0,98.9,112.1,99.0,0.0,,,,,49.0,-33.0,,,,,44.0,-86.1,-72.9,-86.0,-185.0,,,,,True,,,,,True,False,False,False,False,,,,
01037,313,276.0,331.0,,,,,176.0,453.6,126.6,398.0,3.0,,,,,-37.0,18.0,,,,,-137.0,140.6,-186.4,85.0,-310.0,,,,,True,,,,,False,False,False,False,False,,,,
01039,874,936.0,1407.0,,,,,888.0,433.1,531.5,510.0,122.6,,973.9,,,62.0,533.0,,,,,14.0,-440.9,-342.5,-364.0,-751.4,,99.9,,,False,,,,,True,False,False,False,False,,False,,
01041,427,384.0,416.0,,,,,267.0,207.7,226.4,249.0,28.8,,,,,-43.0,-11.0,,,,,-160.0,-219.3,-200.6,-178.0,-398.2,,,,,True,,,,,False,False,False,False,False,,,,
01043,1546,3102.0,3555.0,,,,,2624.0,1119.5,1632.7,1754.5,370.8,,2372.7,,,1556.0,2009.0,,,,,1078.0,-426.5,86.7,208.5,-1175.2,,826.7,,,False,,,,,True,True,True,True,True,,True,,
01045,1105,1452.0,2840.0,,,,,1166.0,761.6,938.7,1421.0,203.2,,763.2,,,347.0,1735.0,,,,,61.0,-343.4,-166.3,316.0,-901.8,,-341.8,,,False,,,,,True,True,True,True,False,,True,,
01047,457,852.0,1229.0,,,,,718.0,633.7,581.5,632.5,59.1,,428.6,,,395.0,772.0,,,,,261.0,176.7,124.5,175.5,-397.9,,-28.4,,,False,,,,,True,True,True,True,False,,True,,
01049,1339,1764.0,451.0,,,,,2386.0,352.4,1167.9,928.0,0.0,,900.9,,,425.0,-888.0,,,,,1047.0,-986.6,-171.1,-411.0,-1339.0,,-438.1,,,False,,,,,False,False,True,True,False,,False,,
01051,2463,4104.0,5409.0,,,,,1788.0,2655.0,1910.8,3703.0,246.6,,2889.5,,,1641.0,2946.0,,,,,-675.0,192.0,-552.2,1240.0,-2216.4,,426.5,,,False,,,,,True,True,True,True,False,,True,,
01053,990,1164.0,609.0,,,,,901.0,888.5,681.8,867.5,63.9,,545.8,,,174.0,-381.0,,,,,-89.0,-101.5,-308.2,-122.5,-926.1,,-444.2,,,False,,,,,True,True,False,True,False,,False,,
01055,2671,3876.0,2130.0,,,,,3077.0,1002.6,2427.0,2992.0,0.0,,2833.6,,,1205.0,-541.0,,,,,406.0,-1668.4,-244.0,321.0,-2671.0,,162.6,,,True,,,,,True,False,True,True,False,,True,,
01057,483,450.0,112.0,,,,,490.0,128.2,304.2,323.0,0.0,,,,,-33.0,-371.0,,,,,7.0,-354.8,-178.8,-160.0,-483.0,,,,,False,,,,,True,False,False,False,False,,,,
01059,628,1092.0,848.0,,,,,1226.0,685.0,570.4,964.0,49.0,,561.0,,,464.0,220.0,,,,,598.0,57.0,-57.6,336.0,-579.0,,-67.0,,,True,,,,,False,True,True,True,False,,True,,
01061,625,810.0,1257.0,,,,,680.0,762.9,412.2,884.0,70.4,,,,,185.0,632.0,,,,,55.0,137.9,-212.8,259.0,-554.6,,,,,False,,,,,True,True,False,False,False,,,,
01063,169,342.0,337.0,,,,,149.0,294.6,188.3,201.0,9.2,,,,,173.0,168.0,,,,,-20.0,125.6,19.3,32.0,-159.8,,,,,True,,,,,True,True,True,True,True,,,,
01065,534,714.0,529.0,,,,,356.0,208.3,372.4,604.0,43.6,,,,,180.0,-5.0,,,,,-178.0,-325.7,-161.6,70.0,-490.4,,,,,True,,,,,True,False,True,True,False,,,,
01067,492,744.0,479.0,,,,,350.0,521.3,318.8,785.0,57.4,,,,,252.0,-13.0,,,,,-142.0,29.3,-173.2,293.0,-434.6,,,,,True,,,,,True,True,True,False,False,,,,
01069,2419,3498.0,6403.0,,,,,2233.0,2929.3,1630.9,4109.5,364.1,,1926.2,,,1079.0,3984.0,,,,,-186.0,510.3,-788.1,1690.5,-2054.9,,-492.8,,,False,,,,,True,True,True,False,False,,True,,
01071,1192,1998.0,3751.0,,,,,1559.0,1009.3,862.0,2957.5,0.0,,1010.1,,,806.0,2559.0,,,,,367.0,-182.7,-330.0,1765.5,-1192.0,,-181.9,,,False,,,,,True,True,True,False,False,,True,,
01073,15743,26058.0,39746.0,,,,,18854.0,14242.0,15680.1,21794.5,4651.3,,8740.5,13234.0,,10315.0,24003.0,,,,,3111.0,-1501.0,-62.9,6051.5,-11091.7,,-7002.5,-2509.0,,False,,,,,True,True,True,True,False,,True,True,
01075,210,360.0,75.0,,,,,373.0,97.7,229.1,248.0,0.0,,,,,150.0,-135.0,,,,,163.0,-112.3,19.1,38.0,-210.0,,,,,True,,,,,False,True,True,True,False,,,,
01077,1847,3444.0,2471.0,,,,,2765.0,1879.8,1574.0,3924.5,513.8,,2477.8,,,1597.0,624.0,,,,,918.0,32.8,-273.0,2077.5,-1333.2,,630.8,,,True,,,,,True,True,True,False,True,,True,,
01079,669,1068.0,637.0,,,,,1054.0,435.0,614.6,991.0,37.8,,,,,399.0,-32.0,,,,,385.0,-234.0,-54.4,322.0,-631.2,,,,,True,,,,,True,True,True,True,False,,,,
01081,4055,4248.0,8043.0,,,,,3343.0,3284.0,2710.2,4438.5,0.5,,3309.8,3296.0,,193.0,3988.0,,,,,-712.0,-771.0,-1344.8,383.5,-4054.5,,-745.2,-759.0,,False,,,,,False,False,False,False,False,,False,False,
01083,2160,3078.0,2166.0,,,,,2418.0,1055.2,1646.0,2538.0,0.0,,3172.2,,,918.0,6.0,,,,,258.0,-1104.8,-514.0,378.0,-2160.0,,1012.2,,,True,,,,,True,False,True,True,False,,False,,
01085,329,234.0,167.0,,,,,121.0,134.9,152.7,218.0,0.0,,,,,-95.0,-162.0,,,,,-208.0,-194.1,-176.3,-111.0,-329.0,,,,,False,,,,,False,False,False,False,False,,,,
01087,357,306.0,136.0,,,,,241.0,200.9,248.8,304.0,19.3,,,,,-51.0,-221.0,,,,,-116.0,-156.1,-108.2,-53.0,-337.7,,,,,False,,,,,False,False,False,False,False,,,,
01089,8317,12462.0,60486.0,,,,,8835.0,5498.5,7983.7,11163.5,1721.9,,6565.4,0.0,,4145.0,52169.0,,,,,518.0,-2818.5,-333.3,2846.5,-6595.1,,-1751.6,-8317.0,,False,,,,,True,True,True,True,False,,True,False,
01091,435,486.0,167.0,,,,,447.0,140.6,359.9,348.0,0.0,,,,,51.0,-268.0,,,,,12.0,-294.4,-75.1,-87.0,-435.0,,,,,False,,,,,True,False,False,False,False,,,,
01093,568,864.0,602.0,,,,,870.0,322.4,545.8,860.0,0.0,,,,,296.0,34.0,,,,,302.0,-245.6,-22.2,292.0,-568.0,,,,,True,,,,,False,True,True,True,False,,,,
01095,1797,2772.0,1402.0,,,,,2953.0,851.7,2020.5,1350.0,0.0,,1476.4,,,975.0,-395.0,,,,,1156.0,-945.3,223.5,-447.0,-1797.0,,-320.6,,,True,,,,,False,True,True,True,False,,True,,
01097,8331,10578.0,8072.0,,,,,8673.0,22354.5,6274.3,11594.5,0.3,,8661.7,0.0,,2247.0,-259.0,,,,,342.0,14023.5,-2056.7,3263.5,-8330.7,,330.7,-8331.0,,True,,,,,True,False,True,False,False,,True,False,
01099,410,762.0,1017.0,,,,,448.0,654.5,480.7,507.0,44.5,,,,,352.0,607.0,,,,,38.0,244.5,70.7,97.0,-365.5,,,,,False,,,,,True,True,True,True,False,,,,
01101,5576,5370.0,12524.0,,,,,4370.0,3145.7,2938.6,5061.0,651.1,,4030.4,3598.0,,-206.0,6948.0,,,,,-1206.0,-2430.3,-2637.4,-515.0,-4924.9,,-1545.6,-1978.0,,False,,,,,False,False,False,False,False,,False,False,
01103,2463,4728.0,1931.0,,,,,3700.0,1682.4,2369.0,3470.0,689.7,,2026.8,,,2265.0,-532.0,,,,,1237.0,-780.6,-94.0,1007.0,-1773.3,,-436.2,,,True,,,,,True,True,True,True,True,,True,,
01105,201,354.0,476.0,,,,,156.0,225.9,186.7,352.0,0.0,,,,,153.0,275.0,,,,,-45.0,24.9,-14.3,151.0,-201.0,,,,,False,,,,,True,True,True,True,False,,,,
01107,419,642.0,525.0,,,,,504.0,226.7,350.0,407.0,0.0,,,,,223.0,106.0,,,,,85.0,-192.3,-69.0,-12.0,-419.0,,,,,True,,,,,True,True,True,True,False,,,,
01109,842,840.0,1667.0,,,,,663.0,1320.6,439.8,509.0,77.9,,,,,-2.0,825.0,,,,,-179.0,478.6,-402.2,-333.0,-764.1,,,,,False,,,,,False,False,False,False,False,,,,
01111,309,354.0,512.0,,,,,531.0,272.5,214.3,328.0,29.1,,,,,45.0,203.0,,,,,222.0,-36.5,-94.7,19.0,-279.9,,,,,False,,,,,False,True,False,True,False,,,,
01113,1094,960.0,2414.0,,,,,1183.0,1764.4,698.3,913.0,0.0,,938.5,,,-134.0,1320.0,,,,,89.0,670.4,-395.7,-181.0,-1094.0,,-155.5,,,False,,,,,True,False,False,False,False,,False,,
01115,1866,3096.0,2673.0,,,,,1960.0,1316.4,1500.9,2345.0,287.1,,1416.0,,,1230.0,807.0,,,,,94.0,-549.6,-365.1,479.0,-1578.9,,-450.0,,,True,,,,,True,True,True,True,False,,True,,
01117,5183,6924.0,9068.0,,,,,5396.0,3801.0,3870.3,6234.0,906.6,,4858.1,4480.0,,1741.0,3885.0,,,,,213.0,-1382.0,-1312.7,1051.0,-4276.4,,-324.9,-703.0,,False,,,,,True,True,True,True,False,,True,True,
01119,109,282.0,65.0,,,,,208.0,63.9,240.4,243.0,0.0,,,,,173.0,-44.0,,,,,99.0,-45.1,131.4,134.0,-109.0,,,,,True,,,,,True,True,True,True,True,,,,
01121,2003,2022.0,1081.0,,,,,2027.0,1307.3,1212.8,1712.5,160.8,,820.1,,,19.0,-922.0,,,,,24.0,-695.7,-790.2,-290.5,-1842.2,,-1182.9,,,False,,,,,False,False,False,False,False,,False,,
01123,1078,612.0,364.0,,,,,834.0,409.7,479.1,672.0,0.0,,199.3,,,-466.0,-714.0,,,,,-244.0,-668.3,-598.9,-406.0,-1078.0,,-878.7,,,False,,,,,True,False,False,True,False,,False,,
01125,4467,7578.0,11427.0,,,,,5407.0,3530.6,4422.4,6426.5,1450.5,,6285.9,0.0,,3111.0,6960.0,,,,,940.0,-936.4,-44.6,1959.5,-3016.5,,1818.9,-4467.0,,False,,,,,True,True,True,True,True,,True,False,
01127,996,2010.0,2183.0,,,,,2038.0,979.8,988.6,1369.0,124.8,,682.2,,,1014.0,1187.0,,,,,1042.0,-16.2,-7.4,373.0,-871.2,,-313.8,,,False,,,,,False,True,True,True,True,,True,,
01129,319,372.0,250.0,,,,,492.0,147.3,220.0,398.0,0.0,,,,,53.0,-69.0,,,,,173.0,-171.7,-99.0,79.0,-319.0,,,,,False,,,,,False,False,False,False,False,,,,
01131,295,264.0,335.0,,,,,138.0,111.2,176.4,202.0,0.0,,,,,-31.0,40.0,,,,,-157.0,-183.8,-118.6,-93.0,-295.0,,,,,False,,,,,False,False,False,False,False,,,,
01133,407,858.0,1141.0,,,,,885.0,486.5,425.0,789.0,63.8,,,,,451.0,734.0,,,,,478.0,79.5,18.0,382.0,-343.2,,,,,False,,,,,False,True,True,True,True,,,,
02013,311,0.0,0.0,,,,,,1138.8,1.4,0.0,,,,,,-311.0,-311.0,,,,,,827.8,-309.6,-311.0,,,,,,False,,,,,,False,True,False,,,,,
02016,192,120.0,,,,,,,659.7,198.7,77.0,0.0,,,,,-72.0,,,,,,,467.7,6.7,-115.0,-192.0,,,,,,,,,,,False,True,False,False,,,,
02020,2830,5196.0,13935.0,,,,,,2975.6,2800.0,3025.0,0.0,,9202.7,0.0,,2366.0,11105.0,,,,,,145.6,-30.0,195.0,-2830.0,,6372.7,-2830.0,,False,,,,,,True,True,True,False,,False,False,
02050,994,2232.0,0.0,,,,,,4294.9,477.5,1155.0,0.3,,,,,1238.0,-994.0,,,,,,3300.9,-516.5,161.0,-993.7,,,,,True,,,,,,False,True,True,True,,,,
02060,0,0.0,0.0,,,,,,2.5,0.0,,,,,,,0.0,0.0,,,,,,2.5,0.0,,,,,,,True,,,,,,False,True,,,,,,
02068,8,0.0,0.0,,,,,,0.0,6.2,17.0,,,,,,-8.0,-8.0,,,,,,-8.0,-1.8,9.0,,,,,,False,,,,,,True,True,False,,,,,
02070,68,66.0,,,,,,,1509.5,30.6,29.0,0.0,,,,,-2.0,,,,,,,1441.5,-37.4,-39.0,-68.0,,,,,,,,,,,False,False,False,False,,,,
02090,988,1584.0,,,,,,,1973.4,777.7,1109.0,0.0,,1345.9,,,596.0,,,,,,,985.4,-210.3,121.0,-988.0,,357.9,,,,,,,,,False,True,True,False,,True,,
02100,5,0.0,0.0,,,,,,0.0,7.4,6.0,,,,,,-5.0,-5.0,,,,,,-5.0,2.4,1.0,,,,,,False,,,,,,True,True,True,,,,,
02105,0,0.0,0.0,,,,,,1.7,0.0,,,,,,,0.0,0.0,,,,,,1.7,0.0,,,,,,,True,,,,,,False,True,,,,,,
02110,156,186.0,35.0,,,,,,160.1,174.3,84.0,0.0,,,,,30.0,-121.0,,,,,,4.1,18.3,-72.0,-156.0,,,,,False,,,,,,True,True,False,False,,,,
02122,310,432.0,79.0,,,,,,114.3,276.9,44.0,0.0,,356.1,,,122.0,-231.0,,,,,,-195.7,-33.1,-266.0,-310.0,,46.1,,,False,,,,,,False,True,False,False,,True,,
02130,64,72.0,,,,,,,1937.3,41.6,21.0,0.0,,,,,8.0,,,,,,,1873.3,-22.4,-43.0,-64.0,,,,,,,,,,,False,False,False,False,,,,
02150,118,228.0,,,,,,,88.9,178.2,126.0,0.0,,,,,110.0,,,,,,,-29.1,60.2,8.0,-118.0,,,,,,,,,,,True,True,True,False,,,,
02158,342,876.0,0.0,,,,,,2362.0,323.4,346.0,,,,,,534.0,-342.0,,,,,,2020.0,-18.6,4.0,,,,,,True,,,,,,False,True,True,,,,,
02164,26,18.0,0.0,,,,,,40.5,11.9,19.0,0.0,,,,,-8.0,-26.0,,,,,,14.5,-14.1,-7.0,-26.0,,,,,False,,,,,,False,False,True,False,,,,
02170,1496,2316.0,1919.0,,,,,,2546.6,1057.4,1953.0,0.0,,2215.7,,,820.0,423.0,,,,,,1050.6,-438.6,457.0,-1496.0,,719.7,,,True,,,,,,False,True,True,False,,True,,
02180,41,54.0,,,,,,,263.7,41.9,5.0,0.0,,,,,13.0,,,,,,,222.7,0.9,-36.0,-41.0,,,,,,,,,,,False,True,False,False,,,,
02185,177,144.0,0.0,,,,,,58.2,164.9,52.0,0.0,,,,,-33.0,-177.0,,,,,,-118.8,-12.1,-125.0,-177.0,,,,,False,,,,,,False,True,False,False,,,,
02188,173,36.0,,,,,,,63.8,32.7,6.0,0.0,,,,,-137.0,,,,,,,-109.2,-140.3,-167.0,-173.0,,,,,,,,,,,True,False,False,False,,,,
02195,20,12.0,0.0,,,,,,525.7,5.7,6.0,,,,,,-8.0,-20.0,,,,,,505.7,-14.3,-14.0,,,,,,False,,,,,,False,False,False,,,,,
02198,5,6.0,0.0,,,,,,2.8,20.9,24.0,,,,,,1.0,-5.0,,,,,,-2.2,15.9,19.0,,,,,,False,,,,,,False,False,False,,,,,
02220,40,0.0,0.0,,,,,,5.4,32.5,1.0,0.0,,,,,-40.0,-40.0,,,,,,-34.6,-7.5,-39.0,-40.0,,,,,False,,,,,,True,True,True,False,,,,
02230,1,6.0,0.0,,,,,,13.8,12.2,6.0,,,,,,5.0,-1.0,,,,,,12.8,11.2,5.0,,,,,,True,,,,,,False,False,False,,,,,
02240,41,42.0,,,,,,,15.7,24.5,2.0,0.0,,,,,1.0,,,,,,,-25.3,-16.5,-39.0,-41.0,,,,,,,,,,,False,False,False,False,,,,
02261,100,186.0,,,,,,,635.8,125.4,72.0,9.3,,,,,86.0,,,,,,,535.8,25.4,-28.0,-90.7,,,,,,,,,,,False,True,True,False,,,,
02275,2,6.0,0.0,,,,,,8.6,20.9,6.0,,,,,,4.0,-2.0,,,,,,6.6,18.9,4.0,,,,,,True,,,,,,False,False,False,,,,,
02282,13,12.0,0.0,,,,,,184.6,3.6,0.0,,,,,,-1.0,-13.0,,,,,,171.6,-9.4,-13.0,,,,,,False,,,,,,False,False,False,,,,,
02290,111,18.0,0.0,,,,,,11.0,21.1,0.0,0.0,,,,,-93.0,-111.0,,,,,,-100.0,-89.9,-111.0,-111.0,,,,,False,,,,,,False,True,False,False,,,,
04001,2449,2814.0,3257.0,,,,,2287.0,2579.1,1842.3,2583.5,0.0,,992.8,,,365.0,808.0,,,,,-162.0,130.1,-606.7,134.5,-2449.0,,-1456.2,,,False,,,,,True,True,False,True,False,,False,,
04003,3127,3726.0,1859.0,,,,,3277.0,2477.0,3443.1,4303.5,1097.3,,3568.8,,,599.0,-1268.0,,,,,150.0,-650.0,316.1,1176.5,-2029.7,,441.8,,,False,,,,,True,False,True,False,False,,True,,
04005,4506,4596.0,4192.0,,,,,2464.0,3738.6,2954.3,4916.0,1582.8,,2482.9,1922.0,,90.0,-314.0,,,,,-2042.0,-767.4,-1551.7,410.0,-2923.2,,-2023.1,-2584.0,,False,,,,,False,False,False,False,False,,False,False,
04007,1673,2076.0,2180.0,,,,,1874.0,1597.5,1343.7,1831.5,471.5,,1083.7,,,403.0,507.0,,,,,201.0,-75.5,-329.3,158.5,-1201.5,,-589.3,,,False,,,,,True,True,True,True,False,,False,,
04009,1853,1704.0,2153.0,,,,,1377.0,1506.0,917.1,1576.5,201.8,,765.0,,,-149.0,300.0,,,,,-476.0,-347.0,-935.9,-276.5,-1651.2,,-1088.0,,,False,,,,,False,False,False,False,False,,False,,
04011,134,198.0,,,,,,350.0,446.5,96.0,157.0,0.0,,,,,64.0,,,,,,216.0,312.5,-38.0,23.0,-134.0,,,,,,,,,,False,False,True,True,False,,,,
04012,828,1254.0,1748.0,,,,,1351.0,1444.9,684.1,1259.0,0.0,,,,,426.0,920.0,,,,,523.0,616.9,-143.9,431.0,-828.0,,,,,False,,,,,False,False,True,False,False,,,,
04013,165841,171558.0,297896.0,,,,,121392.0,235764.6,146862.0,200882.5,40997.5,,128029.9,0.0,,5717.0,132055.0,,,,,-44449.0,69923.6,-18979.0,35041.5,-124843.5,,-37811.1,-165841.0,,False,,,,,False,False,False,False,False,,False,False,
04015,7428,10248.0,9425.0,,,,,4971.0,10553.5,7886.0,11833.5,1004.7,,7163.6,11683.0,,2820.0,1997.0,,,,,-2457.0,3125.5,458.0,4405.5,-6423.3,,-264.4,4255.0,,True,,,,,True,False,True,False,False,,True,False,
04017,3599,4248.0,2417.0,,,,,3183.0,3787.8,3010.4,4496.5,368.1,,2495.9,,,649.0,-1182.0,,,,,-416.0,188.8,-588.6,897.5,-3230.9,,-1103.1,,,False,,,,,True,True,True,False,False,,False,,
04019,34649,37476.0,51672.0,,,,,29498.0,30994.2,32778.8,46547.0,8423.5,,24842.0,32835.0,,2827.0,17023.0,,,,,-5151.0,-3654.8,-1870.2,11898.0,-26225.5,,-9807.0,-1814.0,,False,,,,,False,False,True,False,False,,False,True,
04021,16145,15810.0,10037.0,,,,,14356.0,13502.0,13652.9,20057.0,2041.5,,6655.2,14666.0,,-335.0,-6108.0,,,,,-1789.0,-2643.0,-2492.1,3912.0,-14103.5,,-9489.8,-1479.0,,False,,,,,False,False,False,False,False,,False,False,
04023,1392,2670.0,1827.0,,,,,1950.0,1543.1,1217.3,1922.0,213.2,,1600.4,,,1278.0,435.0,,,,,558.0,151.1,-174.7,530.0,-1178.8,,208.4,,,True,,,,,True,True,True,True,True,,True,,
04025,4995,7392.0,5704.0,,,,,4565.0,5696.5,5799.2,7362.0,1368.1,,2412.4,5338.0,,2397.0,709.0,,,,,-430.0,701.5,804.2,2367.0,-3626.9,,-2582.6,343.0,,True,,,,,True,True,True,True,False,,False,True,
04027,7616,10872.0,4493.0,,,,,7494.0,6980.0,6935.7,11783.5,0.1,,3345.5,7215.0,,3256.0,-3123.0,,,,,-122.0,-636.0,-680.3,4167.5,-7615.9,,-4270.5,-401.0,,True,,,,,True,True,True,False,False,,False,True,
05001,588,510.0,450.0,,,,,548.0,460.8,294.6,400.0,47.7,,,,,-78.0,-138.0,,,,,-40.0,-127.2,-293.4,-188.0,-540.3,,,,,False,,,,,True,False,False,False,False,,,,
05003,436,420.0,164.0,,,,,614.0,222.5,269.0,315.0,0.0,,,,,-16.0,-272.0,,,,,178.0,-213.5,-167.0,-121.0,-436.0,,,,,False,,,,,False,False,False,False,False,,,,
05005,638,1056.0,1840.0,,,,,719.0,1409.9,580.7,1116.0,148.5,,,,,418.0,1202.0,,,,,81.0,771.9,-57.3,478.0,-489.5,,,,,False,,,,,True,False,True,False,False,,,,
05007,7842,10506.0,25294.0,,,,,6185.0,17484.4,5769.6,10260.5,1415.7,,7377.0,0.0,,2664.0,17452.0,,,,,-1657.0,9642.4,-2072.4,2418.5,-6426.3,,-465.0,-7842.0,,False,,,,,True,False,True,True,False,,True,False,
05009,928,972.0,915.0,,,,,684.0,733.1,529.5,849.0,0.0,,,,,44.0,-13.0,,,,,-244.0,-194.9,-398.5,-79.0,-928.0,,,,,True,,,,,False,False,False,False,False,,,,
05011,343,498.0,180.0,,,,,285.0,169.0,255.2,385.0,0.0,,,,,155.0,-163.0,,,,,-58.0,-174.0,-87.8,42.0,-343.0,,,,,False,,,,,True,False,True,True,False,,,,
05013,140,162.0,26.0,,,,,144.0,117.9,80.9,111.0,0.2,,,,,22.0,-114.0,,,,,4.0,-22.1,-59.1,-29.0,-139.8,,,,,False,,,,,True,False,False,False,False,,,,
05015,582,702.0,590.0,,,,,414.0,383.5,457.8,409.0,0.0,,,,,120.0,8.0,,,,,-168.0,-198.5,-124.2,-173.0,-582.0,,,,,True,,,,,False,False,False,False,False,,,,
05017,163,204.0,,,,,,307.0,111.9,177.1,177.0,0.0,,,,,41.0,,,,,,144.0,-51.1,14.1,14.0,-163.0,,,,,,,,,,False,False,True,True,False,,,,
