,actual_cases,COVIDhub-baseline,Columbia_UNC-SurvCon,Covid19Sim-Simulator,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,USC-SI_kJalpha,error-COVIDhub-baseline,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-USC-SI_kJalpha,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-USC-SI_kJalpha
01023,71,160.0,,,,601.0,,137.8,,,,,89.0,,,,530.0,,66.8,,,,,,,,False,,True,,,,
01025,1210,1128.0,,,,994.0,,10975.5,,428.7,,,-82.0,,,,-216.0,,9765.5,,-781.3,,,,,,False,,False,,False,,
01027,340,432.0,,,,544.0,,63.6,,,,,92.0,,,,204.0,,-276.4,,,,,,,,False,,False,,,,
01029,394,520.0,,,,663.0,,377.0,,,,,126.0,,,,269.0,,-17.0,,,,,,,,False,,True,,,,
01031,1993,2152.0,,,,1608.0,,2109.4,,1511.0,,,159.0,,,,-385.0,,116.4,,-482.0,,,,,,False,,True,,False,,
01033,1837,2272.0,,,,2753.0,,1202.3,,1891.9,,,435.0,,,,916.0,,-634.7,,54.9,,,,,,False,,False,,True,,
01035,247,232.0,,,,408.0,,27.9,,,,,-15.0,,,,161.0,,-219.1,,,,,,,,False,,False,,,,
01037,382,192.0,,,,327.0,,45.2,,,,,-190.0,,,,-55.0,,-336.8,,,,,,,,True,,False,,,,
01039,1126,1456.0,,,,1279.0,,768.7,,652.4,,,330.0,,,,153.0,,-357.3,,-473.6,,,,,,True,,False,,False,,
01041,561,464.0,,,,422.0,,730.7,,,,,-97.0,,,,-139.0,,169.7,,,,,,,,False,,False,,,,
01043,2547,4864.0,,,,4619.0,,1760.0,,3212.9,,,2317.0,,,,2072.0,,-787.0,,665.9,,,,,,True,,True,,True,,
01045,1519,1936.0,,,,1657.0,,3427.3,,888.1,,,417.0,,,,138.0,,1908.3,,-630.9,,,,,,True,,False,,False,,
01047,695,856.0,,,,1249.0,,285.6,,764.6,,,161.0,,,,554.0,,-409.4,,69.6,,,,,,False,,False,,True,,
01049,1983,4600.0,,,,4359.0,,2570.0,,3573.4,,,2617.0,,,,2376.0,,587.0,,1590.4,,,,,,True,,True,,True,,
01051,3616,4504.0,,,,2470.0,,3149.9,,3655.3,,,888.0,,,,-1146.0,,-466.1,,39.3,,,,,,False,,True,,True,,
01053,1324,968.0,,,,1407.0,,444.5,,729.3,,,-356.0,,,,83.0,,-879.5,,-594.7,,,,,,True,,False,,False,,
01055,4113,7232.0,,,,5212.0,,1657.8,,3692.7,,,3119.0,,,,1099.0,,-2455.2,,-420.3,,,,,,True,,True,,True,,
01057,645,1072.0,,,,753.0,,269.3,,,,,427.0,,,,108.0,,-375.7,,,,,,,,True,,True,,,,
01059,934,1304.0,,,,1913.0,,473.6,,505.8,,,370.0,,,,979.0,,-460.4,,-428.2,,,,,,False,,False,,False,,
01061,862,680.0,,,,962.0,,334.6,,,,,-182.0,,,,100.0,,-527.4,,,,,,,,True,,False,,,,
01063,268,312.0,,,,271.0,,456.0,,,,,44.0,,,,3.0,,188.0,,,,,,,,True,,False,,,,
01065,771,1104.0,,,,571.0,,1533.7,,,,,333.0,,,,-200.0,,762.7,,,,,,,,True,,False,,,,
01067,695,776.0,,,,547.0,,690.0,,,,,81.0,,,,-148.0,,-5.0,,,,,,,,False,,True,,,,
01069,3346,4024.0,,,,3092.0,,1837.4,,2043.9,,,678.0,,,,-254.0,,-1508.6,,-1302.1,,,,,,True,,False,,False,,
01071,1768,2680.0,,,,3096.0,,511.1,,3705.2,,,912.0,,,,1328.0,,-1256.9,,1937.2,,,,,,False,,False,,False,,
01073,24272,38880.0,,,,27839.0,,27660.7,,37369.6,48107.0,,14608.0,,,,3567.0,,3388.7,,13097.6,23835.0,,,,,True,,True,,True,False,
01075,338,800.0,,,,564.0,,1033.9,,,,,462.0,,,,226.0,,695.9,,,,,,,,True,,False,,,,
01077,2938,4208.0,,,,4780.0,,1408.6,,2161.9,,,1270.0,,,,1842.0,,-1529.4,,-776.1,,,,,,False,,False,,True,,
01079,1032,1360.0,,,,2002.0,,1188.5,,,,,328.0,,,,970.0,,156.5,,,,,,,,False,,True,,,,
01081,5280,4864.0,,,,4321.0,,8419.7,,1710.2,4765.0,,-416.0,,,,-959.0,,3139.7,,-3569.8,-515.0,,,,,False,,False,,False,False,
01083,3229,5432.0,,,,4526.0,,4129.9,,3183.5,,,2203.0,,,,1297.0,,900.9,,-45.5,,,,,,True,,True,,True,,
01085,392,304.0,,,,215.0,,95.3,,,,,-88.0,,,,-177.0,,-296.7,,,,,,,,False,,False,,,,
01087,471,472.0,,,,439.0,,342.6,,,,,1.0,,,,-32.0,,-128.4,,,,,,,,False,,False,,,,
01089,12370,18416.0,,,,14689.0,,11456.7,,11305.3,21617.0,,6046.0,,,,2319.0,,-913.3,,-1064.7,9247.0,,,,,True,,True,,True,False,
01091,660,1096.0,,,,833.0,,5248.2,,,,,436.0,,,,173.0,,4588.2,,,,,,,,True,,False,,,,
01093,861,1376.0,,,,1396.0,,664.2,,,,,515.0,,,,535.0,,-196.8,,,,,,,,False,,True,,,,
01095,2766,4704.0,,,,5230.0,,957.2,,1542.6,,,1938.0,,,,2464.0,,-1808.8,,-1223.4,,,,,,False,,True,,True,,
01097,11538,9520.0,,,,12912.0,,6291.6,,5090.3,29253.0,,-2018.0,,,,1374.0,,-5246.4,,-6447.7,17715.0,,,,,True,,False,,False,False,
01099,617,824.0,,,,785.0,,495.5,,,,,207.0,,,,168.0,,-121.5,,,,,,,,True,,True,,,,
01101,7214,8192.0,,,,5967.0,,14509.0,,5255.7,11802.0,,978.0,,,,-1247.0,,7295.0,,-1958.3,4588.0,,,,,False,,False,,False,False,
01103,4099,7064.0,,,,6263.0,,2478.6,,6426.8,,,2965.0,,,,2164.0,,-1620.4,,2327.8,,,,,,True,,True,,True,,
01105,298,384.0,,,,289.0,,748.2,,,,,86.0,,,,-9.0,,450.2,,,,,,,,True,,False,,,,
01107,628,1240.0,,,,828.0,,1344.5,,,,,612.0,,,,200.0,,716.5,,,,,,,,True,,False,,,,
01109,1065,656.0,,,,1029.0,,418.1,,,,,-409.0,,,,-36.0,,-646.9,,,,,,,,True,,False,,,,
01111,410,360.0,,,,870.0,,61.8,,,,,-50.0,,,,460.0,,-348.2,,,,,,,,False,,False,,,,
01113,1360,976.0,,,,1705.0,,294.7,,585.3,,,-384.0,,,,345.0,,-1065.3,,-774.7,,,,,,True,,False,,False,,
01115,2853,4096.0,,,,3372.0,,1633.5,,2953.7,,,1243.0,,,,519.0,,-1219.5,,100.7,,,,,,True,,True,,True,,
01117,7454,9696.0,,,,7730.0,,4554.3,,10750.8,9220.0,,2242.0,,,,276.0,,-2899.7,,3296.8,1766.0,,,,,True,,False,,False,True,
01119,234,632.0,,,,418.0,,1616.2,,,,,398.0,,,,184.0,,1382.2,,,,,,,,True,,False,,,,
01121,2631,2624.0,,,,3364.0,,1330.6,,2232.4,,,-7.0,,,,733.0,,-1300.4,,-398.6,,,,,,False,,False,,False,,
01123,1310,936.0,,,,1359.0,,207.0,,529.4,,,-374.0,,,,49.0,,-1103.0,,-780.6,,,,,,True,,False,,False,,
01125,6849,9536.0,,,,8279.0,,10940.9,,6986.3,4200.0,,2687.0,,,,1430.0,,4091.9,,137.3,-2649.0,,,,,True,,False,,True,True,
01127,1654,2424.0,,,,3179.0,,1376.3,,3022.2,,,770.0,,,,1525.0,,-277.7,,1368.2,,,,,,False,,True,,False,,
01129,444,528.0,,,,836.0,,1263.0,,,,,84.0,,,,392.0,,819.0,,,,,,,,False,,False,,,,
01131,379,264.0,,,,266.0,,4839.1,,,,,-115.0,,,,-113.0,,4460.1,,,,,,,,True,,False,,,,
01133,704,752.0,,,,1292.0,,192.5,,,,,48.0,,,,588.0,,-511.5,,,,,,,,False,,False,,,,
02013,311,0.0,,,,,,0.1,,,,,-311.0,,,,,,-310.9,,,,,,,,,,True,,,,
02016,228,88.0,,,,,,33.2,,,,,-140.0,,,,,,-194.8,,,,,,,,,,False,,,,
02020,4537,11808.0,,,,,,4018.0,,13171.9,3085.0,,7271.0,,,,,,-519.0,,8634.9,-1452.0,,,,,,,True,,False,True,
02050,1457,1072.0,,,,,,243.0,,,,,-385.0,,,,,,-1214.0,,,,,,,,,,False,,,,
02060,0,0.0,,,,,,0.0,,,,,0.0,,,,,,0.0,,,,,,,,,,True,,,,
02068,8,48.0,,,,,,62.0,,,,,40.0,,,,,,54.0,,,,,,,,,,False,,,,
02070,83,24.0,,,,,,22.8,,,,,-59.0,,,,,,-60.2,,,,,,,,,,False,,,,
02090,1434,2840.0,,,,,,7282.4,,1015.7,,,1406.0,,,,,,5848.4,,-418.3,,,,,,,,False,,True,,
02100,5,24.0,,,,,,114.7,,,,,19.0,,,,,,109.7,,,,,,,,,,False,,,,
02105,0,0.0,,,,,,0.0,,,,,0.0,,,,,,0.0,,,,,,,,,,True,,,,
02110,229,264.0,,,,,,100.0,,,,,35.0,,,,,,-129.0,,,,,,,,,,False,,,,
02122,512,1984.0,,,,,,267.2,,524.1,,,1472.0,,,,,,-244.8,,12.1,,,,,,,,True,,True,,
02130,79,64.0,,,,,,5.4,,,,,-15.0,,,,,,-73.6,,,,,,,,,,False,,,,
02150,245,1112.0,,,,,,799.6,,,,,867.0,,,,,,554.6,,,,,,,,,,True,,,,
02158,509,544.0,,,,,,2794.8,,,,,35.0,,,,,,2285.8,,,,,,,,,,False,,,,
02164,30,32.0,,,,,,5.1,,,,,2.0,,,,,,-24.9,,,,,,,,,,False,,,,
02170,2156,3808.0,,,,,,198.0,,2219.4,,,1652.0,,,,,,-1958.0,,63.4,,,,,,,,False,,True,,
02180,56,104.0,,,,,,10.2,,,,,48.0,,,,,,-45.8,,,,,,,,,,True,,,,
02185,250,848.0,,,,,,576.0,,,,,598.0,,,,,,326.0,,,,,,,,,,True,,,,
02188,191,32.0,,,,,,5.4,,,,,-159.0,,,,,,-185.6,,,,,,,,,,False,,,,
02195,23,0.0,,,,,,0.5,,,,,-23.0,,,,,,-22.5,,,,,,,,,,True,,,,
02198,11,24.0,,,,,,2.2,,,,,13.0,,,,,,-8.8,,,,,,,,,,True,,,,
02220,54,192.0,,,,,,15.9,,,,,138.0,,,,,,-38.1,,,,,,,,,,True,,,,
02230,3,32.0,,,,,,597.6,,,,,29.0,,,,,,594.6,,,,,,,,,,False,,,,
02240,68,192.0,,,,,,31.0,,,,,124.0,,,,,,-37.0,,,,,,,,,,True,,,,
02261,148,104.0,,,,,,24.0,,,,,-44.0,,,,,,-124.0,,,,,,,,,,False,,,,
02275,4,8.0,,,,,,0.0,,,,,4.0,,,,,,-4.0,,,,,,,,,,True,,,,
02282,15,0.0,,,,,,9.1,,,,,-15.0,,,,,,-5.9,,,,,,,,,,True,,,,
02290,116,136.0,,,,,,24.3,,,,,20.0,,,,,,-91.7,,,,,,,,,,False,,,,
04001,3317,3048.0,,,,4095.0,,3754.6,,565.4,,,-269.0,,,,778.0,,437.6,,-2751.6,,,,,,False,,False,,False,,
04003,4812,7464.0,,,,3202.0,,3859.1,,4976.1,,,2652.0,,,,-1610.0,,-952.9,,164.1,,,,,,True,,True,,True,,
04005,6086,7104.0,,,,4523.0,,5356.7,,1810.8,6746.0,,1018.0,,,,-1563.0,,-729.3,,-4275.2,660.0,,,,,False,,True,,False,True,
04007,2309,2952.0,,,,1990.0,,2155.4,,1694.2,,,643.0,,,,-319.0,,-153.6,,-614.8,,,,,,True,,True,,True,,
04009,2455,1800.0,,,,1393.0,,1688.7,,754.1,,,-655.0,,,,-1062.0,,-766.3,,-1700.9,,,,,,False,,False,,False,,
04011,189,272.0,,,,291.0,,51.1,,,,,83.0,,,,102.0,,-137.9,,,,,,,,False,,False,,,,
04012,1195,696.0,,,,1534.0,,837.9,,,,,-499.0,,,,339.0,,-357.1,,,,,,,,True,,True,,,,
04013,220003,214016.0,,,,191418.0,,277373.3,,139255.4,192276.0,,-5987.0,,,,-28585.0,,57370.3,,-80747.6,-27727.0,,,,,False,,False,,False,False,
04015,10720,11472.0,,,,7685.0,,11880.5,,7993.8,17128.0,,752.0,,,,-3035.0,,1160.5,,-2726.2,6408.0,,,,,False,,False,,False,False,
04017,4984,5008.0,,,,6312.0,,5797.2,,4360.0,,,24.0,,,,1328.0,,813.2,,-624.0,,,,,,False,,False,,False,,
04019,48497,57552.0,,,,46617.0,,84451.8,,31059.0,73812.0,,9055.0,,,,-1880.0,,35954.8,,-17438.0,25315.0,,,,,True,,False,,False,False,
04021,21144,19136.0,,,,23317.0,,35190.5,,11031.4,17054.0,,-2008.0,,,,2173.0,,14046.5,,-10112.6,-4090.0,,,,,False,,False,,False,False,
04023,2255,3792.0,,,,2280.0,,1476.0,,1471.3,,,1537.0,,,,25.0,,-779.0,,-783.7,,,,,,True,,True,,True,,
04025,7536,11152.0,,,,8552.0,,6805.2,,4349.0,14922.0,,3616.0,,,,1016.0,,-730.8,,-3187.0,7386.0,,,,,True,,True,,True,False,
04027,11650,19680.0,,,,17254.0,,33644.3,,5751.2,21681.0,,8030.0,,,,5604.0,,21994.3,,-5898.8,10031.0,,,,,True,,False,,True,False,
05001,740,688.0,,,,853.0,,308.9,,,,,-52.0,,,,113.0,,-431.1,,,,,,,,False,,False,,,,
05003,584,784.0,,,,879.0,,487.0,,,,,200.0,,,,295.0,,-97.0,,,,,,,,False,,True,,,,
05005,945,1296.0,,,,1323.0,,463.3,,,,,351.0,,,,378.0,,-481.7,,,,,,,,False,,False,,,,
05007,10908,10528.0,,,,9844.0,,4410.5,,10240.1,6513.0,,-380.0,,,,-1064.0,,-6497.5,,-667.9,-4395.0,,,,,False,,False,,False,False,
05009,1236,1264.0,,,,1247.0,,283.0,,,,,28.0,,,,11.0,,-953.0,,,,,,,,True,,False,,,,
05011,515,1016.0,,,,438.0,,677.6,,,,,501.0,,,,-77.0,,162.6,,,,,,,,True,,True,,,,
05013,189,152.0,,,,182.0,,34.5,,,,,-37.0,,,,-7.0,,-154.5,,,,,,,,True,,False,,,,
05015,793,1296.0,,,,703.0,,355.3,,,,,503.0,,,,-90.0,,-437.7,,,,,,,,True,,True,,,,
05017,237,368.0,,,,445.0,,59.8,,,,,131.0,,,,208.0,,-177.2,,,,,,,,False,,False,,,,
05019,774,1080.0,,,,795.0,,1135.7,,,,,306.0,,,,21.0,,361.7,,,,,,,,True,,False,,,,
05021,458,640.0,,,,764.0,,104.7,,,,,182.0,,,,306.0,,-353.3,,,,,,,,False,,False,,,,
05023,838,1040.0,,,,1157.0,,652.8,,,,,202.0,,,,319.0,,-185.2,,,,,,,,False,,True,,,,
05025,397,336.0,,,,290.0,,177.9,,,,,-61.0,,,,-107.0,,-219.1,,,,,,,,False,,False,,,,
05027,679,664.0,,,,897.0,,521.4,,,,,-15.0,,,,218.0,,-157.6,,,,,,,,False,,False,,,,
05029,1054,1232.0,,,,1127.0,,794.5,,,,,178.0,,,,73.0,,-259.5,,,,,,,,True,,False,,,,
05031,3554,5752.0,,,,6247.0,,1796.4,,4266.5,,,2198.0,,,,2693.0,,-1757.6,,712.5,,,,,,False,,True,,True,,
05033,2657,2560.0,,,,3749.0,,1756.7,,,,,-97.0,,,,1092.0,,-900.3,,,,,,,,False,,False,,,,
05035,1647,2056.0,,,,2275.0,,1084.7,,1641.0,,,409.0,,,,628.0,,-562.3,,-6.0,,,,,,False,,False,,True,,
05037,667,984.0,,,,946.0,,1382.9,,,,,317.0,,,,279.0,,715.9,,,,,,,,True,,False,,,,
05039,289,320.0,,,,262.0,,76.0,,,,,31.0,,,,-27.0,,-213.0,,,,,,,,True,,False,,,,
05041,466,712.0,,,,413.0,,368.1,,,,,246.0,,,,-53.0,,-97.9,,,,,,,,True,,True,,,,
05043,657,1232.0,,,,765.0,,241.6,,,,,575.0,,,,108.0,,-415.4,,,,,,,,True,,True,,,,
05045,4920,4728.0,,,,5463.0,,3812.4,,1984.9,,,-192.0,,,,543.0,,-1107.6,,-2935.1,,,,,,False,,False,,False,,
05047,589,472.0,,,,906.0,,96.4,,,,,-117.0,,,,317.0,,-492.6,,,,,,,,False,,False,,,,
05049,303,944.0,,,,394.0,,1186.5,,,,,641.0,,,,91.0,,883.5,,,,,,,,True,,False,,,,
05051,4262,3496.0,,,,4498.0,,2120.4,,898.8,,,-766.0,,,,236.0,,-2141.6,,-3363.2,,,,,,True,,False,,False,,
05053,679,848.0,,,,706.0,,491.5,,,,,169.0,,,,27.0,,-187.5,,,,,,,,True,,False,,,,
05055,1726,2280.0,,,,2686.0,,369.4,,5090.4,,,554.0,,,,960.0,,-1356.6,,3364.4,,,,,,False,,False,,False,,
05057,674,688.0,,,,756.0,,609.7,,,,,14.0,,,,82.0,,-64.3,,,,,,,,False,,False,,,,
05059,1364,1392.0,,,,1699.0,,1703.6,,766.0,,,28.0,,,,335.0,,339.6,,-598.0,,,,,,False,,False,,False,,
05061,476,736.0,,,,448.0,,721.2,,,,,260.0,,,,-28.0,,245.2,,,,,,,,True,,True,,,,
05063,1130,1160.0,,,,2571.0,,217.4,,621.8,,,30.0,,,,1441.0,,-912.6,,-508.2,,,,,,False,,False,,False,,
05065,497,552.0,,,,525.0,,246.4,,,,,55.0,,,,28.0,,-250.6,,,,,,,,True,,False,,,,
05067,453,2024.0,,,,1001.0,,316.3,,,,,1571.0,,,,548.0,,-136.7,,,,,,,,True,,True,,,,
05069,2289,4048.0,,,,2696.0,,1303.2,,1687.6,,,1759.0,,,,407.0,,-985.8,,-601.4,,,,,,True,,True,,True,,
05071,1024,1184.0,,,,1507.0,,1331.5,,,,,160.0,,,,483.0,,307.5,,,,,,,,False,,False,,,,
05073,179,168.0,,,,191.0,,150.9,,,,,-11.0,,,,12.0,,-28.1,,,,,,,,False,,False,,,,
05075,596,584.0,,,,937.0,,169.0,,,,,-12.0,,,,341.0,,-427.0,,,,,,,,False,,False,,,,
05077,264,336.0,,,,464.0,,190.3,,,,,72.0,,,,200.0,,-73.7,,,,,,,,False,,False,,,,
05079,396,520.0,,,,573.0,,100.4,,203.6,,,124.0,,,,177.0,,-295.6,,-192.4,,,,,,False,,False,,False,,
05081,389,240.0,,,,433.0,,43.4,,,,,-149.0,,,,44.0,,-345.6,,,,,,,,True,,False,,,,
05083,866,912.0,,,,1302.0,,381.5,,,,,46.0,,,,436.0,,-484.5,,,,,,,,False,,False,,,,
05085,2984,2784.0,,,,3218.0,,2028.0,,2660.3,,,-200.0,,,,234.0,,-956.0,,-323.7,,,,,,False,,False,,False,,
05087,484,720.0,,,,590.0,,130.0,,,,,236.0,,,,106.0,,-354.0,,,,,,,,True,,False,,,,
05089,362,272.0,,,,450.0,,74.7,,,,,-90.0,,,,88.0,,-287.3,,,,,,,,True,,False,,,,
05091,1236,960.0,,,,1408.0,,228.6,,689.2,,,-276.0,,,,172.0,,-1007.4,,-546.8,,,,,,True,,False,,False,,
05093,1471,1944.0,,,,2610.0,,856.9,,1396.7,,,473.0,,,,1139.0,,-614.1,,-74.3,,,,,,False,,False,,True,,
05095,406,272.0,,,,322.0,,115.5,,,,,-134.0,,,,-84.0,,-290.5,,,,,,,,True,,False,,,,
05097,271,328.0,,,,336.0,,122.9,,,,,57.0,,,,65.0,,-148.1,,,,,,,,False,,False,,,,
05099,214,256.0,,,,370.0,,47.9,,,,,42.0,,,,156.0,,-166.1,,,,,,,,False,,False,,,,
05101,154,160.0,,,,260.0,,9.4,,,,,6.0,,,,106.0,,-144.6,,,,,,,,False,,False,,,,
05103,942,1024.0,,,,921.0,,157.6,,,,,82.0,,,,-21.0,,-784.4,,,,,,,,True,,False,,,,
05105,423,368.0,,,,388.0,,73.6,,,,,-55.0,,,,-35.0,,-349.4,,,,,,,,True,,False,,,,
05107,502,760.0,,,,953.0,,201.5,,,,,258.0,,,,451.0,,-300.5,,,,,,,,False,,False,,,,
05109,374,536.0,,,,423.0,,297.1,,,,,162.0,,,,49.0,,-76.9,,,,,,,,True,,True,,,,
05111,916,1376.0,,,,1665.0,,1434.6,,,,,460.0,,,,749.0,,518.6,,,,,,,,False,,False,,,,
05113,729,800.0,,,,865.0,,200.4,,,,,71.0,,,,136.0,,-528.6,,,,,,,,False,,False,,,,
05115,2758,3464.0,,,,3104.0,,1580.1,,4981.4,,,706.0,,,,346.0,,-1177.9,,2223.4,,,,,,True,,False,,False,,
05117,405,296.0,,,,377.0,,1140.1,,,,,-109.0,,,,-28.0,,735.1,,,,,,,,True,,False,,,,
05119,14891,15000.0,,,,15412.0,,14091.1,,9798.2,12205.0,,109.0,,,,521.0,,-799.9,,-5092.8,-2686.0,,,,,False,,False,,False,False,
05121,616,752.0,,,,936.0,,298.2,,,,,136.0,,,,320.0,,-317.8,,,,,,,,False,,False,,,,
05123,865,1568.0,,,,1459.0,,5747.8,,938.7,,,703.0,,,,594.0,,4882.8,,73.7,,,,,,True,,False,,True,,
05125,4481,4728.0,,,,6003.0,,2049.4,,1773.6,,,247.0,,,,1522.0,,-2431.6,,-2707.4,,,,,,False,,False,,False,,
05127,419,240.0,,,,487.0,,61.6,,,,,-179.0,,,,68.0,,-357.4,,,,,,,,True,,False,,,,
05129,199,272.0,,,,322.0,,195.1,,,,,73.0,,,,123.0,,-3.9,,,,,,,,False,,True,,,,
05131,5666,4136.0,,,,7141.0,,2882.6,,1502.0,,,-1530.0,,,,1475.0,,-2783.4,,-4164.0,,,,,,True,,False,,False,,
05133,583,760.0,,,,745.0,,200.8,,,,,177.0,,,,162.0,,-382.2,,,,,,,,True,,False,,,,
05135,540,936.0,,,,724.0,,649.1,,,,,396.0,,,,184.0,,109.1,,,,,,,,True,,True,,,,
05137,287,560.0,,,,452.0,,175.8,,,,,273.0,,,,165.0,,-111.2,,,,,,,,True,,True,,,,
05139,1557,1616.0,,,,1680.0,,832.1,,,,,59.0,,,,123.0,,-724.9,,,,,,,,False,,False,,,,
05141,523,864.0,,,,685.0,,1131.3,,,,,341.0,,,,162.0,,608.3,,,,,,,,True,,False,,,,
05143,9471,11016.0,,,,9213.0,,4650.0,,11660.3,11133.0,,1545.0,,,,-258.0,,-4821.0,,2189.3,1662.0,,,,,True,,False,,False,False,
05145,2998,3752.0,,,,4817.0,,2685.8,,3201.7,,,754.0,,,,1819.0,,-312.2,,203.7,,,,,,False,,True,,True,,
05147,304,272.0,,,,265.0,,985.3,,,,,-32.0,,,,-39.0,,681.3,,,,,,,,False,,False,,,,
05149,1142,1584.0,,,,1060.0,,1172.0,,,,,442.0,,,,-82.0,,30.0,,,,,,,,True,,True,,,,
06001,39217,47320.0,,,,40567.0,,173652.8,,18668.0,160956.0,,8103.0,,,,1350.0,,134435.8,,-20549.0,121739.0,,,,,True,,False,,False,False,
06003,22,8.0,,,,43.0,,38.7,,,,,-14.0,,,,21.0,,16.7,,,,,,,,False,,False,,,,
06005,1438,4456.0,,,,1585.0,,6166.1,,,,,3018.0,,,,147.0,,4728.1,,,,,,,,True,,False,,,,
06007,4749,7720.0,,,,8324.0,,12954.0,,6904.5,23204.0,,2971.0,,,,3575.0,,8205.0,,2155.5,18455.0,,,,,False,,False,,True,False,
06009,990,1384.0,,,,1611.0,,1101.3,,,,,394.0,,,,621.0,,111.3,,,,,,,,False,,True,,,,
06011,1001,1160.0,,,,808.0,,1770.7,,,,,159.0,,,,-193.0,,769.7,,,,,,,,False,,False,,,,
06013,26149,36712.0,,,,29427.0,,41697.7,,40771.8,124910.0,,10563.0,,,,3278.0,,15548.7,,14622.8,98761.0,,,,,True,,False,,False,False,
06015,286,856.0,,,,328.0,,475.5,,,,,570.0,,,,42.0,,189.5,,,,,,,,True,,True,,,,
06017,4361,5920.0,,,,6915.0,,5536.9,,4776.6,4001.0,,1559.0,,,,2554.0,,1175.9,,415.6,-360.0,,,,,False,,True,,True,True,
06019,39877,76576.0,,,,40800.0,,187812.9,,27082.8,202154.0,,36699.0,,,,923.0,,147935.9,,-12794.2,162277.0,,,,,True,,False,,True,False,
06021,902,1096.0,,,,1050.0,,279.3,,,,,194.0,,,,148.0,,-622.7,,,,,,,,True,,False,,,,
06023,1622,1248.0,,,,1833.0,,912.9,,,1463.0,,-374.0,,,,211.0,,-709.1,,,-159.0,,,,,True,,False,,,True,
06025,6216,14648.0,,,,11660.0,,56714.7,,8979.5,16012.0,,8432.0,,,,5444.0,,50498.7,,2763.5,9796.0,,,,,True,,False,,True,False,
06027,703,816.0,,,,248.0,,2037.2,,,,,113.0,,,,-455.0,,1334.2,,,,,,,,False,,False,,,,
06029,42820,59640.0,,,,50316.0,,207049.2,,37739.9,113337.0,,16820.0,,,,7496.0,,164229.2,,-5080.1,70517.0,,,,,True,,False,,True,False,
06031,7088,9368.0,,,,7191.0,,4571.9,,8781.9,7835.0,,2280.0,,,,103.0,,-2516.1,,1693.9,747.0,,,,,True,,False,,True,True,
