,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MIT_ISOLAT-Mixtures,MOBS-GLEAM_COVID,Microsoft-DeepSTIA,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,SigSci-TS,TTU-squider,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,UpstateSU-GRU,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MIT_ISOLAT-Mixtures,error-MOBS-GLEAM_COVID,error-Microsoft-DeepSTIA,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-SigSci-TS,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,error-UpstateSU-GRU,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MIT_ISOLAT-Mixtures,beat_baseline-MOBS-GLEAM_COVID,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-SigSci-TS,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-UpstateSU-GRU
37083,1098,1652.0,,1622.7,,1343.0,2139.0,,,,,1177.3,1659.4,,,951.0,1536.9,1062.0,,1184.0,1172.9,,,,1212.0,1489.9,,,,,,863.4,,,,1880.8,1323.2,554.0,,524.7,,245.0,1041.0,,,,,79.3,561.4,,,-147.0,438.9,-36.0,,86.0,74.9,,,,114.0,391.9,,,,,,-234.6,,,,782.8,225.2,,True,,True,False,,,,,True,False,,,True,True,True,,True,True,,,,True,True,,,,,,True,,,,False,True
37085,1743,2568.0,,2575.8,,2394.0,2422.0,,,,,2124.1,2619.1,,,3153.0,2550.6,1931.0,,2377.0,2300.4,,,,2069.0,3328.4,,,,,,2192.1,2314.0,,,3388.7,1908.8,825.0,,832.8,,651.0,679.0,,,,,381.1,876.1,,,1410.0,807.6,188.0,,634.0,557.4,,,,326.0,1585.4,,,,,,449.1,571.0,,,1645.7,165.8,,False,,True,True,,,,,True,False,,,False,True,True,,True,True,,,,True,False,,,,,,True,True,,,False,True
37087,774,1024.0,,991.1,,1083.0,402.0,,,,,929.5,1262.4,,,1718.0,1226.0,912.2,,1111.0,1057.7,,,,930.0,1294.3,,,,,,631.5,,,,1285.0,1082.2,250.0,,217.1,,309.0,-372.0,,,,,155.5,488.4,,,944.0,452.0,138.2,,337.0,283.7,,,,156.0,520.3,,,,,,-142.5,,,,511.0,308.2,,True,,False,False,,,,,True,False,,,False,False,True,,False,False,,,,True,False,,,,,,True,,,,False,False
37089,1568,2540.0,,2687.4,,2427.0,2129.0,,,,,2207.4,2661.3,,,2936.0,2694.6,1967.3,,3032.0,2387.3,,,,1854.0,2412.0,,,,,,1971.8,,,,2114.6,2108.1,972.0,,1119.4,,859.0,561.0,,,,,639.4,1093.3,,,1368.0,1126.6,399.3,,1464.0,819.3,,,,286.0,844.0,,,,,,403.8,,,,546.6,540.1,,False,,True,True,,,,,True,False,,,False,False,True,,False,True,,,,True,True,,,,,,True,,,,True,True
37091,261,404.0,,352.9,,388.0,380.0,,,,,489.3,447.3,,,417.0,319.2,284.5,,321.0,393.9,,,,364.0,540.8,,,,,,,,,,450.1,386.0,143.0,,91.9,,127.0,119.0,,,,,228.3,186.3,,,156.0,58.2,23.5,,60.0,132.9,,,,103.0,279.8,,,,,,,,,,189.1,125.0,,True,,True,True,,,,,False,False,,,False,True,True,,True,True,,,,True,False,,,,,,,,,,False,True
37093,638,972.0,,975.4,,887.0,802.0,,,,,941.8,1076.5,,,1294.0,859.9,843.0,,853.0,876.2,,,,752.0,1152.7,,,,,,751.5,,,,1261.3,741.5,334.0,,337.4,,249.0,164.0,,,,,303.8,438.5,,,656.0,221.9,205.0,,215.0,238.2,,,,114.0,514.7,,,,,,113.5,,,,623.3,103.5,,False,,True,True,,,,,True,False,,,False,True,True,,True,True,,,,True,False,,,,,,True,,,,False,True
37095,60,400.0,,423.0,,251.0,321.0,,,,,215.6,360.4,,,148.0,357.8,196.0,,248.0,253.0,,,,140.0,164.5,,,,,,,,,,485.9,148.5,340.0,,363.0,,191.0,261.0,,,,,155.6,300.4,,,88.0,297.8,136.0,,188.0,193.0,,,,80.0,104.5,,,,,,,,,,425.9,88.5,,False,,True,True,,,,,True,True,,,True,True,True,,True,True,,,,True,True,,,,,,,,,,False,True
37097,3608,4616.0,,4581.8,,4409.0,3312.0,,,,,3700.1,4408.7,,,4477.0,4785.6,3143.8,,4250.5,3849.1,,,,3387.0,4789.4,,,,,,3810.2,4081.0,,,6627.1,3365.9,1008.0,,973.8,,801.0,-296.0,,,,,92.1,800.7,,,869.0,1177.6,-464.2,,642.5,241.1,,,,-221.0,1181.4,,,,,,202.2,473.0,,,3019.1,-242.1,,True,,True,True,,,,,True,True,,,True,False,True,,True,True,,,,True,False,,,,,,True,True,,,False,True
37099,432,608.0,,623.3,,621.0,364.0,,,,,806.9,747.0,,,1202.0,538.1,495.6,,719.0,584.2,,,,584.0,988.4,,,,,,445.3,,,,681.0,573.0,176.0,,191.3,,189.0,-68.0,,,,,374.9,315.0,,,770.0,106.1,63.6,,287.0,152.2,,,,152.0,556.4,,,,,,13.3,,,,249.0,141.0,,False,,False,True,,,,,False,False,,,False,True,True,,False,True,,,,True,False,,,,,,True,,,,False,True
37101,2994,3984.0,,3961.5,,3556.0,2915.0,,,,,4204.7,4098.0,,4972.3,4720.0,2555.4,3640.3,,3107.5,3550.1,,,,2998.0,4860.8,,,,,,1893.3,3535.0,,,4739.4,3461.1,990.0,,967.5,,562.0,-79.0,,,,,1210.7,1104.0,,1978.3,1726.0,-438.6,646.3,,113.5,556.1,,,,4.0,1866.8,,,,,,-1100.7,541.0,,,1745.4,467.1,,True,,True,True,,,,,False,False,,False,False,True,True,,True,True,,,,True,False,,,,,,False,True,,,False,True
37103,157,196.0,,205.5,,181.0,248.0,,,,,154.7,216.4,,,212.0,97.3,119.3,,113.0,177.3,,,,156.0,143.1,,,,,,,,,,241.4,178.9,39.0,,48.5,,24.0,91.0,,,,,-2.3,59.4,,,55.0,-59.7,-37.7,,-44.0,20.3,,,,-1.0,-13.9,,,,,,,,,,84.4,21.9,,False,,True,False,,,,,True,False,,,False,False,True,,False,True,,,,True,True,,,,,,,,,,False,True
37105,870,1292.0,,1377.3,,1286.0,790.0,,,,,1385.2,1423.6,,1796.4,1340.0,1589.1,1054.0,,1143.5,1229.4,,,,1026.0,1479.9,,,,,,731.1,,,,1825.2,1199.8,422.0,,507.3,,416.0,-80.0,,,,,515.2,553.6,,926.4,470.0,719.1,184.0,,273.5,359.4,,,,156.0,609.9,,,,,,-138.9,,,,955.2,329.8,,False,,True,True,,,,,False,False,,False,False,False,True,,True,True,,,,True,False,,,,,,True,,,,False,True
37107,1031,1504.0,,1482.0,,1360.0,1290.0,,,,,1217.4,1648.8,,,1383.0,2377.3,1101.2,,1115.5,1209.5,,,,1197.0,1426.6,,,,,,1016.1,,,,1793.3,1473.6,473.0,,451.0,,329.0,259.0,,,,,186.4,617.8,,,352.0,1346.3,70.2,,84.5,178.5,,,,166.0,395.6,,,,,,-14.9,,,,762.3,442.6,,True,,True,True,,,,,True,False,,,True,False,True,,True,True,,,,True,True,,,,,,True,,,,False,True
37109,1540,2580.0,,2580.8,,2481.0,3780.0,,,,,2205.5,2351.4,,,2443.0,2685.3,1901.4,,2562.5,2421.3,,,,1836.0,2449.6,,,,,,2179.9,,,,2765.6,2208.2,1040.0,,1040.8,,941.0,2240.0,,,,,665.5,811.4,,,903.0,1145.3,361.4,,1022.5,881.3,,,,296.0,909.6,,,,,,639.9,,,,1225.6,668.2,,False,,True,False,,,,,True,True,,,True,False,True,,True,True,,,,True,True,,,,,,True,,,,False,True
37111,711,1256.0,,1327.1,,1210.0,1076.0,,,,,1189.3,1278.2,,,1301.0,1101.2,847.7,,1182.5,1057.7,,,,914.0,1275.7,,,,,,557.5,,,,1742.6,1360.7,545.0,,616.1,,499.0,365.0,,,,,478.3,567.2,,,590.0,390.2,136.7,,471.5,346.7,,,,203.0,564.7,,,,,,-153.5,,,,1031.6,649.7,,False,,True,True,,,,,True,False,,,False,True,True,,True,True,,,,True,False,,,,,,True,,,,False,False
37113,521,816.0,,797.6,,783.0,331.0,,,,,663.8,918.9,,,716.0,1250.1,864.2,,797.5,764.7,,,,672.0,693.7,,,,,,,,,,1432.5,835.6,295.0,,276.6,,262.0,-190.0,,,,,142.8,397.9,,,195.0,729.1,343.2,,276.5,243.7,,,,151.0,172.7,,,,,,,,,,911.5,314.6,,True,,True,True,,,,,True,False,,,True,False,False,,True,True,,,,True,True,,,,,,,,,,False,False
37115,241,408.0,,420.4,,381.0,358.0,,,,,317.5,467.0,,,565.0,837.4,300.6,,370.5,358.6,,,,317.0,381.2,,,,,,,,,,564.8,330.6,167.0,,179.4,,140.0,117.0,,,,,76.5,226.0,,,324.0,596.4,59.6,,129.5,117.6,,,,76.0,140.2,,,,,,,,,,323.8,89.6,,False,,True,True,,,,,True,False,,,False,False,True,,True,True,,,,True,True,,,,,,,,,,False,True
37117,285,352.0,,407.3,,363.0,125.0,,,,,557.2,465.4,,,452.0,427.9,336.3,,239.0,349.7,,,,360.0,283.8,,,,,,,,,,471.1,515.6,67.0,,122.3,,78.0,-160.0,,,,,272.2,180.4,,,167.0,142.9,51.3,,-46.0,64.7,,,,75.0,-1.2,,,,,,,,,,186.1,230.6,,False,,False,False,,,,,False,False,,,False,False,True,,True,True,,,,False,True,,,,,,,,,,False,False
37119,16274,24156.0,,24160.1,22809.5,23186.0,11353.0,,,,,22922.5,20045.8,,31120.1,24192.0,23461.5,22907.5,,22766.0,20721.2,,,,18169.0,25057.4,,,,,,19886.8,20538.0,,,24453.5,20668.2,7882.0,,7886.1,6535.5,6912.0,-4921.0,,,,,6648.5,3771.8,,14846.1,7918.0,7187.5,6633.5,,6492.0,4447.2,,,,1895.0,8783.4,,,,,,3612.8,4264.0,,,8179.5,4394.2,,False,True,True,True,,,,,True,True,,False,False,True,True,,True,True,,,,True,False,,,,,,True,True,,,False,True
37121,232,172.0,,177.8,,170.0,121.0,,,,,238.4,232.9,,,345.0,99.4,135.5,,75.0,133.6,,,,173.0,273.5,,,,,,,,,,152.2,206.3,-60.0,,-54.2,,-62.0,-111.0,,,,,6.4,0.9,,,113.0,-132.6,-96.5,,-157.0,-98.4,,,,-59.0,41.5,,,,,,,,,,-79.8,-25.7,,True,,False,False,,,,,True,True,,,False,False,False,,False,False,,,,True,True,,,,,,,,,,False,True
37123,483,788.0,,818.8,,766.0,915.0,,,,,783.9,828.8,,,808.0,1674.5,592.3,,666.0,664.1,,,,595.0,697.2,,,,,,325.4,,,,1150.6,765.0,305.0,,335.8,,283.0,432.0,,,,,300.9,345.8,,,325.0,1191.5,109.3,,183.0,181.1,,,,112.0,214.2,,,,,,-157.6,,,,667.6,282.0,,False,,True,False,,,,,True,False,,,False,False,True,,True,True,,,,True,True,,,,,,True,,,,False,True
37125,1449,1976.0,,1952.2,,1944.0,1241.0,,,,,2031.8,2143.3,,2486.6,2343.0,1902.5,1653.8,,1591.0,1813.3,,,,1620.0,2026.0,,,,,,1591.0,,,,2548.9,1923.6,527.0,,503.2,,495.0,-208.0,,,,,582.8,694.3,,1037.6,894.0,453.5,204.8,,142.0,364.3,,,,171.0,577.0,,,,,,142.0,,,,1099.9,474.6,,True,,True,True,,,,,False,False,,False,False,True,True,,True,True,,,,True,False,,,,,,True,,,,False,True
37127,2093,1596.0,,1621.7,,1603.0,1380.0,,,,,1957.9,1888.9,,,2076.0,1488.6,1254.5,,1285.0,1524.6,,,,1410.0,2410.8,,,,,,1004.9,,,,1959.4,1587.5,-497.0,,-471.3,,-490.0,-713.0,,,,,-135.1,-204.1,,,-17.0,-604.4,-838.5,,-808.0,-568.4,,,,-683.0,317.8,,,,,,-1088.1,,,,-133.6,-505.5,,True,,True,False,,,,,True,True,,,True,False,False,,False,False,,,,False,True,,,,,,False,,,,True,False
37129,3827,2744.0,,2702.3,,2820.0,1690.0,,,,,3122.4,3042.6,,,4556.0,3292.9,2393.7,,2696.5,2892.8,,,,2943.0,3766.2,,,,,,1940.2,2150.0,,,4248.1,2413.2,-1083.0,,-1124.7,,-1007.0,-2137.0,,,,,-704.6,-784.4,,,729.0,-534.1,-1433.3,,-1130.5,-934.2,,,,-884.0,-60.8,,,,,,-1886.8,-1677.0,,,421.1,-1413.8,,False,,True,False,,,,,True,True,,,True,True,False,,False,True,,,,True,True,,,,,,False,False,,,True,False
37131,316,516.0,,515.2,,412.0,395.0,,,,,367.4,559.7,,,283.0,480.7,331.0,,500.0,386.8,,,,393.0,384.5,,,,,,,,,,829.1,423.2,200.0,,199.2,,96.0,79.0,,,,,51.4,243.7,,,-33.0,164.7,15.0,,184.0,70.8,,,,77.0,68.5,,,,,,,,,,513.1,107.2,,True,,True,True,,,,,True,False,,,True,True,True,,True,True,,,,True,True,,,,,,,,,,False,True
37133,2892,3616.0,,3475.5,,3528.0,1454.0,,,,,3441.9,3920.8,,,5014.0,4633.3,2904.8,,3440.5,3379.4,,,,2868.0,4111.8,,,,,,2747.4,3144.0,,,4681.2,3592.8,724.0,,583.5,,636.0,-1438.0,,,,,549.9,1028.8,,,2122.0,1741.3,12.8,,548.5,487.4,,,,-24.0,1219.8,,,,,,-144.6,252.0,,,1789.2,700.8,,True,,True,False,,,,,True,False,,,False,False,True,,True,True,,,,True,False,,,,,,True,True,,,False,True
37135,1344,1608.0,,1616.7,,1668.0,881.0,,,,,1745.6,1808.1,,2389.2,2672.0,2420.5,1706.4,,1785.0,1667.9,,,,1219.0,2363.4,,,,,,1363.0,1605.0,,,2239.2,1758.3,264.0,,272.7,,324.0,-463.0,,,,,401.6,464.1,,1045.2,1328.0,1076.5,362.4,,441.0,323.9,,,,-125.0,1019.4,,,,,,19.0,261.0,,,895.2,414.3,,False,,False,False,,,,,False,False,,False,False,False,False,,False,False,,,,True,False,,,,,,True,True,,,False,False
37137,217,208.0,,183.6,,218.0,235.0,,,,,195.4,256.0,,,269.0,731.0,130.8,,349.0,214.0,,,,180.0,198.6,,,,,,,,,,374.6,198.4,-9.0,,-33.4,,1.0,18.0,,,,,-21.6,39.0,,,52.0,514.0,-86.2,,132.0,-3.0,,,,-37.0,-18.4,,,,,,,,,,157.6,-18.6,,False,,True,False,,,,,False,False,,,False,False,False,,False,True,,,,False,False,,,,,,,,,,False,False
37139,568,996.0,,986.1,,861.0,681.0,,,,,787.4,1098.3,,,598.0,701.8,642.9,,861.0,869.5,,,,725.0,981.1,,,,,,808.8,,,,1180.9,,428.0,,418.1,,293.0,113.0,,,,,219.4,530.3,,,30.0,133.8,74.9,,293.0,301.5,,,,157.0,413.1,,,,,,240.8,,,,612.9,,,True,,True,True,,,,,True,False,,,True,True,True,,True,True,,,,True,True,,,,,,True,,,,False,
37141,919,1116.0,,1110.9,,1175.0,886.0,,,,,1097.4,1309.8,,,1309.0,1332.0,944.7,,1196.5,1071.6,,,,960.0,1495.1,,,,,,820.5,,,,1507.5,1229.0,197.0,,191.9,,256.0,-33.0,,,,,178.4,390.8,,,390.0,413.0,25.7,,277.5,152.6,,,,41.0,576.1,,,,,,-98.5,,,,588.5,310.0,,True,,False,True,,,,,True,False,,,False,False,True,,False,True,,,,True,False,,,,,,True,,,,False,False
37143,161,248.0,,257.5,,206.0,182.0,,,,,226.0,294.3,,,201.0,117.6,191.2,,196.0,220.1,,,,202.0,176.3,,,,,,,,,,294.9,241.3,87.0,,96.5,,45.0,21.0,,,,,65.0,133.3,,,40.0,-43.4,30.2,,35.0,59.1,,,,41.0,15.3,,,,,,,,,,133.9,80.3,,False,,True,True,,,,,True,False,,,True,True,True,,True,True,,,,True,True,,,,,,,,,,False,True
37145,651,852.0,,859.8,,800.0,651.0,,,,,716.1,942.1,,,811.0,791.6,525.5,,962.5,798.5,,,,595.0,756.0,,,,,,,,,,925.5,683.7,201.0,,208.8,,149.0,0.0,,,,,65.1,291.1,,,160.0,140.6,-125.5,,311.5,147.5,,,,-56.0,105.0,,,,,,,,,,274.5,32.7,,False,,True,True,,,,,True,False,,,True,True,True,,False,True,,,,True,True,,,,,,,,,,False,True
37147,2819,3436.0,,3341.2,,3119.0,2809.0,,,,,4091.2,3626.6,,,4215.0,3091.4,2869.5,,1654.5,3048.0,,,,2849.0,2293.9,,,,,,3902.0,3115.0,,,5030.1,4106.1,617.0,,522.2,,300.0,-10.0,,,,,1272.2,807.6,,,1396.0,272.4,50.5,,-1164.5,229.0,,,,30.0,-525.1,,,,,,1083.0,296.0,,,2211.1,1287.1,,True,,True,True,,,,,False,False,,,False,True,True,,False,True,,,,True,True,,,,,,False,True,,,False,False
37149,247,556.0,,557.6,,490.0,461.0,,,,,354.9,520.8,,,524.0,650.1,423.1,,688.0,450.1,,,,361.0,490.1,,,,,,,,,,663.9,420.4,309.0,,310.6,,243.0,214.0,,,,,107.9,273.8,,,277.0,403.1,176.1,,441.0,203.1,,,,114.0,243.1,,,,,,,,,,416.9,173.4,,False,,True,True,,,,,True,True,,,True,False,True,,False,True,,,,True,True,,,,,,,,,,False,True
37151,2571,2784.0,,2751.9,,2731.0,2578.0,,,,,2899.0,3374.7,,,3938.0,2323.4,2147.2,,2710.0,2878.3,,,,2460.0,3273.6,,,,,,2085.8,2516.0,,,2670.3,3009.0,213.0,,180.9,,160.0,7.0,,,,,328.0,803.7,,,1367.0,-247.6,-423.8,,139.0,307.3,,,,-111.0,702.6,,,,,,-485.2,-55.0,,,99.3,438.0,,True,,True,True,,,,,False,False,,,False,False,False,,True,False,,,,True,False,,,,,,False,True,,,True,False
37153,758,908.0,,789.2,,892.0,1116.0,,,,,909.8,1041.3,,,1233.0,2399.7,735.9,,901.0,855.2,,,,742.0,1002.9,,,,,,534.9,,,,1432.7,761.7,150.0,,31.2,,134.0,358.0,,,,,151.8,283.3,,,475.0,1641.7,-22.1,,143.0,97.2,,,,-16.0,244.9,,,,,,-223.1,,,,674.7,3.7,,True,,True,False,,,,,False,False,,,False,False,True,,True,True,,,,True,False,,,,,,False,,,,False,True
37155,2161,3572.0,,3484.6,,3384.0,3452.0,,,,,3477.3,3410.8,,,3283.0,2705.1,2842.9,,3480.0,2854.8,,,,2814.0,3973.2,,,,,,1887.8,3472.0,,,5216.8,3301.3,1411.0,,1323.6,,1223.0,1291.0,,,,,1316.3,1249.8,,,1122.0,544.1,681.9,,1319.0,693.8,,,,653.0,1812.2,,,,,,-273.2,1311.0,,,3055.8,1140.3,,True,,True,True,,,,,True,True,,,True,True,True,,True,True,,,,True,False,,,,,,True,True,,,False,True
37157,944,2148.0,,2146.7,,1854.0,1605.0,,,,,1680.2,2335.8,,,1797.0,2967.2,1506.1,,1844.0,1865.8,,,,1624.0,1861.7,,,,,,1350.0,,,,3313.2,1646.1,1204.0,,1202.7,,910.0,661.0,,,,,736.2,1391.8,,,853.0,2023.2,562.1,,900.0,921.8,,,,680.0,917.7,,,,,,406.0,,,,2369.2,702.1,,True,,True,True,,,,,True,False,,,True,False,True,,True,True,,,,True,True,,,,,,True,,,,False,True
37159,2678,4004.0,,3988.0,,3749.0,5094.0,,,,,3465.7,4007.2,,,3683.0,2701.9,2432.7,,3782.5,3419.6,,,,2958.0,3838.8,,,,,,3799.2,5494.0,,,4467.4,3860.0,1326.0,,1310.0,,1071.0,2416.0,,,,,787.7,1329.2,,,1005.0,23.9,-245.3,,1104.5,741.6,,,,280.0,1160.8,,,,,,1121.2,2816.0,,,1789.4,1182.0,,True,,True,False,,,,,True,False,,,True,True,True,,True,True,,,,True,True,,,,,,True,False,,,False,True
37161,955,2164.0,,2174.5,,1852.0,3584.0,,,,,1807.6,2065.6,,,2178.0,1447.9,1377.9,,1367.0,1589.7,,,,1544.0,1824.1,,,,,,1293.2,,,,2268.1,1828.8,1209.0,,1219.5,,897.0,2629.0,,,,,852.6,1110.6,,,1223.0,492.9,422.9,,412.0,634.7,,,,589.0,869.1,,,,,,338.2,,,,1313.1,873.8,,False,,True,False,,,,,True,True,,,False,True,True,,True,True,,,,True,True,,,,,,True,,,,False,True
37163,717,1400.0,,1358.6,,1259.0,1693.0,,,,,1476.6,1562.7,,,1824.0,921.2,1020.0,,1204.0,1207.7,,,,1150.0,1153.1,,,,,,1025.5,,,,1586.6,1228.8,683.0,,641.6,,542.0,976.0,,,,,759.6,845.7,,,1107.0,204.2,303.0,,487.0,490.7,,,,433.0,436.1,,,,,,308.5,,,,869.6,511.8,,True,,True,False,,,,,False,False,,,False,True,True,,True,True,,,,True,True,,,,,,True,,,,False,True
37165,392,700.0,,716.5,,684.0,605.0,,,,,800.5,760.1,,,752.0,723.3,511.3,,490.0,571.6,,,,591.0,899.6,,,,,,434.4,,,,730.1,658.5,308.0,,324.5,,292.0,213.0,,,,,408.5,368.1,,,360.0,331.3,119.3,,98.0,179.6,,,,199.0,507.6,,,,,,42.4,,,,338.1,266.5,,False,,True,True,,,,,False,False,,,False,False,True,,True,True,,,,True,False,,,,,,True,,,,False,True
37167,1028,1744.0,,1722.9,,1565.0,1229.0,,,,,1800.0,1805.0,,,1792.0,1513.1,1170.8,,1277.5,1435.4,,,,1346.0,1972.5,,,,,,1284.8,,,,2008.0,1569.8,716.0,,694.9,,537.0,201.0,,,,,772.0,777.0,,,764.0,485.1,142.8,,249.5,407.4,,,,318.0,944.5,,,,,,256.8,,,,980.0,541.8,,True,,True,True,,,,,False,False,,,False,True,True,,True,True,,,,True,False,,,,,,True,,,,False,True
37169,827,992.0,,964.9,,986.0,561.0,,,,,873.8,1086.4,,,1027.0,1111.0,653.7,,1162.0,954.4,,,,770.0,877.2,,,,,,984.4,,,,1086.8,982.9,165.0,,137.9,,159.0,-266.0,,,,,46.8,259.4,,,200.0,284.0,-173.3,,335.0,127.4,,,,-57.0,50.2,,,,,,157.4,,,,259.8,155.9,,True,,True,False,,,,,True,False,,,False,False,False,,False,True,,,,True,True,,,,,,True,,,,False,True
37171,1439,1776.0,,1764.1,,1728.0,1512.0,,,,,1662.3,1931.6,,,1687.0,1930.9,1359.5,,1858.0,1726.0,,,,1412.0,1912.8,,,,,,1040.3,,,,2086.6,1534.6,337.0,,325.1,,289.0,73.0,,,,,223.3,492.6,,,248.0,491.9,-79.5,,419.0,287.0,,,,-27.0,473.8,,,,,,-398.7,,,,647.6,95.6,,True,,True,True,,,,,True,False,,,True,False,True,,False,True,,,,True,False,,,,,,False,,,,False,True
37173,187,424.0,,429.9,,386.0,405.0,,,,,315.8,420.9,,,292.0,452.7,305.2,,386.0,360.7,,,,288.0,241.1,,,,,,,,,,809.6,376.9,237.0,,242.9,,199.0,218.0,,,,,128.8,233.9,,,105.0,265.7,118.2,,199.0,173.7,,,,101.0,54.1,,,,,,,,,,622.6,189.9,,False,,True,True,,,,,True,True,,,True,False,True,,True,True,,,,True,True,,,,,,,,,,False,True
37175,454,876.0,,877.0,,699.0,1264.0,,,,,495.1,763.7,,,826.0,1267.6,603.2,,553.5,644.3,,,,626.0,665.9,,,,,,,,,,1177.8,602.2,422.0,,423.0,,245.0,810.0,,,,,41.1,309.7,,,372.0,813.6,149.2,,99.5,190.3,,,,172.0,211.9,,,,,,,,,,723.8,148.2,,False,,True,False,,,,,True,True,,,True,False,True,,True,True,,,,True,True,,,,,,,,,,False,True
37177,72,72.0,,72.7,,72.0,0.0,,,,,63.4,66.6,,,65.0,166.1,61.7,,102.0,62.2,,,,62.0,107.2,,,,,,,,,,90.1,94.7,0.0,,0.7,,0.0,-72.0,,,,,-8.6,-5.4,,,-7.0,94.1,-10.3,,30.0,-9.8,,,,-10.0,35.2,,,,,,,,,,18.1,22.7,,False,,True,False,,,,,False,False,,,False,False,False,,False,False,,,,False,False,,,,,,,,,,False,False
37179,3622,5888.0,,5941.5,,5529.0,2428.0,,,,,5081.2,5306.2,,6197.7,6762.0,5326.8,4582.7,,4645.0,4818.3,,,,4162.0,6727.8,,,,,,4929.6,4283.0,,,7575.6,5719.3,2266.0,,2319.5,,1907.0,-1194.0,,,,,1459.2,1684.2,,2575.7,3140.0,1704.8,960.7,,1023.0,1196.3,,,,540.0,3105.8,,,,,,1307.6,661.0,,,3953.6,2097.3,,False,,True,True,,,,,True,True,,False,False,True,True,,True,True,,,,True,False,,,,,,True,True,,,False,True
37181,721,1096.0,,1073.3,,1002.0,1139.0,,,,,992.0,1108.5,,,902.0,1359.4,750.5,,1033.5,810.9,,,,837.0,995.7,,,,,,399.9,,,,1350.2,784.1,375.0,,352.3,,281.0,418.0,,,,,271.0,387.5,,,181.0,638.4,29.5,,312.5,89.9,,,,116.0,274.7,,,,,,-321.1,,,,629.2,63.1,,True,,True,False,,,,,True,False,,,True,False,True,,True,True,,,,True,True,,,,,,True,,,,False,True
37183,14699,22456.0,,20986.4,22620.0,21692.0,10118.0,,,,,18987.4,21148.4,,32667.1,21634.0,27502.5,20057.9,,21478.5,21673.9,,,,14588.0,21563.7,,,,,,20879.3,30750.0,,,26935.2,20252.1,7757.0,,6287.4,7921.0,6993.0,-4581.0,,,,,4288.4,6449.4,,17968.1,6935.0,12803.5,5358.9,,6779.5,6974.9,,,,-111.0,6864.7,,,,,,6180.3,16051.0,,,12236.2,5553.1,,True,False,True,True,,,,,True,True,,False,True,False,True,,True,True,,,,True,True,,,,,,True,False,,,False,True
37185,252,332.0,,330.9,,319.0,1245.0,,,,,335.9,363.4,,,288.0,418.9,210.5,,293.0,306.2,,,,296.0,227.7,,,,,,,,,,396.0,389.6,80.0,,78.9,,67.0,993.0,,,,,83.9,111.4,,,36.0,166.9,-41.5,,41.0,54.2,,,,44.0,-24.3,,,,,,,,,,144.0,137.6,,True,,True,False,,,,,False,False,,,True,False,True,,True,True,,,,True,True,,,,,,,,,,False,False
