,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MIT_ISOLAT-Mixtures,MOBS-GLEAM_COVID,Microsoft-DeepSTIA,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,SigSci-TS,TTU-squider,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,UpstateSU-GRU,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MIT_ISOLAT-Mixtures,error-MOBS-GLEAM_COVID,error-Microsoft-DeepSTIA,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-SigSci-TS,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,error-UpstateSU-GRU,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MIT_ISOLAT-Mixtures,beat_baseline-MOBS-GLEAM_COVID,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-SigSci-TS,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-UpstateSU-GRU
01021,365,464.0,,476.5,,482.0,164.0,,,,,856.8,659.5,,,836.0,508.5,497.0,,422.0,415.9,,,,485.0,785.3,,,,,,422.7,,,,479.4,601.3,99.0,,111.5,,117.0,-201.0,,,,,491.8,294.5,,,471.0,143.5,132.0,,57.0,50.9,,,,120.0,420.3,,,,,,57.7,,,,114.4,236.3,,False,,False,False,,,,,False,False,,,False,False,False,,True,True,,,,False,False,,,,,,True,,,,False,False
01023,31,48.0,,46.0,,47.0,9.0,,,,,128.2,74.9,,,242.0,30.1,53.8,,8.0,37.8,,,,93.0,46.9,,,,,,,,,,53.4,122.7,17.0,,15.0,,16.0,-22.0,,,,,97.2,43.9,,,211.0,-0.9,22.8,,-23.0,6.8,,,,62.0,15.9,,,,,,,,,,22.4,91.7,,True,,True,False,,,,,False,False,,,False,True,False,,False,True,,,,False,True,,,,,,,,,,False,False
01025,588,708.0,,706.6,,658.0,1200.0,,,,,833.0,758.6,,,457.0,460.8,399.3,,779.5,600.3,,,,510.0,836.9,,,,,,423.0,,,,650.9,719.4,120.0,,118.6,,70.0,612.0,,,,,245.0,170.6,,,-131.0,-127.2,-188.7,,191.5,12.3,,,,-78.0,248.9,,,,,,-165.0,,,,62.9,131.4,,True,,True,False,,,,,False,False,,,False,False,False,,False,True,,,,True,False,,,,,,False,,,,True,False
01027,129,152.0,,161.8,,159.0,71.0,,,,,331.7,247.6,,,244.0,159.6,109.9,,115.0,151.8,,,,176.0,220.3,,,,,,,,,,202.7,179.6,23.0,,32.8,,30.0,-58.0,,,,,202.7,118.6,,,115.0,30.6,-19.1,,-14.0,22.8,,,,47.0,91.3,,,,,,,,,,73.7,50.6,,False,,False,False,,,,,False,False,,,False,False,True,,True,True,,,,False,False,,,,,,,,,,False,False
01029,164,220.0,,195.8,,207.0,70.0,,,,,285.1,322.6,,,309.0,259.3,195.6,,183.0,201.7,,,,205.0,263.1,,,,,,,,,,320.0,180.4,56.0,,31.8,,43.0,-94.0,,,,,121.1,158.6,,,145.0,95.3,31.6,,19.0,37.7,,,,41.0,99.1,,,,,,,,,,156.0,16.4,,True,,True,False,,,,,False,False,,,False,False,True,,True,True,,,,True,False,,,,,,,,,,False,True
01031,767,1100.0,,1154.1,,1074.0,1509.0,,,,,1208.5,1240.8,,,935.0,1796.2,833.8,,1027.0,914.9,,,,882.0,1056.0,,,,,,757.9,,,,1429.6,1299.1,333.0,,387.1,,307.0,742.0,,,,,441.5,473.8,,,168.0,1029.2,66.8,,260.0,147.9,,,,115.0,289.0,,,,,,-9.1,,,,662.6,532.1,,False,,True,False,,,,,False,False,,,True,False,True,,True,True,,,,True,True,,,,,,True,,,,False,False
01033,629,976.0,,979.3,,844.0,772.0,,,,,1308.0,1239.5,,,1289.0,613.0,887.2,,800.0,742.2,,,,901.0,582.3,,,,,,467.2,,,,1104.7,1033.4,347.0,,350.3,,215.0,143.0,,,,,679.0,610.5,,,660.0,-16.0,258.2,,171.0,113.2,,,,272.0,-46.7,,,,,,-161.8,,,,475.7,404.4,,False,,True,True,,,,,False,False,,,False,True,True,,True,True,,,,True,True,,,,,,True,,,,False,False
01035,108,148.0,,151.5,,151.0,183.0,,,,,230.3,216.7,,,171.0,138.9,103.1,,127.0,125.8,,,,148.0,140.9,,,,,,,,,,172.3,159.9,40.0,,43.5,,43.0,75.0,,,,,122.3,108.7,,,63.0,30.9,-4.9,,19.0,17.8,,,,40.0,32.9,,,,,,,,,,64.3,51.9,,False,,False,False,,,,,False,False,,,False,True,True,,True,True,,,,False,True,,,,,,,,,,False,False
01037,231,108.0,,89.5,,108.0,65.0,,,,,149.0,156.5,,,143.0,129.2,90.7,,24.0,106.4,,,,106.0,121.3,,,,,,,,,,141.0,109.6,-123.0,,-141.5,,-123.0,-166.0,,,,,-82.0,-74.5,,,-88.0,-101.8,-140.3,,-207.0,-124.6,,,,-125.0,-109.7,,,,,,,,,,-90.0,-121.4,,False,,False,False,,,,,True,True,,,True,True,False,,False,False,,,,False,True,,,,,,,,,,True,True
01039,553,496.0,,547.4,,504.0,353.0,,,,,848.6,618.9,,,681.0,693.8,387.4,,403.5,449.3,,,,561.0,496.4,,,,,,387.6,,,,669.2,501.5,-57.0,,-5.6,,-49.0,-200.0,,,,,295.6,65.9,,,128.0,140.8,-165.6,,-149.5,-103.7,,,,8.0,-56.6,,,,,,-165.4,,,,116.2,-51.5,,True,,True,False,,,,,False,False,,,False,False,False,,False,False,,,,True,True,,,,,,False,,,,False,True
01041,204,268.0,,366.9,,261.0,112.0,,,,,355.8,311.3,,,208.0,887.8,269.0,,82.0,257.1,,,,247.0,164.2,,,,,,,,,,410.4,327.0,64.0,,162.9,,57.0,-92.0,,,,,151.8,107.3,,,4.0,683.8,65.0,,-122.0,53.1,,,,43.0,-39.8,,,,,,,,,,206.4,123.0,,False,,True,False,,,,,False,False,,,True,False,False,,False,True,,,,True,True,,,,,,,,,,False,False
01043,789,1332.0,,1354.5,,1279.0,1708.0,,,,,1847.6,1724.7,,,2272.0,632.0,1083.9,,922.5,977.6,,,,1133.0,642.7,,,,,,1137.8,,,,1558.3,1337.0,543.0,,565.5,,490.0,919.0,,,,,1058.6,935.7,,,1483.0,-157.0,294.9,,133.5,188.6,,,,344.0,-146.3,,,,,,348.8,,,,769.3,548.0,,False,,True,False,,,,,False,False,,,False,True,True,,True,True,,,,True,True,,,,,,True,,,,False,False
01045,566,1024.0,,1026.7,,931.0,1269.0,,,,,1079.3,1102.9,,,914.0,951.5,760.6,,1039.5,843.6,,,,834.0,530.4,,,,,,559.2,,,,1227.1,870.3,458.0,,460.7,,365.0,703.0,,,,,513.3,536.9,,,348.0,385.5,194.6,,473.5,277.6,,,,268.0,-35.6,,,,,,-6.8,,,,661.1,304.3,,False,,True,False,,,,,False,False,,,True,True,True,,False,True,,,,True,True,,,,,,True,,,,False,True
01047,254,448.0,,454.3,,426.0,445.0,,,,,726.9,632.7,,,583.0,88.7,394.0,,321.0,371.9,,,,486.0,486.2,,,,,,266.8,,,,496.0,404.9,194.0,,200.3,,172.0,191.0,,,,,472.9,378.7,,,329.0,-165.3,140.0,,67.0,117.9,,,,232.0,232.2,,,,,,12.8,,,,242.0,150.9,,False,,True,True,,,,,False,False,,,False,True,True,,True,True,,,,False,False,,,,,,True,,,,False,True
01049,672,1276.0,,1355.6,,1215.0,3375.0,,,,,1818.9,1563.5,,,2019.0,943.0,836.1,,981.0,1012.1,,,,1147.0,1858.5,,,,,,677.1,,,,1515.7,1046.2,604.0,,683.6,,543.0,2703.0,,,,,1146.9,891.5,,,1347.0,271.0,164.1,,309.0,340.1,,,,475.0,1186.5,,,,,,5.1,,,,843.7,374.2,,False,,True,False,,,,,False,False,,,False,True,True,,True,True,,,,True,False,,,,,,True,,,,False,True
01051,1305,1796.0,,1857.4,,1461.0,991.0,,,,,2381.4,1978.0,,,1311.0,1323.3,1499.4,,1419.0,1428.0,,,,1414.0,1266.4,,,,,,1161.6,,,,2821.2,2085.8,491.0,,552.4,,156.0,-314.0,,,,,1076.4,673.0,,,6.0,18.3,194.4,,114.0,123.0,,,,109.0,-38.6,,,,,,-143.4,,,,1516.2,780.8,,False,,True,True,,,,,False,False,,,True,True,True,,True,True,,,,True,True,,,,,,True,,,,False,False
01053,542,832.0,,834.2,,788.0,333.0,,,,,950.1,920.8,,,715.0,762.9,708.8,,837.5,664.8,,,,689.0,819.5,,,,,,483.9,,,,1014.1,771.2,290.0,,292.2,,246.0,-209.0,,,,,408.1,378.8,,,173.0,220.9,166.8,,295.5,122.8,,,,147.0,277.5,,,,,,-58.1,,,,472.1,229.2,,False,,True,True,,,,,False,False,,,True,True,True,,False,True,,,,True,True,,,,,,True,,,,False,True
01055,1249,2516.0,,2496.8,,2260.0,4521.0,,,,,2921.7,2890.5,,,2394.0,1960.9,1707.0,,1774.0,1916.5,,,,2042.0,2041.4,,,,,,933.9,,,,2502.2,2678.2,1267.0,,1247.8,,1011.0,3272.0,,,,,1672.7,1641.5,,,1145.0,711.9,458.0,,525.0,667.5,,,,793.0,792.4,,,,,,-315.1,,,,1253.2,1429.2,,True,,True,False,,,,,False,False,,,True,True,True,,True,True,,,,True,True,,,,,,True,,,,True,False
01057,268,440.0,,430.8,,400.0,511.0,,,,,419.4,449.5,,,368.0,418.6,249.5,,506.5,354.1,,,,316.0,204.7,,,,,,,,,,445.0,364.2,172.0,,162.8,,132.0,243.0,,,,,151.4,181.5,,,100.0,150.6,-18.5,,238.5,86.1,,,,48.0,-63.3,,,,,,,,,,177.0,96.2,,True,,True,False,,,,,True,False,,,True,True,True,,False,True,,,,True,True,,,,,,,,,,False,True
01059,293,552.0,,569.6,,531.0,440.0,,,,,900.7,648.8,,,930.0,516.7,431.6,,357.0,443.9,,,,501.0,612.9,,,,,,345.1,,,,641.5,552.4,259.0,,276.6,,238.0,147.0,,,,,607.7,355.8,,,637.0,223.7,138.6,,64.0,150.9,,,,208.0,319.9,,,,,,52.1,,,,348.5,259.4,,False,,True,True,,,,,False,False,,,False,True,True,,True,True,,,,True,False,,,,,,True,,,,False,False
01061,350,452.0,,396.1,,433.0,275.0,,,,,550.5,557.6,,,543.0,518.5,376.7,,620.0,415.7,,,,369.0,399.1,,,,,,,,,,498.7,464.8,102.0,,46.1,,83.0,-75.0,,,,,200.5,207.6,,,193.0,168.5,26.7,,270.0,65.7,,,,19.0,49.1,,,,,,,,,,148.7,114.8,,True,,True,True,,,,,False,False,,,False,False,True,,False,True,,,,True,True,,,,,,,,,,False,False
01063,94,124.0,,129.5,,111.0,44.0,,,,,202.4,154.9,,,111.0,46.5,101.4,,101.0,99.1,,,,103.0,172.9,,,,,,,,,,208.4,182.3,30.0,,35.5,,17.0,-50.0,,,,,108.4,60.9,,,17.0,-47.5,7.4,,7.0,5.1,,,,9.0,78.9,,,,,,,,,,114.4,88.3,,False,,True,False,,,,,False,False,,,True,False,True,,True,True,,,,True,False,,,,,,,,,,False,False
01065,272,392.0,,431.6,,323.0,283.0,,,,,499.6,439.4,,,282.0,566.9,298.0,,296.0,296.8,,,,286.0,331.3,,,,,,,,,,546.8,412.5,120.0,,159.6,,51.0,11.0,,,,,227.6,167.4,,,10.0,294.9,26.0,,24.0,24.8,,,,14.0,59.3,,,,,,,,,,274.8,140.5,,False,,True,True,,,,,False,False,,,True,False,True,,True,True,,,,True,True,,,,,,,,,,False,False
01067,249,412.0,,400.5,,341.0,164.0,,,,,449.5,474.1,,,305.0,338.3,249.1,,367.0,341.7,,,,304.0,269.8,,,,,,,,,,471.4,365.7,163.0,,151.5,,92.0,-85.0,,,,,200.5,225.1,,,56.0,89.3,0.1,,118.0,92.7,,,,55.0,20.8,,,,,,,,,,222.4,116.7,,True,,True,True,,,,,False,False,,,True,True,True,,True,True,,,,True,True,,,,,,,,,,False,True
01069,1317,1776.0,,1899.7,,1781.0,913.0,,,,,2236.5,2282.9,,,1846.0,1469.0,1426.6,,1410.0,1531.3,,,,1561.0,2303.4,,,,,,2024.9,,,,2520.0,1892.4,459.0,,582.7,,464.0,-404.0,,,,,919.5,965.9,,,529.0,152.0,109.6,,93.0,214.3,,,,244.0,986.4,,,,,,707.9,,,,1203.0,575.4,,False,,False,True,,,,,False,False,,,False,True,True,,True,True,,,,True,False,,,,,,False,,,,False,False
01071,621,884.0,,798.5,,865.0,1233.0,,,,,1361.6,1200.5,,,1266.0,646.3,648.2,,411.5,640.0,,,,803.0,638.3,,,,,,907.4,,,,1278.1,1067.0,263.0,,177.5,,244.0,612.0,,,,,740.6,579.5,,,645.0,25.3,27.2,,-209.5,19.0,,,,182.0,17.3,,,,,,286.4,,,,657.1,446.0,,True,,True,False,,,,,False,False,,,False,True,True,,True,True,,,,True,True,,,,,,False,,,,False,False
01073,7609,13444.0,,12904.2,14757.8,11024.0,9438.0,,,,,16478.7,13754.5,,11252.1,13518.0,10509.2,10273.5,,9557.0,9842.9,,,,10272.0,6500.4,,,,,,8432.2,7756.0,,,12728.7,12715.2,5835.0,,5295.2,7148.8,3415.0,1829.0,,,,,8869.7,6145.5,,3643.1,5909.0,2900.2,2664.5,,1948.0,2233.9,,,,2663.0,-1108.6,,,,,,823.2,147.0,,,5119.7,5106.2,,True,False,True,True,,,,,False,False,,True,False,True,True,,True,True,,,,True,True,,,,,,True,True,,,True,True
01075,102,172.0,,161.0,,159.0,93.0,,,,,296.0,255.5,,,289.0,138.9,129.2,,141.0,154.6,,,,172.0,132.8,,,,,,,,,,200.8,212.9,70.0,,59.0,,57.0,-9.0,,,,,194.0,153.5,,,187.0,36.9,27.2,,39.0,52.6,,,,70.0,30.8,,,,,,,,,,98.8,110.9,,True,,True,True,,,,,False,False,,,False,True,True,,True,True,,,,False,True,,,,,,,,,,False,False
01077,932,1516.0,,1504.8,,1316.0,1057.0,,,,,2037.1,2052.4,,,2203.0,935.1,1250.1,,1061.0,1096.4,,,,1501.0,1092.6,,,,,,668.8,,,,1532.5,1776.7,584.0,,572.8,,384.0,125.0,,,,,1105.1,1120.4,,,1271.0,3.1,318.1,,129.0,164.4,,,,569.0,160.6,,,,,,-263.2,,,,600.5,844.7,,True,,True,True,,,,,False,False,,,False,True,True,,True,True,,,,True,True,,,,,,True,,,,False,False
01079,346,440.0,,424.1,,433.0,143.0,,,,,686.4,661.2,,,834.0,544.1,464.2,,371.5,404.6,,,,439.0,327.8,,,,,,228.3,,,,607.2,615.7,94.0,,78.1,,87.0,-203.0,,,,,340.4,315.2,,,488.0,198.1,118.2,,25.5,58.6,,,,93.0,-18.2,,,,,,-117.7,,,,261.2,269.7,,True,,True,False,,,,,False,False,,,False,False,False,,True,True,,,,True,True,,,,,,False,,,,False,False
01081,2170,3580.0,,3471.0,,3498.0,2158.0,,,,,3756.2,3744.1,,4898.8,2744.0,4311.8,2483.5,,3909.0,3079.3,,,,2646.0,2881.7,,,,,,2474.9,5338.0,,,4815.4,4009.7,1410.0,,1301.0,,1328.0,-12.0,,,,,1586.2,1574.1,,2728.8,574.0,2141.8,313.5,,1739.0,909.3,,,,476.0,711.7,,,,,,304.9,3168.0,,,2645.4,1839.7,,True,,True,True,,,,,False,False,,False,True,False,True,,False,True,,,,True,True,,,,,,True,False,,,False,False
01083,1190,1656.0,,1552.5,,1564.0,2347.0,,,,,2251.9,2032.3,,,2057.0,1336.6,1152.6,,1221.0,1282.7,,,,1491.0,1015.3,,,,,,1306.7,,,,1625.5,1669.2,466.0,,362.5,,374.0,1157.0,,,,,1061.9,842.3,,,867.0,146.6,-37.4,,31.0,92.7,,,,301.0,-174.7,,,,,,116.7,,,,435.5,479.2,,True,,True,False,,,,,False,False,,,False,True,True,,True,True,,,,True,True,,,,,,True,,,,True,False
01085,190,196.0,,166.9,,193.0,194.0,,,,,261.6,220.1,,,105.0,590.0,181.3,,218.0,191.7,,,,161.0,141.9,,,,,,,,,,260.2,258.1,6.0,,-23.1,,3.0,4.0,,,,,71.6,30.1,,,-85.0,400.0,-8.7,,28.0,1.7,,,,-29.0,-48.1,,,,,,,,,,70.2,68.1,,False,,True,True,,,,,False,False,,,False,False,False,,False,True,,,,False,False,,,,,,,,,,False,False
01087,225,244.0,,244.6,,219.0,233.0,,,,,287.4,309.3,,,197.0,214.7,174.8,,214.0,211.2,,,,216.0,156.6,,,,,,,,,,256.1,205.9,19.0,,19.6,,-6.0,8.0,,,,,62.4,84.3,,,-28.0,-10.3,-50.2,,-11.0,-13.8,,,,-9.0,-68.4,,,,,,,,,,31.1,-19.1,,False,,True,True,,,,,False,False,,,False,True,False,,True,True,,,,True,False,,,,,,,,,,False,False
01089,4580,6532.0,,6459.4,7556.1,5645.0,2844.0,,,,,7618.1,6496.0,,5864.3,7240.0,4749.5,5501.1,,4920.0,5230.3,,,,5074.0,3013.1,,,,,,4233.8,4628.0,,,7707.1,5723.5,1952.0,,1879.4,2976.1,1065.0,-1736.0,,,,,3038.1,1916.0,,1284.3,2660.0,169.5,921.1,,340.0,650.3,,,,494.0,-1566.9,,,,,,-346.2,48.0,,,3127.1,1143.5,,True,False,True,True,,,,,False,True,,True,False,True,True,,True,True,,,,True,True,,,,,,True,True,,,False,True
01091,278,176.0,,123.5,,191.0,92.0,,,,,525.1,322.1,,,348.0,291.7,252.0,,88.0,187.5,,,,249.0,144.2,,,,,,,,,,274.7,325.2,-102.0,,-154.5,,-87.0,-186.0,,,,,247.1,44.1,,,70.0,13.7,-26.0,,-190.0,-90.5,,,,-29.0,-133.8,,,,,,,,,,-3.3,47.2,,False,,True,False,,,,,False,True,,,True,True,True,,False,True,,,,True,False,,,,,,,,,,True,True
01093,256,568.0,,566.0,,539.0,550.0,,,,,678.3,727.9,,,622.0,393.5,403.9,,408.0,472.9,,,,462.0,657.5,,,,,,224.1,,,,769.3,516.0,312.0,,310.0,,283.0,294.0,,,,,422.3,471.9,,,366.0,137.5,147.9,,152.0,216.9,,,,206.0,401.5,,,,,,-31.9,,,,513.3,260.0,,True,,True,True,,,,,False,False,,,False,True,True,,True,True,,,,True,False,,,,,,True,,,,False,True
