,actual_cases,COVIDhub-baseline,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,QJHong-Encounter,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,USC-SI_kJalpha,error-COVIDhub-baseline,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-QJHong-Encounter,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-USC-SI_kJalpha,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-QJHong-Encounter,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-USC-SI_kJalpha
01021,481,1090.0,1566.0,,,,,1316.0,1589.0,498.2,,1131.0,,,534.3,,,609.0,1085.0,,,,,835.0,1108.0,17.2,,650.0,,,53.3,,,False,,,,,False,False,True,,False,,,True,,
01023,43,40.0,8.0,,,,,330.0,5.5,95.2,,35.0,,,,,,-3.0,-35.0,,,,,287.0,-37.5,52.2,,-8.0,,,,,,False,,,,,False,False,False,,False,,,,,
01025,765,905.0,1440.0,,,,,574.0,471.6,406.1,,969.0,,,585.7,,,140.0,675.0,,,,,-191.0,-293.4,-358.9,,204.0,,,-179.3,,,False,,,,,False,False,False,,False,,,False,,
01027,169,325.0,423.0,,,,,376.0,156.2,152.8,,302.0,,,,,,156.0,254.0,,,,,207.0,-12.8,-16.2,,133.0,,,,,,False,,,,,False,True,True,,True,,,,,
01029,220,355.0,179.0,,,,,473.0,170.5,167.1,,298.5,,,,,,135.0,-41.0,,,,,253.0,-49.5,-52.9,,78.5,,,,,,True,,,,,False,True,True,,True,,,,,
01031,1042,2140.0,5019.0,,,,,1315.0,1405.2,735.0,,1944.0,,,1524.4,,,1098.0,3977.0,,,,,273.0,363.2,-307.0,,902.0,,,482.4,,,False,,,,,True,True,True,,True,,,True,,
01033,873,1620.0,1871.0,,,,,1887.0,771.5,919.2,,1482.0,,,842.3,,,747.0,998.0,,,,,1014.0,-101.5,46.2,,609.0,,,-30.7,,,False,,,,,False,True,True,,True,,,True,,
01035,145,200.0,283.0,,,,,239.0,552.3,111.5,,162.0,,,,,,55.0,138.0,,,,,94.0,407.3,-33.5,,17.0,,,,,,False,,,,,False,False,True,,True,,,,,
01037,258,275.0,594.0,,,,,228.0,645.5,100.1,,349.0,,,,,,17.0,336.0,,,,,-30.0,387.5,-157.9,,91.0,,,,,,False,,,,,False,False,False,,False,,,,,
01039,677,985.0,2755.0,,,,,984.0,872.9,445.0,,1167.0,,,506.7,,,308.0,2078.0,,,,,307.0,195.9,-232.0,,490.0,,,-170.3,,,False,,,,,True,True,True,,False,,,True,,
01041,271,780.0,993.0,,,,,337.0,321.9,267.8,,662.0,,,,,,509.0,722.0,,,,,66.0,50.9,-3.2,,391.0,,,,,,False,,,,,True,True,True,,True,,,,,
01043,1122,2120.0,1141.0,,,,,3202.0,1207.2,1436.7,,1747.5,,,1716.7,,,998.0,19.0,,,,,2080.0,85.2,314.7,,625.5,,,594.7,,,True,,,,,False,True,True,,True,,,True,,
01045,822,1415.0,2957.0,,,,,1300.0,1126.9,891.6,,2095.0,,,731.8,,,593.0,2135.0,,,,,478.0,304.9,69.6,,1273.0,,,-90.2,,,False,,,,,True,True,True,,False,,,True,,
01047,368,445.0,246.0,,,,,828.0,946.0,468.0,,378.0,,,438.0,,,77.0,-122.0,,,,,460.0,578.0,100.0,,10.0,,,70.0,,,False,,,,,False,False,False,,True,,,True,,
01049,991,1740.0,3125.0,,,,,2834.0,493.8,1062.6,,1484.0,,,1106.7,,,749.0,2134.0,,,,,1843.0,-497.2,71.6,,493.0,,,115.7,,,False,,,,,False,True,True,,True,,,True,,
01051,1754,3545.0,4316.0,,,,,1960.0,3203.5,1874.9,,2816.0,,,2409.0,,,1791.0,2562.0,,,,,206.0,1449.5,120.9,,1062.0,,,655.0,,,False,,,,,True,True,True,,True,,,True,,
01053,750,1200.0,514.0,,,,,971.0,1013.3,587.2,,1244.0,,,864.6,,,450.0,-236.0,,,,,221.0,263.3,-162.8,,494.0,,,114.6,,,True,,,,,True,True,True,,False,,,True,,
01055,1878,3965.0,7920.0,,,,,3500.0,989.4,2101.3,,2624.0,,,2408.5,,,2087.0,6042.0,,,,,1622.0,-888.6,223.3,,746.0,,,530.5,,,False,,,,,True,True,True,,True,,,True,,
01057,378,525.0,351.0,,,,,526.0,122.0,228.8,,605.0,,,,,,147.0,-27.0,,,,,148.0,-256.0,-149.2,,227.0,,,,,,True,,,,,False,False,False,,False,,,,,
01059,431,985.0,830.0,,,,,1321.0,582.2,445.7,,838.5,,,473.5,,,554.0,399.0,,,,,890.0,151.2,14.7,,407.5,,,42.5,,,True,,,,,False,True,True,,True,,,True,,
01061,463,810.0,1232.0,,,,,792.0,785.3,408.8,,1069.0,,,,,,347.0,769.0,,,,,329.0,322.3,-54.2,,606.0,,,,,,False,,,,,True,True,True,,False,,,,,
01063,125,220.0,135.0,,,,,147.0,170.3,153.4,,147.0,,,,,,95.0,10.0,,,,,22.0,45.3,28.4,,22.0,,,,,,True,,,,,True,True,True,,True,,,,,
01065,370,820.0,530.0,,,,,383.0,206.7,297.4,,638.0,,,,,,450.0,160.0,,,,,13.0,-163.3,-72.6,,268.0,,,,,,True,,,,,True,True,True,,True,,,,,
01067,352,700.0,381.0,,,,,433.0,671.2,335.9,,789.5,,,,,,348.0,29.0,,,,,81.0,319.2,-16.1,,437.5,,,,,,True,,,,,True,True,True,,False,,,,,
01069,1761,3290.0,5230.0,,,,,2534.0,4678.5,1676.7,,3747.5,,,2987.9,,,1529.0,3469.0,,,,,773.0,2917.5,-84.3,,1986.5,,,1226.9,,,False,,,,,True,False,True,,False,,,True,,
01071,842,1750.0,3205.0,,,,,1917.0,1613.1,839.0,,1634.5,,,805.2,,,908.0,2363.0,,,,,1075.0,771.1,-3.0,,792.5,,,-36.8,,,False,,,,,False,True,True,,True,,,True,,
01073,10970,23865.0,47641.0,,,,,19000.0,14954.9,13479.2,,23485.5,,,12000.5,20571.0,,12895.0,36671.0,,,,,8030.0,3984.9,2509.2,,12515.5,,,1030.5,9601.0,,False,,,,,True,True,True,,True,,,True,True,
01075,147,315.0,210.0,,,,,366.0,118.5,194.7,,316.0,,,,,,168.0,63.0,,,,,219.0,-28.5,47.7,,169.0,,,,,,True,,,,,False,True,True,,False,,,,,
01077,1311,2680.0,1824.0,,,,,3177.0,1382.5,1555.4,,2136.5,,,1260.2,,,1369.0,513.0,,,,,1866.0,71.5,244.4,,825.5,,,-50.8,,,True,,,,,False,True,True,,True,,,True,,
01079,456,1065.0,1534.0,,,,,1267.0,415.2,531.7,,863.0,,,644.2,,,609.0,1078.0,,,,,811.0,-40.8,75.7,,407.0,,,188.2,,,False,,,,,False,True,True,,True,,,True,,
01081,3065,4950.0,13378.0,,,,,3682.0,3739.3,2435.1,,6392.5,,,3619.0,7652.0,,1885.0,10313.0,,,,,617.0,674.3,-629.9,,3327.5,,,554.0,4587.0,,False,,,,,True,True,True,,False,,,True,False,
01083,1604,2780.0,5102.0,,,,,2868.0,1087.0,1568.7,,2621.0,,,2072.9,,,1176.0,3498.0,,,,,1264.0,-517.0,-35.3,,1017.0,,,468.9,,,False,,,,,False,True,True,,True,,,True,,
01085,239,450.0,430.0,,,,,141.0,496.4,140.7,,532.0,,,,,,211.0,191.0,,,,,-98.0,257.4,-98.3,,293.0,,,,,,True,,,,,True,False,True,,False,,,,,
01087,286,355.0,380.0,,,,,290.0,123.6,219.3,,317.0,,,,,,69.0,94.0,,,,,4.0,-162.4,-66.7,,31.0,,,,,,False,,,,,True,False,True,,True,,,,,
01089,6213,10520.0,13833.0,,,,,9940.0,6881.7,6478.9,,10315.0,,,5774.0,9695.0,,4307.0,7620.0,,,,,3727.0,668.7,265.9,,4102.0,,,-439.0,3482.0,,False,,,,,True,True,True,,True,,,True,True,
01091,322,565.0,400.0,,,,,460.0,78.2,294.3,,418.0,,,,,,243.0,78.0,,,,,138.0,-243.8,-27.7,,96.0,,,,,,True,,,,,True,False,True,,True,,,,,
01093,398,850.0,1352.0,,,,,878.0,508.4,475.7,,779.0,,,457.6,,,452.0,954.0,,,,,480.0,110.4,77.7,,381.0,,,59.6,,,False,,,,,False,True,True,,True,,,True,,
01095,1271,2630.0,4104.0,,,,,3270.0,1014.1,1455.5,,1677.5,,,1292.3,,,1359.0,2833.0,,,,,1999.0,-256.9,184.5,,406.5,,,21.3,,,False,,,,,False,True,True,,True,,,True,,
01097,6496,9175.0,6614.0,,,,,9837.0,8853.0,7728.2,,10505.0,,,5702.9,6126.0,,2679.0,118.0,,,,,3341.0,2357.0,1232.2,,4009.0,,,-793.1,-370.0,,True,,,,,False,True,True,,False,,,True,True,
01099,263,735.0,973.0,,,,,458.0,635.3,368.0,,655.0,,,,,,472.0,710.0,,,,,195.0,372.3,105.0,,392.0,,,,,,False,,,,,True,True,True,,True,,,,,
01101,3993,7915.0,9613.0,,,,,4848.0,4516.8,2796.1,,7917.5,,,4887.6,13530.0,,3922.0,5620.0,,,,,855.0,523.8,-1196.9,,3924.5,,,894.6,9537.0,,False,,,,,True,True,True,,False,,,True,False,
01103,1741,3610.0,5812.0,,,,,4133.0,1533.3,2155.2,,2913.0,,,1756.6,,,1869.0,4071.0,,,,,2392.0,-207.7,414.2,,1172.0,,,15.6,,,False,,,,,False,True,True,,True,,,True,,
01105,159,210.0,279.0,,,,,179.0,188.5,137.0,,194.0,,,,,,51.0,120.0,,,,,20.0,29.5,-22.0,,35.0,,,,,,False,,,,,True,True,True,,True,,,,,
01107,305,570.0,433.0,,,,,518.0,206.3,301.3,,450.0,,,,,,265.0,128.0,,,,,213.0,-98.7,-3.7,,145.0,,,,,,True,,,,,True,True,True,,True,,,,,
01109,550,1460.0,3465.0,,,,,724.0,992.8,452.9,,1287.0,,,926.6,,,910.0,2915.0,,,,,174.0,442.8,-97.1,,737.0,,,376.6,,,False,,,,,True,True,True,,True,,,True,,
01111,242,335.0,550.0,,,,,588.0,453.9,227.0,,369.0,,,,,,93.0,308.0,,,,,346.0,211.9,-15.0,,127.0,,,,,,False,,,,,False,False,True,,False,,,,,
01113,884,1050.0,1818.0,,,,,1209.0,1635.1,804.1,,1116.0,,,855.3,,,166.0,934.0,,,,,325.0,751.1,-79.9,,232.0,,,-28.7,,,False,,,,,False,False,True,,False,,,True,,
01115,1408,2290.0,3818.0,,,,,2197.0,1536.0,1598.2,,1952.0,,,687.4,,,882.0,2410.0,,,,,789.0,128.0,190.2,,544.0,,,-720.6,,,False,,,,,True,True,True,,True,,,True,,
01117,3768,7075.0,6670.0,,,,,5849.0,3552.9,3508.4,,5685.5,,,2852.5,6758.0,,3307.0,2902.0,,,,,2081.0,-215.1,-259.6,,1917.5,,,-915.5,2990.0,,True,,,,,True,True,True,,True,,,True,True,
01119,85,120.0,29.0,,,,,211.0,53.8,243.1,,46.0,,,,,,35.0,-56.0,,,,,126.0,-31.2,158.1,,-39.0,,,,,,False,,,,,False,True,False,,False,,,,,
01121,1491,2560.0,1616.0,,,,,2270.0,1652.4,1251.6,,3392.5,,,1999.0,,,1069.0,125.0,,,,,779.0,161.4,-239.4,,1901.5,,,508.0,,,True,,,,,True,True,True,,False,,,True,,
01123,933,725.0,378.0,,,,,948.0,330.4,474.2,,574.5,,,353.9,,,-208.0,-555.0,,,,,15.0,-602.6,-458.8,,-358.5,,,-579.1,,,False,,,,,True,False,False,,False,,,False,,
01125,3352,5575.0,16807.0,,,,,5681.0,3440.8,3670.1,,5053.5,,,3473.4,9819.0,,2223.0,13455.0,,,,,2329.0,88.8,318.1,,1701.5,,,121.4,6467.0,,False,,,,,False,True,True,,True,,,True,False,
01127,639,1785.0,3268.0,,,,,2103.0,890.9,1014.0,,1762.5,,,1313.7,,,1146.0,2629.0,,,,,1464.0,251.9,375.0,,1123.5,,,674.7,,,False,,,,,False,True,True,,True,,,True,,
01129,218,505.0,399.0,,,,,483.0,267.2,206.3,,394.0,,,,,,287.0,181.0,,,,,265.0,49.2,-11.7,,176.0,,,,,,True,,,,,True,True,True,,True,,,,,
01131,225,350.0,569.0,,,,,144.0,139.9,167.8,,351.0,,,,,,125.0,344.0,,,,,-81.0,-85.1,-57.2,,126.0,,,,,,False,,,,,True,True,True,,False,,,,,
01133,253,770.0,926.0,,,,,810.0,283.2,399.8,,591.0,,,494.3,,,517.0,673.0,,,,,557.0,30.2,146.8,,338.0,,,241.3,,,False,,,,,False,True,True,,True,,,True,,
02013,311,0.0,0.0,,,,,,33.3,0.5,,0.0,,,,,,-311.0,-311.0,,,,,,-277.7,-310.5,,-311.0,,,,,,False,,,,,,True,True,,False,,,,,
02016,173,95.0,,,,,,,290.8,218.3,,42.0,,,,,,-78.0,,,,,,,117.8,45.3,,-131.0,,,,,,,,,,,,False,True,,False,,,,,
02020,2069,3805.0,4100.0,,,,,,3269.4,2409.3,,3722.0,,,5795.2,2687.0,,1736.0,2031.0,,,,,,1200.4,340.3,,1653.0,,,3726.2,618.0,,False,,,,,,True,True,,True,,,False,True,
02050,733,1190.0,0.0,,,,,,5547.2,472.0,,140.5,,,,,,457.0,-733.0,,,,,,4814.2,-261.0,,-592.5,,,,,,False,,,,,,False,True,,False,,,,,
02060,0,0.0,0.0,,,,,,1.1,0.0,,,,,,,,0.0,0.0,,,,,,1.1,0.0,,,,,,,,True,,,,,,False,True,,,,,,,
02068,8,0.0,0.0,,,,,,0.0,5.8,,11.0,,,,,,-8.0,-8.0,,,,,,-8.0,-2.2,,3.0,,,,,,False,,,,,,True,True,,True,,,,,
02070,46,110.0,,,,,,,539.5,29.2,,28.0,,,,,,64.0,,,,,,,493.5,-16.8,,-18.0,,,,,,,,,,,,False,True,,True,,,,,
02090,694,1470.0,,,,,,,1806.2,744.9,,1388.5,,,1124.9,,,776.0,,,,,,,1112.2,50.9,,694.5,,,430.9,,,,,,,,,False,True,,True,,,True,,
02100,4,5.0,0.0,,,,,,158.7,12.8,,5.0,,,,,,1.0,-4.0,,,,,,154.7,8.8,,1.0,,,,,,False,,,,,,False,False,,False,,,,,
02105,0,0.0,0.0,,,,,,3.9,0.0,,,,,,,,0.0,0.0,,,,,,3.9,0.0,,,,,,,,True,,,,,,False,True,,,,,,,
02110,143,65.0,19.0,,,,,,112.1,249.9,,14.0,,,,,,-78.0,-124.0,,,,,,-30.9,106.9,,-129.0,,,,,,False,,,,,,True,False,,False,,,,,
02122,216,470.0,428.0,,,,,,99.3,339.6,,1124.0,,,227.3,,,254.0,212.0,,,,,,-116.7,123.6,,908.0,,,11.3,,,True,,,,,,True,True,,False,,,True,,
02130,51,65.0,,,,,,,1573.2,32.2,,76.0,,,,,,14.0,,,,,,,1522.2,-18.8,,25.0,,,,,,,,,,,,False,False,,False,,,,,
02150,83,175.0,,,,,,,36.7,169.4,,60.0,,,,,,92.0,,,,,,,-46.3,86.4,,-23.0,,,,,,,,,,,,True,True,,True,,,,,
02158,258,415.0,,,,,,,2965.7,282.5,,57.0,,,,,,157.0,,,,,,,2707.7,24.5,,-201.0,,,,,,,,,,,,False,True,,False,,,,,
02164,22,15.0,0.0,,,,,,118.9,10.2,,12.0,,,,,,-7.0,-22.0,,,,,,96.9,-11.8,,-10.0,,,,,,False,,,,,,False,False,,False,,,,,
02170,1127,1845.0,1840.0,,,,,,1922.0,822.0,,1541.0,,,1541.7,,,718.0,713.0,,,,,,795.0,-305.0,,414.0,,,414.7,,,True,,,,,,False,True,,True,,,True,,
02180,37,20.0,0.0,,,,,,98.7,32.7,,0.0,,,,,,-17.0,-37.0,,,,,,61.7,-4.3,,-37.0,,,,,,False,,,,,,False,True,,False,,,,,
02185,141,180.0,0.0,,,,,,69.2,109.7,,176.0,,,,,,39.0,-141.0,,,,,,-71.8,-31.3,,35.0,,,,,,False,,,,,,False,True,,True,,,,,
02188,99,370.0,,,,,,,75.8,34.3,,246.0,,,,,,271.0,,,,,,,-23.2,-64.7,,147.0,,,,,,,,,,,,True,True,,True,,,,,
02195,13,35.0,,,,,,,1430.6,6.1,,10.0,,,,,,22.0,,,,,,,1417.6,-6.9,,-3.0,,,,,,,,,,,,False,True,,True,,,,,
02198,3,10.0,0.0,,,,,,8.3,23.9,,15.0,,,,,,7.0,-3.0,,,,,,5.3,20.9,,12.0,,,,,,True,,,,,,True,False,,False,,,,,
02220,32,40.0,0.0,,,,,,0.5,26.1,,4.0,,,,,,8.0,-32.0,,,,,,-31.5,-5.9,,-28.0,,,,,,False,,,,,,False,True,,False,,,,,
02230,1,0.0,0.0,,,,,,0.2,10.4,,5.0,,,,,,-1.0,-1.0,,,,,,-0.8,9.4,,4.0,,,,,,False,,,,,,True,False,,False,,,,,
02240,34,35.0,,,,,,,3.2,26.7,,1.0,,,,,,1.0,,,,,,,-30.8,-7.3,,-33.0,,,,,,,,,,,,False,False,,False,,,,,
02261,81,95.0,,,,,,,567.1,105.4,,42.0,,,,,,14.0,,,,,,,486.1,24.4,,-39.0,,,,,,,,,,,,False,False,,False,,,,,
02275,2,0.0,0.0,,,,,,1030.2,20.2,,5.0,,,,,,-2.0,-2.0,,,,,,1028.2,18.2,,3.0,,,,,,False,,,,,,False,False,,False,,,,,
02282,6,35.0,,,,,,,220.6,3.4,,8.0,,,,,,29.0,,,,,,,214.6,-2.6,,2.0,,,,,,,,,,,,False,True,,True,,,,,
02290,85,130.0,,,,,,,239.1,21.6,,157.0,,,,,,45.0,,,,,,,154.1,-63.4,,72.0,,,,,,,,,,,,False,False,,False,,,,,
04001,1909,2700.0,2965.0,,,,,2776.0,4779.4,1383.5,,1645.0,,,2408.1,,,791.0,1056.0,,,,,867.0,2870.4,-525.5,,-264.0,,,499.1,,,False,,,,,False,False,True,,True,,,True,,
04003,2063,5320.0,4304.0,,,,,3243.0,1834.2,3675.7,,3799.0,,,3446.2,,,3257.0,2241.0,,,,,1180.0,-228.8,1612.7,,1736.0,,,1383.2,,,True,,,,,True,True,True,,True,,,True,,
04005,3333,5865.0,5701.0,,,,,3761.0,5673.1,2733.2,,6359.5,,,2923.7,8749.0,,2532.0,2368.0,,,,,428.0,2340.1,-599.8,,3026.5,,,-409.3,5416.0,,True,,,,,True,True,True,,False,,,True,False,
04007,1263,2050.0,2054.0,,,,,1829.0,2058.9,911.2,,1718.0,,,1081.9,,,787.0,791.0,,,,,566.0,795.9,-351.8,,455.0,,,-181.1,,,False,,,,,True,False,True,,True,,,True,,
04009,1211,3210.0,4159.0,,,,,1229.0,1637.6,783.5,,1415.5,,,1817.0,,,1999.0,2948.0,,,,,18.0,426.6,-427.5,,204.5,,,606.0,,,False,,,,,True,True,True,,True,,,True,,
04011,84,250.0,,,,,,352.0,358.3,99.2,,193.0,,,,,,166.0,,,,,,268.0,274.3,15.2,,109.0,,,,,,,,,,,False,False,True,,True,,,,,
04012,532,1480.0,1868.0,,,,,1373.0,2060.9,591.5,,1767.0,,,,,,948.0,1336.0,,,,,841.0,1528.9,59.5,,1235.0,,,,,,False,,,,,True,False,True,,False,,,,,
04013,122334,217535.0,449735.0,,,,,166373.0,385557.8,125166.7,,215190.0,,,131431.0,350941.0,,95201.0,327401.0,,,,,44039.0,263223.8,2832.7,,92856.0,,,9097.0,228607.0,,False,,,,,True,False,True,,True,,,True,False,
04015,5458,9850.0,11219.0,,,,,5526.0,13452.1,7457.5,,8724.0,,,7325.2,9736.0,,4392.0,5761.0,,,,,68.0,7994.1,1999.5,,3266.0,,,1867.2,4278.0,,False,,,,,True,False,True,,True,,,True,True,
04017,2811,3940.0,2281.0,,,,,4101.0,5679.5,2759.3,,2551.0,,,3932.3,,,1129.0,-530.0,,,,,1290.0,2868.5,-51.7,,-260.0,,,1121.3,,,True,,,,,False,False,True,,True,,,True,,
04019,25901,43740.0,89339.0,,,,,37733.0,33710.4,31198.6,,36776.5,,,24105.7,46965.0,,17839.0,63438.0,,,,,11832.0,7809.4,5297.6,,10875.5,,,-1795.3,21064.0,,False,,,,,True,True,True,,True,,,True,False,
04021,11667,22390.0,17874.0,,,,,14925.0,19246.0,10063.1,,22326.0,,,14828.7,28093.0,,10723.0,6207.0,,,,,3258.0,7579.0,-1603.9,,10659.0,,,3161.7,16426.0,,True,,,,,True,True,True,,True,,,True,False,
04023,948,2220.0,1421.0,,,,,1762.0,2276.8,1248.5,,1553.5,,,1058.5,,,1272.0,473.0,,,,,814.0,1328.8,300.5,,605.5,,,110.5,,,True,,,,,True,False,True,,True,,,True,,
04025,3380,8075.0,11242.0,,,,,6363.0,5552.7,5865.4,,6005.0,,,3777.0,8038.0,,4695.0,7862.0,,,,,2983.0,2172.7,2485.4,,2625.0,,,397.0,4658.0,,False,,,,,True,True,True,,True,,,True,True,
04027,5144,12360.0,3528.0,,,,,9550.0,7882.3,5245.2,,9413.5,,,6505.1,11661.0,,7216.0,-1616.0,,,,,4406.0,2738.3,101.2,,4269.5,,,1361.1,6517.0,,True,,,,,True,True,True,,True,,,True,True,
05001,462,630.0,629.0,,,,,504.0,449.2,241.3,,452.0,,,,,,168.0,167.0,,,,,42.0,-12.8,-220.7,,-10.0,,,,,,True,,,,,True,True,False,,True,,,,,
05003,340,480.0,746.0,,,,,603.0,322.4,274.2,,376.5,,,,,,140.0,406.0,,,,,263.0,-17.6,-65.8,,36.5,,,,,,False,,,,,False,True,True,,True,,,,,
05005,431,1035.0,1268.0,,,,,805.0,1882.6,443.4,,853.0,,,,,,604.0,837.0,,,,,374.0,1451.6,12.4,,422.0,,,,,,False,,,,,True,False,True,,True,,,,,
05007,5935,9535.0,13805.0,,,,,7790.0,21200.4,5175.8,,10761.0,,,7634.4,12535.0,,3600.0,7870.0,,,,,1855.0,15265.4,-759.2,,4826.0,,,1699.4,6600.0,,False,,,,,True,False,True,,False,,,True,False,
05009,732,980.0,1344.0,,,,,808.0,958.3,502.1,,865.5,,,,,,248.0,612.0,,,,,76.0,226.3,-229.9,,133.5,,,,,,False,,,,,True,True,True,,True,,,,,
05011,239,520.0,411.0,,,,,294.0,252.7,202.0,,264.0,,,,,,281.0,172.0,,,,,55.0,13.7,-37.0,,25.0,,,,,,True,,,,,True,True,True,,True,,,,,
05013,116,120.0,35.0,,,,,155.0,150.7,84.1,,92.0,,,,,,4.0,-81.0,,,,,39.0,34.7,-31.9,,-24.0,,,,,,False,,,,,False,False,False,,False,,,,,
05015,443,695.0,1111.0,,,,,493.0,660.6,397.4,,595.5,,,,,,252.0,668.0,,,,,50.0,217.6,-45.6,,152.5,,,,,,False,,,,,True,True,True,,True,,,,,
05017,116,235.0,,,,,,282.0,161.3,182.9,,171.0,,,,,,119.0,,,,,,166.0,45.3,66.9,,55.0,,,,,,,,,,,False,True,True,,True,,,,,
05019,451,535.0,234.0,,,,,612.0,458.0,298.5,,465.0,,,,,,84.0,-217.0,,,,,161.0,7.0,-152.5,,14.0,,,,,,False,,,,,False,True,False,,True,,,,,
05021,244,370.0,311.0,,,,,358.0,230.6,206.7,,518.0,,,,,,126.0,67.0,,,,,114.0,-13.4,-37.3,,274.0,,,,,,True,,,,,True,True,True,,False,,,,,
05023,364,895.0,931.0,,,,,683.0,1884.1,372.1,,920.0,,,,,,531.0,567.0,,,,,319.0,1520.1,8.1,,556.0,,,,,,False,,,,,True,False,True,,False,,,,,
05025,278,240.0,125.0,,,,,237.0,267.0,98.3,,127.0,,,,,,-38.0,-153.0,,,,,-41.0,-11.0,-179.7,,-151.0,,,,,,False,,,,,False,True,False,,False,,,,,
05027,385,515.0,639.0,,,,,711.0,422.7,247.6,,301.0,,,,,,130.0,254.0,,,,,326.0,37.7,-137.4,,-84.0,,,,,,False,,,,,False,True,False,,True,,,,,
