,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,COVIDhub-trained_ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,FDANIHASU-Sweight,Geneva-DetGrowth,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MIT_ISOLAT-Mixtures,MOBS-GLEAM_COVID,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,SigSci-TS,TTU-squider,UCF-AEM,UCLA-SuEIR,UChicagoCHATTOPADHYAY-UnIT,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UpstateSU-GRU,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-COVIDhub-trained_ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-FDANIHASU-Sweight,error-Geneva-DetGrowth,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MIT_ISOLAT-Mixtures,error-MOBS-GLEAM_COVID,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-SigSci-TS,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UChicagoCHATTOPADHYAY-UnIT,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UpstateSU-GRU,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-COVIDhub-trained_ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-FDANIHASU-Sweight,beat_baseline-Geneva-DetGrowth,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MIT_ISOLAT-Mixtures,beat_baseline-MOBS-GLEAM_COVID,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-SigSci-TS,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UChicagoCHATTOPADHYAY-UnIT,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UpstateSU-GRU
01079,54,89.0,,90.5,,72.0,62.0,77.0,,,,,49.8,,,53.1,,,123.0,114.7,,58.4,36.0,,55.0,66.1,,,,70.0,82.0,39.0,,,,,,74.2,65.8,,,,90.3,35.0,,36.5,,18.0,8.0,23.0,,,,,-4.2,,,-0.9,,,69.0,60.7,,4.4,-18.0,,1.0,12.1,,,,16.0,28.0,-15.0,,,,,,20.2,11.8,,,,36.3,,False,,True,True,True,,,,,True,,,True,,,False,False,,True,True,,True,True,,,,True,True,True,,,,,,True,True,,,,False
01081,286,598.0,,598.4,,426.0,445.0,480.0,,,,,317.2,,,419.2,,456.8,420.0,480.2,,477.7,313.0,,401.0,432.3,,,,547.0,459.0,244.2,,,,,,557.8,519.2,342.0,,,853.1,312.0,,312.4,,140.0,159.0,194.0,,,,,31.2,,,133.2,,170.8,134.0,194.2,,191.7,27.0,,115.0,146.3,,,,261.0,173.0,-41.8,,,,,,271.8,233.2,56.0,,,567.1,,False,,True,True,True,,,,,True,,,True,,True,True,True,,True,True,,True,True,,,,True,True,True,,,,,,True,True,True,,,False
01083,238,296.0,,275.8,,230.0,231.0,235.0,,,,,167.6,,,253.0,,,290.0,254.8,,196.8,162.0,,191.0,224.9,,,,255.0,286.0,266.9,,,,,,321.5,292.4,,,,299.9,58.0,,37.8,,-8.0,-7.0,-3.0,,,,,-70.4,,,15.0,,,52.0,16.8,,-41.2,-76.0,,-47.0,-13.1,,,,17.0,48.0,28.9,,,,,,83.5,54.4,,,,61.9,,True,,True,True,True,,,,,False,,,True,,,True,True,,True,False,,True,True,,,,True,True,True,,,,,,False,True,,,,False
01085,17,63.0,,59.1,,38.0,37.0,50.0,,,,,25.0,,,35.6,,,28.0,91.6,,34.0,,,12.0,29.5,,,,56.0,47.0,15.9,,,,,,,46.1,,,,64.9,46.0,,42.1,,21.0,20.0,33.0,,,,,8.0,,,18.6,,,11.0,74.6,,17.0,,,-5.0,12.5,,,,39.0,30.0,-1.1,,,,,,,29.1,,,,47.9,,True,,True,True,True,,,,,True,,,True,,,True,False,,True,,,True,True,,,,True,True,True,,,,,,,True,,,,False
01087,37,58.0,,56.6,,45.0,41.0,51.0,,,,,24.8,,,74.6,,,51.0,60.7,,42.3,,,36.0,46.4,,,,56.0,42.0,16.1,,,,,,,56.9,,,,38.2,21.0,,19.6,,8.0,4.0,14.0,,,,,-12.2,,,37.6,,,14.0,23.7,,5.3,,,-1.0,9.4,,,,19.0,5.0,-20.9,,,,,,,19.9,,,,1.2,,True,,True,True,True,,,,,True,,,False,,,True,False,,True,,,True,True,,,,True,True,True,,,,,,,True,,,,True
01089,806,1293.0,,1359.1,1156.3,1038.0,870.0,1718.0,,,,,597.1,,,916.7,,1061.6,1038.0,1231.4,,825.4,549.5,,660.0,943.7,,,,1161.0,1082.0,711.5,,,,,,1233.4,1048.4,876.0,,,1129.1,487.0,,553.1,350.3,232.0,64.0,912.0,,,,,-208.9,,,110.7,,255.6,232.0,425.4,,19.4,-256.5,,-146.0,137.7,,,,355.0,276.0,-94.5,,,,,,427.4,242.4,70.0,,,323.1,,False,True,True,True,False,,,,,True,,,True,,True,True,True,,True,True,,True,True,,,,True,True,True,,,,,,True,True,True,,,True
01091,43,43.0,,38.2,,42.0,42.0,56.0,,,,,39.8,,,10.3,,,65.0,148.1,,52.8,,,11.0,37.9,,,,54.0,42.0,18.7,,,,,,50.0,62.9,,,,71.3,0.0,,-4.8,,-1.0,-1.0,13.0,,,,,-3.2,,,-32.7,,,22.0,105.1,,9.8,,,-32.0,-5.1,,,,11.0,-1.0,-24.3,,,,,,7.0,19.9,,,,28.3,,False,,False,False,False,,,,,False,,,False,,,False,False,,False,,,False,False,,,,False,False,False,,,,,,False,False,,,,False
01093,48,57.0,,57.1,,50.0,46.0,44.0,,,,,48.4,,,25.2,,,92.0,41.1,,49.6,29.5,,26.0,40.2,,,,45.0,54.0,56.2,,,,,,52.6,49.5,,,,85.8,9.0,,9.1,,2.0,-2.0,-4.0,,,,,0.4,,,-22.8,,,44.0,-6.9,,1.6,-18.5,,-22.0,-7.8,,,,-3.0,6.0,8.2,,,,,,4.6,1.5,,,,37.8,,False,,True,True,True,,,,,True,,,False,,,False,True,,True,False,,False,True,,,,True,True,True,,,,,,True,True,,,,False
01095,131,245.0,,248.2,,209.0,174.0,219.0,,,,,167.6,,,161.9,,210.6,325.0,279.5,,230.2,83.0,,129.0,191.6,,,,212.0,213.0,158.3,,,,,,233.0,179.6,,,,266.1,114.0,,117.2,,78.0,43.0,88.0,,,,,36.6,,,30.9,,79.6,194.0,148.5,,99.2,-48.0,,-2.0,60.6,,,,81.0,82.0,27.3,,,,,,102.0,48.6,,,,135.1,,False,,True,True,True,,,,,True,,,True,,True,False,False,,True,True,,True,True,,,,True,True,True,,,,,,True,True,,,,False
01097,766,1249.0,,1216.6,1175.3,959.0,900.0,1402.0,,,,,683.4,,,1075.6,,945.3,1238.0,1354.3,,1009.0,573.5,,793.0,913.9,,,,1195.0,949.0,467.0,,,,,,1024.2,996.8,977.0,,,1614.4,483.0,,450.6,409.3,193.0,134.0,636.0,,,,,-82.6,,,309.6,,179.3,472.0,588.3,,243.0,-192.5,,27.0,147.9,,,,429.0,183.0,-299.0,,,,,,258.2,230.8,211.0,,,848.4,,True,True,True,True,False,,,,,True,,,True,,True,True,False,,True,True,,True,True,,,,True,True,True,,,,,,True,True,True,,,False
01099,18,64.0,,71.0,,43.0,40.0,32.0,,,,,31.1,,,34.0,,,61.0,24.2,,41.3,,,20.0,36.1,,,,53.0,50.0,63.6,,,,,,,47.4,,,,48.4,46.0,,53.0,,25.0,22.0,14.0,,,,,13.1,,,16.0,,,43.0,6.2,,23.3,,,2.0,18.1,,,,35.0,32.0,45.6,,,,,,,29.4,,,,30.4,,False,,True,True,True,,,,,True,,,True,,,True,True,,True,,,True,True,,,,True,True,True,,,,,,,True,,,,True
01101,492,720.0,,751.0,,553.0,501.0,739.0,,,,,417.6,,,579.6,,557.8,602.0,985.1,,557.7,396.5,,253.0,524.2,,,,678.0,629.0,273.2,,,,,,651.6,644.8,548.0,,,722.7,228.0,,259.0,,61.0,9.0,247.0,,,,,-74.4,,,87.6,,65.8,110.0,493.1,,65.7,-95.5,,-239.0,32.2,,,,186.0,137.0,-218.8,,,,,,159.6,152.8,56.0,,,230.7,,False,,True,True,False,,,,,True,,,True,,True,True,False,,True,True,,False,True,,,,True,True,True,,,,,,True,True,True,,,False
01103,158,281.0,,265.0,,244.0,231.0,211.0,,,,,204.4,,,227.4,,,397.0,268.1,,261.2,143.5,,185.0,240.0,,,,228.0,277.0,238.1,,,,,,218.8,282.6,,,,309.8,123.0,,107.0,,86.0,73.0,53.0,,,,,46.4,,,69.4,,,239.0,110.1,,103.2,-14.5,,27.0,82.0,,,,70.0,119.0,80.1,,,,,,60.8,124.6,,,,151.8,,True,,True,True,True,,,,,True,,,True,,,False,True,,True,True,,True,True,,,,True,True,True,,,,,,True,False,,,,False
01105,6,41.0,,41.9,,25.0,22.0,36.0,,,,,20.0,,,99.3,,,29.0,9.5,,23.9,,,0.0,17.2,,,,32.0,27.0,17.5,,,,,,,30.4,,,,50.8,35.0,,35.9,,19.0,16.0,30.0,,,,,14.0,,,93.3,,,23.0,3.5,,17.9,,,-6.0,11.2,,,,26.0,21.0,11.5,,,,,,,24.4,,,,44.8,,False,,True,True,True,,,,,True,,,False,,,True,True,,True,,,True,True,,,,True,True,True,,,,,,,True,,,,False
01107,36,84.0,,80.4,,63.0,51.0,44.0,,,,,33.3,,,31.1,,,64.0,80.8,,44.6,,,33.0,43.7,,,,76.0,63.0,73.8,,,,,,80.6,58.4,,,,63.3,48.0,,44.4,,27.0,15.0,8.0,,,,,-2.7,,,-4.9,,,28.0,44.8,,8.6,,,-3.0,7.7,,,,40.0,27.0,37.8,,,,,,44.6,22.4,,,,27.3,,True,,True,True,True,,,,,True,,,True,,,True,True,,True,,,True,True,,,,True,True,True,,,,,,True,True,,,,True
01109,63,84.0,,96.1,,72.0,64.0,52.0,,,,,59.3,,,107.1,,,103.0,88.3,,79.9,51.0,,42.0,77.3,,,,80.0,73.0,31.4,,,,,,80.8,71.1,,,,105.4,21.0,,33.1,,9.0,1.0,-11.0,,,,,-3.7,,,44.1,,,40.0,25.3,,16.9,-12.0,,-21.0,14.3,,,,17.0,10.0,-31.6,,,,,,17.8,8.1,,,,42.4,,False,,True,True,True,,,,,True,,,False,,,False,False,,True,True,,False,True,,,,True,True,False,,,,,,True,True,,,,False
01111,23,41.0,,40.8,,41.0,34.0,51.0,,,,,28.0,,,40.0,,,67.0,78.3,,36.0,,,30.0,36.8,,,,43.0,39.0,28.3,,,,,,,35.8,,,,40.4,18.0,,17.8,,18.0,11.0,28.0,,,,,5.0,,,17.0,,,44.0,55.3,,13.0,,,7.0,13.8,,,,20.0,16.0,5.3,,,,,,,12.8,,,,17.4,,True,,False,True,False,,,,,True,,,True,,,False,False,,True,,,True,True,,,,False,True,True,,,,,,,True,,,,True
01113,84,156.0,,152.8,,109.0,104.0,122.0,,,,,82.1,,,108.4,,,167.0,168.4,,127.5,67.0,,62.0,95.1,,,,153.0,120.0,46.3,,,,,,133.7,142.0,,,,137.3,72.0,,68.8,,25.0,20.0,38.0,,,,,-1.9,,,24.4,,,83.0,84.4,,43.5,-17.0,,-22.0,11.1,,,,69.0,36.0,-37.7,,,,,,49.7,58.0,,,,53.3,,True,,True,True,True,,,,,True,,,True,,,False,False,,True,True,,True,True,,,,True,True,True,,,,,,True,True,,,,True
01115,156,328.0,,327.1,,246.0,227.0,334.0,,,,,150.8,,,234.0,,,254.0,300.4,,190.1,123.0,,190.0,233.2,,,,240.0,236.0,276.5,,,,,,270.3,269.1,,,,315.3,172.0,,171.1,,90.0,71.0,178.0,,,,,-5.2,,,78.0,,,98.0,144.4,,34.1,-33.0,,34.0,77.2,,,,84.0,80.0,120.5,,,,,,114.3,113.1,,,,159.3,,True,,True,True,False,,,,,True,,,True,,,True,True,,True,True,,True,True,,,,True,True,True,,,,,,True,True,,,,True
01117,423,781.0,,835.9,,574.0,551.0,768.0,,,,,404.1,,,482.9,,581.8,618.0,843.0,,507.1,376.0,,488.0,544.1,,,,712.0,596.0,665.1,,,,,,718.8,667.1,567.0,,,525.6,358.0,,412.9,,151.0,128.0,345.0,,,,,-18.9,,,59.9,,158.8,195.0,420.0,,84.1,-47.0,,65.0,121.1,,,,289.0,173.0,242.1,,,,,,295.8,244.1,144.0,,,102.6,,False,,True,True,True,,,,,True,,,True,,True,True,False,,True,True,,True,True,,,,True,True,True,,,,,,True,True,True,,,True
01119,16,24.0,,24.1,,18.0,17.0,5.0,,,,,14.9,,,17.5,,,35.0,105.4,,14.3,,,15.0,15.8,,,,32.0,19.0,24.2,,,,,,,14.9,,,,26.7,8.0,,8.1,,2.0,1.0,-11.0,,,,,-1.1,,,1.5,,,19.0,89.4,,-1.7,,,-1.0,-0.2,,,,16.0,3.0,8.2,,,,,,,-1.1,,,,10.7,,False,,True,True,False,,,,,True,,,True,,,False,False,,True,,,True,True,,,,False,True,False,,,,,,,True,,,,False
01121,118,377.0,,374.1,,205.0,228.0,161.0,,,,,142.3,,,149.8,,,244.0,346.9,,222.2,140.5,,147.0,234.5,,,,339.0,299.0,207.4,,,,,,324.4,272.8,,,,357.1,259.0,,256.1,,87.0,110.0,43.0,,,,,24.3,,,31.8,,,126.0,228.9,,104.2,22.5,,29.0,116.5,,,,221.0,181.0,89.4,,,,,,206.4,154.8,,,,239.1,,True,,True,True,True,,,,,True,,,True,,,True,True,,True,True,,True,True,,,,True,True,True,,,,,,True,True,,,,True
01123,73,110.0,,131.3,,98.0,111.0,33.0,,,,,71.1,,,68.2,,,109.0,1596.5,,132.6,74.0,,65.0,104.4,,,,137.0,103.0,60.1,,,,,,113.4,85.3,,,,201.9,37.0,,58.3,,25.0,38.0,-40.0,,,,,-1.9,,,-4.8,,,36.0,1523.5,,59.6,1.0,,-8.0,31.4,,,,64.0,30.0,-12.9,,,,,,40.4,12.3,,,,128.9,,False,,True,False,False,,,,,True,,,True,,,True,False,,False,True,,True,True,,,,False,True,True,,,,,,False,True,,,,False
01125,408,765.0,,800.6,,598.0,528.0,905.0,,,,,402.2,,,365.9,,622.4,601.0,1355.7,,510.0,309.0,,446.5,525.9,,,,699.0,581.0,307.6,,,,,,844.5,670.1,762.0,,,609.7,357.0,,392.6,,190.0,120.0,497.0,,,,,-5.8,,,-42.1,,214.4,193.0,947.7,,102.0,-99.0,,38.5,117.9,,,,291.0,173.0,-100.4,,,,,,436.5,262.1,354.0,,,201.7,,False,,True,True,False,,,,,True,,,True,,True,True,False,,True,True,,True,True,,,,True,True,True,,,,,,False,True,True,,,True
01127,102,120.0,,129.0,,80.0,83.0,76.0,,,,,92.5,,,117.1,,,210.0,68.7,,109.8,41.0,,48.0,80.9,,,,82.0,111.0,85.5,,,,,,156.2,80.8,,,,146.3,18.0,,27.0,,-22.0,-19.0,-26.0,,,,,-9.5,,,15.1,,,108.0,-33.3,,7.8,-61.0,,-54.0,-21.1,,,,-20.0,9.0,-16.5,,,,,,54.2,-21.2,,,,44.3,,False,,False,False,False,,,,,True,,,True,,,False,False,,True,False,,False,False,,,,False,True,True,,,,,,False,False,,,,False
01129,34,27.0,,27.3,,27.0,27.0,28.0,,,,,25.7,,,33.9,,,57.0,56.6,,35.7,,,19.0,26.5,,,,31.0,27.0,13.0,,,,,,,27.3,,,,64.9,-7.0,,-6.7,,-7.0,-7.0,-6.0,,,,,-8.3,,,-0.1,,,23.0,22.6,,1.7,,,-15.0,-7.5,,,,-3.0,-7.0,-21.0,,,,,,,-6.7,,,,30.9,,True,,False,False,True,,,,,False,,,True,,,False,False,,True,,,False,False,,,,True,False,False,,,,,,,True,,,,False
01131,24,40.0,,40.0,,30.0,28.0,48.0,,,,,23.1,,,21.5,,,27.0,46.4,,29.0,,,20.0,24.8,,,,48.0,33.0,25.9,,,,,,,27.9,,,,57.1,16.0,,16.0,,6.0,4.0,24.0,,,,,-0.9,,,-2.5,,,3.0,22.4,,5.0,,,-4.0,0.8,,,,24.0,9.0,1.9,,,,,,,3.9,,,,33.1,,True,,True,True,False,,,,,True,,,True,,,True,False,,True,,,True,True,,,,False,True,True,,,,,,,True,,,,False
01133,29,19.0,,22.8,,23.0,40.0,28.0,,,,,34.7,,,17.0,,,84.0,24.7,,38.6,,,13.0,22.7,,,,19.0,24.0,30.4,,,,,,15.0,81.5,,,,53.2,-10.0,,-6.2,,-6.0,11.0,-1.0,,,,,5.7,,,-12.0,,,55.0,-4.3,,9.6,,,-16.0,-6.3,,,,-10.0,-5.0,1.4,,,,,,-14.0,52.5,,,,24.2,,True,,True,False,True,,,,,True,,,False,,,False,True,,True,,,False,True,,,,False,True,True,,,,,,False,False,,,,False
02013,90,174.0,,170.5,,66.0,69.0,,,,,,19.9,,,36.6,,,,259.7,,106.4,,,27.0,65.9,,,,70.0,27.0,1.8,,,,,,,,,,,,84.0,,80.5,,-24.0,-21.0,,,,,,-70.1,,,-53.4,,,,169.7,,16.4,,,-63.0,-24.1,,,,-20.0,-63.0,-88.2,,,,,,,,,,,,,True,,True,True,,,,,,True,,,True,,,,False,,True,,,True,True,,,,True,True,False,,,,,,,,,,,
02016,37,38.0,,36.9,,23.0,24.0,,,,,,16.6,,,8.6,,,,23.4,,30.7,,,33.0,18.7,,,,47.0,28.0,5.6,,,,,,,25.5,,,,,1.0,,-0.1,,-14.0,-13.0,,,,,,-20.4,,,-28.4,,,,-13.6,,-6.3,,,-4.0,-18.3,,,,10.0,-9.0,-31.4,,,,,,,-11.5,,,,,,True,,False,False,,,,,,False,,,False,,,,False,,False,,,False,False,,,,False,False,False,,,,,,,False,,,,
02020,339,284.0,,280.1,352.7,280.0,278.0,269.0,,,,,218.9,,,123.2,,288.6,,282.4,,275.8,283.5,,132.0,208.6,,,,287.0,343.0,483.8,,,,,,356.6,407.1,148.0,,,,-55.0,,-58.9,13.7,-59.0,-61.0,-70.0,,,,,-120.1,,,-215.8,,-50.4,,-56.6,,-63.2,-55.5,,-207.0,-130.4,,,,-52.0,4.0,144.8,,,,,,17.6,68.1,-191.0,,,,,False,True,False,False,False,,,,,False,,,False,,True,,False,,False,False,,False,False,,,,True,True,False,,,,,,True,False,False,,,
02050,87,96.0,,91.0,,69.0,52.0,0.0,,,,,54.9,,,16.1,,,,140.1,,95.2,,,13.0,56.2,,,,117.0,81.0,21.6,,,,,,,52.0,,,,,9.0,,4.0,,-18.0,-35.0,-87.0,,,,,-32.1,,,-70.9,,,,53.1,,8.2,,,-74.0,-30.8,,,,30.0,-6.0,-65.4,,,,,,,-35.0,,,,,,True,,False,False,False,,,,,False,,,False,,,,False,,True,,,False,False,,,,False,True,False,,,,,,,False,,,,
02060,0,0.0,,0.0,,0.0,0.0,0.0,,,,,1.1,,,10.0,,,,0.0,,0.0,,,,0.0,,,,0.0,1.0,0.1,,,,,,,,,,,,0.0,,0.0,,0.0,0.0,0.0,,,,,1.1,,,10.0,,,,0.0,,0.0,,,,0.0,,,,0.0,1.0,0.1,,,,,,,,,,,,,True,,True,True,True,,,,,False,,,False,,,,False,,True,,,,True,,,,True,False,False,,,,,,,,,,,
02068,0,0.0,,0.0,,1.0,2.0,0.0,,,,,0.7,,,0.8,,,,15.0,,1.4,,,1.0,0.1,,,,2.0,2.0,,,,,,,,2.3,,,,,0.0,,0.0,,1.0,2.0,0.0,,,,,0.7,,,0.8,,,,15.0,,1.4,,,1.0,0.1,,,,2.0,2.0,,,,,,,,2.3,,,,,,True,,False,False,True,,,,,False,,,False,,,,False,,False,,,False,False,,,,False,False,,,,,,,,False,,,,
02070,14,9.0,,7.8,,5.0,7.0,,,,,,2.8,,,3.6,,,,6.6,,6.1,,,5.0,4.4,,,,6.0,10.0,3.3,,,,,,,9.7,,,,,-5.0,,-6.2,,-9.0,-7.0,,,,,,-11.2,,,-10.4,,,,-7.4,,-7.9,,,-9.0,-9.6,,,,-8.0,-4.0,-10.7,,,,,,,-4.3,,,,,,False,,False,False,,,,,,False,,,False,,,,False,,False,,,False,False,,,,False,True,False,,,,,,,True,,,,
02090,85,79.0,,77.6,,64.0,60.0,,,,,,69.0,,,46.6,,,,43.4,,87.9,67.5,,15.0,51.9,,,,72.0,95.0,137.4,,,,,,90.4,69.5,,,,,-6.0,,-7.4,,-21.0,-25.0,,,,,,-16.0,,,-38.4,,,,-41.6,,2.9,-17.5,,-70.0,-33.1,,,,-13.0,10.0,52.4,,,,,,5.4,-15.5,,,,,,False,,False,False,,,,,,False,,,False,,,,False,,True,False,,False,False,,,,False,False,False,,,,,,True,False,,,,
02100,1,0.0,,0.0,,0.0,1.0,0.0,,,,,0.1,,,0.4,,,,6.1,,1.2,,,1.0,0.2,,,,1.0,2.0,1.3,,,,,,,,,,,,-1.0,,-1.0,,-1.0,0.0,-1.0,,,,,-0.9,,,-0.6,,,,5.1,,0.2,,,0.0,-0.8,,,,0.0,1.0,0.3,,,,,,,,,,,,,False,,False,True,False,,,,,True,,,True,,,,False,,True,,,True,True,,,,True,False,True,,,,,,,,,,,
02105,0,0.0,,0.0,,0.0,0.0,0.0,,,,,,,,0.1,,,,0.0,,0.0,,,,0.0,,,,0.0,,,,,,,,,,,,,,0.0,,0.0,,0.0,0.0,0.0,,,,,,,,0.1,,,,0.0,,0.0,,,,0.0,,,,0.0,,,,,,,,,,,,,,,True,,True,True,True,,,,,,,,False,,,,False,,True,,,,False,,,,True,,,,,,,,,,,,,
02110,14,40.0,,42.4,,27.0,24.0,30.0,,,,,14.3,,,15.1,,,,25.1,,18.0,21.0,,22.0,21.6,,,,40.0,34.0,30.6,,,,,,,,,,,,26.0,,28.4,,13.0,10.0,16.0,,,,,0.3,,,1.1,,,,11.1,,4.0,7.0,,8.0,7.6,,,,26.0,20.0,16.6,,,,,,,,,,,,,False,,True,True,True,,,,,True,,,True,,,,True,,True,True,,True,True,,,,False,True,True,,,,,,,,,,,
02122,34,20.0,,19.9,,20.0,29.0,27.0,,,,,26.9,,,23.2,,,,9.8,,33.5,,,4.0,16.5,,,,19.0,46.0,55.7,,,,,,28.8,51.2,,,,,-14.0,,-14.1,,-14.0,-5.0,-7.0,,,,,-7.1,,,-10.8,,,,-24.2,,-0.5,,,-30.0,-17.5,,,,-15.0,12.0,21.7,,,,,,-5.2,17.2,,,,,,False,,False,True,True,,,,,True,,,True,,,,False,,True,,,False,False,,,,False,True,False,,,,,,True,False,,,,
02130,16,9.0,,9.3,,5.0,6.0,0.0,,,,,3.3,,,6.1,,,,12.5,,4.1,,,5.0,4.9,,,,8.0,11.0,,,,,,,,,,,,,-7.0,,-6.7,,-11.0,-10.0,-16.0,,,,,-12.7,,,-9.9,,,,-3.5,,-11.9,,,-11.0,-11.1,,,,-8.0,-5.0,,,,,,,,,,,,,,True,,False,False,False,,,,,False,,,False,,,,True,,False,,,False,False,,,,False,True,,,,,,,,,,,,
02150,1,11.0,,10.2,,10.0,8.0,,,,,,13.4,,,7.7,,,,1.9,,9.7,,,0.0,5.7,,,,9.0,14.0,9.4,,,,,,,11.4,,,,,10.0,,9.2,,9.0,7.0,,,,,,12.4,,,6.7,,,,0.9,,8.7,,,-1.0,4.7,,,,8.0,13.0,8.4,,,,,,,10.4,,,,,,True,,True,True,,,,,,False,,,True,,,,True,,True,,,True,True,,,,True,False,True,,,,,,,False,,,,
02158,29,33.0,,40.1,,18.0,16.0,0.0,,,,,,,,4.6,,,,17.8,,27.9,,,0.0,16.1,,,,45.0,,,,,,,,,,,,,,4.0,,11.1,,-11.0,-13.0,-29.0,,,,,,,,-24.4,,,,-11.2,,-1.1,,,-29.0,-12.9,,,,16.0,,,,,,,,,,,,,,,False,,False,False,False,,,,,,,,False,,,,False,,True,,,False,False,,,,False,,,,,,,,,,,,,
02164,12,0.0,,0.0,,0.0,2.0,0.0,,,,,0.0,,,0.1,,,,0.2,,1.2,,,2.0,,,,,0.0,2.0,9.2,,,,,,,1.1,,,,,-12.0,,-12.0,,-12.0,-10.0,-12.0,,,,,-12.0,,,-11.9,,,,-11.8,,-10.8,,,-10.0,,,,,-12.0,-10.0,-2.8,,,,,,,-10.9,,,,,,False,,False,True,False,,,,,True,,,True,,,,True,,True,,,True,,,,,False,True,True,,,,,,,True,,,,
02170,298,201.0,,197.2,,116.0,122.0,140.0,,,,,90.5,,,81.4,,,,86.4,,119.5,115.5,,62.0,142.6,,,,178.0,170.0,85.4,,,,,,254.6,179.5,,,,,-97.0,,-100.8,,-182.0,-176.0,-158.0,,,,,-207.5,,,-216.6,,,,-211.6,,-178.5,-182.5,,-236.0,-155.4,,,,-120.0,-128.0,-212.6,,,,,,-43.4,-118.5,,,,,,False,,False,False,False,,,,,False,,,False,,,,False,,False,False,,False,False,,,,False,False,False,,,,,,True,False,,,,
02180,7,4.0,,3.5,,4.0,4.0,0.0,,,,,4.2,,,3.6,,,,2.6,,4.9,,,6.0,0.8,,,,3.0,7.0,5.3,,,,,,,3.6,,,,,-3.0,,-3.5,,-3.0,-3.0,-7.0,,,,,-2.8,,,-3.4,,,,-4.4,,-2.1,,,-1.0,-6.2,,,,-4.0,0.0,-1.7,,,,,,,-3.4,,,,,,False,,False,False,False,,,,,True,,,False,,,,False,,True,,,True,False,,,,False,True,True,,,,,,,False,,,,
02185,8,3.0,,0.0,,3.0,5.0,0.0,,,,,14.2,,,4.4,,,,0.5,,12.5,,,1.0,2.1,,,,,5.0,16.9,,,,,,,6.4,,,,,-5.0,,-8.0,,-5.0,-3.0,-8.0,,,,,6.2,,,-3.6,,,,-7.5,,4.5,,,-7.0,-5.9,,,,,-3.0,8.9,,,,,,,-1.6,,,,,,False,,False,True,False,,,,,False,,,True,,,,False,,True,,,False,False,,,,,True,False,,,,,,,True,,,,
