,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,CU-select,Columbia_UNC-SurvCon,CovidAnalytics-DELPHI,IHME-CurveFit,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,QJHong-Encounter,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-CU-select,error-Columbia_UNC-SurvCon,error-CovidAnalytics-DELPHI,error-IHME-CurveFit,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-QJHong-Encounter,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IHME-CurveFit,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-QJHong-Encounter,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
05095,44,35.0,,35.0,,,,67.9,,26.8,,24.8,,,-9.0,,-9.0,,,,23.9,,-17.2,,-19.2,,,,False,,,,False,,False,,False,,
05097,89,45.0,,0.0,,,,66.1,,6.3,,,,,-44.0,,-89.0,,,,-22.9,,-82.7,,,,,,False,,,,True,,False,,,,
05099,41,40.0,,0.0,,,,45.1,,11.1,,47.6,,,-1.0,,-41.0,,,,4.1,,-29.9,,6.6,,,,False,,,,False,,False,,False,,
05101,70,45.0,,46.0,,,,73.5,,3.6,,,,,-25.0,,-24.0,,,,3.5,,-66.4,,,,,,True,,,,True,,False,,,,
05103,114,110.0,,139.0,,,,185.3,,61.2,,127.4,,,-4.0,,25.0,,,,71.3,,-52.8,,13.4,,,,False,,,,False,,False,,False,,
05105,24,5.0,,0.0,,,,32.0,,26.0,,4.2,,,-19.0,,-24.0,,,,8.0,,2.0,,-19.8,,,,False,,,,True,,True,,False,,
05107,119,190.0,,238.0,,,,185.8,,111.7,,155.9,,,71.0,,119.0,,,,66.8,,-7.3,,36.9,,,,False,,,,True,,True,,True,,
05109,111,120.0,,130.0,,,,160.8,,41.0,,,,,9.0,,19.0,,,,49.8,,-70.0,,,,,,False,,,,False,,False,,,,
05111,292,565.0,,939.0,,,,307.0,,422.3,,550.2,,,273.0,,647.0,,,,15.0,,130.3,,258.2,,,,False,,,,True,,True,,True,,
05113,107,60.0,,76.0,,,,102.0,,19.3,,70.3,,,-47.0,,-31.0,,,,-5.0,,-87.7,,-36.7,,,,True,,,,True,,False,,True,,
05115,636,660.0,1089.4,394.0,,,,467.7,,189.0,,1136.5,,,24.0,453.4,-242.0,,,,-168.3,,-447.0,,500.5,,,False,False,,,,False,,False,,False,,
05117,40,135.0,,103.0,,,,103.9,,43.9,,128.0,,,95.0,,63.0,,,,63.9,,3.9,,88.0,,,,True,,,,True,,True,,True,,
05119,2530,3385.0,4283.9,6759.0,,,,2561.2,,3294.2,,2494.2,,,855.0,1753.9,4229.0,,,,31.2,,764.2,,-35.8,,,False,False,,,,True,,True,,True,,
05121,130,195.0,,252.0,,,,203.8,,120.4,,667.3,,,65.0,,122.0,,,,73.8,,-9.6,,537.3,,,,False,,,,False,,True,,False,,
05123,193,380.0,,639.0,,,,245.4,,130.8,,362.5,,,187.0,,446.0,,,,52.4,,-62.2,,169.5,,,,False,,,,True,,True,,True,,
05125,802,745.0,1294.1,741.0,,,,1074.6,,512.0,,651.2,,,-57.0,492.1,-61.0,,,,272.6,,-290.0,,-150.8,,,False,False,,,,False,,False,,False,,
05127,34,85.0,,85.0,,,,84.9,,33.2,,175.1,,,51.0,,51.0,,,,50.9,,-0.8,,141.1,,,,False,,,,True,,True,,False,,
05129,99,20.0,,15.0,,,,23.4,,4.6,,21.2,,,-79.0,,-84.0,,,,-75.6,,-94.4,,-77.8,,,,False,,,,True,,False,,True,,
05131,1030,2045.0,2968.6,2404.0,,,,1454.5,,1266.6,,1808.2,,,1015.0,1938.6,1374.0,,,,424.5,,236.6,,778.2,,,False,False,,,,True,,True,,True,,
05133,193,275.0,,88.0,,,,72.0,,66.7,,140.6,,,82.0,,-105.0,,,,-121.0,,-126.3,,-52.4,,,,False,,,,False,,False,,True,,
05135,62,45.0,,66.0,,,,143.6,,6.9,,59.5,,,-17.0,,4.0,,,,81.6,,-55.1,,-2.5,,,,True,,,,False,,False,,True,,
05137,200,75.0,,93.0,,,,86.3,,14.1,,76.9,,,-125.0,,-107.0,,,,-113.7,,-185.9,,-123.1,,,,True,,,,True,,False,,True,,
05139,307,240.0,,406.0,,,,327.2,,148.4,,305.2,,,-67.0,,99.0,,,,20.2,,-158.6,,-1.8,,,,False,,,,True,,False,,True,,
05141,102,15.0,,0.0,,,,51.4,,7.8,,10.2,,,-87.0,,-102.0,,,,-50.6,,-94.2,,-91.8,,,,False,,,,True,,False,,False,,
05143,1926,1580.0,2504.6,1213.0,,,,946.6,,395.8,,1169.6,,,-346.0,578.6,-713.0,,,,-979.4,,-1530.2,,-756.4,,,False,False,,,,False,,False,,False,,
05145,316,320.0,371.5,522.0,,,,532.6,,288.3,,645.5,,,4.0,55.5,206.0,,,,216.6,,-27.7,,329.5,,,False,False,,,,False,,False,,False,,
05147,11,10.0,,0.0,,,,8.0,,5.9,,,,,-1.0,,-11.0,,,,-3.0,,-5.1,,,,,,False,,,,False,,False,,,,
05149,137,265.0,,158.0,,,,95.6,,30.8,,403.0,,,128.0,,21.0,,,,-41.4,,-106.2,,266.0,,,,True,,,,True,,True,,False,,
06001,6624,8645.0,9886.2,13252.0,,,,7881.0,,6006.9,,12512.0,,,2021.0,3262.2,6628.0,,,,1257.0,,-617.1,,5888.0,,,False,False,,,,True,,True,,False,,
06003,0,0.0,,0.0,,,,1.2,,0.0,,,,,0.0,,0.0,,,,1.2,,0.0,,,,,,True,,,,False,,False,,,,
06005,116,195.0,,453.0,,,,352.5,,76.8,,212.6,,,79.0,,337.0,,,,236.5,,-39.2,,96.6,,,,False,,,,False,,True,,False,,
06007,1510,770.0,1671.4,763.0,,,,2348.7,,205.4,,1997.9,,,-740.0,161.4,-747.0,,,,838.7,,-1304.6,,487.9,,,True,False,,,,False,,False,,True,,
06009,151,110.0,,182.0,,,,239.0,,7.6,,166.6,,,-41.0,,31.0,,,,88.0,,-143.4,,15.6,,,,True,,,,False,,False,,True,,
06011,130,195.0,,130.0,,,,235.6,,5.8,,234.7,,,65.0,,0.0,,,,105.6,,-124.2,,104.7,,,,True,,,,False,,False,,False,,
06013,6036,6080.0,9487.9,13127.0,,,,8202.3,,6787.8,,5028.5,,,44.0,3451.9,7091.0,,,,2166.3,,751.8,,-1007.5,,,False,False,,,,False,,False,,False,,
06015,31,55.0,,35.0,,,,96.0,,10.6,,64.8,,,24.0,,4.0,,,,65.0,,-20.4,,33.8,,,,True,,,,False,,True,,False,,
06017,303,460.0,1305.4,341.0,,,,1437.4,,125.7,,265.7,,,157.0,1002.4,38.0,,,,1134.4,,-177.3,,-37.3,,,False,True,,,,False,,False,,True,,
06019,9886,12960.0,20972.5,17254.0,,,,13069.8,,9355.5,,11873.9,,,3074.0,11086.5,7368.0,,,,3183.8,,-530.5,,1987.9,,,False,False,,,,False,,True,,True,,
06021,192,175.0,,130.0,,,,212.0,,37.7,,211.4,,,-17.0,,-62.0,,,,20.0,,-154.3,,19.4,,,,False,,,,False,,False,,False,,
06023,165,245.0,213.0,419.0,,,,405.7,,49.8,,176.1,,,80.0,48.0,254.0,,,,240.7,,-115.2,,11.1,,,True,False,,,,False,,False,,True,,
06025,1581,1420.0,6801.1,1105.0,,,,817.0,,624.1,,744.6,,,-161.0,5220.1,-476.0,,,,-764.0,,-956.9,,-836.4,,,False,False,,,,False,,False,,False,,
06027,122,65.0,,15.0,,,,84.2,,34.7,,55.3,,,-57.0,,-107.0,,,,-37.8,,-87.3,,-66.7,,,,False,,,,True,,False,,False,,
06029,7937,13720.0,26719.1,5020.0,,,,11872.6,,13477.0,,17839.1,,,5783.0,18782.1,-2917.0,,,,3935.6,,5540.0,,9902.1,,,False,True,,,,True,,True,,False,,
06031,2586,365.0,822.6,199.0,,,,582.0,,63.1,,777.8,,,-2221.0,-1763.4,-2387.0,,,,-2004.0,,-2522.9,,-1808.2,,,True,False,,,,True,,False,,True,,
06033,171,125.0,272.2,122.0,,,,470.5,,29.1,,314.3,,,-46.0,101.2,-49.0,,,,299.5,,-141.9,,143.3,,,False,False,,,,False,,False,,False,,
06035,109,35.0,,62.0,,,,47.5,,1.6,,1118.1,,,-74.0,,-47.0,,,,-61.5,,-107.4,,1009.1,,,,True,,,,True,,False,,False,,
06037,46398,79605.0,127984.2,68179.0,,,,89698.2,,79905.5,,68008.6,,,33207.0,81586.2,21781.0,,,,43300.2,,33507.5,,21610.6,,,False,True,,,,False,,False,,True,,
06039,1848,1795.0,3196.2,2012.0,,,,2024.4,,375.7,,2105.8,,,-53.0,1348.2,164.0,,,,176.4,,-1472.3,,257.8,,,False,False,,,,False,,False,,False,,
06041,1178,1465.0,6081.3,1213.0,,,,1849.6,,619.1,,634.4,,,287.0,4903.3,35.0,,,,671.6,,-558.9,,-543.6,,,False,True,,,,False,,False,,False,,
06043,15,30.0,,0.0,,,,68.4,,9.5,,27.8,,,15.0,,-15.0,,,,53.4,,-5.5,,12.8,,,,False,,,,False,,True,,True,,
06045,398,340.0,470.1,356.0,,,,949.0,,829.4,,524.7,,,-58.0,72.1,-42.0,,,,551.0,,431.4,,126.7,,,False,True,,,,False,,False,,False,,
06047,3529,3635.0,8011.5,1751.0,,,,3832.7,,1206.1,,2240.3,,,106.0,4482.5,-1778.0,,,,303.7,,-2322.9,,-1288.7,,,False,False,,,,False,,False,,False,,
06049,19,15.0,,0.0,,,,119.9,,0.1,,,,,-4.0,,-19.0,,,,100.9,,-18.9,,,,,,False,,,,False,,False,,,,
06051,10,55.0,,35.0,,,,84.1,,5.5,,68.8,,,45.0,,25.0,,,,74.1,,-4.5,,58.8,,,,True,,,,False,,True,,False,,
06053,3549,2075.0,4527.0,731.0,,,,3785.8,,1126.5,,3584.7,,,-1474.0,978.0,-2818.0,,,,236.8,,-2422.5,,35.7,,,True,False,,,,True,,False,,True,,
06055,497,790.0,1590.9,782.0,,,,1341.8,,117.3,,812.7,,,293.0,1093.9,285.0,,,,844.8,,-379.7,,315.7,,,False,True,,,,False,,False,,False,,
06057,161,115.0,416.5,59.0,,,,517.4,,5.9,,305.3,,,-46.0,255.5,-102.0,,,,356.4,,-155.1,,144.3,,,False,False,,,,False,,False,,False,,
06059,11684,11215.0,42854.3,5831.0,,,,14848.9,,8537.3,,5788.2,,,-469.0,31170.3,-5853.0,,,,3164.9,,-3146.7,,-5895.8,,,False,False,,,,False,,False,,False,,
06061,1115,1370.0,3120.2,1722.0,,,,2558.8,,1720.8,,2111.9,,,255.0,2005.2,607.0,,,,1443.8,,605.8,,996.9,,,False,False,,,,False,,False,,False,,
06063,14,5.0,,0.0,,,,53.0,,3.1,,13.0,,,-9.0,,-14.0,,,,39.0,,-10.9,,-1.0,,,,False,,,,False,,False,,True,,
06065,14621,17205.0,35761.1,19671.0,,,,18388.3,,11320.7,,13771.6,,,2584.0,21140.1,5050.0,,,,3767.3,,-3300.3,,-849.4,,,False,False,,,,False,,False,,True,,
06067,9268,4875.0,13448.2,11081.0,,,,9848.6,,3965.8,,2442.8,,,-4393.0,4180.2,1813.0,,,,580.6,,-5302.2,,-6825.2,,,True,True,,,,True,,False,,False,,
06069,514,435.0,764.9,423.0,,,,227.6,,51.8,,373.7,,,-79.0,250.9,-91.0,,,,-286.4,,-462.2,,-140.3,,,False,False,,,,False,,False,,False,,
06071,15091,13780.0,25724.6,4570.0,,,,17774.7,,9286.7,,12218.2,,,-1311.0,10633.6,-10521.0,,,,2683.7,,-5804.3,,-2872.8,,,False,False,,,,False,,False,,False,,
06073,10635,13655.0,29838.6,32463.0,,,,28261.8,,8019.6,,10220.8,,,3020.0,19203.6,21828.0,,,,17626.8,,-2615.4,,-414.2,,,False,False,,,,False,,True,,True,,
06075,2831,3545.0,4311.8,2212.0,,,,6458.1,,2127.4,,3463.9,,,714.0,1480.8,-619.0,,,,3627.1,,-703.6,,632.9,,,False,True,,,,False,,True,,True,,
06077,6716,4100.0,11379.3,2004.0,,,,5731.0,,1492.6,,3212.6,,,-2616.0,4663.3,-4712.0,,,,-985.0,,-5223.4,,-3503.4,,,False,False,,,,True,,False,,False,,
06079,1129,1550.0,3070.4,1986.0,,,,2644.6,,839.3,,1050.5,,,421.0,1941.4,857.0,,,,1515.6,,-289.7,,-78.5,,,False,False,,,,False,,True,,True,,
06081,2967,2830.0,2765.1,4682.0,,,,4058.5,,1728.9,,4048.8,,,-137.0,-201.9,1715.0,,,,1091.5,,-1238.1,,1081.8,,,False,False,,,,False,,False,,False,,
06083,1904,2685.0,4524.0,2345.0,,,,3868.6,,648.4,,2771.0,,,781.0,2620.0,441.0,,,,1964.6,,-1255.6,,867.0,,,False,True,,,,False,,False,,False,,
06085,7942,5770.0,9642.1,3455.0,,,,10749.8,,4466.1,,4510.3,,,-2172.0,1700.1,-4487.0,,,,2807.8,,-3475.9,,-3431.7,,,True,False,,,,False,,False,,False,,
06087,786,430.0,1717.5,129.0,,,,1660.7,,168.9,,591.8,,,-356.0,931.5,-657.0,,,,874.7,,-617.1,,-194.2,,,False,False,,,,False,,False,,True,,
06089,194,245.0,481.5,199.0,,,,1292.7,,80.0,,614.8,,,51.0,287.5,5.0,,,,1098.7,,-114.0,,420.8,,,False,True,,,,False,,False,,False,,
06091,3,5.0,,0.0,,,,24.5,,0.1,,,,,2.0,,-3.0,,,,21.5,,-2.9,,,,,,False,,,,False,,False,,,,
06093,69,100.0,,79.0,,,,213.2,,24.5,,49.8,,,31.0,,10.0,,,,144.2,,-44.5,,-19.2,,,,True,,,,False,,False,,True,,
06095,1791,2090.0,,2267.0,,,,3942.2,,919.9,,1203.3,,,299.0,,476.0,,,,2151.2,,-871.1,,-587.7,,,,False,,,,False,,False,,False,,
06097,3235,2435.0,,2175.0,,,,4212.1,,2812.2,,1632.0,,,-800.0,,-1060.0,,,,977.1,,-422.8,,-1603.0,,,,False,,,,False,,True,,False,,
06099,6360,3380.0,14977.2,1023.0,,,,3440.4,,1433.2,,5256.8,,,-2980.0,8617.2,-5337.0,,,,-2919.6,,-4926.8,,-1103.2,,,False,False,,,,True,,False,,True,,
06101,663,765.0,1266.1,795.0,,,,1095.7,,473.4,,615.7,,,102.0,603.1,132.0,,,,432.7,,-189.6,,-47.3,,,False,False,,,,False,,False,,True,,
06103,192,210.0,195.9,239.0,,,,758.9,,109.3,,428.9,,,18.0,3.9,47.0,,,,566.9,,-82.7,,236.9,,,True,False,,,,False,,False,,False,,
06105,11,0.0,,0.0,,,,22.5,,0.1,,,,,-11.0,,-11.0,,,,11.5,,-10.9,,,,,,False,,,,False,,True,,,,
06107,4639,5105.0,8462.2,3124.0,,,,4448.3,,1357.6,,4960.9,,,466.0,3823.2,-1515.0,,,,-190.7,,-3281.4,,321.9,,,False,False,,,,True,,False,,True,,
06109,61,55.0,132.6,19.0,,,,303.8,,16.4,,83.7,,,-6.0,71.6,-42.0,,,,242.8,,-44.6,,22.7,,,False,False,,,,False,,False,,False,,
06111,3554,4010.0,12030.4,4611.0,,,,5722.8,,1184.6,,2837.5,,,456.0,8476.4,1057.0,,,,2168.8,,-2369.4,,-716.5,,,False,False,,,,False,,False,,False,,
06113,960,900.0,1506.1,1135.0,,,,1674.5,,653.5,,472.9,,,-60.0,546.1,175.0,,,,714.5,,-306.5,,-487.1,,,False,False,,,,False,,False,,False,,
06115,469,585.0,1023.9,613.0,,,,909.5,,400.9,,449.8,,,116.0,554.9,144.0,,,,440.5,,-68.1,,-19.2,,,False,False,,,,False,,True,,True,,
08001,1558,2100.0,1660.1,1382.0,,,,3198.5,,881.6,,1944.8,,,542.0,102.1,-176.0,,,,1640.5,,-676.4,,386.8,,,True,True,,,,False,,False,,True,,
08003,14,15.0,,0.0,,,,46.6,,6.5,,15.0,,,1.0,,-14.0,,,,32.6,,-7.5,,1.0,,,,False,,,,False,,False,,False,,
08005,1184,1770.0,929.6,937.0,,,,3150.8,,812.9,,1267.5,,,586.0,-254.4,-247.0,,,,1966.8,,-371.1,,83.5,,,True,True,,,,False,,True,,True,,
08007,13,10.0,,0.0,,,,28.1,,2.1,,,,,-3.0,,-13.0,,,,15.1,,-10.9,,,,,,False,,,,False,,False,,,,
08009,4,0.0,,0.0,,,,0.6,,1.3,,0.6,,,-4.0,,-4.0,,,,-3.4,,-2.7,,-3.4,,,,False,,,,True,,True,,True,,
08011,3,20.0,,0.0,,,,18.7,,0.3,,,,,17.0,,-3.0,,,,15.7,,-2.7,,,,,,True,,,,True,,True,,,,
08013,661,680.0,628.1,586.0,,,,1295.9,,528.6,,698.4,,,19.0,-32.9,-75.0,,,,634.9,,-132.4,,37.4,,,False,False,,,,False,,False,,False,,
08014,106,270.0,60.1,949.0,,,,361.6,,248.5,,157.6,,,164.0,-45.9,843.0,,,,255.6,,142.5,,51.6,,,True,False,,,,False,,True,,True,,
08015,19,80.0,,10.0,,,,67.4,,5.9,,175.0,,,61.0,,-9.0,,,,48.4,,-13.1,,156.0,,,,True,,,,True,,True,,False,,
08017,1,0.0,,0.0,,,,5.2,,1.2,,0.8,,,-1.0,,-1.0,,,,4.2,,0.2,,-0.2,,,,False,,,,False,,True,,True,,
08019,6,15.0,,0.0,,,,13.8,,0.9,,12.1,,,9.0,,-6.0,,,,7.8,,-5.1,,6.1,,,,True,,,,True,,True,,True,,
08021,9,0.0,,0.0,,,,23.2,,1.8,,1.5,,,-9.0,,-9.0,,,,14.2,,-7.2,,-7.5,,,,False,,,,False,,True,,True,,
08023,11,0.0,,0.0,,,,2.2,,2.1,,5.8,,,-11.0,,-11.0,,,,-8.8,,-8.9,,-5.2,,,,False,,,,True,,True,,True,,
08025,1,0.0,,0.0,,,,4.1,,3.5,,1.0,,,-1.0,,-1.0,,,,3.1,,2.5,,-0.0,,,,False,,,,False,,False,,True,,
08027,6,5.0,,0.0,,,,5.9,,0.2,,5.3,,,-1.0,,-6.0,,,,-0.1,,-5.8,,-0.7,,,,False,,,,True,,False,,True,,
08029,55,80.0,,158.0,,,,174.8,,5.7,,48.5,,,25.0,,103.0,,,,119.8,,-49.3,,-6.5,,,,False,,,,False,,False,,True,,
08031,1604,2400.0,1877.9,2576.0,,,,2554.8,,1803.9,,2883.7,,,796.0,273.9,972.0,,,,950.8,,199.9,,1279.7,,,True,False,,,,False,,True,,False,,
08033,2,0.0,,0.0,,,,5.6,,,,,,,-2.0,,-2.0,,,,3.6,,,,,,,,False,,,,False,,,,,,
08035,464,510.0,608.9,320.0,,,,1165.1,,300.3,,535.3,,,46.0,144.9,-144.0,,,,701.1,,-163.7,,71.3,,,False,False,,,,False,,False,,False,,
08037,88,395.0,49.2,262.0,,,,303.1,,70.6,,553.3,,,307.0,-38.8,174.0,,,,215.1,,-17.4,,465.3,,,True,True,,,,True,,True,,False,,
08039,32,95.0,,124.0,,,,127.8,,15.3,,93.1,,,63.0,,92.0,,,,95.8,,-16.7,,61.1,,,,False,,,,False,,True,,True,,
08041,1388,2085.0,2205.3,1945.0,,,,3744.2,,2091.9,,1936.3,,,697.0,817.3,557.0,,,,2356.2,,703.9,,548.3,,,False,True,,,,False,,False,,True,,
08043,43,65.0,,41.0,,,,239.0,,20.0,,527.9,,,22.0,,-2.0,,,,196.0,,-23.0,,484.9,,,,True,,,,False,,False,,False,,
08045,128,295.0,747.7,180.0,,,,271.4,,107.4,,633.4,,,167.0,619.7,52.0,,,,143.4,,-20.6,,505.4,,,False,True,,,,True,,True,,False,,
08047,2,0.0,,0.0,,,,12.2,,0.6,,,,,-2.0,,-2.0,,,,10.2,,-1.4,,,,,,False,,,,False,,True,,,,
08049,23,15.0,,0.0,,,,38.5,,1.4,,51.1,,,-8.0,,-23.0,,,,15.5,,-21.6,,28.1,,,,False,,,,False,,False,,False,,
08051,27,115.0,,41.0,,,,58.5,,12.8,,77.9,,,88.0,,14.0,,,,31.5,,-14.2,,50.9,,,,True,,,,True,,True,,True,,
08053,0,0.0,,0.0,,,,0.1,,0.0,,,,,0.0,,0.0,,,,0.1,,0.0,,,,,,True,,,,False,,False,,,,
08055,2,10.0,,0.0,,,,9.9,,0.2,,7.8,,,8.0,,-2.0,,,,7.9,,-1.8,,5.8,,,,True,,,,True,,True,,True,,
08057,1,5.0,,0.0,,,,4.3,,,,4.5,,,4.0,,-1.0,,,,3.3,,,,3.5,,,,True,,,,True,,,,True,,
08059,926,1225.0,517.6,946.0,,,,2781.1,,610.7,,806.0,,,299.0,-408.4,20.0,,,,1855.1,,-315.3,,-120.0,,,False,True,,,,False,,False,,True,,
08061,0,0.0,,0.0,,,,0.0,,,,,,,0.0,,0.0,,,,0.0,,,,,,,,True,,,,True,,,,,,
08063,31,40.0,,0.0,,,,28.6,,2.5,,21.1,,,9.0,,-31.0,,,,-2.4,,-28.5,,-9.9,,,,False,,,,True,,False,,False,,
08065,10,35.0,,35.0,,,,37.9,,8.8,,19.9,,,25.0,,25.0,,,,27.9,,-1.2,,9.9,,,,False,,,,False,,True,,True,,
08067,49,45.0,82.1,35.0,,,,179.9,,28.9,,25.7,,,-4.0,33.1,-14.0,,,,130.9,,-20.1,,-23.3,,,False,False,,,,False,,False,,False,,
08069,637,775.0,524.0,853.0,,,,1619.3,,591.4,,555.4,,,138.0,-113.0,216.0,,,,982.3,,-45.6,,-81.6,,,True,False,,,,False,,True,,True,,
08071,4,10.0,,0.0,,,,47.3,,0.8,,,,,6.0,,-4.0,,,,43.3,,-3.2,,,,,,True,,,,False,,True,,,,
08073,0,10.0,,0.0,,,,5.8,,0.1,,5.6,,,10.0,,0.0,,,,5.8,,0.1,,5.6,,,,True,,,,True,,True,,True,,
08075,92,20.0,,0.0,,,,82.9,,0.6,,7.9,,,-72.0,,-92.0,,,,-9.1,,-91.4,,-84.1,,,,False,,,,True,,False,,False,,
08077,187,205.0,335.4,163.0,,,,835.1,,76.2,,210.3,,,18.0,148.4,-24.0,,,,648.1,,-110.8,,23.3,,,False,False,,,,False,,False,,False,,
08079,2,0.0,,0.0,,,,0.8,,0.9,,,,,-2.0,,-2.0,,,,-1.2,,-1.1,,,,,,False,,,,True,,True,,,,
08081,9,10.0,,0.0,,,,32.4,,5.3,,6.7,,,1.0,,-9.0,,,,23.4,,-3.7,,-2.3,,,,False,,,,False,,False,,False,,
08083,15,20.0,,21.0,,,,77.2,,2.2,,11.8,,,5.0,,6.0,,,,62.2,,-12.8,,-3.2,,,,False,,,,False,,False,,True,,
08085,57,95.0,,221.0,,,,242.6,,33.5,,34.4,,,38.0,,164.0,,,,185.6,,-23.5,,-22.6,,,,False,,,,False,,True,,True,,
08087,43,40.0,,0.0,,,,63.6,,5.1,,41.6,,,-3.0,,-43.0,,,,20.6,,-37.9,,-1.4,,,,False,,,,False,,False,,True,,
08089,12,85.0,,133.0,,,,123.4,,3.3,,58.3,,,73.0,,121.0,,,,111.4,,-8.7,,46.3,,,,False,,,,False,,True,,True,,
08091,15,5.0,,0.0,,,,3.0,,0.3,,2.0,,,-10.0,,-15.0,,,,-12.0,,-14.7,,-13.0,,,,False,,,,False,,False,,False,,
08093,5,5.0,,0.0,,,,29.5,,1.7,,5.0,,,0.0,,-5.0,,,,24.5,,-3.3,,-0.0,,,,False,,,,False,,False,,False,,
08095,0,0.0,,0.0,,,,8.8,,0.4,,2.6,,,0.0,,0.0,,,,8.8,,0.4,,2.6,,,,True,,,,False,,False,,False,,
08097,20,95.0,,71.0,,,,34.9,,19.1,,100.0,,,75.0,,51.0,,,,14.9,,-0.9,,80.0,,,,True,,,,True,,True,,False,,
08099,38,20.0,,0.0,,,,43.3,,3.0,,12.2,,,-18.0,,-38.0,,,,5.3,,-35.0,,-25.8,,,,False,,,,True,,False,,False,,
08101,282,380.0,258.9,540.0,,,,1069.1,,231.1,,477.5,,,98.0,-23.1,258.0,,,,787.1,,-50.9,,195.5,,,True,False,,,,False,,True,,False,,
08103,9,45.0,,0.0,,,,13.6,,0.7,,19.5,,,36.0,,-9.0,,,,4.6,,-8.3,,10.5,,,,True,,,,True,,True,,True,,
08105,6,10.0,,0.0,,,,24.9,,11.1,,18.8,,,4.0,,-6.0,,,,18.9,,5.1,,12.8,,,,False,,,,False,,False,,False,,
08107,19,80.0,,73.0,,,,109.7,,18.1,,57.5,,,61.0,,54.0,,,,90.7,,-0.9,,38.5,,,,True,,,,False,,True,,True,,
08109,5,0.0,,0.0,,,,10.8,,11.7,,15.2,,,-5.0,,-5.0,,,,5.8,,6.7,,10.2,,,,False,,,,False,,False,,False,,
08111,4,0.0,,0.0,,,,1.9,,0.0,,,,,-4.0,,-4.0,,,,-2.1,,-4.0,,,,,,False,,,,True,,True,,,,
08113,7,60.0,,1.0,,,,43.8,,9.3,,55.2,,,53.0,,-6.0,,,,36.8,,2.3,,48.2,,,,True,,,,True,,True,,True,,
08115,1,0.0,,0.0,,,,5.1,,,,,,,-1.0,,-1.0,,,,4.1,,,,,,,,False,,,,False,,,,,,
08117,45,25.0,,8.0,,,,69.9,,3.0,,26.2,,,-20.0,,-37.0,,,,24.9,,-42.0,,-18.8,,,,False,,,,False,,False,,True,,
08119,44,55.0,,46.0,,,,128.5,,29.0,,42.8,,,11.0,,2.0,,,,84.5,,-15.0,,-1.2,,,,True,,,,False,,False,,True,,
08121,8,0.0,,0.0,,,,5.0,,2.5,,7.6,,,-8.0,,-8.0,,,,-3.0,,-5.5,,-0.4,,,,False,,,,True,,True,,True,,
08123,589,855.0,368.4,859.0,,,,1620.4,,354.7,,839.1,,,266.0,-220.6,270.0,,,,1031.4,,-234.3,,250.1,,,True,False,,,,False,,True,,True,,
08125,8,5.0,,0.0,,,,36.3,,2.8,,4.9,,,-3.0,,-8.0,,,,28.3,,-5.2,,-3.1,,,,False,,,,False,,False,,False,,
09001,1404,815.0,309.7,172.0,,,,2014.8,,109.1,,769.1,,,-589.0,-1094.3,-1232.0,,,,610.8,,-1294.9,,-634.9,,,False,False,,,,False,,False,,False,,
09003,1132,580.0,484.9,124.0,,,,1536.6,,140.4,,1098.0,,,-552.0,-647.1,-1008.0,,,,404.6,,-991.6,,-34.0,,,False,False,,,,True,,False,,True,,
09005,165,65.0,81.1,23.0,,,,224.5,,9.5,,76.8,,,-100.0,-83.9,-142.0,,,,59.5,,-155.5,,-88.2,,,True,False,,,,True,,False,,True,,
09007,117,95.0,106.8,141.0,,,,189.2,,1.7,,83.0,,,-22.0,-10.2,24.0,,,,72.2,,-115.3,,-34.0,,,True,False,,,,False,,False,,False,,
09009,818,520.0,939.0,290.0,,,,1474.9,,86.3,,593.2,,,-298.0,121.0,-528.0,,,,656.9,,-731.7,,-224.8,,,True,False,,,,False,,False,,True,,
09011,220,155.0,112.0,165.0,,,,572.0,,22.3,,151.7,,,-65.0,-108.0,-55.0,,,,352.0,,-197.7,,-68.3,,,False,True,,,,False,,False,,False,,
09013,176,185.0,75.9,183.0,,,,380.6,,1.0,,130.7,,,9.0,-100.1,7.0,,,,204.6,,-175.0,,-45.3,,,False,True,,,,False,,False,,False,,
09015,118,165.0,100.6,773.0,,,,218.7,,14.8,,76.3,,,47.0,-17.4,655.0,,,,100.7,,-103.2,,-41.7,,,True,False,,,,False,,False,,True,,
10001,509,470.0,348.9,386.0,,,,602.1,,176.0,,361.9,,357.0,-39.0,-160.1,-123.0,,,,93.1,,-333.0,,-147.1,,-152.0,False,False,,,,False,,False,,False,,False
