,actual_cases,COVIDhub-baseline,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Geneva-DetGrowth,IBF-TimeSeries,IQVIA_ACOE-STAN,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,OliverWyman-Navigator,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,Yu_Group-CLEP,error-COVIDhub-baseline,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Geneva-DetGrowth,error-IBF-TimeSeries,error-IQVIA_ACOE-STAN,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-OliverWyman-Navigator,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,error-Yu_Group-CLEP,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Geneva-DetGrowth,beat_baseline-IBF-TimeSeries,beat_baseline-IQVIA_ACOE-STAN,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-OliverWyman-Navigator,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-Yu_Group-CLEP
01021,106,114.0,117.0,,78.0,166.0,,,,,,,,88.0,,68.4,65.8,,46.6,68.8,,152.0,0.0,,43.5,108.4,,,,,147.7,81.4,8.0,11.0,,-28.0,60.0,,,,,,,,-18.0,,-37.6,-40.2,,-59.4,-37.2,,46.0,-106.0,,-62.5,2.4,,,,,41.7,-24.6,False,,False,False,,,,,,,,False,,False,False,,False,False,,False,False,,False,True,,,,,False,False
01023,6,8.0,7.9,,7.0,7.0,,,,,,,,14.0,,23.9,9.5,,2.2,5.9,,,13.0,,0.4,7.9,,,,,10.5,8.0,2.0,1.9,,1.0,1.0,,,,,,,,8.0,,17.9,3.5,,-3.8,-0.1,,,7.0,,-5.6,1.9,,,,,4.5,2.0,True,,True,True,,,,,,,,False,,False,False,,False,True,,,False,,False,True,,,,,False,True
01025,21,13.0,4.0,,20.0,26.0,,,,,,,,51.0,,43.5,33.2,,1.4,15.7,,,0.0,,18.6,21.4,,,,,28.8,75.6,-8.0,-17.0,,-1.0,5.0,,,,,,,,30.0,,22.5,12.2,,-19.6,-5.3,,,-21.0,,-2.4,0.4,,,,,7.8,54.6,False,,True,True,,,,,,,,False,,False,False,,False,True,,,False,,True,True,,,,,True,False
01027,59,50.0,48.2,,30.0,28.0,,,,,,,,19.0,,60.3,16.9,,23.9,32.3,,60.0,5.0,,21.2,48.8,,,,,53.9,22.5,-9.0,-10.8,,-29.0,-31.0,,,,,,,,-40.0,,1.3,-42.1,,-35.1,-26.7,,1.0,-54.0,,-37.8,-10.2,,,,,-5.1,-36.5,False,,False,False,,,,,,,,False,,True,False,,False,False,,True,False,,False,False,,,,,True,False
01029,64,32.0,28.8,,24.0,31.0,,,,,,,,17.0,,90.9,13.0,,16.9,19.6,,36.0,34.0,,9.4,33.3,,,,,35.7,57.7,-32.0,-35.2,,-40.0,-33.0,,,,,,,,-47.0,,26.9,-51.0,,-47.1,-44.4,,-28.0,-30.0,,-54.6,-30.7,,,,,-28.3,-6.3,False,,False,False,,,,,,,,False,,True,False,,False,False,,True,True,,False,True,,,,,True,True
01031,78,22.0,37.2,,34.0,36.0,,,,,,,,97.0,,46.8,60.6,,9.4,31.0,,23.0,20.0,,9.2,26.1,,,,,38.9,70.3,-56.0,-40.8,,-44.0,-42.0,,,,,,,,19.0,,-31.2,-17.4,,-68.6,-47.0,,-55.0,-58.0,,-68.8,-51.9,,,,,-39.1,-7.7,True,,True,True,,,,,,,,True,,True,True,,False,True,,True,False,,False,True,,,,,True,True
01033,35,56.0,58.9,,55.0,64.0,,,,,,,,104.0,,85.0,46.7,,24.4,47.5,,61.0,0.0,,7.0,54.2,,,,,95.9,69.7,21.0,23.9,,20.0,29.0,,,,,,,,69.0,,50.0,11.7,,-10.6,12.5,,26.0,-35.0,,-28.1,19.2,,,,,60.9,34.7,False,,True,False,,,,,,,,False,,False,True,,True,True,,False,False,,False,True,,,,,False,False
01035,15,0.0,0.4,,5.0,5.0,,,,,,,,17.0,,2.8,11.5,,15.5,5.0,0.0,,1.0,,5.6,1.0,,,,,7.6,19.5,-15.0,-14.6,,-10.0,-10.0,,,,,,,,2.0,,-12.2,-3.5,,0.5,-10.0,-15.0,,-14.0,,-9.4,-14.0,,,,,-7.4,4.5,True,,True,True,,,,,,,,True,,True,True,,True,True,True,,True,,True,True,,,,,True,True
01037,11,0.0,0.1,,1.0,0.0,,,,,,,,11.0,,0.3,7.9,,0.0,0.8,3.9,30.0,0.0,,2.3,1.2,,,,,2.4,17.0,-11.0,-10.9,,-10.0,-11.0,,,,,,,,0.0,,-10.7,-3.1,,-11.0,-10.2,-7.1,19.0,-11.0,,-8.7,-9.8,,,,,-8.6,6.0,True,,True,False,,,,,,,,True,,True,True,,True,True,True,False,False,,True,True,,,,,True,True
01039,65,6.0,4.7,,13.0,14.0,,,,,,,,71.0,,29.3,51.2,,6.7,13.5,15.7,,0.0,,6.6,7.8,,,,,7.7,136.8,-59.0,-60.3,,-52.0,-51.0,,,,,,,,6.0,,-35.7,-13.8,,-58.3,-51.5,-49.3,,-65.0,,-58.4,-57.2,,,,,-57.3,71.8,False,,True,True,,,,,,,,True,,True,True,,True,True,True,,False,,True,True,,,,,True,False
01041,22,11.0,11.1,,11.0,8.0,,,,,,,,32.0,,32.3,17.8,,0.5,7.3,0.0,,0.0,,0.7,19.4,,,,,20.7,30.4,-11.0,-10.9,,-11.0,-14.0,,,,,,,,10.0,,10.3,-4.2,,-21.5,-14.7,-22.0,,-22.0,,-21.3,-2.6,,,,,-1.3,8.4,True,,False,False,,,,,,,,True,,True,True,,False,False,False,,False,,False,True,,,,,True,True
01043,74,30.0,29.4,,35.0,50.0,,,,,,,,153.0,,37.7,85.8,,3.7,33.8,40.6,28.0,19.0,,21.4,35.3,,,,,64.4,105.3,-44.0,-44.6,,-39.0,-24.0,,,,,,,,79.0,,-36.3,11.8,,-70.3,-40.2,-33.4,-46.0,-55.0,,-52.6,-38.7,,,,,-9.6,31.3,False,,True,True,,,,,,,,False,,True,True,,False,True,True,False,False,,False,True,,,,,True,True
01045,82,22.0,29.0,,29.0,33.0,,,,,,,,77.0,,23.4,54.5,,4.4,23.2,36.8,22.0,2.0,,29.2,24.3,,,,,45.5,96.1,-60.0,-53.0,,-53.0,-49.0,,,,,,,,-5.0,,-58.6,-27.5,,-77.6,-58.8,-45.2,-60.0,-80.0,,-52.8,-57.7,,,,,-36.5,14.1,True,,True,True,,,,,,,,True,,True,True,,False,True,True,False,False,,True,True,,,,,True,True
01047,51,27.0,24.3,,24.0,22.0,,,,,,,,71.0,,49.5,29.2,,5.1,21.4,0.5,,0.0,,21.0,26.5,,,,,35.7,70.0,-24.0,-26.7,,-27.0,-29.0,,,,,,,,20.0,,-1.5,-21.8,,-45.9,-29.6,-50.5,,-51.0,,-30.0,-24.5,,,,,-15.3,19.0,False,,False,False,,,,,,,,True,,True,True,,False,False,False,,False,,False,False,,,,,True,True
01049,51,60.0,58.7,,48.0,48.0,,,,,,,,113.0,,142.2,59.1,,24.9,47.8,31.8,51.0,47.0,,30.8,67.8,,,,,113.5,140.3,9.0,7.7,,-3.0,-3.0,,,,,,,,62.0,,91.2,8.1,,-26.1,-3.2,-19.2,0.0,-4.0,,-20.2,16.8,,,,,62.5,89.3,True,,True,True,,,,,,,,False,,False,True,,False,True,False,True,True,,False,False,,,,,False,False
01051,126,103.0,103.7,,103.0,121.0,,,,,,,,110.0,,160.6,68.3,,50.5,79.6,42.2,103.0,50.0,,69.1,106.1,,,,,150.6,128.4,-23.0,-22.3,,-23.0,-5.0,,,,,,,,-16.0,,34.6,-57.7,,-75.5,-46.4,-83.8,-23.0,-76.0,,-56.9,-19.9,,,,,24.6,2.4,True,,False,True,,,,,,,,True,,False,False,,False,False,False,False,False,,False,True,,,,,False,True
01053,63,36.0,33.6,,34.0,15.0,,,,,,,,84.0,,65.8,45.9,,3.4,24.8,0.2,24.0,16.0,,19.3,33.7,,,,,57.0,110.6,-27.0,-29.4,,-29.0,-48.0,,,,,,,,21.0,,2.8,-17.1,,-59.6,-38.2,-62.8,-39.0,-47.0,,-43.7,-29.3,,,,,-6.0,47.6,False,,False,False,,,,,,,,True,,True,True,,False,False,False,False,False,,False,False,,,,,True,False
01055,136,103.0,102.0,,93.0,78.0,,,,,,,,156.0,,174.8,168.6,,47.4,85.7,83.3,89.0,74.0,,90.6,92.2,,,,,211.9,6.1,-33.0,-34.0,,-43.0,-58.0,,,,,,,,20.0,,38.8,32.6,,-88.6,-50.3,-52.7,-47.0,-62.0,,-45.4,-43.8,,,,,75.9,-129.9,False,,False,False,,,,,,,,True,,False,True,,False,False,False,False,False,,False,False,,,,,False,False
01057,47,27.0,27.1,,22.0,15.0,,,,,,,,26.0,,56.7,25.4,,16.7,22.3,19.1,,44.0,,18.8,28.3,,,,,37.8,43.0,-20.0,-19.9,,-25.0,-32.0,,,,,,,,-21.0,,9.7,-21.6,,-30.3,-24.7,-27.9,,-3.0,,-28.2,-18.7,,,,,-9.2,-4.0,True,,False,False,,,,,,,,False,,True,False,,False,False,False,,True,,False,True,,,,,True,True
01059,70,64.0,59.8,,60.0,73.0,,,,,,,,98.0,,111.6,26.8,,29.2,51.5,63.1,82.0,23.0,,31.9,59.3,,,,,81.9,91.4,-6.0,-10.2,,-10.0,3.0,,,,,,,,28.0,,41.6,-43.2,,-40.8,-18.5,-6.9,12.0,-47.0,,-38.1,-10.7,,,,,11.9,21.4,False,,False,True,,,,,,,,False,,False,False,,False,False,False,False,False,,False,False,,,,,False,False
01061,27,20.0,21.7,,20.0,27.0,,,,,,,,43.0,,9.8,45.1,,6.7,18.8,31.7,15.0,7.0,,17.4,18.6,,,,,34.3,47.5,-7.0,-5.3,,-7.0,0.0,,,,,,,,16.0,,-17.2,18.1,,-20.3,-8.2,4.7,-12.0,-20.0,,-9.6,-8.4,,,,,7.3,20.5,True,,False,True,,,,,,,,False,,False,False,,False,False,True,False,False,,False,False,,,,,False,False
01063,2,8.0,8.2,,4.0,0.0,,,,,,,,7.0,,4.2,6.2,,0.6,4.4,0.1,,0.0,,13.6,7.4,,,,,11.0,13.2,6.0,6.2,,2.0,-2.0,,,,,,,,5.0,,2.2,4.2,,-1.4,2.4,-1.9,,-2.0,,11.6,5.4,,,,,9.0,11.2,False,,True,True,,,,,,,,True,,True,True,,True,True,True,,True,,False,True,,,,,False,False
01065,24,9.0,9.2,,8.0,8.0,,,,,,,,25.0,,19.2,10.7,,0.9,7.6,0.6,,0.0,,3.5,11.4,,,,,14.1,23.2,-15.0,-14.8,,-16.0,-16.0,,,,,,,,1.0,,-4.8,-13.3,,-23.1,-16.4,-23.4,,-24.0,,-20.4,-12.6,,,,,-9.9,-0.8,True,,False,False,,,,,,,,True,,True,True,,False,False,False,,False,,False,True,,,,,True,True
01067,24,25.0,23.1,,19.0,21.0,,,,,,,,19.0,,38.2,19.9,,5.9,14.6,13.4,,5.0,,18.6,26.5,,,,,34.5,53.2,1.0,-0.9,,-5.0,-3.0,,,,,,,,-5.0,,14.2,-4.1,,-18.1,-9.4,-10.6,,-19.0,,-5.4,2.5,,,,,10.5,29.2,True,,False,False,,,,,,,,False,,False,False,,False,False,False,,False,,False,False,,,,,False,False
01069,208,100.0,107.1,,100.0,73.0,,,,,,,,149.0,,146.4,160.6,,44.4,66.5,83.0,71.0,0.0,,29.7,100.5,,,,,141.1,241.8,-108.0,-100.9,,-108.0,-135.0,,,,,,,,-59.0,,-61.6,-47.4,,-163.6,-141.5,-125.0,-137.0,-208.0,,-178.3,-107.5,,,,,-66.9,33.8,True,,False,False,,,,,,,,True,,True,True,,False,False,False,False,False,,False,True,,,,,True,True
01071,45,55.0,57.4,,55.0,33.0,,,,,,,,73.0,,109.5,76.3,,28.7,41.5,46.3,40.0,1.0,,22.1,56.4,,,,,107.4,131.3,10.0,12.4,,10.0,-12.0,,,,,,,,28.0,,64.5,31.3,,-16.3,-3.5,1.3,-5.0,-44.0,,-22.9,11.4,,,,,62.4,86.3,False,,False,False,,,,,,,,False,,False,False,,False,True,True,True,False,,False,False,,,,,False,False
01073,893,895.0,805.5,847.6,805.0,839.0,,,,,,,,805.0,,1030.7,773.2,,629.3,790.4,260.1,1058.0,704.0,,474.9,827.9,724.0,,,,1518.9,837.0,2.0,-87.5,-45.4,-88.0,-54.0,,,,,,,,-88.0,,137.7,-119.8,,-263.7,-102.6,-632.9,165.0,-189.0,,-418.1,-65.1,-169.0,,,,625.9,-56.0,False,False,False,False,,,,,,,,False,,False,False,,False,False,False,False,False,,False,False,False,,,,False,False
01075,9,12.0,11.7,,11.0,7.0,,,,,,,,27.0,,20.8,14.5,,3.3,10.6,10.9,,8.0,,3.4,10.4,,,,,20.8,9.5,3.0,2.7,,2.0,-2.0,,,,,,,,18.0,,11.8,5.5,,-5.7,1.6,1.9,,-1.0,,-5.6,1.4,,,,,11.8,0.5,True,,True,True,,,,,,,,False,,False,False,,False,True,True,,True,,False,True,,,,,False,True
01077,53,69.0,74.5,,64.0,69.0,,,,,,,,171.0,,113.5,90.8,,37.5,64.3,47.9,66.0,63.0,,30.9,63.4,,,,,106.2,93.8,16.0,21.5,,11.0,16.0,,,,,,,,118.0,,60.5,37.8,,-15.5,11.3,-5.1,13.0,10.0,,-22.1,10.4,,,,,53.2,40.8,False,,True,False,,,,,,,,False,,False,False,,True,True,True,True,True,,False,True,,,,,False,False
01079,27,59.0,56.9,,53.0,78.0,,,,,,,,53.0,,68.5,43.9,,21.9,35.4,28.8,73.0,0.0,,8.7,57.9,,,,,61.7,71.4,32.0,29.9,,26.0,51.0,,,,,,,,26.0,,41.5,16.9,,-5.1,8.4,1.8,46.0,-27.0,,-18.3,30.9,,,,,34.7,44.4,True,,True,False,,,,,,,,True,,False,True,,True,True,True,False,True,,True,True,,,,,False,False
01081,355,266.0,263.4,,258.0,373.0,,,,,,,,310.0,,285.1,189.1,,109.8,197.2,122.9,416.0,99.0,,219.5,251.7,288.0,,,,388.5,510.9,-89.0,-91.6,,-97.0,18.0,,,,,,,,-45.0,,-69.9,-165.9,,-245.2,-157.8,-232.1,61.0,-256.0,,-135.5,-103.3,-67.0,,,,33.5,155.9,False,,False,True,,,,,,,,True,,True,False,,False,False,False,True,False,,False,False,True,,,,True,False
01083,103,80.0,77.5,,74.0,83.0,,,,,,,,145.0,,84.5,64.6,,32.4,64.8,57.9,80.0,31.0,,62.6,74.2,,,,,113.7,85.5,-23.0,-25.5,,-29.0,-20.0,,,,,,,,42.0,,-18.5,-38.4,,-70.6,-38.2,-45.1,-23.0,-72.0,,-40.4,-28.8,,,,,10.7,-17.5,False,,False,True,,,,,,,,False,,True,False,,False,False,False,False,False,,False,False,,,,,True,True
01085,5,4.0,3.9,,4.0,0.0,,,,,,,,16.0,,12.9,4.6,,0.4,6.0,0.2,,0.0,,3.1,4.0,,,,,8.0,25.1,-1.0,-1.1,,-1.0,-5.0,,,,,,,,11.0,,7.9,-0.4,,-4.6,1.0,-4.8,,-5.0,,-1.9,-1.0,,,,,3.0,20.1,False,,False,False,,,,,,,,False,,False,True,,False,False,False,,False,,False,False,,,,,False,False
01087,12,19.0,19.6,,15.0,21.0,,,,,,,,14.0,,57.8,18.6,,3.6,14.7,0.0,,0.0,,9.3,19.1,,,,,26.8,37.0,7.0,7.6,,3.0,9.0,,,,,,,,2.0,,45.8,6.6,,-8.4,2.7,-12.0,,-12.0,,-2.7,7.1,,,,,14.8,25.0,False,,True,False,,,,,,,,True,,False,True,,False,True,False,,False,,True,False,,,,,False,False
01089,327,382.0,353.5,352.3,352.0,470.0,,,,,,,,397.0,,486.0,421.6,,277.6,338.9,108.4,492.0,402.0,,151.2,341.2,361.0,,,,553.0,299.5,55.0,26.5,25.3,25.0,143.0,,,,,,,,70.0,,159.0,94.6,,-49.4,11.9,-218.6,165.0,75.0,,-175.8,14.2,34.0,,,,226.0,-27.5,True,True,True,False,,,,,,,,False,,False,False,,True,True,False,False,False,,False,True,True,,,,False,True
01091,23,20.0,19.1,,13.0,11.0,,,,,,,,39.0,,40.2,13.8,,5.3,13.4,0.2,,20.0,,10.7,21.2,,,,,32.0,39.6,-3.0,-3.9,,-10.0,-12.0,,,,,,,,16.0,,17.2,-9.2,,-17.7,-9.6,-22.8,,-3.0,,-12.3,-1.8,,,,,9.0,16.6,False,,False,False,,,,,,,,False,,False,False,,False,False,False,,False,,False,True,,,,,False,False
01093,62,21.0,19.8,,20.0,31.0,,,,,,,,52.0,,15.8,37.1,,8.2,26.4,19.7,29.0,22.0,,14.7,18.4,,,,,37.5,19.7,-41.0,-42.2,,-42.0,-31.0,,,,,,,,-10.0,,-46.2,-24.9,,-53.8,-35.6,-42.3,-33.0,-40.0,,-47.3,-43.6,,,,,-24.5,-42.3,False,,False,True,,,,,,,,True,,False,True,,False,True,False,True,True,,False,False,,,,,True,False
01095,66,21.0,24.8,,28.0,20.0,,,,,,,,174.0,,72.6,66.2,,9.0,31.3,13.4,19.0,39.0,,27.6,39.4,,,,,67.5,82.6,-45.0,-41.2,,-38.0,-46.0,,,,,,,,108.0,,6.6,0.2,,-57.0,-34.7,-52.6,-47.0,-27.0,,-38.5,-26.6,,,,,1.5,16.6,True,,True,False,,,,,,,,False,,True,True,,False,True,False,False,True,,True,True,,,,,True,True
01097,287,328.0,314.7,340.3,328.0,349.0,,,,,,,,446.0,,510.2,450.6,,181.5,258.3,256.5,267.0,84.0,,103.3,460.2,211.0,,,,608.1,329.0,41.0,27.7,53.3,41.0,62.0,,,,,,,,159.0,,223.2,163.6,,-105.5,-28.7,-30.5,-20.0,-203.0,,-183.7,173.2,-76.0,,,,321.1,42.0,True,False,False,False,,,,,,,,False,,False,False,,False,True,True,True,False,,False,False,False,,,,False,False
01099,16,0.0,0.0,,1.0,0.0,,,,,,,,32.0,,7.0,14.3,,0.0,2.3,5.9,,14.0,,1.4,0.0,,,,,4.2,27.2,-16.0,-16.0,,-15.0,-16.0,,,,,,,,16.0,,-9.0,-1.7,,-16.0,-13.7,-10.1,,-2.0,,-14.6,-16.0,,,,,-11.8,11.2,False,,True,False,,,,,,,,False,,True,True,,True,True,True,,True,,True,False,,,,,True,True
01101,260,241.0,241.1,232.7,233.0,259.0,,,,,,,,288.0,,324.6,156.7,,122.9,172.4,62.0,204.0,0.0,,118.9,249.0,164.0,,,,342.5,232.3,-19.0,-18.9,-27.3,-27.0,-1.0,,,,,,,,28.0,,64.6,-103.3,,-137.1,-87.6,-198.0,-56.0,-260.0,,-141.1,-11.0,-96.0,,,,82.5,-27.7,True,False,False,True,,,,,,,,False,,False,False,,False,False,False,False,False,,False,True,False,,,,False,False
01103,92,94.0,85.2,,85.0,89.0,,,,,,,,180.0,,157.0,82.1,,46.8,96.6,49.3,109.0,0.0,,59.7,80.3,,,,,143.9,135.4,2.0,-6.8,,-7.0,-3.0,,,,,,,,88.0,,65.0,-9.9,,-45.2,4.6,-42.7,17.0,-92.0,,-32.3,-11.7,,,,,51.9,43.4,False,,False,False,,,,,,,,False,,False,False,,False,False,False,False,False,,False,False,,,,,False,False
