,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IHME-CurveFit,IowaStateLW-STEM,LANL-GrowthRate,MITCovAlliance-SIR,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IHME-CurveFit,error-IowaStateLW-STEM,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
45037,301,427.0,,,,,,272.0,821.4,341.1,829.2,,357.0,126.0,,,,,,-29.0,520.4,40.1,528.2,,56.0,,,,,,True,False,True,False,,True
45039,234,364.0,,,,,,319.0,26.5,122.0,374.0,,85.0,130.0,,,,,,85.0,-207.5,-112.0,140.0,,-149.0,,,,,,True,False,True,False,,False
45041,2195,3703.0,2636.2,,,,,3227.0,3613.5,1106.1,2964.9,,1143.0,1508.0,441.2,,,,,1032.0,1418.5,-1088.9,769.9,,-1052.0,True,,,,,True,True,True,True,,True
45043,725,1029.0,1837.2,,,,,1004.0,464.2,506.0,390.0,,294.0,304.0,1112.2,,,,,279.0,-260.8,-219.0,-335.0,,-431.0,False,,,,,True,True,True,False,,False
45045,3849,7357.0,10510.7,,,,,8479.0,5413.2,4004.9,4659.7,,2379.0,3508.0,6661.7,,,,,4630.0,1564.2,155.9,810.7,,-1470.0,False,,,,,False,True,True,True,,True
45047,955,1029.0,1304.4,,,,,1075.0,191.1,574.7,1377.3,,403.0,74.0,349.4,,,,,120.0,-763.9,-380.3,422.3,,-552.0,False,,,,,False,False,False,False,,False
45049,332,686.0,,,,,,280.0,645.0,75.6,1164.5,,327.0,354.0,,,,,,-52.0,313.0,-256.4,832.5,,-5.0,,,,,,True,True,True,False,,True
45051,2435,5621.0,17059.0,,,,,5580.0,3746.4,2826.6,2149.7,,1322.0,3186.0,14624.0,,,,,3145.0,1311.4,391.6,-285.3,,-1113.0,False,,,,,True,True,True,True,,True
45053,330,567.0,,,,,,420.0,410.1,168.7,561.1,,238.0,237.0,,,,,,90.0,80.1,-161.3,231.1,,-92.0,,,,,,True,True,True,True,,True
45055,623,1197.0,1223.5,,,,,1068.0,615.2,371.9,796.8,,387.0,574.0,600.5,,,,,445.0,-7.8,-251.1,173.8,,-236.0,False,,,,,True,True,True,True,,True
45057,985,1078.0,1821.6,,,,,1271.0,599.0,685.9,1114.7,,663.0,93.0,836.6,,,,,286.0,-386.0,-299.1,129.7,,-322.0,False,,,,,False,False,False,False,,False
45059,471,1330.0,2228.8,,,,,993.0,1416.2,573.8,1125.5,,421.0,859.0,1757.8,,,,,522.0,945.2,102.8,654.5,,-50.0,False,,,,,True,False,True,True,,True
45061,270,385.0,,,,,,236.0,166.9,65.0,134.2,,56.0,115.0,,,,,,-34.0,-103.1,-205.0,-135.8,,-214.0,,,,,,True,True,False,False,,False
45063,2167,4550.0,6208.2,,,,,4663.0,3610.6,2247.2,3069.1,,1907.0,2383.0,4041.2,,,,,2496.0,1443.6,80.2,902.1,,-260.0,False,,,,,False,True,True,True,,True
45065,95,140.0,,,,,,46.0,23.5,,143.5,,80.0,45.0,,,,,,-49.0,-71.5,,48.5,,-15.0,,,,,,False,False,,False,,True
45067,318,539.0,,,,,,441.0,246.8,225.9,238.5,,204.0,221.0,,,,,,123.0,-71.2,-92.1,-79.5,,-114.0,,,,,,True,True,True,True,,True
45069,451,266.0,,,,,,330.0,37.7,47.7,259.6,,73.0,-185.0,,,,,,-121.0,-413.3,-403.3,-191.4,,-378.0,,,,,,True,False,False,False,,False
45071,411,973.0,,,,,,582.0,507.2,367.7,955.1,,296.0,562.0,,,,,,171.0,96.2,-43.3,544.1,,-115.0,,,,,,True,True,True,True,,True
45073,623,616.0,1656.8,,,,,983.0,686.7,742.5,291.7,,462.0,-7.0,1033.8,,,,,360.0,63.7,119.5,-331.3,,-161.0,False,,,,,False,False,False,False,,False
45075,1111,2653.0,2165.8,,,,,1743.0,2576.3,775.3,2316.1,,626.0,1542.0,1054.8,,,,,632.0,1465.3,-335.7,1205.1,,-485.0,True,,,,,True,True,True,True,,True
45077,1010,1176.0,2125.7,,,,,1746.0,695.0,925.9,457.0,,579.0,166.0,1115.7,,,,,736.0,-315.0,-84.1,-553.0,,-431.0,False,,,,,False,False,True,False,,False
45079,6437,7056.0,14472.7,,,,,8452.0,5619.0,3229.7,4491.9,,2532.0,619.0,8035.7,,,,,2015.0,-818.0,-3207.3,-1945.1,,-3905.0,False,,,,,False,False,False,False,,False
45081,292,273.0,,,,,,284.0,57.6,131.1,107.1,,93.0,-19.0,,,,,,-8.0,-234.4,-160.9,-184.9,,-199.0,,,,,,True,False,False,False,,False
45083,2467,3185.0,7134.6,,,,,4899.0,1376.3,2699.3,2843.7,,1644.0,718.0,4667.6,,,,,2432.0,-1090.7,232.3,376.7,,-823.0,False,,,,,False,False,True,True,,False
45085,944,2590.0,4161.8,,,,,2349.0,1977.7,959.1,1237.2,,658.0,1646.0,3217.8,,,,,1405.0,1033.7,15.1,293.2,,-286.0,False,,,,,True,True,True,True,,True
45087,244,504.0,,,,,,359.0,386.6,267.8,303.8,,295.0,260.0,,,,,,115.0,142.6,23.8,59.8,,51.0,,,,,,True,True,True,True,,True
45089,540,1029.0,,,,,,558.0,950.5,277.9,1308.3,,217.0,489.0,,,,,,18.0,410.5,-262.1,768.3,,-323.0,,,,,,True,True,True,False,,True
45091,1952,3920.0,7337.7,,,,,3624.0,3522.0,2350.5,5175.4,,2033.0,1968.0,5385.7,,,,,1672.0,1570.0,398.5,3223.4,,81.0,False,,,,,True,True,True,False,,True
46003,6,14.0,,,,,,0.0,1.6,,13.8,,33.0,8.0,,,,,,-6.0,-4.4,,7.8,,27.0,,,,,,True,True,,True,,False
46005,82,98.0,,,,,,44.0,8.3,7.1,49.8,,75.0,16.0,,,,,,-38.0,-73.7,-74.9,-32.2,,-7.0,,,,,,False,False,False,False,,True
46007,37,7.0,,,,,,3.0,,,8.6,,43.0,-30.0,,,,,,-34.0,,,-28.4,,6.0,,,,,,False,,,True,,True
46009,50,0.0,,,,,,16.0,0.3,,3.2,,0.0,-50.0,,,,,,-34.0,-49.7,,-46.8,,-50.0,,,,,,True,True,,True,,False
46011,481,35.0,,,,,,78.0,12.0,97.7,43.9,,22.0,-446.0,,,,,,-403.0,-469.0,-383.3,-437.1,,-459.0,,,,,,True,False,True,True,,False
46013,531,56.0,,,,,,138.0,16.5,25.4,35.1,,107.0,-475.0,,,,,,-393.0,-514.5,-505.6,-495.9,,-424.0,,,,,,True,False,False,False,,True
46015,42,7.0,,,,,,0.0,,,23.5,,3.0,-35.0,,,,,,-42.0,,,-18.5,,-39.0,,,,,,False,,,True,,False
46017,8,42.0,,,,,,0.0,0.1,0.1,17.2,,2.0,34.0,,,,,,-8.0,-7.9,-7.9,9.2,,-6.0,,,,,,True,True,True,True,,True
46019,58,21.0,,,,,,12.0,,,14.3,,17.0,-37.0,,,,,,-46.0,,,-43.7,,-41.0,,,,,,False,,,False,,False
46021,5,0.0,,,,,,0.0,,,0.4,,0.0,-5.0,,,,,,-5.0,,,-4.6,,-5.0,,,,,,False,,,True,,False
46023,31,7.0,,,,,,8.0,21.8,,65.3,,1.0,-24.0,,,,,,-23.0,-9.2,,34.3,,-30.0,,,,,,True,True,,False,,False
46025,11,0.0,,,,,,0.0,1.5,,0.0,,0.0,-11.0,,,,,,-11.0,-9.5,,-11.0,,-11.0,,,,,,False,True,,False,,False
46027,396,63.0,,,,,,61.0,16.6,39.0,61.2,,248.0,-333.0,,,,,,-335.0,-379.4,-357.0,-334.8,,-148.0,,,,,,False,False,False,False,,True
46029,448,42.0,,,,,,68.0,4.1,100.0,19.3,,25.0,-406.0,,,,,,-380.0,-443.9,-348.0,-428.7,,-423.0,,,,,,True,False,True,False,,False
46031,48,14.0,,,,,,7.0,3.2,,14.9,,8.0,-34.0,,,,,,-41.0,-44.8,,-33.1,,-40.0,,,,,,False,False,,True,,False
46033,142,0.0,,,,,,11.0,,,,,0.0,-142.0,,,,,,-131.0,,,,,-142.0,,,,,,True,,,,,False
46035,93,84.0,,,,,,39.0,7.6,,131.3,,97.0,-9.0,,,,,,-54.0,-85.4,,38.3,,4.0,,,,,,False,False,,False,,True
46037,27,14.0,,,,,,0.0,0.6,,11.0,,136.0,-13.0,,,,,,-27.0,-26.4,,-16.0,,109.0,,,,,,False,False,,False,,False
46039,58,14.0,,,,,,4.0,0.2,,11.1,,98.0,-44.0,,,,,,-54.0,-57.8,,-46.9,,40.0,,,,,,False,False,,False,,True
46041,68,77.0,,,,,,0.0,9.8,,,,22.0,9.0,,,,,,-68.0,-58.2,,,,-46.0,,,,,,False,False,,,,False
46043,26,21.0,,,,,,0.0,0.6,,,,14.0,-5.0,,,,,,-26.0,-25.4,,,,-12.0,,,,,,False,False,,,,False
46045,47,0.0,,,,,,0.0,0.3,,9.3,,0.0,-47.0,,,,,,-47.0,-46.7,,-37.7,,-47.0,,,,,,False,True,,True,,False
46047,61,0.0,,,,,,14.0,0.4,,2.5,,0.0,-61.0,,,,,,-47.0,-60.6,,-58.5,,-61.0,,,,,,True,True,,True,,False
46049,22,14.0,,,,,,0.0,2.7,,13.9,,65.0,-8.0,,,,,,-22.0,-19.3,,-8.1,,43.0,,,,,,False,False,,False,,False
46051,42,7.0,,,,,,13.0,0.6,,6.0,,2.0,-35.0,,,,,,-29.0,-41.4,,-36.0,,-40.0,,,,,,True,False,,False,,False
46053,48,0.0,,,,,,0.0,0.1,,0.0,,0.0,-48.0,,,,,,-48.0,-47.9,,-48.0,,-48.0,,,,,,False,True,,False,,False
46055,9,0.0,,,,,,0.0,,,0.6,,0.0,-9.0,,,,,,-9.0,,,-8.4,,-9.0,,,,,,False,,,True,,False
46057,62,7.0,,,,,,6.0,0.7,,5.1,,144.0,-55.0,,,,,,-56.0,-61.3,,-56.9,,82.0,,,,,,False,False,,False,,False
46059,12,0.0,,,,,,0.0,0.1,,0.0,,0.0,-12.0,,,,,,-12.0,-11.9,,-12.0,,-12.0,,,,,,False,True,,True,,False
46061,10,14.0,,,,,,0.0,,,,,12.0,4.0,,,,,,-10.0,,,,,2.0,,,,,,False,,,,,True
46063,3,0.0,,,,,,0.0,,,,,,-3.0,,,,,,-3.0,,,,,,,,,,,False,,,,,
46065,80,42.0,,,,,,12.0,16.4,,29.4,,32.0,-38.0,,,,,,-68.0,-63.6,,-50.6,,-48.0,,,,,,False,False,,False,,False
46067,39,21.0,,,,,,17.0,2.2,,20.3,,25.0,-18.0,,,,,,-22.0,-36.8,,-18.7,,-14.0,,,,,,False,False,,False,,True
46069,6,0.0,,,,,,0.0,0.1,,0.0,,0.0,-6.0,,,,,,-6.0,-5.9,,-6.0,,-6.0,,,,,,False,True,,True,,False
46071,5,0.0,,,,,,0.0,0.2,,0.0,,0.0,-5.0,,,,,,-5.0,-4.8,,-5.0,,-5.0,,,,,,False,True,,False,,False
46073,11,0.0,,,,,,0.0,1.4,,15.1,,0.0,-11.0,,,,,,-11.0,-9.6,,4.1,,-11.0,,,,,,False,True,,True,,False
46075,5,0.0,,,,,,0.0,,,0.5,,0.0,-5.0,,,,,,-5.0,,,-4.5,,-5.0,,,,,,False,,,True,,False
46077,22,14.0,,,,,,0.0,0.2,,15.9,,32.0,-8.0,,,,,,-22.0,-21.8,,-6.1,,10.0,,,,,,False,False,,True,,False
46079,86,98.0,,,,,,27.0,7.3,,112.7,,79.0,12.0,,,,,,-59.0,-78.7,,26.7,,-7.0,,,,,,False,False,,False,,True
46081,258,21.0,,,,,,59.0,1.1,,44.5,,27.0,-237.0,,,,,,-199.0,-256.9,,-213.5,,-231.0,,,,,,True,False,,True,,True
46083,597,392.0,207.3,,,,,281.0,425.7,284.6,176.9,,1344.0,-205.0,-389.7,,,,,-316.0,-171.3,-312.4,-420.1,,747.0,False,,,,,False,True,False,False,,False
46085,23,7.0,,,,,,0.0,19.4,,32.8,,1.0,-16.0,,,,,,-23.0,-3.6,,9.8,,-22.0,,,,,,False,True,,True,,False
46087,45,14.0,,,,,,12.0,1.3,,,,3.0,-31.0,,,,,,-33.0,-43.7,,,,-42.0,,,,,,False,False,,,,False
46089,13,0.0,,,,,,0.0,0.1,,5.6,,0.0,-13.0,,,,,,-13.0,-12.9,,-7.4,,-13.0,,,,,,False,True,,True,,False
46091,16,21.0,,,,,,7.0,0.2,,10.1,,213.0,5.0,,,,,,-9.0,-15.8,,-5.9,,197.0,,,,,,False,False,,False,,False
46093,318,35.0,,,,,,46.0,11.8,,54.3,,81.0,-283.0,,,,,,-272.0,-306.2,,-263.7,,-237.0,,,,,,True,False,,True,,True
46095,4,56.0,,,,,,0.0,,,,,36.0,52.0,,,,,,-4.0,,,,,32.0,,,,,,True,,,,,True
46097,6,7.0,,,,,,0.0,1.6,,11.8,,80.0,1.0,,,,,,-6.0,-4.4,,5.8,,74.0,,,,,,False,False,,False,,False
46099,1856,959.0,176.7,,,,,899.0,728.7,93.7,1934.0,,1661.0,-897.0,-1679.3,,,,,-957.0,-1127.3,-1762.3,78.0,,-195.0,False,,,,,False,False,False,True,,True
46101,36,7.0,,,,,,11.0,2.1,,1.2,,16.0,-29.0,,,,,,-25.0,-33.9,,-34.8,,-20.0,,,,,,True,False,,False,,True
46102,69,42.0,,,,,,0.0,3.3,,129.2,,15.0,-27.0,,,,,,-69.0,-65.7,,60.2,,-54.0,,,,,,False,False,,False,,False
46103,992,427.0,1941.3,,,,,185.0,47.1,602.9,328.7,,203.0,-565.0,949.3,,,,,-807.0,-944.9,-389.1,-663.3,,-789.0,False,,,,,False,False,True,False,,False
46105,22,0.0,,,,,,7.0,,,0.0,,0.0,-22.0,,,,,,-15.0,,,-22.0,,-22.0,,,,,,True,,,False,,False
46107,27,7.0,,,,,,0.0,,,,,0.0,-20.0,,,,,,-27.0,,,,,-27.0,,,,,,False,,,,,False
46109,60,7.0,,,,,,17.0,3.0,,0.2,,2.0,-53.0,,,,,,-43.0,-57.0,,-59.8,,-58.0,,,,,,True,False,,False,,False
46111,6,0.0,,,,,,0.0,1.3,,0.0,,102.0,-6.0,,,,,,-6.0,-4.7,,-6.0,,96.0,,,,,,False,True,,True,,False
46115,61,14.0,,,,,,0.0,1.3,,1.8,,6.0,-47.0,,,,,,-61.0,-59.7,,-59.2,,-55.0,,,,,,False,False,,False,,False
46117,11,0.0,,,,,,0.0,0.5,,1.5,,0.0,-11.0,,,,,,-11.0,-10.5,,-9.5,,-11.0,,,,,,False,True,,True,,False
46119,7,0.0,,,,,,0.0,0.0,,0.0,,0.0,-7.0,,,,,,-7.0,-7.0,,-7.0,,-7.0,,,,,,False,True,,True,,False
46121,24,7.0,,,,,,14.0,5.2,,18.1,,1.0,-17.0,,,,,,-10.0,-18.8,,-5.9,,-23.0,,,,,,True,False,,True,,False
46123,17,7.0,,,,,,0.0,1.1,,2.5,,39.0,-10.0,,,,,,-17.0,-15.9,,-14.5,,22.0,,,,,,False,False,,False,,False
46125,64,77.0,,,,,,26.0,3.9,,69.3,,251.0,13.0,,,,,,-38.0,-60.1,,5.3,,187.0,,,,,,False,False,,True,,False
46127,146,91.0,,,,,,28.0,10.2,82.9,88.5,,95.0,-55.0,,,,,,-118.0,-135.8,-63.1,-57.5,,-51.0,,,,,,False,False,False,False,,True
46129,48,0.0,,,,,,0.0,1.4,,8.4,,0.0,-48.0,,,,,,-48.0,-46.6,,-39.6,,-48.0,,,,,,False,True,,True,,False
46135,195,42.0,,,,,,28.0,8.2,,14.7,,168.0,-153.0,,,,,,-167.0,-186.8,,-180.3,,-27.0,,,,,,False,False,,False,,True
46137,51,28.0,,,,,,0.0,0.1,,12.6,,106.0,-23.0,,,,,,-51.0,-50.9,,-38.4,,55.0,,,,,,False,False,,False,,False
47001,618,833.0,634.9,,,,,1046.0,900.7,706.0,867.4,,1314.0,215.0,16.9,,,,,428.0,282.7,88.0,249.4,,696.0,True,,,,,False,False,True,False,,False
47003,476,476.0,,,,,,841.0,253.0,34.6,322.7,,575.0,0.0,,,,,,365.0,-223.0,-441.4,-153.3,,99.0,,,,,,False,False,False,False,,False
47005,254,126.0,,,,,,154.0,30.3,,112.1,,285.0,-128.0,,,,,,-100.0,-223.7,,-141.9,,31.0,,,,,,True,False,,False,,True
47007,175,56.0,,,,,,192.0,4.4,0.1,11.5,,24.0,-119.0,,,,,,17.0,-170.6,-174.9,-163.5,,-151.0,,,,,,True,False,False,False,,False
47009,1550,1729.0,1663.7,,,,,1727.0,3664.8,1373.0,691.8,,1923.0,179.0,113.7,,,,,177.0,2114.8,-177.0,-858.2,,373.0,True,,,,,True,False,True,False,,False
47011,1293,1491.0,2742.8,,,,,1952.0,532.3,806.4,754.1,,1012.0,198.0,1449.8,,,,,659.0,-760.7,-486.6,-538.9,,-281.0,False,,,,,False,False,False,False,,False
47013,257,280.0,,,,,,450.0,736.5,227.9,251.0,,738.0,23.0,,,,,,193.0,479.5,-29.1,-6.0,,481.0,,,,,,False,False,False,True,,False
47015,154,133.0,,,,,,107.0,56.9,,65.7,,93.0,-21.0,,,,,,-47.0,-97.1,,-88.3,,-61.0,,,,,,False,False,,False,,False
47017,627,336.0,,,,,,357.0,706.1,176.3,325.2,,744.0,-291.0,,,,,,-270.0,79.1,-450.7,-301.8,,117.0,,,,,,True,True,False,False,,True
47019,771,784.0,46.3,,,,,638.0,2057.5,400.4,1549.4,,1224.0,13.0,-724.7,,,,,-133.0,1286.5,-370.6,778.4,,453.0,False,,,,,False,False,False,False,,False
47021,339,420.0,,,,,,343.0,719.6,281.2,234.8,,449.0,81.0,,,,,,4.0,380.6,-57.8,-104.2,,110.0,,,,,,True,False,True,False,,False
47023,368,182.0,,,,,,298.0,92.6,96.7,92.5,,112.0,-186.0,,,,,,-70.0,-275.4,-271.3,-275.5,,-256.0,,,,,,True,False,False,False,,False
47025,254,294.0,,,,,,433.0,517.6,187.3,317.6,,288.0,40.0,,,,,,179.0,263.6,-66.7,63.6,,34.0,,,,,,False,False,False,False,,True
47027,102,56.0,,,,,,38.0,98.5,,16.7,,24.0,-46.0,,,,,,-64.0,-3.5,,-85.3,,-78.0,,,,,,False,True,,False,,False
47029,445,441.0,,,,,,612.0,834.1,249.1,220.5,,482.0,-4.0,,,,,,167.0,389.1,-195.9,-224.5,,37.0,,,,,,False,False,False,False,,False
47031,651,553.0,135.8,,,,,643.0,205.1,564.7,549.3,,1494.0,-98.0,-515.2,,,,,-8.0,-445.9,-86.3,-101.7,,843.0,False,,,,,True,False,True,False,,False
47033,323,336.0,,,,,,235.0,458.2,122.9,325.6,,265.0,13.0,,,,,,-88.0,135.2,-200.1,2.6,,-58.0,,,,,,False,False,False,True,,False
47035,765,266.0,206.1,,,,,486.0,127.1,346.4,105.9,,285.0,-499.0,-558.9,,,,,-279.0,-637.9,-418.6,-659.1,,-480.0,False,,,,,True,False,True,False,,True
47037,7604,12474.0,15473.0,,,,,11201.0,9294.6,7871.7,7595.8,,5111.0,4870.0,7869.0,,,,,3597.0,1690.6,267.7,-8.2,,-2493.0,False,,,,,True,True,True,True,,True
47039,308,252.0,,,,,,168.0,149.4,,156.0,,244.0,-56.0,,,,,,-140.0,-158.6,,-152.0,,-64.0,,,,,,False,False,,False,,False
47041,326,420.0,,,,,,236.0,42.6,155.1,335.1,,283.0,94.0,,,,,,-90.0,-283.4,-170.9,9.1,,-43.0,,,,,,True,False,False,True,,True
47043,641,707.0,617.7,,,,,591.0,808.7,493.5,768.7,,694.0,66.0,-23.3,,,,,-50.0,167.7,-147.5,127.7,,53.0,True,,,,,True,False,False,False,,True
47045,703,462.0,,,,,,851.0,273.1,262.0,517.5,,374.0,-241.0,,,,,,148.0,-429.9,-441.0,-185.5,,-329.0,,,,,,True,False,False,True,,False
47047,520,455.0,,,,,,728.0,61.6,243.1,198.0,,262.0,-65.0,,,,,,208.0,-458.4,-276.9,-322.0,,-258.0,,,,,,False,False,False,False,,False
47049,289,63.0,,,,,,89.0,35.9,,24.4,,45.0,-226.0,,,,,,-200.0,-253.1,,-264.6,,-244.0,,,,,,True,False,,False,,False
47051,546,294.0,,,,,,434.0,146.1,354.8,489.7,,526.0,-252.0,,,,,,-112.0,-399.9,-191.2,-56.3,,-20.0,,,,,,True,False,True,True,,True
47053,965,581.0,,,,,,777.0,1400.8,495.3,721.5,,543.0,-384.0,,,,,,-188.0,435.8,-469.7,-243.5,,-422.0,,,,,,True,False,False,True,,False
47055,251,553.0,,,,,,383.0,753.9,175.4,556.8,,390.0,302.0,,,,,,132.0,502.9,-75.6,305.8,,139.0,,,,,,True,False,True,False,,True
47057,214,189.0,,,,,,238.0,25.9,,82.4,,255.0,-25.0,,,,,,24.0,-188.1,,-131.6,,41.0,,,,,,True,False,,False,,False
47059,717,455.0,373.4,,,,,896.0,533.5,422.2,439.7,,755.0,-262.0,-343.6,,,,,179.0,-183.5,-294.8,-277.3,,38.0,False,,,,,True,True,False,False,,True
47061,98,42.0,,,,,,99.0,235.6,,73.2,,217.0,-56.0,,,,,,1.0,137.6,,-24.8,,119.0,,,,,,True,False,,True,,False
47063,901,1463.0,2122.4,,,,,1527.0,554.4,545.5,1070.3,,1007.0,562.0,1221.4,,,,,626.0,-346.6,-355.5,169.3,,106.0,False,,,,,False,True,True,True,,True
47065,3822,5292.0,10749.1,,,,,6432.0,3278.7,2611.2,5413.4,,3955.0,1470.0,6927.1,,,,,2610.0,-543.3,-1210.8,1591.4,,133.0,False,,,,,False,True,True,False,,True
47067,48,217.0,,,,,,42.0,103.5,,,,198.0,169.0,,,,,,-6.0,55.5,,,,150.0,,,,,,True,True,,,,True
47069,800,819.0,,,,,,655.0,902.2,294.2,813.9,,330.0,19.0,,,,,,-145.0,102.2,-505.8,13.9,,-470.0,,,,,,False,False,False,True,,False
47071,593,616.0,,,,,,464.0,196.8,251.8,377.5,,545.0,23.0,,,,,,-129.0,-396.2,-341.2,-215.5,,-48.0,,,,,,False,False,False,False,,False
47073,530,392.0,107.2,,,,,660.0,628.1,379.5,2628.9,,905.0,-138.0,-422.8,,,,,130.0,98.1,-150.5,2098.9,,375.0,False,,,,,True,True,False,False,,False
47075,611,399.0,,,,,,286.0,670.5,76.5,300.6,,322.0,-212.0,,,,,,-325.0,59.5,-534.5,-310.4,,-289.0,,,,,,False,True,False,False,,False
47077,741,931.0,,,,,,365.0,3342.7,239.2,596.2,,725.0,190.0,,,,,,-376.0,2601.7,-501.8,-144.8,,-16.0,,,,,,False,False,False,True,,True
47079,451,245.0,,,,,,237.0,263.3,,196.9,,1051.0,-206.0,,,,,,-214.0,-187.7,,-254.1,,600.0,,,,,,False,True,,False,,False
47081,293,196.0,,,,,,179.0,39.2,193.7,129.0,,162.0,-97.0,,,,,,-114.0,-253.8,-99.3,-164.0,,-131.0,,,,,,False,False,False,False,,False
47083,96,70.0,,,,,,53.0,30.2,,48.7,,102.0,-26.0,,,,,,-43.0,-65.8,,-47.3,,6.0,,,,,,False,False,,False,,True
47085,133,77.0,,,,,,115.0,33.6,,12.3,,43.0,-56.0,,,,,,-18.0,-99.4,,-120.7,,-90.0,,,,,,True,False,,False,,False
47087,188,147.0,,,,,,70.0,96.9,,152.5,,97.0,-41.0,,,,,,-118.0,-91.1,,-35.5,,-91.0,,,,,,False,False,,True,,False
47089,658,616.0,524.8,,,,,847.0,948.6,498.8,573.4,,741.0,-42.0,-133.2,,,,,189.0,290.6,-159.2,-84.6,,83.0,False,,,,,False,False,False,False,,False
47091,477,56.0,,,,,,60.0,155.8,,69.4,,301.0,-421.0,,,,,,-417.0,-321.2,,-407.6,,-176.0,,,,,,True,True,,True,,True
47093,5029,5341.0,10304.9,,,,,5881.0,7998.8,4767.2,5324.7,,5982.0,312.0,5275.9,,,,,852.0,2969.8,-261.8,295.7,,953.0,False,,,,,False,False,True,True,,False
47095,156,49.0,,,,,,141.0,7.7,1.7,15.5,,648.0,-107.0,,,,,,-15.0,-148.3,-154.3,-140.5,,492.0,,,,,,True,False,False,False,,False
47097,568,483.0,,,,,,634.0,649.7,192.0,450.4,,388.0,-85.0,,,,,,66.0,81.7,-376.0,-117.6,,-180.0,,,,,,True,True,False,False,,False
47099,506,455.0,,,,,,647.0,301.0,419.6,568.3,,472.0,-51.0,,,,,,141.0,-205.0,-86.4,62.3,,-34.0,,,,,,False,False,False,False,,True
47101,127,98.0,,,,,,69.0,53.2,,,,333.0,-29.0,,,,,,-58.0,-73.8,,,,206.0,,,,,,False,False,,,,False
47103,335,343.0,,,,,,383.0,323.0,287.9,299.1,,325.0,8.0,,,,,,48.0,-12.0,-47.1,-35.9,,-10.0,,,,,,False,False,False,False,,False
47105,555,763.0,592.3,,,,,733.0,788.3,315.4,648.7,,888.0,208.0,37.3,,,,,178.0,233.3,-239.6,93.7,,333.0,True,,,,,True,False,False,True,,False
47107,520,413.0,333.1,,,,,811.0,111.0,330.4,1896.6,,286.0,-107.0,-186.9,,,,,291.0,-409.0,-189.6,1376.6,,-234.0,False,,,,,False,False,False,False,,False
47109,481,441.0,,,,,,549.0,1022.5,301.7,556.9,,484.0,-40.0,,,,,,68.0,541.5,-179.3,75.9,,3.0,,,,,,False,False,False,False,,True
47111,227,434.0,,,,,,280.0,73.2,9.8,165.6,,81.0,207.0,,,,,,53.0,-153.8,-217.2,-61.4,,-146.0,,,,,,True,True,False,True,,True
47113,1687,742.0,541.5,,,,,1984.0,902.3,755.6,389.5,,855.0,-945.0,-1145.5,,,,,297.0,-784.7,-931.4,-1297.5,,-832.0,False,,,,,True,True,True,False,,True
47115,279,224.0,,,,,,327.0,204.1,194.1,99.7,,510.0,-55.0,,,,,,48.0,-74.9,-84.9,-179.3,,231.0,,,,,,True,False,False,False,,False
47117,432,266.0,,,,,,295.0,437.1,269.0,145.9,,349.0,-166.0,,,,,,-137.0,5.1,-163.0,-286.1,,-83.0,,,,,,True,True,True,False,,True
47119,1189,1505.0,1805.8,,,,,1196.0,3317.8,906.1,1652.0,,1858.0,316.0,616.8,,,,,7.0,2128.8,-282.9,463.0,,669.0,False,,,,,True,False,True,False,,False
47121,135,133.0,,,,,,134.0,113.5,,109.9,,345.0,-2.0,,,,,,-1.0,-21.5,,-25.1,,210.0,,,,,,True,False,,False,,False
47123,693,532.0,,,,,,629.0,167.2,360.0,273.1,,1214.0,-161.0,,,,,,-64.0,-525.8,-333.0,-419.9,,521.0,,,,,,True,False,False,False,,False
47125,1411,1519.0,2586.4,,,,,1761.0,2747.8,2025.9,193.8,,1361.0,108.0,1175.4,,,,,350.0,1336.8,614.9,-1217.2,,-50.0,False,,,,,False,False,False,False,,True
47127,99,49.0,,,,,,35.0,14.8,,,,25.0,-50.0,,,,,,-64.0,-84.2,,,,-74.0,,,,,,False,False,,,,False
47129,230,77.0,,,,,,185.0,45.3,,80.1,,203.0,-153.0,,,,,,-45.0,-184.7,,-149.9,,-27.0,,,,,,True,False,,True,,True
47131,726,567.0,,,,,,454.0,321.6,321.9,507.2,,889.0,-159.0,,,,,,-272.0,-404.4,-404.1,-218.8,,163.0,,,,,,False,False,False,False,,False
