,actual_cases,COVIDhub-baseline,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,IQVIA_ACOE-STAN,IowaStateLW-STEM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,OliverWyman-Navigator,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,Yu_Group-CLEP,error-COVIDhub-baseline,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-IQVIA_ACOE-STAN,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-OliverWyman-Navigator,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,error-Yu_Group-CLEP,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-IQVIA_ACOE-STAN,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-OliverWyman-Navigator,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-Yu_Group-CLEP
21017,32,16.0,15.2,,16.0,11.0,,,,,,26.0,33.1,23.2,,6.7,15.6,19.1,24.0,16.0,,10.1,15.7,,,,17.0,19.3,69.3,-16.0,-16.8,,-16.0,-21.0,,,,,,-6.0,1.1,-8.8,,-25.3,-16.4,-12.9,-8.0,-16.0,,-21.9,-16.3,,,,-15.0,-12.7,37.3,False,,False,False,,,,,,True,True,True,,False,False,True,True,False,,False,False,,,,True,True,False
21019,106,40.0,39.7,,37.0,40.0,,,,,,82.0,42.2,49.8,,21.9,45.1,21.4,47.0,57.0,,20.6,34.0,,,,56.0,52.0,56.7,-66.0,-66.3,,-69.0,-66.0,,,,,,-24.0,-63.8,-56.2,,-84.1,-60.9,-84.6,-59.0,-49.0,,-85.4,-72.0,,,,-50.0,-54.0,-49.3,False,,False,False,,,,,,True,True,True,,False,True,False,True,True,,False,False,,,,True,True,True
21021,35,32.0,35.0,,31.0,33.0,,,,,,64.0,39.6,46.9,,17.6,41.4,23.5,38.0,2.0,,3.7,27.8,,,,33.0,43.8,38.0,-3.0,0.0,,-4.0,-2.0,,,,,,29.0,4.6,11.9,,-17.4,6.4,-11.5,3.0,-33.0,,-31.3,-7.2,,,,-2.0,8.8,3.0,True,,False,True,,,,,,False,False,False,,False,False,False,False,False,,False,False,,,,True,False,True
21023,1,0.0,0.8,,0.0,0.0,,,,,,7.0,6.4,5.6,,1.6,0.0,,4.0,,,0.7,1.6,,,,0.0,4.2,15.6,-1.0,-0.2,,-1.0,-1.0,,,,,,6.0,5.4,4.6,,0.6,-1.0,,3.0,,,-0.3,0.6,,,,-1.0,3.2,14.6,True,,False,False,,,,,,False,False,False,,True,True,,False,,,True,True,,,,False,False,False
21025,13,32.0,30.1,,26.0,55.0,,,,,,25.0,32.0,18.6,,2.9,9.2,,,26.0,,7.0,27.7,,,,39.0,27.0,43.0,19.0,17.1,,13.0,42.0,,,,,,12.0,19.0,5.6,,-10.1,-3.8,,,13.0,,-6.0,14.7,,,,26.0,14.0,30.0,True,,True,False,,,,,,True,True,True,,True,True,,,True,,True,True,,,,False,True,False
21027,17,8.0,8.4,,6.0,3.0,,,,,,19.0,13.4,21.8,,5.5,5.1,,14.0,38.0,,1.4,6.3,,,,4.0,19.0,19.6,-9.0,-8.6,,-11.0,-14.0,,,,,,2.0,-3.6,4.8,,-11.5,-11.9,,-3.0,21.0,,-15.6,-10.7,,,,-13.0,2.0,2.6,True,,False,False,,,,,,True,True,True,,False,False,,True,False,,False,False,,,,False,True,True
21029,122,136.0,133.1,,132.0,96.0,,,,,,115.0,252.7,228.8,,124.2,141.9,161.6,139.0,0.0,,42.7,144.7,,,,107.0,180.2,258.8,14.0,11.1,,10.0,-26.0,,,,,,-7.0,130.7,106.8,,2.2,19.9,39.6,17.0,-122.0,,-79.3,22.7,,,,-15.0,58.2,136.8,True,,True,False,,,,,,True,False,False,,True,False,False,False,False,,False,False,,,,False,False,False
21031,10,20.0,21.3,,14.0,14.0,,,,,,28.0,15.3,12.3,,5.7,13.1,4.4,47.0,42.0,,7.5,17.5,,,,17.0,23.0,53.9,10.0,11.3,,4.0,4.0,,,,,,18.0,5.3,2.3,,-4.3,3.1,-5.6,37.0,32.0,,-2.5,7.5,,,,7.0,13.0,43.9,False,,True,True,,,,,,False,True,True,,True,True,True,False,False,,True,True,,,,True,False,False
21033,29,20.0,19.6,,17.0,14.0,,,,,,27.0,20.8,14.1,,11.1,26.6,,14.0,38.0,,2.9,13.5,,,,17.0,17.4,26.1,-9.0,-9.4,,-12.0,-15.0,,,,,,-2.0,-8.2,-14.9,,-17.9,-2.4,,-15.0,9.0,,-26.1,-15.5,,,,-12.0,-11.6,-2.9,False,,False,False,,,,,,True,True,False,,False,True,,False,False,,False,False,,,,False,False,True
21035,96,90.0,91.8,,82.0,83.0,,,,,,158.0,131.9,88.2,,26.4,62.9,35.6,70.0,0.0,,26.8,135.5,,,,114.0,130.1,66.3,-6.0,-4.2,,-14.0,-13.0,,,,,,62.0,35.9,-7.8,,-69.6,-33.1,-60.4,-26.0,-96.0,,-69.2,39.5,,,,18.0,34.1,-29.7,True,,False,False,,,,,,False,False,False,,False,False,False,False,False,,False,False,,,,False,False,False
21037,89,68.0,68.0,,62.0,55.0,,,,,,177.0,92.1,111.6,,58.2,86.7,56.9,112.0,124.0,,35.8,51.2,,,,57.0,104.2,160.8,-21.0,-21.0,,-27.0,-34.0,,,,,,88.0,3.1,22.6,,-30.8,-2.3,-32.1,23.0,35.0,,-53.2,-37.8,,,,-32.0,15.2,71.8,False,,False,False,,,,,,False,True,False,,False,True,False,False,False,,False,False,,,,False,True,False
21039,7,8.0,11.0,,5.0,2.0,,,,,,17.0,9.2,8.4,,3.7,3.4,,,4.0,,0.3,6.2,,,,5.0,13.4,16.0,1.0,4.0,,-2.0,-5.0,,,,,,10.0,2.2,1.4,,-3.3,-3.6,,,-3.0,,-6.7,-0.8,,,,-2.0,6.4,9.0,False,,False,False,,,,,,False,False,False,,False,False,,,False,,False,True,,,,False,False,False
21041,8,14.0,11.9,,14.0,14.0,,,,,,27.0,18.2,19.2,,1.3,8.1,1.8,28.0,0.0,,22.7,13.5,,,,25.0,33.1,23.3,6.0,3.9,,6.0,6.0,,,,,,19.0,10.2,11.2,,-6.7,0.1,-6.2,20.0,-8.0,,14.7,5.5,,,,17.0,25.1,15.3,True,,False,False,,,,,,False,False,False,,False,True,False,False,False,,False,True,,,,False,False,False
21043,34,6.0,5.5,,6.0,0.0,,,,,,38.0,20.8,23.0,,0.4,2.2,11.4,17.0,2.0,,0.7,12.3,,,,6.0,12.3,11.6,-28.0,-28.5,,-28.0,-34.0,,,,,,4.0,-13.2,-11.0,,-33.6,-31.8,-22.6,-17.0,-32.0,,-33.3,-21.7,,,,-28.0,-21.7,-22.4,False,,False,False,,,,,,True,True,True,,False,False,True,True,False,,False,True,,,,False,True,True
21045,23,40.0,37.0,,29.0,28.0,,,,,,22.0,32.7,38.9,,16.7,29.3,36.4,48.0,25.0,,3.0,30.5,,,,44.0,98.2,42.2,17.0,14.0,,6.0,5.0,,,,,,-1.0,9.7,15.9,,-6.3,6.3,13.4,25.0,2.0,,-20.0,7.5,,,,21.0,75.2,19.2,True,,True,True,,,,,,True,True,True,,True,True,True,False,True,,False,True,,,,False,False,False
21047,143,336.0,309.4,,244.0,680.0,,,,,,259.0,352.7,259.1,,189.2,207.0,101.3,313.0,1.0,,235.7,232.9,,,,306.0,326.2,617.8,193.0,166.4,,101.0,537.0,,,,,,116.0,209.7,116.1,,46.2,64.0,-41.7,170.0,-142.0,,92.7,89.9,,,,163.0,183.2,474.8,True,,True,False,,,,,,True,False,True,,True,True,True,True,True,,True,True,,,,True,True,False
21049,42,44.0,44.2,,35.0,61.0,,,,,,56.0,70.1,57.8,,8.0,34.3,24.1,48.0,79.0,,0.0,24.5,,,,27.0,114.5,99.0,2.0,2.2,,-7.0,19.0,,,,,,14.0,28.1,15.8,,-34.0,-7.7,-17.9,6.0,37.0,,-42.0,-17.5,,,,-15.0,72.5,57.0,False,,False,False,,,,,,False,False,False,,False,False,False,False,False,,False,False,,,,False,False,False
21051,33,18.0,12.8,,18.0,14.0,,,,,,61.0,21.8,38.0,,26.0,32.9,7.3,33.0,2.0,,9.2,18.3,,,,9.0,30.4,34.4,-15.0,-20.2,,-15.0,-19.0,,,,,,28.0,-11.2,5.0,,-7.0,-0.1,-25.7,0.0,-31.0,,-23.8,-14.7,,,,-24.0,-2.6,1.4,False,,False,False,,,,,,False,True,True,,True,True,False,True,False,,False,True,,,,False,True,True
21053,25,24.0,22.9,,22.0,46.0,,,,,,22.0,42.0,21.2,,3.5,14.8,,21.0,4.0,,14.2,28.1,,,,24.0,30.2,51.4,-1.0,-2.1,,-3.0,21.0,,,,,,-3.0,17.0,-3.8,,-21.5,-10.2,,-4.0,-21.0,,-10.8,3.1,,,,-1.0,5.2,26.4,False,,False,False,,,,,,False,False,False,,False,False,,False,False,,False,False,,,,False,False,False
21055,50,20.0,19.7,,20.0,28.0,,,,,,22.0,21.3,12.3,,4.5,10.5,,20.0,10.0,,6.3,19.1,,,,22.0,16.1,33.8,-30.0,-30.3,,-30.0,-22.0,,,,,,-28.0,-28.7,-37.7,,-45.5,-39.5,,-30.0,-40.0,,-43.7,-30.9,,,,-28.0,-33.9,-16.2,False,,False,True,,,,,,True,True,False,,False,False,,False,False,,False,False,,,,True,False,True
21057,7,22.0,22.5,,16.0,17.0,,,,,,11.0,25.8,13.0,,6.4,13.8,,14.0,0.0,,11.4,27.4,,,,22.0,38.6,22.1,15.0,15.5,,9.0,10.0,,,,,,4.0,18.8,6.0,,-0.6,6.8,,7.0,-7.0,,4.4,20.4,,,,15.0,31.6,15.1,False,,True,True,,,,,,True,False,True,,True,True,,True,True,,True,False,,,,False,False,False
21059,175,148.0,147.6,,141.0,204.0,,,,,,234.0,137.2,167.3,,83.7,118.1,90.7,171.0,31.0,,213.5,132.0,,,,175.0,175.3,181.4,-27.0,-27.4,,-34.0,29.0,,,,,,59.0,-37.8,-7.7,,-91.3,-56.9,-84.3,-4.0,-144.0,,38.5,-43.0,,,,0.0,0.3,6.4,False,,False,False,,,,,,False,False,True,,False,False,False,True,False,,False,False,,,,True,True,True
21061,6,2.0,1.3,,2.0,0.0,,,,,,13.0,9.3,11.3,,0.0,0.8,12.1,,0.0,,11.0,8.1,,,,2.0,4.7,25.4,-4.0,-4.7,,-4.0,-6.0,,,,,,7.0,3.3,5.3,,-6.0,-5.2,6.1,,-6.0,,5.0,2.1,,,,-4.0,-1.3,19.4,False,,False,False,,,,,,False,True,False,,False,False,False,,False,,False,True,,,,False,True,False
21063,7,12.0,12.0,,4.0,0.0,,,,,,10.0,9.2,10.1,,0.8,1.2,,,52.0,,3.4,,,,,13.0,10.0,41.0,5.0,5.0,,-3.0,-7.0,,,,,,3.0,2.2,3.1,,-6.2,-5.8,,,45.0,,-3.6,,,,,6.0,3.0,34.0,True,,True,False,,,,,,True,True,True,,False,False,,,False,,True,,,,,False,True,False
21065,31,18.0,19.8,,14.0,14.0,,,,,,14.0,19.0,18.4,,6.4,15.8,,17.0,48.0,,2.4,,,,,30.0,13.4,50.9,-13.0,-11.2,,-17.0,-17.0,,,,,,-17.0,-12.0,-12.6,,-24.6,-15.2,,-14.0,17.0,,-28.6,,,,,-1.0,-17.6,19.9,True,,False,False,,,,,,False,True,True,,False,False,,False,False,,False,,,,,True,False,False
21067,803,842.0,840.2,,756.0,1141.0,,,,,,810.0,715.9,698.4,,581.7,751.4,424.1,759.0,564.0,,453.5,819.3,807.0,,,941.0,982.8,1377.4,39.0,37.2,,-47.0,338.0,,,,,,7.0,-87.1,-104.6,,-221.3,-51.6,-378.9,-44.0,-239.0,,-349.5,16.3,4.0,,,138.0,179.8,574.4,True,,False,False,,,,,,True,False,False,,False,False,False,False,False,,False,True,True,,,False,False,False
21069,7,8.0,7.2,,7.0,0.0,,,,,,24.0,10.1,13.4,,6.7,4.2,,14.0,11.0,,6.4,7.2,,,,19.0,10.5,20.1,1.0,0.2,,0.0,-7.0,,,,,,17.0,3.1,6.4,,-0.3,-2.8,,7.0,4.0,,-0.6,0.2,,,,12.0,3.5,13.1,True,,True,False,,,,,,False,False,False,,True,False,,False,False,,True,True,,,,False,False,False
21071,17,26.0,22.5,,23.0,25.0,,,,,,50.0,30.2,51.8,,4.1,18.1,24.1,28.0,3.0,,16.8,32.5,,,,24.0,37.1,43.0,9.0,5.5,,6.0,8.0,,,,,,33.0,13.2,34.8,,-12.9,1.1,7.1,11.0,-14.0,,-0.2,15.5,,,,7.0,20.1,26.0,True,,True,True,,,,,,False,False,False,,False,True,True,False,False,,True,False,,,,True,False,False
21073,98,66.0,86.4,,66.0,51.0,,,,,,102.0,96.4,79.1,,26.6,75.6,77.0,86.0,0.0,,36.7,39.6,,,,51.0,99.1,94.8,-32.0,-11.6,,-32.0,-47.0,,,,,,4.0,-1.6,-18.9,,-71.4,-22.4,-21.0,-12.0,-98.0,,-61.3,-58.4,,,,-47.0,1.1,-3.2,True,,False,False,,,,,,True,True,True,,False,True,True,True,False,,False,False,,,,False,True,True
21075,12,18.0,14.4,,14.0,8.0,,,,,,29.0,13.2,23.0,,7.6,17.5,0.0,28.0,36.0,,8.2,26.8,,,,11.0,25.3,77.6,6.0,2.4,,2.0,-4.0,,,,,,17.0,1.2,11.0,,-4.4,5.5,-12.0,16.0,24.0,,-3.8,14.8,,,,-1.0,13.3,65.6,True,,True,True,,,,,,False,True,False,,True,True,False,False,False,,True,False,,,,True,False,False
21077,3,12.0,10.5,,8.0,0.0,,,,,,11.0,11.5,10.0,,5.6,4.4,,14.0,3.0,,0.4,10.5,,,,18.0,9.7,28.2,9.0,7.5,,5.0,-3.0,,,,,,8.0,8.5,7.0,,2.6,1.4,,11.0,0.0,,-2.6,7.5,,,,15.0,6.7,25.2,True,,True,True,,,,,,True,True,True,,True,True,,False,True,,True,True,,,,False,True,False
21079,22,40.0,39.6,,38.0,58.0,,,,,,21.0,45.7,43.4,,12.8,22.2,28.6,35.0,53.0,,38.5,40.6,,,,43.0,63.8,123.0,18.0,17.6,,16.0,36.0,,,,,,-1.0,23.7,21.4,,-9.2,0.2,6.6,13.0,31.0,,16.5,18.6,,,,21.0,41.8,101.0,True,,True,False,,,,,,True,False,False,,True,True,True,True,False,,True,False,,,,False,False,False
21081,10,8.0,8.0,,8.0,1.0,,,,,,37.0,22.2,24.1,,1.6,5.2,16.1,,12.0,,0.8,10.9,,,,13.0,13.2,32.1,-2.0,-2.0,,-2.0,-9.0,,,,,,27.0,12.2,14.1,,-8.4,-4.8,6.1,,2.0,,-9.2,0.9,,,,3.0,3.2,22.1,False,,False,False,,,,,,False,False,False,,False,False,False,,False,,False,True,,,,False,False,False
21083,46,48.0,47.5,,42.0,46.0,,,,,,182.0,47.6,69.0,,20.4,55.8,41.2,96.0,5.0,,22.0,33.1,,,,56.0,84.0,79.4,2.0,1.5,,-4.0,0.0,,,,,,136.0,1.6,23.0,,-25.6,9.8,-4.8,50.0,-41.0,,-24.0,-12.9,,,,10.0,38.0,33.4,True,,False,True,,,,,,False,True,False,,False,False,False,False,False,,False,False,,,,False,False,False
21085,87,36.0,38.6,,37.0,42.0,,,,,,53.0,39.8,44.9,,14.5,36.3,30.2,48.0,25.0,,39.0,37.5,,,,39.0,45.2,51.6,-51.0,-48.4,,-50.0,-45.0,,,,,,-34.0,-47.2,-42.1,,-72.5,-50.7,-56.8,-39.0,-62.0,,-48.0,-49.5,,,,-48.0,-41.8,-35.4,True,,True,True,,,,,,True,True,True,,False,True,False,True,False,,True,True,,,,True,True,True
21087,81,106.0,112.3,,98.0,149.0,,,,,,22.0,263.9,49.4,,98.6,74.4,15.9,,,,25.2,107.9,,,,90.0,90.4,205.3,25.0,31.3,,17.0,68.0,,,,,,-59.0,182.9,-31.6,,17.6,-6.6,-65.1,,,,-55.8,26.9,,,,9.0,9.4,124.3,False,,True,False,,,,,,False,False,False,,True,True,False,,,,False,False,,,,True,True,False
21089,113,52.0,51.4,,52.0,55.0,,,,,,54.0,82.1,54.5,,14.2,40.6,77.4,49.0,10.0,,35.1,72.1,,,,51.0,62.6,57.9,-61.0,-61.6,,-61.0,-58.0,,,,,,-59.0,-30.9,-58.5,,-98.8,-72.4,-35.6,-64.0,-103.0,,-77.9,-40.9,,,,-62.0,-50.4,-55.1,False,,False,True,,,,,,True,True,True,,False,False,True,False,False,,False,True,,,,False,True,True
21091,12,2.0,2.7,,2.0,0.0,,,,,,7.0,4.1,6.2,,3.4,0.3,,7.0,,,0.2,2.3,,,,1.0,4.7,10.6,-10.0,-9.3,,-10.0,-12.0,,,,,,-5.0,-7.9,-5.8,,-8.6,-11.7,,-5.0,,,-11.8,-9.7,,,,-11.0,-7.3,-1.4,True,,False,False,,,,,,True,True,True,,True,False,,True,,,False,True,,,,False,True,True
21093,171,158.0,159.5,,145.0,111.0,,,,,,233.0,226.3,255.5,,64.2,138.8,175.0,181.0,25.0,,113.3,143.9,,,,172.0,211.0,302.4,-13.0,-11.5,,-26.0,-60.0,,,,,,62.0,55.3,84.5,,-106.8,-32.2,4.0,10.0,-146.0,,-57.7,-27.1,,,,1.0,40.0,131.4,True,,False,False,,,,,,False,False,False,,False,False,True,True,False,,False,False,,,,True,False,False
21095,57,52.0,55.3,,34.0,32.0,,,,,,59.0,31.6,71.9,,27.3,42.0,22.1,59.0,132.0,,4.5,43.4,,,,52.0,70.7,75.6,-5.0,-1.7,,-23.0,-25.0,,,,,,2.0,-25.4,14.9,,-29.7,-15.0,-34.9,2.0,75.0,,-52.5,-13.6,,,,-5.0,13.7,18.6,True,,False,False,,,,,,True,False,False,,False,False,False,True,False,,False,False,,,,False,False,False
21097,14,24.0,23.9,,18.0,25.0,,,,,,32.0,25.0,8.7,,2.5,12.0,12.6,28.0,14.0,,7.5,17.9,,,,25.0,22.3,45.2,10.0,9.9,,4.0,11.0,,,,,,18.0,11.0,-5.3,,-11.5,-2.0,-1.4,14.0,0.0,,-6.5,3.9,,,,11.0,8.3,31.2,True,,True,False,,,,,,False,False,True,,False,True,True,False,True,,True,True,,,,False,True,False
21099,28,22.0,20.4,,20.0,16.0,,,,,,29.0,30.7,38.9,,6.4,17.1,26.2,28.0,58.0,,12.1,21.5,,,,23.0,31.3,41.8,-6.0,-7.6,,-8.0,-12.0,,,,,,1.0,2.7,10.9,,-21.6,-10.9,-1.8,0.0,30.0,,-15.9,-6.5,,,,-5.0,3.3,13.8,False,,False,False,,,,,,True,True,False,,False,False,True,True,False,,False,False,,,,True,True,False
21101,136,34.0,36.4,,35.0,33.0,,,,,,111.0,56.0,75.7,,15.9,37.6,39.7,63.0,0.0,,0.0,35.8,,,,32.0,51.6,113.0,-102.0,-99.6,,-101.0,-103.0,,,,,,-25.0,-80.0,-60.3,,-120.1,-98.4,-96.3,-73.0,-136.0,,-136.0,-100.2,,,,-104.0,-84.4,-23.0,True,,True,False,,,,,,True,True,True,,False,True,True,True,False,,False,True,,,,False,True,True
21103,18,12.0,7.1,,11.0,6.0,,,,,,22.0,28.6,26.3,,1.7,9.5,33.7,,0.0,,6.8,23.6,,,,9.0,27.9,22.2,-6.0,-10.9,,-7.0,-12.0,,,,,,4.0,10.6,8.3,,-16.3,-8.5,15.7,,-18.0,,-11.2,5.6,,,,-9.0,9.9,4.2,False,,False,False,,,,,,True,False,False,,False,False,False,,False,,False,True,,,,False,False,True
21105,6,6.0,6.5,,5.0,4.0,,,,,,13.0,7.8,6.3,,4.2,0.7,,14.0,5.0,,0.6,4.8,,,,2.0,8.9,17.6,0.0,0.5,,-1.0,-2.0,,,,,,7.0,1.8,0.3,,-1.8,-5.3,,8.0,-1.0,,-5.4,-1.2,,,,-4.0,2.9,11.6,False,,False,False,,,,,,False,False,False,,False,False,,False,False,,False,False,,,,False,False,False
21107,56,76.0,74.5,,72.0,107.0,,,,,,114.0,68.0,85.5,,31.5,64.3,25.0,96.0,102.0,,91.7,71.1,,,,71.0,207.3,65.4,20.0,18.5,,16.0,51.0,,,,,,58.0,12.0,29.5,,-24.5,8.3,-31.0,40.0,46.0,,35.7,15.1,,,,15.0,151.3,9.4,True,,True,False,,,,,,False,True,False,,False,True,False,False,False,,False,True,,,,True,False,True
21109,107,88.0,90.8,,69.0,74.0,,,,,,26.0,65.5,22.0,,69.3,76.1,6.2,75.0,75.0,,73.7,64.4,,,,131.0,102.5,123.7,-19.0,-16.2,,-38.0,-33.0,,,,,,-81.0,-41.5,-85.0,,-37.7,-30.9,-100.8,-32.0,-32.0,,-33.3,-42.6,,,,24.0,-4.5,16.7,True,,False,False,,,,,,False,False,False,,False,False,False,False,False,,False,False,,,,False,True,True
21111,1964,2250.0,2302.4,2299.5,1972.0,3028.0,,,,,,2011.0,1626.9,2571.2,,1740.0,2164.9,1215.9,2407.0,1910.0,,1921.0,1972.0,1366.0,,,2210.0,3096.0,2877.3,286.0,338.4,335.5,8.0,1064.0,,,,,,47.0,-337.1,607.2,,-224.0,200.9,-748.1,443.0,-54.0,,-43.0,8.0,-598.0,,,246.0,1132.0,913.3,False,False,True,False,,,,,,True,False,False,,True,True,False,False,True,,True,True,False,,,True,False,False
21113,84,78.0,78.5,,76.0,80.0,,,,,,107.0,89.2,95.5,,59.5,89.5,60.4,90.0,98.0,,19.8,73.9,,,,87.0,126.5,200.5,-6.0,-5.5,,-8.0,-4.0,,,,,,23.0,5.2,11.5,,-24.5,5.5,-23.6,6.0,14.0,,-64.2,-10.1,,,,3.0,42.5,116.5,True,,False,True,,,,,,False,True,False,,False,True,False,False,False,,False,False,,,,True,False,False
21115,19,32.0,30.9,,22.0,19.0,,,,,,39.0,37.9,49.2,,12.5,21.6,16.9,34.0,21.0,,14.1,39.8,,,,22.0,86.3,76.4,13.0,11.9,,3.0,0.0,,,,,,20.0,18.9,30.2,,-6.5,2.6,-2.1,15.0,2.0,,-4.9,20.8,,,,3.0,67.3,57.4,True,,True,True,,,,,,False,False,False,,True,True,True,False,True,,True,False,,,,True,False,False
21117,156,176.0,175.0,,148.0,139.0,,,,,,368.0,196.7,269.7,,67.7,151.2,135.4,264.0,137.0,,126.7,154.3,93.0,,,153.0,233.0,274.2,20.0,19.0,,-8.0,-17.0,,,,,,212.0,40.7,113.7,,-88.3,-4.8,-20.6,108.0,-19.0,,-29.3,-1.7,-63.0,,,-3.0,77.0,118.2,True,,True,True,,,,,,False,False,False,,False,True,False,False,True,,False,True,False,,,True,False,False
21119,14,2.0,0.0,,6.0,5.0,,,,,,15.0,9.9,18.3,,8.4,6.0,,,0.0,,1.0,15.0,,,,4.0,14.5,11.9,-12.0,-14.0,,-8.0,-9.0,,,,,,1.0,-4.1,4.3,,-5.6,-8.0,,,-14.0,,-13.0,1.0,,,,-10.0,0.5,-2.1,False,,True,True,,,,,,True,True,True,,True,True,,,False,,False,True,,,,True,True,True
21121,40,98.0,96.0,,84.0,100.0,,,,,,93.0,84.5,98.5,,51.8,59.5,56.2,94.0,80.0,,55.4,97.9,,,,94.0,145.4,148.3,58.0,56.0,,44.0,60.0,,,,,,53.0,44.5,58.5,,11.8,19.5,16.2,54.0,40.0,,15.4,57.9,,,,54.0,105.4,108.3,True,,True,False,,,,,,True,True,False,,True,True,True,True,True,,True,True,,,,True,False,False
21123,22,14.0,14.2,,12.0,17.0,,,,,,15.0,19.6,18.3,,5.4,10.1,,14.0,21.0,,4.5,9.2,,,,8.0,21.1,47.2,-8.0,-7.8,,-10.0,-5.0,,,,,,-7.0,-2.4,-3.7,,-16.6,-11.9,,-8.0,-1.0,,-17.5,-12.8,,,,-14.0,-0.9,25.2,True,,False,True,,,,,,True,True,True,,False,False,,False,True,,False,False,,,,False,True,False
21125,126,102.0,96.7,,84.0,86.0,,,,,,149.0,107.0,110.8,,59.7,77.4,64.6,125.0,114.0,,52.4,95.3,,,,100.0,129.2,132.4,-24.0,-29.3,,-42.0,-40.0,,,,,,23.0,-19.0,-15.2,,-66.3,-48.6,-61.4,-1.0,-12.0,,-73.6,-30.7,,,,-26.0,3.2,6.4,False,,False,False,,,,,,True,True,True,,False,False,False,True,True,,False,False,,,,False,True,True
21127,10,6.0,5.3,,5.0,0.0,,,,,,18.0,9.8,13.1,,1.8,0.9,,14.0,0.0,,4.8,4.3,,,,10.0,7.6,22.9,-4.0,-4.7,,-5.0,-10.0,,,,,,8.0,-0.2,3.1,,-8.2,-9.1,,4.0,-10.0,,-5.2,-5.7,,,,0.0,-2.4,12.9,False,,False,False,,,,,,False,True,True,,False,False,,False,False,,False,False,,,,True,True,False
21129,5,4.0,5.2,,3.0,0.0,,,,,,6.0,12.6,7.4,,0.3,0.2,,0.0,0.0,,3.5,,,,,11.0,3.2,20.9,-1.0,0.2,,-2.0,-5.0,,,,,,1.0,7.6,2.4,,-4.7,-4.8,,-5.0,-5.0,,-1.5,,,,,6.0,-1.8,15.9,True,,False,False,,,,,,False,False,False,,False,False,,False,False,,False,,,,,False,False,False
21131,4,4.0,4.6,,2.0,0.0,,,,,,11.0,5.8,9.3,,1.9,0.8,,6.0,0.0,,1.4,2.5,,,,2.0,6.1,16.9,0.0,0.6,,-2.0,-4.0,,,,,,7.0,1.8,5.3,,-2.1,-3.2,,2.0,-4.0,,-2.6,-1.5,,,,-2.0,2.1,12.9,False,,False,False,,,,,,False,False,False,,False,False,,False,False,,False,False,,,,False,False,False
21133,22,12.0,11.0,,9.0,1.0,,,,,,27.0,11.2,17.5,,7.0,9.3,,14.0,33.0,,0.9,9.2,,,,19.0,13.8,35.4,-10.0,-11.0,,-13.0,-21.0,,,,,,5.0,-10.8,-4.5,,-15.0,-12.7,,-8.0,11.0,,-21.1,-12.8,,,,-3.0,-8.2,13.4,False,,False,False,,,,,,True,False,True,,False,False,,True,False,,False,False,,,,True,True,False
21135,47,88.0,84.7,,85.0,95.0,,,,,,17.0,172.4,27.8,,55.3,39.9,23.0,86.0,0.0,,128.1,88.2,,,,124.0,92.2,160.5,41.0,37.7,,38.0,48.0,,,,,,-30.0,125.4,-19.2,,8.3,-7.1,-24.0,39.0,-47.0,,81.1,41.2,,,,77.0,45.2,113.5,True,,True,False,,,,,,True,False,True,,True,True,True,True,False,,False,False,,,,False,False,False
