,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IHME-CurveFit,IowaStateLW-STEM,MITCovAlliance-SIR,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IHME-CurveFit,error-IowaStateLW-STEM,error-MITCovAlliance-SIR,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-MITCovAlliance-SIR,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
20167,64,16.0,,,,,,8.0,,,,3.6,-48.0,,,,,,-56.0,,,,-60.4,,,,,,False,,,,False
20169,318,424.0,1024.1,,,,,423.0,437.4,,,165.3,106.0,706.1,,,,,105.0,119.4,,,-152.7,False,,,,,True,False,,,False
20171,70,16.0,,,,,,8.0,,,,1.8,-54.0,,,,,,-62.0,,,,-68.2,,,,,,False,,,,False
20173,5247,4752.0,6039.3,,,,,4825.0,4875.8,4024.8,,4912.6,-495.0,792.3,,,,,-422.0,-371.2,-1222.2,,-334.4,False,,,,,True,True,False,,True
20175,481,184.0,,,,,,255.0,14.2,,,0.0,-297.0,,,,,,-226.0,-466.8,,,-481.0,,,,,,True,False,,,False
20177,1256,1352.0,2519.6,,,,,2197.0,1458.5,260.1,,912.2,96.0,1263.6,,,,,941.0,202.5,-995.9,,-343.8,False,,,,,False,False,False,,False
20179,5,8.0,,,,,,0.0,,,,1.0,3.0,,,,,,-5.0,,,,-4.0,,,,,,False,,,,False
20181,10,8.0,,,,,,0.0,,,,1.3,-2.0,,,,,,-10.0,,,,-8.7,,,,,,False,,,,False
20183,3,0.0,,,,,,0.0,,,,0.0,-3.0,,,,,,-3.0,,,,-3.0,,,,,,False,,,,False
20185,47,8.0,,,,,,14.0,,,,0.3,-39.0,,,,,,-33.0,,,,-46.7,,,,,,True,,,,False
20187,57,0.0,,,,,,0.0,,,,0.0,-57.0,,,,,,-57.0,,,,-57.0,,,,,,False,,,,False
20189,41,40.0,,,,,,19.0,,,,7.9,-1.0,,,,,,-22.0,,,,-33.1,,,,,,False,,,,False
20191,93,240.0,,,,,,137.0,,,,322.1,147.0,,,,,,44.0,,,,229.1,,,,,,True,,,,False
20193,54,24.0,,,,,,9.0,,,,6.1,-30.0,,,,,,-45.0,,,,-47.9,,,,,,False,,,,False
20195,37,24.0,,,,,,0.0,,,,1.8,-13.0,,,,,,-37.0,,,,-35.2,,,,,,False,,,,False
20197,27,8.0,,,,,,16.0,,,,3.0,-19.0,,,,,,-11.0,,,,-24.0,,,,,,True,,,,False
20199,12,0.0,,,,,,0.0,,,,,-12.0,,,,,,-12.0,,,,,,,,,,False,,,,
20201,16,8.0,,,,,,8.0,,,,1.1,-8.0,,,,,,-8.0,,,,-14.9,,,,,,False,,,,False
20203,5,0.0,,,,,,0.0,,,,,-5.0,,,,,,-5.0,,,,,,,,,,False,,,,
20205,46,8.0,,,,,,24.0,,,,2.0,-38.0,,,,,,-22.0,,,,-44.0,,,,,,True,,,,False
20207,2,0.0,,,,,,8.0,,,,0.0,-2.0,,,,,,6.0,,,,-2.0,,,,,,False,,,,False
20209,2916,4624.0,4026.3,,,,,2841.0,1556.7,4374.9,,982.7,1708.0,1110.3,,,,,-75.0,-1359.3,1458.9,,-1933.3,True,,,,,True,True,True,,False
21001,128,136.0,,,,,,123.0,78.7,,,7.2,8.0,,,,,,-5.0,-49.3,,,-120.8,,,,,,True,False,,,False
21003,94,64.0,,,,,,133.0,98.7,,,0.7,-30.0,,,,,,39.0,4.7,,,-93.3,,,,,,False,True,,,False
21005,99,24.0,,,,,,34.0,,,,0.1,-75.0,,,,,,-65.0,,,,-98.9,,,,,,True,,,,False
21007,22,64.0,,,,,,29.0,,,,0.8,42.0,,,,,,7.0,,,,-21.2,,,,,,True,,,,True
21009,410,288.0,,,,,,186.0,464.1,,,1454.1,-122.0,,,,,,-224.0,54.1,,,1044.1,,,,,,False,True,,,False
21011,47,16.0,,,,,,18.0,,,,0.2,-31.0,,,,,,-29.0,,,,-46.8,,,,,,True,,,,False
21013,293,496.0,,,,,,270.0,72.9,,,528.6,203.0,,,,,,-23.0,-220.1,,,235.6,,,,,,True,False,,,False
21015,595,792.0,662.0,,,,,955.0,742.3,1900.0,,174.8,197.0,67.0,,,,,360.0,147.3,1305.0,,-420.2,True,,,,,False,True,False,,False
21017,91,104.0,,,,,,52.0,,,,151.5,13.0,,,,,,-39.0,,,,60.5,,,,,,False,,,,False
21019,225,272.0,,,,,,138.0,366.9,,,87.9,47.0,,,,,,-87.0,141.9,,,-137.1,,,,,,False,False,,,False
21021,180,120.0,,,,,,141.0,,,,27.7,-60.0,,,,,,-39.0,,,,-152.3,,,,,,True,,,,False
21023,15,40.0,,,,,,8.0,,,,364.8,25.0,,,,,,-7.0,,,,349.8,,,,,,True,,,,False
21025,53,8.0,,,,,,32.0,,,,0.2,-45.0,,,,,,-21.0,,,,-52.8,,,,,,True,,,,False
21027,75,64.0,,,,,,53.0,,,,834.0,-11.0,,,,,,-22.0,,,,759.0,,,,,,False,,,,False
21029,533,176.0,63.2,,,,,234.0,243.7,,,2326.2,-357.0,-469.8,,,,,-299.0,-289.3,,,1793.2,False,,,,,True,True,,,False
21031,62,96.0,,,,,,70.0,14.6,,,2.8,34.0,,,,,,8.0,-47.4,,,-59.2,,,,,,True,False,,,False
21033,60,72.0,,,,,,47.0,,,,384.0,12.0,,,,,,-13.0,,,,324.0,,,,,,False,,,,False
21035,358,176.0,,,,,,270.0,221.6,,,580.4,-182.0,,,,,,-88.0,-136.4,,,222.4,,,,,,True,True,,,False
21037,400,400.0,358.6,,,,,927.0,634.4,705.2,,943.6,0.0,-41.4,,,,,527.0,234.4,305.2,,543.6,False,,,,,False,False,False,,False
21039,53,24.0,,,,,,16.0,,,,0.0,-29.0,,,,,,-37.0,,,,-53.0,,,,,,False,,,,False
21041,94,232.0,,,,,,51.0,58.1,,,205.2,138.0,,,,,,-43.0,-35.9,,,111.2,,,,,,True,True,,,True
21043,91,168.0,,,,,,49.0,,,,1.2,77.0,,,,,,-42.0,,,,-89.8,,,,,,True,,,,False
21045,174,408.0,,,,,,58.0,,,,39.6,234.0,,,,,,-116.0,,,,-134.4,,,,,,True,,,,True
21047,662,496.0,507.0,,,,,596.0,581.0,,,34.0,-166.0,-155.0,,,,,-66.0,-81.0,,,-628.0,True,,,,,True,True,,,False
21049,168,64.0,,,,,,120.0,90.7,,,0.6,-104.0,,,,,,-48.0,-77.3,,,-167.4,,,,,,True,True,,,False
21051,127,232.0,,,,,,180.0,86.4,,,630.1,105.0,,,,,,53.0,-40.6,,,503.1,,,,,,True,True,,,False
21053,86,32.0,,,,,,82.0,,,,436.0,-54.0,,,,,,-4.0,,,,350.0,,,,,,True,,,,False
21055,79,64.0,,,,,,32.0,,,,155.2,-15.0,,,,,,-47.0,,,,76.2,,,,,,False,,,,False
21057,83,40.0,,,,,,24.0,,,,312.8,-43.0,,,,,,-59.0,,,,229.8,,,,,,False,,,,False
21059,563,504.0,302.0,,,,,602.0,575.9,482.0,,505.4,-59.0,-261.0,,,,,39.0,12.9,-81.0,,-57.6,False,,,,,True,True,False,,True
21061,42,48.0,,,,,,35.0,,,,0.1,6.0,,,,,,-7.0,,,,-41.9,,,,,,False,,,,False
21063,26,32.0,,,,,,3.0,,,,306.5,6.0,,,,,,-23.0,,,,280.5,,,,,,False,,,,False
21065,62,8.0,,,,,,24.0,,,,0.0,-54.0,,,,,,-38.0,,,,-62.0,,,,,,True,,,,False
21067,2824,1984.0,3621.7,,,,,3350.0,2844.6,3785.1,,88.2,-840.0,797.7,,,,,526.0,20.6,961.1,,-2735.8,True,,,,,True,True,False,,False
21069,40,88.0,,,,,,29.0,,,,420.2,48.0,,,,,,-11.0,,,,380.2,,,,,,True,,,,False
21071,109,112.0,,,,,,115.0,,,,1196.9,3.0,,,,,,6.0,,,,1087.9,,,,,,False,,,,False
21073,378,144.0,346.3,,,,,207.0,287.1,,,1710.6,-234.0,-31.7,,,,,-171.0,-90.9,,,1332.6,True,,,,,True,True,,,False
21075,100,32.0,,,,,,28.0,,,,0.5,-68.0,,,,,,-72.0,,,,-99.5,,,,,,False,,,,False
21077,25,32.0,,,,,,23.0,,,,248.6,7.0,,,,,,-2.0,,,,223.6,,,,,,True,,,,False
21079,98,40.0,,,,,,51.0,,,,14.4,-58.0,,,,,,-47.0,,,,-83.6,,,,,,True,,,,False
21081,72,88.0,,,,,,81.0,,,,455.6,16.0,,,,,,9.0,,,,383.6,,,,,,True,,,,False
21083,313,688.0,,,,,,421.0,299.6,,,570.4,375.0,,,,,,108.0,-13.4,,,257.4,,,,,,True,True,,,True
21085,185,80.0,,,,,,119.0,14.1,,,14.1,-105.0,,,,,,-66.0,-170.9,,,-170.9,,,,,,True,False,,,False
21087,215,40.0,,,,,,42.0,,,,0.3,-175.0,,,,,,-173.0,,,,-214.7,,,,,,True,,,,False
21089,255,48.0,,,,,,61.0,,,,1284.8,-207.0,,,,,,-194.0,,,,1029.8,,,,,,True,,,,False
21091,34,64.0,,,,,,21.0,,,,6.2,30.0,,,,,,-13.0,,,,-27.8,,,,,,True,,,,True
21093,747,616.0,581.8,,,,,346.0,937.1,,,1071.8,-131.0,-165.2,,,,,-401.0,190.1,,,324.8,False,,,,,False,False,,,False
21095,288,224.0,,,,,,116.0,,,,7.2,-64.0,,,,,,-172.0,,,,-280.8,,,,,,False,,,,False
21097,77,56.0,,,,,,75.0,,,,144.9,-21.0,,,,,,-2.0,,,,67.9,,,,,,True,,,,False
21099,101,72.0,,,,,,80.0,,,,694.1,-29.0,,,,,,-21.0,,,,593.1,,,,,,True,,,,False
21101,336,200.0,,,,,,263.0,246.1,,,12.9,-136.0,,,,,,-73.0,-89.9,,,-323.1,,,,,,True,True,,,False
21103,125,104.0,,,,,,39.0,,,,663.6,-21.0,,,,,,-86.0,,,,538.6,,,,,,False,,,,False
21105,61,40.0,,,,,,8.0,,,,1.4,-21.0,,,,,,-53.0,,,,-59.6,,,,,,False,,,,False
21107,221,320.0,,,,,,321.0,124.3,,,864.6,99.0,,,,,,100.0,-96.7,,,643.6,,,,,,False,True,,,False
21109,207,16.0,,,,,,59.0,51.0,,,0.0,-191.0,,,,,,-148.0,-156.0,,,-207.0,,,,,,True,True,,,False
21111,8617,3520.0,1490.3,,,,,4126.0,2341.0,4863.9,,19645.4,-5097.0,-7126.7,,,,,-4491.0,-6276.0,-3753.1,,11028.4,False,,,,,True,False,True,,False
21113,366,272.0,115.0,,,,,218.0,512.3,,,43.4,-94.0,-251.0,,,,,-148.0,146.3,,,-322.6,False,,,,,False,False,,,False
21115,124,16.0,,,,,,32.0,,,,0.3,-108.0,,,,,,-92.0,,,,-123.7,,,,,,True,,,,False
21117,879,816.0,507.5,,,,,1867.0,655.7,809.5,,3971.1,-63.0,-371.5,,,,,988.0,-223.3,-69.5,,3092.1,False,,,,,False,False,False,,False
21119,80,64.0,,,,,,14.0,,,,0.2,-16.0,,,,,,-66.0,,,,-79.8,,,,,,False,,,,False
21121,268,264.0,,,,,,334.0,298.5,,,355.9,-4.0,,,,,,66.0,30.5,,,87.9,,,,,,False,False,,,False
21123,81,48.0,,,,,,40.0,,,,1.2,-33.0,,,,,,-41.0,,,,-79.8,,,,,,False,,,,False
21125,443,464.0,471.3,,,,,538.0,671.2,,,2351.4,21.0,28.3,,,,,95.0,228.2,,,1908.4,False,,,,,False,False,,,False
21127,40,24.0,,,,,,16.0,,,,0.1,-16.0,,,,,,-24.0,,,,-39.9,,,,,,False,,,,False
21129,22,0.0,,,,,,8.0,,,,0.0,-22.0,,,,,,-14.0,,,,-22.0,,,,,,True,,,,False
21131,33,16.0,,,,,,16.0,,,,0.3,-17.0,,,,,,-17.0,,,,-32.7,,,,,,False,,,,False
21133,75,24.0,,,,,,50.0,,,,0.2,-51.0,,,,,,-25.0,,,,-74.8,,,,,,True,,,,False
21135,183,24.0,,,,,,10.0,,,,0.3,-159.0,,,,,,-173.0,,,,-182.7,,,,,,False,,,,False
21137,89,160.0,,,,,,109.0,,,,30.6,71.0,,,,,,20.0,,,,-58.4,,,,,,True,,,,True
21139,46,64.0,,,,,,32.0,,,,8.4,18.0,,,,,,-14.0,,,,-37.6,,,,,,True,,,,False
21141,214,168.0,,,,,,192.0,99.0,,,59.3,-46.0,,,,,,-22.0,-115.0,,,-154.7,,,,,,True,False,,,False
21143,34,32.0,,,,,,18.0,,,,0.3,-2.0,,,,,,-16.0,,,,-33.7,,,,,,False,,,,False
21145,374,264.0,240.9,,,,,624.0,451.3,,,0.4,-110.0,-133.1,,,,,250.0,77.3,,,-373.6,False,,,,,False,True,,,False
21147,109,8.0,,,,,,78.0,,,,0.0,-101.0,,,,,,-31.0,,,,-109.0,,,,,,True,,,,False
21149,32,48.0,,,,,,25.0,,,,1.7,16.0,,,,,,-7.0,,,,-30.3,,,,,,True,,,,False
21151,1134,568.0,381.7,,,,,556.0,903.2,,,44.2,-566.0,-752.3,,,,,-578.0,-230.8,,,-1089.8,False,,,,,False,True,,,False
21153,67,0.0,,,,,,8.0,,,,0.0,-67.0,,,,,,-59.0,,,,-67.0,,,,,,True,,,,False
21155,140,128.0,,,,,,84.0,,,,14.5,-12.0,,,,,,-56.0,,,,-125.5,,,,,,False,,,,False
21157,148,152.0,,,,,,176.0,,,,10.8,4.0,,,,,,28.0,,,,-137.2,,,,,,False,,,,False
21159,51,8.0,,,,,,9.0,,,,0.2,-43.0,,,,,,-42.0,,,,-50.8,,,,,,True,,,,False
21161,77,24.0,,,,,,43.0,,,,806.6,-53.0,,,,,,-34.0,,,,729.6,,,,,,True,,,,False
21163,119,96.0,,,,,,79.0,,,,584.7,-23.0,,,,,,-40.0,,,,465.7,,,,,,False,,,,False
21165,24,40.0,,,,,,3.0,,,,209.2,16.0,,,,,,-21.0,,,,185.2,,,,,,False,,,,False
21167,131,24.0,,,,,,56.0,,,,0.2,-107.0,,,,,,-75.0,,,,-130.8,,,,,,True,,,,False
21169,77,16.0,,,,,,24.0,,,,0.2,-61.0,,,,,,-53.0,,,,-76.8,,,,,,True,,,,False
21171,123,80.0,,,,,,67.0,,,,14.5,-43.0,,,,,,-56.0,,,,-108.5,,,,,,False,,,,False
21173,133,176.0,,,,,,121.0,,,,1079.0,43.0,,,,,,-12.0,,,,946.0,,,,,,True,,,,False
21175,31,72.0,,,,,,30.0,,,,15.3,41.0,,,,,,-1.0,,,,-15.7,,,,,,True,,,,True
21177,129,248.0,,,,,,222.0,13.1,,,9.4,119.0,,,,,,93.0,-115.9,,,-119.6,,,,,,True,True,,,False
21179,301,184.0,,,,,,152.0,319.1,,,58.3,-117.0,,,,,,-149.0,18.1,,,-242.7,,,,,,False,True,,,False
21181,16,8.0,,,,,,8.0,,,,332.2,-8.0,,,,,,-8.0,,,,316.2,,,,,,False,,,,False
21183,130,512.0,,,,,,147.0,123.0,,,626.7,382.0,,,,,,17.0,-7.0,,,496.7,,,,,,True,True,,,False
21185,644,1064.0,352.7,,,,,260.0,711.7,,,2792.8,420.0,-291.3,,,,,-384.0,67.7,,,2148.8,True,,,,,True,True,,,False
21187,70,80.0,,,,,,16.0,,,,508.0,10.0,,,,,,-54.0,,,,438.0,,,,,,False,,,,False
21189,35,0.0,,,,,,0.0,,,,0.0,-35.0,,,,,,-35.0,,,,-35.0,,,,,,False,,,,False
21191,56,32.0,,,,,,17.0,,,,549.5,-24.0,,,,,,-39.0,,,,493.5,,,,,,False,,,,False
21193,191,272.0,,,,,,412.0,172.5,,,34.0,81.0,,,,,,221.0,-18.5,,,-157.0,,,,,,False,True,,,False
21195,218,184.0,329.0,,,,,400.0,300.0,,,2663.6,-34.0,111.0,,,,,182.0,82.0,,,2445.6,False,,,,,False,False,,,False
21197,70,88.0,,,,,,19.0,,,,29.8,18.0,,,,,,-51.0,,,,-40.2,,,,,,False,,,,False
21199,540,128.0,55.7,,,,,539.0,415.1,,,215.4,-412.0,-484.3,,,,,-1.0,-124.9,,,-324.6,False,,,,,True,True,,,True
21201,10,8.0,,,,,,0.0,,,,0.4,-2.0,,,,,,-10.0,,,,-9.6,,,,,,False,,,,False
21203,112,64.0,,,,,,73.0,,,,585.1,-48.0,,,,,,-39.0,,,,473.1,,,,,,True,,,,False
21205,150,72.0,,,,,,64.0,,,,13.9,-78.0,,,,,,-86.0,,,,-136.1,,,,,,False,,,,False
21207,146,96.0,,,,,,123.0,,,,1.7,-50.0,,,,,,-23.0,,,,-144.3,,,,,,True,,,,False
21209,523,216.0,338.5,,,,,248.0,513.2,,,2626.1,-307.0,-184.5,,,,,-275.0,-9.8,,,2103.1,True,,,,,True,True,,,False
21211,379,264.0,,,,,,243.0,369.6,,,391.5,-115.0,,,,,,-136.0,-9.4,,,12.5,,,,,,False,True,,,True
21213,149,72.0,,,,,,71.0,,,,12.2,-77.0,,,,,,-78.0,,,,-136.8,,,,,,False,,,,False
21215,133,88.0,,,,,,39.0,,,,11.4,-45.0,,,,,,-94.0,,,,-121.6,,,,,,False,,,,False
21217,170,128.0,,,,,,137.0,,,,84.9,-42.0,,,,,,-33.0,,,,-85.1,,,,,,True,,,,False
21219,142,0.0,,,,,,31.0,,,,0.0,-142.0,,,,,,-111.0,,,,-142.0,,,,,,True,,,,True
21221,99,72.0,,,,,,56.0,,,,68.1,-27.0,,,,,,-43.0,,,,-30.9,,,,,,False,,,,False
21223,33,40.0,,,,,,16.0,,,,1.0,7.0,,,,,,-17.0,,,,-32.0,,,,,,False,,,,False
21225,166,24.0,,,,,,47.0,,,,0.3,-142.0,,,,,,-119.0,,,,-165.7,,,,,,True,,,,False
21227,2017,1512.0,1549.8,,,,,1070.0,650.8,1522.7,,1848.7,-505.0,-467.2,,,,,-947.0,-1366.2,-494.3,,-168.3,True,,,,,False,False,True,,True
21229,100,72.0,,,,,,35.0,,,,20.1,-28.0,,,,,,-65.0,,,,-79.9,,,,,,False,,,,False
21231,85,96.0,,,,,,115.0,,,,32.4,11.0,,,,,,30.0,,,,-52.6,,,,,,False,,,,False
21233,70,56.0,,,,,,44.0,,,,20.3,-14.0,,,,,,-26.0,,,,-49.7,,,,,,False,,,,False
21235,174,144.0,,,,,,358.0,,,,1020.2,-30.0,,,,,,184.0,,,,846.2,,,,,,False,,,,False
21237,28,16.0,,,,,,7.0,,,,0.0,-12.0,,,,,,-21.0,,,,-28.0,,,,,,False,,,,False
21239,136,120.0,,,,,,65.0,,,,9.0,-16.0,,,,,,-71.0,,,,-127.0,,,,,,False,,,,False
22001,1290,2504.0,3672.9,,,,,2432.0,932.2,4715.8,,227.9,1214.0,2382.9,,,,,1142.0,-357.8,3425.8,,-1062.1,False,,,,,True,True,False,,True
22003,933,1032.0,,,,,,1012.0,279.2,,,131.9,99.0,,,,,,79.0,-653.8,,,-801.1,,,,,,True,False,,,False
22005,1712,2096.0,978.1,,,,,3204.0,863.6,10530.6,,376.8,384.0,-733.9,,,,,1492.0,-848.4,8818.6,,-1335.2,False,,,,,False,False,False,,False
22007,269,240.0,,,,,,608.0,101.0,,,22.7,-29.0,,,,,,339.0,-168.0,,,-246.3,,,,,,False,False,,,False
22009,811,904.0,,,,,,1442.0,409.6,,,138.0,93.0,,,,,,631.0,-401.4,,,-673.0,,,,,,False,False,,,False
22011,550,728.0,,,,,,1068.0,343.8,,,151.4,178.0,,,,,,518.0,-206.2,,,-398.6,,,,,,False,False,,,False
22013,162,184.0,,,,,,214.0,76.0,,,24.5,22.0,,,,,,52.0,-86.0,,,-137.5,,,,,,False,False,,,False
22015,1420,1760.0,2681.9,,,,,3212.0,1239.9,2017.5,,216.5,340.0,1261.9,,,,,1792.0,-180.1,597.5,,-1203.5,False,,,,,False,True,False,,False
22017,3108,4176.0,2114.0,,,,,7267.0,1391.9,9452.1,,503.1,1068.0,-994.0,,,,,4159.0,-1716.1,6344.1,,-2604.9,True,,,,,False,False,False,,False
22019,3599,7736.0,13057.4,,,,,5251.0,2882.4,5606.9,,828.6,4137.0,9458.4,,,,,1652.0,-716.6,2007.9,,-2770.4,False,,,,,True,True,True,,True
22021,165,56.0,,,,,,236.0,53.6,,,10.6,-109.0,,,,,,71.0,-111.4,,,-154.4,,,,,,True,False,,,False
22023,103,176.0,,,,,,159.0,17.3,,,11.6,73.0,,,,,,56.0,-85.7,,,-91.4,,,,,,True,False,,,False
22025,185,56.0,,,,,,232.0,50.9,,,5.1,-129.0,,,,,,47.0,-134.1,,,-179.9,,,,,,True,False,,,False
22027,301,112.0,,,,,,247.0,95.8,,,14.0,-189.0,,,,,,-54.0,-205.2,,,-287.0,,,,,,True,False,,,False
22029,320,176.0,,,,,,511.0,146.4,,,25.8,-144.0,,,,,,191.0,-173.6,,,-294.2,,,,,,False,False,,,False
22031,374,408.0,,,,,,358.0,157.7,,,44.7,34.0,,,,,,-16.0,-216.3,,,-329.3,,,,,,True,False,,,False
22033,6484,8440.0,3293.4,,,,,12083.0,3204.3,39522.1,,1148.7,1956.0,-3190.6,,,,,5599.0,-3279.7,33038.1,,-5335.3,False,,,,,False,False,False,,False
22035,64,224.0,,,,,,164.0,3.4,,,0.0,160.0,,,,,,100.0,-60.6,,,-64.0,,,,,,True,True,,,True
22037,1140,280.0,,,,,,839.0,118.0,,,40.7,-860.0,,,,,,-301.0,-1022.0,,,-1099.3,,,,,,True,False,,,False
22039,836,736.0,,,,,,1841.0,360.3,,,121.2,-100.0,,,,,,1005.0,-475.7,,,-714.8,,,,,,False,False,,,False
22041,526,448.0,,,,,,461.0,75.3,,,60.5,-78.0,,,,,,-65.0,-450.7,,,-465.5,,,,,,True,False,,,False
22043,319,208.0,,,,,,601.0,223.2,,,22.5,-111.0,,,,,,282.0,-95.8,,,-296.5,,,,,,False,True,,,False
22045,1281,2576.0,3489.5,,,,,3133.0,937.0,3298.1,,206.4,1295.0,2208.5,,,,,1852.0,-344.0,2017.1,,-1074.6,False,,,,,False,True,False,,True
22047,517,608.0,,,,,,1034.0,71.7,,,64.7,91.0,,,,,,517.0,-445.3,,,-452.3,,,,,,False,False,,,False
22049,289,240.0,,,,,,239.0,83.2,,,81.8,-49.0,,,,,,-50.0,-205.8,,,-207.2,,,,,,False,False,,,False
22051,4956,8280.0,2063.9,,,,,10473.0,577.8,7283.6,,1087.7,3324.0,-2892.1,,,,,5517.0,-4378.2,2327.6,,-3868.3,True,,,,,False,False,True,,False
22053,480,992.0,,,,,,1121.0,438.0,,,97.3,512.0,,,,,,641.0,-42.0,,,-382.7,,,,,,False,True,,,True
22055,4000,7496.0,13422.9,,,,,9912.0,3285.8,9804.5,,753.2,3496.0,9422.9,,,,,5912.0,-714.2,5804.5,,-3246.8,False,,,,,False,True,False,,True
22057,1562,2488.0,408.3,,,,,2982.0,596.5,4772.2,,348.2,926.0,-1153.7,,,,,1420.0,-965.5,3210.2,,-1213.8,False,,,,,False,False,False,,False
22059,277,160.0,,,,,,545.0,117.2,,,40.4,-117.0,,,,,,268.0,-159.8,,,-236.6,,,,,,False,False,,,False
22061,533,400.0,,,,,,1059.0,362.5,,,39.1,-133.0,,,,,,526.0,-170.5,,,-493.9,,,,,,False,False,,,False
22063,1745,2496.0,4666.8,,,,,2939.0,1198.7,2304.8,,320.7,751.0,2921.8,,,,,1194.0,-546.3,559.8,,-1424.3,False,,,,,False,True,True,,False
22065,383,424.0,,,,,,166.0,15.4,,,20.9,41.0,,,,,,-217.0,-367.6,,,-362.1,,,,,,False,False,,,False
22067,367,296.0,,,,,,394.0,155.7,,,60.9,-71.0,,,,,,27.0,-211.3,,,-306.1,,,,,,True,False,,,False
22069,547,520.0,,,,,,912.0,389.9,,,70.6,-27.0,,,,,,365.0,-157.1,,,-476.4,,,,,,False,False,,,False
22071,2965,4496.0,59.0,,,,,7923.0,22.7,14445.7,,677.3,1531.0,-2906.0,,,,,4958.0,-2942.3,11480.7,,-2287.7,False,,,,,False,False,False,,False
22073,2342,3168.0,2922.3,,,,,4882.0,1465.1,5180.7,,427.7,826.0,580.3,,,,,2540.0,-876.9,2838.7,,-1914.3,True,,,,,False,False,False,,False
22075,347,256.0,,,,,,441.0,126.0,,,38.2,-91.0,,,,,,94.0,-221.0,,,-308.8,,,,,,False,False,,,False
22077,540,768.0,,,,,,741.0,172.1,,,94.6,228.0,,,,,,201.0,-367.9,,,-445.4,,,,,,True,False,,,False
22079,1811,1784.0,2685.8,,,,,4747.0,786.8,2297.2,,258.1,-27.0,874.8,,,,,2936.0,-1024.2,486.2,,-1552.9,False,,,,,False,False,False,,False
22081,227,320.0,,,,,,107.0,51.5,,,62.9,93.0,,,,,,-120.0,-175.5,,,-164.1,,,,,,False,False,,,False
22083,386,608.0,,,,,,402.0,171.7,,,123.6,222.0,,,,,,16.0,-214.3,,,-262.4,,,,,,True,True,,,False
22085,530,640.0,,,,,,505.0,266.5,,,69.4,110.0,,,,,,-25.0,-263.5,,,-460.6,,,,,,True,False,,,False
22087,525,720.0,,,,,,1164.0,87.7,,,153.2,195.0,,,,,,639.0,-437.3,,,-371.8,,,,,,False,False,,,False
22089,752,824.0,46.4,,,,,1195.0,229.6,595.1,,230.9,72.0,-705.6,,,,,443.0,-522.4,-156.9,,-521.1,False,,,,,False,False,False,,False
22091,245,288.0,,,,,,205.0,85.7,,,49.6,43.0,,,,,,-40.0,-159.3,,,-195.4,,,,,,True,False,,,False
22093,286,472.0,,,,,,464.0,115.4,,,76.8,186.0,,,,,,178.0,-170.6,,,-209.2,,,,,,True,True,,,False
22095,432,392.0,,,,,,842.0,36.6,,,42.2,-40.0,,,,,,410.0,-395.4,,,-389.8,,,,,,False,False,,,False
22097,1884,2120.0,2282.1,,,,,3955.0,957.3,3257.0,,239.3,236.0,398.1,,,,,2071.0,-926.7,1373.0,,-1644.7,False,,,,,False,False,False,,False
22099,872,1416.0,1529.6,,,,,1951.0,547.1,711.0,,134.1,544.0,657.6,,,,,1079.0,-324.9,-161.0,,-737.9,False,,,,,False,True,True,,False
22101,827,1992.0,,,,,,1882.0,491.9,,,248.9,1165.0,,,,,,1055.0,-335.1,,,-578.1,,,,,,True,True,,,True
22103,3009,3744.0,2033.9,,,,,4213.0,1768.5,1832.7,,481.1,735.0,-975.1,,,,,1204.0,-1240.5,-1176.3,,-2527.9,False,,,,,False,False,False,,False
22105,2066,2744.0,1699.3,,,,,3133.0,907.1,8105.1,,418.0,678.0,-366.7,,,,,1067.0,-1158.9,6039.1,,-1648.0,True,,,,,False,False,False,,False
22107,121,48.0,,,,,,20.0,,,,3.6,-73.0,,,,,,-101.0,,,,-117.4,,,,,,False,,,,False
22109,1598,3000.0,1419.3,,,,,4120.0,1052.8,1660.9,,331.2,1402.0,-178.7,,,,,2522.0,-545.2,62.9,,-1266.8,True,,,,,False,True,True,,True
22111,403,168.0,,,,,,575.0,35.4,,,17.2,-235.0,,,,,,172.0,-367.6,,,-385.8,,,,,,True,False,,,False
22113,1261,1480.0,1528.7,,,,,2264.0,674.1,,,184.2,219.0,267.7,,,,,1003.0,-586.9,,,-1076.8,False,,,,,False,False,,,False
22115,657,664.0,,,,,,1233.0,381.3,,,89.3,7.0,,,,,,576.0,-275.7,,,-567.7,,,,,,False,False,,,False
