,actual_cases,COVIDhub-baseline,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Google_Harvard-CPF,IQVIA_ACOE-STAN,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,OliverWyman-Navigator,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Google_Harvard-CPF,error-IQVIA_ACOE-STAN,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-OliverWyman-Navigator,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Google_Harvard-CPF,beat_baseline-IQVIA_ACOE-STAN,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-OliverWyman-Navigator,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
37127,540,294.0,301.5,,221.0,232.0,,,,,134.5,,188.0,,243.8,299.1,,193.3,270.0,309.0,0.0,,80.8,,217.0,,,228.0,220.7,-246.0,-238.5,,-319.0,-308.0,,,,,-405.5,,-352.0,,-296.2,-240.9,,-346.7,-270.0,-231.0,-540.0,,-459.2,,-323.0,,,-312.0,-319.3,True,,False,False,,,,,False,,False,,False,True,,False,False,True,False,,False,,False,,,False,False
37129,398,312.0,274.4,,284.0,338.0,,,,,302.0,,302.0,,293.8,433.6,,185.5,271.8,282.0,377.0,,151.3,,249.7,185.0,,318.0,470.6,-86.0,-123.6,,-114.0,-60.0,,,,,-96.0,,-96.0,,-104.2,35.6,,-212.5,-126.2,-116.0,-21.0,,-246.7,,-148.3,-213.0,,-80.0,72.6,False,,False,True,,,,,False,,False,,False,True,,False,False,False,True,,False,,False,False,,True,True
37131,40,50.0,48.2,,24.0,19.0,,,,,53.4,,22.0,,28.4,29.5,,15.3,39.7,33.0,30.0,,9.9,,42.5,,,45.0,21.2,10.0,8.2,,-16.0,-21.0,,,,,13.4,,-18.0,,-11.6,-10.5,,-24.7,-0.3,-7.0,-10.0,,-30.1,,2.5,,,5.0,-18.8,True,,False,False,,,,,False,,False,,False,False,,False,True,True,False,,False,,True,,,True,False
37133,574,220.0,216.9,,203.0,163.0,,,,,280.5,,427.0,,207.7,389.7,,186.7,247.1,257.0,324.0,,94.9,,168.7,190.0,,191.0,198.5,-354.0,-357.1,,-371.0,-411.0,,,,,-293.5,,-147.0,,-366.3,-184.3,,-387.3,-326.9,-317.0,-250.0,,-479.1,,-405.3,-384.0,,-383.0,-375.5,False,,False,False,,,,,True,,True,,False,True,,False,True,True,True,,False,,False,False,,False,False
37135,177,140.0,142.0,,125.0,226.0,,,,,178.0,,271.0,,107.1,159.6,,85.4,124.9,130.0,90.0,,19.3,,173.7,105.0,,140.0,65.6,-37.0,-35.0,,-52.0,49.0,,,,,1.0,,94.0,,-69.9,-17.4,,-91.6,-52.1,-47.0,-87.0,,-157.7,,-3.3,-72.0,,-37.0,-111.4,True,,False,False,,,,,True,,False,,False,True,,False,False,False,False,,False,,True,False,,False,False
37137,27,4.0,13.7,,4.0,5.0,,,,,29.8,,13.0,,2.8,11.1,,0.4,5.6,,12.0,,0.0,,16.5,,,1.0,30.3,-23.0,-13.3,,-23.0,-22.0,,,,,2.8,,-14.0,,-24.2,-15.9,,-26.6,-21.4,,-15.0,,-27.0,,-10.5,,,-26.0,3.3,True,,False,True,,,,,True,,True,,False,True,,False,True,,True,,False,,True,,,False,True
37139,90,36.0,36.7,,36.0,45.0,,,,,91.1,,69.0,,47.7,54.5,,21.6,40.1,42.0,102.0,,8.4,,49.1,,,26.0,26.6,-54.0,-53.3,,-54.0,-45.0,,,,,1.1,,-21.0,,-42.3,-35.5,,-68.4,-49.9,-48.0,12.0,,-81.6,,-40.9,,,-64.0,-63.4,True,,False,True,,,,,True,,True,,True,True,,False,True,True,True,,False,,True,,,False,False
37141,171,88.0,89.5,,87.0,75.0,,,,,88.4,,108.0,,97.3,166.9,,87.6,138.2,119.0,43.0,,63.1,,59.4,,,82.0,65.3,-83.0,-81.5,,-84.0,-96.0,,,,,-82.6,,-63.0,,-73.7,-4.1,,-83.4,-32.8,-52.0,-128.0,,-107.9,,-111.6,,,-89.0,-105.7,True,,False,False,,,,,True,,True,,True,True,,False,True,True,False,,False,,False,,,False,False
37143,27,18.0,17.6,,12.0,13.0,,,,,24.9,,14.0,,8.6,20.4,,5.1,17.1,14.0,33.0,,1.9,,18.0,,,13.0,12.1,-9.0,-9.4,,-15.0,-14.0,,,,,-2.1,,-13.0,,-18.4,-6.6,,-21.9,-9.9,-13.0,6.0,,-25.1,,-9.0,,,-14.0,-14.9,False,,False,False,,,,,True,,False,,False,True,,False,False,False,True,,False,,True,,,False,False
37145,93,38.0,37.3,,34.0,34.0,,,,,64.2,,61.0,,41.3,65.0,,13.7,39.3,33.0,34.0,,7.2,,33.7,,,35.0,21.0,-55.0,-55.7,,-59.0,-59.0,,,,,-28.8,,-32.0,,-51.7,-28.0,,-79.3,-53.7,-60.0,-59.0,,-85.8,,-59.3,,,-58.0,-72.0,False,,False,False,,,,,True,,True,,True,True,,False,True,False,False,,False,,False,,,False,False
37147,699,292.0,253.4,,272.0,1232.0,,,,,359.1,,344.0,,259.1,367.0,,199.6,305.7,216.0,57.0,,207.2,,431.9,221.0,,192.0,153.2,-407.0,-445.6,,-427.0,533.0,,,,,-339.9,,-355.0,,-439.9,-332.0,,-499.4,-393.3,-483.0,-642.0,,-491.8,,-267.1,-478.0,,-507.0,-545.8,False,,False,False,,,,,True,,True,,False,True,,False,True,False,False,,False,,True,False,,False,False
37149,39,30.0,29.6,,22.0,10.0,,,,,24.6,,31.0,,39.7,29.8,,7.9,19.1,24.0,82.0,,3.9,,27.3,,,30.0,22.1,-9.0,-9.4,,-17.0,-29.0,,,,,-14.4,,-8.0,,0.7,-9.2,,-31.1,-19.9,-15.0,43.0,,-35.1,,-11.7,,,-9.0,-16.9,False,,False,False,,,,,False,,True,,True,False,,False,False,False,False,,False,,False,,,False,False
37151,460,282.0,271.4,,239.0,418.0,,,,,264.0,,318.0,,234.4,339.9,,188.3,230.1,418.0,455.0,,26.3,,282.0,244.0,,324.0,85.0,-178.0,-188.6,,-221.0,-42.0,,,,,-196.0,,-142.0,,-225.6,-120.1,,-271.7,-229.9,-42.0,-5.0,,-433.7,,-178.0,-216.0,,-136.0,-375.0,False,,False,True,,,,,False,,True,,False,True,,False,False,True,True,,False,,True,False,,True,False
37153,207,112.0,112.6,,107.0,61.0,,,,,85.8,,162.0,,106.3,156.2,,61.8,103.7,93.0,32.0,,105.6,,129.1,,,79.0,109.2,-95.0,-94.4,,-100.0,-146.0,,,,,-121.2,,-45.0,,-100.7,-50.8,,-145.2,-103.3,-114.0,-175.0,,-101.4,,-77.9,,,-128.0,-97.8,True,,False,False,,,,,False,,True,,False,True,,False,False,False,False,,False,,True,,,False,False
37155,811,416.0,395.4,,384.0,1062.0,,,,,340.8,,309.0,,361.0,459.4,,322.0,462.1,485.0,211.0,,461.7,,360.4,436.0,,402.0,374.9,-395.0,-415.6,,-427.0,251.0,,,,,-470.2,,-502.0,,-450.0,-351.6,,-489.0,-348.9,-326.0,-600.0,,-349.3,,-450.6,-375.0,,-409.0,-436.1,False,,False,True,,,,,False,,False,,False,True,,False,True,True,False,,True,,False,True,,False,False
37157,300,252.0,273.5,,203.0,221.0,,,,,105.2,,130.0,,220.6,221.4,,147.9,202.7,395.0,79.0,,42.6,,245.9,,,314.0,160.5,-48.0,-26.5,,-97.0,-79.0,,,,,-194.8,,-170.0,,-79.4,-78.6,,-152.1,-97.3,95.0,-221.0,,-257.4,,-54.1,,,14.0,-139.5,True,,False,False,,,,,False,,False,,False,False,,False,False,False,False,,False,,False,,,True,False
37159,312,362.0,382.8,,299.0,503.0,,,,,290.9,,306.0,,318.7,312.7,,267.0,244.9,510.0,132.0,,34.6,,314.2,270.0,,394.0,231.6,50.0,70.8,,-13.0,191.0,,,,,-21.1,,-6.0,,6.7,0.7,,-45.0,-67.1,198.0,-180.0,,-277.4,,2.2,-42.0,,82.0,-80.4,False,,True,False,,,,,True,,True,,True,True,,True,False,False,False,,False,,True,True,,False,False
37161,237,190.0,193.5,,182.0,181.0,,,,,109.9,,179.0,,186.4,224.7,,152.9,194.5,332.0,313.0,,223.4,,142.8,,,261.0,69.3,-47.0,-43.5,,-55.0,-56.0,,,,,-127.1,,-58.0,,-50.6,-12.3,,-84.1,-42.5,95.0,76.0,,-13.6,,-94.2,,,24.0,-167.7,True,,False,False,,,,,False,,False,,False,True,,False,True,False,False,,True,,False,,,True,False
37163,220,140.0,130.7,,124.0,103.0,,,,,195.8,,176.0,,143.3,165.0,,81.7,124.7,161.0,22.0,,64.6,,109.3,,,100.0,123.2,-80.0,-89.3,,-96.0,-117.0,,,,,-24.2,,-44.0,,-76.7,-55.0,,-138.3,-95.3,-59.0,-198.0,,-155.4,,-110.7,,,-120.0,-96.8,False,,False,False,,,,,True,,True,,True,True,,False,False,True,False,,False,,False,,,False,False
37165,213,258.0,225.4,,183.0,447.0,,,,,86.1,,99.0,,335.8,149.2,,120.7,182.1,388.0,159.0,,161.9,,226.4,,,228.0,95.3,45.0,12.4,,-30.0,234.0,,,,,-126.9,,-114.0,,122.8,-63.8,,-92.3,-30.9,175.0,-54.0,,-51.1,,13.4,,,15.0,-117.7,True,,True,False,,,,,False,,False,,False,False,,False,True,False,False,,False,,True,,,True,False
37167,260,228.0,222.2,,182.0,471.0,,,,,126.2,,158.0,,197.3,168.5,,107.1,182.0,295.0,118.0,,121.0,,185.2,,,187.0,205.1,-32.0,-37.8,,-78.0,211.0,,,,,-133.8,,-102.0,,-62.7,-91.5,,-152.9,-78.0,35.0,-142.0,,-139.0,,-74.8,,,-73.0,-54.9,False,,False,False,,,,,False,,False,,False,False,,False,False,False,False,,False,,False,,,False,False
37169,136,70.0,70.1,,63.0,70.0,,,,,65.9,,66.0,,93.3,66.2,,23.3,60.5,109.0,62.0,,55.8,,49.6,,,93.0,35.7,-66.0,-65.9,,-73.0,-66.0,,,,,-70.1,,-70.0,,-42.7,-69.8,,-112.7,-75.5,-27.0,-74.0,,-80.2,,-86.4,,,-43.0,-100.3,True,,False,False,,,,,False,,False,,True,False,,False,False,True,False,,False,,False,,,True,False
37171,200,148.0,157.7,,133.0,414.0,,,,,109.2,,132.0,,136.1,93.0,,62.3,101.4,203.0,313.0,,156.7,,123.8,,,221.0,69.8,-52.0,-42.3,,-67.0,214.0,,,,,-90.8,,-68.0,,-63.9,-107.0,,-137.7,-98.6,3.0,113.0,,-43.3,,-76.2,,,21.0,-130.2,True,,False,False,,,,,False,,False,,False,False,,False,False,True,False,,True,,False,,,True,False
37173,61,26.0,28.1,,18.0,14.0,,,,,33.3,,18.0,,25.1,28.2,,6.3,14.9,14.0,56.0,,39.0,,20.0,,,47.0,6.3,-35.0,-32.9,,-43.0,-47.0,,,,,-27.7,,-43.0,,-35.9,-32.8,,-54.7,-46.1,-47.0,-5.0,,-22.0,,-41.0,,,-14.0,-54.7,True,,False,False,,,,,True,,False,,False,True,,False,False,False,True,,True,,False,,,True,False
37175,50,12.0,12.1,,12.0,1.0,,,,,31.3,,56.0,,22.3,29.8,,0.6,11.7,15.0,22.0,,0.9,,12.5,,,6.0,13.9,-38.0,-37.9,,-38.0,-49.0,,,,,-18.7,,6.0,,-27.7,-20.2,,-49.4,-38.3,-35.0,-28.0,,-49.1,,-37.5,,,-44.0,-36.1,True,,False,False,,,,,True,,True,,True,True,,False,False,True,True,,False,,True,,,False,True
37177,5,0.0,0.3,,0.0,0.0,,,,,21.4,,4.0,,0.2,2.3,,0.1,0.1,1.0,2.0,,0.0,,1.1,,,0.0,2.1,-5.0,-4.7,,-5.0,-5.0,,,,,16.4,,-1.0,,-4.8,-2.7,,-4.9,-4.9,-4.0,-3.0,,-5.0,,-3.9,,,-5.0,-2.9,True,,False,False,,,,,False,,True,,True,True,,True,True,True,True,,False,,True,,,False,True
37179,510,486.0,461.1,,357.0,249.0,,,,,386.6,,487.0,,366.4,371.4,,251.7,407.2,638.0,344.0,,188.8,,388.1,447.0,,524.0,282.0,-24.0,-48.9,,-153.0,-261.0,,,,,-123.4,,-23.0,,-143.6,-138.6,,-258.3,-102.8,128.0,-166.0,,-321.1,,-121.9,-63.0,,14.0,-228.0,False,,False,False,,,,,False,,True,,False,False,,False,False,False,False,,False,,False,False,,True,False
37181,57,84.0,82.1,,75.0,181.0,,,,,116.0,,77.0,,81.2,61.3,,19.3,57.9,91.0,65.0,,24.5,,76.7,,,84.0,34.5,27.0,25.1,,18.0,124.0,,,,,59.0,,20.0,,24.2,4.3,,-37.7,0.9,34.0,8.0,,-32.5,,19.7,,,27.0,-22.5,True,,True,False,,,,,False,,True,,True,True,,False,True,False,True,,False,,True,,,False,True
37183,1532,1200.0,1152.6,1213.6,1067.0,5020.0,,,,,1065.9,,851.0,,1020.3,1409.0,,813.2,1064.6,1338.0,1648.0,,2568.8,,1072.1,964.0,,1180.0,683.0,-332.0,-379.4,-318.4,-465.0,3488.0,,,,,-466.1,,-681.0,,-511.7,-123.0,,-718.8,-467.4,-194.0,116.0,,1036.8,,-459.9,-568.0,,-352.0,-849.0,False,True,False,False,,,,,False,,False,,False,True,,False,False,True,True,,False,,False,False,,False,False
37185,29,30.0,28.7,,27.0,62.0,,,,,38.5,,19.0,,43.8,42.8,,7.5,31.4,27.0,51.0,,14.0,,22.9,,,30.0,27.0,1.0,-0.3,,-2.0,33.0,,,,,9.5,,-10.0,,14.8,13.8,,-21.5,2.4,-2.0,22.0,,-15.0,,-6.1,,,1.0,-2.0,True,,False,False,,,,,False,,False,,False,False,,False,False,False,False,,False,,False,,,False,False
37187,19,20.0,22.0,,18.0,,,,,,31.1,,20.0,,19.0,17.2,,4.2,13.9,14.0,58.0,,23.2,,16.3,,,26.0,5.9,1.0,3.0,,-1.0,,,,,,12.1,,1.0,,0.0,-1.8,,-14.8,-5.1,-5.0,39.0,,4.2,,-2.7,,,7.0,-13.1,False,,False,,,,,,False,,False,,True,False,,False,False,False,False,,False,,False,,,False,False
37189,308,268.0,273.9,,260.0,524.0,,,,,151.9,,162.0,,261.5,98.6,,195.7,281.8,340.0,417.0,,217.3,,244.0,,,232.0,218.6,-40.0,-34.1,,-48.0,216.0,,,,,-156.1,,-146.0,,-46.5,-209.4,,-112.3,-26.2,32.0,109.0,,-90.7,,-64.0,,,-76.0,-89.4,True,,False,False,,,,,False,,False,,False,False,,False,True,True,False,,False,,False,,,False,False
37191,569,266.0,282.6,,210.0,298.0,,,,,382.3,,288.0,,200.2,337.0,,161.1,248.5,365.0,42.0,,128.0,,189.1,,,203.0,155.2,-303.0,-286.4,,-359.0,-271.0,,,,,-186.7,,-281.0,,-368.8,-232.0,,-407.9,-320.5,-204.0,-527.0,,-441.0,,-379.9,,,-366.0,-413.8,True,,False,True,,,,,True,,True,,False,True,,False,False,True,False,,False,,False,,,False,False
37193,234,148.0,152.5,,146.0,232.0,,,,,99.4,,158.0,,143.5,177.0,,121.9,154.7,256.0,168.0,,132.4,,123.0,,,185.0,86.2,-86.0,-81.5,,-88.0,-2.0,,,,,-134.6,,-76.0,,-90.5,-57.0,,-112.1,-79.3,22.0,-66.0,,-101.6,,-111.0,,,-49.0,-147.8,True,,False,True,,,,,False,,True,,False,True,,False,True,True,True,,False,,False,,,True,False
37195,332,172.0,169.4,,164.0,413.0,,,,,158.8,,194.0,,147.2,182.2,,98.5,165.3,181.0,72.0,,115.5,,126.4,,,166.0,165.5,-160.0,-162.6,,-168.0,81.0,,,,,-173.2,,-138.0,,-184.8,-149.8,,-233.5,-166.7,-151.0,-260.0,,-216.5,,-205.6,,,-166.0,-166.5,False,,False,True,,,,,False,,True,,False,True,,False,False,True,False,,False,,False,,,False,False
37197,122,62.0,58.8,,61.0,65.0,,,,,75.2,,66.0,,65.2,54.2,,29.8,62.2,100.0,61.0,,68.6,,46.2,,,75.0,39.3,-60.0,-63.2,,-61.0,-57.0,,,,,-46.8,,-56.0,,-56.8,-67.8,,-92.2,-59.8,-22.0,-61.0,,-53.4,,-75.8,,,-47.0,-82.7,False,,False,True,,,,,True,,True,,True,False,,False,True,True,False,,True,,False,,,True,False
37199,36,16.0,30.2,,14.0,14.0,,,,,69.1,,20.0,,37.6,27.5,,2.2,12.9,,8.0,,9.8,,11.6,,,44.0,27.1,-20.0,-5.8,,-22.0,-22.0,,,,,33.1,,-16.0,,1.6,-8.5,,-33.8,-23.1,,-28.0,,-26.2,,-24.4,,,8.0,-8.9,True,,False,False,,,,,False,,True,,True,True,,False,False,,False,,False,,False,,,True,True
38001,24,12.0,12.5,,8.0,0.0,,,,,13.1,,19.0,,18.0,7.8,,,2.1,14.0,18.0,,1.0,,,,,14.0,,-12.0,-11.5,,-16.0,-24.0,,,,,-10.9,,-5.0,,-6.0,-16.2,,,-21.9,-10.0,-6.0,,-23.0,,,,,-10.0,,True,,False,False,,,,,True,,True,,True,False,,,False,True,True,,False,,,,,True,
38003,40,34.0,39.2,,34.0,25.0,,,,,139.9,,102.0,,36.5,16.5,,22.9,40.2,74.0,24.0,,6.5,,36.1,,,32.0,,-6.0,-0.8,,-6.0,-15.0,,,,,99.9,,62.0,,-3.5,-23.5,,-17.1,0.2,34.0,-16.0,,-33.5,,-3.9,,,-8.0,,True,,False,False,,,,,False,,False,,True,False,,False,True,False,False,,False,,True,,,False,
38005,85,48.0,45.0,,30.0,14.0,,,,,36.6,,35.0,,22.1,20.7,,21.9,36.1,106.0,33.0,,11.8,,41.0,,,29.0,,-37.0,-40.0,,-55.0,-71.0,,,,,-48.4,,-50.0,,-62.9,-64.3,,-63.1,-48.9,21.0,-52.0,,-73.2,,-44.0,,,-56.0,,False,,False,False,,,,,False,,False,,False,False,,False,False,True,False,,False,,False,,,False,
38007,13,2.0,0.8,,2.0,0.0,,,,,12.2,,10.0,,0.8,1.4,,,1.7,2.0,2.0,,2.1,,,,,3.0,,-11.0,-12.2,,-11.0,-13.0,,,,,-0.8,,-3.0,,-12.2,-11.6,,,-11.3,-11.0,-11.0,,-10.9,,,,,-10.0,,False,,False,False,,,,,True,,True,,False,False,,,False,False,False,,True,,,,,True,
38009,80,68.0,65.6,,24.0,19.0,,,,,30.3,,53.0,,134.4,5.5,,7.7,24.2,73.0,52.0,,13.8,,,,,75.0,,-12.0,-14.4,,-56.0,-61.0,,,,,-49.7,,-27.0,,54.4,-74.5,,-72.3,-55.8,-7.0,-28.0,,-66.2,,,,,-5.0,,False,,False,False,,,,,False,,False,,False,False,,False,False,True,False,,False,,,,,True,
38011,50,16.0,16.5,,16.0,,,,,,20.9,,21.0,,26.8,5.0,,6.4,14.2,16.0,33.0,,26.6,,,,,18.0,,-34.0,-33.5,,-34.0,,,,,,-29.1,,-29.0,,-23.2,-45.0,,-43.6,-35.8,-34.0,-17.0,,-23.4,,,,,-32.0,,True,,False,,,,,,True,,True,,True,False,,False,False,False,True,,True,,,,,True,
38013,10,6.0,4.9,,4.0,0.0,,,,,31.5,,14.0,,9.3,1.0,,3.2,2.8,14.0,1.0,,3.6,,,,,4.0,,-4.0,-5.1,,-6.0,-10.0,,,,,21.5,,4.0,,-0.7,-9.0,,-6.8,-7.2,4.0,-9.0,,-6.3,,,,,-6.0,,False,,False,False,,,,,False,,False,,True,False,,False,False,False,False,,False,,,,,False,
38015,1376,916.0,899.4,,813.0,904.0,,,,,915.8,,552.0,,995.5,348.7,,794.3,795.8,1032.0,1355.0,,713.5,,820.2,,,658.0,,-460.0,-476.6,,-563.0,-472.0,,,,,-460.2,,-824.0,,-380.5,-1027.3,,-581.7,-580.2,-344.0,-21.0,,-662.5,,-555.8,,,-718.0,,False,,False,False,,,,,False,,False,,True,False,,False,False,True,True,,False,,False,,,False,
38017,1810,1062.0,1083.5,,1055.0,1144.0,,,,,1113.1,,923.0,,1047.2,697.3,,972.7,1103.8,1302.0,1031.0,,1062.9,,1193.7,1246.0,,989.0,,-748.0,-726.5,,-755.0,-666.0,,,,,-696.9,,-887.0,,-762.8,-1112.7,,-837.3,-706.2,-508.0,-779.0,,-747.1,,-616.3,-564.0,,-821.0,,True,,False,True,,,,,True,,False,,False,False,,False,True,True,False,,True,,True,True,,False,
38019,7,2.0,2.9,,2.0,0.0,,,,,28.7,,28.0,,2.4,2.3,,,2.7,,6.0,,2.2,,,,,2.0,,-5.0,-4.1,,-5.0,-7.0,,,,,21.7,,21.0,,-4.6,-4.7,,,-4.3,,-1.0,,-4.8,,,,,-5.0,,True,,False,False,,,,,False,,False,,True,True,,,True,,True,,True,,,,,False,
38021,62,138.0,134.4,,65.0,52.0,,,,,42.9,,65.0,,274.4,6.4,,182.5,44.9,175.0,164.0,,30.0,,,,,33.0,,76.0,72.4,,3.0,-10.0,,,,,-19.1,,3.0,,212.4,-55.6,,120.5,-17.1,113.0,102.0,,-32.0,,,,,-29.0,,True,,True,True,,,,,True,,True,,False,True,,False,True,False,False,,True,,,,,True,
38023,32,4.0,4.0,,4.0,0.0,,,,,10.4,,23.0,,6.6,1.5,,0.4,0.0,0.0,16.0,,4.1,,,,,6.0,,-28.0,-28.0,,-28.0,-32.0,,,,,-21.6,,-9.0,,-25.4,-30.5,,-31.6,-32.0,-32.0,-16.0,,-27.9,,,,,-26.0,,False,,False,False,,,,,True,,True,,True,False,,False,False,False,True,,True,,,,,True,
38025,64,46.0,44.3,,36.0,0.0,,,,,78.8,,33.0,,54.4,5.2,,26.3,38.2,56.0,53.0,,23.2,,42.9,,,32.0,,-18.0,-19.7,,-28.0,-64.0,,,,,14.8,,-31.0,,-9.6,-58.8,,-37.7,-25.8,-8.0,-11.0,,-40.8,,-21.1,,,-32.0,,False,,False,False,,,,,True,,False,,True,False,,False,False,True,True,,False,,False,,,False,
38027,50,40.0,44.4,,21.0,0.0,,,,,20.6,,13.0,,62.0,1.6,,13.0,21.1,55.0,70.0,,43.6,,,,,24.0,,-10.0,-5.6,,-29.0,-50.0,,,,,-29.4,,-37.0,,12.0,-48.4,,-37.0,-28.9,5.0,20.0,,-6.4,,,,,-26.0,,True,,False,False,,,,,False,,False,,False,False,,False,False,True,False,,True,,,,,False,
38029,60,106.0,100.3,,49.0,0.0,,,,,16.5,,20.0,,132.9,2.7,,26.6,52.3,80.0,104.0,,51.1,,,,,0.0,,46.0,40.3,,-11.0,-60.0,,,,,-43.5,,-40.0,,72.9,-57.3,,-33.4,-7.7,20.0,44.0,,-8.9,,,,,-60.0,,True,,True,False,,,,,True,,True,,False,False,,True,True,True,True,,True,,,,,False,
38031,62,18.0,18.9,,18.0,0.0,,,,,22.9,,36.0,,20.8,4.1,,11.0,15.8,25.0,41.0,,31.5,,,,,0.0,,-44.0,-43.1,,-44.0,-62.0,,,,,-39.1,,-26.0,,-41.2,-57.9,,-51.0,-46.2,-37.0,-21.0,,-30.5,,,,,-62.0,,True,,False,False,,,,,True,,True,,True,False,,False,False,True,True,,True,,,,,False,
38033,41,32.0,30.1,,26.0,,,,,,20.1,,6.0,,22.2,4.2,,,27.1,35.0,1.0,,191.5,,,,,33.0,,-9.0,-10.9,,-15.0,,,,,,-20.9,,-35.0,,-18.8,-36.8,,,-13.9,-6.0,-40.0,,150.5,,,,,-8.0,,False,,False,,,,,,False,,False,,False,False,,,False,True,False,,False,,,,,True,
38035,623,302.0,309.3,,300.0,435.0,,,,,336.1,,521.0,,352.4,296.5,,237.4,267.7,260.0,337.0,,326.5,,262.8,,,259.0,,-321.0,-313.7,,-323.0,-188.0,,,,,-286.9,,-102.0,,-270.6,-326.5,,-385.6,-355.3,-363.0,-286.0,,-296.5,,-360.2,,,-364.0,,True,,False,True,,,,,True,,True,,True,False,,False,False,False,True,,True,,False,,,False,
38037,19,34.0,36.5,,16.0,0.0,,,,,20.4,,14.0,,80.7,0.9,,3.5,18.7,,50.0,,14.3,,,,,41.0,,15.0,17.5,,-3.0,-19.0,,,,,1.4,,-5.0,,61.7,-18.1,,-15.5,-0.3,,31.0,,-4.7,,,,,22.0,,False,,True,False,,,,,True,,True,,False,False,,False,True,,False,,True,,,,,False,
38039,7,6.0,5.2,,5.0,0.0,,,,,7.4,,17.0,,6.4,1.9,,7.3,3.3,17.0,2.0,,1.7,,,,,3.0,,-1.0,-1.8,,-2.0,-7.0,,,,,0.4,,10.0,,-0.6,-5.1,,0.3,-3.7,10.0,-5.0,,-5.3,,,,,-4.0,,False,,False,False,,,,,True,,False,,True,False,,True,False,False,False,,False,,,,,False,
38041,29,12.0,12.0,,12.0,,,,,,19.8,,21.0,,13.9,8.2,,,15.0,21.0,2.0,,11.4,,,,,13.0,,-17.0,-17.0,,-17.0,,,,,,-9.2,,-8.0,,-15.1,-20.8,,,-14.0,-8.0,-27.0,,-17.6,,,,,-16.0,,False,,False,,,,,,True,,True,,True,False,,,True,True,False,,False,,,,,True,
38043,14,22.0,21.0,,16.0,0.0,,,,,26.4,,20.0,,25.5,4.0,,,9.6,28.0,23.0,,8.2,,,,,47.0,,8.0,7.0,,2.0,-14.0,,,,,12.4,,6.0,,11.5,-10.0,,,-4.4,14.0,9.0,,-5.8,,,,,33.0,,True,,True,False,,,,,False,,True,,False,False,,,True,False,False,,True,,,,,False,
38045,79,44.0,43.4,,44.0,10.0,,,,,41.1,,30.0,,77.5,1.0,,,48.0,46.0,92.0,,63.1,,36.0,,,55.0,,-35.0,-35.6,,-35.0,-69.0,,,,,-37.9,,-49.0,,-1.5,-78.0,,,-31.0,-33.0,13.0,,-15.9,,-43.0,,,-24.0,,False,,False,False,,,,,False,,False,,True,False,,,True,True,True,,True,,False,,,True,
38047,29,46.0,50.2,,25.0,5.0,,,,,14.3,,21.0,,93.7,5.5,,,27.8,51.0,65.0,,9.5,,,,,25.0,,17.0,21.2,,-4.0,-24.0,,,,,-14.7,,-8.0,,64.7,-23.4,,,-1.2,22.0,36.0,,-19.5,,,,,-4.0,,False,,True,False,,,,,True,,True,,False,False,,,True,False,False,,False,,,,,True,
