,actual_cases,COVIDhub-baseline,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IowaStateLW-STEM,LANL-GrowthRate,MITCovAlliance-SIR,RobertWalraven-ESG,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IowaStateLW-STEM,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IowaStateLW-STEM,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
48231,458,371.0,,,,882.0,42.9,295.7,1.4,310.0,,235.0,-87.0,,,,424.0,-415.1,-162.3,-456.6,-148.0,,-223.0,,,,False,False,False,False,False,,False
48233,136,56.0,,,,85.0,3.4,85.4,17.9,40.8,,71.0,-80.0,,,,-51.0,-132.6,-50.6,-118.1,-95.2,,-65.0,,,,True,False,True,False,False,,True
48235,3,7.0,,,,0.0,0.2,,2.6,10.2,,61.0,4.0,,,,-3.0,-2.8,,-0.4,7.2,,58.0,,,,True,True,,True,False,,False
48237,35,35.0,,,,51.0,1.3,74.6,30.2,152.0,,17.0,0.0,,,,16.0,-33.7,39.6,-4.8,117.0,,-18.0,,,,False,False,False,False,False,,False
48239,146,168.0,,,,122.0,44.0,0.1,27.5,175.7,,68.0,22.0,,,,-24.0,-102.0,-145.9,-118.5,29.7,,-78.0,,,,False,False,False,False,False,,False
48241,114,0.0,,,,508.0,0.5,265.9,9.5,170.9,,13.0,-114.0,,,,394.0,-113.5,151.9,-104.5,56.9,,-101.0,,,,False,True,False,True,True,,True
48243,9,0.0,,,,0.0,,,0.0,1.0,,0.0,-9.0,,,,-9.0,,,-9.0,-8.0,,-9.0,,,,False,,,False,True,,False
48245,1407,847.0,,,,3451.0,225.6,841.9,344.1,906.9,,337.0,-560.0,,,,2044.0,-1181.4,-565.1,-1062.9,-500.1,,-1070.0,,,,False,False,False,False,True,,False
48247,79,28.0,,,,41.0,7.9,,20.3,39.3,,48.0,-51.0,,,,-38.0,-71.1,,-58.7,-39.7,,-31.0,,,,True,False,,False,True,,True
48249,583,448.0,,,,321.0,633.8,173.5,131.7,588.1,,161.0,-135.0,,,,-262.0,50.8,-409.5,-451.3,5.1,,-422.0,,,,False,True,False,False,True,,False
48251,926,749.0,,,,1098.0,108.4,803.3,284.1,942.4,,215.0,-177.0,,,,172.0,-817.6,-122.7,-641.9,16.4,,-711.0,,,,True,False,True,False,True,,False
48253,68,0.0,,,,134.0,71.9,0.3,22.8,6.7,,0.0,-68.0,,,,66.0,3.9,-67.7,-45.2,-61.3,,-68.0,,,,True,True,True,True,True,,False
48255,224,140.0,,,,150.0,17.0,0.0,14.3,656.4,,13.0,-84.0,,,,-74.0,-207.0,-224.0,-209.7,432.4,,-211.0,,,,True,False,False,False,False,,False
48257,641,707.0,,,,1073.0,89.8,688.5,281.1,635.8,,170.0,66.0,,,,432.0,-551.2,47.5,-359.9,-5.2,,-471.0,,,,False,False,True,False,True,,False
48259,193,28.0,,,,186.0,0.4,159.7,41.3,34.8,,15.0,-165.0,,,,-7.0,-192.6,-33.3,-151.7,-158.2,,-178.0,,,,True,False,True,True,True,,False
48261,1,0.0,,,,0.0,,,0.5,4.1,,0.0,-1.0,,,,-1.0,,,-0.5,3.1,,-1.0,,,,False,,,True,False,,False
48263,3,7.0,,,,0.0,,,0.4,5.2,,7.0,4.0,,,,-3.0,,,-2.6,2.2,,4.0,,,,True,,,True,True,,False
48265,237,63.0,,,,218.0,6.2,102.9,2.0,116.7,,31.0,-174.0,,,,-19.0,-230.8,-134.1,-235.0,-120.3,,-206.0,,,,True,False,True,False,True,,False
48267,5,0.0,,,,7.0,0.5,,0.3,4.5,,0.0,-5.0,,,,2.0,-4.5,,-4.7,-0.5,,-5.0,,,,True,True,,True,True,,False
48269,1,0.0,,,,0.0,,,0.0,,,,-1.0,,,,-1.0,,,-1.0,,,,,,,False,,,False,,,
48271,41,0.0,,,,0.0,0.6,,3.3,,,0.0,-41.0,,,,-41.0,-40.4,,-37.7,,,-41.0,,,,False,True,,True,,,False
48273,427,406.0,,,,346.0,476.5,39.2,9.6,512.8,,176.0,-21.0,,,,-81.0,49.5,-387.8,-417.4,85.8,,-251.0,,,,False,False,False,False,False,,False
48275,45,21.0,,,,7.0,2.7,,0.0,45.2,,24.0,-24.0,,,,-38.0,-42.3,,-45.0,0.2,,-21.0,,,,False,False,,False,True,,True
48277,836,56.0,,,,391.0,8.5,161.5,16.1,73.8,,39.0,-780.0,,,,-445.0,-827.5,-674.5,-819.9,-762.2,,-797.0,,,,True,False,True,False,True,,False
48279,174,105.0,,,,63.0,26.3,0.0,0.0,181.6,,77.0,-69.0,,,,-111.0,-147.7,-174.0,-174.0,7.6,,-97.0,,,,False,False,False,False,True,,False
48281,146,84.0,,,,98.0,20.0,224.0,34.4,101.9,,34.0,-62.0,,,,-48.0,-126.0,78.0,-111.6,-44.1,,-112.0,,,,True,False,False,False,True,,False
48283,28,0.0,,,,67.0,67.1,0.0,41.1,165.3,,0.0,-28.0,,,,39.0,39.1,-28.0,13.1,137.3,,-28.0,,,,False,False,True,True,False,,False
48285,426,147.0,,,,124.0,22.8,1.0,16.4,227.0,,83.0,-279.0,,,,-302.0,-403.2,-425.0,-409.6,-199.0,,-343.0,,,,False,False,False,False,True,,False
48287,41,56.0,,,,112.0,11.7,66.6,9.2,127.6,,34.0,15.0,,,,71.0,-29.3,25.6,-31.8,86.6,,-7.0,,,,False,False,False,False,False,,True
48289,133,147.0,,,,159.0,90.0,78.5,338.6,131.0,,286.0,14.0,,,,26.0,-43.0,-54.5,205.6,-2.0,,153.0,,,,False,False,False,False,True,,False
48291,562,3493.0,,,,1043.0,2043.7,770.0,5233.4,1708.5,,1894.0,2931.0,,,,481.0,1481.7,208.0,4671.4,1146.5,,1332.0,,,,True,True,True,False,True,,True
48293,228,364.0,,,,229.0,405.5,164.3,221.6,344.8,,272.0,136.0,,,,1.0,177.5,-63.7,-6.4,116.8,,44.0,,,,True,False,True,True,True,,True
48295,38,14.0,,,,7.0,1.0,,2.7,12.3,,17.0,-24.0,,,,-31.0,-37.0,,-35.3,-25.7,,-21.0,,,,False,False,,False,False,,True
48297,44,336.0,,,,50.0,49.3,30.2,17.5,252.9,,217.0,292.0,,,,6.0,5.3,-13.8,-26.5,208.9,,173.0,,,,True,True,True,True,True,,True
48299,64,21.0,,,,77.0,0.8,45.7,0.7,53.1,,37.0,-43.0,,,,13.0,-63.2,-18.3,-63.3,-10.9,,-27.0,,,,True,False,True,False,True,,True
48301,0,0.0,,,,0.0,,,0.0,,,,0.0,,,,0.0,,,0.0,,,,,,,True,,,True,,,
48303,7932,2968.0,,,,2396.0,3281.0,695.1,101.3,2043.8,,2049.0,-4964.0,,,,-5536.0,-4651.0,-7236.9,-7830.6,-5888.2,,-5883.0,,,,False,True,False,False,False,,False
48305,65,21.0,,,,7.0,8.0,,0.0,26.3,,8.0,-44.0,,,,-58.0,-57.0,,-65.0,-38.7,,-57.0,,,,False,False,,False,True,,False
48307,79,238.0,,,,46.0,521.0,30.4,31.9,262.2,,190.0,159.0,,,,-33.0,442.0,-48.6,-47.1,183.2,,111.0,,,,True,False,True,True,False,,True
48309,3128,3640.0,,,,1863.0,3338.7,920.2,118.6,2265.8,,2504.0,512.0,,,,-1265.0,210.7,-2207.8,-3009.4,-862.2,,-624.0,,,,False,True,False,False,False,,False
48311,13,7.0,,,,0.0,,,3.2,12.7,,4.0,-6.0,,,,-13.0,,,-9.8,-0.3,,-9.0,,,,False,,,False,True,,False
48313,68,980.0,,,,298.0,275.7,4.8,214.2,1071.8,,0.0,912.0,,,,230.0,207.7,-63.2,146.2,1003.8,,-68.0,,,,True,True,True,True,False,,True
48315,23,7.0,,,,77.0,0.0,18.2,0.0,19.7,,5.0,-16.0,,,,54.0,-23.0,-4.8,-23.0,-3.3,,-18.0,,,,False,False,True,False,True,,False
48317,14,7.0,,,,10.0,8.5,,1.0,50.3,,2.0,-7.0,,,,-4.0,-5.5,,-13.0,36.3,,-12.0,,,,True,True,,False,False,,False
48319,7,63.0,,,,15.0,1.9,,20.5,61.6,,40.0,56.0,,,,8.0,-5.1,,13.5,54.6,,33.0,,,,True,True,,True,True,,True
48321,194,315.0,,,,685.0,76.6,0.4,99.0,156.6,,111.0,121.0,,,,491.0,-117.4,-193.6,-95.0,-37.4,,-83.0,,,,False,True,False,True,True,,True
48323,580,987.0,,,,2638.0,58.2,1086.8,23.4,1136.8,,0.0,407.0,,,,2058.0,-521.8,506.8,-556.6,556.8,,-580.0,,,,False,False,False,False,False,,False
48325,152,294.0,,,,288.0,35.0,369.4,48.2,271.1,,54.0,142.0,,,,136.0,-117.0,217.4,-103.8,119.1,,-98.0,,,,True,True,False,True,True,,True
48327,20,0.0,,,,7.0,,,1.3,6.4,,1.0,-20.0,,,,-13.0,,,-18.7,-13.6,,-19.0,,,,True,,,True,True,,True
48329,1205,1099.0,,,,1893.0,578.7,581.0,39.0,494.8,,470.0,-106.0,,,,688.0,-626.3,-624.0,-1166.0,-710.2,,-735.0,,,,False,False,False,False,False,,False
48331,112,175.0,,,,209.0,98.6,155.8,79.0,97.6,,85.0,63.0,,,,97.0,-13.4,43.8,-33.0,-14.4,,-27.0,,,,False,True,True,True,True,,True
48333,38,14.0,,,,11.0,1.8,,3.7,,,6.0,-24.0,,,,-27.0,-36.2,,-34.3,,,-32.0,,,,False,False,,False,,,False
48335,62,7.0,,,,24.0,10.1,,1.0,60.6,,1.0,-55.0,,,,-38.0,-51.9,,-61.0,-1.4,,-61.0,,,,True,True,,False,True,,False
48337,116,91.0,,,,143.0,40.5,225.3,115.4,155.1,,116.0,-25.0,,,,27.0,-75.5,109.3,-0.6,39.1,,0.0,,,,False,False,False,True,False,,True
48339,4264,4655.0,,,,5556.0,2093.8,1122.5,184.2,4567.2,,3018.0,391.0,,,,1292.0,-2170.2,-3141.5,-4079.8,303.2,,-1246.0,,,,False,False,False,False,True,,False
48341,151,105.0,,,,131.0,4.5,4.9,26.9,167.0,,0.0,-46.0,,,,-20.0,-146.5,-146.1,-124.1,16.0,,-151.0,,,,True,False,False,False,True,,False
48343,46,126.0,,,,75.0,33.1,75.0,13.2,167.4,,100.0,80.0,,,,29.0,-12.9,29.0,-32.8,121.4,,54.0,,,,True,True,True,True,False,,True
48345,6,0.0,,,,0.0,0.1,,0.0,2.8,,0.0,-6.0,,,,-6.0,-5.9,,-6.0,-3.2,,-6.0,,,,False,True,,False,True,,False
48347,396,567.0,,,,919.0,249.3,194.7,134.9,1053.3,,442.0,171.0,,,,523.0,-146.7,-201.3,-261.1,657.3,,46.0,,,,False,True,False,False,False,,True
48349,304,455.0,,,,565.0,81.2,289.3,94.0,241.0,,180.0,151.0,,,,261.0,-222.8,-14.7,-210.1,-63.0,,-124.0,,,,False,False,True,False,True,,True
48351,26,0.0,,,,227.0,0.3,196.1,2.2,134.3,,14.0,-26.0,,,,201.0,-25.7,170.1,-23.8,108.3,,-12.0,,,,False,True,False,True,False,,True
48353,211,35.0,,,,46.0,3.4,32.6,19.6,67.7,,45.0,-176.0,,,,-165.0,-207.6,-178.4,-191.4,-143.3,,-166.0,,,,True,False,False,False,True,,True
48355,2318,5670.0,,,,4725.0,3170.2,53.3,100.5,7380.8,,0.0,3352.0,,,,2407.0,852.2,-2264.7,-2217.4,5062.8,,-2318.0,,,,True,True,True,True,False,,True
48357,147,49.0,,,,75.0,4.6,20.6,27.7,41.6,,83.0,-98.0,,,,-72.0,-142.4,-126.4,-119.3,-105.4,,-64.0,,,,True,False,False,False,False,,True
48359,11,7.0,,,,2.0,0.2,,0.0,,,86.0,-4.0,,,,-9.0,-10.8,,-11.0,,,75.0,,,,False,False,,False,,,False
48361,358,434.0,,,,925.0,561.0,1156.1,7.7,344.7,,199.0,76.0,,,,567.0,203.0,798.1,-350.3,-13.3,,-159.0,,,,False,False,False,False,True,,False
48363,242,126.0,,,,185.0,14.3,266.3,21.6,219.5,,39.0,-116.0,,,,-57.0,-227.7,24.3,-220.4,-22.5,,-203.0,,,,True,False,True,False,True,,False
48365,134,77.0,,,,275.0,4.9,53.5,1.1,112.5,,72.0,-57.0,,,,141.0,-129.1,-80.5,-132.9,-21.5,,-62.0,,,,False,False,False,False,True,,False
48367,624,455.0,,,,977.0,60.3,667.6,433.2,200.7,,186.0,-169.0,,,,353.0,-563.7,43.6,-190.8,-423.3,,-438.0,,,,False,False,True,False,False,,False
48369,144,91.0,,,,40.0,3.8,0.2,25.2,58.0,,30.0,-53.0,,,,-104.0,-140.2,-143.8,-118.8,-86.0,,-114.0,,,,False,False,False,False,False,,False
48371,128,168.0,,,,322.0,15.4,0.0,0.0,95.5,,155.0,40.0,,,,194.0,-112.6,-128.0,-128.0,-32.5,,27.0,,,,False,False,False,False,True,,True
48373,124,35.0,,,,687.0,3.3,82.2,0.7,88.8,,2.0,-89.0,,,,563.0,-120.7,-41.8,-123.3,-35.2,,-122.0,,,,False,False,True,False,True,,False
48375,3096,742.0,,,,934.0,140.8,19.0,6.6,480.4,,294.0,-2354.0,,,,-2162.0,-2955.2,-3077.0,-3089.4,-2615.6,,-2802.0,,,,True,False,False,False,False,,False
48377,73,7.0,,,,17.0,4.5,,1.3,19.2,,0.0,-66.0,,,,-56.0,-68.5,,-71.7,-53.8,,-73.0,,,,True,False,,False,True,,False
48379,21,28.0,,,,49.0,4.0,,0.4,108.1,,31.0,7.0,,,,28.0,-17.0,,-20.6,87.1,,10.0,,,,False,False,,False,False,,False
48381,2123,882.0,,,,538.0,616.6,529.8,265.1,682.9,,588.0,-1241.0,,,,-1585.0,-1506.4,-1593.2,-1857.8,-1440.1,,-1535.0,,,,False,False,False,False,False,,False
48383,10,56.0,,,,9.0,2.5,,31.5,62.1,,59.0,46.0,,,,-1.0,-7.5,,21.5,52.1,,49.0,,,,True,True,,True,False,,False
48385,16,35.0,,,,4.0,,0.0,18.1,,,49.0,19.0,,,,-12.0,,-16.0,2.1,,,33.0,,,,True,,True,True,,,False
48387,37,21.0,,,,51.0,0.1,16.1,8.8,29.1,,63.0,-16.0,,,,14.0,-36.9,-20.9,-28.2,-7.9,,26.0,,,,True,False,False,False,True,,False
48389,74,56.0,,,,123.0,3.6,0.0,7.5,57.6,,58.0,-18.0,,,,49.0,-70.4,-74.0,-66.5,-16.4,,-16.0,,,,False,False,False,False,True,,True
48391,50,112.0,,,,23.0,26.8,0.0,11.6,162.3,,30.0,62.0,,,,-27.0,-23.2,-50.0,-38.4,112.3,,-20.0,,,,True,True,True,True,False,,True
48393,7,14.0,,,,0.0,0.1,,1.0,5.9,,30.0,7.0,,,,-7.0,-6.9,,-6.0,-1.1,,23.0,,,,False,True,,True,True,,False
48395,154,35.0,,,,172.0,3.7,46.1,0.7,94.1,,20.0,-119.0,,,,18.0,-150.3,-107.9,-153.3,-59.9,,-134.0,,,,True,False,True,False,True,,False
48397,482,350.0,,,,725.0,140.6,534.6,701.0,619.0,,76.0,-132.0,,,,243.0,-341.4,52.6,219.0,137.0,,-406.0,,,,False,False,True,False,False,,False
48399,103,98.0,,,,32.0,11.3,2.4,37.0,84.3,,37.0,-5.0,,,,-71.0,-91.7,-100.6,-66.0,-18.7,,-66.0,,,,False,False,False,False,False,,False
48401,294,1925.0,,,,797.0,825.4,330.8,45.8,671.8,,1616.0,1631.0,,,,503.0,531.4,36.8,-248.2,377.8,,1322.0,,,,True,True,True,True,True,,True
48403,15,0.0,,,,68.0,2.7,,20.3,43.0,,2.0,-15.0,,,,53.0,-12.3,,5.3,28.0,,-13.0,,,,False,True,,True,False,,True
48405,25,21.0,,,,112.0,1.0,27.2,0.1,13.5,,4.0,-4.0,,,,87.0,-24.0,2.2,-24.9,-11.5,,-21.0,,,,False,False,True,False,False,,False
48407,31,56.0,,,,314.0,7.7,90.0,19.9,96.3,,29.0,25.0,,,,283.0,-23.3,59.0,-11.1,65.3,,-2.0,,,,False,True,False,True,False,,True
48409,292,623.0,,,,520.0,240.2,267.8,128.1,342.9,,153.0,331.0,,,,228.0,-51.8,-24.2,-163.9,50.9,,-139.0,,,,True,True,True,True,True,,True
48411,75,35.0,,,,30.0,2.7,,28.0,52.7,,46.0,-40.0,,,,-45.0,-72.3,,-47.0,-22.3,,-29.0,,,,False,False,,False,True,,True
48413,17,14.0,,,,7.0,,,3.6,14.1,,79.0,-3.0,,,,-10.0,,,-13.4,-2.9,,62.0,,,,False,,,False,True,,False
48415,417,217.0,,,,100.0,14.9,0.1,278.2,434.6,,157.0,-200.0,,,,-317.0,-402.1,-416.9,-138.8,17.6,,-260.0,,,,False,False,False,True,True,,False
48417,20,21.0,,,,0.0,0.5,,1.3,19.2,,59.0,1.0,,,,-20.0,-19.5,,-18.6,-0.8,,39.0,,,,False,False,,False,True,,False
48419,102,70.0,,,,346.0,9.9,68.8,26.8,87.5,,59.0,-32.0,,,,244.0,-92.1,-33.2,-75.2,-14.5,,-43.0,,,,False,False,False,False,True,,False
48421,20,21.0,,,,14.0,1.3,,4.5,17.3,,17.0,1.0,,,,-6.0,-18.7,,-15.5,-2.7,,-3.0,,,,False,False,,False,False,,False
48423,971,1603.0,,,,2372.0,1297.7,665.2,138.8,1070.9,,1051.0,632.0,,,,1401.0,326.7,-305.8,-832.2,99.9,,80.0,,,,False,True,True,False,True,,True
48425,38,35.0,,,,43.0,,139.3,17.9,186.1,,23.0,-3.0,,,,5.0,,101.3,-20.1,148.1,,-15.0,,,,False,,False,False,False,,False
48427,711,1659.0,,,,2111.0,558.3,3.4,37.9,1499.3,,269.0,948.0,,,,1400.0,-152.7,-707.6,-673.1,788.3,,-442.0,,,,False,True,True,True,True,,True
48429,55,0.0,,,,37.0,32.9,0.0,73.0,161.7,,0.0,-55.0,,,,-18.0,-22.1,-55.0,18.0,106.7,,-55.0,,,,True,True,True,True,False,,False
48431,10,7.0,,,,0.0,,,1.2,,,22.0,-3.0,,,,-10.0,,,-8.8,,,12.0,,,,False,,,False,,,False
48433,9,21.0,,,,0.0,,,1.4,19.5,,32.0,12.0,,,,-9.0,,,-7.6,10.5,,23.0,,,,True,,,True,True,,False
48435,19,0.0,,,,15.0,,,4.1,37.2,,3.0,-19.0,,,,-4.0,,,-14.9,18.2,,-16.0,,,,True,,,True,True,,True
48437,45,35.0,,,,15.0,9.3,,7.0,18.3,,34.0,-10.0,,,,-30.0,-35.7,,-38.0,-26.7,,-11.0,,,,False,False,,False,False,,False
48439,17501,27055.0,,,,13593.0,27035.2,9888.3,1845.5,15187.2,,17090.0,9554.0,,,,-3908.0,9534.2,-7612.7,-15655.5,-2313.8,,-411.0,,,,True,True,True,False,True,,True
48441,422,546.0,,,,755.0,388.1,166.6,828.0,204.4,,1290.0,124.0,,,,333.0,-33.9,-255.4,406.0,-217.6,,868.0,,,,False,True,False,False,False,,False
48443,1,0.0,,,,0.0,,,0.0,0.3,,0.0,-1.0,,,,-1.0,,,-1.0,-0.7,,-1.0,,,,False,,,False,True,,False
48445,231,77.0,,,,139.0,5.9,0.0,20.5,98.0,,20.0,-154.0,,,,-92.0,-225.1,-231.0,-210.5,-133.0,,-211.0,,,,True,False,False,False,True,,False
48447,12,0.0,,,,0.0,,,0.8,2.0,,0.0,-12.0,,,,-12.0,,,-11.2,-10.0,,-12.0,,,,False,,,True,True,,False
48449,185,406.0,,,,524.0,11.7,13.8,207.9,371.2,,68.0,221.0,,,,339.0,-173.3,-171.2,22.9,186.2,,-117.0,,,,False,True,True,True,True,,True
48451,1065,1057.0,,,,950.0,775.5,379.3,361.2,556.1,,486.0,-8.0,,,,-115.0,-289.5,-685.7,-703.8,-508.9,,-579.0,,,,False,False,False,False,False,,False
48453,4592,5299.0,,,,6078.0,3095.9,1778.5,1542.3,4138.8,,1719.0,707.0,,,,1486.0,-1496.1,-2813.5,-3049.7,-453.2,,-2873.0,,,,False,False,False,False,True,,False
48455,23,56.0,,,,140.0,5.7,52.6,61.1,33.2,,43.0,33.0,,,,117.0,-17.3,29.6,38.1,10.2,,20.0,,,,False,True,True,False,True,,True
48457,78,0.0,,,,414.0,0.6,178.9,2.1,331.7,,10.0,-78.0,,,,336.0,-77.4,100.9,-75.9,253.7,,-68.0,,,,False,True,False,True,False,,True
48459,133,98.0,,,,321.0,18.2,293.8,58.0,105.8,,50.0,-35.0,,,,188.0,-114.8,160.8,-75.0,-27.2,,-83.0,,,,False,False,False,False,True,,False
48461,23,7.0,,,,7.0,,,0.0,3.5,,17.0,-16.0,,,,-16.0,,,-23.0,-19.5,,-6.0,,,,False,,,False,False,,True
48463,127,280.0,,,,278.0,59.7,0.0,14.5,229.2,,137.0,153.0,,,,151.0,-67.3,-127.0,-112.5,102.2,,10.0,,,,True,True,True,True,True,,True
48465,472,301.0,,,,1758.0,33.6,0.3,9.5,158.1,,172.0,-171.0,,,,1286.0,-438.4,-471.7,-462.5,-313.9,,-300.0,,,,False,False,False,False,False,,False
48467,136,196.0,,,,424.0,37.0,307.4,51.7,246.1,,76.0,60.0,,,,288.0,-99.0,171.4,-84.3,110.1,,-60.0,,,,False,False,False,False,False,,False
48469,431,392.0,,,,1256.0,53.1,20.1,101.6,746.1,,170.0,-39.0,,,,825.0,-377.9,-410.9,-329.4,315.1,,-261.0,,,,False,False,False,False,False,,False
48471,1139,2443.0,,,,1541.0,742.3,16.6,0.0,1967.7,,15.0,1304.0,,,,402.0,-396.7,-1122.4,-1139.0,828.7,,-1124.0,,,,True,True,True,True,True,,True
48473,304,371.0,,,,689.0,94.0,295.6,60.6,252.5,,332.0,67.0,,,,385.0,-210.0,-8.4,-243.4,-51.5,,28.0,,,,False,False,True,False,True,,True
48475,51,28.0,,,,35.0,3.7,30.1,21.5,98.9,,18.0,-23.0,,,,-16.0,-47.3,-20.9,-29.5,47.9,,-33.0,,,,True,False,True,False,False,,False
48477,128,35.0,,,,436.0,2.7,70.4,0.6,26.4,,28.0,-93.0,,,,308.0,-125.3,-57.6,-127.4,-101.6,,-100.0,,,,False,False,True,False,False,,False
48479,3936,4473.0,,,,3827.0,2837.5,136.7,387.9,6826.2,,653.0,537.0,,,,-109.0,-1098.5,-3799.3,-3548.1,2890.2,,-3283.0,,,,True,False,False,False,False,,False
48481,234,707.0,,,,471.0,76.9,0.8,19.0,551.5,,168.0,473.0,,,,237.0,-157.1,-233.2,-215.0,317.5,,-66.0,,,,True,True,True,True,True,,True
48483,16,14.0,,,,35.0,1.1,,5.6,7.3,,4.0,-2.0,,,,19.0,-14.9,,-10.4,-8.7,,-12.0,,,,False,False,,False,False,,False
48485,1566,630.0,,,,1508.0,565.6,564.4,188.7,285.6,,429.0,-936.0,,,,-58.0,-1000.4,-1001.6,-1377.3,-1280.4,,-1137.0,,,,True,False,False,False,False,,False
48487,178,56.0,,,,83.0,3.6,39.4,0.0,61.2,,40.0,-122.0,,,,-95.0,-174.4,-138.6,-178.0,-116.8,,-138.0,,,,True,False,False,False,True,,False
48489,402,203.0,,,,252.0,86.0,3.4,5.9,125.0,,43.0,-199.0,,,,-150.0,-316.0,-398.6,-396.1,-277.0,,-359.0,,,,True,False,False,False,False,,False
48491,1244,1442.0,,,,1924.0,744.4,1002.3,180.1,982.6,,225.0,198.0,,,,680.0,-499.6,-241.7,-1063.9,-261.4,,-1019.0,,,,False,False,False,False,False,,False
48493,445,105.0,,,,197.0,19.8,206.2,53.0,50.9,,37.0,-340.0,,,,-248.0,-425.2,-238.8,-392.0,-394.1,,-408.0,,,,True,False,True,False,False,,False
48495,40,35.0,,,,23.0,14.9,,0.7,60.0,,18.0,-5.0,,,,-17.0,-25.1,,-39.3,20.0,,-22.0,,,,False,False,,False,False,,False
48497,211,294.0,,,,473.0,39.1,506.0,49.2,281.0,,92.0,83.0,,,,262.0,-171.9,295.0,-161.8,70.0,,-119.0,,,,False,False,False,False,True,,False
48499,192,140.0,,,,247.0,26.5,177.6,46.6,344.7,,52.0,-52.0,,,,55.0,-165.5,-14.4,-145.4,152.7,,-140.0,,,,False,False,True,False,False,,False
48501,139,42.0,,,,21.0,5.4,0.2,0.6,112.7,,23.0,-97.0,,,,-118.0,-133.6,-138.8,-138.4,-26.3,,-116.0,,,,False,False,False,False,True,,False
48503,244,245.0,,,,153.0,111.0,81.6,4.3,181.2,,260.0,1.0,,,,-91.0,-133.0,-162.4,-239.7,-62.8,,16.0,,,,False,False,False,False,False,,False
48505,70,259.0,,,,283.0,175.9,3.0,37.1,179.8,,114.0,189.0,,,,213.0,105.9,-67.0,-32.9,109.8,,44.0,,,,False,True,True,True,True,,True
48507,187,56.0,,,,53.0,3.4,0.0,9.3,153.6,,12.0,-131.0,,,,-134.0,-183.6,-187.0,-177.7,-33.4,,-175.0,,,,False,False,False,False,True,,False
49001,0,0.0,,,,15.0,,,0.0,,,,0.0,,,,15.0,,,0.0,,,,,,,False,,,True,,,
49003,0,0.0,,,,76.0,,,0.0,,,,0.0,,,,76.0,,,0.0,,,,,,,False,,,True,,,
49005,0,0.0,,,,509.0,,,0.0,0.0,,,0.0,,,,509.0,,,0.0,0.0,,,,,,False,,,True,False,,
49007,0,0.0,,,,38.0,,,0.0,0.0,,,0.0,,,,38.0,,,0.0,0.0,,,,,,False,,,True,True,,
49009,0,0.0,,,,0.0,,,0.0,,,,0.0,,,,0.0,,,0.0,,,,,,,True,,,True,,,
49011,3233,1750.0,,,,1722.0,1392.1,476.1,540.3,934.9,,2243.0,-1483.0,,,,-1511.0,-1840.9,-2756.9,-2692.7,-2298.1,,-990.0,,,,False,False,False,False,False,,True
49013,0,0.0,,,,62.0,,,0.0,0.0,,,0.0,,,,62.0,,,0.0,0.0,,,,,,False,,,True,True,,
49015,0,0.0,,,,6.0,,,0.0,0.0,,,0.0,,,,6.0,,,0.0,0.0,,,,,,False,,,True,True,,
49017,0,0.0,,,,0.0,,,0.0,,,,0.0,,,,0.0,,,0.0,,,,,,,True,,,True,,,
49019,0,0.0,,,,0.0,,,0.0,0.0,,,0.0,,,,0.0,,,0.0,0.0,,,,,,True,,,True,True,,
49021,0,0.0,,,,181.0,,,0.0,0.0,,,0.0,,,,181.0,,,0.0,0.0,,,,,,False,,,True,True,,
49023,0,0.0,,,,7.0,,,0.0,,,,0.0,,,,7.0,,,0.0,,,,,,,False,,,True,,,
49025,0,0.0,,,,19.0,,,0.0,0.0,,,0.0,,,,19.0,,,0.0,0.0,,,,,,False,,,True,True,,
49027,0,0.0,,,,23.0,,,0.0,,,,0.0,,,,23.0,,,0.0,,,,,,,False,,,True,,,
49029,0,0.0,,,,5.0,,,0.0,,,,0.0,,,,5.0,,,0.0,,,,,,,False,,,True,,,
49031,0,0.0,,,,0.0,,,0.0,,,,0.0,,,,0.0,,,0.0,,,,,,,True,,,True,,,
49033,0,0.0,,,,0.0,,,0.0,,,,0.0,,,,0.0,,,0.0,,,,,,,True,,,True,,,
49035,16519,7539.0,,,,7734.0,7413.5,1305.2,3862.7,5688.7,,5120.0,-8980.0,,,,-8785.0,-9105.5,-15213.8,-12656.3,-10830.3,,-11399.0,,,,True,False,False,False,False,,False
49037,92,21.0,,,,7.0,3.6,0.0,10.2,84.7,,6.0,-71.0,,,,-85.0,-88.4,-92.0,-81.8,-7.3,,-86.0,,,,False,False,False,False,True,,False
