,actual_cases,COVIDhub-baseline,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,QJHong-Encounter,RobertWalraven-ESG,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-QJHong-Encounter,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
20021,179,280.0,286.8,,163.0,174.0,,,,,,160.0,,950.4,90.2,,135.3,152.4,107.0,,93.5,,,,,129.0,274.6,101.0,107.8,,-16.0,-5.0,,,,,,-19.0,,771.4,-88.8,,-43.7,-26.6,-72.0,,-85.5,,,,,-50.0,95.6,False,,True,True,,,,,,True,,False,True,,True,True,True,,True,,,,,True,True
20023,70,56.0,57.5,,18.0,5.0,,,,,,18.0,,68.1,4.9,,0.4,20.1,,,7.9,,,,,51.0,49.3,-14.0,-12.5,,-52.0,-65.0,,,,,,-52.0,,-1.9,-65.1,,-69.6,-49.9,,,-62.1,,,,,-19.0,-20.7,True,,False,False,,,,,,False,,True,False,,False,False,,,False,,,,,False,False
20025,11,4.0,4.4,,4.0,0.0,,,,,,17.0,,4.5,1.3,,1.4,0.6,,,3.1,,,,,2.0,5.8,-7.0,-6.6,,-7.0,-11.0,,,,,,6.0,,-6.5,-9.7,,-9.6,-10.4,,,-7.9,,,,,-9.0,-5.2,True,,False,False,,,,,,True,,True,False,,False,False,,,False,,,,,False,True
20027,30,24.0,19.0,,20.0,24.0,,,,,,20.0,,20.9,15.9,,1.8,5.3,,,1.7,,,,,65.0,25.7,-6.0,-11.0,,-10.0,-6.0,,,,,,-10.0,,-9.1,-14.1,,-28.2,-24.7,,,-28.3,,,,,35.0,-4.3,False,,False,False,,,,,,False,,False,False,,False,False,,,False,,,,,False,True
20029,34,12.0,14.2,,7.0,2.0,,,,,,24.0,,9.1,16.2,,2.7,3.2,,,3.7,,,,,39.0,13.2,-22.0,-19.8,,-27.0,-32.0,,,,,,-10.0,,-24.9,-17.8,,-31.3,-30.8,,,-30.3,,,,,5.0,-20.8,True,,False,False,,,,,,True,,False,True,,False,False,,,False,,,,,True,True
20031,28,28.0,22.6,,23.0,28.0,,,,,,20.0,,36.4,14.3,,0.2,19.5,28.0,,8.5,,,,,8.0,42.1,0.0,-5.4,,-5.0,0.0,,,,,,-8.0,,8.4,-13.7,,-27.8,-8.5,0.0,,-19.5,,,,,-20.0,14.1,False,,False,True,,,,,,False,,False,False,,False,False,False,,False,,,,,False,False
20033,9,4.0,3.5,,4.0,0.0,,,,,,10.0,,3.6,0.3,,0.1,0.7,,,0.1,,,,,12.0,6.1,-5.0,-5.5,,-5.0,-9.0,,,,,,1.0,,-5.4,-8.7,,-8.9,-8.3,,,-8.9,,,,,3.0,-2.9,False,,False,False,,,,,,True,,False,False,,False,False,,,False,,,,,True,True
20035,137,148.0,165.3,,126.0,101.0,,,,,,120.0,,300.8,145.2,,34.3,72.6,159.0,,18.8,,,,,207.0,136.8,11.0,28.3,,-11.0,-36.0,,,,,,-17.0,,163.8,8.2,,-102.7,-64.4,22.0,,-118.2,,,,,70.0,-0.2,False,,False,False,,,,,,False,,False,True,,False,False,False,,False,,,,,False,True
20037,275,372.0,299.8,,293.0,483.0,,,,,,333.0,,635.2,175.5,,26.5,165.8,0.1,,22.6,,,,,141.0,402.4,97.0,24.8,,18.0,208.0,,,,,,58.0,,360.2,-99.5,,-248.5,-109.2,-274.9,,-252.4,,,,,-134.0,127.4,True,,True,False,,,,,,True,,False,False,,False,False,False,,False,,,,,False,False
20039,30,32.0,27.8,,22.0,,,,,,,10.0,,24.1,0.8,,,7.0,,,25.2,,,,,53.0,29.6,2.0,-2.2,,-8.0,,,,,,,-20.0,,-5.9,-29.2,,,-23.0,,,-4.8,,,,,23.0,-0.4,False,,False,,,,,,,False,,False,False,,,False,,,False,,,,,False,True
20041,155,84.0,94.5,,50.0,48.0,,,,,,32.0,,299.7,60.8,,28.3,42.5,113.6,,17.5,,,,,101.0,92.9,-71.0,-60.5,,-105.0,-107.0,,,,,,-123.0,,144.7,-94.2,,-126.7,-112.5,-41.4,,-137.5,,,,,-54.0,-62.1,True,,False,False,,,,,,False,,False,False,,False,False,True,,False,,,,,True,True
20043,48,64.0,66.2,,55.0,56.0,,,,,,19.0,,70.4,24.8,,2.6,33.2,38.8,,19.4,,,,,39.0,62.1,16.0,18.2,,7.0,8.0,,,,,,-29.0,,22.4,-23.2,,-45.4,-14.8,-9.2,,-28.6,,,,,-9.0,14.1,False,,True,True,,,,,,False,,False,False,,False,True,True,,False,,,,,True,True
20045,693,692.0,740.8,,581.0,537.0,,,,,,837.0,,1079.2,602.0,,165.1,354.6,984.3,,41.4,360.7,,,,246.0,830.3,-1.0,47.8,,-112.0,-156.0,,,,,,144.0,,386.2,-91.0,,-527.9,-338.4,291.3,,-651.6,-332.3,,,,-447.0,137.3,False,,False,False,,,,,,False,,False,False,,False,False,False,,False,False,,,,False,False
20047,16,40.0,44.4,,11.0,0.0,,,,,,10.0,,48.2,5.0,,1.1,12.1,,,0.9,,,,,30.0,44.1,24.0,28.4,,-5.0,-16.0,,,,,,-6.0,,32.2,-11.0,,-14.9,-3.9,,,-15.1,,,,,14.0,28.1,False,,True,True,,,,,,True,,False,True,,True,True,,,True,,,,,True,False
20049,12,0.0,0.0,,0.0,0.0,,,,,,6.0,,1.6,4.6,,,0.1,,,0.0,,,,,0.0,5.4,-12.0,-12.0,,-12.0,-12.0,,,,,,-6.0,,-10.4,-7.4,,,-11.9,,,-12.0,,,,,-12.0,-6.6,False,,False,False,,,,,,True,,True,True,,,True,,,False,,,,,False,True
20051,502,388.0,483.8,,280.0,1085.0,,,,,,285.0,,617.8,161.8,,229.0,219.0,0.0,,139.6,,,,,120.0,466.6,-114.0,-18.2,,-222.0,583.0,,,,,,-217.0,,115.8,-340.2,,-273.0,-283.0,-502.0,,-362.4,,,,,-382.0,-35.4,True,,False,False,,,,,,False,,False,False,,False,False,False,,False,,,,,False,True
20053,116,4.0,4.1,,4.0,0.0,,,,,,18.0,,5.3,1.7,,0.4,1.7,,,0.6,,,,,12.0,8.6,-112.0,-111.9,,-112.0,-116.0,,,,,,-98.0,,-110.7,-114.3,,-115.6,-114.3,,,-115.4,,,,,-104.0,-107.4,True,,False,False,,,,,,True,,True,False,,False,False,,,False,,,,,True,True
20055,536,320.0,312.5,,283.0,,,,,,,410.0,,376.5,19.6,,94.8,281.0,9.7,,38.1,144.4,,,,0.0,397.9,-216.0,-223.5,,-253.0,,,,,,,-126.0,,-159.5,-516.4,,-441.2,-255.0,-526.3,,-497.9,-391.6,,,,-536.0,-138.1,False,,False,,,,,,,True,,True,False,,False,False,False,,False,False,,,,False,True
20057,515,500.0,523.0,,274.0,0.0,,,,,,445.0,,590.8,99.2,,79.9,320.8,9.6,,22.5,225.9,,,,0.0,471.8,-15.0,8.0,,-241.0,-515.0,,,,,,-70.0,,75.8,-415.8,,-435.1,-194.2,-505.4,,-492.5,-289.1,,,,-515.0,-43.2,True,,False,False,,,,,,False,,False,False,,False,False,False,,False,False,,,,False,False
20059,181,112.0,121.2,,90.0,0.0,,,,,,68.0,,435.6,69.9,,16.9,89.9,105.1,,19.3,,,,,184.0,98.1,-69.0,-59.8,,-91.0,-181.0,,,,,,-113.0,,254.6,-111.1,,-164.1,-91.1,-75.9,,-161.7,,,,,3.0,-82.9,True,,False,False,,,,,,False,,False,False,,False,False,False,,False,,,,,True,False
20061,76,112.0,105.5,,99.0,28.0,,,,,,148.0,,329.9,134.3,,19.2,55.9,98.2,,4.9,,,,,114.0,99.7,36.0,29.5,,23.0,-48.0,,,,,,72.0,,253.9,58.3,,-56.8,-20.1,22.2,,-71.1,,,,,38.0,23.7,True,,True,False,,,,,,False,,False,False,,False,True,True,,False,,,,,False,True
20063,123,24.0,23.1,,11.0,0.0,,,,,,11.0,,26.0,9.2,,0.4,8.1,,,8.9,,,,,24.0,19.4,-99.0,-99.9,,-112.0,-123.0,,,,,,-112.0,,-97.0,-113.8,,-122.6,-114.9,,,-114.1,,,,,-99.0,-103.6,False,,False,False,,,,,,False,,True,False,,False,False,,,False,,,,,False,False
20065,26,4.0,3.6,,4.0,0.0,,,,,,8.0,,5.1,3.1,,,1.5,,,0.3,,,,,1.0,7.3,-22.0,-22.4,,-22.0,-26.0,,,,,,-18.0,,-20.9,-22.9,,,-24.5,,,-25.7,,,,,-25.0,-18.7,False,,False,False,,,,,,True,,True,False,,,False,,,False,,,,,False,True
20067,177,112.0,117.6,,114.0,98.0,,,,,,62.0,,122.0,32.4,,150.4,132.6,37.0,,458.0,,,,,87.0,150.4,-65.0,-59.4,,-63.0,-79.0,,,,,,-115.0,,-55.0,-144.6,,-26.6,-44.4,-140.0,,281.0,,,,,-90.0,-26.6,True,,True,False,,,,,,False,,True,False,,True,True,False,,False,,,,,False,True
20069,59,20.0,27.4,,9.0,2.0,,,,,,31.0,,16.4,18.6,,0.0,6.3,0.0,,0.2,,,,,40.0,29.9,-39.0,-31.6,,-50.0,-57.0,,,,,,-28.0,,-42.6,-40.4,,-59.0,-52.7,-59.0,,-58.8,,,,,-19.0,-29.1,True,,False,False,,,,,,True,,False,False,,False,False,False,,False,,,,,True,True
20071,16,0.0,0.2,,0.0,0.0,,,,,,21.0,,2.1,1.5,,,0.4,,,0.0,,,,,0.0,5.4,-16.0,-15.8,,-16.0,-16.0,,,,,,5.0,,-13.9,-14.5,,,-15.6,,,-16.0,,,,,-16.0,-10.6,True,,False,False,,,,,,True,,True,True,,,True,,,False,,,,,False,True
20073,24,8.0,10.5,,8.0,6.0,,,,,,15.0,,13.2,9.0,,1.1,8.1,,,0.9,,,,,1.0,7.5,-16.0,-13.5,,-16.0,-18.0,,,,,,-9.0,,-10.8,-15.0,,-22.9,-15.9,,,-23.1,,,,,-23.0,-16.5,True,,False,False,,,,,,True,,True,True,,False,True,,,False,,,,,False,False
20075,9,0.0,0.4,,0.0,0.0,,,,,,26.0,,0.3,0.8,,1.1,0.1,,,0.1,,,,,0.0,5.7,-9.0,-8.6,,-9.0,-9.0,,,,,,17.0,,-8.7,-8.2,,-7.9,-8.9,,,-8.9,,,,,-9.0,-3.3,True,,False,False,,,,,,False,,True,True,,True,True,,,True,,,,,False,True
20077,14,0.0,26.1,,4.0,10.0,,,,,,22.0,,1.0,7.3,,0.0,4.2,0.0,,8.2,,,,,0.0,14.7,-14.0,12.1,,-10.0,-4.0,,,,,,8.0,,-13.0,-6.7,,-14.0,-9.8,-14.0,,-5.8,,,,,-14.0,0.7,True,,True,True,,,,,,True,,True,True,,True,True,False,,True,,,,,False,True
20079,131,68.0,60.0,,59.0,6.0,,,,,,64.0,,279.8,115.8,,12.0,50.0,124.7,,8.8,,,,,60.0,92.1,-63.0,-71.0,,-72.0,-125.0,,,,,,-67.0,,148.8,-15.2,,-119.0,-81.0,-6.3,,-122.2,,,,,-71.0,-38.9,False,,False,False,,,,,,False,,False,True,,False,False,True,,False,,,,,False,True
20081,0,60.0,65.3,,35.0,35.0,,,,,,35.0,,48.1,9.8,,0.2,13.4,0.0,,44.4,,,,,38.0,78.5,60.0,65.3,,35.0,35.0,,,,,,35.0,,48.1,9.8,,0.2,13.4,0.0,,44.4,,,,,38.0,78.5,False,,True,True,,,,,,True,,True,True,,True,True,True,,True,,,,,True,False
20083,9,8.0,7.2,,5.0,0.0,,,,,,7.0,,22.0,0.4,,0.3,2.4,,,2.7,,,,,2.0,7.9,-1.0,-1.8,,-4.0,-9.0,,,,,,-2.0,,13.0,-8.6,,-8.7,-6.6,,,-6.3,,,,,-7.0,-1.1,False,,False,False,,,,,,False,,False,False,,False,False,,,False,,,,,False,False
20085,54,28.0,26.3,,27.0,25.0,,,,,,30.0,,28.7,36.3,,1.4,20.9,59.1,,4.6,,,,,11.0,35.4,-26.0,-27.7,,-27.0,-29.0,,,,,,-24.0,,-25.3,-17.7,,-52.6,-33.1,5.1,,-49.4,,,,,-43.0,-18.6,False,,False,False,,,,,,True,,True,True,,False,False,True,,False,,,,,False,True
20087,71,124.0,125.8,,111.0,153.0,,,,,,34.0,,411.5,87.6,,9.6,58.0,109.5,,18.1,,,,,101.0,123.0,53.0,54.8,,40.0,82.0,,,,,,-37.0,,340.5,16.6,,-61.4,-13.0,38.5,,-53.0,,,,,30.0,52.0,False,,True,False,,,,,,True,,False,True,,False,True,True,,True,,,,,True,True
20089,6,4.0,3.2,,3.0,0.0,,,,,,8.0,,3.1,1.9,,0.2,1.2,,,0.0,,,,,14.0,5.7,-2.0,-2.8,,-3.0,-6.0,,,,,,2.0,,-2.9,-4.1,,-5.8,-4.8,,,-6.0,,,,,8.0,-0.3,False,,False,False,,,,,,False,,False,False,,False,False,,,False,,,,,False,True
20091,2849,2912.0,2913.4,3057.0,2752.0,6432.0,,,,,,1846.0,,2770.3,2202.6,,2521.0,2824.0,2911.9,,2141.7,2019.0,2079.0,,,2642.0,3337.8,63.0,64.4,208.0,-97.0,3583.0,,,,,,-1003.0,,-78.7,-646.4,,-328.0,-25.0,62.9,,-707.3,-830.0,-770.0,,,-207.0,488.8,False,False,False,False,,,,,,False,,False,False,,False,True,True,,False,False,False,,,False,False
20093,49,4.0,3.8,,4.0,0.0,,,,,,22.0,,4.2,7.9,,2.5,1.8,,,0.7,,,,,1.0,7.9,-45.0,-45.2,,-45.0,-49.0,,,,,,-27.0,,-44.8,-41.1,,-46.5,-47.2,,,-48.3,,,,,-48.0,-41.1,False,,False,False,,,,,,True,,True,True,,False,False,,,False,,,,,False,True
20095,38,68.0,65.8,,42.0,24.0,,,,,,15.0,,118.4,36.4,,,39.6,,,37.9,,,,,80.0,64.2,30.0,27.8,,4.0,-14.0,,,,,,-23.0,,80.4,-1.6,,,1.6,,,-0.1,,,,,42.0,26.2,True,,True,True,,,,,,True,,False,True,,,True,,,True,,,,,False,True
20097,26,8.0,10.4,,4.0,0.0,,,,,,10.0,,7.3,2.2,,0.3,1.6,,,1.3,,,,,12.0,5.3,-18.0,-15.6,,-22.0,-26.0,,,,,,-16.0,,-18.7,-23.8,,-25.7,-24.4,,,-24.7,,,,,-14.0,-20.7,True,,False,False,,,,,,True,,False,False,,False,False,,,False,,,,,True,False
20099,105,84.0,79.6,,79.0,56.0,,,,,,100.0,,314.9,64.4,,7.9,52.0,113.5,,15.1,,,,,91.0,93.4,-21.0,-25.4,,-26.0,-49.0,,,,,,-5.0,,209.9,-40.6,,-97.1,-53.0,8.5,,-89.8,,,,,-14.0,-11.6,False,,False,False,,,,,,True,,False,False,,False,False,True,,False,,,,,True,True
20101,5,8.0,5.7,,5.0,0.0,,,,,,13.0,,21.0,0.3,,0.2,2.8,,,5.9,,,,,3.0,5.7,3.0,0.7,,0.0,-5.0,,,,,,8.0,,16.0,-4.7,,-4.8,-2.2,,,0.9,,,,,-2.0,0.7,True,,True,False,,,,,,False,,False,False,,False,True,,,True,,,,,True,True
20103,547,424.0,438.6,,342.0,815.0,,,,,,367.0,,666.6,295.9,,148.6,307.2,116.3,,63.1,297.9,,,,323.0,422.7,-123.0,-108.4,,-205.0,268.0,,,,,,-180.0,,119.6,-251.1,,-398.4,-239.8,-430.7,,-483.9,-249.1,,,,-224.0,-124.3,True,,False,False,,,,,,False,,True,False,,False,False,False,,False,False,,,,False,False
20105,3,8.0,6.6,,5.0,0.0,,,,,,8.0,,7.0,1.1,,,1.5,,,0.5,,,,,19.0,11.7,5.0,3.6,,2.0,-3.0,,,,,,5.0,,4.0,-1.9,,,-1.5,,,-2.5,,,,,16.0,8.7,True,,True,True,,,,,,False,,True,True,,,True,,,True,,,,,False,False
20107,43,36.0,34.0,,25.0,32.0,,,,,,24.0,,33.0,16.6,,3.6,8.7,,,8.5,,,,,68.0,30.8,-7.0,-9.0,,-18.0,-11.0,,,,,,-19.0,,-10.0,-26.4,,-39.4,-34.3,,,-34.5,,,,,25.0,-12.2,False,,False,False,,,,,,False,,False,False,,False,False,,,False,,,,,False,False
20109,61,4.0,5.0,,4.0,0.0,,,,,,14.0,,30.3,3.9,,,2.0,,,0.0,,,,,1.0,10.4,-57.0,-56.0,,-57.0,-61.0,,,,,,-47.0,,-30.7,-57.1,,,-59.0,,,-61.0,,,,,-60.0,-50.6,True,,False,False,,,,,,True,,True,False,,,False,,,False,,,,,False,True
20111,170,164.0,180.7,,160.0,,,,,,,246.0,,459.9,127.2,,27.0,124.8,0.1,,35.6,161.1,,,,55.0,223.6,-6.0,10.7,,-10.0,,,,,,,76.0,,289.9,-42.8,,-143.0,-45.2,-169.9,,-134.4,-8.9,,,,-115.0,53.6,False,,False,,,,,,,False,,False,False,,False,False,False,,False,False,,,,False,False
20113,69,56.0,53.7,,54.0,48.0,,,,,,64.0,,295.2,95.3,,2.7,45.4,269.9,,18.0,,,,,16.0,75.4,-13.0,-15.3,,-15.0,-21.0,,,,,,-5.0,,226.2,26.3,,-66.3,-23.6,200.9,,-51.0,,,,,-53.0,6.4,False,,False,False,,,,,,True,,False,False,,False,False,False,,False,,,,,False,True
20115,31,4.0,7.6,,4.0,0.0,,,,,,17.0,,5.7,21.4,,1.9,2.8,,,1.9,,,,,1.0,7.5,-27.0,-23.4,,-27.0,-31.0,,,,,,-14.0,,-25.3,-9.6,,-29.1,-28.2,,,-29.1,,,,,-30.0,-23.5,True,,False,False,,,,,,True,,True,True,,False,False,,,False,,,,,False,True
20117,40,8.0,7.7,,4.0,0.0,,,,,,15.0,,8.4,2.3,,,2.4,,,5.1,,,,,325.0,5.5,-32.0,-32.3,,-36.0,-40.0,,,,,,-25.0,,-31.6,-37.7,,,-37.6,,,-34.9,,,,,285.0,-34.5,False,,False,False,,,,,,True,,True,False,,,False,,,False,,,,,False,False
20119,45,88.0,88.0,,31.0,0.0,,,,,,29.0,,108.6,13.7,,2.6,33.2,,,17.9,,,,,46.0,93.1,43.0,43.0,,-14.0,-45.0,,,,,,-16.0,,63.6,-31.3,,-42.4,-11.8,,,-27.1,,,,,1.0,48.1,False,,True,False,,,,,,True,,False,True,,True,True,,,True,,,,,True,False
20121,160,128.0,129.8,,126.0,180.0,,,,,,110.0,,484.8,146.8,,19.7,68.0,242.1,,40.4,,,,,62.0,154.5,-32.0,-30.2,,-34.0,20.0,,,,,,-50.0,,324.8,-13.2,,-140.3,-92.0,82.1,,-119.6,,,,,-98.0,-5.5,True,,False,True,,,,,,False,,False,True,,False,False,False,,False,,,,,False,True
20123,13,16.0,11.7,,7.0,0.0,,,,,,19.0,,12.1,8.3,,1.0,3.1,,,0.0,,,,,34.0,20.4,3.0,-1.3,,-6.0,-13.0,,,,,,6.0,,-0.9,-4.7,,-12.0,-9.9,,,-13.0,,,,,21.0,7.4,True,,False,False,,,,,,False,,True,False,,False,False,,,False,,,,,False,False
20125,254,136.0,126.9,,117.0,227.0,,,,,,126.0,,466.4,136.5,,21.9,85.3,56.1,,38.0,,,,,94.0,174.5,-118.0,-127.1,,-137.0,-27.0,,,,,,-128.0,,212.4,-117.5,,-232.1,-168.7,-197.9,,-216.1,,,,,-160.0,-79.5,False,,False,True,,,,,,False,,False,True,,False,False,False,,False,,,,,False,True
20127,22,12.0,11.3,,6.0,0.0,,,,,,12.0,,16.3,6.6,,0.4,2.6,,,0.0,,,,,11.0,9.6,-10.0,-10.7,,-16.0,-22.0,,,,,,-10.0,,-5.7,-15.4,,-21.6,-19.4,,,-22.0,,,,,-11.0,-12.4,False,,False,False,,,,,,False,,True,False,,False,False,,,False,,,,,False,False
20129,18,0.0,0.5,,0.0,0.0,,,,,,21.0,,4.9,0.5,,0.2,0.9,,,2.1,,,,,0.0,5.2,-18.0,-17.5,,-18.0,-18.0,,,,,,3.0,,-13.1,-17.5,,-17.8,-17.1,,,-15.9,,,,,-18.0,-12.8,True,,False,False,,,,,,True,,True,True,,True,True,,,True,,,,,False,True
20131,140,52.0,50.2,,30.0,35.0,,,,,,25.0,,60.9,16.9,,2.5,15.6,,,0.0,,,,,46.0,48.3,-88.0,-89.8,,-110.0,-105.0,,,,,,-115.0,,-79.1,-123.2,,-137.5,-124.4,,,-140.0,,,,,-94.0,-91.7,False,,False,False,,,,,,False,,True,False,,False,False,,,False,,,,,False,False
20133,45,100.0,93.3,,81.0,166.0,,,,,,83.0,,306.7,46.0,,5.3,35.5,39.0,,23.7,,,,,99.0,82.8,55.0,48.3,,36.0,121.0,,,,,,38.0,,261.7,1.0,,-39.7,-9.5,-6.0,,-21.3,,,,,54.0,37.8,True,,True,False,,,,,,True,,False,True,,True,True,True,,True,,,,,True,True
20135,43,32.0,35.9,,18.0,0.0,,,,,,11.0,,102.2,6.3,,2.0,24.7,,,2.9,,,,,6.0,77.5,-11.0,-7.1,,-25.0,-43.0,,,,,,-32.0,,59.2,-36.7,,-41.0,-18.3,,,-40.1,,,,,-37.0,34.5,True,,False,False,,,,,,False,,False,False,,False,False,,,False,,,,,False,False
20137,224,12.0,12.4,,8.0,0.0,,,,,,19.0,,12.4,0.6,,0.8,4.2,,,3.5,,,,,15.0,9.8,-212.0,-211.6,,-216.0,-224.0,,,,,,-205.0,,-211.6,-223.4,,-223.2,-219.8,,,-220.5,,,,,-209.0,-214.2,True,,False,False,,,,,,True,,True,False,,False,False,,,False,,,,,True,False
20139,52,52.0,55.3,,40.0,70.0,,,,,,24.0,,274.3,40.9,,2.7,33.5,,,23.6,,,,,44.0,45.5,0.0,3.3,,-12.0,18.0,,,,,,-28.0,,222.3,-11.1,,-49.3,-18.5,,,-28.4,,,,,-8.0,-6.5,False,,False,False,,,,,,False,,False,False,,False,False,,,False,,,,,False,False
20141,16,0.0,0.4,,0.0,0.0,,,,,,12.0,,1.3,0.7,,0.0,0.4,,,0.0,,,,,0.0,5.4,-16.0,-15.6,,-16.0,-16.0,,,,,,-4.0,,-14.7,-15.3,,-16.0,-15.6,,,-16.0,,,,,-16.0,-10.6,True,,False,False,,,,,,True,,True,True,,True,True,,,False,,,,,False,True
20143,56,0.0,2.9,,0.0,0.0,,,,,,12.0,,1.4,8.1,,1.4,1.5,,,2.5,,,,,0.0,7.1,-56.0,-53.1,,-56.0,-56.0,,,,,,-44.0,,-54.6,-47.9,,-54.6,-54.5,,,-53.5,,,,,-56.0,-48.9,True,,False,False,,,,,,True,,True,True,,True,True,,,True,,,,,False,True
20145,144,40.0,21.1,,25.0,43.0,,,,,,33.0,,35.4,15.7,,,21.4,0.0,,10.1,,,,,0.0,88.4,-104.0,-122.9,,-119.0,-101.0,,,,,,-111.0,,-108.6,-128.3,,,-122.6,-144.0,,-133.9,,,,,-144.0,-55.6,False,,False,True,,,,,,False,,False,False,,,False,False,,False,,,,,False,True
20147,65,72.0,69.6,,30.0,0.0,,,,,,16.0,,107.3,1.3,,5.0,38.4,,,16.8,,,,,42.0,69.1,7.0,4.6,,-35.0,-65.0,,,,,,-49.0,,42.3,-63.7,,-60.0,-26.6,,,-48.2,,,,,-23.0,4.1,True,,False,False,,,,,,False,,False,False,,False,False,,,False,,,,,False,True
20149,131,124.0,132.1,,98.0,51.0,,,,,,99.0,,305.3,54.8,,66.2,71.5,156.9,,24.7,,,,,102.0,136.8,-7.0,1.1,,-33.0,-80.0,,,,,,-32.0,,174.3,-76.2,,-64.8,-59.5,25.9,,-106.3,,,,,-29.0,5.8,True,,False,False,,,,,,False,,False,False,,False,False,False,,False,,,,,False,True
20151,38,20.0,24.0,,21.0,27.0,,,,,,33.0,,28.2,8.1,,3.7,12.4,,,3.0,,,,,10.0,28.5,-18.0,-14.0,,-17.0,-11.0,,,,,,-5.0,,-9.8,-29.9,,-34.3,-25.6,,,-35.0,,,,,-28.0,-9.5,True,,True,True,,,,,,True,,True,False,,False,False,,,False,,,,,False,True
20153,63,12.0,10.0,,9.0,0.0,,,,,,9.0,,12.8,46.0,,,2.7,,,0.0,,,,,61.0,5.4,-51.0,-53.0,,-54.0,-63.0,,,,,,-54.0,,-50.2,-17.0,,,-60.3,,,-63.0,,,,,-2.0,-57.6,False,,False,False,,,,,,False,,True,True,,,False,,,False,,,,,True,False
20155,726,424.0,371.2,,245.0,74.0,,,,,,267.0,,478.8,364.1,,234.1,254.2,0.0,,55.1,,,,,501.0,407.6,-302.0,-354.8,,-481.0,-652.0,,,,,,-459.0,,-247.2,-361.9,,-491.9,-471.8,-726.0,,-670.9,,,,,-225.0,-318.4,False,,False,False,,,,,,False,,True,False,,False,False,False,,False,,,,,True,False
20157,29,12.0,11.0,,7.0,0.0,,,,,,11.0,,11.1,9.6,,1.6,3.2,,,0.0,,,,,14.0,10.6,-17.0,-18.0,,-22.0,-29.0,,,,,,-18.0,,-17.9,-19.4,,-27.4,-25.8,,,-29.0,,,,,-15.0,-18.4,False,,False,False,,,,,,False,,False,False,,False,False,,,False,,,,,True,False
20159,51,64.0,63.8,,26.0,17.0,,,,,,24.0,,83.9,16.0,,1.7,24.0,,,7.8,,,,,72.0,51.1,13.0,12.8,,-25.0,-34.0,,,,,,-27.0,,32.9,-35.0,,-49.3,-27.0,,,-43.2,,,,,21.0,0.1,True,,False,False,,,,,,False,,False,False,,False,False,,,False,,,,,False,True
20161,459,1064.0,928.6,,839.0,5040.0,,,,,,748.0,,1174.7,88.8,,405.3,437.3,0.0,,99.9,1209.9,,,,665.0,1389.1,605.0,469.6,,380.0,4581.0,,,,,,289.0,,715.7,-370.2,,-53.7,-21.7,-459.0,,-359.1,750.9,,,,206.0,930.1,True,,True,False,,,,,,True,,False,True,,True,True,True,,True,False,,,,True,False
20163,77,52.0,51.5,,32.0,0.0,,,,,,32.0,,62.9,13.6,,1.3,31.6,,,5.5,,,,,45.0,55.1,-25.0,-25.5,,-45.0,-77.0,,,,,,-45.0,,-14.1,-63.4,,-75.7,-45.4,,,-71.5,,,,,-32.0,-21.9,False,,False,False,,,,,,False,,True,False,,False,False,,,False,,,,,False,True
