,actual_cases,COVIDhub-baseline,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Geneva-DetGrowth,Google_Harvard-CPF,IBF-TimeSeries,IQVIA_ACOE-STAN,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,OliverWyman-Navigator,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,Yu_Group-CLEP,error-COVIDhub-baseline,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Geneva-DetGrowth,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IQVIA_ACOE-STAN,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-OliverWyman-Navigator,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,error-Yu_Group-CLEP,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Geneva-DetGrowth,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IQVIA_ACOE-STAN,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-OliverWyman-Navigator,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-Yu_Group-CLEP
01021,194,342.0,407.9,,269.0,557.0,,,,,,390.4,,,465.0,,297.5,119.8,,149.3,217.7,,631.0,74.0,,152.6,,219.4,,,,,547.6,619.2,148.0,213.9,,75.0,363.0,,,,,,196.4,,,271.0,,103.5,-74.2,,-44.7,23.7,,437.0,-120.0,,-41.4,,25.4,,,,,353.6,425.2,False,,True,False,,,,,,False,,,False,,True,True,,True,True,,False,True,,True,,True,,,,,False,False
01023,39,9.0,7.5,,12.0,4.0,,,,,,25.4,,,67.0,,16.8,12.8,,6.0,26.7,,,38.0,,24.0,,11.6,,,,,16.0,19.7,-30.0,-31.5,,-27.0,-35.0,,,,,,-13.6,,,28.0,,-22.2,-26.2,,-33.0,-12.3,,,-1.0,,-15.0,,-27.4,,,,,-23.0,-19.3,False,,True,False,,,,,,True,,,True,,True,True,,False,True,,,True,,True,,True,,,,,True,True
01025,169,126.0,102.3,,97.0,83.0,,,,,,136.7,,,209.0,,136.1,31.0,,49.2,90.6,,,141.0,,8.1,,122.3,,,,,86.9,5.0,-43.0,-66.7,,-72.0,-86.0,,,,,,-32.3,,,40.0,,-32.9,-138.0,,-119.8,-78.4,,,-28.0,,-160.9,,-46.7,,,,,-82.1,-164.0,False,,False,False,,,,,,True,,,True,,True,False,,False,False,,,True,,False,,False,,,,,False,False
01027,113,147.0,143.8,,100.0,149.0,,,,,,102.9,,,81.0,,142.9,34.6,,50.8,95.6,,222.0,1.0,,45.0,,105.5,,,,,158.2,130.7,34.0,30.8,,-13.0,36.0,,,,,,-10.1,,,-32.0,,29.9,-78.4,,-62.2,-17.4,,109.0,-112.0,,-68.0,,-7.5,,,,,45.2,17.7,True,,True,False,,,,,,True,,,True,,True,False,,False,True,,False,False,,False,,True,,,,,False,True
01029,135,180.0,181.2,,123.0,154.0,,,,,,95.7,,,113.0,,154.0,20.4,,99.3,119.7,,236.0,319.0,,35.9,,130.9,,,,,179.6,,45.0,46.2,,-12.0,19.0,,,,,,-39.3,,,-22.0,,19.0,-114.6,,-35.7,-15.3,,101.0,184.0,,-99.1,,-4.1,,,,,44.6,,False,,True,True,,,,,,True,,,True,,True,False,,True,True,,False,False,,False,,True,,,,,True,
01031,267,234.0,95.1,,189.0,257.0,,,,,,284.4,,,412.0,,169.7,179.1,,133.3,177.2,,544.0,82.0,,249.1,,214.7,,,,,378.1,67.7,-33.0,-171.9,,-78.0,-10.0,,,,,,17.4,,,145.0,,-97.3,-87.9,,-133.7,-89.8,,277.0,-185.0,,-17.9,,-52.3,,,,,111.1,-199.3,False,,False,True,,,,,,True,,,False,,False,False,,False,False,,False,False,,True,,False,,,,,False,False
01033,237,159.0,174.7,,147.0,384.0,,,,,,172.1,,,363.0,,132.7,92.4,,102.0,188.3,,195.0,26.0,,131.2,,113.0,,,,,97.3,136.8,-78.0,-62.3,,-90.0,147.0,,,,,,-64.9,,,126.0,,-104.3,-144.6,,-135.0,-48.7,,-42.0,-211.0,,-105.8,,-124.0,,,,,-139.7,-100.2,True,,False,False,,,,,,True,,,False,,False,False,,False,True,,True,False,,False,,False,,,,,False,False
01035,20,36.0,49.2,,22.0,19.0,,,,,,48.2,,,60.0,,44.1,17.9,,3.4,21.7,0.0,,63.0,,10.3,,22.3,,,,,45.7,37.3,16.0,29.2,,2.0,-1.0,,,,,,28.2,,,40.0,,24.1,-2.1,,-16.6,1.7,-20.0,,43.0,,-9.7,,2.3,,,,,25.7,17.3,False,,True,True,,,,,,False,,,False,,False,True,,False,True,False,,False,,True,,True,,,,,False,False
01037,25,30.0,45.4,,18.0,83.0,,,,,,26.7,,,60.0,,20.6,16.7,,3.8,18.6,3.2,,1.0,,9.9,,19.9,,,,,23.3,169.8,5.0,20.4,,-7.0,58.0,,,,,,1.7,,,35.0,,-4.4,-8.3,,-21.2,-6.4,-21.8,,-24.0,,-15.1,,-5.1,,,,,-1.7,144.8,False,,False,False,,,,,,True,,,False,,True,False,,False,False,False,,False,,False,,False,,,,,True,False
01039,239,297.0,396.9,,138.0,199.0,,,,,,312.6,,,308.0,,319.5,105.8,,85.1,126.7,0.4,,133.0,,50.4,,148.4,,,,,351.2,189.6,58.0,157.9,,-101.0,-40.0,,,,,,73.6,,,69.0,,80.5,-133.2,,-153.9,-112.3,-238.6,,-106.0,,-188.6,,-90.6,,,,,112.2,-49.4,False,,False,True,,,,,,False,,,False,,False,False,,False,False,False,,False,,False,,False,,,,,False,True
01041,49,45.0,12.8,,37.0,1.0,,,,,,64.8,,,109.0,,52.0,31.7,,16.4,36.8,0.0,,30.0,,56.8,,74.4,,,,,73.4,237.0,-4.0,-36.2,,-12.0,-48.0,,,,,,15.8,,,60.0,,3.0,-17.3,,-32.6,-12.2,-49.0,,-19.0,,7.8,,25.4,,,,,24.4,188.0,False,,False,False,,,,,,False,,,False,,True,False,,False,False,False,,False,,False,,False,,,,,False,False
01043,313,207.0,334.4,,141.0,302.0,,,,,,349.6,,,839.0,,162.9,143.2,,39.0,124.1,123.8,,32.0,,84.4,,142.9,,,,,467.7,326.0,-106.0,21.4,,-172.0,-11.0,,,,,,36.6,,,526.0,,-150.1,-169.8,,-274.0,-188.9,-189.2,,-281.0,,-228.6,,-170.1,,,,,154.7,13.0,True,,False,True,,,,,,True,,,False,,False,False,,False,False,False,,False,,False,,False,,,,,False,True
01045,218,177.0,332.3,,118.0,273.0,,,,,,256.0,,,305.0,,111.5,124.3,,84.7,120.2,0.7,,0.0,,90.2,,122.2,,,,,368.3,488.2,-41.0,114.3,,-100.0,55.0,,,,,,38.0,,,87.0,,-106.5,-93.7,,-133.3,-97.8,-217.3,,-218.0,,-127.8,,-95.8,,,,,150.3,270.2,False,,False,False,,,,,,True,,,False,,False,False,,False,False,False,,False,,False,,False,,,,,False,False
01047,55,162.0,258.3,,106.0,171.0,,,,,,222.7,,,274.0,,130.7,49.0,,21.4,81.4,1.1,,77.0,,33.5,,103.7,,,,,164.5,,107.0,203.3,,51.0,116.0,,,,,,167.7,,,219.0,,75.7,-6.0,,-33.6,26.4,-53.9,,22.0,,-21.5,,48.7,,,,,109.5,,False,,True,False,,,,,,False,,,False,,True,True,,True,True,True,,True,,True,,True,,,,,False,
01049,679,210.0,232.2,,175.0,503.0,,,,,,240.7,,,673.0,,174.9,149.7,,116.9,194.8,12.3,439.0,21.0,,65.0,,158.1,,,,,213.6,607.8,-469.0,-446.8,,-504.0,-176.0,,,,,,-438.3,,,-6.0,,-504.1,-529.3,,-562.1,-484.2,-666.7,-240.0,-658.0,,-614.0,,-520.9,,,,,-465.4,-71.2,True,,False,True,,,,,,True,,,True,,False,False,,False,False,False,True,False,,False,,False,,,,,True,True
01051,407,444.0,457.7,,301.0,331.0,,,,,,444.1,,,487.0,,415.9,150.6,,173.4,232.6,13.5,882.0,168.0,,232.9,,332.4,,,,,555.5,,37.0,50.7,,-106.0,-76.0,,,,,,37.1,,,80.0,,8.9,-256.4,,-233.6,-174.4,-393.5,475.0,-239.0,,-174.1,,-74.6,,,,,148.5,,False,,False,False,,,,,,False,,,False,,True,False,,False,False,False,False,False,,False,,False,,,,,False,
01053,97,153.0,247.1,,76.0,12.0,,,,,,238.3,,,313.0,,155.5,73.4,,33.1,81.3,0.4,,153.0,,19.7,,91.4,,,,,280.8,739.5,56.0,150.1,,-21.0,-85.0,,,,,,141.3,,,216.0,,58.5,-23.6,,-63.9,-15.7,-96.6,,56.0,,-77.3,,-5.6,,,,,183.8,642.5,False,,True,False,,,,,,False,,,False,,False,True,,False,True,False,,False,,False,,True,,,,,False,False
01055,461,468.0,468.8,,335.0,514.0,,,,,,596.8,,,776.0,,314.8,316.2,,335.0,398.9,18.0,994.0,14.0,,242.8,,275.7,,,,,781.7,1065.4,7.0,7.8,,-126.0,53.0,,,,,,135.8,,,315.0,,-146.2,-144.8,,-126.0,-62.1,-443.0,533.0,-447.0,,-218.2,,-185.3,,,,,320.7,604.4,False,,False,False,,,,,,False,,,False,,False,False,,False,False,False,False,False,,False,,False,,,,,False,False
01057,79,117.0,106.7,,97.0,83.0,,,,,,75.9,,,106.0,,121.8,42.8,,73.8,102.5,0.6,175.0,63.0,,96.6,,94.6,,,,,137.1,,38.0,27.7,,18.0,4.0,,,,,,-3.1,,,27.0,,42.8,-36.2,,-5.2,23.5,-78.4,96.0,-16.0,,17.6,,15.6,,,,,58.1,,True,,True,True,,,,,,True,,,True,,False,True,,True,True,False,False,True,,True,,True,,,,,False,
01059,203,90.0,101.4,,87.0,105.0,,,,,,147.9,,,385.0,,84.4,72.8,,52.6,113.0,9.7,89.0,66.0,,126.8,,88.7,,,,,186.9,222.5,-113.0,-101.6,,-116.0,-98.0,,,,,,-55.1,,,182.0,,-118.6,-130.2,,-150.4,-90.0,-193.3,-114.0,-137.0,,-76.2,,-114.3,,,,,-16.1,19.5,True,,False,True,,,,,,True,,,False,,False,False,,False,True,False,False,False,,True,,False,,,,,True,True
01061,198,186.0,168.3,,143.0,503.0,,,,,,139.9,,,169.0,,154.0,113.7,,76.0,141.9,1.4,322.0,3.0,,114.6,,122.2,,,,,249.0,409.4,-12.0,-29.7,,-55.0,305.0,,,,,,-58.1,,,-29.0,,-44.0,-84.3,,-122.0,-56.1,-196.6,124.0,-195.0,,-83.4,,-75.8,,,,,51.0,211.4,False,,False,False,,,,,,False,,,False,,False,False,,False,False,False,False,False,,False,,False,,,,,False,False
01063,27,9.0,14.3,,5.0,0.0,,,,,,20.5,,,31.0,,20.2,9.5,,0.1,3.4,0.0,,0.0,,5.0,,7.3,,,,,17.1,68.5,-18.0,-12.7,,-22.0,-27.0,,,,,,-6.5,,,4.0,,-6.8,-17.5,,-26.9,-23.6,-27.0,,-27.0,,-22.0,,-19.7,,,,,-9.9,41.5,True,,False,False,,,,,,True,,,True,,True,True,,False,False,False,,False,,False,,False,,,,,True,False
01065,99,69.0,44.1,,48.0,23.0,,,,,,49.2,,,148.0,,74.5,20.6,,34.2,68.8,1.4,,65.0,,44.6,,49.5,,,,,90.0,43.9,-30.0,-54.9,,-51.0,-76.0,,,,,,-49.8,,,49.0,,-24.5,-78.4,,-64.8,-30.2,-97.6,,-34.0,,-54.4,,-49.5,,,,,-9.0,-55.1,False,,False,False,,,,,,False,,,False,,True,False,,False,False,False,,False,,False,,False,,,,,True,False
01067,116,114.0,135.0,,75.0,36.0,,,,,,90.8,,,75.0,,89.7,43.9,,24.4,69.6,0.1,220.0,9.0,,85.5,,94.1,,,,,147.8,88.9,-2.0,19.0,,-41.0,-80.0,,,,,,-25.2,,,-41.0,,-26.3,-72.1,,-91.6,-46.4,-115.9,104.0,-107.0,,-30.5,,-21.9,,,,,31.8,-27.1,False,,False,False,,,,,,False,,,False,,False,False,,False,False,False,False,False,,False,,False,,,,,False,False
01069,696,612.0,842.3,,366.0,633.0,,,,,,952.9,,,608.0,,381.6,413.7,,308.6,371.9,16.6,,18.0,,202.5,,432.0,,,,,1020.9,271.4,-84.0,146.3,,-330.0,-63.0,,,,,,256.9,,,-88.0,,-314.4,-282.3,,-387.4,-324.1,-679.4,,-678.0,,-493.5,,-264.0,,,,,324.9,-424.6,False,,False,True,,,,,,False,,,False,,False,False,,False,False,False,,False,,False,,False,,,,,False,False
01071,389,243.0,226.9,,177.0,173.0,,,,,,223.4,,,423.0,,181.5,102.6,,115.7,193.4,1.8,434.0,41.0,,124.3,,144.2,,,,,199.0,1056.0,-146.0,-162.1,,-212.0,-216.0,,,,,,-165.6,,,34.0,,-207.5,-286.4,,-273.3,-195.6,-387.2,45.0,-348.0,,-264.7,,-244.8,,,,,-190.0,667.0,False,,False,False,,,,,,False,,,True,,False,False,,False,False,False,True,False,,False,,False,,,,,False,False
01073,2518,2295.0,2703.3,2111.4,1694.0,1260.0,,,,,,2589.2,,,4351.0,,2007.1,1419.8,,1591.7,1786.6,242.8,2864.0,501.0,,492.0,,1546.8,1611.0,,,,1458.6,2890.8,-223.0,185.3,-406.6,-824.0,-1258.0,,,,,,71.2,,,1833.0,,-510.9,-1098.2,,-926.3,-731.4,-2275.2,346.0,-2017.0,,-2026.0,,-971.2,-907.0,,,,-1059.4,372.8,True,False,False,False,,,,,,True,,,False,,False,False,,False,False,False,False,False,,False,,False,False,,,,False,False
01075,80,66.0,46.4,,44.0,15.0,,,,,,56.4,,,116.0,,75.2,23.9,,23.1,60.6,2.4,,1.0,,34.0,,52.4,,,,,64.4,74.3,-14.0,-33.6,,-36.0,-65.0,,,,,,-23.6,,,36.0,,-4.8,-56.1,,-56.9,-19.4,-77.6,,-79.0,,-46.0,,-27.6,,,,,-15.6,-5.7,False,,False,False,,,,,,False,,,False,,True,False,,False,False,False,,False,,False,,False,,,,,False,True
01077,316,216.0,224.7,,196.0,232.0,,,,,,205.0,,,610.0,,196.2,131.3,,142.8,232.0,148.5,399.0,44.0,,168.0,,183.9,,,,,177.8,345.8,-100.0,-91.3,,-120.0,-84.0,,,,,,-111.0,,,294.0,,-119.8,-184.7,,-173.2,-84.0,-167.5,83.0,-272.0,,-148.0,,-132.1,,,,,-138.2,29.8,True,,False,True,,,,,,False,,,False,,False,False,,False,True,False,True,False,,False,,False,,,,,False,True
01079,162,114.0,127.0,,99.0,237.0,,,,,,106.9,,,229.0,,107.2,56.7,,27.3,74.0,48.5,115.0,95.0,,13.6,,98.6,,,,,117.9,327.2,-48.0,-35.0,,-63.0,75.0,,,,,,-55.1,,,67.0,,-54.8,-105.3,,-134.7,-88.0,-113.5,-47.0,-67.0,,-148.4,,-63.4,,,,,-44.1,165.2,True,,False,False,,,,,,False,,,False,,False,False,,False,False,False,True,False,,False,,False,,,,,True,False
01081,524,576.0,999.1,,590.0,757.0,,,,,,2332.8,,,1174.0,,663.0,539.1,,240.7,526.9,5.9,,591.0,,640.7,,434.5,925.0,,,,1580.7,612.9,52.0,475.1,,66.0,233.0,,,,,,1808.8,,,650.0,,139.0,15.1,,-283.3,2.9,-518.1,,67.0,,116.7,,-89.5,401.0,,,,1056.7,88.9,False,,False,False,,,,,,False,,,False,,False,True,,False,True,False,,False,,False,,False,False,,,,False,False
01083,557,384.0,364.6,,333.0,788.0,,,,,,335.8,,,721.0,,332.2,120.2,,281.3,352.0,127.4,654.0,169.0,,201.2,,217.4,,,,,421.1,975.3,-173.0,-192.4,,-224.0,231.0,,,,,,-221.2,,,164.0,,-224.8,-436.8,,-275.7,-205.0,-429.6,97.0,-388.0,,-355.8,,-339.6,,,,,-135.9,418.3,False,,False,False,,,,,,False,,,True,,False,False,,False,False,False,True,False,,False,,False,,,,,True,False
01085,43,24.0,17.8,,12.0,0.0,,,,,,29.6,,,55.0,,18.4,7.7,,1.9,14.3,0.1,,0.0,,8.2,,16.1,,,,,29.7,83.3,-19.0,-25.2,,-31.0,-43.0,,,,,,-13.4,,,12.0,,-24.6,-35.3,,-41.1,-28.7,-42.9,,-43.0,,-34.9,,-26.9,,,,,-13.3,40.3,False,,False,False,,,,,,True,,,True,,False,False,,False,False,False,,False,,False,,False,,,,,True,False
01087,47,12.0,3.6,,17.0,27.0,,,,,,59.6,,,53.0,,17.4,25.3,,3.9,19.7,0.0,,20.0,,21.8,,21.3,,,,,94.4,312.3,-35.0,-43.4,,-30.0,-20.0,,,,,,12.6,,,6.0,,-29.6,-21.7,,-43.1,-27.3,-47.0,,-27.0,,-25.2,,-25.7,,,,,47.4,265.3,False,,True,True,,,,,,True,,,True,,True,True,,False,True,False,,True,,True,,True,,,,,False,False
01089,1012,1122.0,1125.6,1088.2,808.0,963.0,,,,,,940.2,,,1774.0,,806.3,897.8,,789.7,892.0,529.2,1776.0,753.0,,594.6,,588.0,712.0,,,,1260.9,2248.3,110.0,113.6,76.2,-204.0,-49.0,,,,,,-71.8,,,762.0,,-205.7,-114.2,,-222.3,-120.0,-482.8,764.0,-259.0,,-417.4,,-424.0,-300.0,,,,248.9,1236.3,False,True,False,True,,,,,,True,,,False,,False,False,,False,False,False,False,False,,False,,False,False,,,,False,False
01091,236,63.0,46.6,,37.0,6.0,,,,,,71.2,,,170.0,,60.8,23.4,,29.1,57.8,0.2,114.0,86.0,,20.2,,38.8,,,,,64.7,12.6,-173.0,-189.4,,-199.0,-230.0,,,,,,-164.8,,,-66.0,,-175.2,-212.6,,-206.9,-178.2,-235.8,-122.0,-150.0,,-215.8,,-197.2,,,,,-171.3,-223.4,False,,False,False,,,,,,True,,,True,,False,False,,False,False,False,True,True,,False,,False,,,,,True,False
01093,74,81.0,109.6,,53.0,38.0,,,,,,137.9,,,192.0,,55.1,63.0,,23.0,60.8,0.8,,4.0,,50.7,,50.0,,,,,246.7,167.4,7.0,35.6,,-21.0,-36.0,,,,,,63.9,,,118.0,,-18.9,-11.0,,-51.0,-13.2,-73.2,,-70.0,,-23.3,,-24.0,,,,,172.7,93.4,False,,False,False,,,,,,False,,,False,,False,False,,False,False,False,,False,,False,,False,,,,,False,False
01095,297,366.0,320.5,,253.0,393.0,,,,,,260.1,,,881.0,,315.5,155.7,,139.7,253.2,13.7,580.0,91.0,,55.5,,240.5,,,,,380.0,1119.4,69.0,23.5,,-44.0,96.0,,,,,,-36.9,,,584.0,,18.5,-141.3,,-157.3,-43.8,-283.3,283.0,-206.0,,-241.5,,-56.5,,,,,83.0,822.4,True,,True,False,,,,,,True,,,False,,True,False,,False,True,False,False,False,,False,,True,,,,,False,False
01097,844,1002.0,1050.7,1148.4,914.0,647.0,,,,,,985.3,,,1923.0,,900.3,770.0,,728.1,1064.4,268.2,1401.0,995.0,,601.9,,1101.1,700.0,,,,598.8,,158.0,206.7,304.4,70.0,-197.0,,,,,,141.3,,,1079.0,,56.3,-74.0,,-115.9,220.4,-575.8,557.0,151.0,,-242.1,,257.1,-144.0,,,,-245.2,,False,False,True,False,,,,,,True,,,False,,True,True,,True,False,False,False,True,,False,,False,True,,,,False,
