,actual_cases,COVIDhub-baseline,Columbia_UNC-SurvCon,Covid19Sim-Simulator,IowaStateLW-STEM,RobertWalraven-ESG,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-IowaStateLW-STEM,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-IowaStateLW-STEM,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
01073,7355,5392.0,,,5793.0,899.4,3309.5,,,-1963.0,,,-1562.0,-6455.6,-4045.5,,,,,True,False,False,,
01075,182,160.0,,,157.0,28.1,114.4,,,-22.0,,,-25.0,-153.9,-67.6,,,,,False,False,False,,
01077,701,712.0,,,951.0,334.0,682.3,,,11.0,,,250.0,-367.0,-18.7,,,,,False,False,False,,
01079,364,232.0,,,478.0,164.7,236.4,,,-132.0,,,114.0,-199.3,-127.6,,,,,True,False,True,,
01081,3111,1248.0,,,1191.0,341.4,941.7,,,-1863.0,,,-1920.0,-2769.6,-2169.3,,,,,False,False,False,,
01083,1086,720.0,,,941.0,319.2,495.5,,,-366.0,,,-145.0,-766.8,-590.5,,,,,True,False,False,,
01085,98,64.0,,,121.0,259.8,46.8,,,-34.0,,,23.0,161.8,-51.2,,,,,True,False,False,,
01087,130,224.0,,,156.0,58.7,175.5,,,94.0,,,26.0,-71.3,45.5,,,,,True,True,True,,
01089,3027,1736.0,,,2979.0,638.3,1182.6,,,-1291.0,,,-48.0,-2388.7,-1844.4,,,,,True,False,False,,
01091,348,184.0,,,284.0,69.3,295.1,,,-164.0,,,-64.0,-278.7,-52.9,,,,,True,False,True,,
01093,333,392.0,,,371.0,60.5,196.7,,,59.0,,,38.0,-272.5,-136.3,,,,,True,False,False,,
01095,771,1456.0,,,1132.0,588.1,985.1,,,685.0,,,361.0,-182.9,214.1,,,,,True,True,True,,
01097,2691,4392.0,,,4618.0,1089.3,4431.8,,,1701.0,,,1927.0,-1601.7,1740.8,,,,,False,True,False,,
01099,105,112.0,,,246.0,112.8,56.5,,,7.0,,,141.0,7.8,-48.5,,,,,False,False,False,,
01101,2098,2624.0,,,2263.0,521.5,566.2,,,526.0,,,165.0,-1576.5,-1531.8,,,,,True,False,False,,
01103,1240,992.0,,,1310.0,436.5,804.0,,,-248.0,,,70.0,-803.5,-436.0,,,,,True,False,False,,
01105,74,104.0,,,127.0,57.7,194.0,,,30.0,,,53.0,-16.3,120.0,,,,,False,True,False,,
01107,276,464.0,,,297.0,357.8,445.5,,,188.0,,,21.0,81.8,169.5,,,,,True,True,True,,
01109,424,416.0,,,367.0,311.2,273.6,,,-8.0,,,-57.0,-112.8,-150.4,,,,,False,False,False,,
01111,331,168.0,,,209.0,46.2,230.7,,,-163.0,,,-122.0,-284.8,-100.3,,,,,True,False,True,,
01113,374,704.0,,,525.0,504.1,271.2,,,330.0,,,151.0,130.1,-102.8,,,,,True,True,True,,
01115,1089,952.0,,,794.0,546.8,608.8,,,-137.0,,,-295.0,-542.2,-480.2,,,,,False,False,False,,
01117,3084,1272.0,,,1879.0,870.8,875.8,,,-1812.0,,,-1205.0,-2213.2,-2208.2,,,,,True,False,False,,
01119,63,136.0,,,163.0,93.8,126.4,,,73.0,,,100.0,30.8,63.4,,,,,False,True,True,,
01121,977,704.0,,,863.0,165.8,506.9,,,-273.0,,,-114.0,-811.2,-470.1,,,,,True,False,False,,
01123,266,240.0,,,408.0,105.4,237.5,,,-26.0,,,142.0,-160.6,-28.5,,,,,False,False,False,,
01125,4762,2864.0,,,2166.0,1722.5,2212.0,,,-1898.0,,,-2596.0,-3039.5,-2550.0,,,,,False,False,False,,
01127,836,856.0,,,784.0,315.9,409.2,,,20.0,,,-52.0,-520.1,-426.8,,,,,False,False,False,,
01129,119,152.0,,,174.0,31.3,126.3,,,33.0,,,55.0,-87.7,7.3,,,,,False,False,True,,
01131,62,160.0,,,134.0,103.3,90.5,,,98.0,,,72.0,41.3,28.5,,,,,True,True,True,,
01133,366,272.0,,,334.0,82.6,193.6,,,-94.0,,,-32.0,-283.4,-172.4,,,,,True,False,False,,
02013,11,0.0,,,,0.0,2.3,,,-11.0,,,,-11.0,-8.7,,,,,,True,True,,
02016,7,0.0,,,,1.0,2.4,,,-7.0,,,,-6.0,-4.6,,,,,,True,True,,
02020,3394,2056.0,,,,1342.0,864.1,,,-1338.0,,,,-2052.0,-2529.9,,,,,,False,False,,
02050,204,72.0,,,,76.6,87.1,,,-132.0,,,,-127.4,-116.9,,,,,,True,True,,
02060,0,0.0,,,,2.6,,,,0.0,,,,2.6,,,,,,,False,,,
02068,16,0.0,,,,0.0,,,,-16.0,,,,-16.0,,,,,,,False,,,
02070,10,24.0,,,,2.9,9.4,,,14.0,,,,-7.1,-0.6,,,,,,True,True,,
02090,1186,544.0,,,,286.5,426.7,,,-642.0,,,,-899.5,-759.3,,,,,,False,False,,
02100,3,0.0,,,,0.8,4.8,,,-3.0,,,,-2.2,1.8,,,,,,True,True,,
02105,0,0.0,,,,0.0,,,,0.0,,,,0.0,,,,,,,True,,,
02110,206,120.0,,,,131.0,166.5,,,-86.0,,,,-75.0,-39.5,,,,,,True,True,,
02122,160,376.0,,,,211.9,335.2,,,216.0,,,,51.9,175.2,,,,,,True,True,,
02130,20,24.0,,,,21.6,35.2,,,4.0,,,,1.6,15.2,,,,,,True,False,,
02150,34,32.0,,,,24.3,26.9,,,-2.0,,,,-9.7,-7.1,,,,,,False,False,,
02158,24,0.0,,,,0.5,4.0,,,-24.0,,,,-23.6,-20.0,,,,,,True,True,,
02164,23,0.0,,,,0.0,,,,-23.0,,,,-23.0,,,,,,,False,,,
02170,404,416.0,,,,338.6,290.4,,,12.0,,,,-65.4,-113.6,,,,,,False,False,,
02180,79,48.0,,,,47.3,,,,-31.0,,,,-31.7,,,,,,,False,,,
02185,173,72.0,,,,42.0,,,,-101.0,,,,-131.0,,,,,,,False,,,
02188,142,144.0,,,,50.7,,,,2.0,,,,-91.3,,,,,,,False,,,
02195,4,0.0,,,,0.0,0.8,,,-4.0,,,,-4.0,-3.2,,,,,,True,True,,
02198,13,56.0,,,,7.0,,,,43.0,,,,-6.0,,,,,,,True,,,
02220,21,24.0,,,,1.3,14.8,,,3.0,,,,-19.7,-6.2,,,,,,False,False,,
02230,1,0.0,,,,0.0,,,,-1.0,,,,-1.0,,,,,,,False,,,
02240,26,0.0,,,,7.2,,,,-26.0,,,,-18.8,,,,,,,True,,,
02261,32,80.0,,,,33.1,,,,48.0,,,,1.1,,,,,,,True,,,
02275,4,8.0,,,,1.5,15.9,,,4.0,,,,-2.5,11.9,,,,,,True,False,,
02282,20,0.0,,,,2.5,9.2,,,-20.0,,,,-17.5,-10.8,,,,,,True,True,,
02290,32,72.0,,,,15.5,,,,40.0,,,,-16.5,,,,,,,True,,,
04001,502,480.0,,,216.0,75.1,414.4,,,-22.0,,,-286.0,-426.9,-87.6,,,,,False,False,False,,
04003,238,248.0,,,481.0,49.2,208.0,,,10.0,,,243.0,-188.8,-30.0,,,,,False,False,False,,
04005,1475,552.0,,,438.0,110.0,564.5,,,-923.0,,,-1037.0,-1365.0,-910.5,,,,,False,False,True,,
04007,657,608.0,,,218.0,61.2,179.2,,,-49.0,,,-439.0,-595.8,-477.8,,,,,False,False,False,,
04009,359,544.0,,,97.0,191.7,519.4,,,185.0,,,-262.0,-167.3,160.4,,,,,False,True,True,,
04011,19,0.0,,,10.0,10.0,18.0,,,-19.0,,,-9.0,-9.0,-1.0,,,,,True,True,True,,
04012,99,40.0,,,140.0,9.9,37.2,,,-59.0,,,41.0,-89.1,-61.8,,,,,True,False,False,,
04013,17517,22560.0,,,17778.0,2893.6,8987.0,,,5043.0,,,261.0,-14623.4,-8530.0,,,,,True,False,False,,
04015,703,1088.0,,,1851.0,214.7,329.4,,,385.0,,,1148.0,-488.3,-373.6,,,,,False,False,True,,
04017,649,392.0,,,274.0,116.5,603.5,,,-257.0,,,-375.0,-532.5,-45.5,,,,,False,False,True,,
04019,6405,9064.0,,,4517.0,1102.7,4358.0,,,2659.0,,,-1888.0,-5302.3,-2047.0,,,,,True,False,True,,
04021,2158,3720.0,,,2886.0,2160.5,2307.6,,,1562.0,,,728.0,2.5,149.6,,,,,True,True,True,,
04023,240,304.0,,,846.0,23.6,201.0,,,64.0,,,606.0,-216.4,-39.0,,,,,False,False,True,,
04025,531,808.0,,,1549.0,147.8,359.1,,,277.0,,,1018.0,-383.2,-171.9,,,,,False,False,True,,
04027,1148,1520.0,,,967.0,131.9,1075.5,,,372.0,,,-181.0,-1016.1,-72.5,,,,,True,False,True,,
05001,336,136.0,,,292.0,201.8,155.8,,,-200.0,,,-44.0,-134.2,-180.2,,,,,True,True,True,,
05003,122,192.0,,,312.0,131.9,321.4,,,70.0,,,190.0,9.9,199.4,,,,,False,True,False,,
05005,425,208.0,,,288.0,78.2,104.5,,,-217.0,,,-137.0,-346.8,-320.5,,,,,True,False,False,,
05007,2492,1328.0,,,2606.0,666.1,706.8,,,-1164.0,,,114.0,-1825.9,-1785.2,,,,,True,False,False,,
05009,690,256.0,,,274.0,0.3,397.9,,,-434.0,,,-416.0,-689.7,-292.1,,,,,True,False,True,,
05011,104,264.0,,,161.0,269.2,166.5,,,160.0,,,57.0,165.2,62.5,,,,,True,False,True,,
05013,20,56.0,,,66.0,24.6,,,,36.0,,,46.0,4.6,,,,,,False,True,,,
05015,495,368.0,,,189.0,78.3,320.4,,,-127.0,,,-306.0,-416.7,-174.6,,,,,False,False,False,,
05017,94,128.0,,,239.0,38.8,597.6,,,34.0,,,145.0,-55.2,503.6,,,,,False,False,False,,
05019,261,160.0,,,274.0,47.3,77.9,,,-101.0,,,13.0,-213.7,-183.1,,,,,True,False,False,,
05021,261,136.0,,,136.0,300.9,230.3,,,-125.0,,,-125.0,39.9,-30.7,,,,,False,True,True,,
05023,188,184.0,,,291.0,3.8,69.8,,,-4.0,,,103.0,-184.2,-118.2,,,,,False,False,False,,
05025,75,80.0,,,71.0,11.9,239.8,,,5.0,,,-4.0,-63.1,164.8,,,,,True,False,False,,
05027,373,256.0,,,371.0,126.7,130.1,,,-117.0,,,-2.0,-246.3,-242.9,,,,,True,False,False,,
05029,140,208.0,,,329.0,93.5,120.2,,,68.0,,,189.0,-46.5,-19.8,,,,,False,True,True,,
05031,2317,1616.0,,,1261.0,260.6,970.8,,,-701.0,,,-1056.0,-2056.4,-1346.2,,,,,False,False,False,,
05033,1028,928.0,,,822.0,535.1,831.4,,,-100.0,,,-206.0,-492.9,-196.6,,,,,False,False,False,,
05035,613,824.0,,,716.0,556.9,853.8,,,211.0,,,103.0,-56.1,240.8,,,,,True,True,False,,
05037,297,128.0,,,159.0,42.3,98.0,,,-169.0,,,-138.0,-254.8,-199.0,,,,,True,False,False,,
05039,93,160.0,,,105.0,0.0,123.2,,,67.0,,,12.0,-93.0,30.2,,,,,True,False,True,,
05041,148,80.0,,,208.0,33.0,73.0,,,-68.0,,,60.0,-115.0,-75.0,,,,,True,False,False,,
05043,107,336.0,,,304.0,35.3,156.2,,,229.0,,,197.0,-71.7,49.2,,,,,True,True,True,,
05045,1628,880.0,,,1233.0,610.3,629.4,,,-748.0,,,-395.0,-1017.7,-998.6,,,,,True,False,False,,
05047,305,80.0,,,196.0,44.1,184.3,,,-225.0,,,-109.0,-260.9,-120.7,,,,,True,False,True,,
05049,212,64.0,,,69.0,32.6,40.7,,,-148.0,,,-143.0,-179.4,-171.3,,,,,True,False,False,,
05051,944,952.0,,,1406.0,375.9,873.3,,,8.0,,,462.0,-568.1,-70.7,,,,,False,False,False,,
05053,172,128.0,,,209.0,108.6,57.3,,,-44.0,,,37.0,-63.4,-114.7,,,,,True,False,False,,
05055,657,344.0,,,460.0,220.7,270.1,,,-313.0,,,-197.0,-436.3,-386.9,,,,,True,False,False,,
05057,193,304.0,,,350.0,181.0,495.7,,,111.0,,,157.0,-12.0,302.7,,,,,False,True,False,,
05059,421,448.0,,,582.0,196.8,132.0,,,27.0,,,161.0,-224.2,-289.0,,,,,False,False,False,,
05061,149,176.0,,,176.0,59.5,46.0,,,27.0,,,27.0,-89.5,-103.0,,,,,False,False,False,,
05063,689,576.0,,,520.0,40.3,757.0,,,-113.0,,,-169.0,-648.7,68.0,,,,,False,False,True,,
05065,321,128.0,,,89.0,59.2,160.5,,,-193.0,,,-232.0,-261.8,-160.5,,,,,False,False,True,,
05067,439,376.0,,,256.0,0.0,436.0,,,-63.0,,,-183.0,-439.0,-3.0,,,,,False,False,True,,
05069,2040,1688.0,,,1260.0,189.0,1508.3,,,-352.0,,,-780.0,-1851.0,-531.7,,,,,False,False,False,,
05071,203,376.0,,,388.0,186.7,201.7,,,173.0,,,185.0,-16.3,-1.3,,,,,False,True,True,,
05073,85,48.0,,,73.0,26.3,33.8,,,-37.0,,,-12.0,-58.7,-51.2,,,,,True,False,False,,
05075,480,80.0,,,163.0,9.8,85.2,,,-400.0,,,-317.0,-470.2,-394.8,,,,,True,False,True,,
05077,106,720.0,,,249.0,518.8,784.1,,,614.0,,,143.0,412.8,678.1,,,,,True,True,False,,
05079,837,672.0,,,342.0,243.4,555.7,,,-165.0,,,-495.0,-593.6,-281.3,,,,,False,False,False,,
05081,159,312.0,,,152.0,109.4,739.5,,,153.0,,,-7.0,-49.6,580.5,,,,,True,True,False,,
05083,192,104.0,,,309.0,246.9,664.6,,,-88.0,,,117.0,54.9,472.6,,,,,False,True,False,,
05085,871,624.0,,,731.0,420.0,657.4,,,-247.0,,,-140.0,-451.0,-213.6,,,,,True,False,True,,
05087,122,72.0,,,128.0,0.0,171.6,,,-50.0,,,6.0,-122.0,49.6,,,,,True,False,True,,
05089,88,64.0,,,99.0,22.3,31.4,,,-24.0,,,11.0,-65.7,-56.6,,,,,True,False,False,,
05091,597,240.0,,,582.0,73.5,124.0,,,-357.0,,,-15.0,-523.5,-473.0,,,,,True,False,False,,
05093,773,928.0,,,689.0,328.8,883.2,,,155.0,,,-84.0,-444.2,110.2,,,,,True,False,True,,
05095,110,128.0,,,135.0,58.8,68.3,,,18.0,,,25.0,-51.2,-41.7,,,,,False,False,False,,
05097,124,120.0,,,81.0,19.5,,,,-4.0,,,-43.0,-104.5,,,,,,False,False,,,
05099,108,72.0,,,136.0,54.4,63.8,,,-36.0,,,28.0,-53.6,-44.2,,,,,True,False,False,,
05101,177,8.0,,,77.0,4.0,,,,-169.0,,,-100.0,-173.0,,,,,,True,False,,,
05103,201,128.0,,,388.0,28.7,149.8,,,-73.0,,,187.0,-172.3,-51.2,,,,,False,False,True,,
05105,67,32.0,,,96.0,0.3,15.1,,,-35.0,,,29.0,-66.7,-51.9,,,,,True,False,False,,
05107,307,224.0,,,445.0,142.6,220.9,,,-83.0,,,138.0,-164.4,-86.1,,,,,False,False,False,,
05109,100,128.0,,,108.0,20.8,211.1,,,28.0,,,8.0,-79.2,111.1,,,,,True,False,False,,
05111,502,496.0,,,319.0,292.2,817.4,,,-6.0,,,-183.0,-209.8,315.4,,,,,False,False,False,,
05113,142,328.0,,,232.0,78.3,223.2,,,186.0,,,90.0,-63.7,81.2,,,,,True,True,True,,
05115,949,1232.0,,,687.0,500.2,930.4,,,283.0,,,-262.0,-448.8,-18.6,,,,,True,False,True,,
05117,78,48.0,,,48.0,23.4,301.2,,,-30.0,,,-30.0,-54.6,223.2,,,,,False,False,False,,
05119,4548,3816.0,,,4036.0,1973.0,1766.4,,,-732.0,,,-512.0,-2575.0,-2781.6,,,,,True,False,False,,
05121,290,264.0,,,164.0,69.6,253.3,,,-26.0,,,-126.0,-220.4,-36.7,,,,,False,False,False,,
05123,386,216.0,,,647.0,56.2,68.9,,,-170.0,,,261.0,-329.8,-317.1,,,,,False,False,False,,
05125,1205,1024.0,,,1430.0,236.5,789.1,,,-181.0,,,225.0,-968.5,-415.9,,,,,False,False,False,,
05127,63,56.0,,,108.0,19.2,47.6,,,-7.0,,,45.0,-43.8,-15.4,,,,,False,False,False,,
05129,117,192.0,,,76.0,15.2,122.3,,,75.0,,,-41.0,-101.8,5.3,,,,,True,False,True,,
05131,1829,2120.0,,,2101.0,790.0,1283.7,,,291.0,,,272.0,-1039.0,-545.3,,,,,True,False,False,,
05133,150,488.0,,,405.0,291.9,364.4,,,338.0,,,255.0,141.9,214.4,,,,,True,True,True,,
05135,171,40.0,,,117.0,56.7,145.2,,,-131.0,,,-54.0,-114.3,-25.8,,,,,True,True,True,,
05137,242,536.0,,,93.0,70.6,241.3,,,294.0,,,-149.0,-171.4,-0.7,,,,,True,True,True,,
05139,445,568.0,,,655.0,304.9,515.5,,,123.0,,,210.0,-140.1,70.5,,,,,False,False,True,,
05141,125,168.0,,,175.0,11.3,56.7,,,43.0,,,50.0,-113.7,-68.3,,,,,False,False,False,,
05143,4208,1576.0,,,2617.0,475.2,677.6,,,-2632.0,,,-1591.0,-3732.8,-3530.4,,,,,True,False,False,,
05145,819,472.0,,,904.0,318.6,984.7,,,-347.0,,,85.0,-500.4,165.7,,,,,True,False,True,,
05147,59,16.0,,,104.0,9.6,,,,-43.0,,,45.0,-49.4,,,,,,False,False,,,
05149,209,176.0,,,314.0,12.9,627.4,,,-33.0,,,105.0,-196.1,418.4,,,,,False,False,False,,
06001,5766,17080.0,,,14509.0,1823.5,12692.1,,,11314.0,,,8743.0,-3942.5,6926.1,,,,,True,True,True,,
06003,1,0.0,,,0.0,0.0,0.0,,,-1.0,,,-1.0,-1.0,-1.0,,,,,False,False,True,,
06005,44,456.0,,,211.0,3.6,486.7,,,412.0,,,167.0,-40.4,442.7,,,,,True,True,False,,
06007,1422,1696.0,,,1283.0,1250.4,1049.8,,,274.0,,,-139.0,-171.6,-372.2,,,,,True,True,False,,
06009,136,184.0,,,176.0,12.4,139.3,,,48.0,,,40.0,-123.6,3.3,,,,,True,False,True,,
06011,126,80.0,,,463.0,168.6,282.5,,,-46.0,,,337.0,42.6,156.5,,,,,False,True,False,,
06013,5635,10792.0,,,10949.0,7785.7,6801.4,,,5157.0,,,5314.0,2150.7,1166.4,,,,,False,True,True,,
06015,58,80.0,,,40.0,0.0,145.7,,,22.0,,,-18.0,-58.0,87.7,,,,,True,False,False,,
06017,379,552.0,,,1107.0,94.4,249.4,,,173.0,,,728.0,-284.6,-129.6,,,,,False,False,True,,
06019,7023,29464.0,,,24927.0,14658.4,20210.9,,,22441.0,,,17904.0,7635.4,13187.9,,,,,True,True,True,,
06021,215,0.0,,,227.0,142.9,244.6,,,-215.0,,,12.0,-72.1,29.6,,,,,True,True,True,,
06023,199,288.0,,,566.0,143.3,299.1,,,89.0,,,367.0,-55.7,100.1,,,,,False,True,False,,
06025,2017,2680.0,,,1437.0,255.3,1788.2,,,663.0,,,-580.0,-1761.7,-228.8,,,,,True,False,True,,
06027,48,296.0,,,25.0,149.4,653.3,,,248.0,,,-23.0,101.4,605.3,,,,,True,True,False,,
06029,5628,11136.0,,,14365.0,3350.0,9488.8,,,5508.0,,,8737.0,-2278.0,3860.8,,,,,False,True,True,,
06031,2505,3144.0,,,4588.0,12588.7,2571.2,,,639.0,,,2083.0,10083.7,66.2,,,,,False,False,True,,
06033,369,176.0,,,275.0,100.9,291.5,,,-193.0,,,-94.0,-268.1,-77.5,,,,,True,False,True,,
06035,73,72.0,,,94.0,9.0,,,,-1.0,,,21.0,-64.0,,,,,,False,False,,,
06037,57474,78360.0,,,81365.0,35070.4,72203.6,,,20886.0,,,23891.0,-22403.6,14729.6,,,,,False,False,True,,
06039,1497,3320.0,,,2896.0,176.1,1892.1,,,1823.0,,,1399.0,-1320.9,395.1,,,,,True,True,True,,
06041,1142,1352.0,,,2579.0,77.7,1656.9,,,210.0,,,1437.0,-1064.3,514.9,,,,,False,False,False,,
06043,9,40.0,,,25.0,9.6,46.3,,,31.0,,,16.0,0.6,37.3,,,,,True,True,False,,
06045,475,608.0,,,754.0,352.0,397.3,,,133.0,,,279.0,-123.0,-77.7,,,,,False,True,True,,
06047,1903,5208.0,,,8560.0,1069.6,2614.9,,,3305.0,,,6657.0,-833.4,711.9,,,,,False,True,True,,
06049,25,0.0,,,0.0,0.2,1.8,,,-25.0,,,-25.0,-24.8,-23.2,,,,,False,True,True,,
06051,13,16.0,,,9.0,48.3,211.9,,,3.0,,,-4.0,35.3,198.9,,,,,False,False,False,,
06053,3969,7336.0,,,7107.0,3147.9,6672.0,,,3367.0,,,3138.0,-821.1,2703.0,,,,,True,True,True,,
06055,538,888.0,,,1675.0,317.0,1885.2,,,350.0,,,1137.0,-221.0,1347.2,,,,,False,True,False,,
06057,177,272.0,,,458.0,12.1,199.9,,,95.0,,,281.0,-164.9,22.9,,,,,False,False,True,,
06059,10823,19472.0,,,24134.0,4854.8,13428.1,,,8649.0,,,13311.0,-5968.2,2605.1,,,,,False,True,True,,
06061,1140,1264.0,,,2712.0,586.4,1526.1,,,124.0,,,1572.0,-553.6,386.1,,,,,False,False,False,,
06063,14,8.0,,,39.0,1.0,28.3,,,-6.0,,,25.0,-13.0,14.3,,,,,False,False,False,,
06065,13802,30560.0,,,40876.0,29000.6,24026.1,,,16758.0,,,27074.0,15198.6,10224.1,,,,,False,True,True,,
06067,8945,13056.0,,,14232.0,10863.4,6660.0,,,4111.0,,,5287.0,1918.4,-2285.0,,,,,False,True,True,,
06069,454,1056.0,,,1383.0,700.0,682.4,,,602.0,,,929.0,246.0,228.4,,,,,False,True,True,,
06071,14999,34120.0,,,32265.0,30437.5,19943.6,,,19121.0,,,17266.0,15438.5,4944.6,,,,,True,True,True,,
06073,15779,17104.0,,,14925.0,10873.2,11093.3,,,1325.0,,,-854.0,-4905.8,-4685.7,,,,,True,False,False,,
06075,3049,5072.0,,,8601.0,3475.6,4218.7,,,2023.0,,,5552.0,426.6,1169.7,,,,,False,True,True,,
06077,5299,9896.0,,,14092.0,9151.3,6159.1,,,4597.0,,,8793.0,3852.3,860.1,,,,,False,True,True,,
06079,1320,1808.0,,,3927.0,93.1,1355.1,,,488.0,,,2607.0,-1226.9,35.1,,,,,False,False,True,,
06081,3208,4664.0,,,5503.0,1117.0,4660.0,,,1456.0,,,2295.0,-2091.0,1452.0,,,,,False,False,True,,
06083,1907,3032.0,,,5720.0,1839.9,2664.6,,,1125.0,,,3813.0,-67.1,757.6,,,,,False,True,True,,
06085,7556,13048.0,,,18452.0,10751.8,7780.7,,,5492.0,,,10896.0,3195.8,224.7,,,,,False,True,True,,
06087,1068,1576.0,,,2696.0,1201.7,875.0,,,508.0,,,1628.0,133.7,-193.0,,,,,False,True,True,,
