,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,Columbia_UNC-SurvCon,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,LANL-GrowthRate,MITCovAlliance-SIR,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
46037,40,0.0,,,,,7.0,0.5,,5.5,,3.0,-40.0,,,,,-33.0,-39.5,,-34.5,,-37.0,,,,,True,True,,True,,True
46039,67,7.0,,,,,7.0,0.2,,,,11.0,-60.0,,,,,-60.0,-66.8,,,,-56.0,,,,,False,False,,,,True
46041,74,42.0,,,,,7.0,9.6,,,,21.0,-32.0,,,,,-67.0,-64.4,,,,-53.0,,,,,False,False,,,,False
46043,41,0.0,,,,,0.0,0.6,,,,0.0,-41.0,,,,,-41.0,-40.4,,,,-41.0,,,,,False,True,,,,False
46045,67,21.0,,,,,0.0,0.4,,,,83.0,-46.0,,,,,-67.0,-66.6,,,,16.0,,,,,False,False,,,,True
46047,72,7.0,,,,,14.0,1.5,,7.5,,162.0,-65.0,,,,,-58.0,-70.5,,-64.5,,90.0,,,,,True,False,,True,,False
46049,33,0.0,,,,,0.0,2.3,,2.1,,9.0,-33.0,,,,,-33.0,-30.7,,-30.9,,-24.0,,,,,False,True,,True,,True
46051,68,7.0,,,,,17.0,4.7,,6.6,,10.0,-61.0,,,,,-51.0,-63.3,,-61.4,,-58.0,,,,,True,False,,False,,True
46053,86,7.0,,,,,0.0,0.1,,,,39.0,-79.0,,,,,-86.0,-85.9,,,,-47.0,,,,,False,False,,,,True
46055,15,7.0,,,,,0.0,,,,,68.0,-8.0,,,,,-15.0,,,,,53.0,,,,,False,,,,,False
46057,65,0.0,,,,,7.0,0.6,,1.7,,0.0,-65.0,,,,,-58.0,-64.4,,-63.3,,-65.0,,,,,True,True,,True,,False
46059,19,0.0,,,,,0.0,0.1,,,,0.0,-19.0,,,,,-19.0,-18.9,,,,-19.0,,,,,False,True,,,,False
46061,10,28.0,,,,,0.0,,,,,50.0,18.0,,,,,-10.0,,,,,40.0,,,,,True,,,,,False
46063,3,0.0,,,,,4.0,,,,,,-3.0,,,,,1.0,,,,,,,,,,True,,,,,
46065,214,7.0,,,,,19.0,14.2,,13.0,,3.0,-207.0,,,,,-195.0,-199.8,,-201.0,,-211.0,,,,,True,True,,True,,False
46067,46,21.0,,,,,27.0,1.1,,30.7,,61.0,-25.0,,,,,-19.0,-44.9,,-15.3,,15.0,,,,,True,False,,True,,True
46069,13,0.0,,,,,0.0,0.1,,,,0.0,-13.0,,,,,-13.0,-12.9,,,,-13.0,,,,,False,True,,,,False
46071,16,7.0,,,,,0.0,1.2,,,,80.0,-9.0,,,,,-16.0,-14.8,,,,64.0,,,,,False,False,,,,False
46073,28,0.0,,,,,0.0,2.3,,11.7,,0.0,-28.0,,,,,-28.0,-25.7,,-16.3,,-28.0,,,,,False,True,,True,,False
46075,5,7.0,,,,,0.0,,,,,26.0,2.0,,,,,-5.0,,,,,21.0,,,,,False,,,,,False
46077,30,14.0,,,,,7.0,0.3,,,,42.0,-16.0,,,,,-23.0,-29.7,,,,12.0,,,,,False,False,,,,True
46079,93,112.0,,,,,61.0,7.2,,187.7,,111.0,19.0,,,,,-32.0,-85.8,,94.7,,18.0,,,,,False,False,,False,,True
46081,294,14.0,,,,,74.0,4.3,,14.6,,3.0,-280.0,,,,,-220.0,-289.7,,-279.4,,-291.0,,,,,True,False,,True,,False
46083,629,658.0,223.3,,,,295.0,564.1,500.3,300.3,,896.0,29.0,-405.7,,,,-334.0,-64.9,-128.7,-328.7,,267.0,False,,,,False,False,False,False,,False
46085,23,28.0,,,,,0.0,18.4,,40.8,,45.0,5.0,,,,,-23.0,-4.6,,17.8,,22.0,,,,,False,True,,False,,False
46087,56,7.0,,,,,14.0,1.2,,14.9,,3.0,-49.0,,,,,-42.0,-54.8,,-41.1,,-53.0,,,,,True,False,,True,,False
46089,22,0.0,,,,,0.0,0.1,,,,0.0,-22.0,,,,,-22.0,-21.9,,,,-22.0,,,,,False,True,,,,False
46091,25,0.0,,,,,12.0,0.1,,,,14.0,-25.0,,,,,-13.0,-24.9,,,,-11.0,,,,,True,True,,,,True
46093,376,56.0,,,,,37.0,13.3,,67.3,,38.0,-320.0,,,,,-339.0,-362.7,,-308.7,,-338.0,,,,,False,False,,True,,False
46095,6,21.0,,,,,0.0,,,,,4.0,15.0,,,,,-6.0,,,,,-2.0,,,,,True,,,,,True
46097,5,21.0,,,,,0.0,1.7,,,,30.0,16.0,,,,,-5.0,-3.3,,,,25.0,,,,,True,True,,,,False
46099,1981,1442.0,289.8,,,,1420.0,1007.1,138.5,3082.2,,1590.0,-539.0,-1691.2,,,,-561.0,-973.9,-1842.5,1101.2,,-391.0,False,,,,False,False,False,False,,True
46101,39,21.0,,,,,14.0,1.0,,11.6,,53.0,-18.0,,,,,-25.0,-38.0,,-27.4,,14.0,,,,,False,False,,False,,True
46102,74,98.0,,,,,24.0,30.2,,151.8,,108.0,24.0,,,,,-50.0,-43.8,,77.8,,34.0,,,,,False,False,,False,,False
46103,1142,308.0,206.2,,,,356.0,82.5,436.8,160.3,,112.0,-834.0,-935.8,,,,-786.0,-1059.5,-705.2,-981.7,,-1030.0,False,,,,True,False,True,False,,False
46105,24,14.0,,,,,0.0,,,,,18.0,-10.0,,,,,-24.0,,,,,-6.0,,,,,False,,,,,True
46107,34,0.0,,,,,0.0,,,,,0.0,-34.0,,,,,-34.0,,,,,-34.0,,,,,False,,,,,False
46109,79,49.0,,,,,33.0,3.0,,40.5,,144.0,-30.0,,,,,-46.0,-76.0,,-38.5,,65.0,,,,,False,False,,False,,False
46111,7,7.0,,,,,0.0,0.3,,2.3,,33.0,0.0,,,,,-7.0,-6.7,,-4.7,,26.0,,,,,False,False,,False,,False
46115,83,7.0,,,,,7.0,2.3,,4.5,,3.0,-76.0,,,,,-76.0,-80.7,,-78.5,,-80.0,,,,,False,False,,False,,False
46117,18,0.0,,,,,0.0,0.4,,1.4,,0.0,-18.0,,,,,-18.0,-17.6,,-16.6,,-18.0,,,,,False,True,,True,,False
46119,8,0.0,,,,,0.0,0.0,,,,0.0,-8.0,,,,,-8.0,-8.0,,,,-8.0,,,,,False,True,,,,False
46121,38,0.0,,,,,34.0,4.5,,6.1,,0.0,-38.0,,,,,-4.0,-33.5,,-31.9,,-38.0,,,,,True,True,,True,,False
46123,68,0.0,,,,,7.0,0.9,,0.1,,46.0,-68.0,,,,,-61.0,-67.1,,-67.9,,-22.0,,,,,True,True,,True,,True
46125,92,14.0,,,,,34.0,2.7,,4.9,,25.0,-78.0,,,,,-58.0,-89.3,,-87.1,,-67.0,,,,,True,False,,False,,True
46127,157,161.0,,,,,113.0,20.7,78.0,80.5,,161.0,4.0,,,,,-44.0,-136.3,-79.0,-76.5,,4.0,,,,,False,False,False,False,,False
46129,72,0.0,,,,,7.0,1.2,,12.7,,0.0,-72.0,,,,,-65.0,-70.8,,-59.3,,-72.0,,,,,True,True,,True,,False
46135,247,35.0,,,,,77.0,1.2,28.1,15.0,,17.0,-212.0,,,,,-170.0,-245.8,-218.9,-232.0,,-230.0,,,,,True,False,False,False,,False
46137,52,7.0,,,,,0.0,0.1,,,,63.0,-45.0,,,,,-52.0,-51.9,,,,11.0,,,,,False,False,,,,True
47001,534,1309.0,743.8,,,,1026.0,611.5,543.5,1068.0,,1323.0,775.0,209.8,,,,492.0,77.5,9.5,534.0,,789.0,True,,,,True,True,True,True,,False
47003,444,770.0,,,,,896.0,279.5,194.5,488.8,,750.0,326.0,,,,,452.0,-164.5,-249.5,44.8,,306.0,,,,,False,True,True,True,,True
47005,241,329.0,,,,,333.0,54.7,,219.5,,539.0,88.0,,,,,92.0,-186.3,,-21.5,,298.0,,,,,False,False,,True,,False
47007,183,98.0,,,,,280.0,24.3,0.1,39.2,,41.0,-85.0,,,,,97.0,-158.7,-182.9,-143.8,,-142.0,,,,,False,False,False,False,,False
47009,1336,2331.0,2240.7,,,,1774.0,2340.3,1163.8,1276.7,,2117.0,995.0,904.7,,,,438.0,1004.3,-172.2,-59.3,,781.0,True,,,,True,False,True,True,,True
47011,1137,2037.0,5424.1,,,,1780.0,502.4,648.7,1642.5,,1193.0,900.0,4287.1,,,,643.0,-634.6,-488.3,505.5,,56.0,False,,,,True,True,True,True,,True
47013,212,497.0,,,,,589.0,757.1,262.6,296.0,,958.0,285.0,,,,,377.0,545.1,50.6,84.0,,746.0,,,,,False,False,True,True,,False
47015,156,189.0,,,,,151.0,22.2,105.2,102.2,,167.0,33.0,,,,,-5.0,-133.8,-50.8,-53.8,,11.0,,,,,True,False,False,False,,True
47017,612,665.0,,,,,538.0,1206.9,192.6,512.7,,826.0,53.0,,,,,-74.0,594.9,-419.4,-99.3,,214.0,,,,,False,False,False,False,,False
47019,701,931.0,453.2,,,,601.0,2170.7,493.2,5099.5,,873.0,230.0,-247.8,,,,-100.0,1469.7,-207.8,4398.5,,172.0,False,,,,True,False,True,False,,True
47021,259,805.0,,,,,336.0,782.4,285.6,726.8,,599.0,546.0,,,,,77.0,523.4,26.6,467.8,,340.0,,,,,True,True,True,True,,True
47023,386,378.0,,,,,317.0,109.2,94.9,147.0,,214.0,-8.0,,,,,-69.0,-276.8,-291.1,-239.0,,-172.0,,,,,False,False,False,False,,False
47025,222,406.0,,,,,421.0,615.6,195.3,270.2,,462.0,184.0,,,,,199.0,393.6,-26.7,48.2,,240.0,,,,,False,False,True,True,,False
47027,122,140.0,,,,,56.0,121.9,,130.1,,132.0,18.0,,,,,-66.0,-0.1,,8.1,,10.0,,,,,False,True,,True,,True
47029,347,840.0,,,,,670.0,854.7,209.0,357.8,,637.0,493.0,,,,,323.0,507.7,-138.0,10.8,,290.0,,,,,True,False,True,True,,True
47031,676,938.0,391.5,,,,800.0,258.2,441.8,636.8,,1375.0,262.0,-284.5,,,,124.0,-417.8,-234.2,-39.2,,699.0,False,,,,True,False,True,True,,False
47033,289,553.0,,,,,289.0,544.3,89.0,264.2,,284.0,264.0,,,,,0.0,255.3,-200.0,-24.8,,-5.0,,,,,True,True,True,True,,True
47035,769,588.0,201.6,,,,536.0,187.4,385.0,832.8,,829.0,-181.0,-567.4,,,,-233.0,-581.6,-384.0,63.8,,60.0,False,,,,False,False,False,True,,True
47037,6664,11781.0,33067.0,,,,10239.0,6355.4,1341.9,7598.1,,3902.0,5117.0,26403.0,,,,3575.0,-308.6,-5322.1,934.1,,-2762.0,False,,,,True,True,False,True,,True
47039,297,490.0,,,,,221.0,466.8,40.4,381.7,,273.0,193.0,,,,,-76.0,169.8,-256.6,84.7,,-24.0,,,,,True,True,False,True,,True
47041,241,735.0,,,,,243.0,73.3,98.7,525.7,,371.0,494.0,,,,,2.0,-167.7,-142.3,284.7,,130.0,,,,,True,True,True,True,,True
47043,598,763.0,616.1,,,,687.0,442.2,442.9,638.6,,661.0,165.0,18.1,,,,89.0,-155.8,-155.1,40.6,,63.0,True,,,,True,True,True,True,,True
47045,721,770.0,,,,,956.0,540.4,243.1,592.7,,607.0,49.0,,,,,235.0,-180.6,-477.9,-128.3,,-114.0,,,,,False,False,False,False,,False
47047,495,679.0,,,,,786.0,106.7,258.0,405.0,,388.0,184.0,,,,,291.0,-388.3,-237.0,-90.0,,-107.0,,,,,False,False,False,True,,True
47049,350,168.0,,,,,124.0,46.7,,172.1,,274.0,-182.0,,,,,-226.0,-303.3,,-177.9,,-76.0,,,,,False,False,,True,,True
47051,604,581.0,,,,,609.0,364.2,333.1,447.1,,866.0,-23.0,,,,,5.0,-239.8,-270.9,-156.9,,262.0,,,,,True,False,False,False,,False
47053,963,1197.0,,,,,1025.0,1249.6,446.0,963.4,,895.0,234.0,,,,,62.0,286.6,-517.0,0.4,,-68.0,,,,,True,False,False,True,,True
47055,215,546.0,,,,,451.0,398.6,172.7,298.3,,328.0,331.0,,,,,236.0,183.6,-42.3,83.3,,113.0,,,,,True,True,True,True,,True
47057,183,462.0,,,,,279.0,288.5,143.9,422.2,,561.0,279.0,,,,,96.0,105.5,-39.1,239.2,,378.0,,,,,True,True,True,True,,False
47059,719,707.0,627.5,,,,1133.0,979.6,439.1,528.5,,930.0,-12.0,-91.5,,,,414.0,260.6,-279.9,-190.5,,211.0,False,,,,False,False,False,False,,False
47061,133,140.0,,,,,158.0,59.2,75.1,138.2,,276.0,7.0,,,,,25.0,-73.8,-57.9,5.2,,143.0,,,,,False,False,False,True,,False
47063,623,2492.0,1527.2,,,,1116.0,523.1,401.9,1326.9,,1162.0,1869.0,904.2,,,,493.0,-99.9,-221.1,703.9,,539.0,True,,,,True,True,True,True,,True
47065,3549,4543.0,6397.2,,,,5568.0,1549.9,2288.9,6922.4,,2848.0,994.0,2848.2,,,,2019.0,-1999.1,-1260.1,3373.4,,-701.0,False,,,,False,False,False,False,,True
47067,34,112.0,,,,,56.0,86.5,,,,85.0,78.0,,,,,22.0,52.5,,,,51.0,,,,,True,True,,,,True
47069,726,980.0,,,,,839.0,433.8,336.3,1142.8,,249.0,254.0,,,,,113.0,-292.2,-389.7,416.8,,-477.0,,,,,True,False,False,False,,False
47071,563,784.0,,,,,633.0,99.6,218.0,601.5,,447.0,221.0,,,,,70.0,-463.4,-345.0,38.5,,-116.0,,,,,True,False,False,True,,True
47073,448,819.0,459.4,,,,644.0,871.7,501.9,938.6,,1295.0,371.0,11.4,,,,196.0,423.7,53.9,490.6,,847.0,True,,,,True,False,True,False,,False
47075,534,910.0,,,,,438.0,330.1,107.9,587.3,,330.0,376.0,,,,,-96.0,-203.9,-426.1,53.3,,-204.0,,,,,True,True,False,True,,True
47077,678,959.0,,,,,542.0,848.0,216.8,397.7,,500.0,281.0,,,,,-136.0,170.0,-461.2,-280.3,,-178.0,,,,,True,True,False,True,,True
47079,391,770.0,,,,,395.0,1014.5,122.3,391.8,,1120.0,379.0,,,,,4.0,623.5,-268.7,0.8,,729.0,,,,,True,False,True,True,,False
47081,298,357.0,,,,,331.0,97.0,190.8,163.6,,335.0,59.0,,,,,33.0,-201.0,-107.2,-134.4,,37.0,,,,,True,False,False,False,,True
47083,127,105.0,,,,,67.0,32.6,,55.5,,155.0,-22.0,,,,,-60.0,-94.4,,-71.5,,28.0,,,,,False,False,,False,,False
47085,129,203.0,,,,,179.0,30.9,126.6,142.0,,339.0,74.0,,,,,50.0,-98.1,-2.4,13.0,,210.0,,,,,True,False,True,True,,False
47087,199,84.0,,,,,77.0,11.3,18.7,227.4,,31.0,-115.0,,,,,-122.0,-187.7,-180.3,28.4,,-168.0,,,,,False,False,False,True,,False
47089,571,952.0,567.2,,,,923.0,559.6,482.5,794.2,,929.0,381.0,-3.8,,,,352.0,-11.4,-88.5,223.2,,358.0,True,,,,True,True,True,True,,True
47091,497,574.0,,,,,101.0,4996.5,31.0,325.1,,686.0,77.0,,,,,-396.0,4499.5,-466.0,-171.9,,189.0,,,,,False,False,False,False,,False
47093,4958,6223.0,11366.1,,,,5770.0,7273.8,3711.0,5256.8,,5925.0,1265.0,6408.1,,,,812.0,2315.8,-1247.0,298.8,,967.0,False,,,,True,False,True,True,,True
47095,137,238.0,,,,,162.0,32.1,0.9,75.5,,3511.0,101.0,,,,,25.0,-104.9,-136.1,-61.5,,3374.0,,,,,True,False,False,True,,False
47097,522,749.0,,,,,817.0,401.8,117.7,603.0,,460.0,227.0,,,,,295.0,-120.2,-404.3,81.0,,-62.0,,,,,False,True,False,True,,True
47099,492,735.0,,,,,866.0,407.5,477.1,500.8,,644.0,243.0,,,,,374.0,-84.5,-14.9,8.8,,152.0,,,,,False,True,True,True,,True
47101,119,154.0,,,,,165.0,77.0,,,,300.0,35.0,,,,,46.0,-42.0,,,,181.0,,,,,False,False,,,,False
47103,327,483.0,,,,,481.0,294.2,262.1,541.4,,552.0,156.0,,,,,154.0,-32.8,-64.9,214.4,,225.0,,,,,True,True,True,False,,False
47105,487,980.0,879.4,,,,754.0,853.4,324.5,1124.8,,874.0,493.0,392.4,,,,267.0,366.4,-162.5,637.8,,387.0,True,,,,True,True,True,False,,True
47107,573,413.0,632.6,,,,965.0,111.8,190.7,2099.6,,286.0,-160.0,59.6,,,,392.0,-461.2,-382.3,1526.6,,-287.0,True,,,,False,False,False,False,,False
47109,475,651.0,,,,,688.0,494.1,309.8,824.9,,491.0,176.0,,,,,213.0,19.1,-165.2,349.9,,16.0,,,,,False,True,True,False,,True
47111,190,511.0,,,,,247.0,152.7,8.8,262.3,,99.0,321.0,,,,,57.0,-37.3,-181.2,72.3,,-91.0,,,,,True,True,True,True,,True
47113,1733,1946.0,1224.4,,,,2274.0,3497.0,753.0,902.1,,2234.0,213.0,-508.6,,,,541.0,1764.0,-980.0,-830.9,,501.0,False,,,,False,False,False,False,,False
47115,295,322.0,,,,,415.0,59.7,170.4,159.0,,358.0,27.0,,,,,120.0,-235.3,-124.6,-136.0,,63.0,,,,,False,False,False,False,,False
47117,438,476.0,,,,,433.0,430.1,271.1,219.7,,524.0,38.0,,,,,-5.0,-7.9,-166.9,-218.3,,86.0,,,,,True,True,False,False,,False
47119,1133,1603.0,2215.3,,,,1279.0,1340.4,553.9,1929.0,,1297.0,470.0,1082.3,,,,146.0,207.4,-579.1,796.0,,164.0,False,,,,True,True,False,False,,True
47121,121,210.0,,,,,235.0,105.6,,207.5,,239.0,89.0,,,,,114.0,-15.4,,86.5,,118.0,,,,,False,True,,True,,False
47123,644,700.0,,,,,875.0,296.7,360.0,631.8,,1059.0,56.0,,,,,231.0,-347.3,-284.0,-12.2,,415.0,,,,,False,False,False,True,,False
47125,1245,2289.0,3206.2,,,,2038.0,2027.8,1645.1,3245.4,,1542.0,1044.0,1961.2,,,,793.0,782.8,400.1,2000.4,,297.0,False,,,,True,True,True,False,,True
47127,110,56.0,,,,,57.0,13.4,,61.0,,28.0,-54.0,,,,,-53.0,-96.6,,-49.0,,-82.0,,,,,True,False,,True,,False
47129,226,175.0,,,,,200.0,55.7,,147.0,,392.0,-51.0,,,,,-26.0,-170.3,,-79.0,,166.0,,,,,True,False,,False,,False
47131,647,1218.0,,,,,540.0,346.6,241.9,853.8,,767.0,571.0,,,,,-107.0,-300.4,-405.1,206.8,,120.0,,,,,True,True,True,True,,True
47133,539,196.0,,,,,206.0,122.5,144.2,128.8,,287.0,-343.0,,,,,-333.0,-416.5,-394.8,-410.2,,-252.0,,,,,True,False,False,False,,True
47135,67,105.0,,,,,124.0,53.9,,64.8,,112.0,38.0,,,,,57.0,-13.1,,-2.2,,45.0,,,,,False,True,,True,,False
47137,75,35.0,,,,,28.0,11.8,,,,42.0,-40.0,,,,,-47.0,-63.2,,,,-33.0,,,,,False,False,,,,True
47139,220,448.0,,,,,268.0,1742.9,92.0,298.6,,485.0,228.0,,,,,48.0,1522.9,-128.0,78.6,,265.0,,,,,True,False,True,True,,False
47141,1529,1358.0,1747.8,,,,1048.0,289.4,522.6,1160.8,,737.0,-171.0,218.8,,,,-481.0,-1239.6,-1006.4,-368.2,,-792.0,False,,,,False,False,False,False,,False
47143,284,399.0,,,,,583.0,255.3,10.9,785.0,,294.0,115.0,,,,,299.0,-28.7,-273.1,501.0,,10.0,,,,,False,True,False,False,,True
47145,490,973.0,394.3,,,,716.0,1549.7,313.7,821.7,,1257.0,483.0,-95.7,,,,226.0,1059.7,-176.3,331.7,,767.0,True,,,,True,False,True,True,,False
47147,734,1267.0,883.0,,,,708.0,531.9,385.5,2350.3,,664.0,533.0,149.0,,,,-26.0,-202.1,-348.5,1616.3,,-70.0,True,,,,True,True,True,False,,True
47149,2903,5579.0,5885.4,,,,4266.0,2412.1,2758.0,4766.1,,2816.0,2676.0,2982.4,,,,1363.0,-490.9,-145.0,1863.1,,-87.0,False,,,,True,True,True,True,,True
47151,102,364.0,,,,,244.0,282.6,42.2,188.7,,784.0,262.0,,,,,142.0,180.6,-59.8,86.7,,682.0,,,,,True,True,True,True,,False
47153,131,154.0,,,,,170.0,64.2,,171.8,,175.0,23.0,,,,,39.0,-66.8,,40.8,,44.0,,,,,False,False,,False,,False
47155,821,2443.0,3994.5,,,,1428.0,604.8,874.5,4222.2,,1641.0,1622.0,3173.5,,,,607.0,-216.2,53.5,3401.2,,820.0,False,,,,True,True,True,False,,True
47157,8779,21539.0,25559.1,,,,21633.0,16475.1,7619.4,12077.0,,10152.0,12760.0,16780.1,,,,12854.0,7696.1,-1159.6,3298.0,,1373.0,False,,,,False,True,True,True,,True
47159,323,574.0,,,,,187.0,310.3,113.7,267.5,,263.0,251.0,,,,,-136.0,-12.7,-209.3,-55.5,,-60.0,,,,,True,True,True,True,,True
47161,102,91.0,,,,,72.0,25.2,,73.5,,69.0,-11.0,,,,,-30.0,-76.8,,-28.5,,-33.0,,,,,False,False,,False,,False
47163,1280,1533.0,1664.2,,,,1753.0,2072.2,1064.9,1465.0,,1601.0,253.0,384.2,,,,473.0,792.2,-215.1,185.0,,321.0,False,,,,False,False,True,True,,False
47165,1493,2121.0,3750.0,,,,1794.0,1580.4,408.5,2542.5,,1018.0,628.0,2257.0,,,,301.0,87.4,-1084.5,1049.5,,-475.0,False,,,,True,True,False,False,,True
47167,617,1274.0,759.4,,,,1550.0,465.5,303.9,1763.2,,976.0,657.0,142.4,,,,933.0,-151.5,-313.1,1146.2,,359.0,True,,,,False,True,True,False,,True
47169,77,91.0,,,,,165.0,8.8,3.0,38.1,,42.0,14.0,,,,,88.0,-68.2,-74.0,-38.9,,-35.0,,,,,False,False,False,False,,False
47171,144,308.0,,,,,207.0,68.4,94.5,213.7,,511.0,164.0,,,,,63.0,-75.6,-49.5,69.7,,367.0,,,,,True,True,True,True,,False
47173,217,266.0,,,,,229.0,252.4,131.2,529.3,,331.0,49.0,,,,,12.0,35.4,-85.8,312.3,,114.0,,,,,True,True,False,False,,False
47175,121,77.0,,,,,53.0,30.7,,,,117.0,-44.0,,,,,-68.0,-90.3,,,,-4.0,,,,,False,False,,,,True
47177,610,777.0,,,,,728.0,525.3,219.5,672.9,,606.0,167.0,,,,,118.0,-84.7,-390.5,62.9,,-4.0,,,,,True,True,False,True,,True
47179,1176,2569.0,1700.5,,,,1599.0,1043.5,977.2,2634.5,,2887.0,1393.0,524.5,,,,423.0,-132.5,-198.8,1458.5,,1711.0,True,,,,True,True,True,False,,False
47181,1316,238.0,,,,,305.0,37.5,0.9,229.9,,162.0,-1078.0,,,,,-1011.0,-1278.5,-1315.1,-1086.1,,-1154.0,,,,,True,False,False,False,,False
47183,854,826.0,,,,,514.0,1398.5,169.5,924.3,,1057.0,-28.0,,,,,-340.0,544.5,-684.5,70.3,,203.0,,,,,False,False,False,False,,False
47185,575,252.0,,,,,344.0,100.7,148.4,229.1,,205.0,-323.0,,,,,-231.0,-474.3,-426.6,-345.9,,-370.0,,,,,True,False,False,False,,False
47187,1878,2667.0,7060.2,,,,2048.0,1860.9,422.5,1754.4,,1021.0,789.0,5182.2,,,,170.0,-17.1,-1455.5,-123.6,,-857.0,False,,,,True,True,False,True,,False
47189,1277,1757.0,4148.6,,,,1371.0,1345.8,171.2,1910.5,,748.0,480.0,2871.6,,,,94.0,68.8,-1105.8,633.5,,-529.0,False,,,,True,True,False,False,,False
48001,639,483.0,1592.9,,,,1181.0,178.5,64.2,273.4,,60.0,-156.0,953.9,,,,542.0,-460.5,-574.8,-365.6,,-579.0,False,,,,False,False,False,False,,False
48003,157,210.0,,,,,274.0,133.8,0.1,176.7,,91.0,53.0,,,,,117.0,-23.2,-156.9,19.7,,-66.0,,,,,False,True,False,True,,False
48005,466,1694.0,2364.6,,,,2324.0,375.2,667.3,3599.3,,622.0,1228.0,1898.6,,,,1858.0,-90.8,201.3,3133.3,,156.0,False,,,,False,True,True,False,,True
48007,165,210.0,,,,,342.0,145.2,116.1,635.4,,109.0,45.0,,,,,177.0,-19.8,-48.9,470.4,,-56.0,,,,,False,True,False,False,,False
48009,50,35.0,,,,,50.0,3.2,,,,193.0,-15.0,,,,,0.0,-46.8,,,,143.0,,,,,True,False,,,,False
48011,6,28.0,,,,,7.0,0.2,,,,54.0,22.0,,,,,1.0,-5.8,,,,48.0,,,,,True,True,,,,False
48013,226,84.0,1081.3,,,,1935.0,34.2,205.3,457.7,,19.0,-142.0,855.3,,,,1709.0,-191.8,-20.7,231.7,,-207.0,False,,,,False,False,True,False,,False
48015,271,224.0,,,,,458.0,24.0,200.6,280.4,,193.0,-47.0,,,,,187.0,-247.0,-70.4,9.4,,-78.0,,,,,False,False,False,True,,False
48017,49,182.0,,,,,63.0,27.6,0.0,94.7,,81.0,133.0,,,,,14.0,-21.4,-49.0,45.7,,32.0,,,,,True,True,True,True,,True
48019,31,84.0,,,,,315.0,32.0,,215.0,,124.0,53.0,,,,,284.0,1.0,,184.0,,93.0,,,,,False,True,,False,,False
48021,492,742.0,1695.8,,,,1334.0,37.3,489.6,2396.3,,317.0,250.0,1203.8,,,,842.0,-454.7,-2.4,1904.3,,-175.0,False,,,,False,False,True,False,,True
48023,10,14.0,,,,,29.0,,,,,53.0,4.0,,,,,19.0,,,,,43.0,,,,,False,,,,,False
48025,1341,994.0,,,,,1464.0,1027.3,20.8,1039.6,,358.0,-347.0,,,,,123.0,-313.7,-1320.2,-301.4,,-983.0,,,,,True,True,False,True,,False
48027,1810,3542.0,12039.5,,,,3580.0,2900.3,1934.4,3564.0,,1698.0,1732.0,10229.5,,,,1770.0,1090.3,124.4,1754.0,,-112.0,False,,,,False,True,True,False,,True
48029,9957,35791.0,51026.0,,,,53622.0,30500.1,12579.0,17227.5,,8335.0,25834.0,41069.0,,,,43665.0,20543.1,2622.0,7270.5,,-1622.0,False,,,,False,True,True,True,,True
48031,49,91.0,,,,,135.0,28.9,,124.7,,57.0,42.0,,,,,86.0,-20.1,,75.7,,8.0,,,,,False,True,,False,,True
48033,0,0.0,,,,,0.0,,,,,,0.0,,,,,0.0,,,,,,,,,,True,,,,,
48035,169,154.0,,,,,148.0,30.9,179.5,382.9,,81.0,-15.0,,,,,-21.0,-138.1,10.5,213.9,,-88.0,,,,,False,False,True,False,,False
48037,545,133.0,855.9,,,,1954.0,30.9,345.0,300.5,,67.0,-412.0,310.9,,,,1409.0,-514.1,-200.0,-244.5,,-478.0,True,,,,False,False,True,True,,False
48039,4471,8645.0,13110.0,,,,7414.0,7336.9,2407.5,5241.8,,2968.0,4174.0,8639.0,,,,2943.0,2865.9,-2063.5,770.8,,-1503.0,False,,,,True,True,True,True,,True
48041,2176,1694.0,7231.3,,,,2927.0,789.3,1068.3,733.1,,724.0,-482.0,5055.3,,,,751.0,-1386.7,-1107.7,-1442.9,,-1452.0,False,,,,False,False,False,False,,False
48043,35,35.0,,,,,362.0,2.6,0.0,143.5,,56.0,0.0,,,,,327.0,-32.4,-35.0,108.5,,21.0,,,,,False,False,False,False,,False
48045,1,7.0,,,,,0.0,1.3,,,,6.0,6.0,,,,,-1.0,0.3,,,,5.0,,,,,True,True,,,,True
48047,213,140.0,,,,,117.0,33.4,,,,85.0,-73.0,,,,,-96.0,-179.6,,,,-128.0,,,,,False,False,,,,False
