,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,Columbia_UNC-SurvCon,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,LANL-GrowthRate,MITCovAlliance-SIR,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
01043,756,1106.0,1685.7,,,,1477.0,417.2,727.0,2031.8,,,350.0,929.7,,,,721.0,-338.8,-29.0,1275.8,,,False,,,,False,True,True,False,,
01045,573,637.0,,,,,930.0,411.9,314.7,565.6,,,64.0,,,,,357.0,-161.1,-258.3,-7.4,,,,,,,False,False,False,True,,
01047,493,567.0,,,,,986.0,259.2,13.2,355.0,,,74.0,,,,,493.0,-233.8,-479.8,-138.0,,,,,,,False,False,False,False,,
01049,696,1267.0,1592.1,,,,1494.0,1348.2,523.5,1238.8,,,571.0,896.1,,,,798.0,652.2,-172.5,542.8,,,False,,,,False,False,True,True,,
01051,963,924.0,1007.0,,,,1231.0,767.7,480.6,653.2,,,-39.0,44.0,,,,268.0,-195.3,-482.4,-309.8,,,False,,,,False,False,False,False,,
01053,617,994.0,,,,,1215.0,454.0,294.4,401.9,,,377.0,,,,,598.0,-163.0,-322.6,-215.1,,,,,,,False,True,True,True,,
01055,1450,1883.0,2065.4,,,,1778.0,1624.6,874.3,927.5,,,433.0,615.4,,,,328.0,174.6,-575.7,-522.5,,,False,,,,True,True,False,False,,
01057,251,231.0,,,,,227.0,117.9,140.9,187.6,,,-20.0,,,,,-24.0,-133.1,-110.1,-63.4,,,,,,,False,False,False,False,,
01059,576,630.0,,,,,801.0,393.1,246.4,493.3,,,54.0,,,,,225.0,-182.9,-329.6,-82.7,,,,,,,False,False,False,False,,
01061,352,231.0,,,,,634.0,100.9,194.3,154.3,,,-121.0,,,,,282.0,-251.1,-157.7,-197.7,,,,,,,False,False,False,False,,
01063,64,56.0,,,,,118.0,4.4,0.5,41.0,,,-8.0,,,,,54.0,-59.6,-63.5,-23.0,,,,,,,False,False,False,False,,
01065,173,203.0,,,,,297.0,26.9,6.8,275.0,,,30.0,,,,,124.0,-146.1,-166.2,102.0,,,,,,,False,False,False,False,,
01067,232,224.0,,,,,179.0,39.4,85.1,251.0,,,-8.0,,,,,-53.0,-192.6,-146.9,19.0,,,,,,,False,False,False,False,,
01069,1424,1512.0,3301.0,,,,2037.0,964.3,838.5,3659.7,,,88.0,1877.0,,,,613.0,-459.7,-585.5,2235.7,,,False,,,,False,False,False,False,,
01071,713,1015.0,1279.1,,,,750.0,1801.4,397.5,878.7,,,302.0,566.1,,,,37.0,1088.4,-315.5,165.7,,,False,,,,True,False,False,True,,
01073,7446,9590.0,13394.4,,,,12314.0,10218.6,4008.8,7145.7,,,2144.0,5948.4,,,,4868.0,2772.6,-3437.2,-300.3,,,False,,,,False,False,False,True,,
01075,155,203.0,,,,,209.0,124.7,139.0,355.9,,,48.0,,,,,54.0,-30.3,-16.0,200.9,,,,,,,False,True,True,False,,
01077,613,1008.0,1659.6,,,,1667.0,1152.4,684.8,1005.4,,,395.0,1046.6,,,,1054.0,539.4,71.8,392.4,,,False,,,,False,False,True,True,,
01079,284,406.0,,,,,602.0,449.4,298.4,126.9,,,122.0,,,,,318.0,165.4,14.4,-157.1,,,,,,,False,False,True,False,,
01081,3275,1645.0,4055.3,,,,2662.0,1469.8,964.5,1127.9,,,-1630.0,780.3,,,,-613.0,-1805.2,-2310.5,-2147.1,,,True,,,,True,False,False,False,,
01083,819,1078.0,2297.1,,,,1417.0,1247.2,718.9,1277.3,,,259.0,1478.1,,,,598.0,428.2,-100.1,458.3,,,False,,,,False,False,True,False,,
01085,112,105.0,,,,,154.0,5.1,1.5,46.9,,,-7.0,,,,,42.0,-106.9,-110.5,-65.1,,,,,,,False,False,False,False,,
01087,174,140.0,,,,,179.0,19.0,42.3,241.6,,,-34.0,,,,,5.0,-155.0,-131.7,67.6,,,,,,,True,False,False,False,,
01089,2694,4725.0,8371.2,,,,4398.0,5326.1,2787.6,9569.7,,,2031.0,5677.2,,,,1704.0,2632.1,93.6,6875.7,,,False,,,,True,False,True,False,,
01091,196,231.0,,,,,484.0,74.2,131.2,405.0,,,35.0,,,,,288.0,-121.8,-64.8,209.0,,,,,,,False,False,False,False,,
01093,413,455.0,,,,,550.0,377.2,248.9,2998.4,,,42.0,,,,,137.0,-35.8,-164.1,2585.4,,,,,,,False,True,False,False,,
01095,955,1799.0,3869.4,,,,1942.0,1842.5,786.8,957.3,,,844.0,2914.4,,,,987.0,887.5,-168.2,2.3,,,False,,,,False,False,True,True,,
01097,4573,9590.0,9728.2,,,,9565.0,21611.6,3259.1,7257.7,,,5017.0,5155.2,,,,4992.0,17038.6,-1313.9,2684.7,,,False,,,,True,False,True,True,,
01099,211,259.0,,,,,475.0,28.4,102.7,171.4,,,48.0,,,,,264.0,-182.6,-108.3,-39.6,,,,,,,False,False,False,True,,
01101,2545,3423.0,6517.0,,,,4976.0,1777.8,1619.2,3649.9,,,878.0,3972.0,,,,2431.0,-767.2,-925.8,1104.9,,,False,,,,False,True,False,False,,
01103,1025,1694.0,2235.1,,,,2058.0,1118.2,795.7,1531.9,,,669.0,1210.1,,,,1033.0,93.2,-229.3,506.9,,,False,,,,False,True,True,True,,
01105,122,294.0,,,,,159.0,186.7,0.0,123.9,,,172.0,,,,,37.0,64.7,-122.0,1.9,,,,,,,True,True,True,True,,
01107,273,203.0,,,,,383.0,114.8,92.8,113.2,,,-70.0,,,,,110.0,-158.2,-180.2,-159.8,,,,,,,False,False,False,False,,
01109,508,420.0,,,,,788.0,93.8,122.6,266.9,,,-88.0,,,,,280.0,-414.2,-385.4,-241.1,,,,,,,False,False,False,False,,
01111,223,203.0,,,,,313.0,41.5,132.4,141.2,,,-20.0,,,,,90.0,-181.5,-90.6,-81.8,,,,,,,False,False,False,False,,
01113,538,1078.0,1622.6,,,,991.0,746.6,409.3,528.0,,,540.0,1084.6,,,,453.0,208.6,-128.7,-10.0,,,False,,,,True,True,True,True,,
01115,1053,1477.0,1773.5,,,,1157.0,1341.9,798.2,1482.2,,,424.0,720.5,,,,104.0,288.9,-254.8,429.2,,,False,,,,True,True,True,False,,
01117,2699,2513.0,5234.2,,,,2791.0,2482.9,1260.5,2265.6,,,-186.0,2535.2,,,,92.0,-216.1,-1438.5,-433.4,,,False,,,,True,False,False,False,,
01119,61,161.0,,,,,232.0,9.0,1.1,96.1,,,100.0,,,,,171.0,-52.0,-59.9,35.1,,,,,,,False,True,True,True,,
01121,1241,1120.0,1540.1,,,,1277.0,1045.3,660.3,5428.0,,,-121.0,299.1,,,,36.0,-195.7,-580.7,4187.0,,,False,,,,True,False,False,False,,
01123,344,329.0,,,,,629.0,157.1,82.5,462.0,,,-15.0,,,,,285.0,-186.9,-261.5,118.0,,,,,,,False,False,False,False,,
01125,3329,2415.0,1824.1,,,,4267.0,1728.2,1224.4,2040.6,,,-914.0,-1504.9,,,,938.0,-1600.8,-2104.6,-1288.4,,,False,,,,False,False,False,False,,
01127,757,658.0,1734.4,,,,1313.0,114.3,315.6,361.1,,,-99.0,977.4,,,,556.0,-642.7,-441.4,-395.9,,,False,,,,False,False,False,False,,
01129,249,245.0,,,,,371.0,35.5,83.8,219.7,,,-4.0,,,,,122.0,-213.5,-165.2,-29.3,,,,,,,False,False,False,False,,
01131,138,140.0,,,,,199.0,27.3,3.2,77.5,,,2.0,,,,,61.0,-110.7,-134.8,-60.5,,,,,,,False,False,False,False,,
01133,274,336.0,,,,,452.0,207.6,169.8,159.5,,,62.0,,,,,178.0,-66.4,-104.2,-114.5,,,,,,,False,False,False,False,,
02013,8,0.0,,,,,,,,,,,-8.0,,,,,,,,,,,,,,,,,,,,
02016,7,21.0,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,
02020,2081,4123.0,3196.9,,,,,3248.1,2359.0,4002.7,,,2042.0,1115.9,,,,,1167.1,278.0,1921.7,,,True,,,,,True,True,True,,
02050,73,14.0,,,,,,2.9,,,,,-59.0,,,,,,-70.1,,,,,,,,,,False,,,,
02060,0,0.0,,,,,,0.4,,,,,0.0,,,,,,0.4,,,,,,,,,,False,,,,
02068,2,0.0,,,,,,,,,,,-2.0,,,,,,,,,,,,,,,,,,,,
02070,7,0.0,,,,,,0.0,,,,,-7.0,,,,,,-7.0,,,,,,,,,,True,,,,
02090,562,315.0,701.5,,,,,166.7,508.8,2244.7,,,-247.0,139.5,,,,,-395.3,-53.2,1682.7,,,True,,,,,False,True,False,,
02100,1,0.0,,,,,,,,,,,-1.0,,,,,,,,,,,,,,,,,,,,
02105,0,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
02110,199,98.0,,,,,,16.7,,461.7,,,-101.0,,,,,,-182.3,,262.7,,,,,,,,False,,False,,
02122,147,210.0,573.3,,,,,33.6,323.5,226.8,,,63.0,426.3,,,,,-113.4,176.5,79.8,,,False,,,,,False,False,False,,
02130,19,21.0,,,,,,2.7,,23.5,,,2.0,,,,,,-16.3,,4.5,,,,,,,,False,,False,,
02150,49,7.0,,,,,,0.2,,,,,-42.0,,,,,,-48.8,,,,,,,,,,False,,,,
02158,7,7.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
02164,22,0.0,,,,,,,,,,,-22.0,,,,,,,,,,,,,,,,,,,,
02170,288,448.0,949.4,,,,,779.6,531.4,406.9,,,160.0,661.4,,,,,491.6,243.4,118.9,,,False,,,,,False,False,True,,
02180,35,0.0,,,,,,0.8,,,,,-35.0,,,,,,-34.2,,,,,,,,,,True,,,,
02185,78,35.0,,,,,,0.5,,,,,-43.0,,,,,,-77.5,,,,,,,,,,False,,,,
02188,57,98.0,,,,,,5.6,,,,,41.0,,,,,,-51.4,,,,,,,,,,False,,,,
02195,2,0.0,,,,,,0.2,,,,,-2.0,,,,,,-1.8,,,,,,,,,,True,,,,
02198,25,21.0,,,,,,2.4,,,,,-4.0,,,,,,-22.6,,,,,,,,,,False,,,,
02220,27,28.0,,,,,,2.5,,17.7,,,1.0,,,,,,-24.5,,-9.3,,,,,,,,False,,False,,
02230,0,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
02240,11,7.0,,,,,,0.6,,,,,-4.0,,,,,,-10.4,,,,,,,,,,False,,,,
02261,32,42.0,,,,,,6.9,,,,,10.0,,,,,,-25.1,,,,,,,,,,False,,,,
02275,8,14.0,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,
02282,16,42.0,,,,,,,,,,,26.0,,,,,,,,,,,,,,,,,,,,
02290,35,28.0,,,,,,8.4,,,,,-7.0,,,,,,-26.6,,,,,,,,,,False,,,,
04001,414,1022.0,864.3,,,,983.0,293.5,40.3,649.0,,,608.0,450.3,,,,569.0,-120.5,-373.7,235.0,,,True,,,,True,True,True,True,,
04003,362,1120.0,1503.7,,,,2746.0,264.4,613.8,612.7,,,758.0,1141.7,,,,2384.0,-97.6,251.8,250.7,,,False,,,,False,True,True,True,,
04005,776,805.0,1156.2,,,,1180.0,596.9,461.2,755.0,,,29.0,380.2,,,,404.0,-179.1,-314.8,-21.0,,,False,,,,False,False,False,True,,
04007,413,952.0,1037.7,,,,746.0,858.8,274.6,387.5,,,539.0,624.7,,,,333.0,445.8,-138.4,-25.5,,,False,,,,True,True,True,True,,
04009,311,812.0,,,,,981.0,352.6,262.5,2345.5,,,501.0,,,,,670.0,41.6,-48.5,2034.5,,,,,,,False,True,True,False,,
04011,6,105.0,,,,,33.0,0.5,,61.2,,,99.0,,,,,27.0,-5.5,,55.2,,,,,,,True,True,,True,,
04012,66,70.0,,,,,433.0,4.4,25.8,61.3,,,4.0,,,,,367.0,-61.6,-40.2,-4.7,,,,,,,False,False,False,False,,
04013,20291,84028.0,116338.1,,,,77959.0,70246.6,14172.5,39325.0,,,63737.0,96047.1,,,,57668.0,49955.6,-6118.5,19034.0,,,False,,,,True,True,True,True,,
04015,910,2163.0,4843.6,,,,4542.0,1099.6,1269.4,2279.7,,,1253.0,3933.6,,,,3632.0,189.6,359.4,1369.7,,,False,,,,False,True,True,False,,
04017,495,1442.0,3484.5,,,,1478.0,770.0,125.2,1187.9,,,947.0,2989.5,,,,983.0,275.0,-369.8,692.9,,,False,,,,False,True,True,True,,
04019,8044,11725.0,33449.0,,,,11580.0,10233.0,4940.8,7032.6,,,3681.0,25405.0,,,,3536.0,2189.0,-3103.2,-1011.4,,,False,,,,True,True,True,True,,
04021,2196,5425.0,10060.5,,,,4391.0,4998.7,1763.0,2652.6,,,3229.0,7864.5,,,,2195.0,2802.7,-433.0,456.6,,,False,,,,True,True,True,True,,
04023,240,805.0,,,,,2457.0,162.0,33.3,273.9,,,565.0,,,,,2217.0,-78.0,-206.7,33.9,,,,,,,False,True,True,True,,
04025,688,1673.0,2593.6,,,,2427.0,1989.6,1306.5,1086.4,,,985.0,1905.6,,,,1739.0,1301.6,618.5,398.4,,,False,,,,False,False,True,True,,
04027,1455,6580.0,12384.0,,,,4249.0,1422.6,330.8,5941.3,,,5125.0,10929.0,,,,2794.0,-32.4,-1124.2,4486.3,,,False,,,,True,True,True,True,,
05001,155,182.0,,,,,349.0,114.9,89.9,776.1,,,27.0,,,,,194.0,-40.1,-65.1,621.1,,,,,,,False,False,False,False,,
05003,181,462.0,,,,,293.0,785.4,178.1,559.3,,,281.0,,,,,112.0,604.4,-2.9,378.3,,,,,,,True,False,True,False,,
05005,206,35.0,,,,,333.0,9.8,,27.3,,,-171.0,,,,,127.0,-196.2,,-178.7,,,,,,,True,False,,False,,
05007,1677,2373.0,2970.9,,,,3047.0,699.1,664.4,1825.1,,,696.0,1293.9,,,,1370.0,-977.9,-1012.6,148.1,,,False,,,,False,False,False,True,,
05009,444,392.0,,,,,351.0,524.7,228.5,925.5,,,-52.0,,,,,-93.0,80.7,-215.5,481.5,,,,,,,False,False,False,False,,
05011,192,196.0,,,,,162.0,64.5,77.3,104.9,,,4.0,,,,,-30.0,-127.5,-114.7,-87.1,,,,,,,False,False,False,False,,
05013,23,21.0,,,,,23.0,,,,,,-2.0,,,,,0.0,,,,,,,,,,True,,,,,
05015,267,161.0,,,,,192.0,26.4,152.3,182.5,,,-106.0,,,,,-75.0,-240.6,-114.7,-84.5,,,,,,,True,False,False,True,,
05017,473,1610.0,,,,,255.0,726.8,238.4,754.5,,,1137.0,,,,,-218.0,253.8,-234.6,281.5,,,,,,,True,True,True,True,,
05019,159,161.0,,,,,313.0,11.5,103.5,696.8,,,2.0,,,,,154.0,-147.5,-55.5,537.8,,,,,,,False,False,False,False,,
05021,153,21.0,,,,,132.0,4.8,67.2,34.9,,,-132.0,,,,,-21.0,-148.2,-85.8,-118.1,,,,,,,True,False,True,True,,
05023,134,42.0,,,,,243.0,9.7,130.2,23.0,,,-92.0,,,,,109.0,-124.3,-3.8,-111.0,,,,,,,False,False,True,False,,
05025,111,84.0,,,,,51.0,9.2,,145.4,,,-27.0,,,,,-60.0,-101.8,,34.4,,,,,,,False,False,,False,,
05027,188,168.0,,,,,292.0,152.5,42.6,104.7,,,-20.0,,,,,104.0,-35.5,-145.4,-83.3,,,,,,,False,False,False,False,,
05029,111,91.0,,,,,367.0,49.9,103.4,162.8,,,-20.0,,,,,256.0,-61.1,-7.6,51.8,,,,,,,False,False,True,False,,
05031,1480,1211.0,2050.4,,,,2081.0,319.1,914.6,1891.6,,,-269.0,570.4,,,,601.0,-1160.9,-565.4,411.6,,,False,,,,False,False,False,False,,
05033,711,588.0,1334.5,,,,1307.0,257.0,469.3,511.9,,,-123.0,623.5,,,,596.0,-454.0,-241.7,-199.1,,,False,,,,False,False,False,False,,
05035,677,833.0,,,,,1113.0,398.1,258.2,657.5,,,156.0,,,,,436.0,-278.9,-418.8,-19.5,,,,,,,False,False,False,True,,
05037,240,105.0,,,,,244.0,18.7,121.4,176.3,,,-135.0,,,,,4.0,-221.3,-118.6,-63.7,,,,,,,True,False,True,True,,
05039,103,189.0,,,,,68.0,24.4,,,,,86.0,,,,,-35.0,-78.6,,,,,,,,,True,True,,,,
05041,134,133.0,,,,,193.0,80.1,29.8,120.2,,,-1.0,,,,,59.0,-53.9,-104.2,-13.8,,,,,,,False,False,False,False,,
05043,194,182.0,,,,,300.0,79.7,108.3,230.1,,,-12.0,,,,,106.0,-114.3,-85.7,36.1,,,,,,,False,False,False,False,,
05045,1011,1008.0,2253.9,,,,1862.0,595.8,780.3,3592.3,,,-3.0,1242.9,,,,851.0,-415.2,-230.7,2581.3,,,False,,,,False,False,False,False,,
05047,129,273.0,,,,,244.0,250.1,117.1,267.3,,,144.0,,,,,115.0,121.1,-11.9,138.3,,,,,,,True,True,True,True,,
05049,92,28.0,,,,,59.0,7.7,,43.8,,,-64.0,,,,,-33.0,-84.3,,-48.2,,,,,,,True,False,,True,,
05051,899,1365.0,1645.1,,,,1919.0,1641.8,1123.9,4185.6,,,466.0,746.1,,,,1020.0,742.8,224.9,3286.6,,,False,,,,False,False,True,False,,
05053,123,91.0,,,,,157.0,19.5,145.4,32.8,,,-32.0,,,,,34.0,-103.5,22.4,-90.2,,,,,,,False,False,True,False,,
05055,426,1001.0,,,,,676.0,4233.4,541.5,617.1,,,575.0,,,,,250.0,3807.4,115.5,191.1,,,,,,,True,False,True,True,,
05057,148,308.0,,,,,280.0,235.0,163.2,406.7,,,160.0,,,,,132.0,87.0,15.2,258.7,,,,,,,True,True,True,False,,
05059,381,413.0,,,,,669.0,262.2,26.0,199.6,,,32.0,,,,,288.0,-118.8,-355.0,-181.4,,,,,,,False,False,False,False,,
05061,161,462.0,,,,,230.0,44.5,137.3,288.8,,,301.0,,,,,69.0,-116.5,-23.7,127.8,,,,,,,True,True,True,True,,
05063,668,1106.0,,,,,771.0,988.3,339.2,898.5,,,438.0,,,,,103.0,320.3,-328.8,230.5,,,,,,,True,True,True,True,,
05065,107,70.0,,,,,108.0,6.0,,47.5,,,-37.0,,,,,1.0,-101.0,,-59.5,,,,,,,True,False,,False,,
05067,230,42.0,,,,,313.0,41.8,,61.7,,,-188.0,,,,,83.0,-188.2,,-168.3,,,,,,,True,False,,True,,
05069,1529,1183.0,1003.5,,,,1389.0,1111.5,165.9,1316.2,,,-346.0,-525.5,,,,-140.0,-417.5,-1363.1,-212.8,,,False,,,,True,False,False,True,,
05071,198,399.0,,,,,578.0,119.5,12.8,225.2,,,201.0,,,,,380.0,-78.5,-185.2,27.2,,,,,,,False,True,True,True,,
05073,40,28.0,,,,,36.0,8.5,,47.0,,,-12.0,,,,,-4.0,-31.5,,7.0,,,,,,,True,False,,True,,
05075,178,189.0,,,,,216.0,46.5,102.3,171.7,,,11.0,,,,,38.0,-131.5,-75.7,-6.3,,,,,,,False,False,False,True,,
05077,159,98.0,,,,,269.0,7.7,10.6,573.7,,,-61.0,,,,,110.0,-151.3,-148.4,414.7,,,,,,,False,False,False,False,,
05079,749,175.0,,,,,301.0,76.0,2.0,391.8,,,-574.0,,,,,-448.0,-673.0,-747.0,-357.2,,,,,,,True,False,False,True,,
05081,192,518.0,,,,,108.0,811.1,54.3,389.4,,,326.0,,,,,-84.0,619.1,-137.7,197.4,,,,,,,True,False,True,True,,
05083,251,147.0,,,,,395.0,309.7,173.7,70.5,,,-104.0,,,,,144.0,58.7,-77.3,-180.5,,,,,,,False,True,True,False,,
05085,611,581.0,585.4,,,,906.0,438.2,683.0,557.7,,,-30.0,-25.6,,,,295.0,-172.8,72.0,-53.3,,,True,,,,False,False,False,False,,
05087,77,63.0,,,,,143.0,12.8,47.9,137.6,,,-14.0,,,,,66.0,-64.2,-29.1,60.6,,,,,,,False,False,False,False,,
05089,53,35.0,,,,,88.0,4.8,,45.1,,,-18.0,,,,,35.0,-48.2,,-7.9,,,,,,,False,False,,True,,
05091,317,378.0,,,,,603.0,122.8,344.1,153.5,,,61.0,,,,,286.0,-194.2,27.1,-163.5,,,,,,,False,False,True,False,,
05093,832,1519.0,,,,,1028.0,2911.6,386.6,941.2,,,687.0,,,,,196.0,2079.6,-445.4,109.2,,,,,,,True,False,True,True,,
05095,64,70.0,,,,,72.0,17.6,,44.9,,,6.0,,,,,8.0,-46.4,,-19.1,,,,,,,False,False,,False,,
05097,113,42.0,,,,,76.0,2.2,,,,,-71.0,,,,,-37.0,-110.8,,,,,,,,,True,False,,,,
05099,74,42.0,,,,,74.0,2.4,14.4,75.6,,,-32.0,,,,,0.0,-71.6,-59.6,1.6,,,,,,,True,False,False,True,,
05101,118,70.0,,,,,75.0,25.8,,,,,-48.0,,,,,-43.0,-92.2,,,,,,,,,True,False,,,,
05103,167,105.0,,,,,300.0,26.1,,163.5,,,-62.0,,,,,133.0,-140.9,,-3.5,,,,,,,False,False,,True,,
05105,33,56.0,,,,,87.0,16.1,,58.4,,,23.0,,,,,54.0,-16.9,,25.4,,,,,,,False,True,,False,,
05107,180,217.0,,,,,537.0,124.6,88.8,174.6,,,37.0,,,,,357.0,-55.4,-91.2,-5.4,,,,,,,False,False,False,True,,
05109,141,154.0,,,,,124.0,14.4,,,,,13.0,,,,,-17.0,-126.6,,,,,,,,,False,False,,,,
05111,447,273.0,,,,,365.0,55.2,208.4,403.0,,,-174.0,,,,,-82.0,-391.8,-238.6,-44.0,,,,,,,True,False,False,True,,
05113,124,56.0,,,,,312.0,8.1,132.2,232.6,,,-68.0,,,,,188.0,-115.9,8.2,108.6,,,,,,,False,False,True,False,,
05115,828,1071.0,1474.3,,,,1129.0,340.4,500.6,810.6,,,243.0,646.3,,,,301.0,-487.6,-327.4,-17.4,,,False,,,,False,False,False,True,,
05117,73,49.0,,,,,94.0,25.9,,393.6,,,-24.0,,,,,21.0,-47.1,,320.6,,,,,,,True,False,,False,,
05119,3753,3542.0,11723.7,,,,6263.0,2575.8,2302.2,2796.8,,,-211.0,7970.7,,,,2510.0,-1177.2,-1450.8,-956.2,,,False,,,,False,False,False,False,,
05121,209,238.0,,,,,218.0,127.2,149.4,1072.8,,,29.0,,,,,9.0,-81.8,-59.6,863.8,,,,,,,True,False,False,False,,
05123,348,469.0,,,,,809.0,89.8,13.7,369.7,,,121.0,,,,,461.0,-258.2,-334.3,21.7,,,,,,,False,False,False,True,,
05125,1059,945.0,1147.5,,,,1881.0,313.6,1168.8,670.4,,,-114.0,88.5,,,,822.0,-745.4,109.8,-388.6,,,True,,,,False,False,True,False,,
05127,54,77.0,,,,,137.0,16.4,,45.0,,,23.0,,,,,83.0,-37.6,,-9.0,,,,,,,False,False,,True,,
05129,115,21.0,,,,,49.0,1.9,,29.0,,,-94.0,,,,,-66.0,-113.1,,-86.0,,,,,,,True,False,,True,,
05131,1686,2590.0,1798.8,,,,3382.0,1777.5,873.7,1517.4,,,904.0,112.8,,,,1696.0,91.5,-812.3,-168.6,,,True,,,,False,True,True,True,,
05133,260,259.0,,,,,420.0,28.2,29.2,93.9,,,-1.0,,,,,160.0,-231.8,-230.8,-166.1,,,,,,,False,False,False,False,,
05135,94,91.0,,,,,115.0,14.0,74.9,87.2,,,-3.0,,,,,21.0,-80.0,-19.1,-6.8,,,,,,,False,False,False,False,,
