,actual_cases,COVIDhub-baseline,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Geneva-DetGrowth,IBF-TimeSeries,IQVIA_ACOE-STAN,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,OliverWyman-Navigator,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,Yu_Group-CLEP,error-COVIDhub-baseline,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Geneva-DetGrowth,error-IBF-TimeSeries,error-IQVIA_ACOE-STAN,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-OliverWyman-Navigator,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,error-Yu_Group-CLEP,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Geneva-DetGrowth,beat_baseline-IBF-TimeSeries,beat_baseline-IQVIA_ACOE-STAN,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-OliverWyman-Navigator,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-Yu_Group-CLEP
47127,20,9.0,10.7,,7.0,6.0,,,,,,,,11.0,,,7.3,,2.7,6.7,12.0,8.0,27.0,,1.1,,,,,,6.0,6.6,25.2,-11.0,-9.3,,-13.0,-14.0,,,,,,,,-9.0,,,-12.7,,-17.3,-13.3,-8.0,-12.0,7.0,,-18.9,,,,,,-14.0,-13.4,5.2,True,,False,False,,,,,,,,True,,,False,,False,False,True,False,True,,False,,,,,,False,False,True
47129,21,20.0,21.2,,16.0,23.0,,,,,,,,30.0,,,27.1,,6.7,15.9,8.8,26.0,2.0,,10.9,,,,,,19.0,19.8,44.1,-1.0,0.2,,-5.0,2.0,,,,,,,,9.0,,,6.1,,-14.3,-5.1,-12.2,5.0,-19.0,,-10.1,,,,,,-2.0,-1.2,23.1,True,,False,False,,,,,,,,False,,,False,,False,False,False,False,False,,False,,,,,,False,False,False
47131,95,54.0,53.2,,38.0,19.0,,,,,,,,45.0,,,50.7,,18.9,37.8,0.9,52.0,10.0,,4.3,,,,,,46.0,56.6,103.8,-41.0,-41.8,,-57.0,-76.0,,,,,,,,-50.0,,,-44.3,,-76.1,-57.2,-94.1,-43.0,-85.0,,-90.7,,,,,,-49.0,-38.4,8.8,False,,False,False,,,,,,,,False,,,False,,False,False,False,False,False,,False,,,,,,False,True,True
47133,80,65.0,63.3,,39.0,49.0,,,,,,,,16.0,,,41.0,,39.4,39.5,38.6,65.0,47.0,,29.9,,,,,,53.0,23.7,119.1,-15.0,-16.7,,-41.0,-31.0,,,,,,,,-64.0,,,-39.0,,-40.6,-40.5,-41.4,-15.0,-33.0,,-50.1,,,,,,-27.0,-56.3,39.1,False,,False,False,,,,,,,,False,,,False,,False,False,False,False,False,,False,,,,,,False,False,False
47135,8,12.0,12.2,,6.0,5.0,,,,,,,,17.0,,,7.2,,4.5,8.5,4.7,8.0,,,4.5,,,,,,13.0,4.7,30.1,4.0,4.2,,-2.0,-3.0,,,,,,,,9.0,,,-0.8,,-3.5,0.5,-3.3,0.0,,,-3.5,,,,,,5.0,-3.3,22.1,False,,True,True,,,,,,,,False,,,True,,True,True,True,True,,,True,,,,,,False,True,False
47137,7,9.0,9.3,,7.0,12.0,,,,,,,,4.0,,,5.6,,1.9,6.6,,5.0,7.0,,6.8,,,,,,11.0,6.0,18.6,2.0,2.3,,0.0,5.0,,,,,,,,-3.0,,,-1.4,,-5.1,-0.4,,-2.0,0.0,,-0.2,,,,,,4.0,-1.0,11.6,False,,True,False,,,,,,,,False,,,True,,False,True,,False,True,,True,,,,,,False,True,False
47139,11,15.0,10.2,,10.0,3.0,,,,,,,,10.0,,,21.4,,5.2,12.7,0.0,23.0,37.0,,7.8,,,,,,16.0,10.2,41.8,4.0,-0.8,,-1.0,-8.0,,,,,,,,-1.0,,,10.4,,-5.8,1.7,-11.0,12.0,26.0,,-3.2,,,,,,5.0,-0.8,30.8,True,,True,False,,,,,,,,True,,,False,,False,True,False,False,False,,True,,,,,,False,True,False
47141,324,241.0,229.1,,175.0,,,,,,,,,148.0,,,76.2,,174.5,128.2,178.2,187.0,225.0,,41.1,,229.6,,,,252.0,129.6,406.0,-83.0,-94.9,,-149.0,,,,,,,,,-176.0,,,-247.8,,-149.5,-195.8,-145.8,-137.0,-99.0,,-282.9,,-94.4,,,,-72.0,-194.4,82.0,False,,False,,,,,,,,,False,,,False,,False,False,False,False,False,,False,,False,,,,True,False,True
47143,45,50.0,49.8,,29.0,,,,,,,,,35.0,,,38.7,,22.6,29.5,18.2,41.0,101.0,,29.4,,,,,,55.0,24.3,98.2,5.0,4.8,,-16.0,,,,,,,,,-10.0,,,-6.3,,-22.4,-15.5,-26.8,-4.0,56.0,,-15.6,,,,,,10.0,-20.7,53.2,True,,False,,,,,,,,,False,,,False,,False,False,False,True,False,,False,,,,,,False,False,False
47145,84,70.0,70.7,,47.0,89.0,,,,,,,,47.0,,,67.6,,41.1,45.8,51.7,49.0,123.0,,17.2,,,,,,70.0,46.8,130.3,-14.0,-13.3,,-37.0,5.0,,,,,,,,-37.0,,,-16.4,,-42.9,-38.2,-32.3,-35.0,39.0,,-66.8,,,,,,-14.0,-37.2,46.3,True,,False,True,,,,,,,,False,,,False,,False,False,False,False,False,,False,,,,,,False,False,False
47147,96,84.0,85.7,,74.0,91.0,,,,,,,,74.0,,,49.4,,44.7,74.0,8.5,88.0,78.0,,21.9,,78.9,,,,72.0,64.6,165.0,-12.0,-10.3,,-22.0,-5.0,,,,,,,,-22.0,,,-46.6,,-51.3,-22.0,-87.5,-8.0,-18.0,,-74.1,,-17.1,,,,-24.0,-31.4,69.0,True,,False,True,,,,,,,,False,,,False,,False,False,False,True,False,,False,,False,,,,False,False,False
47149,410,382.0,372.8,333.9,328.0,355.0,,,,,,,,377.0,,,217.7,,305.1,318.7,55.2,368.0,457.0,,160.4,,372.3,323.0,,,371.0,270.7,672.6,-28.0,-37.2,-76.1,-82.0,-55.0,,,,,,,,-33.0,,,-192.3,,-104.9,-91.3,-354.8,-42.0,47.0,,-249.6,,-37.7,-87.0,,,-39.0,-139.3,262.6,False,False,False,False,,,,,,,,False,,,False,,False,False,False,False,False,,False,,False,False,,,False,False,False
47151,16,15.0,14.6,,11.0,0.0,,,,,,,,14.0,,,9.4,,7.1,10.8,11.3,11.0,19.0,,0.0,,,,,,16.0,3.8,36.3,-1.0,-1.4,,-5.0,-16.0,,,,,,,,-2.0,,,-6.6,,-8.9,-5.2,-4.7,-5.0,3.0,,-16.0,,,,,,0.0,-12.2,20.3,False,,False,False,,,,,,,,False,,,False,,False,False,False,False,False,,False,,,,,,True,False,False
47153,30,23.0,21.0,,21.0,26.0,,,,,,,,14.0,,,12.9,,8.9,15.9,16.7,33.0,58.0,,22.2,,,,,,19.0,11.1,51.4,-7.0,-9.0,,-9.0,-4.0,,,,,,,,-16.0,,,-17.1,,-21.1,-14.1,-13.3,3.0,28.0,,-7.8,,,,,,-11.0,-18.9,21.4,False,,False,True,,,,,,,,False,,,False,,False,False,False,True,False,,False,,,,,,False,False,False
47155,99,86.0,89.9,,77.0,41.0,,,,,,,,102.0,,,95.1,,75.4,90.5,25.7,105.0,118.0,,73.5,,78.4,,,,83.0,31.6,221.9,-13.0,-9.1,,-22.0,-58.0,,,,,,,,3.0,,,-3.9,,-23.6,-8.5,-73.3,6.0,19.0,,-25.5,,-20.6,,,,-16.0,-67.4,122.9,True,,False,False,,,,,,,,True,,,True,,False,True,False,True,False,,False,,False,,,,False,False,False
47157,1174,995.0,933.1,842.1,815.0,652.0,,,,,,,,876.0,,,653.7,,787.6,734.0,158.1,759.0,1713.0,,623.5,,941.8,914.0,,,998.0,,1282.5,-179.0,-240.9,-331.9,-359.0,-522.0,,,,,,,,-298.0,,,-520.3,,-386.4,-440.0,-1015.9,-415.0,539.0,,-550.5,,-232.2,-260.0,,,-176.0,,108.5,False,False,False,False,,,,,,,,False,,,False,,False,False,False,False,False,,False,,False,False,,,True,,True
47159,55,47.0,48.7,,26.0,11.0,,,,,,,,26.0,,,23.1,,15.8,32.6,31.3,64.0,29.0,,20.4,,,,,,44.0,39.3,84.8,-8.0,-6.3,,-29.0,-44.0,,,,,,,,-29.0,,,-31.9,,-39.2,-22.4,-23.7,9.0,-26.0,,-34.6,,,,,,-11.0,-15.7,29.8,True,,False,False,,,,,,,,False,,,False,,False,False,False,False,False,,False,,,,,,False,False,False
47161,48,13.0,12.5,,11.0,1.0,,,,,,,,11.0,,,10.6,,7.0,11.8,9.9,9.0,26.0,,11.5,,,,,,15.0,5.3,24.4,-35.0,-35.5,,-37.0,-47.0,,,,,,,,-37.0,,,-37.4,,-41.0,-36.2,-38.1,-39.0,-22.0,,-36.5,,,,,,-33.0,-42.7,-23.6,False,,False,False,,,,,,,,False,,,False,,False,False,False,False,True,,False,,,,,,True,False,True
47163,103,98.0,95.2,,90.0,126.0,,,,,,,,133.0,,,232.8,,53.5,76.2,205.5,81.0,151.0,,90.1,,80.5,76.0,,,74.0,119.1,131.0,-5.0,-7.8,,-13.0,23.0,,,,,,,,30.0,,,129.8,,-49.5,-26.8,102.5,-22.0,48.0,,-12.9,,-22.5,-27.0,,,-29.0,16.1,28.0,False,,False,False,,,,,,,,False,,,False,,False,False,False,False,False,,False,,False,False,,,False,False,False
47165,171,212.0,211.6,,167.0,126.0,,,,,,,,168.0,,,129.1,,167.5,166.5,55.2,186.0,307.0,,77.6,,189.8,182.0,,,201.0,116.5,480.6,41.0,40.6,,-4.0,-45.0,,,,,,,,-3.0,,,-41.9,,-3.5,-4.5,-115.8,15.0,136.0,,-93.4,,18.8,11.0,,,30.0,-54.5,309.6,True,,True,False,,,,,,,,True,,,False,,True,True,False,True,False,,False,,True,True,,,True,False,False
47167,106,73.0,67.4,,67.0,79.0,,,,,,,,79.0,,,50.8,,38.1,56.0,5.9,65.0,116.0,,68.7,,67.1,,,,62.0,78.4,142.0,-33.0,-38.6,,-39.0,-27.0,,,,,,,,-27.0,,,-55.2,,-67.9,-50.0,-100.1,-41.0,10.0,,-37.3,,-38.9,,,,-44.0,-27.6,36.0,False,,False,True,,,,,,,,True,,,False,,False,False,False,False,True,,False,,False,,,,False,True,False
47169,9,9.0,8.7,,7.0,,,,,,,,,27.0,,,5.3,,1.5,8.4,0.2,,0.0,,3.6,,6.8,,,,6.0,5.0,55.2,0.0,-0.3,,-2.0,,,,,,,,,18.0,,,-3.7,,-7.5,-0.6,-8.8,,-9.0,,-5.4,,-2.2,,,,-3.0,-4.0,46.2,False,,False,,,,,,,,,False,,,False,,False,False,False,,False,,False,,False,,,,False,False,False
47171,23,16.0,13.7,,7.0,7.0,,,,,,,,26.0,,,4.5,,3.6,13.9,0.0,16.0,19.0,,5.9,,,,,,17.0,18.3,24.9,-7.0,-9.3,,-16.0,-16.0,,,,,,,,3.0,,,-18.5,,-19.4,-9.1,-23.0,-7.0,-4.0,,-17.1,,,,,,-6.0,-4.7,1.9,False,,False,False,,,,,,,,True,,,False,,False,False,False,False,True,,False,,,,,,True,True,True
47173,63,23.0,23.3,,22.0,22.0,,,,,,,,27.0,,,25.2,,16.0,22.8,14.0,27.0,37.0,,0.3,,,,,,18.0,12.2,56.0,-40.0,-39.7,,-41.0,-41.0,,,,,,,,-36.0,,,-37.8,,-47.0,-40.2,-49.0,-36.0,-26.0,,-62.7,,,,,,-45.0,-50.8,-7.0,True,,False,False,,,,,,,,True,,,True,,False,False,False,True,True,,False,,,,,,False,False,True
47175,21,22.0,24.2,,14.0,43.0,,,,,,,,9.0,,,6.3,,6.7,13.7,1.0,25.0,33.0,,15.7,,,,,,14.0,11.2,38.8,1.0,3.2,,-7.0,22.0,,,,,,,,-12.0,,,-14.7,,-14.3,-7.3,-20.0,4.0,12.0,,-5.3,,,,,,-7.0,-9.8,17.8,False,,False,False,,,,,,,,False,,,False,,False,False,False,False,False,,False,,,,,,False,False,False
47177,50,53.0,47.4,,45.0,45.0,,,,,,,,70.0,,,65.7,,28.1,38.0,0.0,38.0,27.0,,33.9,,,,,,41.0,59.8,102.5,3.0,-2.6,,-5.0,-5.0,,,,,,,,20.0,,,15.7,,-21.9,-12.0,-50.0,-12.0,-23.0,,-16.1,,,,,,-9.0,9.8,52.5,True,,False,False,,,,,,,,False,,,False,,False,False,False,False,False,,False,,,,,,False,False,False
47179,179,125.0,125.1,,125.0,175.0,,,,,,,,161.0,,,139.0,,84.8,111.1,146.8,116.0,277.0,,51.1,,134.8,140.0,,,154.0,104.4,183.4,-54.0,-53.9,,-54.0,-4.0,,,,,,,,-18.0,,,-40.0,,-94.2,-67.9,-32.2,-63.0,98.0,,-127.9,,-44.2,-39.0,,,-25.0,-74.6,4.4,True,,False,True,,,,,,,,True,,,True,,False,False,True,False,False,,False,,True,True,,,True,False,True
47181,12,0.0,0.0,,4.0,443.0,,,,,,,,33.0,,,4.3,,1.2,40.8,0.3,,9.0,,16.0,,7.7,,,,0.0,13.9,65.4,-12.0,-12.0,,-8.0,431.0,,,,,,,,21.0,,,-7.7,,-10.8,28.8,-11.7,,-3.0,,4.0,,-4.3,,,,-12.0,1.9,53.4,False,,True,False,,,,,,,,False,,,True,,True,False,True,,True,,True,,True,,,,False,True,False
47183,95,55.0,53.2,,39.0,23.0,,,,,,,,73.0,,,61.5,,21.6,39.5,0.0,46.0,10.0,,16.6,,,,,,47.0,65.7,85.0,-40.0,-41.8,,-56.0,-72.0,,,,,,,,-22.0,,,-33.5,,-73.4,-55.5,-95.0,-49.0,-85.0,,-78.4,,,,,,-48.0,-29.3,-10.0,False,,False,False,,,,,,,,True,,,True,,False,False,False,False,False,,False,,,,,,False,True,True
47185,95,52.0,54.2,,32.0,56.0,,,,,,,,20.0,,,42.3,,27.9,33.9,0.0,39.0,26.0,,22.1,,,,,,44.0,43.8,100.8,-43.0,-40.8,,-63.0,-39.0,,,,,,,,-75.0,,,-52.7,,-67.1,-61.1,-95.0,-56.0,-69.0,,-72.9,,,,,,-51.0,-51.2,5.8,True,,False,True,,,,,,,,False,,,False,,False,False,False,False,False,,False,,,,,,False,False,True
47187,275,254.0,240.4,,223.0,248.0,,,,,,,,221.0,,,181.0,,218.1,223.2,75.5,250.0,440.0,,38.2,,222.7,230.0,,,282.0,173.0,517.0,-21.0,-34.6,,-52.0,-27.0,,,,,,,,-54.0,,,-94.0,,-56.9,-51.8,-199.5,-25.0,165.0,,-236.8,,-52.3,-45.0,,,7.0,-102.0,242.0,False,,False,False,,,,,,,,False,,,False,,False,False,False,False,False,,False,,False,False,,,True,False,False
47189,156,169.0,161.5,,134.0,166.0,,,,,,,,126.0,,,114.9,,114.4,133.7,77.4,153.0,266.0,,77.3,,145.1,163.0,,,166.0,140.7,323.9,13.0,5.5,,-22.0,10.0,,,,,,,,-30.0,,,-41.1,,-41.6,-22.3,-78.6,-3.0,110.0,,-78.7,,-10.9,7.0,,,10.0,-15.3,167.9,True,,False,True,,,,,,,,False,,,False,,False,False,False,True,False,,False,,True,True,,,True,False,False
48001,50,209.0,216.3,,42.0,0.0,,,,,,,,154.0,,,45.6,,34.6,49.8,6.1,150.0,153.0,,1.3,,176.5,,,,8.0,8.9,181.6,159.0,166.3,,-8.0,-50.0,,,,,,,,104.0,,,-4.4,,-15.4,-0.2,-43.9,100.0,103.0,,-48.7,,126.5,,,,-42.0,-41.1,131.6,False,,True,True,,,,,,,,True,,,True,,True,True,True,True,True,,True,,True,,,,True,True,True
48003,12,12.0,9.2,,6.0,8.0,,,,,,,,20.0,,,8.6,,1.9,6.2,0.0,,28.0,,1.2,,,,,,12.0,5.4,39.2,0.0,-2.8,,-6.0,-4.0,,,,,,,,8.0,,,-3.4,,-10.1,-5.8,-12.0,,16.0,,-10.8,,,,,,0.0,-6.6,27.2,False,,False,False,,,,,,,,False,,,False,,False,False,False,,False,,False,,,,,,True,False,False
48005,41,59.0,53.9,,22.0,2.0,,,,,,,,92.0,,,21.5,,13.4,15.5,27.0,43.0,162.0,,0.6,,56.4,,,,27.0,2.5,71.9,18.0,12.9,,-19.0,-39.0,,,,,,,,51.0,,,-19.5,,-27.6,-25.5,-14.0,2.0,121.0,,-40.4,,15.4,,,,-14.0,-38.5,30.9,True,,False,False,,,,,,,,False,,,False,,False,False,True,True,False,,False,,True,,,,True,False,False
48007,14,7.0,0.0,,6.0,15.0,,,,,,,,65.0,,,16.2,,0.8,4.7,26.3,,9.0,,4.7,,,,,,46.0,9.2,23.1,-7.0,-14.0,,-8.0,1.0,,,,,,,,51.0,,,2.2,,-13.2,-9.3,12.3,,-5.0,,-9.3,,,,,,32.0,-4.8,9.1,False,,False,True,,,,,,,,False,,,True,,False,False,False,,True,,False,,,,,,False,True,False
48009,3,7.0,7.4,,6.0,7.0,,,,,,,,6.0,,,10.5,,0.5,4.1,,6.0,26.0,,7.0,,,,,,10.0,3.6,15.4,4.0,4.4,,3.0,4.0,,,,,,,,3.0,,,7.5,,-2.5,1.1,,3.0,23.0,,4.0,,,,,,7.0,0.6,12.4,False,,True,False,,,,,,,,True,,,False,,True,True,,True,False,,False,,,,,,False,True,False
48011,0,1.0,0.7,,0.0,0.0,,,,,,,,2.0,,,0.4,,0.0,0.0,,0.0,5.0,,0.6,,,,,,0.0,2.7,7.2,1.0,0.7,,0.0,0.0,,,,,,,,2.0,,,0.4,,0.0,0.0,,0.0,5.0,,0.6,,,,,,0.0,2.7,7.2,True,,True,True,,,,,,,,False,,,True,,True,True,,True,False,,True,,,,,,True,False,False
48013,12,39.0,41.6,,22.0,10.0,,,,,,,,66.0,,,26.7,,21.8,16.9,31.0,19.0,97.0,,0.0,,,,,,19.0,10.6,86.0,27.0,29.6,,10.0,-2.0,,,,,,,,54.0,,,14.7,,9.8,4.9,19.0,7.0,85.0,,-12.0,,,,,,7.0,-1.4,74.0,False,,True,True,,,,,,,,False,,,True,,True,True,True,True,False,,True,,,,,,True,True,False
48015,24,20.0,22.4,,18.0,18.0,,,,,,,,26.0,,,24.9,,6.7,10.7,40.3,,3.0,,8.3,,,,,,21.0,3.3,52.1,-4.0,-1.6,,-6.0,-6.0,,,,,,,,2.0,,,0.9,,-17.3,-13.3,16.3,,-21.0,,-15.7,,,,,,-3.0,-20.7,28.1,True,,False,False,,,,,,,,True,,,True,,False,False,False,,False,,False,,,,,,True,False,False
48017,3,1.0,0.6,,0.0,0.0,,,,,,,,9.0,,,3.7,,0.0,0.4,0.0,0.0,2.0,,0.4,,,,,,1.0,4.0,8.1,-2.0,-2.4,,-3.0,-3.0,,,,,,,,6.0,,,0.7,,-3.0,-2.6,-3.0,-3.0,-1.0,,-2.6,,,,,,-2.0,1.0,5.1,False,,False,False,,,,,,,,False,,,True,,False,False,False,False,True,,False,,,,,,False,True,False
48019,1,4.0,4.2,,1.0,0.0,,,,,,,,11.0,,,6.6,,0.0,0.4,6.1,0.0,16.0,,0.0,,,,,,2.0,3.7,18.1,3.0,3.2,,0.0,-1.0,,,,,,,,10.0,,,5.6,,-1.0,-0.6,5.1,-1.0,15.0,,-1.0,,,,,,1.0,2.7,17.1,False,,True,True,,,,,,,,False,,,False,,True,True,False,True,False,,True,,,,,,True,True,False
48021,103,47.0,46.4,,43.0,0.0,,,,,,,,52.0,,,47.4,,29.0,45.2,46.4,57.0,60.0,,4.3,,40.6,,,,38.0,8.9,148.6,-56.0,-56.6,,-60.0,-103.0,,,,,,,,-51.0,,,-55.6,,-74.0,-57.8,-56.6,-46.0,-43.0,,-98.7,,-62.4,,,,-65.0,-94.1,45.6,False,,False,False,,,,,,,,True,,,True,,False,False,False,True,True,,False,,False,,,,False,False,True
48023,0,0.0,0.1,,0.0,0.0,,,,,,,,3.0,,,0.4,,,0.0,,0.0,1.0,,0.5,,,,,,0.0,1.8,4.1,0.0,0.1,,0.0,0.0,,,,,,,,3.0,,,0.4,,,0.0,,0.0,1.0,,0.5,,,,,,0.0,1.8,4.1,False,,True,True,,,,,,,,False,,,False,,,False,,True,False,,False,,,,,,True,False,False
48025,32,14.0,38.4,,19.0,20.0,,,,,,,,169.0,,,34.9,,1.3,20.1,0.0,,8.0,,9.1,,52.5,,,,0.0,66.6,46.8,-18.0,6.4,,-13.0,-12.0,,,,,,,,137.0,,,2.9,,-30.7,-11.9,-32.0,,-24.0,,-22.9,,20.5,,,,-32.0,34.6,14.8,True,,True,True,,,,,,,,False,,,True,,False,True,False,,False,,False,,False,,,,False,False,True
48027,206,113.0,119.6,,100.0,59.0,,,,,,,,258.0,,,152.6,,55.8,76.3,196.4,83.0,197.0,,29.6,,105.5,89.0,,,137.0,46.3,248.1,-93.0,-86.4,,-106.0,-147.0,,,,,,,,52.0,,,-53.4,,-150.2,-129.7,-9.6,-123.0,-9.0,,-176.4,,-100.5,-117.0,,,-69.0,-159.7,42.1,True,,False,False,,,,,,,,True,,,True,,False,False,True,False,True,,False,,False,False,,,True,False,True
48029,2562,883.0,945.7,783.9,936.0,1097.0,,,,,,,,1179.0,,,606.4,,3810.3,2988.3,325.7,,1070.0,,423.9,,926.8,1728.0,,,682.0,625.6,794.6,-1679.0,-1616.3,-1778.1,-1626.0,-1465.0,,,,,,,,-1383.0,,,-1955.6,,1248.3,426.3,-2236.3,,-1492.0,,-2138.1,,-1635.2,-834.0,,,-1880.0,-1936.4,-1767.4,True,False,True,True,,,,,,,,True,,,False,,True,True,False,,True,,False,,True,True,,,False,False,False
48031,6,3.0,5.0,,3.0,0.0,,,,,,,,9.0,,,4.7,,0.5,0.5,6.9,0.0,2.0,,4.0,,,,,,4.0,3.3,17.3,-3.0,-1.0,,-3.0,-6.0,,,,,,,,3.0,,,-1.3,,-5.5,-5.5,0.9,-6.0,-4.0,,-2.0,,,,,,-2.0,-2.7,11.3,True,,False,False,,,,,,,,False,,,True,,False,False,True,False,False,,True,,,,,,True,True,False
48033,0,0.0,0.0,,0.0,0.0,,,,,,,,1.0,,,0.0,,,0.0,,0.0,1.0,,0.0,,,,,,,1.0,1.7,0.0,0.0,,0.0,0.0,,,,,,,,1.0,,,0.0,,,0.0,,0.0,1.0,,0.0,,,,,,,1.0,1.7,True,,True,True,,,,,,,,False,,,True,,,True,,True,False,,True,,,,,,,False,False
48035,31,22.0,22.8,,14.0,14.0,,,,,,,,8.0,,,27.1,,12.1,13.9,20.8,13.0,3.0,,4.5,,,,,,19.0,8.2,49.7,-9.0,-8.2,,-17.0,-17.0,,,,,,,,-23.0,,,-3.9,,-18.9,-17.1,-10.2,-18.0,-28.0,,-26.5,,,,,,-12.0,-22.8,18.7,True,,False,False,,,,,,,,False,,,True,,False,False,False,False,False,,False,,,,,,False,False,False
48037,78,70.0,70.2,,69.0,161.0,,,,,,,,124.0,,,93.6,,34.4,42.5,57.5,146.0,60.0,,56.2,,67.3,,,,113.0,44.1,57.1,-8.0,-7.8,,-9.0,83.0,,,,,,,,46.0,,,15.6,,-43.6,-35.5,-20.5,68.0,-18.0,,-21.8,,-10.7,,,,35.0,-33.9,-20.9,True,,False,False,,,,,,,,False,,,False,,False,False,False,False,False,,False,,False,,,,False,False,False
48039,629,705.0,693.8,465.2,674.0,1219.0,,,,,,,,523.0,,,348.3,,818.3,690.5,312.9,897.0,792.0,,458.7,,735.8,658.0,,,338.0,543.5,1120.8,76.0,64.8,-163.8,45.0,590.0,,,,,,,,-106.0,,,-280.7,,189.3,61.5,-316.1,268.0,163.0,,-170.3,,106.8,29.0,,,-291.0,-85.5,491.8,True,False,True,False,,,,,,,,False,,,False,,False,True,False,False,False,,False,,False,True,,,False,False,False
48041,399,453.0,469.2,,363.0,641.0,,,,,,,,634.0,,,113.5,,304.0,355.5,220.3,584.0,350.0,,160.2,,362.7,440.0,,,333.0,335.1,449.6,54.0,70.2,,-36.0,242.0,,,,,,,,235.0,,,-285.5,,-95.0,-43.5,-178.7,185.0,-49.0,,-238.8,,-36.3,41.0,,,-66.0,-63.9,50.6,False,,True,False,,,,,,,,False,,,False,,False,True,False,False,True,,False,,True,True,,,False,False,True
48043,2,9.0,9.6,,2.0,0.0,,,,,,,,2.0,,,3.3,,2.2,4.2,0.0,4.0,16.0,,6.6,,,,,,6.0,2.1,14.4,7.0,7.6,,0.0,-2.0,,,,,,,,0.0,,,1.3,,0.2,2.2,-2.0,2.0,14.0,,4.6,,,,,,4.0,0.1,12.4,False,,True,True,,,,,,,,True,,,True,,True,True,True,True,False,,True,,,,,,True,True,False
48045,0,0.0,0.0,,0.0,0.0,,,,,,,,1.0,,,0.1,,0.0,0.0,,0.0,1.0,,0.0,,,,,,0.0,1.6,3.2,0.0,0.0,,0.0,0.0,,,,,,,,1.0,,,0.1,,0.0,0.0,,0.0,1.0,,0.0,,,,,,0.0,1.6,3.2,True,,True,True,,,,,,,,False,,,False,,False,False,,True,False,,True,,,,,,True,False,False
48047,16,10.0,8.0,,10.0,44.0,,,,,,,,363.0,,,17.3,,1.1,6.8,1.3,,23.0,,24.9,,,,,,11.0,14.4,27.4,-6.0,-8.0,,-6.0,28.0,,,,,,,,347.0,,,1.3,,-14.9,-9.2,-14.7,,7.0,,8.9,,,,,,-5.0,-1.6,11.4,False,,False,False,,,,,,,,False,,,True,,False,False,False,,False,,False,,,,,,True,True,False
48049,34,9.0,11.0,,10.0,24.0,,,,,,,,35.0,,,33.1,,1.1,7.2,20.1,,23.0,,5.0,,,,,,17.0,9.1,11.9,-25.0,-23.0,,-24.0,-10.0,,,,,,,,1.0,,,-0.9,,-32.9,-26.8,-13.9,,-11.0,,-29.0,,,,,,-17.0,-24.9,-22.1,True,,True,True,,,,,,,,True,,,True,,False,False,True,,True,,False,,,,,,True,True,True
48051,14,11.0,11.6,,7.0,0.0,,,,,,,,10.0,,,12.7,,2.2,6.9,11.0,,11.0,,0.0,,,,,,11.0,4.1,26.1,-3.0,-2.4,,-7.0,-14.0,,,,,,,,-4.0,,,-1.3,,-11.8,-7.1,-3.0,,-3.0,,-14.0,,,,,,-3.0,-9.9,12.1,True,,False,False,,,,,,,,False,,,True,,False,False,True,,False,,False,,,,,,False,False,False
