,actual_cases,COVIDhub-baseline,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,IowaStateLW-STEM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,OliverWyman-Navigator,QJHong-Encounter,RobertWalraven-ESG,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,Yu_Group-CLEP,error-COVIDhub-baseline,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-OliverWyman-Navigator,error-QJHong-Encounter,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,error-Yu_Group-CLEP,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-OliverWyman-Navigator,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-Yu_Group-CLEP
17179,493,396.0,400.3,,383.0,207.0,,,,,377.0,658.0,758.7,,295.7,382.9,640.1,271.0,,79.7,929.9,307.0,,,333.0,606.6,792.3,-97.0,-92.7,,-110.0,-286.0,,,,,-116.0,165.0,265.7,,-197.3,-110.1,147.1,-222.0,,-413.3,436.9,-186.0,,,-160.0,113.6,299.3,True,,False,False,,,,,False,False,False,,False,False,False,False,,False,False,False,,,False,False,False
17181,73,93.0,97.1,,66.0,117.0,,,,,106.0,44.9,100.9,,23.7,65.5,27.2,88.0,,74.3,53.2,,,,57.0,116.1,118.8,20.0,24.1,,-7.0,44.0,,,,,33.0,-28.1,27.9,,-49.3,-7.5,-45.8,15.0,,1.3,-19.8,,,,-16.0,43.1,45.8,False,,True,False,,,,,False,False,False,,False,True,False,True,,True,True,,,,True,False,False
17183,261,126.0,125.7,,127.0,188.0,,,,,226.0,156.1,290.5,,65.4,89.8,123.8,84.0,,309.5,95.3,,,,150.0,144.0,224.2,-135.0,-135.3,,-134.0,-73.0,,,,,-35.0,-104.9,29.5,,-195.6,-171.2,-137.2,-177.0,,48.5,-165.7,,,,-111.0,-117.0,-36.8,False,,True,True,,,,,True,True,True,,False,False,False,False,,True,False,,,,True,True,True
17185,34,36.0,41.7,,41.0,51.0,,,,,39.0,76.1,46.4,,21.1,39.1,31.4,31.0,,57.7,47.3,,,,33.0,159.4,185.3,2.0,7.7,,7.0,17.0,,,,,5.0,42.1,12.4,,-12.9,5.1,-2.6,-3.0,,23.7,13.3,,,,-1.0,125.4,151.3,False,,False,False,,,,,False,False,False,,False,False,False,False,,False,False,,,,True,False,False
17187,50,72.0,69.2,,60.0,0.0,,,,,77.0,51.0,83.8,,31.7,71.6,50.8,57.0,,102.4,59.9,,,,91.0,97.0,98.7,22.0,19.2,,10.0,-50.0,,,,,27.0,1.0,33.8,,-18.3,21.6,0.8,7.0,,52.4,9.9,,,,41.0,47.0,48.7,True,,True,False,,,,,False,True,False,,True,True,True,True,,False,True,,,,False,False,False
17189,78,72.0,72.2,,53.0,91.0,,,,,44.0,112.6,54.1,,14.2,45.4,77.2,42.0,,0.1,49.4,,,,100.0,73.0,183.8,-6.0,-5.8,,-25.0,13.0,,,,,-34.0,34.6,-23.9,,-63.8,-32.6,-0.8,-36.0,,-77.9,-28.6,,,,22.0,-5.0,105.8,True,,False,False,,,,,False,False,False,,False,False,True,False,,False,False,,,,False,True,False
17191,144,33.0,30.6,,33.0,30.0,,,,,56.0,44.1,67.2,,26.5,43.7,58.5,27.0,,25.0,32.8,,,,27.0,394.6,48.5,-111.0,-113.4,,-111.0,-114.0,,,,,-88.0,-99.9,-76.8,,-117.5,-100.3,-85.5,-117.0,,-119.0,-111.2,,,,-117.0,250.6,-95.5,False,,False,False,,,,,True,True,True,,False,True,True,False,,False,False,,,,False,False,True
17193,39,33.0,38.2,,38.0,42.0,,,,,42.0,42.8,69.1,,10.8,31.8,55.5,21.0,,21.6,62.4,,,,30.0,49.4,79.5,-6.0,-0.8,,-1.0,3.0,,,,,3.0,3.8,30.1,,-28.2,-7.2,16.5,-18.0,,-17.4,23.4,,,,-9.0,10.4,40.5,True,,True,True,,,,,True,True,False,,False,False,False,False,,False,False,,,,False,False,False
17195,175,183.0,188.3,,174.0,261.0,,,,,204.0,163.7,235.9,,65.8,151.9,118.1,148.0,,278.1,168.9,,,,216.0,249.5,315.7,8.0,13.3,,-1.0,86.0,,,,,29.0,-11.3,60.9,,-109.2,-23.1,-56.9,-27.0,,103.1,-6.1,,,,41.0,74.5,140.7,False,,True,False,,,,,False,False,False,,False,False,False,False,,False,True,,,,False,False,False
17197,1959,2271.0,2302.6,1784.9,1914.0,1985.0,,,,,1958.0,1580.2,2524.2,,1402.5,1836.3,2412.6,2263.0,,1835.0,2431.8,1779.0,,,2033.0,3307.5,10078.2,312.0,343.6,-174.1,-45.0,26.0,,,,,-1.0,-378.8,565.2,,-556.5,-122.7,453.6,304.0,,-124.0,472.8,-180.0,,,74.0,1348.5,8119.2,False,True,True,True,,,,,True,False,False,,False,True,False,True,,True,False,True,,,True,False,False
17199,436,561.0,552.7,,506.0,589.0,,,,,376.0,505.2,500.5,,353.2,439.1,183.2,,,825.6,722.7,,,,437.0,811.4,675.9,125.0,116.7,,70.0,153.0,,,,,-60.0,69.2,64.5,,-82.8,3.1,-252.8,,,389.6,286.7,,,,1.0,375.4,239.9,True,,True,False,,,,,True,True,True,,True,True,False,,,False,False,,,,True,False,False
17201,1031,507.0,519.8,,450.0,733.0,,,,,1148.0,420.5,402.9,,238.9,471.5,139.5,721.0,,97.5,402.0,559.0,,,500.0,613.2,755.1,-524.0,-511.2,,-581.0,-298.0,,,,,117.0,-610.5,-628.1,,-792.1,-559.5,-891.5,-310.0,,-933.5,-629.0,-472.0,,,-531.0,-417.8,-275.9,True,,False,True,,,,,True,False,False,,False,False,False,True,,False,False,True,,,False,True,True
17203,117,102.0,93.3,,93.0,80.0,,,,,104.0,209.6,169.9,,70.5,102.8,177.8,78.0,,49.7,60.9,,,,105.0,133.2,323.3,-15.0,-23.7,,-24.0,-37.0,,,,,-13.0,92.6,52.9,,-46.5,-14.2,60.8,-39.0,,-67.3,-56.1,,,,-12.0,16.2,206.3,False,,False,False,,,,,True,False,False,,False,True,False,False,,False,False,,,,True,False,False
18001,58,78.0,70.6,,73.0,74.0,,,,,71.0,112.4,173.3,,58.9,65.4,122.5,60.0,,34.8,87.4,,,,76.0,117.6,1544.0,20.0,12.6,,15.0,16.0,,,,,13.0,54.4,115.3,,0.9,7.4,64.5,2.0,,-23.2,29.4,,,,18.0,59.6,1486.0,True,,True,True,,,,,True,False,False,,True,True,False,True,,False,False,,,,True,False,False
18003,1015,1140.0,1181.7,,945.0,1619.0,,,,,930.0,669.5,1071.1,,735.2,961.2,623.3,1190.0,,1205.8,1164.2,886.0,,,1277.0,1602.9,1048.9,125.0,166.7,,-70.0,604.0,,,,,-85.0,-345.5,56.1,,-279.8,-53.8,-391.7,175.0,,190.8,149.2,-129.0,,,262.0,587.9,33.9,False,,True,False,,,,,True,False,True,,False,True,False,False,,False,False,False,,,False,False,True
18005,97,189.0,161.2,,163.0,108.0,,,,,233.0,164.2,341.3,,36.8,119.1,193.0,224.0,,110.5,248.1,,,,153.0,245.8,147.3,92.0,64.2,,66.0,11.0,,,,,136.0,67.2,244.3,,-60.2,22.1,96.0,127.0,,13.5,151.1,,,,56.0,148.8,50.3,True,,True,True,,,,,False,True,False,,True,True,False,False,,True,False,,,,True,False,True
18007,10,6.0,4.5,,6.0,6.0,,,,,10.0,16.0,21.0,,8.4,5.1,,18.0,,5.1,7.3,,,,4.0,8.3,40.4,-4.0,-5.5,,-4.0,-4.0,,,,,0.0,6.0,11.0,,-1.6,-4.9,,8.0,,-4.9,-2.7,,,,-6.0,-1.7,30.4,False,,False,False,,,,,True,False,False,,True,False,,False,,False,True,,,,False,True,False
18009,43,3.0,2.5,,4.0,0.0,,,,,17.0,14.3,28.2,,6.5,5.0,,,,5.7,3.2,,,,4.0,6.9,19.4,-40.0,-40.5,,-39.0,-43.0,,,,,-26.0,-28.7,-14.8,,-36.5,-38.0,,,,-37.3,-39.8,,,,-39.0,-36.1,-23.6,False,,True,False,,,,,True,True,True,,True,True,,,,True,True,,,,True,True,True
18011,117,153.0,153.6,,154.0,161.0,,,,,286.0,187.8,163.9,,95.3,139.0,228.3,199.0,,142.5,168.1,,,,134.0,204.6,379.5,36.0,36.6,,37.0,44.0,,,,,169.0,70.8,46.9,,-21.7,22.0,111.3,82.0,,25.5,51.1,,,,17.0,87.6,262.5,False,,False,False,,,,,False,False,False,,True,True,False,False,,True,False,,,,True,False,False
18013,14,18.0,19.4,,16.0,11.0,,,,,18.0,33.3,23.2,,6.2,14.9,,21.0,,1.2,19.1,,,,15.0,24.0,40.3,4.0,5.4,,2.0,-3.0,,,,,4.0,19.3,9.2,,-7.8,0.9,,7.0,,-12.8,5.1,,,,1.0,10.0,26.3,False,,True,True,,,,,False,False,False,,False,True,,False,,False,False,,,,True,False,False
18015,17,30.0,31.2,,30.0,6.0,,,,,39.0,36.0,59.5,,6.8,27.7,99.7,,,30.5,92.5,,,,12.0,46.0,94.7,13.0,14.2,,13.0,-11.0,,,,,22.0,19.0,42.5,,-10.2,10.7,82.7,,,13.5,75.5,,,,-5.0,29.0,77.7,False,,False,True,,,,,False,False,False,,True,True,False,,,False,False,,,,True,False,False
18017,67,69.0,71.2,,52.0,0.0,,,,,155.0,10.2,142.1,,45.9,87.8,2.4,,,0.0,51.1,,,,1.0,104.1,159.7,2.0,4.2,,-15.0,-67.0,,,,,88.0,-56.8,75.1,,-21.1,20.8,-64.6,,,-67.0,-15.9,,,,-66.0,37.1,92.7,False,,False,False,,,,,False,False,False,,False,False,False,,,False,False,,,,False,False,False
18019,391,474.0,462.9,,407.0,437.0,,,,,264.0,356.0,633.7,,252.1,407.5,264.6,444.0,,306.1,472.1,,,,366.0,695.4,725.0,83.0,71.9,,16.0,46.0,,,,,-127.0,-35.0,242.7,,-138.9,16.5,-126.4,53.0,,-84.9,81.1,,,,-25.0,304.4,334.0,True,,True,True,,,,,False,True,False,,False,True,False,True,,False,True,,,,True,False,False
18021,68,81.0,77.8,,71.0,52.0,,,,,60.0,107.9,146.3,,23.7,66.8,80.6,63.0,,86.2,71.8,,,,57.0,116.1,116.6,13.0,9.8,,3.0,-16.0,,,,,-8.0,39.9,78.3,,-44.3,-1.2,12.6,-5.0,,18.2,3.8,,,,-11.0,48.1,48.6,True,,True,False,,,,,True,False,False,,False,True,True,True,,False,True,,,,True,False,False
18023,49,126.0,146.4,,100.0,113.0,,,,,79.0,102.2,174.3,,20.1,76.4,97.2,119.0,,21.4,123.1,,,,135.0,197.4,155.7,77.0,97.4,,51.0,64.0,,,,,30.0,53.2,125.3,,-28.9,27.4,48.2,70.0,,-27.6,74.1,,,,86.0,148.4,106.7,False,,True,True,,,,,True,True,False,,True,True,True,True,,True,True,,,,False,False,False
18025,42,15.0,13.3,,15.0,22.0,,,,,9.0,14.5,24.7,,5.9,14.7,,21.0,,20.3,13.5,,,,9.0,15.3,38.0,-27.0,-28.7,,-27.0,-20.0,,,,,-33.0,-27.5,-17.3,,-36.1,-27.3,,-21.0,,-21.7,-28.5,,,,-33.0,-26.7,-4.0,False,,False,True,,,,,False,False,True,,False,False,,True,,True,False,,,,False,True,True
18027,164,231.0,216.0,,197.0,365.0,,,,,104.0,181.3,246.4,,116.8,202.9,94.7,183.0,,224.9,338.5,,,,192.0,255.9,379.3,67.0,52.0,,33.0,201.0,,,,,-60.0,17.3,82.4,,-47.2,38.9,-69.3,19.0,,60.9,174.5,,,,28.0,91.9,215.3,True,,True,False,,,,,True,True,False,,True,True,False,True,,True,False,,,,True,False,False
18029,52,51.0,45.2,,51.0,24.0,,,,,80.0,69.0,110.8,,15.1,54.0,51.6,118.0,,13.2,65.4,,,,52.0,94.2,203.0,-1.0,-6.8,,-1.0,-28.0,,,,,28.0,17.0,58.8,,-36.9,2.0,-0.4,66.0,,-38.8,13.4,,,,0.0,42.2,151.0,False,,False,False,,,,,False,False,False,,False,False,True,False,,False,False,,,,True,False,False
18031,59,81.0,85.5,,58.0,54.0,,,,,52.0,63.9,66.9,,25.0,59.1,60.9,96.0,,9.7,66.9,,,,111.0,97.5,101.3,22.0,26.5,,-1.0,-5.0,,,,,-7.0,4.9,7.9,,-34.0,0.1,1.9,37.0,,-49.3,7.9,,,,52.0,38.5,42.3,False,,True,True,,,,,True,True,True,,False,True,True,False,,False,True,,,,False,False,False
18033,117,150.0,146.0,,120.0,302.0,,,,,90.0,136.0,159.6,,65.7,119.4,93.7,111.0,,52.2,115.9,,,,198.0,156.6,213.5,33.0,29.0,,3.0,185.0,,,,,-27.0,19.0,42.6,,-51.3,2.4,-23.3,-6.0,,-64.8,-1.1,,,,81.0,39.6,96.5,True,,True,False,,,,,True,True,False,,False,True,True,True,,False,True,,,,False,False,False
18035,765,651.0,600.6,,526.0,2477.0,,,,,271.0,358.4,680.3,,847.1,822.5,204.5,470.0,,391.7,528.0,,,,995.0,680.6,1229.9,-114.0,-164.4,,-239.0,1712.0,,,,,-494.0,-406.6,-84.7,,82.1,57.5,-560.5,-295.0,,-373.3,-237.0,,,,230.0,-84.4,464.9,False,,False,False,,,,,False,False,True,,True,True,False,False,,False,False,,,,False,True,False
18037,109,129.0,130.8,,110.0,121.0,,,,,112.0,71.6,186.4,,44.3,127.6,107.6,192.0,,3.4,104.7,,,,94.0,200.4,150.4,20.0,21.8,,1.0,12.0,,,,,3.0,-37.4,77.4,,-64.7,18.6,-1.4,83.0,,-105.6,-4.3,,,,-15.0,91.4,41.4,False,,True,True,,,,,True,False,False,,False,True,True,False,,False,True,,,,True,False,False
18039,767,720.0,685.1,,540.0,795.0,,,,,696.0,461.4,465.1,,457.1,626.8,184.2,1178.0,,361.5,643.8,454.0,,,699.0,1119.9,1288.5,-47.0,-81.9,,-227.0,28.0,,,,,-71.0,-305.6,-301.9,,-309.9,-140.2,-582.8,411.0,,-405.5,-123.2,-313.0,,,-68.0,352.9,521.5,False,,False,True,,,,,False,False,False,,False,False,False,False,,False,False,False,,,False,False,False
18041,108,132.0,132.0,,102.0,172.0,,,,,45.0,101.6,123.6,,47.0,126.9,57.6,92.0,,36.4,175.1,,,,96.0,160.6,236.1,24.0,24.0,,-6.0,64.0,,,,,-63.0,-6.4,15.6,,-61.0,18.9,-50.4,-16.0,,-71.6,67.1,,,,-12.0,52.6,128.1,True,,True,False,,,,,False,True,True,,False,True,False,True,,False,False,,,,True,False,False
18043,235,294.0,293.0,,221.0,314.0,,,,,172.0,201.2,407.9,,152.2,246.5,128.7,280.0,,187.5,255.8,,,,245.0,432.6,485.2,59.0,58.0,,-14.0,79.0,,,,,-63.0,-33.8,172.9,,-82.8,11.5,-106.3,45.0,,-47.5,20.8,,,,10.0,197.6,250.2,True,,True,False,,,,,False,True,False,,False,True,False,True,,True,True,,,,True,False,False
18045,24,30.0,31.0,,24.0,32.0,,,,,24.0,42.3,34.9,,8.6,25.3,,28.0,,1.0,22.5,,,,38.0,30.2,70.6,6.0,7.0,,0.0,8.0,,,,,0.0,18.3,10.9,,-15.4,1.3,,4.0,,-23.0,-1.5,,,,14.0,6.2,46.6,False,,True,False,,,,,True,False,False,,False,True,,True,,False,True,,,,False,False,False
18047,20,39.0,42.9,,32.0,0.0,,,,,32.0,60.5,72.1,,10.2,21.4,36.4,61.0,,4.3,63.7,,,,63.0,49.8,198.2,19.0,22.9,,12.0,-20.0,,,,,12.0,40.5,52.1,,-9.8,1.4,16.4,41.0,,-15.7,43.7,,,,43.0,29.8,178.2,False,,True,False,,,,,True,False,False,,True,True,True,False,,True,False,,,,False,False,False
18049,29,30.0,29.5,,30.0,19.0,,,,,51.0,42.0,71.0,,9.0,38.5,40.2,38.0,,5.8,35.5,,,,28.0,64.1,100.0,1.0,0.5,,1.0,-10.0,,,,,22.0,13.0,42.0,,-20.0,9.5,11.2,9.0,,-23.2,6.5,,,,-1.0,35.1,71.0,True,,False,False,,,,,False,False,False,,False,False,False,False,,False,False,,,,False,False,False
18051,153,87.0,85.0,,85.0,144.0,,,,,67.0,106.2,125.3,,36.9,72.6,106.9,89.0,,17.5,97.1,,,,76.0,131.5,187.9,-66.0,-68.0,,-68.0,-9.0,,,,,-86.0,-46.8,-27.7,,-116.1,-80.4,-46.1,-64.0,,-135.5,-55.9,,,,-77.0,-21.5,34.9,False,,False,True,,,,,False,True,True,,False,False,True,True,,False,True,,,,False,True,True
18053,229,198.0,199.5,,158.0,703.0,,,,,138.0,152.0,226.3,,69.2,168.9,99.7,164.0,,197.5,154.2,,,,316.0,224.6,557.2,-31.0,-29.5,,-71.0,474.0,,,,,-91.0,-77.0,-2.7,,-159.8,-60.1,-129.3,-65.0,,-31.5,-74.8,,,,87.0,-4.4,328.2,True,,False,False,,,,,False,False,True,,False,False,False,False,,False,False,,,,False,True,False
18055,59,114.0,108.0,,107.0,227.0,,,,,79.0,115.6,139.6,,42.6,102.4,99.2,93.0,,91.2,156.6,,,,69.0,156.3,101.8,55.0,49.0,,48.0,168.0,,,,,20.0,56.6,80.6,,-16.4,43.4,40.2,34.0,,32.2,97.6,,,,10.0,97.3,42.8,True,,True,False,,,,,True,False,False,,True,True,True,True,,True,False,,,,True,False,True
18057,846,1236.0,1205.6,,1057.0,1595.0,,,,,855.0,768.4,1318.7,,1010.8,1005.3,1016.3,1046.0,,652.7,1326.9,1083.0,,,1322.0,1607.5,1476.2,390.0,359.6,,211.0,749.0,,,,,9.0,-77.6,472.7,,164.8,159.3,170.3,200.0,,-193.3,480.9,237.0,,,476.0,761.5,630.2,True,,True,False,,,,,True,True,False,,True,True,True,True,,True,False,True,,,False,False,False
18059,95,192.0,185.0,,164.0,280.0,,,,,158.0,199.4,191.8,,51.8,147.9,142.0,187.0,,127.8,169.5,,,,270.0,250.7,367.8,97.0,90.0,,69.0,185.0,,,,,63.0,104.4,96.8,,-43.2,52.9,47.0,92.0,,32.8,74.5,,,,175.0,155.7,272.8,True,,True,False,,,,,True,False,True,,True,True,True,True,,True,True,,,,False,False,False
18061,84,144.0,142.9,,118.0,143.0,,,,,71.0,130.7,219.0,,54.3,114.1,81.6,133.0,,92.9,126.8,,,,127.0,280.6,300.9,60.0,58.9,,34.0,59.0,,,,,-13.0,46.7,135.0,,-29.7,30.1,-2.4,49.0,,8.9,42.8,,,,43.0,196.6,216.9,True,,True,True,,,,,True,True,False,,True,True,True,True,,True,True,,,,True,False,False
18063,353,483.0,492.1,,431.0,725.0,,,,,415.0,237.4,547.2,,313.5,415.1,248.0,546.0,,451.3,604.4,452.0,,,533.0,646.6,629.3,130.0,139.1,,78.0,372.0,,,,,62.0,-115.6,194.2,,-39.5,62.1,-105.0,193.0,,98.3,251.4,99.0,,,180.0,293.6,276.3,False,,True,False,,,,,True,True,False,,True,True,True,False,,True,False,True,,,False,False,False
18065,163,180.0,214.3,,145.0,141.0,,,,,114.0,149.8,182.3,,94.2,144.5,191.8,147.0,,109.8,186.7,,,,172.0,193.7,170.1,17.0,51.3,,-18.0,-22.0,,,,,-49.0,-13.2,19.3,,-68.8,-18.5,28.8,-16.0,,-53.2,23.7,,,,9.0,30.7,7.1,False,,False,False,,,,,False,True,False,,False,False,False,True,,False,False,,,,True,False,True
18067,214,126.0,121.7,,122.0,69.0,,,,,212.0,89.0,153.1,,61.6,133.5,132.2,218.0,,111.8,124.9,,,,104.0,186.1,174.9,-88.0,-92.3,,-92.0,-145.0,,,,,-2.0,-125.0,-60.9,,-152.4,-80.5,-81.8,4.0,,-102.2,-89.1,,,,-110.0,-27.9,-39.1,False,,False,False,,,,,True,False,True,,False,True,True,True,,False,False,,,,False,True,True
18069,61,30.0,33.3,,33.0,64.0,,,,,70.0,76.0,68.3,,15.6,36.2,53.6,35.0,,3.4,16.0,,,,35.0,34.4,66.9,-31.0,-27.7,,-28.0,3.0,,,,,9.0,15.0,7.3,,-45.4,-24.8,-7.4,-26.0,,-57.6,-45.0,,,,-26.0,-26.6,5.9,True,,True,True,,,,,True,True,True,,False,True,True,True,,False,False,,,,True,True,True
18071,44,114.0,113.6,,92.0,118.0,,,,,105.0,85.4,162.4,,37.6,92.7,65.2,139.0,,45.3,140.8,,,,113.0,142.7,96.5,70.0,69.6,,48.0,74.0,,,,,61.0,41.4,118.4,,-6.4,48.7,21.2,95.0,,1.3,96.8,,,,69.0,98.7,52.5,True,,True,False,,,,,True,True,False,,True,True,True,False,,True,False,,,,True,False,True
18073,62,69.0,65.1,,67.0,48.0,,,,,66.0,101.4,121.5,,18.4,63.6,118.1,82.0,,72.6,76.8,,,,97.0,90.9,183.2,7.0,3.1,,5.0,-14.0,,,,,4.0,39.4,59.5,,-43.6,1.6,56.1,20.0,,10.6,14.8,,,,35.0,28.9,121.2,True,,True,False,,,,,True,False,False,,False,True,False,False,,False,False,,,,False,False,False
18075,41,48.0,47.4,,42.0,86.0,,,,,35.0,58.1,69.2,,14.6,38.1,29.8,45.0,,36.5,41.7,,,,45.0,65.3,75.4,7.0,6.4,,1.0,45.0,,,,,-6.0,17.1,28.2,,-26.4,-2.9,-11.2,4.0,,-4.5,0.7,,,,4.0,24.3,34.4,True,,True,False,,,,,True,False,False,,False,True,False,True,,True,True,,,,True,False,False
18077,35,36.0,34.2,,33.0,47.0,,,,,54.0,43.3,69.6,,3.4,25.7,32.8,40.0,,9.5,25.8,,,,24.0,44.5,45.4,1.0,-0.8,,-2.0,12.0,,,,,19.0,8.3,34.6,,-31.6,-9.3,-2.2,5.0,,-25.5,-9.2,,,,-11.0,9.5,10.4,True,,False,False,,,,,False,False,False,,False,False,False,False,,False,False,,,,False,False,False
18079,44,60.0,61.6,,44.0,87.0,,,,,39.0,48.9,57.3,,12.1,44.0,35.4,58.0,,0.0,44.0,,,,70.0,60.9,31.1,16.0,17.6,,0.0,43.0,,,,,-5.0,4.9,13.3,,-31.9,0.0,-8.6,14.0,,-44.0,-0.0,,,,26.0,16.9,-12.9,False,,True,False,,,,,True,True,True,,False,True,True,True,,False,True,,,,False,False,True
18081,243,306.0,305.1,,255.0,402.0,,,,,391.0,158.4,385.8,,160.9,265.4,241.6,441.0,,146.8,281.1,235.0,,,315.0,405.6,352.5,63.0,62.1,,12.0,159.0,,,,,148.0,-84.6,142.8,,-82.1,22.4,-1.4,198.0,,-96.2,38.1,-8.0,,,72.0,162.6,109.5,True,,True,False,,,,,False,False,False,,False,True,True,False,,False,True,True,,,False,False,False
18083,144,198.0,184.6,,177.0,280.0,,,,,128.0,262.0,228.4,,185.1,158.3,113.3,139.0,,92.8,228.4,,,,125.0,245.3,272.1,54.0,40.6,,33.0,136.0,,,,,-16.0,118.0,84.4,,41.1,14.3,-30.7,-5.0,,-51.2,84.4,,,,-19.0,101.3,128.1,True,,True,False,,,,,True,False,False,,True,True,True,True,,True,False,,,,True,False,False
18085,168,351.0,325.4,,204.0,1468.0,,,,,217.0,222.9,143.7,,27.7,103.1,85.5,221.0,,57.3,238.8,,,,505.0,323.7,368.3,183.0,157.4,,36.0,1300.0,,,,,49.0,54.9,-24.3,,-140.3,-64.9,-82.5,53.0,,-110.7,70.8,,,,337.0,155.7,200.3,True,,True,False,,,,,True,True,True,,True,True,True,True,,True,True,,,,False,True,False
18087,33,54.0,55.1,,49.0,44.0,,,,,135.0,66.3,49.4,,18.4,46.0,29.0,124.0,,63.0,45.8,,,,95.0,64.2,147.4,21.0,22.1,,16.0,11.0,,,,,102.0,33.3,16.4,,-14.6,13.0,-4.0,91.0,,30.0,12.8,,,,62.0,31.2,114.4,False,,True,True,,,,,False,False,True,,True,True,True,False,,False,True,,,,False,False,False
18089,1148,1503.0,1498.7,1456.7,1192.0,1682.0,,,,,1192.0,1032.5,1422.1,,1003.4,1224.5,810.4,1979.0,,1096.3,1311.7,1058.0,,,1420.0,1841.6,7096.5,355.0,350.7,308.7,44.0,534.0,,,,,44.0,-115.5,274.1,,-144.6,76.5,-337.6,831.0,,-51.7,163.7,-90.0,,,272.0,693.6,5948.5,True,True,True,False,,,,,True,True,True,,True,True,True,False,,True,True,True,,,True,False,False
18091,186,246.0,256.9,,236.0,246.0,,,,,308.0,290.8,407.2,,66.3,190.9,161.5,279.0,,237.9,212.3,,,,245.0,365.8,386.2,60.0,70.9,,50.0,60.0,,,,,122.0,104.8,221.2,,-119.7,4.9,-24.5,93.0,,51.9,26.3,,,,59.0,179.8,200.2,False,,True,False,,,,,False,False,False,,False,True,True,False,,True,True,,,,True,False,False
18093,56,189.0,184.9,,121.0,520.0,,,,,111.0,144.9,123.7,,46.3,100.6,108.6,105.0,,62.9,136.1,,,,282.0,214.7,77.5,133.0,128.9,,65.0,464.0,,,,,55.0,88.9,67.7,,-9.7,44.6,52.6,49.0,,6.9,80.1,,,,226.0,158.7,21.5,True,,True,False,,,,,True,True,True,,True,True,True,True,,True,True,,,,False,False,True
18095,295,288.0,261.4,,251.0,295.0,,,,,285.0,243.3,662.0,,114.7,242.3,204.2,311.0,,263.2,341.0,198.0,,,275.0,391.8,275.7,-7.0,-33.6,,-44.0,0.0,,,,,-10.0,-51.7,367.0,,-180.3,-52.7,-90.8,16.0,,-31.8,46.0,-97.0,,,-20.0,96.8,-19.3,False,,False,True,,,,,False,False,False,,False,False,False,False,,False,False,False,,,False,False,False
18097,2433,2619.0,2724.7,3038.0,2466.0,3141.0,,,,,2861.0,1084.6,3463.9,,1741.8,2466.0,151.8,3947.0,,2092.0,2698.8,2236.0,,,2587.0,4474.7,2884.8,186.0,291.7,605.0,33.0,708.0,,,,,428.0,-1348.4,1030.9,,-691.2,33.0,-2281.2,1514.0,,-341.0,265.8,-197.0,,,154.0,2041.7,451.8,False,False,True,False,,,,,False,False,False,,False,True,False,False,,False,False,False,,,True,False,False
18099,96,99.0,102.9,,93.0,139.0,,,,,147.0,92.8,93.6,,28.1,100.9,53.1,184.0,,60.2,45.8,,,,76.0,179.1,309.0,3.0,6.9,,-3.0,43.0,,,,,51.0,-3.2,-2.4,,-67.9,4.9,-42.9,88.0,,-35.8,-50.2,,,,-20.0,83.1,213.0,False,,False,False,,,,,False,False,True,,False,False,False,False,,False,False,,,,False,False,False
