,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IowaStateLW-STEM,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,MITCovAlliance-SIR,QJHong-Encounter,RobertWalraven-ESG,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IowaStateLW-STEM,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-QJHong-Encounter,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IowaStateLW-STEM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
01021,568,345.0,,208.0,,,,307.0,469.5,,153.5,,,80.0,399.5,,,-223.0,,-360.0,,,,-261.0,-98.5,,-414.5,,,-488.0,-168.5,,,,False,,,,False,True,,False,,,False,True,,
01023,42,55.0,,50.0,,,,119.0,56.8,,5.0,,,39.0,65.2,,,13.0,,8.0,,,,77.0,14.8,,-37.0,,,-3.0,23.2,,,,True,,,,False,False,,False,,,True,False,,
01025,179,865.0,,1115.0,,,,323.0,225.8,,9.7,,,146.1,560.3,,,686.0,,936.0,,,,144.0,46.8,,-169.3,,,-32.9,381.3,,,,False,,,,True,True,,True,,,True,True,,
01027,231,220.0,,196.0,,,,72.0,145.0,,93.3,,,8.1,114.6,,,-11.0,,-35.0,,,,-159.0,-86.0,,-137.7,,,-222.9,-116.4,,,,False,,,,False,False,,False,,,False,False,,
01029,226,30.0,,7.0,,,,67.0,89.5,,4.9,,,5.9,46.7,,,-196.0,,-219.0,,,,-159.0,-136.5,,-221.1,,,-220.1,-179.3,,,,False,,,,True,True,,False,,,False,True,,
01031,421,245.0,423.6,143.0,,,,418.0,317.1,,191.7,,,136.3,633.3,,,-176.0,2.6,-278.0,,,,-3.0,-103.9,,-229.3,,,-284.7,212.3,,,True,False,,,,True,True,,False,,,False,False,,
01033,313,470.0,1336.2,260.0,,,,410.0,473.2,,208.1,,,193.7,582.0,,,157.0,1023.2,-53.0,,,,97.0,160.2,,-104.9,,,-119.3,269.0,,,False,True,,,,True,False,,True,,,True,False,,
01035,89,70.0,,43.0,,,,144.0,95.5,,12.5,0.0,,85.4,53.4,,,-19.0,,-46.0,,,,55.0,6.5,,-76.5,-89.0,,-3.6,-35.6,,,,False,,,,False,True,,False,False,,True,False,,
01037,49,25.0,,34.0,,,,37.0,56.8,,0.8,34.2,,5.9,75.9,,,-24.0,,-15.0,,,,-12.0,7.8,,-48.2,-14.8,,-43.1,26.9,,,,True,,,,True,True,,False,True,,False,False,,
01039,376,185.0,,50.0,,,,391.0,375.7,,91.9,124.9,,44.6,121.8,,,-191.0,,-326.0,,,,15.0,-0.3,,-284.1,-251.1,,-331.4,-254.2,,,,False,,,,True,True,,False,False,,False,False,,
01041,131,165.0,,90.0,,,,93.0,95.2,,32.1,0.1,,151.6,424.6,,,34.0,,-41.0,,,,-38.0,-35.8,,-98.9,-130.9,,20.6,293.6,,,,False,,,,False,False,,False,False,,True,False,,
01043,461,190.0,2023.4,47.0,,,,592.0,754.9,,96.4,252.8,,237.8,594.6,,,-271.0,1562.4,-414.0,,,,131.0,293.9,,-364.6,-208.2,,-223.2,133.6,,,False,False,,,,True,False,,False,True,,True,True,,
01045,419,220.0,,70.0,,,,398.0,348.5,,120.6,151.9,,138.3,331.0,,,-199.0,,-349.0,,,,-21.0,-70.5,,-298.4,-267.1,,-280.7,-88.0,,,,False,,,,True,True,,False,False,,False,True,,
01047,268,225.0,,93.0,,,,439.0,223.5,,74.6,3.1,,35.7,156.3,,,-43.0,,-175.0,,,,171.0,-44.5,,-193.4,-264.9,,-232.3,-111.7,,,,False,,,,False,False,,False,False,,False,False,,
01049,382,475.0,1244.4,256.0,,,,690.0,605.5,,231.8,190.9,,153.2,309.9,,,93.0,862.4,-126.0,,,,308.0,223.5,,-150.2,-191.1,,-228.8,-72.1,,,False,False,,,,False,False,,False,False,,False,True,,
01051,647,425.0,982.6,252.0,,,,485.0,474.2,,280.5,223.4,,355.8,320.5,,,-222.0,335.6,-395.0,,,,-162.0,-172.8,,-366.5,-423.6,,-291.2,-326.5,,,False,False,,,,True,True,,False,False,,False,False,,
01053,316,145.0,,143.0,,,,597.0,426.6,,45.1,0.7,,85.9,125.9,,,-171.0,,-173.0,,,,281.0,110.6,,-270.9,-315.3,,-230.1,-190.1,,,,False,,,,False,True,,False,False,,False,False,,
01055,970,620.0,2620.2,253.0,,,,907.0,1109.9,,361.3,424.5,,496.5,424.7,,,-350.0,1650.2,-717.0,,,,-63.0,139.9,,-608.7,-545.5,,-473.5,-545.3,,,False,False,,,,True,True,,False,False,,False,False,,
01057,161,165.0,,227.0,,,,109.0,176.5,,67.6,82.4,,146.2,109.9,,,4.0,,66.0,,,,-52.0,15.5,,-93.4,-78.6,,-14.8,-51.1,,,,False,,,,False,False,,False,False,,False,False,,
01059,394,275.0,,349.0,,,,335.0,109.6,,186.1,23.5,,329.8,226.0,,,-119.0,,-45.0,,,,-59.0,-284.4,,-207.9,-370.5,,-64.2,-168.0,,,,True,,,,True,False,,False,False,,True,False,,
01061,264,105.0,,58.0,,,,286.0,219.8,,32.4,111.4,,58.0,419.1,,,-159.0,,-206.0,,,,22.0,-44.2,,-231.6,-152.6,,-206.0,155.1,,,,False,,,,True,True,,False,True,,False,True,,
01063,34,35.0,,12.0,,,,63.0,35.6,,8.4,0.2,,55.2,24.7,,,1.0,,-22.0,,,,29.0,1.6,,-25.6,-33.8,,21.2,-9.3,,,,False,,,,False,False,,False,False,,False,False,,
01065,100,110.0,,102.0,,,,142.0,64.7,,14.6,3.2,,58.8,128.5,,,10.0,,2.0,,,,42.0,-35.3,,-85.4,-96.8,,-41.2,28.5,,,,True,,,,False,False,,False,False,,False,False,,
01067,174,75.0,,48.0,,,,91.0,106.9,,10.2,66.2,,28.4,68.2,,,-99.0,,-126.0,,,,-83.0,-67.1,,-163.8,-107.8,,-145.6,-105.8,,,,False,,,,True,True,,False,False,,False,False,,
01069,1115,620.0,1967.1,768.0,,,,875.0,706.4,,336.1,303.3,,379.7,1336.0,,,-495.0,852.1,-347.0,,,,-240.0,-408.6,,-778.9,-811.7,,-735.3,221.0,,,False,True,,,,True,True,,False,False,,False,True,,
01071,345,760.0,890.6,849.0,,,,396.0,658.2,,467.1,264.2,,567.8,502.4,,,415.0,545.6,504.0,,,,51.0,313.2,,122.1,-80.8,,222.8,157.4,,,False,False,,,,True,True,,True,True,,True,True,,
01073,4743,4680.0,18412.5,2148.0,,,,4802.0,5194.5,,3547.6,1296.1,,1423.7,2918.6,,,-63.0,13669.5,-2595.0,,,,59.0,451.5,,-1195.4,-3446.9,,-3319.3,-1824.4,,,False,False,,,,True,False,,False,False,,False,False,,
01075,94,95.0,,75.0,,,,89.0,116.8,,21.1,84.3,,20.0,43.7,,,1.0,,-19.0,,,,-5.0,22.8,,-72.9,-9.7,,-74.0,-50.3,,,,False,,,,False,False,,False,False,,False,False,,
01077,391,370.0,733.9,151.0,,,,597.0,732.5,,177.9,255.5,,141.8,471.0,,,-21.0,342.9,-240.0,,,,206.0,341.5,,-213.1,-135.5,,-249.2,80.0,,,False,False,,,,False,False,,False,False,,False,False,,
01079,200,95.0,,25.0,,,,246.0,273.0,,48.0,186.3,,89.0,169.7,,,-105.0,,-175.0,,,,46.0,73.0,,-152.0,-13.7,,-111.0,-30.3,,,,False,,,,True,True,,False,True,,False,True,,
01081,2664,500.0,2685.4,215.0,,,,849.0,1052.8,,306.1,349.1,,226.0,421.2,,,-2164.0,21.4,-2449.0,,,,-1815.0,-1611.2,,-2357.9,-2314.9,,-2438.0,-2242.8,,,True,False,,,,True,True,,False,False,,False,False,,
01083,518,570.0,1335.3,392.0,,,,587.0,640.3,,465.6,301.5,,240.1,469.3,,,52.0,817.3,-126.0,,,,69.0,122.3,,-52.4,-216.5,,-277.9,-48.7,,,False,False,,,,False,False,,False,False,,False,True,,
01085,55,30.0,,9.0,,,,70.0,26.2,,2.9,0.6,,4.8,19.3,,,-25.0,,-46.0,,,,15.0,-28.8,,-52.1,-54.4,,-50.2,-35.7,,,,False,,,,True,False,,False,False,,False,False,,
01087,106,55.0,,44.0,,,,88.0,121.1,,4.4,10.0,,39.8,84.4,,,-51.0,,-62.0,,,,-18.0,15.1,,-101.6,-96.0,,-66.2,-21.6,,,,False,,,,True,True,,False,False,,False,True,,
01089,1807,1735.0,12135.0,1246.0,,,,1964.0,2873.5,,1218.7,708.0,,392.7,1220.2,,,-72.0,10328.0,-561.0,,,,157.0,1066.5,,-588.3,-1099.0,,-1414.3,-586.8,,,False,False,,,,False,False,,False,False,,False,False,,
01091,104,150.0,,143.0,,,,232.0,111.4,,37.8,0.7,,95.9,214.2,,,46.0,,39.0,,,,128.0,7.4,,-66.2,-103.3,,-8.1,110.2,,,,True,,,,False,True,,False,False,,True,False,,
01093,286,150.0,,74.0,,,,230.0,257.6,,88.7,98.2,,61.5,110.5,,,-136.0,,-212.0,,,,-56.0,-28.4,,-197.3,-187.8,,-224.4,-175.5,,,,False,,,,True,True,,False,False,,False,False,,
01095,539,485.0,2083.3,161.0,,,,853.0,692.8,,122.8,177.9,,87.3,313.1,,,-54.0,1544.3,-378.0,,,,314.0,153.8,,-416.2,-361.1,,-451.7,-225.9,,,False,False,,,,False,False,,False,False,,False,False,,
01097,1948,5625.0,5408.0,3490.0,,,,5203.0,3647.2,,2208.0,2373.1,,1198.3,7229.5,,,3677.0,3460.0,1542.0,,,,3255.0,1699.2,,260.0,425.1,,-749.7,5281.5,,,True,True,,,,True,True,,True,True,,True,False,,
01099,73,65.0,,35.0,,,,206.0,179.0,,9.2,28.5,,79.4,47.1,,,-8.0,,-38.0,,,,133.0,106.0,,-63.8,-44.5,,6.4,-25.9,,,,False,,,,False,False,,False,False,,True,False,,
01101,1453,2300.0,793.7,2044.0,,,,2037.0,884.8,,842.3,947.3,,1900.3,2436.2,,,847.0,-659.3,591.0,,,,584.0,-568.2,,-610.7,-505.7,,447.3,983.2,,,True,True,,,,True,True,,True,True,,True,False,,
01103,643,595.0,695.3,259.0,,,,885.0,841.0,,254.2,276.2,,374.2,521.1,,,-48.0,52.3,-384.0,,,,242.0,198.0,,-388.8,-366.8,,-268.8,-121.9,,,False,False,,,,False,False,,False,False,,False,False,,
01105,46,75.0,,43.0,,,,67.0,72.6,,20.8,0.0,,17.0,93.6,,,29.0,,-3.0,,,,21.0,26.6,,-25.2,-46.0,,-29.0,47.6,,,,True,,,,True,True,,True,False,,True,False,,
01107,189,210.0,,189.0,,,,174.0,139.3,,99.3,62.3,,143.5,115.6,,,21.0,,0.0,,,,-15.0,-49.7,,-89.7,-126.7,,-45.5,-73.4,,,,True,,,,True,False,,False,False,,False,False,,
01109,360,95.0,,49.0,,,,259.0,141.8,,9.6,0.1,,151.5,175.1,,,-265.0,,-311.0,,,,-101.0,-218.2,,-350.4,-359.9,,-208.5,-184.9,,,,False,,,,True,True,,False,False,,True,True,,
01111,178,65.0,,8.0,,,,148.0,137.0,,9.8,55.3,,62.7,53.6,,,-113.0,,-170.0,,,,-30.0,-41.0,,-168.2,-122.7,,-115.3,-124.4,,,,False,,,,True,True,,False,False,,False,False,,
01113,264,235.0,1384.2,100.0,,,,413.0,324.0,,32.1,50.0,,59.8,580.7,,,-29.0,1120.2,-164.0,,,,149.0,60.0,,-231.9,-214.0,,-204.2,316.7,,,False,False,,,,False,False,,False,False,,False,False,,
01115,712,335.0,908.3,118.0,,,,515.0,741.5,,200.6,367.0,,150.2,266.8,,,-377.0,196.3,-594.0,,,,-197.0,29.5,,-511.4,-345.0,,-561.8,-445.2,,,True,False,,,,True,True,,False,True,,False,False,,
01117,1950,1030.0,5339.2,538.0,,,,1251.0,1739.9,,840.6,396.6,,691.2,691.2,,,-920.0,3389.2,-1412.0,,,,-699.0,-210.1,,-1109.4,-1553.4,,-1258.8,-1258.8,,,False,False,,,,True,True,,False,False,,False,False,,
01119,36,65.0,,65.0,,,,104.0,19.1,,4.8,0.3,,63.9,75.8,,,29.0,,29.0,,,,68.0,-16.9,,-31.2,-35.7,,27.9,39.8,,,,False,,,,False,True,,False,False,,True,False,,
01121,643,565.0,1039.3,338.0,,,,598.0,925.4,,336.2,285.3,,398.6,566.7,,,-78.0,396.3,-305.0,,,,-45.0,282.4,,-306.8,-357.7,,-244.4,-76.3,,,False,False,,,,True,False,,False,False,,False,True,,
01123,164,165.0,,121.0,,,,274.0,227.7,,29.9,31.1,,32.9,194.4,,,1.0,,-43.0,,,,110.0,63.7,,-134.1,-132.9,,-131.2,30.4,,,,False,,,,False,False,,False,False,,False,False,,
01125,2632,1105.0,916.1,725.0,,,,1518.0,1070.3,,859.6,422.7,,1223.5,844.9,,,-1527.0,-1715.9,-1907.0,,,,-1114.0,-1561.7,,-1772.4,-2209.3,,-1408.5,-1787.1,,,False,False,,,,True,False,,False,False,,True,False,,
01127,560,395.0,426.9,296.0,,,,563.0,405.3,,203.2,107.7,,249.8,260.4,,,-165.0,-133.1,-264.0,,,,3.0,-154.7,,-356.8,-452.3,,-310.2,-299.6,,,True,False,,,,True,True,,False,False,,False,False,,
01129,73,390.0,,490.0,,,,187.0,185.9,,16.4,88.9,,116.2,324.1,,,317.0,,417.0,,,,114.0,112.9,,-56.6,15.9,,43.2,251.1,,,,False,,,,True,True,,True,True,,True,True,,
01131,63,110.0,,77.0,,,,84.0,46.5,,22.6,1.2,,39.3,57.5,,,47.0,,14.0,,,,21.0,-16.5,,-40.4,-61.8,,-23.7,-5.5,,,,True,,,,True,True,,True,False,,True,True,,
01133,224,70.0,,41.0,,,,199.0,160.1,,64.9,86.8,,96.4,41.6,,,-154.0,,-183.0,,,,-25.0,-63.9,,-159.1,-137.2,,-127.6,-182.4,,,,False,,,,True,True,,False,True,,True,False,,
02013,7,0.0,,0.0,,,,,13.8,,,,,0.3,0.2,,,-7.0,,-7.0,,,,,6.8,,,,,-6.7,-6.8,,,,False,,,,,True,,,,,True,True,,
02016,5,5.0,,0.0,,,,,27.7,,,,,4.4,4.3,,,0.0,,-5.0,,,,,22.7,,,,,-0.6,-0.7,,,,False,,,,,False,,,,,False,False,,
02020,1418,1540.0,2597.1,2023.0,,,,,3231.0,,1040.6,754.0,,1147.6,2119.5,,,122.0,1179.1,605.0,,,,,1813.0,,-377.4,-664.0,,-270.4,701.5,,,False,False,,,,,False,,False,False,,False,False,,
02050,64,35.0,,0.0,,,,,18.5,,7.5,,,5.5,34.9,,,-29.0,,-64.0,,,,,-45.5,,-56.5,,,-58.5,-29.1,,,,False,,,,,False,,False,,,False,False,,
02060,0,10.0,,0.0,,,,,0.0,,1.8,,,0.5,12.1,,,10.0,,0.0,,,,,0.0,,1.8,,,0.5,12.1,,,,True,,,,,True,,True,,,True,False,,
02068,2,0.0,,0.0,,,,,3.4,,,,,0.0,,,,-2.0,,-2.0,,,,,1.4,,,,,-2.0,,,,,False,,,,,True,,,,,False,,,
02070,5,5.0,,0.0,,,,,30.9,,2.5,,,2.1,,,,0.0,,-5.0,,,,,25.9,,-2.5,,,-2.9,,,,,False,,,,,False,,False,,,False,,,
02090,475,250.0,512.0,0.0,,,,,530.6,,250.6,133.5,,123.3,243.1,,,-225.0,37.0,-475.0,,,,,55.6,,-224.4,-341.5,,-351.7,-231.9,,,True,False,,,,,True,,True,False,,False,False,,
02100,1,5.0,,0.0,,,,,4.3,,,,,0.0,5.8,,,4.0,,-1.0,,,,,3.3,,,,,-1.0,4.8,,,,True,,,,,True,,,,,True,False,,
02105,0,0.0,,0.0,,,,,15.3,,,,,0.0,,,,0.0,,0.0,,,,,15.3,,,,,0.0,,,,,True,,,,,False,,,,,True,,,
02110,127,205.0,,203.0,,,,,164.7,,124.7,3.1,,258.3,104.0,,,78.0,,76.0,,,,,37.7,,-2.3,-123.9,,131.3,-23.0,,,,True,,,,,True,,True,False,,False,True,,
02122,87,165.0,364.8,119.0,,,,,353.7,,52.9,127.9,,181.2,206.1,,,78.0,277.8,32.0,,,,,266.7,,-34.1,40.9,,94.2,119.1,,,False,True,,,,,False,,True,True,,False,False,,
02130,13,10.0,,0.0,,,,,7.5,,5.3,,,9.3,18.3,,,-3.0,,-13.0,,,,,-5.5,,-7.7,,,-3.7,5.3,,,,False,,,,,False,,False,,,False,False,,
02150,14,20.0,,0.0,,,,,5.8,,1.9,,,2.4,13.2,,,6.0,,-14.0,,,,,-8.2,,-12.1,,,-11.6,-0.8,,,,False,,,,,False,,False,,,False,True,,
02158,3,10.0,,0.0,,,,,,,,,,2.6,9.2,,,7.0,,-3.0,,,,,,,,,,-0.4,6.2,,,,True,,,,,,,,,,True,True,,
02164,16,0.0,,0.0,,,,,16.5,,,,,0.0,,,,-16.0,,-16.0,,,,,0.5,,,,,-16.0,,,,,False,,,,,True,,,,,False,,,
02170,204,240.0,628.0,352.0,,,,,668.8,,87.1,188.1,,139.6,209.8,,,36.0,424.0,148.0,,,,,464.8,,-116.9,-15.9,,-64.4,5.8,,,False,False,,,,,False,,False,True,,False,True,,
02180,30,25.0,,0.0,,,,,4.6,,2.4,,,1.8,,,,-5.0,,-30.0,,,,,-25.4,,-27.6,,,-28.2,,,,,False,,,,,False,,False,,,False,,,
02185,66,15.0,,0.0,,,,,19.5,,4.3,,,16.0,,,,-51.0,,-66.0,,,,,-46.5,,-61.7,,,-50.0,,,,,False,,,,,True,,False,,,True,,,
02188,40,25.0,,0.0,,,,,21.6,,8.9,,,17.3,,,,-15.0,,-40.0,,,,,-18.4,,-31.1,,,-22.7,,,,,False,,,,,False,,False,,,False,,,
02195,1,5.0,,0.0,,,,,0.8,,0.5,,,1.0,2.4,,,4.0,,-1.0,,,,,-0.2,,-0.5,,,-0.0,1.4,,,,True,,,,,True,,True,,,True,True,,
02198,17,25.0,,,,,,,10.2,,4.2,,,23.5,13.4,,,8.0,,,,,,,-6.8,,-12.8,,,6.5,-3.6,,,,,,,,,True,,False,,,True,True,,
02220,14,25.0,,0.0,,,,,17.3,,4.1,,,9.6,31.2,,,11.0,,-14.0,,,,,3.3,,-9.9,,,-4.4,17.2,,,,False,,,,,True,,True,,,True,False,,
02230,0,0.0,,0.0,,,,,0.0,,,,,0.0,,,,0.0,,0.0,,,,,0.0,,,,,0.0,,,,,True,,,,,True,,,,,True,,,
02240,7,10.0,,0.0,,,,,3.3,,1.5,,,4.4,,,,3.0,,-7.0,,,,,-3.7,,-5.5,,,-2.6,,,,,False,,,,,False,,False,,,True,,,
02261,17,45.0,,0.0,,,,,32.1,,13.7,,,30.0,,,,28.0,,-17.0,,,,,15.1,,-3.3,,,13.0,,,,,True,,,,,True,,True,,,True,,,
02275,5,0.0,,0.0,,,,,3.5,,,,,0.1,4.0,,,-5.0,,-5.0,,,,,-1.5,,,,,-4.9,-1.0,,,,False,,,,,True,,,,,True,True,,
02282,13,10.0,,0.0,,,,,0.0,,,,,6.9,13.2,,,-3.0,,-13.0,,,,,-13.0,,,,,-6.1,0.2,,,,False,,,,,False,,,,,False,True,,
02290,23,30.0,,0.0,,,,,17.2,,16.3,,,3.5,,,,7.0,,-23.0,,,,,-5.8,,-6.7,,,-19.5,,,,,False,,,,,True,,True,,,False,,,
04001,227,430.0,981.7,638.0,,,,274.0,213.1,,75.5,17.0,,360.4,370.2,,,203.0,754.7,411.0,,,,47.0,-13.9,,-151.5,-210.0,,133.4,143.2,,,False,False,,,,True,True,,True,False,,True,True,,
04003,122,800.0,2212.4,1411.0,,,,412.0,566.1,,27.1,260.1,,40.6,552.4,,,678.0,2090.4,1289.0,,,,290.0,444.1,,-94.9,138.1,,-81.4,430.4,,,False,False,,,,True,True,,True,True,,True,True,,
04005,573,455.0,1318.6,303.0,,,,359.0,254.1,,169.5,172.7,,114.9,348.2,,,-118.0,745.6,-270.0,,,,-214.0,-318.9,,-403.5,-400.3,,-458.1,-224.8,,,False,False,,,,False,False,,False,False,,False,False,,
04007,237,465.0,625.5,338.0,,,,269.0,409.7,,173.3,99.6,,275.1,414.1,,,228.0,388.5,101.0,,,,32.0,172.7,,-63.7,-137.4,,38.1,177.1,,,False,True,,,,True,True,,True,True,,True,True,,
04009,193,285.0,,256.0,,,,185.0,274.2,,179.5,0.1,,110.9,337.4,,,92.0,,63.0,,,,-8.0,81.2,,-13.5,-192.9,,-82.1,144.4,,,,True,,,,True,True,,True,False,,True,False,,
04011,3,0.0,,0.0,,,,19.0,20.5,,1.9,,,12.2,6.9,,,-3.0,,-3.0,,,,16.0,17.5,,-1.1,,,9.2,3.9,,,,False,,,,False,False,,True,,,False,False,,
04012,46,60.0,,27.0,,,,59.0,33.2,,7.7,3.4,,64.0,52.7,,,14.0,,-19.0,,,,13.0,-12.8,,-38.3,-42.6,,18.0,6.7,,,,False,,,,True,True,,False,False,,False,True,,
04013,10721,16600.0,26946.3,9933.0,,,,17111.0,15519.8,,13417.1,5102.6,,5271.1,6515.6,,,5879.0,16225.3,-788.0,,,,6390.0,4798.8,,2696.1,-5618.4,,-5449.9,-4205.4,,,False,True,,,,False,True,,True,True,,True,True,,
04015,552,990.0,1260.7,412.0,,,,1205.0,787.5,,393.5,312.1,,718.0,919.3,,,438.0,708.7,-140.0,,,,653.0,235.5,,-158.5,-239.9,,166.0,367.3,,,False,True,,,,False,True,,True,True,,True,True,,
04017,299,415.0,554.8,242.0,,,,396.0,216.9,,157.7,45.6,,102.3,456.1,,,116.0,255.8,-57.0,,,,97.0,-82.1,,-141.3,-253.4,,-196.7,157.1,,,False,True,,,,True,True,,False,False,,False,False,,
04019,5206,7925.0,6379.6,10503.0,,,,3262.0,5098.9,,6182.9,2493.6,,8071.2,5805.9,,,2719.0,1173.6,5297.0,,,,-1944.0,-107.1,,976.9,-2712.4,,2865.2,599.9,,,True,False,,,,True,True,,True,True,,False,True,,
04021,1658,1640.0,1901.9,1326.0,,,,1961.0,542.7,,895.7,585.0,,224.7,1013.6,,,-18.0,243.9,-332.0,,,,303.0,-1115.3,,-762.3,-1073.0,,-1433.3,-644.4,,,False,False,,,,False,False,,False,False,,False,False,,
04023,147,195.0,,124.0,,,,482.0,85.4,,41.9,9.5,,702.2,150.7,,,48.0,,-23.0,,,,335.0,-61.6,,-105.1,-137.5,,555.2,3.7,,,,True,,,,False,False,,False,False,,False,True,,
04025,332,770.0,2427.7,384.0,,,,1034.0,1147.0,,578.7,567.8,,815.8,437.0,,,438.0,2095.7,52.0,,,,702.0,815.0,,246.7,235.8,,483.8,105.0,,,False,True,,,,False,False,,True,True,,False,True,,
04027,678,1705.0,5723.9,1230.0,,,,719.0,713.4,,369.4,71.1,,352.4,2650.1,,,1027.0,5045.9,552.0,,,,41.0,35.4,,-308.6,-606.9,,-325.6,1972.1,,,False,True,,,,True,True,,True,True,,True,False,,
05001,102,170.0,,95.0,,,,225.0,234.7,,48.9,71.6,,60.1,152.1,,,68.0,,-7.0,,,,123.0,132.7,,-53.1,-30.4,,-41.9,50.1,,,,True,,,,False,False,,True,True,,True,True,,
05003,67,150.0,,123.0,,,,223.0,210.0,,116.5,87.5,,66.4,170.9,,,83.0,,56.0,,,,156.0,143.0,,49.5,20.5,,-0.6,103.9,,,,True,,,,False,False,,True,True,,True,False,,
05005,185,50.0,,110.0,,,,173.0,147.8,,16.7,,,26.2,43.7,,,-135.0,,-75.0,,,,-12.0,-37.2,,-168.3,,,-158.8,-141.3,,,,True,,,,True,True,,False,,,False,False,,
