,actual_cases,COVIDhub-baseline,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,IBF-TimeSeries,IQVIA_ACOE-STAN,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,OliverWyman-Navigator,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,Yu_Group-CLEP,error-COVIDhub-baseline,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-IBF-TimeSeries,error-IQVIA_ACOE-STAN,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-OliverWyman-Navigator,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,error-Yu_Group-CLEP,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-IBF-TimeSeries,beat_baseline-IQVIA_ACOE-STAN,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-OliverWyman-Navigator,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-Yu_Group-CLEP
40139,179,162.0,149.5,,121.0,78.0,,,,,,,110.0,,235.7,41.9,,75.7,137.8,2.4,182.0,181.0,,165.4,119.8,,,,0.0,214.2,360.8,-17.0,-29.5,,-58.0,-101.0,,,,,,,-69.0,,56.7,-137.1,,-103.3,-41.2,-176.6,3.0,2.0,,-13.6,-59.2,,,,-179.0,35.2,181.8,False,,False,False,,,,,,,False,,False,False,,False,False,False,True,True,,True,False,,,,False,False,False
40141,11,12.0,12.8,,4.0,0.0,,,,,,,3.0,,4.7,5.9,,4.1,3.9,,,0.0,,1.3,11.8,,,,10.0,12.6,34.8,1.0,1.8,,-7.0,-11.0,,,,,,,-8.0,,-6.3,-5.1,,-6.9,-7.1,,,-11.0,,-9.7,0.8,,,,-1.0,1.6,23.8,False,,False,False,,,,,,,False,,False,False,,False,False,,,False,,False,True,,,,False,False,False
40143,1782,2038.0,2074.4,1734.1,1734.0,2505.0,,,,,,,1598.0,,2159.6,1721.5,,1876.6,1809.7,771.5,2344.0,1988.0,,1157.4,1749.8,1661.0,,,1985.0,2789.0,3425.5,256.0,292.4,-47.9,-48.0,723.0,,,,,,,-184.0,,377.6,-60.5,,94.6,27.7,-1010.5,562.0,206.0,,-624.6,-32.2,-121.0,,,203.0,1007.0,1643.5,False,True,True,False,,,,,,,True,,False,True,,True,True,False,False,True,,False,True,True,,,True,False,False
40145,174,174.0,172.2,,165.0,187.0,,,,,,,214.0,,211.9,227.6,,106.3,162.3,136.5,151.0,170.0,,144.7,165.4,,,,166.0,305.4,410.0,0.0,-1.8,,-9.0,13.0,,,,,,,40.0,,37.9,53.6,,-67.7,-11.7,-37.5,-23.0,-4.0,,-29.3,-8.6,,,,-8.0,131.4,236.0,False,,False,False,,,,,,,False,,False,False,,False,False,False,False,False,,False,False,,,,False,False,False
40147,85,166.0,159.3,,148.0,170.0,,,,,,,160.0,,332.2,120.6,,122.4,133.0,57.7,242.0,167.0,,134.3,172.7,,,,217.0,183.5,399.7,81.0,74.3,,63.0,85.0,,,,,,,75.0,,247.2,35.6,,37.4,48.0,-27.3,157.0,82.0,,49.3,87.7,,,,132.0,98.5,314.7,True,,True,False,,,,,,,True,,False,True,,True,True,True,False,False,,True,False,,,,False,False,False
40149,14,2.0,2.2,,2.0,0.0,,,,,,,11.0,,8.8,14.9,,1.8,1.5,,2.0,7.0,,1.9,,,,,0.0,5.9,21.5,-12.0,-11.8,,-12.0,-14.0,,,,,,,-3.0,,-5.2,0.9,,-12.2,-12.5,,-12.0,-7.0,,-12.2,,,,,-14.0,-8.1,7.5,True,,False,False,,,,,,,True,,True,True,,False,False,,False,True,,False,,,,,False,True,True
40151,68,4.0,4.0,,4.0,0.0,,,,,,,8.0,,3.8,3.0,,4.8,7.5,,0.0,53.0,,4.3,,,,,8.0,3.8,16.8,-64.0,-64.0,,-64.0,-68.0,,,,,,,-60.0,,-64.2,-65.0,,-63.2,-60.5,,-68.0,-15.0,,-63.7,,,,,-60.0,-64.2,-51.2,False,,False,False,,,,,,,True,,False,False,,True,True,,False,True,,True,,,,,True,False,True
40153,203,38.0,37.8,,38.0,51.0,,,,,,,40.0,,128.9,30.2,,26.3,37.8,45.0,20.0,146.0,,34.5,24.5,,,,58.0,69.6,43.3,-165.0,-165.2,,-165.0,-152.0,,,,,,,-163.0,,-74.1,-172.8,,-176.7,-165.2,-158.0,-183.0,-57.0,,-168.5,-178.5,,,,-145.0,-133.4,-159.7,False,,False,True,,,,,,,True,,True,False,,False,False,True,False,True,,False,False,,,,True,True,True
41001,14,14.0,13.2,,8.0,0.0,,,,,,,40.0,,8.7,26.8,,0.9,6.2,,,9.0,,2.9,,,,,13.0,24.9,42.0,0.0,-0.8,,-6.0,-14.0,,,,,,,26.0,,-5.3,12.8,,-13.1,-7.8,,,-5.0,,-11.1,,,,,-1.0,10.9,28.0,False,,False,False,,,,,,,False,,False,False,,False,False,,,False,,False,,,,,False,False,False
41003,56,30.0,31.6,,29.0,20.0,,,,,,,28.0,,54.9,90.8,,7.6,29.0,37.3,15.0,29.0,,14.3,29.5,,,,29.0,44.0,24.6,-26.0,-24.4,,-27.0,-36.0,,,,,,,-28.0,,-1.1,34.8,,-48.4,-27.0,-18.7,-41.0,-27.0,,-41.7,-26.5,,,,-27.0,-12.0,-31.4,True,,False,False,,,,,,,False,,True,False,,False,False,True,False,False,,False,False,,,,False,True,False
41005,192,244.0,243.8,,231.0,238.0,,,,,,,215.0,,287.8,575.1,,159.2,245.7,370.2,230.0,252.0,,223.2,197.7,190.0,,,239.0,353.8,391.0,52.0,51.8,,39.0,46.0,,,,,,,23.0,,95.8,383.1,,-32.8,53.7,178.2,38.0,60.0,,31.2,5.7,-2.0,,,47.0,161.8,199.0,True,,True,True,,,,,,,True,,False,False,,True,False,False,True,False,,True,True,True,,,True,False,False
41007,16,4.0,3.8,,3.0,0.0,,,,,,,8.0,,40.2,30.1,,1.2,1.2,,0.0,12.0,,2.5,5.2,,,,2.0,3.2,32.3,-12.0,-12.2,,-13.0,-16.0,,,,,,,-8.0,,24.2,14.1,,-14.8,-14.8,,-16.0,-4.0,,-13.5,-10.8,,,,-14.0,-12.8,16.3,False,,False,False,,,,,,,True,,False,False,,False,False,,False,True,,False,True,,,,False,False,False
41009,16,12.0,11.0,,10.0,0.0,,,,,,,4.0,,36.7,39.2,,2.4,9.6,35.5,10.0,9.0,,5.0,12.6,,,,8.0,20.6,48.3,-4.0,-5.0,,-6.0,-16.0,,,,,,,-12.0,,20.7,23.2,,-13.6,-6.4,19.5,-6.0,-7.0,,-10.9,-3.4,,,,-8.0,4.6,32.3,False,,False,False,,,,,,,False,,False,False,,False,False,False,False,False,,False,True,,,,False,False,False
41011,10,28.0,26.7,,21.0,51.0,,,,,,,5.0,,51.4,57.4,,6.6,18.4,16.1,,13.0,,17.5,19.4,,,,27.0,32.9,37.1,18.0,16.7,,11.0,41.0,,,,,,,-5.0,,41.4,47.4,,-3.4,8.4,6.1,,3.0,,7.5,9.4,,,,17.0,22.9,27.1,True,,True,False,,,,,,,True,,False,False,,True,True,True,,True,,True,True,,,,True,False,False
41013,3,6.0,6.2,,4.0,0.0,,,,,,,5.0,,31.9,12.9,,0.8,0.9,,0.0,10.0,,1.3,4.9,,,,11.0,6.0,20.5,3.0,3.2,,1.0,-3.0,,,,,,,2.0,,28.9,9.9,,-2.2,-2.1,,-3.0,7.0,,-1.7,1.9,,,,8.0,3.0,17.5,False,,True,False,,,,,,,True,,False,False,,True,True,,False,False,,True,True,,,,False,False,False
41015,5,4.0,3.2,,1.0,0.0,,,,,,,0.0,,33.6,8.3,,1.1,2.1,,0.0,21.0,,0.9,,,,,7.0,3.1,24.3,-1.0,-1.8,,-4.0,-5.0,,,,,,,-5.0,,28.6,3.3,,-3.9,-2.9,,-5.0,16.0,,-4.1,,,,,2.0,-1.9,19.3,False,,False,False,,,,,,,False,,False,False,,False,False,,False,False,,False,,,,,False,False,False
41017,60,26.0,28.0,,27.0,14.0,,,,,,,112.0,,42.3,184.1,,8.4,28.3,71.8,27.0,54.0,,13.7,25.7,10.0,,,17.0,44.1,60.2,-34.0,-32.0,,-33.0,-46.0,,,,,,,52.0,,-17.7,124.1,,-51.6,-31.7,11.8,-33.0,-6.0,,-46.3,-34.3,-50.0,,,-43.0,-15.9,0.2,True,,True,False,,,,,,,False,,True,False,,False,True,True,True,True,,False,False,False,,,False,True,True
41019,26,6.0,6.8,,6.0,0.0,,,,,,,43.0,,43.4,48.1,,0.5,5.1,30.0,12.0,0.0,,2.0,5.2,,,,3.0,11.8,46.9,-20.0,-19.2,,-20.0,-26.0,,,,,,,17.0,,17.4,22.1,,-25.5,-20.9,4.0,-14.0,-26.0,,-24.0,-20.8,,,,-23.0,-14.2,20.9,True,,False,False,,,,,,,True,,True,False,,False,False,True,True,False,,False,False,,,,False,True,False
41021,3,0.0,0.0,,0.0,0.0,,,,,,,0.0,,0.1,0.3,,,0.0,,0.0,0.0,,0.0,0.1,,,,0.0,2.8,14.4,-3.0,-3.0,,-3.0,-3.0,,,,,,,-3.0,,-2.9,-2.7,,,-3.0,,-3.0,-3.0,,-3.0,-2.9,,,,-3.0,-0.2,11.4,False,,False,False,,,,,,,False,,True,True,,,True,,False,False,,False,True,,,,False,True,False
41023,2,0.0,0.4,,0.0,0.0,,,,,,,8.0,,0.8,3.5,,0.0,0.2,,0.0,2.0,,0.1,0.1,,,,0.0,3.6,18.2,-2.0,-1.6,,-2.0,-2.0,,,,,,,6.0,,-1.2,1.5,,-2.0,-1.8,,-2.0,0.0,,-1.9,-1.9,,,,-2.0,1.6,16.2,True,,False,False,,,,,,,False,,True,True,,True,True,,False,True,,True,True,,,,False,True,False
41025,0,0.0,0.4,,0.0,0.0,,,,,,,37.0,,1.5,0.8,,0.1,0.1,,0.0,2.0,,0.0,,,,,3.0,3.2,21.6,0.0,0.4,,0.0,0.0,,,,,,,37.0,,1.5,0.8,,0.1,0.1,,0.0,2.0,,0.0,,,,,3.0,3.2,21.6,False,,True,True,,,,,,,False,,False,False,,False,False,,True,False,,False,,,,,False,False,False
41027,3,28.0,33.1,,7.0,33.0,,,,,,,5.0,,52.5,25.4,,0.6,6.0,0.0,,14.0,,0.6,23.6,,,,59.0,31.8,51.0,25.0,30.1,,4.0,30.0,,,,,,,2.0,,49.5,22.4,,-2.4,3.0,-3.0,,11.0,,-2.4,20.6,,,,56.0,28.8,48.0,False,,True,False,,,,,,,True,,False,True,,True,True,True,,True,,True,True,,,,False,False,False
41029,152,178.0,177.5,,164.0,125.0,,,,,,,174.0,,213.1,473.2,,153.5,193.3,305.7,173.0,193.0,,136.2,156.8,157.0,,,156.0,282.9,295.4,26.0,25.5,,12.0,-27.0,,,,,,,22.0,,61.1,321.2,,1.5,41.3,153.7,21.0,41.0,,-15.8,4.8,5.0,,,4.0,130.9,143.4,True,,True,False,,,,,,,True,,False,False,,True,False,False,True,False,,True,True,True,,,True,False,False
41031,41,26.0,22.6,,24.0,8.0,,,,,,,14.0,,58.1,39.1,,5.7,24.4,38.4,28.0,31.0,,8.8,31.9,,,,23.0,47.8,56.8,-15.0,-18.4,,-17.0,-33.0,,,,,,,-27.0,,17.1,-1.9,,-35.3,-16.6,-2.6,-13.0,-10.0,,-32.2,-9.1,,,,-18.0,6.8,15.8,False,,False,False,,,,,,,False,,False,True,,False,False,True,True,True,,False,True,,,,False,True,False
41033,12,34.0,33.0,,24.0,14.0,,,,,,,34.0,,81.7,83.8,,10.9,18.8,31.5,23.0,45.0,,2.7,25.4,,,,47.0,37.2,79.2,22.0,21.0,,12.0,2.0,,,,,,,22.0,,69.7,71.8,,-1.1,6.8,19.5,11.0,33.0,,-9.3,13.4,,,,35.0,25.2,67.2,True,,True,True,,,,,,,False,,False,False,,True,True,True,True,False,,True,True,,,,False,False,False
41035,36,2.0,4.0,,5.0,4.0,,,,,,,59.0,,32.3,49.2,,0.1,4.2,20.0,,0.0,,0.0,4.7,,,,2.0,8.0,31.6,-34.0,-32.0,,-31.0,-32.0,,,,,,,23.0,,-3.7,13.2,,-35.9,-31.8,-16.0,,-36.0,,-36.0,-31.3,,,,-34.0,-28.0,-4.4,True,,True,True,,,,,,,True,,True,True,,False,True,True,,False,,False,True,,,,False,True,True
41037,0,0.0,1.2,,0.0,0.0,,,,,,,8.0,,17.7,0.6,,0.3,0.6,,0.0,1.0,,4.4,0.0,,,,0.0,3.2,31.3,0.0,1.2,,0.0,0.0,,,,,,,8.0,,17.7,0.6,,0.3,0.6,,0.0,1.0,,4.4,0.0,,,,0.0,3.2,31.3,False,,True,True,,,,,,,False,,False,False,,False,False,,True,False,,False,False,,,,True,False,False
41039,169,164.0,164.7,,183.0,392.0,,,,,,,370.0,,271.9,481.1,,143.9,165.3,148.5,257.0,166.0,,285.6,119.3,228.0,,,231.0,179.6,185.2,-5.0,-4.3,,14.0,223.0,,,,,,,201.0,,102.9,312.1,,-25.1,-3.7,-20.5,88.0,-3.0,,116.6,-49.7,59.0,,,62.0,10.6,16.2,True,,False,False,,,,,,,False,,False,False,,False,True,False,False,True,,False,False,False,,,False,False,False
41041,6,10.0,10.1,,10.0,3.0,,,,,,,12.0,,30.0,46.9,,0.9,9.8,35.6,,13.0,,5.8,6.6,,,,7.0,17.4,20.8,4.0,4.1,,4.0,-3.0,,,,,,,6.0,,24.0,40.9,,-5.1,3.8,29.6,,7.0,,-0.2,0.6,,,,1.0,11.4,14.8,False,,False,True,,,,,,,False,,False,False,,False,True,False,,False,,True,True,,,,True,False,False
41043,59,38.0,38.6,,35.0,22.0,,,,,,,82.0,,86.0,138.6,,8.7,32.3,96.4,21.0,35.0,,14.3,43.4,19.0,,,33.0,59.6,75.1,-21.0,-20.4,,-24.0,-37.0,,,,,,,23.0,,27.0,79.6,,-50.3,-26.7,37.4,-38.0,-24.0,,-44.7,-15.6,-40.0,,,-26.0,0.6,16.1,True,,False,False,,,,,,,False,,False,False,,False,False,False,False,False,,False,True,False,,,False,True,True
41045,232,264.0,266.7,,178.0,73.0,,,,,,,113.0,,388.1,149.4,,191.8,178.8,0.2,299.0,148.0,,59.9,205.2,,,,124.0,317.2,502.3,32.0,34.7,,-54.0,-159.0,,,,,,,-119.0,,156.1,-82.6,,-40.2,-53.2,-231.8,67.0,-84.0,,-172.1,-26.8,,,,-108.0,85.2,270.3,False,,False,False,,,,,,,False,,False,False,,False,False,False,False,False,,False,True,,,,False,False,False
41047,414,534.0,525.2,,495.0,520.0,,,,,,,406.0,,526.5,559.5,,410.6,481.3,464.8,486.0,404.0,,414.3,515.2,405.0,,,493.0,638.3,398.5,120.0,111.2,,81.0,106.0,,,,,,,-8.0,,112.5,145.5,,-3.4,67.3,50.8,72.0,-10.0,,0.3,101.2,-9.0,,,79.0,224.3,-15.5,True,,True,True,,,,,,,True,,True,False,,True,True,True,True,True,,True,True,True,,,True,False,True
41049,31,46.0,36.2,,25.0,21.0,,,,,,,25.0,,63.7,21.2,,11.9,27.2,0.0,29.0,10.0,,8.4,49.4,,,,43.0,74.4,96.1,15.0,5.2,,-6.0,-10.0,,,,,,,-6.0,,32.7,-9.8,,-19.1,-3.8,-31.0,-2.0,-21.0,,-22.6,18.4,,,,12.0,43.4,65.1,True,,True,True,,,,,,,True,,False,True,,False,True,False,True,False,,False,False,,,,True,False,False
41051,555,564.0,572.1,,545.0,539.0,,,,,,,558.0,,601.9,1077.0,,532.1,615.1,504.4,478.0,625.0,,460.0,465.0,454.0,,,514.0,935.8,830.5,9.0,17.1,,-10.0,-16.0,,,,,,,3.0,,46.9,522.0,,-22.9,60.1,-50.6,-77.0,70.0,,-95.0,-90.0,-101.0,,,-41.0,380.8,275.5,False,,False,False,,,,,,,True,,False,False,,False,False,False,False,False,,False,False,False,,,False,False,False
41053,56,68.0,71.0,,57.0,59.0,,,,,,,26.0,,57.2,111.9,,26.2,50.7,96.1,53.0,54.0,,46.0,72.2,,,,71.0,87.9,66.0,12.0,15.0,,1.0,3.0,,,,,,,-30.0,,1.2,55.9,,-29.8,-5.3,40.1,-3.0,-2.0,,-10.0,16.2,,,,15.0,31.9,10.0,False,,True,True,,,,,,,False,,True,False,,False,True,False,True,True,,True,False,,,,False,False,True
41055,0,4.0,4.0,,0.0,0.0,,,,,,,0.0,,0.1,0.6,,0.1,0.1,,0.0,0.0,,1.4,,,,,8.0,3.8,17.1,4.0,4.0,,0.0,0.0,,,,,,,0.0,,0.1,0.6,,0.1,0.1,,0.0,0.0,,1.4,,,,,8.0,3.8,17.1,True,,True,True,,,,,,,True,,True,True,,True,True,,True,True,,True,,,,,False,True,False
41057,8,6.0,7.2,,5.0,0.0,,,,,,,2.0,,49.8,11.7,,1.4,4.2,,0.0,18.0,,7.5,5.7,,,,8.0,4.4,29.9,-2.0,-0.8,,-3.0,-8.0,,,,,,,-6.0,,41.8,3.7,,-6.6,-3.8,,-8.0,10.0,,-0.5,-2.3,,,,0.0,-3.6,21.9,True,,False,False,,,,,,,False,,False,False,,False,False,,False,False,,True,False,,,,True,False,False
41059,138,266.0,277.7,,202.0,244.0,,,,,,,202.0,,324.4,177.3,,160.8,199.9,3.1,242.0,107.0,,118.5,350.9,,,,227.0,460.2,307.0,128.0,139.7,,64.0,106.0,,,,,,,64.0,,186.4,39.3,,22.8,61.9,-134.9,104.0,-31.0,,-19.5,212.9,,,,89.0,322.2,169.0,False,,True,True,,,,,,,True,,False,True,,True,True,False,True,True,,True,False,,,,True,False,False
41061,12,10.0,9.0,,9.0,0.0,,,,,,,96.0,,65.0,24.5,,1.8,11.1,3.8,16.0,7.0,,1.7,12.8,,,,14.0,13.1,30.2,-2.0,-3.0,,-3.0,-12.0,,,,,,,84.0,,53.0,12.5,,-10.2,-0.9,-8.2,4.0,-5.0,,-10.3,0.8,,,,2.0,1.1,18.2,False,,False,False,,,,,,,False,,False,False,,False,True,False,False,False,,False,True,,,,False,True,False
41063,6,2.0,2.6,,0.0,0.0,,,,,,,14.0,,0.5,2.2,,0.2,0.3,,0.0,2.0,,0.4,1.8,,,,2.0,4.1,23.2,-4.0,-3.4,,-6.0,-6.0,,,,,,,8.0,,-5.5,-3.8,,-5.8,-5.7,,-6.0,-4.0,,-5.6,-4.2,,,,-4.0,-1.9,17.2,True,,False,False,,,,,,,False,,False,True,,False,False,,False,False,,False,False,,,,False,True,False
41065,15,26.0,27.1,,20.0,0.0,,,,,,,10.0,,76.5,25.7,,18.9,21.9,22.4,19.0,91.0,,3.0,21.4,,,,63.0,25.0,47.3,11.0,12.1,,5.0,-15.0,,,,,,,-5.0,,61.5,10.7,,3.9,6.9,7.4,4.0,76.0,,-12.0,6.4,,,,48.0,10.0,32.3,False,,True,False,,,,,,,True,,False,True,,True,True,True,True,False,,False,True,,,,False,True,False
41067,332,410.0,411.6,,362.0,394.0,,,,,,,363.0,,351.7,850.9,,289.2,375.1,342.0,369.0,422.0,,329.9,346.4,296.0,,,399.0,622.0,522.1,78.0,79.6,,30.0,62.0,,,,,,,31.0,,19.7,518.9,,-42.8,43.1,10.0,37.0,90.0,,-2.1,14.4,-36.0,,,67.0,290.0,190.1,False,,True,True,,,,,,,True,,True,False,,True,True,True,True,False,,True,True,True,,,True,False,False
41069,0,0.0,0.0,,0.0,0.0,,,,,,,0.0,,0.2,0.0,,,0.0,,0.0,0.0,,0.0,,,,,,3.3,12.4,0.0,0.0,,0.0,0.0,,,,,,,0.0,,0.2,0.0,,,0.0,,0.0,0.0,,0.0,,,,,,3.3,12.4,True,,True,True,,,,,,,True,,False,True,,,True,,True,True,,True,,,,,,False,False
41071,73,72.0,81.3,,71.0,49.0,,,,,,,66.0,,78.1,201.0,,18.4,64.9,173.5,54.0,75.0,,18.1,74.8,,,,62.0,117.9,112.8,-1.0,8.3,,-2.0,-24.0,,,,,,,-7.0,,5.1,128.0,,-54.6,-8.1,100.5,-19.0,2.0,,-54.9,1.8,,,,-11.0,44.9,39.8,False,,False,False,,,,,,,False,,False,False,,False,False,False,False,False,,False,False,,,,False,False,False
42001,76,148.0,145.1,,98.0,318.0,,,,,,,60.0,,156.9,152.6,,88.8,97.9,78.8,267.0,158.0,,43.0,114.8,,,,258.0,184.7,214.9,72.0,69.1,,22.0,242.0,,,,,,,-16.0,,80.9,76.6,,12.8,21.9,2.8,191.0,82.0,,-33.0,38.8,,,,182.0,108.7,138.9,True,,True,False,,,,,,,True,,False,False,,True,True,True,False,False,,True,True,,,,False,False,False
42003,954,996.0,1009.5,951.8,952.0,1251.0,,,,,,,1056.0,,1140.4,1155.6,,944.2,967.5,290.9,1002.0,840.0,,71.3,915.1,747.0,,,1191.0,1858.3,1163.1,42.0,55.5,-2.2,-2.0,297.0,,,,,,,102.0,,186.4,201.6,,-9.8,13.5,-663.1,48.0,-114.0,,-882.7,-38.9,-207.0,,,237.0,904.3,209.1,False,True,True,False,,,,,,,False,,False,False,,True,True,False,False,False,,False,True,False,,,False,False,False
42005,61,74.0,72.5,,61.0,73.0,,,,,,,17.0,,100.0,143.3,,34.3,51.4,104.4,70.0,73.0,,15.0,60.0,,,,69.0,91.0,163.9,13.0,11.5,,0.0,12.0,,,,,,,-44.0,,39.0,82.3,,-26.7,-9.6,43.4,9.0,12.0,,-46.0,-1.0,,,,8.0,30.0,102.9,True,,True,True,,,,,,,False,,False,False,,False,True,False,True,True,,False,True,,,,True,False,False
42007,132,210.0,209.3,,175.0,265.0,,,,,,,105.0,,410.7,263.9,,139.0,166.5,132.6,278.0,193.0,,18.1,185.8,330.0,,,254.0,335.6,329.1,78.0,77.3,,43.0,133.0,,,,,,,-27.0,,278.7,131.9,,7.0,34.5,0.6,146.0,61.0,,-113.9,53.8,198.0,,,122.0,203.6,197.1,True,,True,False,,,,,,,True,,False,False,,True,True,True,False,True,,False,True,False,,,False,False,False
42009,47,18.0,19.0,,14.0,14.0,,,,,,,12.0,,63.5,53.1,,5.7,14.1,35.7,14.0,27.0,,12.6,23.8,,,,17.0,30.2,31.9,-29.0,-28.0,,-33.0,-33.0,,,,,,,-35.0,,16.5,6.1,,-41.3,-32.9,-11.3,-33.0,-20.0,,-34.4,-23.2,,,,-30.0,-16.8,-15.1,True,,False,False,,,,,,,False,,True,True,,False,False,True,False,True,,False,True,,,,False,True,True
42011,540,498.0,498.1,,437.0,519.0,,,,,,,376.0,,457.2,692.7,,335.0,483.6,235.2,547.0,524.0,,402.3,535.8,428.0,,,496.0,755.3,333.3,-42.0,-41.9,,-103.0,-21.0,,,,,,,-164.0,,-82.8,152.7,,-205.0,-56.4,-304.8,7.0,-16.0,,-137.7,-4.2,-112.0,,,-44.0,215.3,-206.7,True,,False,True,,,,,,,False,,False,False,,False,False,False,True,True,,False,True,False,,,False,False,False
42013,66,100.0,100.6,,84.0,88.0,,,,,,,80.0,,191.1,198.0,,41.5,66.1,165.8,78.0,93.0,,26.7,91.1,,,,106.0,159.0,113.3,34.0,34.6,,18.0,22.0,,,,,,,14.0,,125.1,132.0,,-24.5,0.1,99.8,12.0,27.0,,-39.3,25.1,,,,40.0,93.0,47.3,False,,True,True,,,,,,,True,,False,False,,True,True,False,True,True,,False,True,,,,False,False,False
42015,18,6.0,6.1,,6.0,0.0,,,,,,,9.0,,18.4,33.1,,0.8,3.6,14.4,12.0,30.0,,0.8,6.2,,,,7.0,7.6,2.3,-12.0,-11.9,,-12.0,-18.0,,,,,,,-9.0,,0.4,15.1,,-17.2,-14.4,-3.6,-6.0,12.0,,-17.2,-11.8,,,,-11.0,-10.4,-15.7,True,,False,False,,,,,,,True,,True,False,,False,False,True,True,False,,False,True,,,,True,True,False
42017,496,518.0,536.5,503.8,508.0,799.0,,,,,,,312.0,,614.9,640.4,,465.1,598.3,262.0,706.0,620.0,,347.5,511.0,702.0,,,647.0,755.1,405.3,22.0,40.5,7.8,12.0,303.0,,,,,,,-184.0,,118.9,144.4,,-30.9,102.3,-234.0,210.0,124.0,,-148.5,15.0,206.0,,,151.0,259.1,-90.7,False,True,True,False,,,,,,,False,,False,False,,False,False,False,False,False,,False,True,False,,,False,False,False
42019,119,172.0,182.6,,159.0,331.0,,,,,,,82.0,,189.1,196.7,,147.2,149.3,138.5,262.0,233.0,,86.3,130.9,234.0,,,284.0,214.5,163.4,53.0,63.6,,40.0,212.0,,,,,,,-37.0,,70.1,77.7,,28.2,30.3,19.5,143.0,114.0,,-32.7,11.9,115.0,,,165.0,95.5,44.4,False,,True,False,,,,,,,True,,False,False,,True,True,True,False,False,,True,True,False,,,False,False,True
42021,48,70.0,62.9,,60.0,61.0,,,,,,,43.0,,91.6,220.0,,38.0,74.0,128.0,59.0,92.0,,28.5,64.1,50.0,,,75.0,104.6,81.1,22.0,14.9,,12.0,13.0,,,,,,,-5.0,,43.6,172.0,,-10.0,26.0,80.0,11.0,44.0,,-19.5,16.1,2.0,,,27.0,56.6,33.1,True,,True,True,,,,,,,True,,False,False,,True,False,False,True,False,,True,True,True,,,False,False,False
42023,0,0.0,0.0,,0.0,0.0,,,,,,,0.0,,0.1,0.5,,0.0,0.0,,0.0,2.0,,0.0,0.3,,,,0.0,2.8,11.6,0.0,0.0,,0.0,0.0,,,,,,,0.0,,0.1,0.5,,0.0,0.0,,0.0,2.0,,0.0,0.3,,,,0.0,2.8,11.6,True,,True,True,,,,,,,True,,False,False,,False,False,,True,False,,True,False,,,,True,False,False
42025,16,18.0,13.7,,16.0,6.0,,,,,,,21.0,,41.7,47.3,,3.9,16.5,19.0,24.0,22.0,,13.9,21.5,,,,15.0,29.0,11.8,2.0,-2.3,,0.0,-10.0,,,,,,,5.0,,25.7,31.3,,-12.1,0.5,3.0,8.0,6.0,,-2.1,5.5,,,,-1.0,13.0,-4.2,False,,True,False,,,,,,,False,,False,False,,False,True,False,False,False,,False,False,,,,True,False,False
42027,1075,380.0,368.9,,340.0,1614.0,,,,,,,240.0,,539.1,253.0,,561.3,286.1,173.1,528.0,396.0,,0.0,267.5,1025.0,,,645.0,403.0,539.3,-695.0,-706.1,,-735.0,539.0,,,,,,,-835.0,,-535.9,-822.0,,-513.7,-788.9,-901.9,-547.0,-679.0,,-1075.0,-807.5,-50.0,,,-430.0,-672.0,-535.7,False,,False,True,,,,,,,False,,True,False,,True,False,False,True,True,,False,False,True,,,True,True,True
