,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,Columbia_UNC-SurvCon,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,MITCovAlliance-SIR,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-MITCovAlliance-SIR,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-MITCovAlliance-SIR,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
48339,4974,7008.0,13085.5,,,,9817.0,6426.1,823.1,,1022.0,2034.0,8111.5,,,,4843.0,1452.1,-4150.9,,-3952.0,False,,,,False,True,False,,False
48341,174,304.0,,,,,320.0,9.8,130.1,,13.0,130.0,,,,,146.0,-164.2,-43.9,,-161.0,,,,,False,False,True,,False
48343,105,112.0,,,,,181.0,,161.8,,60.0,7.0,,,,,76.0,,56.8,,-45.0,,,,,False,,False,,False
48345,3,16.0,,,,,0.0,,7.7,,31.0,13.0,,,,,-3.0,,4.7,,28.0,,,,,True,,True,,False
48347,647,1624.0,1244.4,,,,1989.0,586.3,2678.6,,917.0,977.0,597.4,,,,1342.0,-60.7,2031.6,,270.0,True,,,,False,True,False,,True
48349,552,880.0,,,,,1208.0,534.7,491.5,,230.0,328.0,,,,,656.0,-17.3,-60.5,,-322.0,,,,,False,True,True,,True
48351,95,392.0,,,,,351.0,,142.1,,274.0,297.0,,,,,256.0,,47.1,,179.0,,,,,True,,True,,True
48353,86,288.0,,,,,439.0,89.4,368.7,,160.0,202.0,,,,,353.0,3.4,282.7,,74.0,,,,,False,True,False,,True
48355,9635,15552.0,21611.5,,,,24279.0,4627.5,10199.8,,2232.0,5917.0,11976.5,,,,14644.0,-5007.5,564.8,,-7403.0,False,,,,False,True,True,,False
48357,52,104.0,,,,,79.0,,49.3,,245.0,52.0,,,,,27.0,,-2.7,,193.0,,,,,True,,True,,False
48359,5,40.0,,,,,0.0,,24.0,,19.0,35.0,,,,,-5.0,,19.0,,14.0,,,,,True,,True,,True
48361,1158,856.0,2737.1,,,,3109.0,962.4,116.1,,115.0,-302.0,1579.1,,,,1951.0,-195.6,-1041.9,,-1043.0,False,,,,False,True,False,,False
48363,362,464.0,,,,,249.0,334.2,387.6,,442.0,102.0,,,,,-113.0,-27.8,25.6,,80.0,,,,,False,True,True,,True
48365,112,136.0,,,,,578.0,14.1,64.7,,184.0,24.0,,,,,466.0,-97.9,-47.3,,72.0,,,,,False,False,False,,False
48367,1005,1016.0,2904.8,,,,1367.0,1570.4,679.8,,362.0,11.0,1899.8,,,,362.0,565.4,-325.2,,-643.0,False,,,,False,False,False,,False
48369,127,256.0,,,,,136.0,87.5,178.4,,61.0,129.0,,,,,9.0,-39.5,51.4,,-66.0,,,,,True,True,True,,True
48371,165,224.0,,,,,1243.0,3.2,167.5,,64.0,59.0,,,,,1078.0,-161.8,2.5,,-101.0,,,,,False,False,True,,False
48373,227,1496.0,1332.0,,,,1139.0,450.9,1329.8,,684.0,1269.0,1105.0,,,,912.0,223.9,1102.8,,457.0,True,,,,True,True,True,,True
48375,1164,1552.0,340.3,,,,2190.0,48.2,1071.3,,667.0,388.0,-823.7,,,,1026.0,-1115.8,-92.7,,-497.0,False,,,,False,False,True,,False
48377,65,56.0,,,,,4.0,,58.3,,107.0,-9.0,,,,,-61.0,,-6.7,,42.0,,,,,False,,True,,False
48379,28,96.0,,,,,53.0,,102.2,,62.0,68.0,,,,,25.0,,74.2,,34.0,,,,,True,,False,,True
48381,1170,1456.0,1211.4,,,,1257.0,915.1,1353.4,,405.0,286.0,41.4,,,,87.0,-254.9,183.4,,-765.0,True,,,,True,True,True,,False
48383,36,32.0,,,,,129.0,,,,4.0,-4.0,,,,,93.0,,,,-32.0,,,,,False,,,,False
48385,34,504.0,,,,,67.0,,172.7,,71.0,470.0,,,,,33.0,,138.7,,37.0,,,,,True,,True,,True
48387,29,16.0,,,,,146.0,42.0,36.7,,1.0,-13.0,,,,,117.0,13.0,7.7,,-28.0,,,,,False,False,True,,False
48389,87,136.0,,,,,318.0,30.2,128.3,,83.0,49.0,,,,,231.0,-56.8,41.3,,-4.0,,,,,False,False,True,,True
48391,164,496.0,,,,,416.0,6.2,350.4,,128.0,332.0,,,,,252.0,-157.8,186.4,,-36.0,,,,,True,True,True,,True
48393,5,0.0,,,,,0.0,,3.7,,0.0,-5.0,,,,,-5.0,,-1.3,,-5.0,,,,,False,,True,,False
48395,98,416.0,,,,,172.0,173.7,516.3,,158.0,318.0,,,,,74.0,75.7,418.3,,60.0,,,,,True,True,False,,True
48397,915,784.0,1605.7,,,,1582.0,1185.1,888.6,,299.0,-131.0,690.7,,,,667.0,270.1,-26.4,,-616.0,False,,,,False,False,True,,False
48399,169,344.0,,,,,182.0,,,,193.0,175.0,,,,,13.0,,,,24.0,,,,,True,,,,True
48401,603,192.0,168.2,,,,1308.0,17.2,318.6,,416.0,-411.0,-434.8,,,,705.0,-585.8,-284.4,,-187.0,False,,,,False,False,True,,True
48403,41,8.0,,,,,123.0,,13.4,,5.0,-33.0,,,,,82.0,,-27.6,,-36.0,,,,,False,,True,,False
48405,52,64.0,,,,,214.0,50.9,16.1,,10.0,12.0,,,,,162.0,-1.1,-35.9,,-42.0,,,,,False,True,False,,False
48407,91,56.0,,,,,472.0,145.8,7.4,,3.0,-35.0,,,,,381.0,54.8,-83.6,,-88.0,,,,,False,False,False,,False
48409,749,2112.0,1586.6,,,,4531.0,434.1,1207.2,,1086.0,1363.0,837.6,,,,3782.0,-314.9,458.2,,337.0,True,,,,False,True,True,,True
48411,33,72.0,,,,,55.0,,41.3,,148.0,39.0,,,,,22.0,,8.3,,115.0,,,,,True,,True,,False
48413,19,24.0,,,,,59.0,,17.7,,4.0,5.0,,,,,40.0,,-1.3,,-15.0,,,,,False,,True,,False
48415,227,160.0,,,,,1027.0,47.0,15.9,,10.0,-67.0,,,,,800.0,-180.0,-211.1,,-217.0,,,,,False,False,False,,False
48417,15,24.0,,,,,2.0,,,,6.0,9.0,,,,,-13.0,,,,-9.0,,,,,False,,,,False
48419,114,216.0,,,,,671.0,79.5,123.4,,116.0,102.0,,,,,557.0,-34.5,9.4,,2.0,,,,,False,True,True,,True
48421,26,8.0,,,,,8.0,,4.5,,2.0,-18.0,,,,,-18.0,,-21.5,,-24.0,,,,,False,,False,,False
48423,1514,2752.0,6125.0,,,,5832.0,2927.2,3090.2,,599.0,1238.0,4611.0,,,,4318.0,1413.2,1576.2,,-915.0,False,,,,False,False,False,,True
48425,91,88.0,,,,,49.0,,,,36.0,-3.0,,,,,-42.0,,,,-55.0,,,,,False,,,,False
48427,1792,1576.0,2465.4,,,,3221.0,516.5,290.4,,402.0,-216.0,673.4,,,,1429.0,-1275.5,-1501.6,,-1390.0,False,,,,False,False,False,,False
48429,139,56.0,,,,,43.0,,,,207.0,-83.0,,,,,-96.0,,,,68.0,,,,,False,,,,True
48431,4,0.0,,,,,0.0,,1.0,,0.0,-4.0,,,,,-4.0,,-3.0,,-4.0,,,,,False,,True,,False
48433,8,0.0,,,,,0.0,,0.0,,1.0,-8.0,,,,,-8.0,,-8.0,,-7.0,,,,,False,,False,,True
48435,29,120.0,,,,,175.0,,,,23.0,91.0,,,,,146.0,,,,-6.0,,,,,False,,,,True
48437,32,64.0,,,,,72.0,,73.9,,16.0,32.0,,,,,40.0,,41.9,,-16.0,,,,,False,,False,,True
48439,21391,31608.0,59163.2,,,,41108.0,13276.6,23400.8,,10681.0,10217.0,37772.2,,,,19717.0,-8114.4,2009.8,,-10710.0,False,,,,False,True,True,,False
48441,430,928.0,951.0,,,,4189.0,737.1,205.8,,861.0,498.0,521.0,,,,3759.0,307.1,-224.2,,431.0,False,,,,False,True,True,,True
48443,1,0.0,,,,,0.0,,1.1,,0.0,-1.0,,,,,-1.0,,0.1,,-1.0,,,,,False,,True,,False
48445,143,176.0,,,,,514.0,,72.6,,99.0,33.0,,,,,371.0,,-70.4,,-44.0,,,,,False,,False,,False
48447,5,0.0,,,,,0.0,,0.7,,0.0,-5.0,,,,,-5.0,,-4.3,,-5.0,,,,,False,,True,,False
48449,374,128.0,,,,,1668.0,102.0,3.1,,284.0,-246.0,,,,,1294.0,-272.0,-370.9,,-90.0,,,,,False,False,False,,True
48451,1627,3736.0,2814.2,,,,7822.0,1148.6,4170.5,,1025.0,2109.0,1187.2,,,,6195.0,-478.4,2543.5,,-602.0,True,,,,False,True,False,,True
48453,9261,15696.0,54160.7,,,,18526.0,5219.8,3744.3,,4523.0,6435.0,44899.7,,,,9265.0,-4041.2,-5516.7,,-4738.0,False,,,,False,True,True,,True
48455,74,160.0,,,,,194.0,98.1,98.2,,35.0,86.0,,,,,120.0,24.1,24.2,,-39.0,,,,,False,True,True,,True
48457,116,368.0,,,,,670.0,,147.0,,492.0,252.0,,,,,554.0,,31.0,,376.0,,,,,False,,True,,False
48459,218,296.0,,,,,638.0,430.2,980.5,,271.0,78.0,,,,,420.0,212.2,762.5,,53.0,,,,,False,False,False,,True
48461,12,16.0,,,,,113.0,,,,6.0,4.0,,,,,101.0,,,,-6.0,,,,,False,,,,False
48463,350,744.0,,,,,2774.0,169.7,985.9,,270.0,394.0,,,,,2424.0,-180.3,635.9,,-80.0,,,,,False,True,False,,True
48465,981,2232.0,,,,,7949.0,449.7,2012.8,,425.0,1251.0,,,,,6968.0,-531.3,1031.8,,-556.0,,,,,False,True,True,,True
48467,271,424.0,517.9,,,,947.0,596.7,622.1,,139.0,153.0,246.9,,,,676.0,325.7,351.1,,-132.0,False,,,,False,False,False,,True
48469,1132,5456.0,4308.0,,,,6847.0,1597.4,5055.7,,707.0,4324.0,3176.0,,,,5715.0,465.4,3923.7,,-425.0,True,,,,False,True,True,,True
48471,1781,1032.0,2053.5,,,,1649.0,76.7,151.0,,153.0,-749.0,272.5,,,,-132.0,-1704.3,-1630.0,,-1628.0,True,,,,True,False,False,,False
48473,472,496.0,1079.1,,,,890.0,490.1,1282.9,,343.0,24.0,607.1,,,,418.0,18.1,810.9,,-129.0,False,,,,False,True,False,,False
48475,46,56.0,,,,,413.0,,565.0,,7.0,10.0,,,,,367.0,,519.0,,-39.0,,,,,False,,False,,False
48477,185,496.0,,,,,747.0,175.4,401.2,,345.0,311.0,,,,,562.0,-9.6,216.2,,160.0,,,,,False,True,True,,True
48479,8256,9560.0,12831.2,,,,18501.0,2625.1,5796.7,,3035.0,1304.0,4575.2,,,,10245.0,-5630.9,-2459.3,,-5221.0,False,,,,False,False,False,,False
48481,825,832.0,,,,,1134.0,407.8,3014.9,,441.0,7.0,,,,,309.0,-417.2,2189.9,,-384.0,,,,,False,False,False,,False
48483,16,40.0,,,,,47.0,,38.8,,11.0,24.0,,,,,31.0,,22.8,,-5.0,,,,,False,,True,,True
48485,805,792.0,4291.1,,,,1802.0,1131.6,359.0,,266.0,-13.0,3486.1,,,,997.0,326.6,-446.0,,-539.0,False,,,,False,False,False,,False
48487,96,96.0,,,,,196.0,,,,105.0,0.0,,,,,100.0,,,,9.0,,,,,False,,,,False
48489,640,688.0,,,,,1054.0,0.3,4355.6,,102.0,48.0,,,,,414.0,-639.7,3715.6,,-538.0,,,,,False,False,False,,False
48491,3139,4480.0,28098.8,,,,6411.0,3845.9,1080.3,,1417.0,1341.0,24959.8,,,,3272.0,706.9,-2058.7,,-1722.0,False,,,,False,True,False,,False
48493,169,472.0,707.0,,,,2546.0,458.9,7780.8,,95.0,303.0,538.0,,,,2377.0,289.9,7611.8,,-74.0,False,,,,False,True,False,,True
48495,47,80.0,,,,,172.0,,38.0,,17.0,33.0,,,,,125.0,,-9.0,,-30.0,,,,,False,,True,,True
48497,440,424.0,740.1,,,,664.0,655.6,238.3,,343.0,-16.0,300.1,,,,224.0,215.6,-201.7,,-97.0,False,,,,False,False,False,,False
48499,255,536.0,,,,,491.0,463.1,505.6,,293.0,281.0,,,,,236.0,208.1,250.6,,38.0,,,,,True,True,True,,True
48501,141,56.0,,,,,82.0,,44.5,,10.0,-85.0,,,,,-59.0,,-96.5,,-131.0,,,,,True,,False,,False
48503,186,240.0,,,,,172.0,138.2,514.0,,169.0,54.0,,,,,-14.0,-47.8,328.0,,-17.0,,,,,True,True,False,,True
48505,204,72.0,,,,,169.0,7.0,1.9,,6.0,-132.0,,,,,-35.0,-197.0,-202.1,,-198.0,,,,,True,False,False,,False
48507,150,424.0,,,,,1107.0,25.4,350.2,,131.0,274.0,,,,,957.0,-124.6,200.2,,-19.0,,,,,False,True,True,,True
49001,0,0.0,,,,,19.0,,0.0,,,0.0,,,,,19.0,,0.0,,,,,,,False,,True,,
49003,0,0.0,846.5,,,,78.0,,,,,0.0,846.5,,,,78.0,,,,,False,,,,False,,,,
49005,0,0.0,3358.6,,,,628.0,,0.0,,,0.0,3358.6,,,,628.0,,0.0,,,False,,,,False,,True,,
49007,0,0.0,,,,,12.0,,0.0,,,0.0,,,,,12.0,,0.0,,,,,,,False,,True,,
49009,0,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,,,,,True,,,,
49011,1989,3288.0,7841.1,,,,4466.0,3393.7,2315.0,,2213.0,1299.0,5852.1,,,,2477.0,1404.7,326.0,,224.0,False,,,,False,False,True,,True
49013,0,0.0,,,,,22.0,,0.0,,,0.0,,,,,22.0,,0.0,,,,,,,False,,True,,
49015,0,0.0,,,,,0.0,,0.0,,,0.0,,,,,0.0,,0.0,,,,,,,True,,True,,
49017,0,0.0,,,,,0.0,,0.0,,,0.0,,,,,0.0,,0.0,,,,,,,True,,True,,
49019,0,0.0,,,,,0.0,,0.0,,,0.0,,,,,0.0,,0.0,,,,,,,True,,True,,
49021,0,0.0,1271.9,,,,271.0,,0.0,,,0.0,1271.9,,,,271.0,,0.0,,,False,,,,False,,True,,
49023,0,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,,,,,True,,,,
49025,0,0.0,,,,,0.0,,0.0,,,0.0,,,,,0.0,,0.0,,,,,,,True,,True,,
49027,0,0.0,,,,,36.0,,,,,0.0,,,,,36.0,,,,,,,,,False,,,,
49029,0,0.0,,,,,11.0,,,,,0.0,,,,,11.0,,,,,,,,,False,,,,
49031,0,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,,,,,True,,,,
49033,0,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,,,,,True,,,,
49035,9876,14320.0,18685.0,,,,17984.0,6468.5,8551.9,,4894.0,4444.0,8809.0,,,,8108.0,-3407.5,-1324.1,,-4982.0,False,,,,False,True,True,,False
49037,114,568.0,,,,,17.0,6.5,397.1,,17.0,454.0,,,,,-97.0,-107.5,283.1,,-97.0,,,,,True,True,True,,True
49039,0,0.0,,,,,15.0,,,,,0.0,,,,,15.0,,,,,,,,,False,,,,
49041,0,0.0,,,,,5.0,,,,,0.0,,,,,5.0,,,,,,,,,False,,,,
49043,277,344.0,,,,,190.0,314.1,409.0,,86.0,67.0,,,,,-87.0,37.1,132.0,,-191.0,,,,,False,True,False,,False
49045,326,512.0,838.4,,,,584.0,469.1,1007.6,,392.0,186.0,512.4,,,,258.0,143.1,681.6,,66.0,False,,,,False,True,False,,True
49047,0,0.0,,,,,7.0,,0.0,,,0.0,,,,,7.0,,0.0,,,,,,,False,,True,,
49049,8087,7600.0,8768.5,,,,7225.0,4600.1,4020.7,,3760.0,-487.0,681.5,,,,-862.0,-3486.9,-4066.3,,-4327.0,False,,,,False,False,False,,False
49051,188,248.0,,,,,161.0,154.1,307.6,,71.0,60.0,,,,,-27.0,-33.9,119.6,,-117.0,,,,,True,True,False,,False
49053,0,0.0,6920.8,,,,1184.0,,0.0,,,0.0,6920.8,,,,1184.0,,0.0,,,False,,,,False,,True,,
49055,0,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,,,,,True,,,,
49057,0,0.0,3656.8,,,,1742.0,,,,,0.0,3656.8,,,,1742.0,,,,,False,,,,False,,,,
50001,13,8.0,,,,,16.0,,0.8,,5.0,-5.0,,,,,3.0,,-12.2,,-8.0,,,,,True,,False,,False
50003,29,40.0,,,,,7.0,,28.3,,27.0,11.0,,,,,-22.0,,-0.7,,-2.0,,,,,False,,True,,True
50005,10,8.0,,,,,3.0,,0.3,,7.0,-2.0,,,,,-7.0,,-9.7,,-3.0,,,,,False,,False,,False
50007,121,240.0,30.7,,,,136.0,212.7,692.1,,122.0,119.0,-90.3,,,,15.0,91.7,571.1,,1.0,True,,,,True,True,False,,True
50009,2,0.0,,,,,0.0,,0.0,,0.0,-2.0,,,,,-2.0,,-2.0,,-2.0,,,,,False,,False,,False
50011,11,32.0,,,,,4.0,2.2,66.4,,12.0,21.0,,,,,-7.0,-8.8,55.4,,1.0,,,,,True,True,False,,True
50013,1,0.0,,,,,0.0,,,,0.0,-1.0,,,,,-1.0,,,,-1.0,,,,,False,,,,False
50015,11,8.0,,,,,2.0,,53.9,,5.0,-3.0,,,,,-9.0,,42.9,,-6.0,,,,,False,,False,,False
50017,10,32.0,,,,,11.0,,12.9,,48.0,22.0,,,,,1.0,,2.9,,38.0,,,,,True,,True,,False
50019,8,0.0,,,,,0.0,,2.0,,0.0,-8.0,,,,,-8.0,,-6.0,,-8.0,,,,,False,,True,,False
50021,47,32.0,12.5,,,,24.0,,14.1,,20.0,-15.0,-34.5,,,,-23.0,,-32.9,,-27.0,False,,,,False,,False,,False
50023,29,16.0,1.0,,,,16.0,,7.2,,12.0,-13.0,-28.0,,,,-13.0,,-21.8,,-17.0,False,,,,False,,False,,False
50025,22,16.0,,,,,16.0,12.4,6.5,,7.0,-6.0,,,,,-6.0,-9.6,-15.5,,-15.0,,,,,False,False,False,,False
50027,15,32.0,0.9,,,,30.0,,26.6,,20.0,17.0,-14.1,,,,15.0,,11.6,,5.0,True,,,,True,,True,,True
51001,107,72.0,,,,,218.0,16.9,32.3,,62.0,-35.0,,,,,111.0,-90.1,-74.7,,-45.0,,,,,False,False,False,,False
51003,480,696.0,966.7,,,,312.0,910.3,575.8,,700.0,216.0,486.7,,,,-168.0,430.3,95.8,,220.0,False,,,,True,False,True,,False
51005,29,16.0,,,,,24.0,,17.8,,4.0,-13.0,,,,,-5.0,,-11.2,,-25.0,,,,,True,,True,,False
51007,59,48.0,,,,,39.0,,34.2,,33.0,-11.0,,,,,-20.0,,-24.8,,-26.0,,,,,False,,False,,False
51009,297,216.0,,,,,57.0,,131.6,,446.0,-81.0,,,,,-240.0,,-165.4,,149.0,,,,,False,,False,,False
51011,152,56.0,,,,,35.0,,41.9,,324.0,-96.0,,,,,-117.0,,-110.1,,172.0,,,,,False,,False,,False
51013,1034,600.0,206.9,,,,1210.0,240.4,415.1,,180.0,-434.0,-827.1,,,,176.0,-793.6,-618.9,,-854.0,False,,,,True,False,False,,False
51015,224,104.0,277.5,,,,208.0,198.2,61.5,,41.0,-120.0,53.5,,,,-16.0,-25.8,-162.5,,-183.0,True,,,,True,True,False,,False
51017,3,8.0,,,,,0.0,,4.7,,6.0,5.0,,,,,-3.0,,1.7,,3.0,,,,,True,,True,,True
51019,475,368.0,411.7,,,,206.0,508.8,271.3,,1087.0,-107.0,-63.3,,,,-269.0,33.8,-203.7,,612.0,True,,,,False,True,False,,False
51021,58,16.0,,,,,5.0,,19.0,,8.0,-42.0,,,,,-53.0,,-39.0,,-50.0,,,,,False,,True,,False
51023,118,56.0,,,,,72.0,140.0,296.2,,74.0,-62.0,,,,,-46.0,22.0,178.2,,-44.0,,,,,True,True,False,,True
51025,172,176.0,,,,,69.0,107.4,139.5,,112.0,4.0,,,,,-103.0,-64.6,-32.5,,-60.0,,,,,False,False,False,,False
51027,65,64.0,,,,,117.0,,7.9,,24.0,-1.0,,,,,52.0,,-57.1,,-41.0,,,,,False,,False,,False
51029,85,96.0,,,,,88.0,6.8,60.5,,115.0,11.0,,,,,3.0,-78.2,-24.5,,30.0,,,,,True,False,False,,False
51031,303,216.0,7.6,,,,182.0,349.3,267.6,,582.0,-87.0,-295.4,,,,-121.0,46.3,-35.4,,279.0,False,,,,False,True,True,,False
51033,162,104.0,,,,,99.0,91.7,30.8,,26.0,-58.0,,,,,-63.0,-70.3,-131.2,,-136.0,,,,,False,False,False,,False
51035,191,160.0,,,,,166.0,112.8,53.8,,74.0,-31.0,,,,,-25.0,-78.2,-137.2,,-117.0,,,,,True,False,False,,False
51036,38,16.0,,,,,20.0,,7.4,,7.0,-22.0,,,,,-18.0,,-30.6,,-31.0,,,,,True,,False,,False
51037,55,56.0,,,,,29.0,,21.9,,137.0,1.0,,,,,-26.0,,-33.1,,82.0,,,,,False,,False,,False
51041,2022,2200.0,3734.6,,,,2092.0,516.7,2601.4,,2193.0,178.0,1712.6,,,,70.0,-1505.3,579.4,,171.0,False,,,,True,False,False,,True
51043,28,16.0,,,,,51.0,,16.9,,4.0,-12.0,,,,,23.0,,-11.1,,-24.0,,,,,False,,True,,False
51045,19,0.0,,,,,0.0,,,,7.0,-19.0,,,,,-19.0,,,,-12.0,,,,,False,,,,True
51047,264,208.0,52.7,,,,254.0,67.5,32.2,,67.0,-56.0,-211.3,,,,-10.0,-196.5,-231.8,,-197.0,False,,,,True,False,False,,False
51049,42,0.0,,,,,29.0,,0.3,,0.0,-42.0,,,,,-13.0,,-41.7,,-42.0,,,,,True,,True,,False
51051,75,24.0,,,,,42.0,,20.2,,43.0,-51.0,,,,,-33.0,,-54.8,,-32.0,,,,,True,,False,,True
51053,188,72.0,,,,,157.0,67.3,42.8,,142.0,-116.0,,,,,-31.0,-120.7,-145.2,,-46.0,,,,,True,False,False,,True
51057,97,40.0,,,,,46.0,,14.8,,22.0,-57.0,,,,,-51.0,,-82.2,,-75.0,,,,,True,,False,,False
51059,4890,3736.0,6259.9,,,,3516.0,1099.0,3708.3,,3972.0,-1154.0,1369.9,,,,-1374.0,-3791.0,-1181.7,,-918.0,False,,,,False,False,False,,True
51061,344,280.0,267.0,,,,266.0,290.5,90.0,,133.0,-64.0,-77.0,,,,-78.0,-53.5,-254.0,,-211.0,False,,,,False,True,False,,False
51063,166,0.0,,,,,23.0,,3.4,,0.0,-166.0,,,,,-143.0,,-162.6,,-166.0,,,,,True,,True,,False
51065,202,96.0,,,,,90.0,156.3,29.5,,92.0,-106.0,,,,,-112.0,-45.7,-172.5,,-110.0,,,,,False,True,False,,False
51067,261,168.0,347.9,,,,160.0,217.3,106.0,,686.0,-93.0,86.9,,,,-101.0,-43.7,-155.0,,425.0,True,,,,False,True,False,,False
51069,205,416.0,389.0,,,,323.0,222.0,209.9,,426.0,211.0,184.0,,,,118.0,17.0,4.9,,221.0,True,,,,True,True,True,,False
51071,65,0.0,,,,,25.0,,0.0,,781.0,-65.0,,,,,-40.0,,-65.0,,716.0,,,,,True,,True,,False
51073,107,280.0,,,,,135.0,258.6,1070.1,,398.0,173.0,,,,,28.0,151.6,963.1,,291.0,,,,,True,True,False,,False
51075,111,48.0,,,,,130.0,79.5,18.5,,43.0,-63.0,,,,,19.0,-31.5,-92.5,,-68.0,,,,,True,True,False,,False
51077,182,104.0,,,,,96.0,60.7,110.3,,171.0,-78.0,,,,,-86.0,-121.3,-71.7,,-11.0,,,,,False,False,True,,True
51079,92,216.0,,,,,60.0,103.6,96.2,,633.0,124.0,,,,,-32.0,11.6,4.2,,541.0,,,,,True,True,True,,False
51081,361,136.0,,,,,132.0,3.0,58.4,,79.0,-225.0,,,,,-229.0,-358.0,-302.6,,-282.0,,,,,False,False,False,,False
51083,200,160.0,,,,,200.0,251.1,210.9,,212.0,-40.0,,,,,0.0,51.1,10.9,,12.0,,,,,True,False,True,,True
51085,655,368.0,335.2,,,,459.0,308.0,201.2,,555.0,-287.0,-319.8,,,,-196.0,-347.0,-453.8,,-100.0,False,,,,True,False,False,,True
51087,1963,2048.0,2074.3,,,,2222.0,657.9,5297.9,,2991.0,85.0,111.3,,,,259.0,-1305.1,3334.9,,1028.0,False,,,,False,False,False,,False
51089,567,288.0,1392.8,,,,364.0,295.6,233.7,,117.0,-279.0,825.8,,,,-203.0,-271.4,-333.3,,-450.0,False,,,,True,True,False,,False
51091,3,0.0,,,,,0.0,,0.0,,0.0,-3.0,,,,,-3.0,,-3.0,,-3.0,,,,,False,,True,,False
51093,391,376.0,,,,,246.0,269.5,1230.2,,191.0,-15.0,,,,,-145.0,-121.5,839.2,,-200.0,,,,,False,False,False,,False
51095,335,704.0,149.3,,,,430.0,677.2,546.6,,675.0,369.0,-185.7,,,,95.0,342.2,211.6,,340.0,True,,,,True,True,True,,True
51097,33,8.0,,,,,18.0,,0.2,,3.0,-25.0,,,,,-15.0,,-32.8,,-30.0,,,,,True,,False,,False
51099,114,48.0,,,,,81.0,32.8,35.6,,273.0,-66.0,,,,,-33.0,-81.2,-78.4,,159.0,,,,,True,False,False,,False
51101,80,80.0,,,,,62.0,,73.9,,154.0,0.0,,,,,-18.0,,-6.1,,74.0,,,,,False,,False,,False
51103,106,24.0,,,,,19.0,,2.3,,3.0,-82.0,,,,,-87.0,,-103.7,,-103.0,,,,,False,,False,,False
51105,192,272.0,,,,,217.0,,174.9,,407.0,80.0,,,,,25.0,,-17.1,,215.0,,,,,True,,True,,False
51107,1837,1600.0,3787.6,,,,1284.0,930.5,1241.2,,1053.0,-237.0,1950.6,,,,-553.0,-906.5,-595.8,,-784.0,False,,,,False,False,False,,False
51109,120,88.0,,,,,130.0,147.3,89.2,,57.0,-32.0,,,,,10.0,27.3,-30.8,,-63.0,,,,,True,True,True,,False
51111,65,32.0,,,,,32.0,,60.2,,132.0,-33.0,,,,,-33.0,,-4.8,,67.0,,,,,False,,True,,False
51113,51,8.0,,,,,29.0,,1.0,,2.0,-43.0,,,,,-22.0,,-50.0,,-49.0,,,,,True,,False,,False
51115,24,32.0,,,,,16.0,,15.3,,260.0,8.0,,,,,-8.0,,-8.7,,236.0,,,,,False,,False,,False
51117,371,160.0,,,,,238.0,38.0,60.8,,165.0,-211.0,,,,,-133.0,-333.0,-310.2,,-206.0,,,,,True,False,False,,True
51119,86,32.0,,,,,14.0,,18.4,,77.0,-54.0,,,,,-72.0,,-67.6,,-9.0,,,,,False,,False,,True
51121,1441,224.0,224.1,,,,263.0,448.8,162.1,,182.0,-1217.0,-1216.9,,,,-1178.0,-992.2,-1278.9,,-1259.0,True,,,,True,True,False,,False
51125,68,32.0,,,,,19.0,,41.3,,18.0,-36.0,,,,,-49.0,,-26.7,,-50.0,,,,,False,,True,,False
51127,77,176.0,,,,,99.0,157.9,293.0,,170.0,99.0,,,,,22.0,80.9,216.0,,93.0,,,,,True,True,False,,True
51131,18,120.0,,,,,97.0,7.5,46.8,,132.0,102.0,,,,,79.0,-10.5,28.8,,114.0,,,,,True,True,True,,False
51133,86,48.0,,,,,21.0,,66.2,,50.0,-38.0,,,,,-65.0,,-19.8,,-36.0,,,,,False,,True,,True
51135,88,128.0,,,,,91.0,93.7,19.0,,33.0,40.0,,,,,3.0,5.7,-69.0,,-55.0,,,,,True,True,False,,False
51137,117,144.0,,,,,132.0,96.2,84.0,,128.0,27.0,,,,,15.0,-20.8,-33.0,,11.0,,,,,True,True,False,,True
51139,56,112.0,,,,,109.0,56.9,244.0,,50.0,56.0,,,,,53.0,0.9,188.0,,-6.0,,,,,True,True,False,,True
51141,181,256.0,,,,,57.0,,233.7,,376.0,75.0,,,,,-124.0,,52.7,,195.0,,,,,False,,True,,False
