,actual_cases,COVIDhub-baseline,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Geneva-DetGrowth,IowaStateLW-STEM,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,OliverWyman-Navigator,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Geneva-DetGrowth,error-IowaStateLW-STEM,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-OliverWyman-Navigator,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Geneva-DetGrowth,beat_baseline-IowaStateLW-STEM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-OliverWyman-Navigator,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
01111,178,84.0,81.6,,76.0,6.0,,,,,,113.0,107.9,,40.0,93.8,56.0,41.0,,30.2,,117.0,,,,,75.4,-94.0,-96.4,,-102.0,-172.0,,,,,,-65.0,-70.1,,-138.0,-84.2,-122.0,-137.0,,-147.8,,-61.0,,,,,-102.6,False,,False,False,,,,,,True,True,,False,True,False,False,,False,,True,,,,,False
01113,230,352.0,350.3,,201.0,173.0,,,,,,287.0,232.0,,102.6,204.1,182.0,268.0,,257.3,,191.6,,,,,296.9,122.0,120.3,,-29.0,-57.0,,,,,,57.0,2.0,,-127.4,-25.9,-48.0,38.0,,27.3,,-38.4,,,,,66.9,True,,True,True,,,,,,True,True,,False,True,True,True,,True,,True,,,,,True
01115,708,476.0,466.5,,427.0,792.0,,,,,,411.0,470.6,,444.5,493.3,223.0,,,298.4,,392.0,,,,,413.6,-232.0,-241.5,,-281.0,84.0,,,,,,-297.0,-237.4,,-263.5,-214.7,-485.0,,,-409.6,,-316.0,,,,,-294.4,False,,False,True,,,,,,False,False,,False,True,False,,,False,,False,,,,,False
01117,2028,636.0,629.7,,518.0,397.0,,,,,,972.0,984.0,,380.3,460.2,381.0,377.0,,529.2,,533.9,222.0,,,,836.0,-1392.0,-1398.3,,-1510.0,-1631.0,,,,,,-1056.0,-1044.0,,-1647.7,-1567.8,-1647.0,-1651.0,,-1498.8,,-1494.1,-1806.0,,,,-1192.0,False,,False,False,,,,,,True,True,,False,False,False,False,,False,,False,False,,,,True
01119,28,68.0,91.4,,58.0,67.0,,,,,,92.0,17.7,,7.8,49.7,,2.0,,51.1,,65.9,,,,,69.6,40.0,63.4,,30.0,39.0,,,,,,64.0,-10.3,,-20.2,21.7,,-26.0,,23.1,,37.9,,,,,41.6,False,,True,True,,,,,,False,True,,True,True,,True,,True,,True,,,,,False
01121,890,352.0,367.7,,328.0,339.0,,,,,,445.0,658.0,,136.9,218.5,151.0,311.0,,137.2,,320.3,,,,,428.2,-538.0,-522.3,,-562.0,-551.0,,,,,,-445.0,-232.0,,-753.1,-671.5,-739.0,-579.0,,-752.8,,-569.7,,,,,-461.8,True,,False,False,,,,,,True,True,,False,False,False,False,,False,,False,,,,,True
01123,227,120.0,114.0,,107.0,70.0,,,,,,217.0,155.4,,31.8,102.1,92.0,95.0,,65.9,,131.0,,,,,125.3,-107.0,-113.0,,-120.0,-157.0,,,,,,-10.0,-71.6,,-195.2,-124.9,-135.0,-132.0,,-161.1,,-96.0,,,,,-101.7,False,,False,False,,,,,,True,True,,False,False,False,False,,False,,True,,,,,True
01125,2411,1432.0,1531.7,,1156.0,2807.0,,,,,,1143.0,718.4,,1155.0,1181.4,602.0,771.0,,960.6,,1292.4,765.0,,,,1264.2,-979.0,-879.3,,-1255.0,396.0,,,,,,-1268.0,-1692.6,,-1256.0,-1229.6,-1809.0,-1640.0,,-1450.4,,-1118.6,-1646.0,,,,-1146.8,True,,False,True,,,,,,False,False,,False,False,False,False,,False,,False,False,,,,False
01127,501,428.0,442.5,,297.0,928.0,,,,,,406.0,178.4,,155.0,321.1,196.0,346.0,,202.2,,272.1,,,,,462.9,-73.0,-58.5,,-204.0,427.0,,,,,,-95.0,-322.6,,-346.0,-179.9,-305.0,-155.0,,-298.8,,-228.9,,,,,-38.1,True,,False,False,,,,,,False,False,,False,False,False,False,,False,,False,,,,,True
01129,70,76.0,92.3,,69.0,133.0,,,,,,98.0,101.0,,5.6,56.5,53.0,13.0,,27.9,,66.5,,,,,133.7,6.0,22.3,,-1.0,63.0,,,,,,28.0,31.0,,-64.4,-13.5,-17.0,-57.0,,-42.1,,-3.5,,,,,63.7,False,,True,False,,,,,,False,False,,False,False,False,False,,False,,True,,,,,False
01131,70,80.0,80.1,,57.0,57.0,,,,,,75.0,40.5,,14.9,67.5,48.0,0.0,,56.4,,57.6,,,,,79.9,10.0,10.1,,-13.0,-13.0,,,,,,5.0,-29.5,,-55.1,-2.5,-22.0,-70.0,,-13.6,,-12.4,,,,,9.9,False,,False,False,,,,,,True,False,,False,True,False,False,,False,,False,,,,,True
01133,201,136.0,154.4,,82.0,91.0,,,,,,172.0,94.7,,31.9,75.3,54.0,134.0,,51.8,,112.1,,,,,169.4,-65.0,-46.6,,-119.0,-110.0,,,,,,-29.0,-106.3,,-169.1,-125.7,-147.0,-67.0,,-149.2,,-88.9,,,,,-31.6,True,,False,False,,,,,,True,False,,False,False,False,False,,False,,False,,,,,True
02013,0,0.0,0.0,,0.0,0.0,,,,,,,6.5,,,0.2,0.0,3.0,,0.0,,0.4,,,,,4.0,0.0,0.0,,0.0,0.0,,,,,,,6.5,,,0.2,0.0,3.0,,0.0,,0.4,,,,,4.0,True,,True,True,,,,,,,False,,,False,True,False,,False,,False,,,,,False
02016,3,0.0,2.6,,0.0,0.0,,,,,,,7.1,,,0.2,,5.0,,0.9,,0.5,,,,,5.4,-3.0,-0.4,,-3.0,-3.0,,,,,,,4.1,,,-2.8,,2.0,,-2.1,,-2.5,,,,,2.4,True,,False,False,,,,,,,False,,,True,,True,,True,,True,,,,,True
02020,1138,1028.0,1148.3,,700.0,1310.0,,,,,,,2207.8,,606.9,625.8,734.0,600.0,,741.9,,608.4,510.0,,,,1044.4,-110.0,10.3,,-438.0,172.0,,,,,,,1069.8,,-531.1,-512.2,-404.0,-538.0,,-396.1,,-529.6,-628.0,,,,-93.6,True,,False,False,,,,,,,False,,False,False,False,False,,False,,False,False,,,,True
02050,53,36.0,34.4,,26.0,4.0,,,,,,,15.8,,6.5,25.5,19.0,38.0,,44.6,,32.0,,,,,15.5,-17.0,-18.6,,-27.0,-49.0,,,,,,,-37.2,,-46.5,-27.5,-34.0,-15.0,,-8.4,,-21.0,,,,,-37.5,False,,False,False,,,,,,,False,,False,False,False,True,,True,,False,,,,,False
02060,0,0.0,0.6,,0.0,0.0,,,,,,,0.0,,0.9,0.1,0.0,0.0,,1.8,,,,,,,5.9,0.0,0.6,,0.0,0.0,,,,,,,0.0,,0.9,0.1,0.0,0.0,,1.8,,,,,,,5.9,False,,True,True,,,,,,,True,,False,False,True,True,,False,,,,,,,False
02068,1,0.0,0.0,,0.0,0.0,,,,,,,1.9,,,0.1,0.0,,,0.0,,,,,,,5.1,-1.0,-1.0,,-1.0,-1.0,,,,,,,0.9,,,-0.9,-1.0,,,-1.0,,,,,,,4.1,True,,False,False,,,,,,,True,,,True,False,,,False,,,,,,,False
02070,2,12.0,11.9,,4.0,0.0,,,,,,,35.7,,0.3,2.3,0.0,9.0,,2.0,,6.0,,,,,10.5,10.0,9.9,,2.0,-2.0,,,,,,,33.7,,-1.7,0.3,-2.0,7.0,,0.0,,4.0,,,,,8.5,True,,True,True,,,,,,,False,,True,True,True,True,,True,,True,,,,,True
02090,397,272.0,273.6,,222.0,0.0,,,,,,,382.6,,236.1,265.3,179.0,166.0,,147.1,,242.4,,,,,169.6,-125.0,-123.4,,-175.0,-397.0,,,,,,,-14.4,,-160.9,-131.7,-218.0,-231.0,,-249.9,,-154.6,,,,,-227.4,True,,False,False,,,,,,,True,,False,False,False,False,,False,,False,,,,,False
02100,1,0.0,0.1,,0.0,0.0,,,,,,,1.9,,,0.1,0.0,2.0,,0.4,,1.2,,,,,5.3,-1.0,-0.9,,-1.0,-1.0,,,,,,,0.9,,,-0.9,-1.0,1.0,,-0.6,,0.2,,,,,4.3,True,,False,False,,,,,,,True,,,True,False,False,,True,,True,,,,,False
02105,0,0.0,0.0,,0.0,0.0,,,,,,,2.8,,,0.0,0.0,,,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,,,,2.8,,,0.0,0.0,,,0.0,,,,,,,,True,,True,True,,,,,,,False,,,False,True,,,True,,,,,,,
02110,105,60.0,37.8,,73.0,103.0,,,,,,,118.2,,20.7,84.7,46.0,33.0,,84.0,,92.4,,,,,54.1,-45.0,-67.2,,-32.0,-2.0,,,,,,,13.2,,-84.3,-20.3,-59.0,-72.0,,-21.0,,-12.6,,,,,-50.9,False,,True,True,,,,,,,True,,False,True,False,False,,True,,True,,,,,False
02122,39,188.0,173.4,,127.0,154.0,,,,,,,222.9,,23.0,126.6,115.0,98.0,,107.4,,178.7,,,,,131.2,149.0,134.4,,88.0,115.0,,,,,,,183.9,,-16.0,87.6,76.0,59.0,,68.4,,139.7,,,,,92.2,True,,True,True,,,,,,,False,,True,True,True,True,,True,,True,,,,,True
02130,7,12.0,11.2,,4.0,0.0,,,,,,,5.5,,3.4,5.3,18.0,,,10.9,,16.3,,,,,8.5,5.0,4.2,,-3.0,-7.0,,,,,,,-1.5,,-3.6,-1.7,11.0,,,3.9,,9.3,,,,,1.5,True,,True,False,,,,,,,True,,True,True,False,,,True,,False,,,,,True
02150,6,16.0,16.6,,4.0,0.0,,,,,,,4.4,,0.7,4.3,4.0,0.0,,13.5,,9.8,,,,,11.3,10.0,10.6,,-2.0,-6.0,,,,,,,-1.6,,-5.3,-1.7,-2.0,-6.0,,7.5,,3.8,,,,,5.3,False,,True,True,,,,,,,True,,True,True,True,True,,True,,True,,,,,True
02158,4,0.0,0.0,,0.0,0.0,,,,,,,,,,0.4,,,,0.5,,0.8,,,,,,-4.0,-4.0,,-4.0,-4.0,,,,,,,,,,-3.6,,,,-3.5,,-3.2,,,,,,True,,False,False,,,,,,,,,,True,,,,True,,True,,,,,
02164,0,0.0,0.0,,0.0,0.0,,,,,,,3.1,,,0.1,0.0,1.0,,0.0,,,,,,,4.0,0.0,0.0,,0.0,0.0,,,,,,,3.1,,,0.1,0.0,1.0,,0.0,,,,,,,4.0,True,,True,True,,,,,,,False,,,False,True,False,,True,,,,,,,False
02170,151,208.0,209.4,,203.0,246.0,,,,,,,492.9,,173.8,209.2,141.0,151.0,,172.5,,172.4,,,,,187.9,57.0,58.4,,52.0,95.0,,,,,,,341.9,,22.8,58.2,-10.0,0.0,,21.5,,21.4,,,,,36.9,False,,True,False,,,,,,,False,,True,False,True,True,,True,,True,,,,,True
02180,21,24.0,24.4,,10.0,0.0,,,,,,,8.1,,3.0,15.4,9.0,0.0,,26.4,,,,,,,16.1,3.0,3.4,,-11.0,-21.0,,,,,,,-12.9,,-18.0,-5.6,-12.0,-21.0,,5.4,,,,,,,-4.9,False,,False,False,,,,,,,False,,False,False,False,False,,False,,,,,,,False
02185,54,36.0,39.3,,19.0,,,,,,,,28.4,,2.0,18.8,,26.0,,23.6,,,,,,,17.8,-18.0,-14.7,,-35.0,,,,,,,,-25.6,,-52.0,-35.2,,-28.0,,-30.4,,,,,,,-36.2,True,,False,,,,,,,,False,,False,False,,False,,False,,,,,,,False
02188,20,72.0,63.8,,18.0,0.0,,,,,,,23.3,,7.0,36.6,37.0,28.0,,28.1,,,,,,,64.7,52.0,43.8,,-2.0,-20.0,,,,,,,3.3,,-13.0,16.6,17.0,8.0,,8.1,,,,,,,44.7,True,,True,True,,,,,,,True,,True,True,True,True,,True,,,,,,,True
02195,0,0.0,0.2,,0.0,0.0,,,,,,,0.4,,0.3,0.2,0.0,,,0.0,,0.2,,,,,,0.0,0.2,,0.0,0.0,,,,,,,0.4,,0.3,0.2,0.0,,,0.0,,0.2,,,,,,False,,True,True,,,,,,,False,,False,False,True,,,False,,False,,,,,
02198,10,28.0,27.5,,5.0,,,,,,,,13.5,,1.7,12.2,,,,7.0,,,,,,,,18.0,17.5,,-5.0,,,,,,,,3.5,,-8.3,2.2,,,,-3.0,,,,,,,,True,,True,,,,,,,,True,,True,True,,,,True,,,,,,,
02220,8,12.0,10.7,,4.0,0.0,,,,,,,13.4,,2.7,3.5,,8.0,,0.8,,6.9,,,,,13.3,4.0,2.7,,-4.0,-8.0,,,,,,,5.4,,-5.3,-4.5,,0.0,,-7.2,,-1.1,,,,,5.3,True,,False,False,,,,,,,False,,False,False,,True,,False,,True,,,,,False
02230,0,0.0,0.0,,0.0,0.0,,,,,,,0.0,,,0.0,0.0,,,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,,,,0.0,,,0.0,0.0,,,0.0,,,,,,,,True,,True,True,,,,,,,True,,,True,True,,,True,,,,,,,
02240,4,0.0,0.0,,0.0,0.0,,,,,,,1.0,,0.9,0.3,0.0,6.0,,3.8,,,,,,,6.5,-4.0,-4.0,,-4.0,-4.0,,,,,,,-3.0,,-3.1,-3.7,-4.0,2.0,,-0.2,,,,,,,2.5,False,,False,False,,,,,,,True,,True,True,False,True,,True,,,,,,,True
02261,6,40.0,39.6,,13.0,0.0,,,,,,,11.4,,7.2,23.6,20.0,,,19.3,,,,,,,46.6,34.0,33.6,,7.0,-6.0,,,,,,,5.4,,1.2,17.6,14.0,,,13.3,,,,,,,40.6,True,,True,True,,,,,,,True,,True,True,True,,,True,,,,,,,False
02275,4,4.0,4.5,,0.0,0.0,,,,,,,1.6,,,0.0,,,,0.8,,5.9,,,,,,0.0,0.5,,-4.0,-4.0,,,,,,,-2.4,,,-4.0,,,,-3.2,,1.9,,,,,,False,,False,False,,,,,,,False,,,False,,,,False,,False,,,,,
02282,12,0.0,1.9,,0.0,0.0,,,,,,,0.0,,,0.0,0.0,,,1.7,,3.9,,,,,4.5,-12.0,-10.1,,-12.0,-12.0,,,,,,,-12.0,,,-12.0,-12.0,,,-10.3,,-8.1,,,,,-7.5,True,,False,False,,,,,,,False,,,True,False,,,True,,True,,,,,True
02290,12,36.0,32.2,,10.0,0.0,,,,,,,7.1,,10.8,22.7,23.0,,,8.3,,,,,,,17.8,24.0,20.2,,-2.0,-12.0,,,,,,,-4.9,,-1.2,10.7,11.0,,,-3.7,,,,,,,5.8,True,,True,True,,,,,,,True,,True,True,True,,,True,,,,,,,True
04001,167,240.0,234.2,,161.0,359.0,,,,,,148.0,166.7,,52.3,174.5,129.0,227.0,,60.4,,233.0,,,,,301.7,73.0,67.2,,-6.0,192.0,,,,,,-19.0,-0.3,,-114.7,7.5,-38.0,60.0,,-106.6,,66.0,,,,,134.7,True,,True,False,,,,,,True,True,,False,True,True,True,,False,,True,,,,,False
04003,88,124.0,153.6,,105.0,102.0,,,,,,292.0,274.9,,19.2,141.6,70.0,20.0,,42.8,,120.0,,,,,220.7,36.0,65.6,,17.0,14.0,,,,,,204.0,186.9,,-68.8,53.6,-18.0,-68.0,,-45.2,,32.0,,,,,132.7,False,,True,True,,,,,,False,False,,False,False,True,False,,False,,True,,,,,False
04005,504,276.0,297.0,,189.0,189.0,,,,,,241.0,159.6,,125.1,260.8,125.0,193.0,,88.8,,309.9,139.0,,,,386.2,-228.0,-207.0,,-315.0,-315.0,,,,,,-263.0,-344.4,,-378.9,-243.2,-379.0,-311.0,,-415.1,,-194.1,-365.0,,,,-117.8,True,,False,False,,,,,,False,False,,False,False,False,False,,False,,True,False,,,,True
04007,161,304.0,305.6,,148.0,146.0,,,,,,143.0,224.6,,191.4,234.0,76.0,217.0,,45.8,,143.2,,,,,304.2,143.0,144.6,,-13.0,-15.0,,,,,,-18.0,63.6,,30.4,73.0,-85.0,56.0,,-115.2,,-17.8,,,,,143.2,False,,True,True,,,,,,True,True,,True,True,True,True,,True,,True,,,,,False
04009,125,272.0,230.7,,182.0,181.0,,,,,,64.0,155.2,,182.1,215.2,,123.0,,138.5,,299.9,,,,,267.6,147.0,105.7,,57.0,56.0,,,,,,-61.0,30.2,,57.1,90.2,,-2.0,,13.5,,174.9,,,,,142.6,True,,True,True,,,,,,True,True,,True,True,,True,,True,,False,,,,,True
04011,3,0.0,3.7,,4.0,0.0,,,,,,6.0,12.4,,7.7,0.3,0.0,6.0,,6.4,,3.8,,,,,11.3,-3.0,0.7,,1.0,-3.0,,,,,,3.0,9.4,,4.7,-2.7,-3.0,3.0,,3.4,,0.8,,,,,8.3,True,,True,False,,,,,,False,False,,False,True,False,False,,False,,True,,,,,False
04012,41,20.0,18.4,,12.0,1.0,,,,,,85.0,15.2,,0.8,20.2,19.0,77.0,,7.9,,20.5,,,,,25.4,-21.0,-22.6,,-29.0,-40.0,,,,,,44.0,-25.8,,-40.2,-20.8,-22.0,36.0,,-33.1,,-20.5,,,,,-15.6,False,,False,False,,,,,,False,False,,False,True,False,False,,False,,True,,,,,True
04013,7901,11280.0,13658.1,9029.2,7351.0,12666.0,,,,,,10494.0,8758.7,,7378.6,6842.0,4945.0,10096.0,,2564.0,,6123.4,3160.0,,,,18222.7,3379.0,5757.1,1128.2,-550.0,4765.0,,,,,,2593.0,857.7,,-522.4,-1059.0,-2956.0,2195.0,,-5337.0,,-1777.6,-4741.0,,,,10321.7,False,True,True,False,,,,,,True,True,,True,True,True,True,,False,,True,False,,,,False
04015,416,544.0,644.7,,272.0,368.0,,,,,,963.0,349.7,,258.5,400.6,174.0,447.0,,177.2,,249.0,204.0,,,,607.9,128.0,228.7,,-144.0,-48.0,,,,,,547.0,-66.3,,-157.5,-15.4,-242.0,31.0,,-238.8,,-167.0,-212.0,,,,191.9,False,,False,True,,,,,,False,True,,False,True,False,True,,False,,False,False,,,,False
04017,250,196.0,221.7,,139.0,122.0,,,,,,197.0,147.7,,65.1,169.6,174.0,71.0,,86.0,,307.1,,,,,344.9,-54.0,-28.3,,-111.0,-128.0,,,,,,-53.0,-102.3,,-184.9,-80.4,-76.0,-179.0,,-164.0,,57.1,,,,,94.9,True,,False,False,,,,,,True,False,,False,False,False,False,,False,,False,,,,,False
04019,4073,4532.0,4717.2,3217.4,2486.0,2556.0,,,,,,2896.0,2189.2,,1753.1,2554.6,1028.0,1513.0,,925.1,,2878.6,1760.0,,,,5697.5,459.0,644.2,-855.6,-1587.0,-1517.0,,,,,,-1177.0,-1883.8,,-2319.9,-1518.4,-3045.0,-2560.0,,-3147.9,,-1194.4,-2313.0,,,,1624.5,False,False,False,False,,,,,,False,False,,False,False,False,False,,False,,False,False,,,,False
04021,1193,1860.0,1741.9,1780.4,1422.0,5728.0,,,,,,1811.0,491.9,,1035.9,1409.7,525.0,1723.0,,1117.7,,1431.7,775.0,,,,1494.4,667.0,548.9,587.4,229.0,4535.0,,,,,,618.0,-701.1,,-157.1,216.7,-668.0,530.0,,-75.3,,238.7,-418.0,,,,301.4,True,True,True,False,,,,,,True,False,,True,True,False,True,,True,,True,True,,,,True
04023,109,152.0,162.7,,101.0,80.0,,,,,,517.0,67.0,,41.1,168.8,97.0,43.0,,21.7,,120.0,,,,,200.5,43.0,53.7,,-8.0,-29.0,,,,,,408.0,-42.0,,-67.9,59.8,-12.0,-66.0,,-87.3,,11.0,,,,,91.5,False,,True,True,,,,,,False,True,,False,False,True,False,,False,,True,,,,,False
04025,231,404.0,400.2,,222.0,201.0,,,,,,784.0,636.3,,223.1,299.7,114.0,354.0,,121.0,,243.5,151.0,,,,576.5,173.0,169.2,,-9.0,-30.0,,,,,,553.0,405.3,,-7.9,68.7,-117.0,123.0,,-110.0,,12.5,-80.0,,,,345.5,True,,True,True,,,,,,False,False,,True,True,True,True,,True,,True,True,,,,False
04027,488,760.0,699.2,921.2,560.0,544.0,,,,,,598.0,421.5,,190.2,690.2,424.0,817.0,,124.5,,636.7,228.0,,,,1287.9,272.0,211.2,433.2,72.0,56.0,,,,,,110.0,-66.5,,-297.8,202.2,-64.0,329.0,,-363.5,,148.7,-260.0,,,,799.9,True,False,True,True,,,,,,True,True,,False,True,True,False,,False,,True,True,,,,False
05001,85,68.0,51.8,,67.0,56.0,,,,,,144.0,120.3,,24.7,72.7,,0.0,,108.5,,58.7,,,,,72.4,-17.0,-33.2,,-18.0,-29.0,,,,,,59.0,35.3,,-60.3,-12.3,,-85.0,,23.5,,-26.3,,,,,-12.6,False,,False,False,,,,,,False,False,,False,True,,False,,False,,False,,,,,True
05003,42,96.0,52.5,,62.0,38.0,,,,,,152.0,114.6,,28.3,67.2,,60.0,,67.8,,157.1,,,,,169.4,54.0,10.5,,20.0,-4.0,,,,,,110.0,72.6,,-13.7,25.2,,18.0,,25.8,,115.1,,,,,127.4,True,,True,True,,,,,,False,False,,True,True,,True,,True,,False,,,,,False
05005,159,104.0,99.8,,89.0,262.0,,,,,,133.0,148.7,,77.0,110.2,,69.0,,39.9,,58.6,,,,,69.3,-55.0,-59.2,,-70.0,103.0,,,,,,-26.0,-10.3,,-82.0,-48.8,,-90.0,,-119.1,,-100.4,,,,,-89.7,False,,False,False,,,,,,True,True,,False,True,,False,,False,,False,,,,,False
05007,1106,664.0,674.8,,464.0,891.0,,,,,,1272.0,302.9,,348.8,629.8,,147.0,,419.2,,462.9,386.0,,,,740.9,-442.0,-431.2,,-642.0,-215.0,,,,,,166.0,-803.1,,-757.2,-476.2,,-959.0,,-686.8,,-643.1,-720.0,,,,-365.1,True,,False,True,,,,,,True,False,,False,False,,False,,False,,False,False,,,,True
05009,349,128.0,129.1,,122.0,64.0,,,,,,131.0,219.0,,121.9,127.9,,71.0,,0.3,,165.1,,,,,112.4,-221.0,-219.9,,-227.0,-285.0,,,,,,-218.0,-130.0,,-227.1,-221.1,,-278.0,,-348.7,,-183.9,,,,,-236.6,True,,False,False,,,,,,True,True,,False,False,,False,,False,,True,,,,,False
05011,83,132.0,141.1,,103.0,107.0,,,,,,78.0,82.4,,72.3,135.8,,15.0,,139.5,,97.4,,,,,147.7,49.0,58.1,,20.0,24.0,,,,,,-5.0,-0.6,,-10.7,52.8,,-68.0,,56.5,,14.4,,,,,64.7,False,,True,True,,,,,,True,True,,True,False,,False,,False,,True,,,,,False
05013,12,28.0,28.3,,17.0,20.0,,,,,,30.0,13.4,,,4.7,,10.0,,12.6,,,,,,,16.6,16.0,16.3,,5.0,8.0,,,,,,18.0,1.4,,,-7.3,,-2.0,,0.6,,,,,,,4.6,False,,True,True,,,,,,False,True,,,True,,True,,True,,,,,,,True
05015,175,184.0,189.0,,115.0,240.0,,,,,,93.0,91.6,,55.1,138.3,,72.0,,50.8,,151.0,,,,,135.6,9.0,14.0,,-60.0,65.0,,,,,,-82.0,-83.4,,-119.9,-36.7,,-103.0,,-124.2,,-24.0,,,,,-39.4,False,,False,False,,,,,,False,False,,False,False,,False,,False,,False,,,,,False
05017,57,64.0,127.6,,70.0,144.0,,,,,,121.0,57.2,,7.2,64.1,,155.0,,30.1,,224.8,,,,,152.7,7.0,70.6,,13.0,87.0,,,,,,64.0,0.2,,-49.8,7.1,,98.0,,-26.9,,167.8,,,,,95.7,False,,False,False,,,,,,False,True,,False,False,,False,,False,,False,,,,,False
05019,105,80.0,82.7,,40.0,28.0,,,,,,128.0,67.4,,13.8,60.9,,89.0,,29.1,,53.7,,,,,62.3,-25.0,-22.3,,-65.0,-77.0,,,,,,23.0,-37.6,,-91.2,-44.1,,-16.0,,-75.9,,-51.3,,,,,-42.7,True,,False,False,,,,,,True,False,,False,False,,True,,False,,False,,,,,False
05021,96,68.0,65.8,,66.0,72.0,,,,,,65.0,70.1,,44.6,61.6,,70.0,,137.7,,94.4,,,,,49.3,-28.0,-30.2,,-30.0,-24.0,,,,,,-31.0,-25.9,,-51.4,-34.4,,-26.0,,41.7,,-1.6,,,,,-46.7,False,,False,True,,,,,,False,True,,False,False,,True,,False,,True,,,,,False
05023,70,92.0,104.1,,64.0,178.0,,,,,,143.0,61.9,,29.6,78.1,,57.0,,2.2,,49.8,,,,,68.5,22.0,34.1,,-6.0,108.0,,,,,,73.0,-8.1,,-40.4,8.1,,-13.0,,-67.8,,-20.2,,,,,-1.5,False,,True,False,,,,,,False,True,,False,True,,True,,False,,True,,,,,True
05025,51,40.0,42.7,,34.0,39.0,,,,,,35.0,43.6,,5.7,39.2,,0.0,,10.7,,87.8,,,,,47.6,-11.0,-8.3,,-17.0,-12.0,,,,,,-16.0,-7.4,,-45.3,-11.8,,-51.0,,-40.3,,36.8,,,,,-3.4,True,,False,False,,,,,,False,True,,False,False,,False,,False,,False,,,,,True
05027,101,128.0,130.0,,101.0,119.0,,,,,,170.0,148.8,,60.3,112.8,,66.0,,69.0,,85.7,,,,,95.3,27.0,29.0,,0.0,18.0,,,,,,69.0,47.8,,-40.7,11.8,,-35.0,,-32.0,,-15.3,,,,,-5.7,False,,True,True,,,,,,False,False,,False,True,,False,,False,,True,,,,,True
05029,57,104.0,102.2,,76.0,146.0,,,,,,158.0,85.0,,53.5,77.1,,28.0,,48.7,,74.7,,,,,70.5,47.0,45.2,,19.0,89.0,,,,,,101.0,28.0,,-3.5,20.1,,-29.0,,-8.3,,17.7,,,,,13.5,True,,True,False,,,,,,False,True,,True,True,,True,,True,,True,,,,,True
05031,909,808.0,809.8,,568.0,1189.0,,,,,,618.0,676.8,,384.3,577.6,,405.0,,219.6,,607.4,,,,,632.1,-101.0,-99.2,,-341.0,280.0,,,,,,-291.0,-232.2,,-524.7,-331.4,,-504.0,,-689.4,,-301.6,,,,,-276.9,True,,False,False,,,,,,False,False,,False,False,,False,,False,,False,,,,,False
05033,406,464.0,461.8,,348.0,532.0,,,,,,387.0,138.1,,229.1,319.6,,182.0,,294.1,,406.8,,,,,453.1,58.0,55.8,,-58.0,126.0,,,,,,-19.0,-267.9,,-176.9,-86.4,,-224.0,,-111.9,,0.8,,,,,47.1,True,,False,False,,,,,,True,False,,False,False,,False,,False,,True,,,,,True
05035,305,412.0,407.3,,298.0,256.0,,,,,,356.0,265.8,,164.1,298.5,,7.0,,297.0,,445.3,,,,,454.1,107.0,102.3,,-7.0,-49.0,,,,,,51.0,-39.2,,-140.9,-6.5,,-298.0,,-8.0,,140.3,,,,,149.1,True,,True,True,,,,,,True,True,,False,True,,False,,True,,False,,,,,False
