,actual_cases,COVIDhub-baseline,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Geneva-DetGrowth,IowaStateLW-STEM,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,OliverWyman-Navigator,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Geneva-DetGrowth,error-IowaStateLW-STEM,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-OliverWyman-Navigator,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Geneva-DetGrowth,beat_baseline-IowaStateLW-STEM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-OliverWyman-Navigator,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
37015,186,164.0,169.3,,130.0,250.0,,,,,,61.0,94.5,,50.6,138.1,81.0,155.0,,174.0,,122.9,,,,111.0,130.9,-22.0,-16.7,,-56.0,64.0,,,,,,-125.0,-91.5,,-135.4,-47.9,-105.0,-31.0,,-12.0,,-63.1,,,,-75.0,-55.1,True,,False,False,,,,,,False,False,,False,False,False,False,,True,,False,,,,False,False
37017,155,76.0,86.2,,68.0,46.0,,,,,,146.0,131.9,,8.7,61.8,,6.0,,71.1,,55.3,,,,57.0,103.2,-79.0,-68.8,,-87.0,-109.0,,,,,,-9.0,-23.1,,-146.3,-93.2,,-149.0,,-83.9,,-99.7,,,,-98.0,-51.8,True,,False,False,,,,,,True,True,,False,False,,False,,False,,False,,,,False,True
37019,176,184.0,164.1,,146.0,160.0,,,,,,173.0,327.3,,46.4,169.7,221.0,47.0,,39.5,,140.2,58.0,,,167.0,187.9,8.0,-11.9,,-30.0,-16.0,,,,,,-3.0,151.3,,-129.6,-6.3,45.0,-129.0,,-136.5,,-35.8,-118.0,,,-9.0,11.9,False,,False,False,,,,,,True,False,,False,True,False,False,,False,,False,False,,,False,False
37021,609,816.0,822.0,,697.0,1071.0,,,,,,689.0,1066.2,,429.9,565.8,460.0,346.0,,655.8,,775.8,1217.0,,,704.0,837.7,207.0,213.0,,88.0,462.0,,,,,,80.0,457.2,,-179.1,-43.2,-149.0,-263.0,,46.8,,166.8,608.0,,,95.0,228.7,False,,True,False,,,,,,True,False,,True,True,True,False,,True,,True,False,,,True,False
37023,236,324.0,329.7,,296.0,194.0,,,,,,323.0,203.2,,110.3,274.8,309.0,574.0,,339.7,,323.5,,,,105.0,138.7,88.0,93.7,,60.0,-42.0,,,,,,87.0,-32.8,,-125.7,38.8,73.0,338.0,,103.7,,87.5,,,,-131.0,-97.3,False,,True,True,,,,,,True,True,,False,True,True,False,,False,,True,,,,False,False
37025,810,648.0,666.3,,523.0,897.0,,,,,,729.0,689.3,,342.3,564.1,534.0,295.0,,363.2,,473.7,313.0,,,484.0,681.3,-162.0,-143.7,,-287.0,87.0,,,,,,-81.0,-120.7,,-467.7,-245.9,-276.0,-515.0,,-446.8,,-336.3,-497.0,,,-326.0,-128.7,True,,False,True,,,,,,True,True,,False,False,False,False,,False,,False,False,,,False,True
37027,210,328.0,282.5,,251.0,368.0,,,,,,267.0,330.7,,112.8,250.8,246.0,185.0,,166.0,,263.7,,,,197.0,368.0,118.0,72.5,,41.0,158.0,,,,,,57.0,120.7,,-97.2,40.8,36.0,-25.0,,-44.0,,53.7,,,,-13.0,158.0,True,,True,False,,,,,,True,False,,True,True,True,True,,True,,True,,,,True,False
37029,25,32.0,30.5,,24.0,28.0,,,,,,7.0,34.8,,19.7,22.4,21.0,12.0,,20.1,,50.6,,,,23.0,30.1,7.0,5.5,,-1.0,3.0,,,,,,-18.0,9.8,,-5.3,-2.6,-4.0,-13.0,,-4.9,,25.6,,,,-2.0,5.1,True,,True,True,,,,,,False,False,,True,True,True,False,,True,,False,,,,True,True
37031,194,160.0,160.7,,148.0,105.0,,,,,,177.0,342.4,,128.9,158.0,95.0,203.0,,0.0,,141.3,,,,118.0,130.9,-34.0,-33.3,,-46.0,-89.0,,,,,,-17.0,148.4,,-65.1,-36.0,-99.0,9.0,,-194.0,,-52.7,,,,-76.0,-63.1,True,,False,False,,,,,,True,False,,False,False,False,True,,False,,False,,,,False,False
37033,103,56.0,57.5,,44.0,54.0,,,,,,63.0,46.8,,24.3,51.3,42.0,27.0,,12.9,,40.2,,,,31.0,42.2,-47.0,-45.5,,-59.0,-49.0,,,,,,-40.0,-56.2,,-78.7,-51.7,-61.0,-76.0,,-90.1,,-62.8,,,,-72.0,-60.8,True,,False,False,,,,,,True,False,,False,False,False,False,,False,,False,,,,False,False
37035,535,724.0,706.2,,553.0,1170.0,,,,,,529.0,802.3,,444.5,554.3,486.0,308.0,,380.2,,639.7,495.0,,,457.0,809.7,189.0,171.2,,18.0,635.0,,,,,,-6.0,267.3,,-90.5,19.3,-49.0,-227.0,,-154.8,,104.7,-40.0,,,-78.0,274.7,True,,True,False,,,,,,True,False,,True,True,True,False,,True,,True,True,,,True,False
37037,187,264.0,242.6,,244.0,330.0,,,,,,223.0,125.2,,86.0,292.0,246.0,1.0,,245.5,,306.7,,,,120.0,281.9,77.0,55.6,,57.0,143.0,,,,,,36.0,-61.8,,-101.0,105.0,59.0,-186.0,,58.5,,119.7,,,,-67.0,94.9,True,,True,False,,,,,,True,True,,False,False,True,False,,True,,False,,,,True,False
37039,206,304.0,296.0,,201.0,727.0,,,,,,109.0,129.3,,198.3,174.4,124.0,419.0,,200.4,,248.4,,,,134.0,199.8,98.0,90.0,,-5.0,521.0,,,,,,-97.0,-76.7,,-7.7,-31.6,-82.0,213.0,,-5.6,,42.4,,,,-72.0,-6.2,True,,True,False,,,,,,True,True,,True,True,True,False,,True,,True,,,,True,True
37041,130,44.0,46.7,,40.0,1.0,,,,,,29.0,80.5,,20.8,54.4,44.0,25.0,,33.4,,61.1,,,,33.0,43.2,-86.0,-83.3,,-90.0,-129.0,,,,,,-101.0,-49.5,,-109.2,-75.6,-86.0,-105.0,,-96.6,,-68.9,,,,-97.0,-86.8,True,,False,False,,,,,,False,True,,False,True,False,False,,False,,True,,,,False,False
37043,27,28.0,22.1,,11.0,0.0,,,,,,36.0,33.5,,10.5,7.9,,49.0,,7.4,,22.6,,,,11.0,23.5,1.0,-4.9,,-16.0,-27.0,,,,,,9.0,6.5,,-16.5,-19.1,,22.0,,-19.6,,-4.4,,,,-16.0,-3.5,False,,False,False,,,,,,False,False,,False,False,,False,,False,,False,,,,False,False
37045,532,632.0,651.1,,548.0,751.0,,,,,,361.0,816.3,,560.7,518.4,332.0,189.0,,388.5,,504.0,,,,442.0,708.5,100.0,119.1,,16.0,219.0,,,,,,-171.0,284.3,,28.7,-13.6,-200.0,-343.0,,-143.5,,-28.0,,,,-90.0,176.5,False,,True,False,,,,,,False,False,,True,True,False,False,,False,,True,,,,True,False
37047,269,272.0,266.8,,217.0,223.0,,,,,,189.0,201.1,,107.8,216.7,204.0,89.0,,219.8,,347.4,,,,166.0,251.3,3.0,-2.2,,-52.0,-46.0,,,,,,-80.0,-67.9,,-161.2,-52.3,-65.0,-180.0,,-49.2,,78.4,,,,-103.0,-17.7,True,,False,False,,,,,,False,False,,False,False,False,False,,False,,False,,,,False,False
37049,380,348.0,363.4,,298.0,524.0,,,,,,361.0,401.3,,176.4,277.1,200.0,537.0,,68.4,,323.9,,,,285.0,306.6,-32.0,-16.6,,-82.0,144.0,,,,,,-19.0,21.3,,-203.6,-102.9,-180.0,157.0,,-311.6,,-56.1,,,,-95.0,-73.4,True,,False,False,,,,,,True,True,,False,False,False,False,,False,,False,,,,False,False
37051,1338,1184.0,1187.0,,1147.0,1279.0,,,,,,1299.0,1458.4,,1012.1,1049.5,773.0,773.0,,778.7,,1215.2,1184.0,,,1009.0,1236.8,-154.0,-151.0,,-191.0,-59.0,,,,,,-39.0,120.4,,-325.9,-288.5,-565.0,-565.0,,-559.3,,-122.8,-154.0,,,-329.0,-101.2,True,,False,True,,,,,,True,True,,False,False,False,False,,False,,True,False,,,False,True
37053,61,36.0,36.3,,18.0,30.0,,,,,,12.0,58.4,,6.4,22.5,20.0,9.0,,17.0,,23.7,,,,28.0,27.7,-25.0,-24.7,,-43.0,-31.0,,,,,,-49.0,-2.6,,-54.6,-38.5,-41.0,-52.0,,-44.0,,-37.3,,,,-33.0,-33.3,True,,False,False,,,,,,False,True,,False,False,False,False,,False,,False,,,,False,False
37055,42,52.0,49.0,,30.0,15.0,,,,,,40.0,85.5,,29.9,57.0,45.0,44.0,,8.7,,31.6,,,,29.0,38.4,10.0,7.0,,-12.0,-27.0,,,,,,-2.0,43.5,,-12.1,15.0,3.0,2.0,,-33.3,,-10.4,,,,-13.0,-3.6,True,,False,False,,,,,,True,False,,False,False,True,True,,False,,False,,,,False,True
37057,573,552.0,537.9,,484.0,706.0,,,,,,537.0,557.8,,343.7,467.5,400.0,309.0,,474.9,,433.4,722.0,,,385.0,539.4,-21.0,-35.1,,-89.0,133.0,,,,,,-36.0,-15.2,,-229.3,-105.5,-173.0,-264.0,,-98.1,,-139.6,149.0,,,-188.0,-33.6,False,,False,False,,,,,,False,True,,False,False,False,False,,False,,False,False,,,False,False
37059,73,76.0,53.4,,53.0,9.0,,,,,,151.0,115.3,,21.2,70.9,79.0,87.0,,19.0,,64.3,,,,60.0,99.9,3.0,-19.6,,-20.0,-64.0,,,,,,78.0,42.3,,-51.8,-2.1,6.0,14.0,,-54.0,,-8.7,,,,-13.0,26.9,False,,False,False,,,,,,False,False,,False,True,False,False,,False,,False,,,,False,False
37061,86,112.0,158.0,,101.0,35.0,,,,,,388.0,53.2,,28.3,115.0,303.0,116.0,,87.8,,123.4,,,,24.0,146.8,26.0,72.0,,15.0,-51.0,,,,,,302.0,-32.8,,-57.7,29.0,217.0,30.0,,1.8,,37.4,,,,-62.0,60.8,False,,True,False,,,,,,False,False,,False,False,False,False,,True,,False,,,,False,False
37063,909,800.0,795.0,719.6,597.0,1030.0,,,,,,1081.0,610.4,,337.1,599.7,1048.0,428.0,,584.7,,577.2,371.0,,,491.0,968.5,-109.0,-114.0,-189.4,-312.0,121.0,,,,,,172.0,-298.6,,-571.9,-309.3,139.0,-481.0,,-324.3,,-331.8,-538.0,,,-418.0,59.5,False,False,False,False,,,,,,False,False,,False,False,False,False,,False,,False,False,,,False,True
37065,424,420.0,429.7,,404.0,679.0,,,,,,204.0,323.1,,375.2,369.0,207.0,214.0,,473.2,,473.0,,,,294.0,403.8,-4.0,5.7,,-20.0,255.0,,,,,,-220.0,-100.9,,-48.8,-55.0,-217.0,-210.0,,49.2,,49.0,,,,-130.0,-20.2,False,,False,False,,,,,,False,False,,False,False,False,False,,False,,False,,,,False,False
37067,996,1108.0,1109.6,1032.2,998.0,1305.0,,,,,,1156.0,1058.6,,636.6,910.4,1026.0,307.0,,985.7,,1027.8,945.0,,,753.0,1357.8,112.0,113.6,36.2,2.0,309.0,,,,,,160.0,62.6,,-359.4,-85.6,30.0,-689.0,,-10.3,,31.8,-51.0,,,-243.0,361.8,False,True,True,False,,,,,,False,True,,False,True,True,False,,True,,True,True,,,False,False
37069,212,176.0,178.3,,159.0,95.0,,,,,,187.0,265.2,,69.8,147.1,170.0,98.0,,96.9,,182.6,,,,159.0,234.3,-36.0,-33.7,,-53.0,-117.0,,,,,,-25.0,53.2,,-142.2,-64.9,-42.0,-114.0,,-115.1,,-29.4,,,,-53.0,22.3,True,,False,False,,,,,,True,False,,False,False,False,False,,False,,True,,,,False,True
37071,1023,976.0,968.9,,811.0,987.0,,,,,,767.0,1204.1,,794.4,868.9,729.0,455.0,,524.6,,741.9,454.0,,,663.0,1040.5,-47.0,-54.1,,-212.0,-36.0,,,,,,-256.0,181.1,,-228.6,-154.1,-294.0,-568.0,,-498.4,,-281.1,-569.0,,,-360.0,17.5,False,,False,True,,,,,,False,False,,False,False,False,False,,False,,False,False,,,False,True
37073,53,80.0,81.9,,27.0,149.0,,,,,,12.0,36.6,,5.6,47.6,27.0,54.0,,1.7,,49.0,,,,85.0,60.5,27.0,28.9,,-26.0,96.0,,,,,,-41.0,-16.4,,-47.4,-5.4,-26.0,1.0,,-51.3,,-4.0,,,,32.0,7.5,False,,True,False,,,,,,False,True,,False,True,True,True,,False,,True,,,,False,True
37075,78,16.0,16.5,,8.0,0.0,,,,,,27.0,16.5,,6.9,6.9,,0.0,,3.1,,,,,,24.0,14.1,-62.0,-61.5,,-70.0,-78.0,,,,,,-51.0,-61.5,,-71.1,-71.1,,-78.0,,-74.9,,,,,,-54.0,-63.9,True,,False,False,,,,,,True,True,,False,False,,False,,False,,,,,,True,False
37077,250,356.0,372.2,,261.0,460.0,,,,,,192.0,278.0,,138.5,314.3,267.0,186.0,,38.3,,374.2,,,,163.0,365.9,106.0,122.2,,11.0,210.0,,,,,,-58.0,28.0,,-111.5,64.3,17.0,-64.0,,-211.7,,124.2,,,,-87.0,115.9,False,,True,False,,,,,,True,True,,False,True,True,True,,False,,False,,,,True,False
37079,136,88.0,89.0,,87.0,61.0,,,,,,112.0,66.7,,34.1,99.0,69.0,45.0,,93.1,,86.9,,,,46.0,92.6,-48.0,-47.0,,-49.0,-75.0,,,,,,-24.0,-69.3,,-101.9,-37.0,-67.0,-91.0,,-42.9,,-49.1,,,,-90.0,-43.4,True,,False,False,,,,,,True,False,,False,True,False,False,,True,,False,,,,False,True
37081,1750,1612.0,1647.0,1632.9,1460.0,2637.0,,,,,,1392.0,1269.3,,1003.0,1493.5,1228.0,913.0,,942.5,,1643.6,1312.0,,,1160.0,1713.0,-138.0,-103.0,-117.1,-290.0,887.0,,,,,,-358.0,-480.7,,-747.0,-256.5,-522.0,-837.0,,-807.5,,-106.4,-438.0,,,-590.0,-37.0,True,True,False,False,,,,,,False,False,,False,False,False,False,,False,,True,False,,,False,True
37083,151,216.0,210.4,,164.0,142.0,,,,,,149.0,210.4,,113.8,190.2,167.0,52.0,,168.6,,226.1,,,,150.0,181.8,65.0,59.4,,13.0,-9.0,,,,,,-2.0,59.4,,-37.2,39.2,16.0,-99.0,,17.6,,75.1,,,,-1.0,30.8,True,,True,True,,,,,,True,True,,True,True,True,False,,True,,False,,,,True,True
37085,515,360.0,347.0,,285.0,231.0,,,,,,499.0,452.7,,199.3,285.3,277.0,34.0,,215.1,,353.1,219.0,,,361.0,404.4,-155.0,-168.0,,-230.0,-284.0,,,,,,-16.0,-62.3,,-315.7,-229.7,-238.0,-481.0,,-299.9,,-161.9,-296.0,,,-154.0,-110.6,False,,False,False,,,,,,True,True,,False,False,False,False,,False,,False,False,,,True,True
37087,94,104.0,146.5,,107.0,17.0,,,,,,233.0,277.3,,20.4,82.0,83.0,98.0,,52.2,,135.7,,,,117.0,120.4,10.0,52.5,,13.0,-77.0,,,,,,139.0,183.3,,-73.6,-12.0,-11.0,4.0,,-41.8,,41.7,,,,23.0,26.4,False,,False,False,,,,,,False,False,,False,False,False,True,,False,,False,,,,False,False
37089,257,388.0,335.7,,290.0,644.0,,,,,,389.0,412.1,,252.3,284.7,292.0,279.0,,234.8,,269.4,,,,253.0,382.0,131.0,78.7,,33.0,387.0,,,,,,132.0,155.1,,-4.7,27.7,35.0,22.0,,-22.2,,12.4,,,,-4.0,125.0,True,,True,False,,,,,,False,False,,True,True,True,True,,True,,True,,,,True,True
37091,231,224.0,221.5,,213.0,236.0,,,,,,73.0,141.4,,177.0,207.8,115.0,73.0,,347.4,,260.8,,,,150.0,253.9,-7.0,-9.5,,-18.0,5.0,,,,,,-158.0,-89.6,,-54.0,-23.2,-116.0,-158.0,,116.4,,29.8,,,,-81.0,22.9,False,,False,True,,,,,,False,False,,False,False,False,False,,False,,False,,,,False,False
37093,249,144.0,138.0,,137.0,137.0,,,,,,268.0,141.1,,51.9,177.7,142.0,0.0,,111.6,,139.5,,,,127.0,170.0,-105.0,-111.0,,-112.0,-112.0,,,,,,19.0,-107.9,,-197.1,-71.3,-107.0,-249.0,,-137.4,,-109.5,,,,-122.0,-79.0,False,,False,False,,,,,,True,False,,False,True,False,False,,False,,False,,,,False,True
37095,54,64.0,63.8,,42.0,27.0,,,,,,12.0,17.0,,19.5,58.2,,16.0,,69.8,,57.1,,,,45.0,50.8,10.0,9.8,,-12.0,-27.0,,,,,,-42.0,-37.0,,-34.5,4.2,,-38.0,,15.8,,3.1,,,,-9.0,-3.2,True,,False,False,,,,,,False,False,,False,True,,False,,False,,True,,,,True,True
37097,494,784.0,759.6,,576.0,1455.0,,,,,,552.0,779.8,,456.8,679.4,453.0,540.0,,296.7,,562.7,636.0,,,525.0,812.4,290.0,265.6,,82.0,961.0,,,,,,58.0,285.8,,-37.2,185.4,-41.0,46.0,,-197.3,,68.7,142.0,,,31.0,318.4,True,,True,False,,,,,,True,True,,True,True,True,True,,True,,True,True,,,True,False
37099,62,40.0,28.0,,36.0,9.0,,,,,,159.0,146.8,,2.8,50.8,68.0,13.0,,3.6,,43.6,,,,36.0,51.1,-22.0,-34.0,,-26.0,-53.0,,,,,,97.0,84.8,,-59.2,-11.2,6.0,-49.0,,-58.4,,-18.4,,,,-26.0,-10.9,False,,False,False,,,,,,False,False,,False,True,True,False,,False,,True,,,,False,True
37101,655,552.0,557.1,,525.0,550.0,,,,,,709.0,570.1,,347.0,513.5,622.0,362.0,,633.2,,556.1,380.0,,,380.0,691.5,-103.0,-97.9,,-130.0,-105.0,,,,,,54.0,-84.9,,-308.0,-141.5,-33.0,-293.0,,-21.8,,-98.9,-275.0,,,-275.0,36.5,True,,False,False,,,,,,True,True,,False,False,True,False,,True,,True,False,,,False,True
37103,27,88.0,79.9,,59.0,85.0,,,,,,20.0,46.9,,9.6,46.3,24.0,43.0,,74.2,,90.3,,,,60.0,135.6,61.0,52.9,,32.0,58.0,,,,,,-7.0,19.9,,-17.4,19.3,-3.0,16.0,,47.2,,63.3,,,,33.0,108.6,True,,True,True,,,,,,True,True,,True,True,True,True,,True,,False,,,,True,False
37105,197,176.0,167.7,,129.0,69.0,,,,,,277.0,143.1,,68.8,149.9,220.0,170.0,,64.6,,310.4,,,,90.0,196.1,-21.0,-29.3,,-68.0,-128.0,,,,,,80.0,-53.9,,-128.2,-47.1,23.0,-27.0,,-132.4,,113.4,,,,-107.0,-0.9,False,,False,False,,,,,,False,False,,False,False,False,False,,False,,False,,,,False,True
37107,231,296.0,285.3,,243.0,431.0,,,,,,274.0,180.1,,122.2,228.8,161.0,330.0,,249.0,,242.4,,,,222.0,257.5,65.0,54.3,,12.0,200.0,,,,,,43.0,-50.9,,-108.8,-2.2,-70.0,99.0,,18.0,,11.4,,,,-9.0,26.5,True,,True,False,,,,,,True,True,,False,True,False,False,,True,,True,,,,True,True
37109,436,300.0,297.9,,255.0,214.0,,,,,,305.0,421.5,,124.8,323.8,208.0,35.0,,158.0,,242.8,,,,268.0,296.4,-136.0,-138.1,,-181.0,-222.0,,,,,,-131.0,-14.5,,-311.2,-112.2,-228.0,-401.0,,-278.0,,-193.2,,,,-168.0,-139.6,False,,False,False,,,,,,True,True,,False,True,False,False,,False,,False,,,,False,False
37111,131,164.0,155.9,,107.0,37.0,,,,,,184.0,202.3,,51.5,96.3,136.0,72.0,,38.5,,205.7,,,,107.0,169.7,33.0,24.9,,-24.0,-94.0,,,,,,53.0,71.3,,-79.5,-34.7,5.0,-59.0,,-92.5,,74.7,,,,-24.0,38.7,True,,True,False,,,,,,False,False,,False,False,True,False,,False,,False,,,,True,False
37113,77,120.0,120.7,,100.0,73.0,,,,,,139.0,143.1,,48.3,162.0,104.0,166.0,,7.2,,121.1,,,,48.0,105.5,43.0,43.7,,23.0,-4.0,,,,,,62.0,66.1,,-28.7,85.0,27.0,89.0,,-69.8,,44.1,,,,-29.0,28.5,False,,True,True,,,,,,False,False,,True,False,True,False,,False,,False,,,,True,True
37115,34,32.0,28.9,,28.0,71.0,,,,,,47.0,63.6,,9.3,16.6,19.0,40.0,,8.9,,29.0,,,,27.0,25.8,-2.0,-5.1,,-6.0,37.0,,,,,,13.0,29.6,,-24.7,-17.4,-15.0,6.0,,-25.1,,-5.0,,,,-7.0,-8.2,False,,False,False,,,,,,False,False,,False,False,False,False,,False,,False,,,,False,False
37117,109,128.0,141.4,,79.0,115.0,,,,,,64.0,97.8,,55.8,93.6,66.0,92.0,,53.1,,143.0,,,,79.0,115.3,19.0,32.4,,-30.0,6.0,,,,,,-45.0,-11.2,,-53.2,-15.4,-43.0,-17.0,,-55.9,,34.0,,,,-30.0,6.3,False,,False,True,,,,,,False,True,,False,True,False,True,,False,,False,,,,False,True
37119,3453,3956.0,4006.7,3305.8,3288.0,7800.0,,,,,,2776.0,4149.6,,3520.4,3528.8,4133.0,1819.0,,2930.1,,3345.7,2263.0,,,2028.0,5119.1,503.0,553.7,-147.2,-165.0,4347.0,,,,,,-677.0,696.6,,67.4,75.8,680.0,-1634.0,,-522.9,,-107.3,-1190.0,,,-1425.0,1666.1,False,True,True,False,,,,,,False,False,,True,True,False,False,,False,,True,False,,,False,False
37121,20,16.0,3.4,,12.0,0.0,,,,,,50.0,34.0,,19.8,22.7,,27.0,,8.0,,19.7,,,,0.0,15.3,-4.0,-16.6,,-8.0,-20.0,,,,,,30.0,14.0,,-0.2,2.7,,7.0,,-12.0,,-0.3,,,,-20.0,-4.7,False,,False,False,,,,,,False,False,,True,True,,False,,False,,True,,,,False,False
37123,250,340.0,351.0,,254.0,387.0,,,,,,141.0,115.0,,98.2,243.4,165.0,612.0,,452.9,,263.6,,,,80.0,157.8,90.0,101.0,,4.0,137.0,,,,,,-109.0,-135.0,,-151.8,-6.6,-85.0,362.0,,202.9,,13.6,,,,-170.0,-92.2,False,,True,False,,,,,,False,False,,False,True,True,False,,False,,True,,,,False,False
37125,343,360.0,339.0,,353.0,351.0,,,,,,403.0,467.9,,405.7,436.8,256.0,132.0,,354.2,,324.9,,,,293.0,351.0,17.0,-4.0,,10.0,8.0,,,,,,60.0,124.9,,62.7,93.8,-87.0,-211.0,,11.2,,-18.1,,,,-50.0,8.0,True,,True,True,,,,,,False,False,,False,False,False,False,,True,,False,,,,False,True
37127,645,524.0,469.0,,448.0,481.0,,,,,,331.0,553.7,,308.3,403.9,319.0,25.0,,511.6,,482.8,,,,432.0,579.7,-121.0,-176.0,,-197.0,-164.0,,,,,,-314.0,-91.3,,-336.7,-241.1,-326.0,-620.0,,-133.4,,-162.2,,,,-213.0,-65.3,False,,False,False,,,,,,False,True,,False,False,False,False,,False,,False,,,,False,True
37129,1048,540.0,533.2,,454.0,519.0,,,,,,584.0,906.0,,327.7,454.9,503.0,733.0,,229.2,,407.5,194.0,,,363.0,521.3,-508.0,-514.8,,-594.0,-529.0,,,,,,-464.0,-142.0,,-720.3,-593.1,-545.0,-315.0,,-818.8,,-640.5,-854.0,,,-685.0,-526.7,False,,False,False,,,,,,True,True,,False,False,False,True,,False,,False,False,,,False,False
37131,74,52.0,35.4,,44.0,43.0,,,,,,45.0,50.5,,23.7,57.2,,88.0,,59.3,,68.5,,,,1.0,22.0,-22.0,-38.6,,-30.0,-31.0,,,,,,-29.0,-23.5,,-50.3,-16.8,,14.0,,-14.7,,-5.5,,,,-73.0,-52.0,False,,False,False,,,,,,False,False,,False,True,,True,,True,,True,,,,False,False
37133,491,560.0,582.9,,470.0,775.0,,,,,,824.0,1117.0,,347.7,412.1,307.0,363.0,,371.3,,486.4,369.0,,,545.0,513.0,69.0,91.9,,-21.0,284.0,,,,,,333.0,626.0,,-143.3,-78.9,-184.0,-128.0,,-119.7,,-4.6,-122.0,,,54.0,22.0,False,,True,False,,,,,,False,False,,False,False,False,False,,False,,True,False,,,True,True
37135,762,1512.0,1663.8,,1772.0,8672.0,,,,,,407.0,517.3,,3035.8,1785.3,673.0,982.0,,2943.1,,1077.2,10252.0,,,885.0,1125.2,750.0,901.8,,1010.0,7910.0,,,,,,-355.0,-244.7,,2273.8,1023.3,-89.0,220.0,,2181.1,,315.2,9490.0,,,123.0,363.2,False,,False,False,,,,,,True,True,,False,False,True,True,,False,,True,False,,,True,True
37137,146,44.0,44.6,,24.0,31.0,,,,,,24.0,48.5,,10.8,25.8,22.0,35.0,,8.2,,37.2,,,,27.0,33.3,-102.0,-101.4,,-122.0,-115.0,,,,,,-122.0,-97.5,,-135.2,-120.2,-124.0,-111.0,,-137.8,,-108.8,,,,-119.0,-112.7,True,,False,False,,,,,,False,True,,False,False,False,False,,False,,False,,,,False,False
37139,155,244.0,259.0,,189.0,225.0,,,,,,62.0,196.7,,112.9,196.4,117.0,20.0,,183.0,,269.9,,,,178.0,227.9,89.0,104.0,,34.0,70.0,,,,,,-93.0,41.7,,-42.1,41.4,-38.0,-135.0,,28.0,,114.9,,,,23.0,72.9,False,,True,True,,,,,,False,True,,True,True,True,False,,True,,False,,,,True,True
37141,167,160.0,148.2,,151.0,134.0,,,,,,160.0,259.5,,47.7,159.0,139.0,99.0,,102.2,,140.0,,,,126.0,150.5,-7.0,-18.8,,-16.0,-33.0,,,,,,-7.0,92.5,,-119.3,-8.0,-28.0,-68.0,,-64.8,,-27.0,,,,-41.0,-16.5,False,,False,False,,,,,,False,False,,False,False,False,False,,False,,False,,,,False,False
37143,70,32.0,35.1,,22.0,42.0,,,,,,16.0,49.8,,7.5,29.2,21.0,23.0,,9.8,,24.4,,,,32.0,32.3,-38.0,-34.9,,-48.0,-28.0,,,,,,-54.0,-20.2,,-62.5,-40.8,-49.0,-47.0,,-60.2,,-45.6,,,,-38.0,-37.7,True,,False,True,,,,,,False,True,,False,False,False,False,,False,,False,,,,False,True
37145,134,112.0,106.1,,98.0,134.0,,,,,,92.0,176.6,,34.6,113.2,69.0,52.0,,78.3,,95.8,,,,115.0,98.7,-22.0,-27.9,,-36.0,0.0,,,,,,-42.0,42.6,,-99.4,-20.8,-65.0,-82.0,,-55.7,,-38.2,,,,-19.0,-35.3,False,,False,True,,,,,,False,False,,False,True,False,False,,False,,False,,,,True,False
37147,1926,1324.0,1320.2,,1389.0,2088.0,,,,,,609.0,1023.3,,1165.8,1423.2,696.0,514.0,,1406.1,,1606.4,2226.0,,,963.0,1259.8,-602.0,-605.8,,-537.0,162.0,,,,,,-1317.0,-902.7,,-760.2,-502.8,-1230.0,-1412.0,,-519.9,,-319.6,300.0,,,-963.0,-666.2,False,,True,True,,,,,,False,False,,False,True,False,False,,True,,True,True,,,False,False
