,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,CU-select,Columbia_UNC-SurvCon,CovidAnalytics-DELPHI,IHME-CurveFit,LANL-GrowthRate,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-CU-select,error-Columbia_UNC-SurvCon,error-CovidAnalytics-DELPHI,error-IHME-CurveFit,error-LANL-GrowthRate,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IHME-CurveFit,beat_baseline-LANL-GrowthRate,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
31099,86,132.0,,159.0,,,,3.5,73.0,,97.0,46.0,,73.0,,,,-82.5,-13.0,,11.0,,False,,,,False,True,,True
31101,43,24.0,,0.0,,,,1.2,,,9.0,-19.0,,-43.0,,,,-41.8,,,-34.0,,False,,,,False,,,False
31103,5,0.0,,0.0,,,,,,,,-5.0,,-5.0,,,,,,,,,False,,,,,,,
31105,0,0.0,,0.0,,,,0.4,2.7,,0.0,0.0,,0.0,,,,0.4,2.7,,0.0,,True,,,,False,False,,True
31107,100,18.0,,0.0,,,,5.3,23.9,,26.0,-82.0,,-100.0,,,,-94.7,-76.1,,-74.0,,False,,,,False,True,,True
31109,2336,1296.0,2416.6,607.0,,,,619.2,1258.8,,573.0,-1040.0,80.6,-1729.0,,,,-1716.8,-1077.2,,-1763.0,True,False,,,,False,False,,False
31111,248,90.0,,127.0,,,,88.6,36.2,,46.0,-158.0,,-121.0,,,,-159.4,-211.8,,-202.0,,True,,,,False,False,,False
31113,6,0.0,,0.0,,,,,,,,-6.0,,-6.0,,,,,,,,,False,,,,,,,
31115,3,0.0,,0.0,,,,,,,,-3.0,,-3.0,,,,,,,,,False,,,,,,,
31117,1,6.0,,0.0,,,,,5.4,,10.0,5.0,,-1.0,,,,,4.4,,9.0,,True,,,,,True,,False
31119,326,204.0,,335.0,,,,60.9,97.7,,301.0,-122.0,,9.0,,,,-265.1,-228.3,,-25.0,,True,,,,False,False,,True
31121,24,78.0,,91.0,,,,4.4,61.5,,100.0,54.0,,67.0,,,,-19.6,37.5,,76.0,,False,,,,True,True,,False
31123,18,0.0,,0.0,,,,13.2,20.0,,0.0,-18.0,,-18.0,,,,-4.8,2.0,,-18.0,,False,,,,True,True,,False
31125,16,0.0,,0.0,,,,0.2,0.8,,0.0,-16.0,,-16.0,,,,-15.8,-15.2,,-16.0,,False,,,,True,True,,False
31127,87,48.0,,7.0,,,,3.4,,,29.0,-39.0,,-80.0,,,,-83.6,,,-58.0,,False,,,,False,,,False
31129,10,0.0,,0.0,,,,0.1,,,0.0,-10.0,,-10.0,,,,-9.9,,,-10.0,,False,,,,True,,,False
31131,91,18.0,,21.0,,,,15.1,15.9,,9.0,-73.0,,-70.0,,,,-75.9,-75.1,,-82.0,,True,,,,False,False,,False
31133,6,12.0,,0.0,,,,,12.9,,4.0,6.0,,-6.0,,,,,6.9,,-2.0,,False,,,,,False,,True
31135,16,24.0,,0.0,,,,,,,8.0,8.0,,-16.0,,,,,,,-8.0,,False,,,,,,,False
31137,65,18.0,,0.0,,,,2.3,20.9,,16.0,-47.0,,-65.0,,,,-62.7,-44.1,,-49.0,,False,,,,False,True,,False
31139,83,12.0,,0.0,,,,2.1,,,92.0,-71.0,,-83.0,,,,-80.9,,,9.0,,False,,,,False,,,True
31141,222,168.0,,387.0,,,,30.2,130.4,,61.0,-54.0,,165.0,,,,-191.8,-91.6,,-161.0,,False,,,,False,False,,False
31143,23,12.0,,0.0,,,,1.2,9.6,,3.0,-11.0,,-23.0,,,,-21.8,-13.4,,-20.0,,False,,,,False,False,,False
31145,11,0.0,,0.0,,,,0.7,,,2.0,-11.0,,-11.0,,,,-10.3,,,-9.0,,False,,,,True,,,True
31147,28,12.0,,0.0,,,,2.7,,,5.0,-16.0,,-28.0,,,,-25.3,,,-23.0,,False,,,,False,,,False
31149,34,6.0,,0.0,,,,,,,25.0,-28.0,,-34.0,,,,,,,-9.0,,False,,,,,,,True
31151,97,84.0,,0.0,,,,6.7,45.2,,28.0,-13.0,,-97.0,,,,-90.3,-51.8,,-69.0,,False,,,,False,False,,False
31153,1118,1380.0,2203.0,872.0,,,,897.7,1723.8,,694.0,262.0,1085.0,-246.0,,,,-220.3,605.8,,-424.0,False,True,,,,True,False,,False
31155,248,168.0,,321.0,,,,82.4,130.9,,156.0,-80.0,,73.0,,,,-165.6,-117.1,,-92.0,,True,,,,False,False,,False
31157,104,84.0,,97.0,,,,9.8,84.0,,96.0,-20.0,,-7.0,,,,-94.2,-20.0,,-8.0,,True,,,,False,False,,True
31159,85,138.0,,225.0,,,,15.4,183.6,,62.0,53.0,,140.0,,,,-69.6,98.6,,-23.0,,False,,,,False,False,,True
31161,38,0.0,,0.0,,,,,0.9,,0.0,-38.0,,-38.0,,,,,-37.1,,-38.0,,False,,,,,True,,False
31163,13,24.0,,0.0,,,,0.3,10.3,,23.0,11.0,,-13.0,,,,-12.7,-2.7,,10.0,,False,,,,False,True,,True
31165,2,0.0,,0.0,,,,,0.9,,0.0,-2.0,,-2.0,,,,,-1.1,,-2.0,,False,,,,,True,,False
31167,13,18.0,,0.0,,,,1.3,9.8,,30.0,5.0,,-13.0,,,,-11.7,-3.2,,17.0,,False,,,,False,True,,False
31169,2,12.0,,0.0,,,,1.1,,,22.0,10.0,,-2.0,,,,-0.9,,,20.0,,True,,,,True,,,False
31171,5,0.0,,0.0,,,,0.0,,,0.0,-5.0,,-5.0,,,,-5.0,,,-5.0,,False,,,,True,,,False
31173,40,24.0,,4.0,,,,1.4,20.4,,5.0,-16.0,,-36.0,,,,-38.6,-19.6,,-35.0,,False,,,,False,False,,False
31175,20,0.0,,0.0,,,,0.5,2.6,,0.0,-20.0,,-20.0,,,,-19.5,-17.4,,-20.0,,False,,,,True,True,,False
31177,125,84.0,,136.0,,,,67.9,93.7,,58.0,-41.0,,11.0,,,,-57.1,-31.3,,-67.0,,True,,,,False,True,,False
31179,80,12.0,,0.0,,,,2.3,20.3,,129.0,-68.0,,-80.0,,,,-77.7,-59.7,,49.0,,False,,,,False,True,,True
31181,8,0.0,,0.0,,,,0.3,1.0,,0.0,-8.0,,-8.0,,,,-7.7,-7.0,,-8.0,,False,,,,True,True,,False
31183,3,0.0,,0.0,,,,,,,,-3.0,,-3.0,,,,,,,,,False,,,,,,,
31185,73,30.0,,67.0,,,,6.4,11.9,,35.0,-43.0,,-6.0,,,,-66.6,-61.1,,-38.0,,True,,,,False,False,,True
32001,82,108.0,,2.0,,,,19.8,115.7,,280.0,26.0,,-80.0,,,,-62.2,33.7,,198.0,,False,,,,False,False,,False
32003,16138,33432.0,53611.6,21692.0,,,,30764.3,20568.6,,16644.0,17294.0,37473.6,5554.0,,,,14626.3,4430.6,,506.0,False,True,,,,True,True,,True
32005,87,180.0,,298.0,,,,107.9,271.9,,194.0,93.0,,211.0,,,,20.9,184.9,,107.0,,False,,,,True,False,,False
32007,374,408.0,899.8,52.0,,,,224.1,229.7,,261.0,34.0,525.8,-322.0,,,,-149.9,-144.3,,-113.0,False,False,,,,False,False,,False
32009,0,0.0,,0.0,,,,,,,,0.0,,0.0,,,,,,,,,True,,,,,,,
32011,8,0.0,,0.0,,,,,,,0.0,-8.0,,-8.0,,,,,,,-8.0,,False,,,,,,,False
32013,18,36.0,,0.0,,,,4.1,31.8,,111.0,18.0,,-18.0,,,,-13.9,13.8,,93.0,,False,,,,True,True,,False
32015,19,6.0,,0.0,,,,14.9,4.7,,2.0,-13.0,,-19.0,,,,-4.1,-14.3,,-17.0,,False,,,,True,False,,False
32017,3,12.0,,0.0,,,,0.2,,,150.0,9.0,,-3.0,,,,-2.8,,,147.0,,True,,,,True,,,False
32019,186,126.0,189.5,204.0,,,,17.1,148.0,,209.0,-60.0,3.5,18.0,,,,-168.9,-38.0,,23.0,True,True,,,,False,True,,True
32021,2,0.0,,0.0,,,,0.8,,,0.0,-2.0,,-2.0,,,,-1.2,,,-2.0,,False,,,,True,,,False
32023,87,390.0,,20.0,,,,188.7,227.0,,251.0,303.0,,-67.0,,,,101.7,140.0,,164.0,,True,,,,True,True,,True
32027,11,0.0,,0.0,,,,4.1,,,0.0,-11.0,,-11.0,,,,-6.9,,,-11.0,,False,,,,True,,,False
32029,5,0.0,,0.0,,,,0.3,,,0.0,-5.0,,-5.0,,,,-4.7,,,-5.0,,False,,,,True,,,False
32031,2778,3174.0,5104.1,2167.0,,,,2548.7,2394.7,,2373.0,396.0,2326.1,-611.0,,,,-229.3,-383.3,,-405.0,False,False,,,,True,True,,False
32033,40,12.0,,0.0,,,,3.2,,,27.0,-28.0,,-40.0,,,,-36.8,,,-13.0,,False,,,,False,,,True
32510,184,186.0,324.9,162.0,,,,76.5,140.0,,143.0,2.0,140.9,-22.0,,,,-107.5,-44.0,,-41.0,False,False,,,,False,False,,False
33001,28,60.0,27.6,100.0,,,,10.6,37.3,,135.0,32.0,-0.4,72.0,,,,-17.4,9.3,,107.0,True,False,,,,True,True,,False
33003,26,24.0,,39.0,,,,3.4,18.7,,19.0,-2.0,,13.0,,,,-22.6,-7.3,,-7.0,,False,,,,False,False,,False
33005,45,42.0,11.6,201.0,,,,3.0,31.3,,227.0,-3.0,-33.4,156.0,,,,-42.0,-13.7,,182.0,False,False,,,,False,False,,False
33007,5,6.0,,0.0,,,,0.2,,,1.0,1.0,,-5.0,,,,-4.8,,,-4.0,,False,,,,False,,,False
33009,29,0.0,3.7,0.0,,,,0.1,11.0,,0.0,-29.0,-25.3,-29.0,,,,-28.9,-18.0,,-29.0,True,False,,,,True,True,,False
33011,447,522.0,1268.7,220.0,,,,133.4,424.6,,331.0,75.0,821.7,-227.0,,,,-313.6,-22.4,,-116.0,False,False,,,,False,True,,False
33013,93,36.0,72.8,38.0,,,,2.5,26.4,,20.0,-57.0,-20.2,-55.0,,,,-90.5,-66.6,,-73.0,True,True,,,,False,False,,False
33015,283,354.0,114.6,512.0,,,,56.3,318.2,,384.0,71.0,-168.4,229.0,,,,-226.7,35.2,,101.0,False,False,,,,False,True,,False
33017,140,150.0,42.9,744.0,,,,32.1,75.8,,542.0,10.0,-97.1,604.0,,,,-107.9,-64.2,,402.0,False,False,,,,False,False,,False
33019,11,0.0,,0.0,,,,1.0,4.8,,7.0,-11.0,,-11.0,,,,-10.0,-6.2,,-4.0,,False,,,,True,True,,True
34001,500,450.0,312.3,130.0,,,,131.3,698.2,,364.0,-50.0,-187.7,-370.0,,,,-368.7,198.2,,-136.0,False,False,,,,False,False,,False
34003,1440,1542.0,491.6,2681.0,,,,906.1,1950.5,,561.0,102.0,-948.4,1241.0,,,,-533.9,510.5,,-879.0,False,False,,,,False,False,,False
34005,924,990.0,390.6,417.0,,,,633.3,1457.2,,630.0,66.0,-533.4,-507.0,,,,-290.7,533.2,,-294.0,False,False,,,,False,False,,False
34007,1142,1146.0,271.8,450.0,,,,485.9,1473.2,,661.0,4.0,-870.2,-692.0,,,,-656.1,331.2,,-481.0,False,False,,,,False,False,,False
34009,175,90.0,48.8,57.0,,,,32.0,44.3,,77.0,-85.0,-126.2,-118.0,,,,-143.0,-130.7,,-98.0,False,False,,,,False,False,,False
34011,396,624.0,822.9,1393.0,,,,118.9,537.0,,230.0,228.0,426.9,997.0,,,,-277.1,141.0,,-166.0,False,False,,,,False,True,,True
34013,1091,1260.0,749.6,2062.0,,,,420.8,1311.7,,406.0,169.0,-341.4,971.0,,,,-670.2,220.7,,-685.0,False,False,,,,False,False,,False
34015,1045,936.0,359.3,1037.0,,,,435.1,1112.1,,546.0,-109.0,-685.7,-8.0,,,,-609.9,67.1,,-499.0,False,True,,,,False,True,,False
34017,827,864.0,102.6,1423.0,,,,280.0,216.1,,235.0,37.0,-724.4,596.0,,,,-547.0,-610.9,,-592.0,False,False,,,,False,False,,False
34019,136,72.0,90.7,109.0,,,,9.4,18.6,,66.0,-64.0,-45.3,-27.0,,,,-126.6,-117.4,,-70.0,True,True,,,,False,False,,False
34021,448,528.0,369.7,237.0,,,,175.6,816.0,,223.0,80.0,-78.3,-211.0,,,,-272.4,368.0,,-225.0,True,False,,,,False,False,,False
34023,1166,1104.0,545.4,516.0,,,,612.4,1204.5,,456.0,-62.0,-620.6,-650.0,,,,-553.6,38.5,,-710.0,False,False,,,,False,True,,False
34025,1154,1146.0,585.8,621.0,,,,545.2,634.9,,582.0,-8.0,-568.2,-533.0,,,,-608.8,-519.1,,-572.0,False,False,,,,False,False,,False
34027,485,546.0,45.5,585.0,,,,189.0,461.2,,282.0,61.0,-439.5,100.0,,,,-296.0,-23.8,,-203.0,False,False,,,,False,True,,False
34029,1597,876.0,395.9,261.0,,,,248.5,1808.3,,521.0,-721.0,-1201.1,-1336.0,,,,-1348.5,211.3,,-1076.0,False,False,,,,False,True,,False
34031,1176,948.0,171.9,1355.0,,,,234.1,619.6,,165.0,-228.0,-1004.1,179.0,,,,-941.9,-556.4,,-1011.0,False,True,,,,False,False,,False
34033,150,138.0,207.3,144.0,,,,15.2,94.1,,63.0,-12.0,57.3,-6.0,,,,-134.8,-55.9,,-87.0,False,True,,,,False,False,,False
34035,454,270.0,109.6,291.0,,,,87.9,222.2,,159.0,-184.0,-344.4,-163.0,,,,-366.1,-231.8,,-295.0,False,True,,,,False,False,,False
34037,131,162.0,26.8,199.0,,,,38.2,310.8,,103.0,31.0,-104.2,68.0,,,,-92.8,179.8,,-28.0,False,False,,,,False,False,,True
34039,752,708.0,88.2,950.0,,,,223.8,286.9,,207.0,-44.0,-663.8,198.0,,,,-528.2,-465.1,,-545.0,False,False,,,,False,False,,False
34041,90,84.0,15.0,50.0,,,,17.0,99.4,,55.0,-6.0,-75.0,-40.0,,,,-73.0,9.4,,-35.0,False,False,,,,False,False,,False
35001,1109,1734.0,4766.7,941.0,,,,1167.4,1266.6,,790.0,625.0,3657.7,-168.0,,,,58.4,157.6,,-319.0,False,True,,,,True,True,,True
35003,7,6.0,,0.0,,,,0.0,,,43.0,-1.0,,-7.0,,,,-7.0,,,36.0,,False,,,,False,,,False
35005,579,522.0,391.9,955.0,,,,551.8,412.1,,375.0,-57.0,-187.1,376.0,,,,-27.2,-166.9,,-204.0,False,False,,,,True,False,,False
35006,57,174.0,,274.0,,,,23.1,225.0,,68.0,117.0,,217.0,,,,-33.9,168.0,,11.0,,False,,,,True,False,,True
35007,10,30.0,,0.0,,,,0.1,,,111.0,20.0,,-10.0,,,,-9.9,,,101.0,,True,,,,True,,,False
35009,200,492.0,,543.0,,,,175.5,401.1,,225.0,292.0,,343.0,,,,-24.5,201.1,,25.0,,False,,,,True,True,,True
35011,2,0.0,,0.0,,,,,,,,-2.0,,-2.0,,,,,,,,,False,,,,,,,
35013,715,1434.0,2784.4,1839.0,,,,1335.5,1408.2,,814.0,719.0,2069.4,1124.0,,,,620.5,693.2,,99.0,False,False,,,,True,True,,True
35015,393,276.0,299.8,313.0,,,,96.5,276.5,,379.0,-117.0,-93.2,-80.0,,,,-296.5,-116.5,,-14.0,True,True,,,,False,True,,True
35017,40,24.0,,2.0,,,,1.5,13.8,,28.0,-16.0,,-38.0,,,,-38.5,-26.2,,-12.0,,False,,,,False,False,,True
35019,5,0.0,,0.0,,,,0.3,1.1,,0.0,-5.0,,-5.0,,,,-4.7,-3.9,,-5.0,,False,,,,True,True,,False
35021,1,0.0,,0.0,,,,0.0,,,0.0,-1.0,,-1.0,,,,-1.0,,,-1.0,,False,,,,True,,,False
35023,9,12.0,,0.0,,,,3.3,36.3,,60.0,3.0,,-9.0,,,,-5.7,27.3,,51.0,,False,,,,False,False,,False
35025,569,750.0,806.0,742.0,,,,364.3,557.3,,498.0,181.0,237.0,173.0,,,,-204.7,-11.7,,-71.0,False,True,,,,False,True,,True
35027,61,156.0,,59.0,,,,92.2,210.1,,72.0,95.0,,-2.0,,,,31.2,149.1,,11.0,,True,,,,True,False,,True
35028,11,6.0,,0.0,,,,1.3,,,2.0,-5.0,,-11.0,,,,-9.7,,,-9.0,,False,,,,False,,,False
35029,159,132.0,,119.0,,,,22.0,252.6,,38.0,-27.0,,-40.0,,,,-137.0,93.6,,-121.0,,False,,,,False,False,,False
35031,278,264.0,305.6,169.0,,,,79.7,603.9,,0.0,-14.0,27.6,-109.0,,,,-198.3,325.9,,-278.0,False,False,,,,False,False,,False
35033,1,0.0,,0.0,,,,,2.1,,0.0,-1.0,,-1.0,,,,,1.1,,-1.0,,False,,,,,False,,False
35035,49,108.0,337.6,108.0,,,,16.0,204.1,,23.0,59.0,288.6,59.0,,,,-33.0,155.1,,-26.0,False,False,,,,True,False,,True
35037,39,18.0,,0.0,,,,0.5,,,24.0,-21.0,,-39.0,,,,-38.5,,,-15.0,,False,,,,False,,,True
35039,69,132.0,,78.0,,,,73.9,103.7,,65.0,63.0,,9.0,,,,4.9,34.7,,-4.0,,True,,,,True,True,,True
35041,107,126.0,,199.0,,,,25.4,95.1,,39.0,19.0,,92.0,,,,-81.6,-11.9,,-68.0,,False,,,,False,True,,False
35043,192,264.0,254.0,84.0,,,,119.3,457.0,,106.0,72.0,62.0,-108.0,,,,-72.7,265.0,,-86.0,True,False,,,,False,False,,False
35045,232,246.0,839.3,160.0,,,,95.1,258.5,,61.0,14.0,607.3,-72.0,,,,-136.9,26.5,,-171.0,False,False,,,,False,False,,False
35047,50,12.0,,0.0,,,,0.9,24.5,,3.0,-38.0,,-50.0,,,,-49.1,-25.5,,-47.0,,False,,,,False,True,,False
35049,302,366.0,651.5,280.0,,,,229.1,343.6,,234.0,64.0,349.5,-22.0,,,,-72.9,41.6,,-68.0,False,True,,,,False,True,,False
35051,10,18.0,,0.0,,,,1.2,14.0,,13.0,8.0,,-10.0,,,,-8.8,4.0,,3.0,,False,,,,False,True,,True
35053,15,0.0,,0.0,,,,2.3,6.4,,0.0,-15.0,,-15.0,,,,-12.7,-8.6,,-15.0,,False,,,,True,True,,False
35055,24,72.0,,92.0,,,,9.0,24.8,,63.0,48.0,,68.0,,,,-15.0,0.8,,39.0,,False,,,,True,True,,True
35057,4,12.0,,0.0,,,,1.0,7.3,,1.0,8.0,,-4.0,,,,-3.0,3.3,,-3.0,,True,,,,True,True,,True
35059,4,12.0,,0.0,,,,1.5,,,10.0,8.0,,-4.0,,,,-2.5,,,6.0,,True,,,,True,,,True
35061,143,294.0,452.8,217.0,,,,145.8,171.9,,155.0,151.0,309.8,74.0,,,,2.8,28.9,,12.0,False,True,,,,True,True,,True
36001,425,396.0,227.8,204.0,,,,113.2,412.1,,232.0,-29.0,-197.2,-221.0,,,,-311.8,-12.9,,-193.0,False,False,,,,False,True,,False
36003,17,30.0,,29.0,,,,3.9,21.2,,40.0,13.0,,12.0,,,,-13.1,4.2,,23.0,,True,,,,False,True,,False
36005,2406,0.0,,,,,,,,,,-2406.0,,,,,,,,,,,,,,,,,,
36007,339,432.0,379.4,333.0,,,,77.0,290.3,,361.0,93.0,40.4,-6.0,,,,-262.0,-48.7,,22.0,True,True,,,,False,True,,True
36009,88,42.0,57.5,41.0,,,,0.5,43.3,,31.0,-46.0,-30.5,-47.0,,,,-87.5,-44.7,,-57.0,True,False,,,,False,True,,False
36011,45,42.0,76.2,57.0,,,,1.8,47.9,,39.0,-3.0,31.2,12.0,,,,-43.2,2.9,,-6.0,False,False,,,,False,True,,False
36013,283,132.0,281.1,139.0,,,,12.3,70.1,,126.0,-151.0,-1.9,-144.0,,,,-270.7,-212.9,,-157.0,True,True,,,,False,False,,False
36015,151,48.0,4.2,34.0,,,,7.7,57.8,,74.0,-103.0,-146.8,-117.0,,,,-143.3,-93.2,,-77.0,False,False,,,,False,True,,True
36017,33,36.0,,5.0,,,,5.2,23.3,,16.0,3.0,,-28.0,,,,-27.8,-9.7,,-17.0,,False,,,,False,False,,False
36019,27,0.0,7.4,0.0,,,,0.1,11.4,,5.0,-27.0,-19.6,-27.0,,,,-26.9,-15.6,,-22.0,True,False,,,,True,True,,True
36021,41,120.0,74.5,271.0,,,,9.4,87.1,,257.0,79.0,33.5,230.0,,,,-31.6,46.1,,216.0,True,False,,,,True,True,,False
36023,60,24.0,,2.0,,,,3.8,12.9,,7.0,-36.0,,-58.0,,,,-56.2,-47.1,,-53.0,,False,,,,False,False,,False
36025,25,12.0,,0.0,,,,0.1,9.2,,11.0,-13.0,,-25.0,,,,-24.9,-15.8,,-14.0,,False,,,,False,False,,False
36027,453,576.0,76.7,787.0,,,,90.1,450.3,,945.0,123.0,-376.3,334.0,,,,-362.9,-2.7,,492.0,False,False,,,,False,True,,False
36029,2067,1812.0,228.9,2090.0,,,,647.3,1557.2,,2177.0,-255.0,-1838.1,23.0,,,,-1419.7,-509.8,,110.0,False,True,,,,False,False,,True
36031,103,0.0,,0.0,,,,1.5,2.4,,0.0,-103.0,,-103.0,,,,-101.5,-100.6,,-103.0,,False,,,,True,True,,False
36033,10,24.0,20.2,40.0,,,,1.3,22.7,,23.0,14.0,10.2,30.0,,,,-8.7,12.7,,13.0,True,False,,,,True,True,,True
36035,37,78.0,68.2,103.0,,,,8.6,49.6,,560.0,41.0,31.2,66.0,,,,-28.4,12.6,,523.0,True,False,,,,True,True,,False
36037,37,30.0,16.4,68.0,,,,3.0,34.4,,29.0,-7.0,-20.6,31.0,,,,-34.0,-2.6,,-8.0,False,False,,,,False,True,,False
36039,28,12.0,,11.0,,,,1.9,19.9,,9.0,-16.0,,-17.0,,,,-26.1,-8.1,,-19.0,,False,,,,False,True,,False
36041,7,6.0,,0.0,,,,0.1,3.8,,10.0,-1.0,,-7.0,,,,-6.9,-3.2,,3.0,,False,,,,False,False,,False
36043,46,198.0,118.9,342.0,,,,9.4,104.2,,242.0,152.0,72.9,296.0,,,,-36.6,58.2,,196.0,True,False,,,,True,True,,False
36045,21,60.0,5.2,83.0,,,,4.3,54.0,,26.0,39.0,-15.8,62.0,,,,-16.7,33.0,,5.0,True,False,,,,True,True,,True
36047,3885,0.0,,,,,,,,,,-3885.0,,,,,,,,,,,,,,,,,,
36049,9,42.0,,38.0,,,,1.6,16.7,,556.0,33.0,,29.0,,,,-7.4,7.7,,547.0,,True,,,,True,True,,False
36051,25,60.0,15.6,75.0,,,,6.7,42.7,,93.0,35.0,-9.4,50.0,,,,-18.3,17.7,,68.0,True,False,,,,True,True,,False
36053,74,78.0,44.3,106.0,,,,9.5,61.7,,137.0,4.0,-29.7,32.0,,,,-64.5,-12.3,,63.0,False,False,,,,False,False,,False
36055,954,1080.0,1007.1,1122.0,,,,320.8,734.5,,980.0,126.0,53.1,168.0,,,,-633.2,-219.5,,26.0,True,False,,,,False,False,,True
36057,51,102.0,,359.0,,,,18.2,62.4,,284.0,51.0,,308.0,,,,-32.8,11.4,,233.0,,False,,,,True,True,,False
36059,2526,2142.0,92.1,2148.0,,,,885.3,2516.4,,2221.0,-384.0,-2433.9,-378.0,,,,-1640.7,-9.6,,-305.0,False,True,,,,False,True,,True
36061,2090,12744.0,,12893.0,,,,,11531.4,,10374.0,10654.0,,10803.0,,,,,9441.4,,8284.0,,False,,,,,True,,True
36063,220,300.0,185.7,759.0,,,,80.1,173.0,,350.0,80.0,-34.3,539.0,,,,-139.9,-47.0,,130.0,True,False,,,,False,True,,False
36065,231,366.0,1151.3,260.0,,,,143.7,209.7,,252.0,135.0,920.3,29.0,,,,-87.3,-21.3,,21.0,False,True,,,,True,True,,True
36067,636,528.0,784.3,584.0,,,,114.7,435.9,,327.0,-108.0,148.3,-52.0,,,,-521.3,-200.1,,-309.0,False,True,,,,False,False,,False
36069,99,48.0,118.6,6.0,,,,13.2,24.2,,15.0,-51.0,19.6,-93.0,,,,-85.8,-74.8,,-84.0,True,False,,,,False,False,,False
36071,634,408.0,28.4,272.0,,,,130.2,430.9,,355.0,-226.0,-605.6,-362.0,,,,-503.8,-203.1,,-279.0,False,False,,,,False,True,,False
36073,25,18.0,,0.0,,,,0.3,5.1,,81.0,-7.0,,-25.0,,,,-24.7,-19.9,,56.0,,False,,,,False,False,,False
36075,171,54.0,92.6,69.0,,,,8.1,25.8,,72.0,-117.0,-78.4,-102.0,,,,-162.9,-145.2,,-99.0,True,True,,,,False,False,,True
36077,209,24.0,8.6,102.0,,,,0.6,22.7,,24.0,-185.0,-200.4,-107.0,,,,-208.4,-186.3,,-185.0,False,True,,,,False,False,,False
36079,126,132.0,19.7,157.0,,,,25.4,107.4,,154.0,6.0,-106.3,31.0,,,,-100.6,-18.6,,28.0,False,False,,,,False,False,,False
36081,3029,0.0,,,,,,,,,,-3029.0,,,,,,,,,,,,,,,,,,
36083,135,162.0,112.7,88.0,,,,58.0,106.5,,207.0,27.0,-22.3,-47.0,,,,-77.0,-28.5,,72.0,True,False,,,,False,False,,False
36085,804,0.0,,,,,,,,,,-804.0,,,,,,,,,,,,,,,,,,
36087,865,336.0,27.8,640.0,,,,96.0,648.3,,315.0,-529.0,-837.2,-225.0,,,,-769.0,-216.7,,-550.0,False,True,,,,False,True,,False
36089,52,12.0,7.0,0.0,,,,0.1,14.9,,4.0,-40.0,-45.0,-52.0,,,,-51.9,-37.1,,-48.0,False,False,,,,False,True,,False
36091,235,174.0,72.3,105.0,,,,27.8,319.6,,176.0,-61.0,-162.7,-130.0,,,,-207.2,84.6,,-59.0,False,False,,,,False,False,,True
36093,319,156.0,94.5,33.0,,,,45.5,161.7,,99.0,-163.0,-224.5,-286.0,,,,-273.5,-157.3,,-220.0,False,False,,,,False,True,,False
36095,14,6.0,,0.0,,,,1.4,6.1,,1.0,-8.0,,-14.0,,,,-12.6,-7.9,,-13.0,,False,,,,False,True,,False
36097,15,0.0,,0.0,,,,0.2,2.6,,2.0,-15.0,,-15.0,,,,-14.8,-12.4,,-13.0,,False,,,,True,True,,True
36099,16,24.0,,1.0,,,,2.3,14.3,,21.0,8.0,,-15.0,,,,-13.7,-1.7,,5.0,,False,,,,False,True,,True
36101,46,48.0,2.0,69.0,,,,2.3,55.3,,42.0,2.0,-44.0,23.0,,,,-43.7,9.3,,-4.0,False,False,,,,False,False,,False
36103,2261,2694.0,1069.0,2696.0,,,,1164.0,2853.9,,2656.0,433.0,-1192.0,435.0,,,,-1097.0,592.9,,395.0,False,False,,,,False,False,,True
36105,82,30.0,27.1,11.0,,,,2.7,25.9,,69.0,-52.0,-54.9,-71.0,,,,-79.3,-56.1,,-13.0,False,False,,,,False,False,,True
36107,29,30.0,,42.0,,,,1.9,13.1,,24.0,1.0,,13.0,,,,-27.1,-15.9,,-5.0,,False,,,,False,False,,False
36109,160,24.0,19.5,2.0,,,,1.7,15.7,,10.0,-136.0,-140.5,-158.0,,,,-158.3,-144.3,,-150.0,False,False,,,,False,False,,False
36111,182,186.0,50.4,154.0,,,,32.8,177.7,,245.0,4.0,-131.7,-28.0,,,,-149.2,-4.3,,63.0,False,False,,,,False,False,,False
36113,48,48.0,20.6,2.0,,,,4.7,60.7,,41.0,0.0,-27.4,-46.0,,,,-43.3,12.7,,-7.0,False,False,,,,False,False,,False
36115,30,12.0,9.2,0.0,,,,2.8,13.4,,15.0,-18.0,-20.9,-30.0,,,,-27.2,-16.6,,-15.0,False,False,,,,False,True,,True
36117,60,24.0,144.9,0.0,,,,2.5,38.2,,6.0,-36.0,84.9,-60.0,,,,-57.5,-21.8,,-54.0,False,False,,,,False,True,,False
36119,1575,1236.0,160.0,1126.0,,,,517.8,2195.4,,943.0,-339.0,-1415.0,-449.0,,,,-1057.2,620.4,,-632.0,False,False,,,,False,False,,False
