,actual_deaths,Baseline,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,UCLA-SuEIR,error-Baseline,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-UCLA-SuEIR,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-UCLA-SuEIR
Nevada,5036,4616.4,5338.3,4574.2,4246.0,4947.1,-419.6,302.3,-461.8,-790.0,-88.9,True,False,False,True
New Hampshire,1181,1052.6,1000.2,977.7,1160.0,966.5,-128.4,-180.8,-203.3,-21.0,-214.5,False,False,True,False
New Jersey,23557,21731.0,23170.4,25183.0,20682.0,26073.5,-1826.0,-386.6,1626.0,-2875.0,2516.5,True,True,False,False
New Mexico,3796,4436.1,5366.6,5416.5,3812.0,3200.7,640.1,1570.6,1620.5,16.0,-595.3,False,False,True,True
New York,48247,40062.3,59313.3,47228.0,39808.0,43956.0,-8145.7,11105.3,-980.0,-8400.0,-4252.0,False,True,False,True
North Carolina,11502,9438.7,10233.5,12158.3,8996.0,9241.9,-2063.3,-1268.5,656.3,-2506.0,-2260.1,True,True,False,False
North Dakota,1479,2214.7,1928.5,1533.9,2332.0,1374.4,735.7,449.5,54.9,853.0,-104.6,True,True,False,True
Ohio,18295,14159.0,17214.9,14928.3,14392.0,16629.2,-2103.0,952.9,-1333.7,-1870.0,367.2,True,True,True,True
Oklahoma,4534,3953.1,4214.0,3922.0,4233.0,4935.3,-580.9,-320.0,-612.0,-301.0,401.3,True,False,True,True
Oregon,2296,2678.7,2893.5,4433.2,2442.0,3418.9,382.7,597.5,2137.2,146.0,1122.9,False,False,True,False
Pennsylvania,24306,23572.1,30375.5,25803.6,23686.0,23726.9,-733.9,6069.5,1497.6,-620.0,-579.1,False,False,True,True
Rhode Island,2541,2274.4,2528.8,2155.4,1862.0,1930.2,-182.6,71.8,-301.6,-595.0,-526.8,True,False,False,False
South Carolina,8719,7304.6,6662.3,7401.9,5959.0,7389.6,-1414.4,-2056.7,-1317.1,-2760.0,-1329.4,False,True,False,True
South Dakota,1898,3257.1,2579.2,2043.8,3642.0,1568.1,1359.1,681.2,145.8,1744.0,-329.9,True,True,False,True
Tennessee,11543,9944.4,12080.0,10021.7,10288.0,10884.1,-1598.6,537.0,-1521.3,-1255.0,-658.9,True,True,True,True
Texas,45249,39774.1,42489.5,38673.8,39984.0,36568.6,-5178.9,-2463.5,-6279.2,-4969.0,-8384.4,True,False,True,False
Utah,1975,1851.9,3050.1,2724.9,2191.0,1745.0,-123.1,1075.1,749.9,216.0,-230.0,False,False,False,False
Vermont,208,233.3,199.6,128.2,81.5,263.3,25.3,-8.4,-79.8,-126.5,55.3,True,False,False,False
Virginia,9519,6025.7,7740.6,11027.0,6138.0,5800.6,-3493.3,-1778.4,1508.0,-3381.0,-3718.4,True,True,True,False
Washington,5041,5779.3,5137.6,5870.7,4968.0,7815.5,696.3,54.6,787.7,-115.0,2732.5,True,False,True,False
West Virginia,2323,2239.4,3050.5,2752.7,2050.0,3392.1,-83.6,727.5,429.7,-273.0,1069.1,False,False,False,False
Wisconsin,7103,9930.6,7344.1,8165.6,9372.0,9105.7,2827.6,241.1,1062.6,2269.0,2002.7,True,True,True,True
Wyoming,682,921.7,867.2,750.6,889.5,497.6,239.7,185.2,68.6,207.5,-184.4,True,True,True,True
US,525162,480633.3,590979.8,508638.2,463856.0,484935.2,-41277.7,69068.8,-13272.8,-58055.0,-36975.8,False,True,False,True
