,actual_deaths,Baseline,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,UCLA-SuEIR,error-Baseline,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-UCLA-SuEIR,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-UCLA-SuEIR
Maryland,7941,9041.7,9178.5,9365.2,8299.0,7727.9,1100.7,1237.5,1424.2,358.0,-213.1,False,False,True,True
Massachusetts,16374,15712.4,17813.4,16254.0,16693.0,13372.2,-661.6,1439.4,-120.0,319.0,-3001.8,False,True,True,False
Michigan,16658,21617.4,17590.2,19217.4,20975.0,15379.5,4959.4,932.2,2559.4,4317.0,-1278.5,True,True,True,True
Minnesota,6614,9317.0,7620.9,8178.4,11057.0,8794.2,2703.0,1006.9,1564.4,4443.0,2180.2,True,True,False,True
Mississippi,6805,6689.0,7722.8,6601.2,7308.0,6696.1,-116.0,917.8,-203.8,503.0,-108.9,False,False,False,True
Missouri,8512,10146.3,7798.5,8373.2,8539.0,6436.2,1663.3,-684.5,-109.8,56.0,-2046.8,True,True,True,False
Montana,1379,1375.3,1207.3,1363.1,1948.0,1480.4,-3.7,-171.7,-15.9,569.0,101.4,False,False,False,False
Nebraska,2113,2712.9,2812.7,2858.4,2784.5,1747.6,599.9,699.7,745.4,671.5,-365.4,False,False,False,True
Nevada,5036,5384.7,5578.8,5199.2,5104.0,5009.2,348.7,542.8,163.2,68.0,-26.8,False,True,True,True
New Hampshire,1181,1231.4,1491.0,2344.3,1546.0,867.8,50.4,310.0,1163.3,365.0,-313.2,False,False,False,False
New Jersey,23557,23003.7,22052.4,23934.7,22358.0,21443.1,-553.3,-1504.6,377.7,-1199.0,-2113.9,False,True,False,False
New Mexico,3796,4494.4,3586.9,4038.7,4365.0,3622.3,698.4,-209.1,242.7,569.0,-173.7,True,True,True,True
New York,48247,45236.1,47785.8,49145.8,43688.0,56677.5,-3010.9,-461.2,898.8,-4559.0,8430.5,True,True,False,False
North Carolina,11502,10577.7,10864.0,12025.6,10594.0,11194.8,-924.3,-638.0,523.6,-908.0,-307.2,True,True,True,True
North Dakota,1479,2088.7,1631.2,1849.8,2990.0,1548.2,609.7,152.2,370.8,1511.0,69.2,True,True,False,True
Ohio,18295,14072.7,15920.1,14824.9,17062.0,14904.1,-656.3,1191.1,95.9,2333.0,175.1,False,True,False,True
Oklahoma,4534,3818.9,4223.3,4030.6,4810.0,4035.5,-715.1,-310.7,-503.4,276.0,-498.5,True,True,True,True
Oregon,2296,3360.4,3216.9,4660.2,3087.0,3110.7,1064.4,920.9,2364.2,791.0,814.7,True,False,True,True
Pennsylvania,24306,28426.0,32028.0,29393.1,30641.0,23349.0,4120.0,7722.0,5087.1,6335.0,-957.0,False,False,False,True
Rhode Island,2541,2884.4,2738.3,2716.7,2680.0,2334.2,486.4,340.3,318.7,282.0,-63.8,True,True,True,True
South Carolina,8719,7063.0,7894.2,7586.7,6805.0,7253.8,-1656.0,-824.8,-1132.3,-1914.0,-1465.2,True,True,False,True
South Dakota,1898,2468.4,2360.8,2012.2,3147.0,1693.4,570.4,462.8,114.2,1249.0,-204.6,True,True,False,True
Tennessee,11543,12683.0,12916.7,11016.6,13368.0,13567.2,1140.0,1373.7,-526.4,1825.0,2024.2,False,True,False,False
Texas,45249,41320.1,42885.0,37895.2,40336.0,37318.0,-3721.9,-2157.0,-7146.8,-4706.0,-7724.0,True,False,False,False
Utah,1975,2240.7,2699.2,2606.2,2676.0,2059.7,265.7,724.2,631.2,701.0,84.7,False,False,False,True
Vermont,208,284.7,321.0,261.2,358.0,205.6,76.7,113.0,53.2,150.0,-2.4,False,True,False,True
Virginia,9519,7244.9,7601.5,8704.4,7179.5,6388.2,-2274.1,-1917.5,-814.6,-2339.5,-3130.8,True,True,False,False
Washington,5041,4873.7,3862.7,6088.5,5127.5,4871.9,-167.3,-1178.3,1047.5,86.5,-169.1,False,False,True,False
West Virginia,2323,2865.1,2762.2,2867.5,2887.0,3200.2,542.1,439.2,544.5,564.0,877.2,True,False,False,False
Wisconsin,7103,9129.3,7421.1,8142.2,8682.0,7870.7,2026.3,318.1,1039.2,1579.0,767.7,True,True,True,True
Wyoming,682,676.7,623.3,651.1,1061.0,499.4,-5.3,-58.7,-30.9,379.0,-182.6,False,False,False,False
US,525162,517168.0,521479.1,534148.1,536727.0,491618.6,-2967.0,1344.1,14013.1,16592.0,-28516.4,True,False,False,False
