,actual_deaths,Baseline,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,STH-3PU,error-Baseline,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-STH-3PU,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-STH-3PU
Oregon,2296,1037.0,1285.9,2940.2,847.0,,-1259.0,-1010.1,644.2,-1449.0,,True,True,False,
Pennsylvania,24306,11145.7,11936.3,18886.4,10449.0,,-13160.3,-12369.7,-5419.6,-13857.0,,True,True,False,
Rhode Island,2541,1588.9,1395.3,1549.8,1283.0,,-928.1,-1121.7,-967.2,-1234.0,,False,False,False,
South Carolina,8719,5596.0,4867.1,7177.2,4525.0,,-3123.0,-3851.9,-1541.8,-4194.0,,False,True,False,
South Dakota,1898,1057.7,1562.0,1095.0,777.0,,-840.3,-336.0,-803.0,-1121.0,,True,True,False,
Tennessee,11543,5728.7,7512.7,8479.6,5807.0,,-5814.3,-4030.3,-3063.4,-5736.0,,True,True,True,
Texas,45249,27274.4,23443.8,35959.4,27079.0,49807.0,-17686.6,-21517.2,-9001.6,-17882.0,4846.0,False,True,False,True
Utah,1975,1059.3,1739.7,4238.2,1104.0,,-915.7,-235.3,2263.2,-871.0,,True,False,True,
Vermont,208,58.0,95.8,69.8,58.0,,-150.0,-112.2,-138.2,-150.0,,True,True,False,
Virginia,9519,4919.3,5054.9,10347.1,4698.0,,-4596.7,-4461.1,831.1,-4818.0,,True,True,False,
Washington,5041,3212.0,2817.2,5935.5,2809.0,,-1847.0,-2241.8,876.5,-2250.0,,False,True,False,
West Virginia,2323,739.6,786.2,1460.7,877.0,,-1583.4,-1536.8,-862.3,-1446.0,,True,True,True,
Wisconsin,7103,3738.4,4511.8,7610.1,3632.0,,-3139.6,-2366.2,732.1,-3246.0,,True,True,False,
Wyoming,682,116.6,304.6,251.0,136.0,,-565.4,-377.4,-431.0,-546.0,,True,True,True,
US,525162,317093.1,275354.9,452662.3,290238.0,305211.0,-207439.9,-249178.1,-71870.7,-234295.0,-219322.0,False,True,False,False
